molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations
412,299.33,0.78,5,3,113.46,1,N,0,13.26,4.01,0.90,0.90,NEUTRAL,299.33,1,22,0.31,299.1382,C15H17N5O2,7,3,0
415,200.28,1.87,2,1,16.96,0,Y,0,,10.06,1.87,-0.68,BASE,200.28,2,15,0.69,200.1313,C13H16N2,2,1,0
416,683.89,2.43,7,7,212.74,18,N,2,4.08,10.20,-0.44,-2.30,ZWITTERION,683.89,2,49,0.12,683.4370,C36H57N7O6,13,9,3
417,172.23,1.81,1,2,27.82,0,Y,0,,9.07,1.59,-0.08,BASE,172.23,2,13,0.62,172.1000,C11H12N2,2,2,0
418,246.19,-1.69,6,3,104.55,1,N,0,8.07,,-1.17,-1.25,NEUTRAL,246.19,1,17,0.55,246.0652,C9H11FN2O5,7,3,0
421,443.53,3.67,7,2,91.24,7,N,0,12.82,2.35,3.95,3.95,NEUTRAL,443.53,4,32,0.42,443.1416,C24H21N5O2S,7,2,0
422,281.32,1.72,4,2,93.23,1,N,0,,3.08,1.49,1.49,NEUTRAL,281.32,1,21,0.35,281.1277,C15H15N5O,6,2,0
423,181.30,2.30,2,1,26.02,3,Y,0,,10.01,2.43,-0.04,BASE,181.30,1,12,0.72,181.0925,C10H15NS,1,2,0
424,508.51,2.78,7,4,152.95,10,N,1,3.14,2.43,3.61,-2.94,ACID,508.51,3,37,0.30,508.1758,C26H25FN4O6,10,4,1
425,172.23,1.81,1,2,27.82,0,Y,0,,9.16,1.36,-0.40,BASE,172.23,2,13,0.62,172.1000,C11H12N2,2,2,0
426,342.42,2.81,5,1,75.19,4,N,0,5.99,4.60,1.90,1.25,ACID,342.42,3,24,0.79,342.1150,C17H18N4O2S,6,1,0
427,320.48,3.11,4,0,23.55,2,N,0,,6.24,3.33,3.30,NEUTRAL,320.48,1,21,0.84,320.1017,C16H20N2OS2,3,0,0
428,205.21,1.23,3,1,47.56,0,Y,0,11.09,,1.49,1.49,NEUTRAL,205.21,1,15,0.69,205.0739,C11H11NO3,4,1,0
429,480.52,3.84,6,3,115.65,8,N,0,3.51,1.81,4.75,1.48,ACID,480.52,4,36,0.33,480.1798,C28H24N4O4,8,3,0
431,548.67,2.64,9,3,131.75,5,N,1,6.82,,2.25,1.58,NEUTRAL,548.67,0,39,0.27,548.2985,C30H44O9,9,3,1
434,146.19,1.63,1,2,41.81,1,Y,0,,9.53,1.20,-0.88,BASE,146.19,2,11,0.63,146.0844,C9H10N2,2,3,0
435,392.87,3.16,6,1,84.42,5,N,0,5.64,4.58,2.75,2.08,ACID,392.87,3,26,0.72,392.0710,C17H17ClN4O3S,7,1,0
436,321.16,2.20,3,1,44.48,4,N,0,,9.90,2.42,0.02,BASE,321.16,1,15,0.86,321.0226,C11H16INO2,3,2,0
437,207.27,1.96,3,1,30.49,4,N,0,,10.28,2.38,-0.34,BASE,207.27,1,15,0.82,207.1259,C12H17NO2,3,1,0
439,773.96,7.20,2,2,40.46,5,N,2,7.22,,9.08,8.60,NEUTRAL,773.96,2,24,0.32,773.7486,C18H18I4O2,2,2,2
440,249.11,2.91,1,1,28.15,0,Y,0,,7.60,2.75,2.34,NEUTRAL,249.11,2,14,0.74,247.9949,C11H9BrN2,2,1,0
441,496.52,3.54,7,4,135.88,8,N,0,3.28,1.75,4.41,1.14,ACID,496.52,4,37,0.27,496.1747,C28H24N4O5,9,4,0
442,160.22,1.67,1,2,41.81,2,Y,0,,9.73,1.49,-0.77,BASE,160.22,2,12,0.69,160.1000,C10H12N2,2,3,0
443,470.96,4.87,5,2,78.35,7,N,0,12.82,1.82,5.76,5.76,NEUTRAL,470.96,4,34,0.38,470.1510,C27H23ClN4O2,6,2,0
444,286.43,4.71,4,0,25.78,3,N,0,,1.08,5.68,5.68,NEUTRAL,286.43,3,19,0.65,286.0598,C15H14N2S2,2,0,0
445,286.42,4.55,4,0,25.78,4,N,0,,1.66,5.23,5.23,NEUTRAL,286.42,3,19,0.52,286.0598,C15H14N2S2,2,0,0
446,587.59,-5.89,10,10,321.96,17,N,2,3.45,10.85,-10.69,-10.82,ZWITTERION,587.59,0,41,0.04,587.2663,C22H37N9O10,19,13,3
448,746.99,1.10,10,9,255.23,23,N,2,4.11,10.54,-2.05,-5.46,ZWITTERION,746.99,1,53,0.07,746.5054,C38H66N8O7,15,12,3
449,770.03,1.88,9,9,250.79,23,N,2,4.08,10.50,-1.04,-5.06,ZWITTERION,770.03,2,55,0.07,769.5214,C40H67N9O6,15,12,3
450,798.05,0.80,9,10,289.17,23,N,2,4.08,11.51,-1.05,-5.21,ZWITTERION,798.05,2,57,0.04,797.5276,C40H67N11O6,17,14,3
452,200.24,2.15,2,1,37.38,1,Y,0,,8.39,1.82,0.79,NEUTRAL,200.24,2,15,0.75,200.0950,C12H12N2O,3,1,0
453,200.24,2.15,2,1,37.38,1,Y,0,,8.24,1.82,0.93,NEUTRAL,200.24,2,15,0.75,200.0950,C12H12N2O,3,1,0
454,202.26,1.82,2,2,37.05,1,Y,0,,9.10,1.43,-0.26,BASE,202.26,2,15,0.74,202.1106,C12H14N2O,3,2,0
455,404.43,2.10,6,3,115.65,7,N,0,3.41,1.76,2.83,-0.45,ACID,404.43,3,30,0.52,404.1485,C22H20N4O4,8,3,0
457,461.53,4.09,6,2,102.14,7,N,0,12.82,1.82,5.05,5.05,NEUTRAL,461.53,4,35,0.40,461.1852,C28H23N5O2,7,2,0
460,302.22,3.03,3,1,29.10,0,N,0,12.25,,3.26,3.26,NEUTRAL,302.22,1,15,0.80,300.9231,C10H8BrNOS2,2,1,0
461,241.70,2.21,3,1,38.33,0,Y,0,11.63,,2.57,2.57,NEUTRAL,241.70,1,15,0.76,240.9964,C10H8ClNO2S,3,1,0
462,513.53,4.57,7,2,121.49,8,N,1,12.86,1.68,5.80,5.80,NEUTRAL,513.53,4,38,0.20,513.1812,C28H24FN5O4,9,2,1
463,270.27,-0.74,5,1,115.54,2,N,0,1.66,,-0.87,-4.39,ACID,292.25,0,18,0.52,270.0310,C10H9N2NaO5S,7,1,0
465,478.52,3.57,6,3,115.65,8,N,0,3.47,2.47,4.90,1.62,ACID,478.52,3,35,0.42,478.2016,C26H27FN4O4,8,3,0
467,259.18,1.86,3,1,47.56,0,Y,0,10.47,,2.31,2.31,NEUTRAL,259.18,1,18,0.77,259.0456,C11H8F3NO3,4,1,0
468,520.66,2.46,8,4,125.68,3,N,1,6.83,,1.86,1.19,NEUTRAL,520.66,0,37,0.33,520.3036,C29H44O8,8,4,1
469,650.81,2.34,11,5,164.37,5,N,2,6.83,,2.04,1.37,NEUTRAL,650.81,0,46,0.22,650.3666,C35H54O11,11,5,2
470,193.25,1.61,3,1,44.48,2,Y,0,,10.03,1.94,-0.54,BASE,193.25,1,14,0.78,193.1103,C11H15NO2,3,2,0
471,193.25,1.61,3,1,44.48,2,Y,0,,10.02,1.94,-0.54,BASE,193.25,1,14,0.78,193.1103,C11H15NO2,3,2,0
474,539.55,3.62,8,3,158.79,10,N,1,3.09,1.75,4.88,1.62,ACID,539.55,4,40,0.16,539.1805,C29H25N5O6,11,3,2
475,513.42,4.84,6,1,84.42,7,N,1,5.61,4.57,4.61,3.96,ACID,513.42,4,32,0.38,512.0518,C23H21BrN4O3S,7,1,1
476,451.35,3.66,6,1,84.42,6,N,0,5.61,4.57,3.25,2.59,ACID,451.35,3,27,0.62,450.0361,C18H19BrN4O3S,7,1,0
480,354.38,4.57,4,1,55.98,3,N,0,13.81,3.10,3.68,3.68,NEUTRAL,354.38,3,23,0.75,354.0108,C15H9F3N2OS2,3,2,0
481,198.22,2.72,2,1,37.91,1,Y,0,13.07,5.53,1.72,1.71,NEUTRAL,198.22,3,15,0.65,198.0793,C12H10N2O,3,1,0
482,389.46,1.21,8,2,111.83,7,N,0,,7.27,1.10,0.87,NEUTRAL,389.46,2,28,0.68,389.2063,C19H27N5O4,9,3,0
483,387.48,2.31,7,1,93.81,6,N,0,,7.26,2.25,2.01,NEUTRAL,387.48,2,28,0.81,387.2270,C20H29N5O3,8,2,0
487,443.53,3.67,7,2,91.24,7,N,0,12.82,2.33,3.91,3.91,NEUTRAL,443.53,4,32,0.42,443.1416,C24H21N5O2S,7,2,0
488,442.54,4.28,6,2,78.35,7,N,0,12.82,1.82,4.94,4.94,NEUTRAL,442.54,4,32,0.42,442.1463,C25H22N4O2S,6,2,0
489,415.54,3.14,7,2,102.60,9,N,0,,7.27,3.11,2.87,NEUTRAL,415.54,2,30,0.61,415.2583,C22H33N5O3,8,3,0
490,345.42,3.31,5,1,75.44,4,N,0,5.56,4.57,2.41,1.75,ACID,345.42,3,24,0.78,345.1147,C17H19N3O3S,6,1,0
491,523.46,7.13,2,0,12.47,8,N,2,,8.95,7.69,6.12,BASE,523.46,3,31,0.23,523.1372,C28H30INO,2,0,2
492,565.54,8.31,2,0,12.47,11,N,2,,9.96,8.71,6.20,BASE,565.54,3,34,0.13,565.1842,C31H36INO,2,0,2
493,635.67,10.26,2,0,12.47,16,N,2,,10.13,10.93,8.27,BASE,635.67,3,39,0.09,635.2624,C36H46INO,2,0,2
494,308.43,3.13,3,0,15.71,2,N,0,,8.08,3.20,2.44,NEUTRAL,308.43,2,23,0.85,308.1889,C20H24N2O,3,0,0
496,586.75,6.78,7,1,77.10,10,N,2,6.20,8.73,4.68,4.72,ZWITTERION,586.75,3,42,0.26,586.2501,C34H38N2O5S,7,1,2
498,328.40,2.50,5,1,75.19,4,N,0,5.93,4.60,1.52,0.87,ACID,328.40,3,23,0.80,328.0994,C16H16N4O2S,6,1,0
499,361.85,3.76,4,1,62.30,4,N,0,6.46,4.61,3.41,2.85,ACID,361.85,3,24,0.77,361.0652,C17H16ClN3O2S,5,1,0
500,405.32,4.47,3,1,49.41,4,N,0,7.52,4.62,4.33,4.12,NEUTRAL,405.32,3,24,0.70,404.0194,C18H17BrN2O2S,4,1,0
501,354.50,4.69,2,0,6.48,3,N,0,,8.37,5.08,4.07,NEUTRAL,354.50,3,27,0.67,354.2096,C25H26N2,2,0,0
502,368.39,2.94,6,0,92.76,3,N,0,,6.99,3.24,3.10,NEUTRAL,368.39,2,27,0.61,368.1485,C19H20N4O4,8,0,0
503,312.84,3.77,2,0,6.48,1,N,0,,8.06,3.96,3.22,NEUTRAL,312.84,2,22,0.79,312.1393,C19H21ClN2,2,0,0
504,323.40,3.03,4,0,49.62,2,N,0,,7.84,3.30,2.73,NEUTRAL,323.40,2,24,0.63,323.1634,C19H21N3O2,5,0,0
505,420.33,4.17,4,1,62.30,4,N,0,6.44,4.61,3.70,3.14,ACID,420.33,3,25,0.69,419.0303,C18H18BrN3O2S,5,1,0
506,338.32,2.75,7,2,103.60,2,N,0,,1.77,2.98,2.98,NEUTRAL,338.32,3,23,0.74,338.0561,C13H9F3N6S,6,4,0
507,537.49,7.53,2,0,12.47,9,N,2,,9.39,7.75,5.76,BASE,537.49,3,32,0.16,537.1529,C29H32INO,2,0,2
508,449.37,4.21,5,1,75.19,6,N,0,5.97,4.60,3.78,3.13,ACID,449.37,3,27,0.61,448.0569,C19H21BrN4O2S,6,1,0
509,437.32,3.27,6,1,84.42,5,N,0,5.61,4.57,2.89,2.23,ACID,437.32,3,26,0.66,436.0205,C17H17BrN4O3S,7,1,0
510,193.25,1.61,3,1,44.48,2,Y,0,,10.02,1.94,-0.54,BASE,193.25,1,14,0.78,193.1103,C11H15NO2,3,2,0
511,261.11,2.18,1,1,26.02,2,Y,0,,10.01,2.73,0.26,BASE,261.11,1,11,0.81,261.0014,C9H12IN,1,2,0
512,407.47,3.08,7,2,102.60,5,N,0,,7.27,3.17,2.93,NEUTRAL,407.47,3,30,0.67,407.1957,C22H25N5O3,8,3,0
513,435.53,3.10,7,1,93.81,6,N,0,,7.27,3.10,2.86,NEUTRAL,435.53,3,32,0.64,435.2270,C24H29N5O3,8,2,0
514,278.40,3.12,2,0,6.48,1,N,0,,8.19,3.36,2.51,NEUTRAL,278.40,2,21,0.79,278.1783,C19H22N2,2,0,0
515,306.45,3.90,2,0,6.48,3,N,0,,8.40,4.24,3.20,NEUTRAL,306.45,2,23,0.85,306.2096,C21H26N2,2,0,0
516,435.35,3.82,5,1,75.19,5,N,0,5.97,4.60,3.33,2.68,ACID,435.35,3,26,0.66,434.0412,C18H19BrN4O2S,6,1,0
517,399.50,2.36,7,2,102.60,7,N,0,,7.27,2.12,1.89,NEUTRAL,399.50,2,29,0.74,399.2270,C21H29N5O3,8,3,0
518,175.27,2.07,1,1,26.02,2,Y,0,,10.04,2.81,0.32,BASE,175.27,1,13,0.73,175.1361,C12H17N,1,2,0
519,522.16,5.99,2,2,40.46,5,N,2,7.52,,7.22,6.98,NEUTRAL,522.16,2,22,0.47,521.9553,C18H20I2O2,2,2,2
520,349.27,5.55,2,2,40.46,5,N,1,8.37,,6.13,6.09,NEUTRAL,349.27,2,21,0.74,348.0725,C18H21BrO2,2,2,1
521,593.59,9.09,2,0,12.47,13,N,2,,10.13,9.60,6.93,BASE,593.59,3,36,0.11,593.2155,C33H40INO,2,0,2
522,418.45,2.49,6,3,115.65,7,N,0,3.47,1.76,3.37,0.10,ACID,418.45,3,31,0.50,418.1641,C23H22N4O4,8,3,0
523,446.51,3.27,6,3,115.65,9,N,0,3.64,1.76,4.32,1.07,ACID,446.51,3,33,0.43,446.1954,C25H26N4O4,8,3,0
524,401.51,2.75,7,2,102.60,8,N,0,,7.27,2.66,2.43,NEUTRAL,401.51,2,29,0.66,401.2427,C21H31N5O3,8,3,0
525,453.31,3.71,4,1,62.30,4,N,0,6.43,4.61,3.73,3.16,ACID,453.31,3,24,0.61,453.0008,C17H16IN3O2S,5,1,0
526,428.16,6.31,2,2,40.46,5,N,1,8.08,,6.90,6.82,NEUTRAL,428.16,2,22,0.59,425.9830,C18H20Br2O2,2,2,1
527,275.31,0.30,5,3,102.56,1,N,0,13.24,5.16,-0.17,-0.18,NEUTRAL,275.31,1,20,0.29,275.1382,C13H17N5O2,7,3,0
528,621.65,9.87,2,0,12.47,15,N,2,,10.13,10.49,7.82,BASE,621.65,3,38,0.10,621.2468,C35H44INO,2,0,2
529,418.53,2.76,6,2,93.06,3,N,0,6.82,,2.08,1.40,NEUTRAL,418.53,0,30,0.54,418.2355,C24H34O6,6,2,0
530,331.38,0.93,7,2,116.59,4,N,0,,7.27,0.93,0.69,NEUTRAL,331.38,2,24,0.86,331.1644,C16H21N5O3,8,4,0
531,553.53,8.16,2,0,12.47,12,N,2,,9.79,8.75,6.39,BASE,553.53,3,33,0.13,553.1842,C30H36INO,2,0,2
532,551.51,7.92,2,0,12.47,10,N,2,,9.91,8.26,5.79,BASE,551.51,3,33,0.14,551.1685,C30H34INO,2,0,2
533,353.40,-0.50,6,4,149.83,2,N,0,10.31,7.79,-0.39,-0.92,NEUTRAL,353.40,1,24,0.42,353.1158,C14H19N5O4S,9,5,0
534,492.55,3.96,6,3,115.65,7,N,0,3.56,2.48,5.48,2.08,ACID,492.55,3,36,0.43,492.2173,C27H29FN4O4,8,3,0
535,607.62,9.48,2,0,12.47,14,N,2,,10.13,10.04,7.38,BASE,607.62,3,37,0.10,607.2311,C34H42INO,2,0,2
536,406.31,3.86,4,1,62.30,4,N,0,6.43,4.61,3.57,3.00,ACID,406.31,3,24,0.71,405.0147,C17H16BrN3O2S,5,1,0
538,317.08,1.44,3,1,47.56,0,N,0,11.06,,2.36,2.36,NEUTRAL,317.08,1,15,0.74,316.9549,C10H8INO3,4,1,0
539,225.63,1.49,3,1,47.56,0,Y,0,10.95,,2.04,2.04,NEUTRAL,225.63,1,15,0.73,225.0193,C10H8ClNO3,4,1,0
540,421.32,3.57,5,1,75.19,4,N,0,5.99,4.60,2.63,1.99,ACID,421.32,3,25,0.70,420.0256,C17H17BrN4O2S,6,1,0
542,328.40,2.50,5,1,75.19,4,N,0,5.89,4.60,1.76,1.10,ACID,328.40,3,23,0.80,328.0994,C16H16N4O2S,6,1,0
543,135.21,1.58,1,1,26.02,2,Y,0,,10.01,1.80,-0.67,BASE,135.21,1,10,0.65,135.1048,C9H13N,1,2,0
544,579.57,8.70,2,0,12.47,12,N,2,,10.13,9.15,6.49,BASE,579.57,3,35,0.12,579.1998,C32H38INO,2,0,2
545,368.52,4.73,2,0,6.48,4,N,0,,8.64,5.37,4.11,BASE,368.52,3,28,0.66,368.2252,C26H28N2,2,0,0
546,387.48,2.31,7,1,93.81,6,N,0,,7.27,2.09,1.85,NEUTRAL,387.48,2,28,0.81,387.2270,C20H29N5O3,8,2,0
547,375.43,0.55,8,3,122.83,6,N,0,,7.27,0.46,0.23,NEUTRAL,375.43,2,27,0.67,375.1907,C18H25N5O4,9,4,0
548,498.65,4.31,7,2,88.10,8,N,0,6.61,8.89,3.49,3.44,BASE,498.65,2,35,0.56,498.2188,C27H34N2O5S,7,2,0
549,246.19,-1.68,6,3,104.55,2,N,0,8.08,,-1.32,-1.40,NEUTRAL,246.19,1,17,0.58,246.0652,C9H11FN2O5,7,3,0
551,330.32,-2.30,8,2,142.69,4,N,0,2.91,0.76,-2.14,-5.62,ACID,352.30,1,22,0.59,330.0634,C11H13N4NaO6S,10,2,0
552,536.66,1.43,9,5,145.91,3,N,1,6.83,,0.96,0.29,NEUTRAL,536.66,0,38,0.34,536.2985,C29H44O9,9,5,1
553,348.53,5.07,2,0,6.48,6,N,1,,8.50,5.57,4.44,NEUTRAL,348.53,2,26,0.67,348.2565,C24H32N2,2,0,1
554,451.53,2.64,8,2,111.83,8,N,0,,7.27,2.80,2.56,NEUTRAL,451.53,3,33,0.50,451.2220,C24H29N5O4,9,3,0
555,446.51,3.12,6,3,115.65,8,N,0,3.63,1.76,4.28,1.03,ACID,446.51,3,33,0.46,446.1954,C25H26N4O4,8,3,0
556,236.14,-1.06,8,0,123.20,4,N,0,,,-0.01,-0.01,NEUTRAL,236.14,0,16,0.45,236.0281,C6H8N2O8,10,0,0
558,300.29,-1.52,6,2,135.77,3,N,0,1.71,,-1.60,-5.13,ACID,322.27,0,20,0.48,300.0416,C11H11N2NaO6S,8,2,0
559,300.29,-1.52,6,2,135.77,3,N,0,1.71,,-1.60,-5.13,ACID,322.27,0,20,0.48,300.0416,C11H11N2NaO6S,8,2,0
560,286.33,1.75,4,1,73.56,1,N,0,13.26,,1.02,1.02,NEUTRAL,286.33,1,21,0.85,286.1317,C16H18N2O3,5,1,0
561,497.42,6.60,2,0,12.47,8,N,1,,8.76,7.28,5.90,BASE,497.42,3,29,0.26,497.1216,C26H28INO,2,0,1
562,460.53,3.51,6,3,115.65,7,N,0,3.70,1.76,4.73,1.49,ACID,460.53,3,34,0.46,460.2111,C26H28N4O4,8,3,0
563,359.43,1.58,7,2,102.60,5,N,0,,7.27,1.51,1.27,NEUTRAL,359.43,2,26,0.84,359.1957,C18H25N5O3,8,3,0
564,609.64,9.72,2,0,12.47,16,N,2,,9.79,10.52,8.17,BASE,609.64,3,37,0.09,609.2468,C34H44INO,2,0,2
565,341.42,1.95,5,3,113.46,1,N,0,13.26,4.12,1.95,1.95,NEUTRAL,341.42,1,25,0.31,341.1852,C18H23N5O2,7,3,0
566,451.35,3.66,6,1,84.42,6,N,0,5.66,4.84,3.14,2.59,ACID,451.35,3,27,0.62,450.0361,C18H19BrN4O3S,7,1,0
567,525.47,7.38,2,0,12.47,10,N,2,,9.79,7.86,5.50,BASE,525.47,3,31,0.16,525.1529,C28H32INO,2,0,2
568,252.36,2.68,2,2,24.06,3,Y,0,,9.25,2.77,0.91,BASE,252.36,2,19,0.88,252.1626,C17H20N2,2,2,0
569,475.51,1.73,7,4,158.74,10,N,0,3.47,1.76,2.22,-1.06,ACID,475.51,3,35,0.32,475.1856,C25H25N5O5,10,5,0
570,581.58,8.94,2,0,12.47,14,N,2,,9.79,9.64,7.28,BASE,581.58,3,35,0.11,581.2155,C32H40INO,2,0,2
571,437.32,3.63,6,2,93.21,6,N,0,5.59,4.27,2.69,1.95,ACID,437.32,3,26,0.61,436.0205,C17H17BrN4O3S,7,2,0
573,264.37,3.08,2,0,6.48,0,N,0,,6.92,3.83,3.71,NEUTRAL,264.37,2,20,0.72,264.1626,C18H20N2,2,0,0
574,482.60,4.39,7,3,96.89,7,N,0,6.20,9.43,2.97,2.95,ZWITTERION,482.60,2,34,0.40,482.1875,C26H30N2O5S,7,3,0
575,280.42,3.37,2,0,6.48,3,N,0,,8.98,3.53,1.94,BASE,280.42,2,21,0.85,280.1939,C19H24N2,2,0,0
576,446.54,2.94,7,1,99.13,5,N,0,6.82,,2.47,1.79,NEUTRAL,446.54,0,32,0.39,446.2305,C25H34O7,7,1,0
577,306.30,-1.96,7,2,133.57,4,N,0,3.10,1.96,-2.28,-5.44,ACID,328.28,0,20,0.35,306.0522,C10H13N2NaO7S,9,2,0
578,481.51,4.12,7,2,121.49,8,N,0,12.82,1.82,5.16,5.16,NEUTRAL,481.51,4,36,0.22,481.1750,C27H23N5O4,9,2,0
579,496.63,4.74,7,2,88.10,7,N,0,6.20,8.89,3.26,3.22,ZWITTERION,496.63,2,35,0.54,496.2032,C27H32N2O5S,7,2,0
580,385.47,1.97,7,2,102.60,6,N,0,,7.27,1.93,1.70,NEUTRAL,385.47,2,28,0.78,385.2114,C20H27N5O3,8,3,0
581,387.48,2.36,7,2,102.60,7,N,0,,7.27,2.48,2.24,NEUTRAL,387.48,2,28,0.70,387.2270,C20H29N5O3,8,3,0
582,387.48,2.36,7,2,102.60,7,N,0,,7.26,2.63,2.40,NEUTRAL,387.48,2,28,0.70,387.2270,C20H29N5O3,8,3,0
583,318.33,1.02,7,3,120.45,4,N,0,13.27,,1.19,1.19,NEUTRAL,318.33,1,23,0.56,318.1328,C15H18N4O4,8,3,0
584,457.56,3.98,7,2,91.24,7,N,0,12.82,2.25,4.15,4.15,NEUTRAL,457.56,4,33,0.41,457.1572,C25H23N5O2S,7,2,0
586,399.50,2.50,7,2,102.60,5,N,0,,7.27,2.51,2.27,NEUTRAL,399.50,2,29,0.80,399.2270,C21H29N5O3,8,3,0
587,362.84,3.15,5,1,75.19,4,N,0,6.81,4.62,2.92,2.39,NEUTRAL,362.84,3,24,0.77,362.0604,C16H15ClN4O2S,6,1,0
589,341.44,3.41,4,1,62.30,4,N,0,6.60,4.62,3.35,2.82,NEUTRAL,341.44,3,24,0.79,341.1198,C18H19N3O2S,5,1,0
590,285.31,0.52,5,3,127.45,1,N,0,13.01,3.89,0.62,0.62,NEUTRAL,285.31,1,21,0.30,285.1226,C14H15N5O2,7,4,0
591,288.35,1.68,4,0,42.01,2,N,0,,6.38,2.28,2.24,NEUTRAL,288.35,1,21,0.83,288.1474,C16H20N2O3,5,0,0
592,179.22,1.31,3,1,44.48,2,Y,0,,10.01,1.43,-1.05,BASE,179.22,1,13,0.74,179.0946,C10H13NO2,3,2,0
594,354.10,-1.22,6,3,104.55,2,N,0,8.46,,-0.53,-0.57,NEUTRAL,354.10,1,17,0.58,353.9713,C9H11IN2O5,7,3,0
595,242.23,-1.51,6,3,104.55,2,N,0,9.96,,-1.12,-1.12,NEUTRAL,242.23,1,17,0.58,242.0903,C10H14N2O5,7,3,0
596,339.21,3.04,7,2,103.60,2,N,0,,1.77,3.31,3.31,NEUTRAL,339.21,3,21,0.74,337.9908,C12H8Cl2N6S,6,4,0
597,328.40,2.50,5,1,75.19,4,N,0,6.81,4.62,2.31,1.78,NEUTRAL,328.40,3,23,0.80,328.0994,C16H16N4O2S,6,1,0
598,476.49,2.33,7,4,152.95,10,N,0,3.24,1.75,2.92,-3.47,ACID,476.49,3,35,0.32,476.1696,C25H24N4O6,10,4,0
599,327.41,3.10,4,1,62.30,4,N,0,6.45,4.61,2.80,2.24,ACID,327.41,3,23,0.80,327.1041,C17H17N3O2S,5,1,0
600,539.50,7.77,2,0,12.47,11,N,2,,9.79,8.30,5.94,BASE,539.50,3,32,0.14,539.1685,C29H34INO,2,0,2
601,323.44,2.91,2,1,39.34,3,N,0,,7.98,2.28,1.60,NEUTRAL,323.44,2,24,0.94,323.1998,C20H25N3O,4,1,0
602,494.55,3.71,6,3,115.65,9,N,0,3.66,1.76,5.06,1.82,ACID,494.55,4,37,0.30,494.1954,C29H26N4O4,8,3,0
603,557.54,4.20,8,3,158.79,9,N,1,2.96,1.66,5.29,1.97,ACID,557.54,4,41,0.16,557.1711,C29H24FN5O6,11,3,2
604,300.35,1.74,8,2,112.83,3,N,0,,1.77,1.94,1.94,NEUTRAL,300.35,3,21,0.75,300.0793,C13H12N6OS,7,4,0
605,280.42,3.88,2,0,6.48,4,N,0,,9.20,4.28,2.48,BASE,280.42,2,21,0.84,280.1939,C19H24N2,2,0,0
606,443.53,3.67,7,2,91.24,7,N,0,12.82,2.61,3.93,3.93,NEUTRAL,443.53,4,32,0.42,443.1416,C24H21N5O2S,7,2,0
607,417.51,2.13,8,2,111.83,9,N,0,,7.27,1.84,1.61,NEUTRAL,417.51,2,30,0.60,417.2376,C21H31N5O4,9,3,0
608,320.48,4.29,2,0,6.48,4,N,0,,8.53,4.68,3.53,BASE,320.48,2,24,0.83,320.2252,C22H28N2,2,0,0
609,266.39,3.02,2,1,15.27,3,N,0,,8.85,3.15,1.69,BASE,266.39,2,20,0.92,266.1783,C18H22N2,2,1,0
610,266.39,3.07,2,2,24.06,4,N,0,,9.32,3.12,1.20,BASE,266.39,2,20,0.89,266.1783,C18H22N2,2,2,0
611,426.48,3.81,6,2,91.49,7,N,0,12.82,1.82,4.38,4.38,NEUTRAL,426.48,4,32,0.44,426.1692,C25H22N4O3,7,2,0
612,426.48,3.81,6,2,91.49,7,N,0,12.82,1.82,4.25,4.25,NEUTRAL,426.48,4,32,0.44,426.1692,C25H22N4O3,7,2,0
613,191.19,0.84,3,1,47.56,0,Y,0,11.09,,1.43,1.43,NEUTRAL,191.19,1,14,0.66,191.0582,C10H9NO3,4,1,0
614,498.65,4.48,7,2,88.10,8,N,0,6.61,8.73,3.15,3.10,BASE,498.65,2,35,0.55,498.2188,C27H34N2O5S,7,2,0
615,428.62,6.44,4,2,50.69,4,N,1,6.20,7.06,7.41,7.21,ACID,428.62,2,29,0.25,428.1592,C23H28N2O2S2,4,1,1
616,406.56,4.12,5,2,83.83,12,N,0,,,3.76,3.76,NEUTRAL,406.56,0,29,0.38,406.2719,C24H38O5,5,2,0
617,472.58,3.05,7,2,110.13,4,N,0,12.58,,2.91,2.91,NEUTRAL,472.58,0,34,0.37,472.2461,C27H36O7,7,2,0
618,233.66,1.90,3,1,68.87,2,N,0,12.28,4.70,0.86,0.86,NEUTRAL,233.66,2,16,0.81,233.0356,C11H8ClN3O,4,2,0
619,365.84,2.08,4,2,92.50,3,N,0,8.85,0.10,2.64,2.63,NEUTRAL,365.84,2,24,0.87,365.0601,C16H16ClN3O3S,6,3,0
620,699.05,,,,,,,,,,,,,699.05,,,,699.0965,C20H15B2F9N4Pt+4,,,
621,496.63,4.91,7,2,88.10,7,N,0,6.20,8.73,2.81,2.85,ZWITTERION,496.63,2,35,0.53,496.2032,C27H32N2O5S,7,2,0
622,392.54,3.73,5,2,83.83,12,N,0,,,3.32,3.32,NEUTRAL,392.54,0,28,0.39,392.2563,C23H36O5,5,2,0
623,305.36,2.09,6,0,64.43,3,N,0,,2.84,1.69,1.69,NEUTRAL,305.36,2,21,0.81,305.0834,C14H15N3O3S,6,0,0
624,340.42,5.05,5,0,61.29,8,N,1,,1.77,3.72,3.72,NEUTRAL,340.42,3,25,0.54,340.1787,C20H24N2O3,5,0,1
