oc_id,tax_id,l1,l2,l3
1175,27335,Fungi,Ascomycota,Sordariomycetes
1176,27338,Fungi,Ascomycota,Sordariomycetes
1177,27357,Fungi,Ascomycota,Sordariomycetes
1178,27358,Fungi,Ascomycota,Sordariomycetes
1179,27359,Fungi,Ascomycota,Sordariomycetes
1180,27501,Eukaryotes,Arthropoda,Other
1181,27545,Eukaryotes,Arthropoda,Other
1182,27834,Eukaryotes,Nematoda,Other
1183,28035,Bacteria,Gram-Positive,Staphylococcus
1184,28107,Bacteria,Gram-Negative,Other
1185,28131,Bacteria,Gram-Negative,Prevotella
1186,28211,Bacteria,Gram-Negative,Other
1187,28258,Bacteria,Gram-Negative,Other
1188,28502,Eukaryotes,Viridiplantae,Eudicotyledons
1190,28573,Fungi,Ascomycota,Eurotiomycetes
1191,28624,Eukaryotes,Arthropoda,Other
1192,28873,Viruses,dsDNA,
1193,28985,Fungi,Ascomycota,Saccharomycetales
1194,29057,Eukaryotes,Arthropoda,Lepidoptera
1195,29176,Eukaryotes,Apicomplexa,Other
1196,29313,Bacteria,Gram-Positive,Mycobacterium
1197,29314,Bacteria,Gram-Positive,Mycobacterium
1198,29430,Bacteria,Gram-Negative,Acinetobacter
1199,29438,Bacteria,Gram-Negative,Pseudomonas
1200,29442,Bacteria,Gram-Negative,Pseudomonas
1201,29461,Bacteria,Gram-Negative,Other
1202,29471,Bacteria,Gram-Negative,Other
1203,29497,Bacteria,Gram-Negative,Vibrio
1204,29523,Bacteria,Gram-Negative,Bacteroides
1205,29659,Eukaryotes,Viridiplantae,Other
1206,29760,Eukaryotes,Viridiplantae,Eudicotyledons
1207,29833,Fungi,Ascomycota,Saccharomycetales
1208,29916,Fungi,Ascomycota,Sordariomycetes
1209,29917,Fungi,Ascomycota,Dothideomycetes
1210,29918,Fungi,Ascomycota,Dothideomycetes
1211,29920,Eukaryotes,Oomycetes,
1212,29923,Fungi,Other,
1213,30069,Eukaryotes,Arthropoda,Diptera
1214,31330,Eukaryotes,Other,
1215,31870,Fungi,Ascomycota,Sordariomycetes
1216,32523,Eukaryotes,Other,
1217,32595,Eukaryotes,Apicomplexa,Other
1218,32644,Unclassified,,
1219,33013,Bacteria,Gram-Positive,Other
1220,33014,Bacteria,Gram-Positive,Other
1221,33173,Fungi,Ascomycota,Saccharomycetales
1223,33198,Fungi,Ascomycota,Dothideomycetes
1224,33202,Fungi,Ascomycota,Eurotiomycetes
1225,33528,Eukaryotes,Teleostei,Other
1226,33632,Eukaryotes,Apicomplexa,Other
1227,33895,Bacteria,Gram-Positive,Mycobacterium
1228,33899,Bacteria,Gram-Positive,Streptomyces
1229,35269,Viruses,retro-transcribing,
1230,35725,Fungi,Ascomycota,Dothideomycetes
1231,36015,Fungi,Ascomycota,Saccharomycetales
1232,36021,Fungi,Ascomycota,Saccharomycetales
1233,36043,Fungi,Ascomycota,Saccharomycetales
1234,36080,Fungi,Other,
1235,36656,Fungi,Ascomycota,Eurotiomycetes
1236,36746,Bacteria,Gram-Negative,Pseudomonas
1237,36779,Fungi,Ascomycota,Sordariomycetes
1238,36808,Bacteria,Gram-Positive,Corynebacterium
1239,36809,Bacteria,Gram-Positive,Mycobacterium
1240,36987,Eukaryotes,Arthropoda,Dictyoptera
1241,37162,Bacteria,Gram-Positive,Mycobacterium
1242,37296,Viruses,dsDNA,
1243,37326,Bacteria,Gram-Positive,Other
1244,37329,Bacteria,Gram-Positive,Other
1245,37330,Bacteria,Gram-Positive,Other
1246,37333,Bacteria,Gram-Positive,Other
1247,37637,Bacteria,Gram-Positive,Corynebacterium
1248,37727,Fungi,Ascomycota,Eurotiomycetes
1249,38020,Eukaryotes,Mammalia,Primates
1250,38038,Fungi,Ascomycota,Leotiomycetes
1251,38289,Bacteria,Gram-Positive,Corynebacterium
1252,38301,Bacteria,Gram-Positive,Corynebacterium
1253,38457,Fungi,Other,
1254,39059,Viruses,dsDNA,
1255,39291,Fungi,Basidiomycota,Agaricomycetes
1256,39374,Eukaryotes,Echinodermata,
1257,39397,Fungi,Ascomycota,Saccharomycetales
1258,41254,Fungi,Ascomycota,Dothideomycetes
1259,41716,Eukaryotes,Arthropoda,Other
1260,41978,Bacteria,Gram-Positive,Other
1261,42099,Eukaryotes,Other,
1262,42374,Fungi,Ascomycota,Saccharomycetales
1263,42677,Fungi,Ascomycota,Sordariomycetes
1264,42789,Viruses,ssRNA,ssRNA positive-strand viruses
1265,42858,Bacteria,Gram-Positive,Staphylococcus
1266,43178,Eukaryotes,Viridiplantae,Eudicotyledons
1267,43771,Bacteria,Gram-Positive,Corynebacterium
1268,43960,Fungi,Ascomycota,Saccharomycetales
1269,44010,Bacteria,Gram-Positive,Mycobacterium
1270,44101,Bacteria,Gram-Positive,Other
1271,44250,Bacteria,Gram-Positive,Other
1272,44270,Eukaryotes,Kinetoplastida,Leishmania
1273,44271,Eukaryotes,Kinetoplastida,Leishmania
1275,44415,Eukaryotes,Apicomplexa,Eimeria
1276,45357,Fungi,Ascomycota,Saccharomycetales
1277,45506,Fungi,Ascomycota,Saccharomycetales
1278,45574,Fungi,Ascomycota,Saccharomycetales
1279,45589,Fungi,Ascomycota,Saccharomycetales
1280,45594,Fungi,Ascomycota,Saccharomycetales
1281,45786,Fungi,Ascomycota,Saccharomycetales
1282,45816,Fungi,Ascomycota,Sordariomycetes
1283,45979,Bacteria,Gram-Positive,Other
1284,47501,Viruses,ssRNA,ssRNA positive-strand viruses
1285,47830,Fungi,Other,
1286,47917,Bacteria,Gram-Negative,Other
1287,48558,Fungi,Ascomycota,Sordariomycetes
1288,49011,Eukaryotes,Viridiplantae,Other
1289,49186,Bacteria,Gram-Negative,Other
1290,49224,Fungi,Ascomycota,Sordariomycetes
1291,50388,Eukaryotes,Arthropoda,Other
1292,50959,Eukaryotes,Mollusca,
1293,51367,Bacteria,Gram-Negative,Other
1294,51511,Eukaryotes,Other,
1295,52247,Fungi,Ascomycota,Saccharomycetales
1296,52275,Viruses,dsDNA,
1297,53246,Bacteria,Gram-Negative,Other
1298,53409,Bacteria,Gram-Negative,Pseudomonas
1299,53462,Bacteria,Gram-Positive,Mycobacterium
1300,53502,Bacteria,Gram-Positive,Streptomyces
1301,53655,Fungi,Ascomycota,Saccharomycetales
1302,53972,Bacteria,Gram-Positive,Other
1304,55193,Fungi,Other,
1305,55194,Fungi,Other,
1306,55883,Bacteria,Gram-Positive,Mycobacterium
1307,56406,Fungi,Ascomycota,Saccharomycetales
1308,58127,Fungi,Ascomycota,Mitosporic Ascomycota
1309,59201,Bacteria,Gram-Negative,Salmonella
1310,59300,Viruses,ssRNA,ssRNA positive-strand viruses
1311,59765,Fungi,Ascomycota,Sordariomycetes
1312,59813,Bacteria,Gram-Positive,Mycobacterium
1313,60171,Fungi,Ascomycota,Eurotiomycetes
1314,61235,Fungi,Ascomycota,Sordariomycetes
1315,61284,Fungi,Ascomycota,Sordariomycetes
1316,61374,Fungi,Ascomycota,Sordariomycetes
1317,61673,Viruses,retro-transcribing,
1318,64300,Viruses,ssRNA,ssRNA positive-strand viruses
1319,64499,Fungi,Ascomycota,Dothideomycetes
1320,64631,Fungi,Other,
1321,64633,Fungi,Mucorales,
1322,65070,Eukaryotes,Oomycetes,
1323,65948,Eukaryotes,Viridiplantae,Other
1324,66948,Fungi,Ascomycota,Saccharomycetales
1325,68743,Fungi,Other,
1326,69219,Bacteria,Gram-Negative,Enterobacter
1327,69776,Fungi,Ascomycota,Eurotiomycetes
1328,69780,Fungi,Ascomycota,Eurotiomycetes
1329,69820,Eukaryotes,Arthropoda,Lepidoptera
1330,71633,Eukaryotes,Viridiplantae,Other
1331,72407,Bacteria,Gram-Negative,Klebsiella
1333,74561,Viruses,ssRNA,ssRNA positive-strand viruses
1334,74612,Fungi,Ascomycota,Dothideomycetes
1335,74722,Fungi,Ascomycota,Sordariomycetes
1336,76029,Eukaryotes,Viridiplantae,Eudicotyledons
1337,76351,Fungi,Basidiomycota,Agaricomycetes
1338,76352,Eukaryotes,Viridiplantae,Other
1339,76860,Bacteria,Gram-Positive,Streptococcus
1340,77097,Bacteria,Gram-Negative,Other
1341,79685,Viruses,retro-transcribing,
1342,79849,Eukaryotes,Viridiplantae,Other
1343,79880,Bacteria,Gram-Positive,Bacillus
1345,80249,Eukaryotes,Arthropoda,Other
1346,80637,Fungi,Other,
1347,80765,Eukaryotes,Arthropoda,Hemiptera
1348,81473,Eukaryotes,Viridiplantae,Monocotyledons
1349,82508,Fungi,Basidiomycota,Tremellomycetes
1350,82517,Fungi,Basidiomycota,Tremellomycetes
1351,82519,Fungi,Basidiomycota,Tremellomycetes
1352,82522,Fungi,Basidiomycota,Tremellomycetes
1353,82639,Viruses,ssRNA,ssRNA positive-strand viruses
1354,82940,Eukaryotes,Other,
1355,82947,Eukaryotes,Other,
1356,85584,Eukaryotes,Arthropoda,Other
1357,85963,Bacteria,Gram-Negative,Other
1358,86635,Fungi,Other,
1359,86802,Fungi,Other,
1360,89585,Eukaryotes,Viridiplantae,Monocotyledons
1361,90259,Fungi,Other,
1362,90269,Fungi,Other,
1363,90988,Eukaryotes,Teleostei,Other
1364,91582,Eukaryotes,Arthropoda,Other
1365,92950,Fungi,Ascomycota,Dothideomycetes
1366,96241,Bacteria,Gram-Positive,Bacillus
1367,97093,Fungi,Ascomycota,Sordariomycetes
1368,99875,Eukaryotes,Kinetoplastida,Leishmania
1369,100226,Bacteria,Gram-Positive,Streptomyces
1370,101202,Fungi,Ascomycota,Eurotiomycetes
1371,102617,Bacteria,Gram-Negative,Epsilonproteobacteria
1372,103373,Eukaryotes,Amphibia,
1373,104105,Eukaryotes,Viridiplantae,Chlorophyta
1374,104341,Fungi,Other,
1375,104355,Fungi,Basidiomycota,Agaricomycetes
1376,105487,Fungi,Ascomycota,Sordariomycetes
1377,106804,Eukaryotes,Mollusca,
1378,108380,Eukaryotes,Viridiplantae,Eudicotyledons
1379,108428,Fungi,Ascomycota,Dothideomycetes
1380,108899,Fungi,Basidiomycota,Agaricomycetes
1381,108931,Eukaryotes,Arthropoda,Hemiptera
1382,112268,Eukaryotes,Arthropoda,Other
1383,112525,Eukaryotes,Mollusca,
1384,114188,Eukaryotes,Viridiplantae,Other
1385,114729,Viruses,ssRNA,ssRNA negative-strand viruses
1386,118073,Eukaryotes,Viridiplantae,Chlorophyta
1387,118562,Bacteria,Other,
1388,119210,Viruses,ssRNA,ssRNA negative-strand viruses
1389,121769,Eukaryotes,Viridiplantae,Monocotyledons
1390,123771,Eukaryotes,Other,
1391,124763,Eukaryotes,Viridiplantae,Eudicotyledons
1392,129836,Eukaryotes,Arthropoda,Other
1394,133117,Eukaryotes,Arthropoda,Other
1395,134406,Eukaryotes,Arthropoda,Lepidoptera
1396,135859,Fungi,Ascomycota,Dothideomycetes
1397,138298,Eukaryotes,Apicomplexa,Plasmodium
1398,143450,Fungi,Ascomycota,Dothideomycetes
1400,149378,Eukaryotes,Viridiplantae,Monocotyledons
1401,150568,Fungi,Ascomycota,Sordariomycetes
1402,155283,Eukaryotes,Kinetoplastida,Leishmania
1404,158098,Eukaryotes,Viridiplantae,Monocotyledons
1405,158606,Fungi,Other,
1406,159640,Eukaryotes,Mollusca,
1407,162387,Viruses,ssRNA,ssRNA negative-strand viruses
1408,164413,Eukaryotes,Arthropoda,Other
1409,166633,Fungi,Ascomycota,Dothideomycetes
1410,167741,Fungi,Ascomycota,Dothideomycetes
1411,170527,Viruses,ssRNA,ssRNA negative-strand viruses
1412,170529,Viruses,ssRNA,ssRNA negative-strand viruses
1413,177416,Bacteria,Gram-Negative,Other
1414,182092,Fungi,Ascomycota,Leotiomycetes
1415,184471,Fungi,Other,
1416,184778,Fungi,Ascomycota,Saccharomycetales
1417,197179,Eukaryotes,Arthropoda,Other
1418,197614,Bacteria,Gram-Positive,Streptococcus
1419,204722,Bacteria,Gram-Negative,Other
1420,206160,Viruses,ssRNA,ssRNA negative-strand viruses
1421,208964,Bacteria,Gram-Negative,Pseudomonas
1422,214612,Eukaryotes,Kinetoplastida,Leishmania
1423,216816,Bacteria,Gram-Positive,Other
1424,216937,Bacteria,Gram-Positive,Other
1425,217509,Eukaryotes,Teleostei,Other
1426,224308,Bacteria,Gram-Positive,Bacillus
1427,225191,Eukaryotes,Arthropoda,Other
1428,229037,Bacteria,Gram-Negative,Proteus
1429,233155,Eukaryotes,Arthropoda,Diptera
1430,233412,Bacteria,Gram-Negative,Haemophilus
1431,241526,Fungi,Ascomycota,Saccharomycetales
1432,242507,Fungi,Ascomycota,Sordariomycetes
1433,255055,Fungi,Other,
1434,262307,Viruses,ssRNA,ssRNA negative-strand viruses
1435,265669,Bacteria,Gram-Positive,Other
1436,265874,Viruses,dsDNA,
1437,273371,Fungi,Ascomycota,Saccharomycetales
1438,273372,Fungi,Ascomycota,Saccharomycetales
1439,279139,Fungi,Ascomycota,Eurotiomycetes
1440,281466,Bacteria,Gram-Negative,Pseudomonas
1441,289237,Eukaryotes,Viridiplantae,Chlorophyta
1442,290579,Viruses,retro-transcribing,
1443,291364,Fungi,Ascomycota,Sordariomycetes
1444,296738,Viruses,ssRNA,ssRNA negative-strand viruses
1445,298378,Fungi,Ascomycota,Sordariomycetes
1446,300020,Bacteria,Gram-Positive,Other
1447,307492,Eukaryotes,Arthropoda,Hemiptera
1448,312309,Bacteria,Gram-Negative,Other
1449,318068,Eukaryotes,Viridiplantae,Eudicotyledons
1450,318829,Fungi,Ascomycota,Sordariomycetes
1451,327064,Eukaryotes,Viridiplantae,Other
1452,331078,Eukaryotes,Echinodermata,
1453,331098,Eukaryotes,Echinodermata,
1454,333284,Viruses,ssRNA,ssRNA positive-strand viruses
1455,335854,Fungi,Ascomycota,Sordariomycetes
1456,346985,Eukaryotes,Viridiplantae,Eudicotyledons
1457,348105,Fungi,Other,
1458,360920,Bacteria,Gram-Negative,Pseudomonas
1459,376798,Eukaryotes,Viridiplantae,Monocotyledons
1460,383379,Eukaryotes,Apicomplexa,Toxoplasma
1461,384602,Bacteria,Gram-Positive,Micrococcus
1463,413949,Eukaryotes,Apicomplexa,Eimeria
1464,430997,Fungi,Other,
1466,441771,Bacteria,Gram-Positive,Clostridium
1467,447619,Eukaryotes,Arthropoda,Other
1468,449441,Bacteria,Other,
1469,456327,Bacteria,Gram-Negative,Xanthomonas
1470,456999,Fungi,Basidiomycota,Agaricomycetes
1471,474922,Fungi,Ascomycota,Sordariomycetes
1472,489483,Viruses,retro-transcribing,
1473,489714,Fungi,Ascomycota,Eurotiomycetes
1474,494443,Unclassified,,
1478,508528,Bacteria,Gram-Negative,Other
1479,509205,Fungi,Ascomycota,Dothideomycetes
1481,519353,Eukaryotes,Platyhelminthes,Other
1482,521160,Eukaryotes,Kinetoplastida,Leishmania
1483,522691,Fungi,Ascomycota,Saccharomycetales
1484,523103,Fungi,Ascomycota,Eurotiomycetes
1485,538120,Viruses,dsRNA,
1486,538123,Viruses,dsRNA,
1488,571644,Fungi,Ascomycota,Saccharomycetales
1489,43987,Fungi,Ascomycota,Saccharomycetales
1490,732,Bacteria,Gram-Negative,Other
1491,3916,Eukaryotes,Viridiplantae,Eudicotyledons
1492,553481,Bacteria,Gram-Positive,Mycobacterium
1493,1685,Bacteria,Gram-Positive,Other
1494,34358,Fungi,Ascomycota,Saccharomycetales
1495,93061,Bacteria,Gram-Positive,Staphylococcus
1496,5415,Fungi,Basidiomycota,Tremellomycetes
1497,163163,Eukaryotes,Arthropoda,Other
1498,13688,Bacteria,Gram-Negative,Other
1499,33892,Bacteria,Gram-Positive,Mycobacterium
1500,60552,Bacteria,Gram-Negative,Other
1501,1888,Bacteria,Gram-Positive,Streptomyces
1502,300852,Bacteria,Gram-Positive,Other
1503,142893,Eukaryotes,Mollusca,
1505,228604,Bacteria,Gram-Negative,Prevotella
1506,149390,Bacteria,Gram-Negative,Salmonella
1507,39693,Bacteria,Gram-Positive,Mycobacterium
1508,138608,Eukaryotes,Arthropoda,Other
1509,505518,Viruses,ssRNA,
1510,29907,Fungi,Ascomycota,Sordariomycetes
1511,67827,Bacteria,Gram-Negative,Other
1512,135487,Bacteria,Gram-Positive,Other
1513,28115,Bacteria,Gram-Negative,Other
1514,357240,Bacteria,Gram-Negative,Enterobacter
1515,11691,Viruses,retro-transcribing,
1516,85962,Bacteria,Gram-Negative,Other
1517,1680,Bacteria,Gram-Positive,Other
1518,45303,Fungi,Ascomycota,Dothideomycetes
1519,37930,Bacteria,Gram-Positive,Other
1520,367928,Bacteria,Gram-Positive,Other
1521,37328,Bacteria,Gram-Positive,Other
1522,235443,Fungi,Basidiomycota,Tremellomycetes
1523,593939,Viruses,ssRNA,
1524,1698,Bacteria,Gram-Positive,Other
1525,106654,Bacteria,Gram-Negative,Acinetobacter
1526,11705,Viruses,retro-transcribing,
1527,246202,Bacteria,Gram-Positive,Streptococcus
1528,37734,Bacteria,Gram-Positive,Enterococcus
1529,164513,Bacteria,Gram-Positive,Mycobacterium
1530,101141,Fungi,Other,
1531,364106,Bacteria,Gram-Negative,Escherichia
1532,1334,Bacteria,Gram-Positive,Streptococcus
1533,149385,Bacteria,Gram-Negative,Salmonella
1534,399582,Bacteria,Gram-Negative,Salmonella
1535,33028,Bacteria,Gram-Positive,Staphylococcus
1536,67780,Bacteria,Gram-Negative,Other
1537,64518,Fungi,Other,
1538,29058,Eukaryotes,Arthropoda,Lepidoptera
1539,8020,Eukaryotes,Teleostei,Other
1540,63746,Viruses,ssRNA,
1541,333761,Viruses,dsDNA,
1542,336206,Viruses,ssRNA,
1543,59586,Fungi,Ascomycota,Dothideomycetes
1544,91061,Bacteria,Gram-Positive,Other
1545,348802,Fungi,Ascomycota,Eurotiomycetes
1546,36773,Bacteria,Gram-Negative,Other
1547,13548,Fungi,Ascomycota,Sordariomycetes
1548,53413,Bacteria,Gram-Negative,Xanthomonas
1549,32603,Viruses,dsDNA,
1550,107441,Fungi,Basidiomycota,Tremellomycetes
1551,44469,Bacteria,Gram-Negative,Salmonella
1552,6100,Eukaryotes,Other,
1553,256701,Bacteria,Gram-Positive,Other
1554,352034,Viruses,ssRNA,
1555,1288,Bacteria,Gram-Positive,Staphylococcus
1556,418127,Bacteria,Gram-Positive,Staphylococcus
1557,86632,Fungi,Other,
1558,1579,Bacteria,Gram-Positive,Lactobacillus
1559,40410,Fungi,Basidiomycota,Tremellomycetes
1560,12082,Viruses,ssRNA,ssRNA positive-strand viruses
1561,186538,Viruses,ssRNA,
1562,5082,Fungi,Ascomycota,Eurotiomycetes
1563,31654,Viruses,ssRNA,
1564,69218,Bacteria,Gram-Negative,Enterobacter
1565,6211,Eukaryotes,Platyhelminthes,Other
1566,5499,Fungi,Ascomycota,Dothideomycetes
1567,1533,Bacteria,Gram-Positive,Clostridium
1568,31655,Viruses,ssRNA,
1569,35525,Eukaryotes,Arthropoda,Crustacea
1570,688353,Fungi,Other,
1571,119912,Bacteria,Gram-Negative,Salmonella
1572,314293,Eukaryotes,Mammalia,Primates
1573,481805,Bacteria,Gram-Negative,Escherichia
1574,42349,Eukaryotes,Mollusca,
1575,186497,Archaea,,
1576,90258,Fungi,Other,
1577,827,Bacteria,Gram-Negative,Other
1578,672379,Viruses,ssRNA,
1579,10530,Viruses,dsDNA,
1580,4935,Fungi,Ascomycota,Saccharomycetales
1581,563041,Bacteria,Gram-Negative,Other
1582,91930,Fungi,Ascomycota,Sordariomycetes
1583,37124,Viruses,ssRNA,ssRNA positive-strand viruses
1584,519082,Viruses,ssRNA,
1585,107411,Viruses,ssRNA,
1586,182710,Bacteria,Gram-Positive,Other
1587,32604,Viruses,dsDNA,
1588,644888,Viruses,ssRNA,
1589,1660,Bacteria,Gram-Positive,Actinomyces
1590,223997,Viruses,ssRNA,
1591,1633,Bacteria,Gram-Positive,Lactobacillus
1592,1694,Bacteria,Gram-Positive,Other
1593,80764,Eukaryotes,Arthropoda,Other
1594,10632,Viruses,dsDNA,
1595,553174,Bacteria,Gram-Negative,Prevotella
1596,1535,Bacteria,Gram-Positive,Clostridium
1597,231473,Viruses,ssRNA,
1598,33039,Bacteria,Gram-Positive,Other
1599,69824,Bacteria,Gram-Positive,Other
1600,3845,Eukaryotes,Viridiplantae,Other
1601,31281,Fungi,Other,
1602,197911,Viruses,ssRNA,
1603,526977,Bacteria,Gram-Positive,Bacillus
1604,31243,Eukaryotes,Nematoda,Other
1605,281920,Bacteria,Gram-Negative,Other
1606,237561,Fungi,Ascomycota,Saccharomycetales
1607,152500,Bacteria,Gram-Negative,Other
1608,10524,Viruses,dsDNA,
1609,209,Bacteria,Gram-Negative,Other
1610,4919,Fungi,Ascomycota,Saccharomycetales
1611,3712,Eukaryotes,Viridiplantae,Eudicotyledons
1612,28184,Bacteria,Gram-Negative,Other
1613,1485,Bacteria,Gram-Positive,Clostridium
1614,5550,Fungi,Ascomycota,Eurotiomycetes
1615,6237,Eukaryotes,Nematoda,Other
1616,247475,Bacteria,Gram-Negative,Other
1617,419947,Bacteria,Gram-Positive,Mycobacterium
1618,366501,Eukaryotes,Other,
1619,365124,Viruses,ssRNA,ssRNA negative-strand viruses
1620,28123,Bacteria,Gram-Negative,Other
1621,33037,Bacteria,Gram-Positive,Other
1622,343983,Viruses,ssRNA,ssRNA negative-strand viruses
1623,193121,Viruses,ssRNA,
1624,511145,Bacteria,Gram-Negative,Escherichia
1625,356426,Viruses,ssRNA,
1626,2208,Archaea,,
1627,4121,Eukaryotes,Viridiplantae,Eudicotyledons
1628,13706,Fungi,Other,
1629,266827,Viruses,ssRNA,ssRNA negative-strand viruses
1630,376619,Bacteria,Gram-Negative,Other
1631,5039,Fungi,Ascomycota,Eurotiomycetes
1632,33030,Bacteria,Gram-Positive,Other
1633,5269,Fungi,Other,
1634,55087,Eukaryotes,Arthropoda,Other
1635,358771,Bacteria,Gram-Negative,Salmonella
1636,42415,Eukaryotes,Mammalia,Rodentia
1637,101116,Fungi,Other,
1638,11313,Viruses,ssRNA,ssRNA negative-strand viruses
1639,709,Bacteria,Gram-Negative,Other
1640,59823,Bacteria,Gram-Negative,Prevotella
1641,58291,Fungi,Other,
1642,347515,Eukaryotes,Kinetoplastida,Leishmania
1643,145262,Archaea,,
1644,51316,Eukaryotes,Apicomplexa,Eimeria
1645,9013,Eukaryotes,Aves,
1646,5763,Eukaryotes,Other,
1647,55567,Eukaryotes,Other,
1648,6563,Eukaryotes,Mollusca,
1649,60711,Eukaryotes,Mammalia,Primates
1650,8801,Eukaryotes,Aves,
1651,179879,Bacteria,Gram-Negative,Other
1652,216591,Bacteria,Gram-Negative,Other
1653,36655,Fungi,Ascomycota,Eurotiomycetes
1654,43765,Bacteria,Gram-Positive,Corynebacterium
1655,29581,Bacteria,Gram-Negative,Other
1656,10623,Viruses,dsDNA,
1657,5755,Eukaryotes,Other,
1658,387139,Viruses,ssRNA,ssRNA negative-strand viruses
1659,70863,Bacteria,Gram-Negative,Other
1660,36330,Eukaryotes,Apicomplexa,Plasmodium
1661,63632,Eukaryotes,Viridiplantae,Monocotyledons
1662,61180,Eukaryotes,Nematoda,Other
1663,746128,Fungi,Ascomycota,Eurotiomycetes
1664,419475,Bacteria,Gram-Negative,Other
1665,551,Bacteria,Gram-Negative,Other
1666,518987,Viruses,ssRNA,
1667,28171,Bacteria,Gram-Negative,Vibrio
1668,1356,Bacteria,Gram-Positive,Enterococcus
1669,211880,Bacteria,Gram-Negative,Other
1670,29519,Bacteria,Gram-Negative,Other
1671,10586,Viruses,dsDNA,
1672,169956,Eukaryotes,Other,
1673,1381,Bacteria,Gram-Positive,Other
1674,381520,Viruses,ssRNA,
1675,84586,Bacteria,Gram-Negative,Pseudomonas
1676,470137,Bacteria,Gram-Negative,Other
1677,4840,Fungi,Other,
1678,11120,Viruses,ssRNA,ssRNA positive-strand viruses
1679,5044,Fungi,Ascomycota,Sordariomycetes
1680,11090,Viruses,ssRNA,
1681,74940,Eukaryotes,Teleostei,Other
1682,356411,Viruses,ssRNA,ssRNA positive-strand viruses
1683,42881,Bacteria,Gram-Positive,Streptomyces
1684,89014,Bacteria,Gram-Positive,Other
1685,70095,Fungi,Ascomycota,Eurotiomycetes
1686,57267,Eukaryotes,Apicomplexa,Plasmodium
1687,29363,Bacteria,Gram-Positive,Clostridium
1688,39482,Bacteria,Gram-Positive,Other
1689,5843,Eukaryotes,Apicomplexa,Plasmodium
1690,63106,Viruses,ssRNA,
1691,138282,Fungi,Ascomycota,Eurotiomycetes
1692,40674,Eukaryotes,Mammalia,Other
1693,139,Bacteria,Gram-Negative,Other
1694,1922,Bacteria,Gram-Positive,Streptomyces
1695,120644,Fungi,Ascomycota,Sordariomycetes
1696,8353,Eukaryotes,Amphibia,
1697,1264,Bacteria,Gram-Positive,Other
1698,573826,Fungi,Ascomycota,Saccharomycetales
1699,9310,Eukaryotes,Mammalia,Other
1700,69893,Fungi,Ascomycota,Eurotiomycetes
1701,163232,Eukaryotes,Other,
1702,33031,Bacteria,Gram-Positive,Other
1703,722438,Bacteria,Gram-Positive,Other
1704,82518,Fungi,Basidiomycota,Tremellomycetes
1705,322,Bacteria,Gram-Negative,Pseudomonas
1706,10529,Viruses,dsDNA,
1707,1245,Bacteria,Gram-Positive,Other
1708,76405,Fungi,Other,
1709,66861,Bacteria,Gram-Negative,Vibrio
1710,529038,Viruses,ssRNA,
1711,285006,Fungi,Ascomycota,Saccharomycetales
1712,634468,Bacteria,Gram-Negative,Escherichia
1713,1177,Bacteria,Other,
1714,153151,Bacteria,Gram-Positive,Other
1715,309120,Bacteria,Gram-Positive,Other
1716,506350,Viruses,ssRNA,ssRNA negative-strand viruses
1717,29318,Bacteria,Gram-Positive,Actinomyces
1718,147802,Bacteria,Gram-Positive,Lactobacillus
1719,42769,Viruses,ssRNA,
1720,9481,Eukaryotes,Mammalia,Primates
1721,362651,Viruses,retro-transcribing,
1722,440389,Viruses,ssRNA,
1723,28313,Viruses,dsDNA,
1724,115713,Bacteria,Gram-Negative,Other
1725,382835,Viruses,ssRNA,ssRNA negative-strand viruses
1726,41846,Viruses,ssRNA,
1727,292800,Bacteria,Gram-Positive,Other
1728,510516,Fungi,Ascomycota,Eurotiomycetes
1729,464458,Viruses,ssRNA,
1730,35703,Bacteria,Gram-Negative,Other
1731,388795,Viruses,retro-transcribing,
1732,29379,Bacteria,Gram-Positive,Staphylococcus
1733,95485,Bacteria,Gram-Negative,Other
1734,2701,Bacteria,Gram-Positive,Other
1735,40374,Fungi,Ascomycota,Sordariomycetes
1736,29489,Bacteria,Gram-Negative,Aeromonas
1737,117544,Fungi,Ascomycota,Sordariomycetes
1738,8292,Eukaryotes,Amphibia,
1739,56690,Eukaryotes,Other,
1740,746834,Fungi,Ascomycota,Sordariomycetes
1741,7949,Eukaryotes,Teleostei,Other
1742,1678,Bacteria,Gram-Positive,Other
1743,4931,Fungi,Ascomycota,Saccharomycetales
1744,33038,Bacteria,Gram-Positive,Other
1745,521098,Bacteria,Gram-Positive,Other
1746,824,Bacteria,Gram-Negative,Other
1747,147468,Bacteria,Gram-Positive,Staphylococcus
1748,201956,Eukaryotes,Other,
1749,888745,Bacteria,Gram-Positive,Streptococcus
1750,43304,Bacteria,Gram-Positive,Mycobacterium
1751,142786,Viruses,ssRNA,ssRNA positive-strand viruses
1752,464535,Viruses,ssRNA,
1753,4847,Fungi,Other,
1754,35833,Bacteria,Gram-Negative,Other
1755,2098,Bacteria,Gram-Positive,Other
1756,33905,Bacteria,Gram-Positive,Other
1757,575584,Bacteria,Gram-Negative,Acinetobacter
1758,420174,Viruses,ssRNA,ssRNA positive-strand viruses
1759,464417,Viruses,ssRNA,
1760,1598,Bacteria,Gram-Positive,Lactobacillus
1761,114525,Fungi,Ascomycota,Saccharomycetales
1762,4331,Eukaryotes,Viridiplantae,Other
1763,641807,Viruses,ssRNA,
