assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,activity_count,assay_source,src_id,src_assay_id,chembl_id,updated_on,updated_by,orig_description,mc_tax_id,mc_organism,mc_target_type,mc_target_name,mc_target_accession,cell_id,bao_format,tissue_id,curation_comment,variant_id,aidx,job_id,log_id,ridx,tid_fixed
446,6277,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration; nd=No data,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615606,2013-02-14 14:00:47,set cell-type from tid,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration; nd=No data,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
447,6277,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,13,ORIGINAL,1,,CHEMBL884526,2013-02-14 14:00:47,set cell-type from tid,In vitro cytotoxic concentration of the compound against mouse fibroblasts (3T3) cell line using MTT coloration,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
448,6277,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration; n.d.=no data,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,7,ORIGINAL,1,,CHEMBL615607,2013-02-14 14:00:47,set cell-type from tid,In vitro cytotoxic concentration of the compound against mouse fibroblasts (3T3) cell line using MTT coloration; n.d=no data,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
449,6277,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration; n.t.=not tested,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615608,2013-02-14 14:00:47,set cell-type from tid,In vitro cytotoxic concentration of the compound against mouse fibroblasts (3T3) cell line using MTT coloration; n.t=not tested,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
450,6277,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,13,ORIGINAL,1,,CHEMBL615609,2013-02-14 14:00:47,set cell-type from tid,In vitro inhibitory activity of the compound against mouse fibroblasts (3T3) cell line using CV coloration,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
451,6277,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration; n.d.=no data,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,7,ORIGINAL,1,,CHEMBL615682,2013-02-14 14:00:47,set cell-type from tid,In vitro inhibitory activity of the compound against mouse fibroblasts (3T3) cell line using CV coloration; n.d=no data,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
452,6277,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration; n.t.=not tested,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615683,2013-02-14 14:00:47,set cell-type from tid,In vitro inhibitory activity of the compound against mouse fibroblasts (3T3) cell line using CV coloration; n.t=not tested,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
453,17780,In vivo inhibition of H-ras-transformed 3T3 fibroblasts in nude mouse tumor models,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,1,ORIGINAL,1,,CHEMBL615684,2013-02-14 14:00:47,set cell-type from tid,In vivo inhibitory concentration of the compound against H-ras-transformed 3T3 fibroblasts in nude mouse tumor models,,,,,,723,BAO_0000218,,,,CLD0,0,0,CLD0,
454,12751,Inhibition of PDGF-dependent autophosphorylation of PDGF-R in mouse BALB/c3T3 cells,F,,,Mus musculus,10090,,,BALB/c3T3,,104860,D,7,Autocuration,9,ORIGINAL,1,,CHEMBL615685,2006-04-20 15:42:47,admin_actype,Inhibition of PDGF-dependent autophosphorylation in Balb/c3T3 fibroblast cells,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
455,12380,Inhibition of Swiss 3T3 Mouse fibroblast proliferation,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,10,ORIGINAL,1,,CHEMBL615686,2013-02-14 14:00:47,set cell-type from tid,Inhibition of cell growth of Swiss 3T3 Mouse fibroblasts using cell culture and growth inhibition assay.,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
456,14892,Inhibitory activity against 3T3 cell line,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,5,ORIGINAL,1,,CHEMBL615687,2013-02-14 14:00:47,set cell-type from tid,Inhibitory activity against 3T3 cell line,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
457,12695,The ability of the peptide to inhibit the binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane was measured,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL884523,2013-02-14 14:00:47,set cell-type from tid,The ability of the peptide to inhibit the binding of 10pM [125I]Gastrin releasing peptide to S-3T3 cell membrane was measured,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
458,12695,Ability of peptide to inhibit binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane.,F,,,,,,,S-3T3,,11169,H,8,Expert,29,ORIGINAL,1,,CHEMBL615688,2006-11-28 16:58:32,BautoJPO,The ability of the peptide to inhibit the binding of 10pM [125I]Gastrin releasing peptide to S-3T3 cell membrane was measured,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
459,12695,The ability of the peptide to inhibit the binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane was measured; nt=Not tested,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615689,2013-02-14 14:00:47,set cell-type from tid,The ability of the peptide to inhibit the binding of 10pM [125I]Gastrin releasing peptide to S-3T3 cell membrane was measured; nt=Not tested,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
460,12695,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells was measured,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615690,2013-02-14 14:00:47,set cell-type from tid,The ability of the peptide to inhibit the binding of 50pM [125I]Gastrin releasing peptide to intact S-3T3 cells was measured,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
461,12695,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells,F,,,,,,,S-3T3,,11169,H,8,Expert,18,ORIGINAL,1,,CHEMBL615691,2006-11-23 12:25:28,BautoJPO,The ability of the peptide to inhibit the binding of 50pM [125I]Gastrin releasing peptide to intact S-3T3 cells was measured,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
462,12695,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells; nt=Not tested,F,,,,,,,S-3T3,,11169,H,8,Expert,12,ORIGINAL,1,,CHEMBL615692,2006-11-28 16:58:32,BautoJPO,The ability of the peptide to inhibit the binding of 50pM [125I]Gastrin releasing peptide to intact S-3T3 cells was measured; nt=Not tested,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
463,6277,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615693,2013-02-14 14:00:47,set cell-type from tid,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
464,6277,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line was determined using NR coloration; n.d.=no data,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,17,ORIGINAL,1,,CHEMBL615324,2013-02-14 14:00:47,set cell-type from tid,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration; n.d=no data,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
465,4959,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells,F,,,Homo sapiens,9606,,,NIH3T3,,9,D,9,Expert,11,ORIGINAL,1,,CHEMBL615325,2006-04-20 15:42:47,admin_actype,Inhibition of 3T3 proliferation by ligand induced BrdU incorporation in 3T3 cells overexpressing human EGF-R Kinase,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
466,4959,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells (Not tested),F,,,Homo sapiens,9606,,,NIH3T3,,9,D,9,Expert,3,ORIGINAL,1,,CHEMBL615490,2006-04-20 15:42:47,admin_actype,Inhibition of 3T3 proliferation by ligand induced BrdU incorporation in 3T3 cells overexpressing human EGF-R Kinase ; NT=Not tested,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
467,4959,Inhibition of ligand induced proliferation in human Her-2 (p185erbB) tyrosine kinase expressing 3T3 cells,F,,,Homo sapiens,9606,,,NIH3T3,,188,D,9,Expert,11,ORIGINAL,1,,CHEMBL615491,2006-04-20 15:42:47,admin_actype,Inhibitory activity towards 3T3 proliferation by ligand induced BrdU incorporation in 3T3 cells overexpressing human Her-2 (p185erbB) tyrosine kinase,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
468,4959,Inhibition of ligand-induced proliferation in human Her-2 (p185erbB) tyrosine kinase expressing 3T3 cells (Not tested),F,,,Homo sapiens,9606,,,NIH3T3,,188,D,9,Expert,3,ORIGINAL,1,,CHEMBL615492,2006-04-20 15:42:47,admin_actype,Inhibitory activity towards 3T3 proliferation by ligand induced BrdU incorporation in 3T3 cells overexpressing human Her-2 (p185erbB) tyrosine kinase; Not tested,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
469,12082,Inhibitory concentration of compound rwas calculated on 3T3 cells by [3H]Thd incorporation,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615493,2013-02-14 14:00:47,set cell-type from tid,Inhibitory concentration of compound rwas calculated on 3T3 cells by [3H]Thd incorporation,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
470,12082,Inhibitory concentration of compound was calculated on 3T3 cells by [14C]Leu incorporation,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615494,2013-02-14 14:00:47,set cell-type from tid,Inhibitory concentration of compound was calculated on 3T3 cells by [14C]Leu incorporation,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
471,12082,Inhibitory concentration of compound was calculated on 3T3 cells by using clonal assay,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615495,2013-02-14 14:00:47,set cell-type from tid,Inhibitory concentration of compound was calculated on 3T3 cells by using clonal assay,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
472,12082,Inhibitory concentration was calculated on 3T3 cells by using growth assay,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615496,2013-02-14 14:00:47,set cell-type from tid,Inhibitory concentration was calculated on 3T3 cells by using growth assay,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
473,2643,In vitro cytotoxicity was evaluated in mouse embryo BALB/c 3T3 cells,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,3,ORIGINAL,1,,CHEMBL615497,2013-02-14 14:00:47,set cell-type from tid,In vitro cytotoxicity of the compound was evaluated in mouse embryo Balb/c 3T3 cells,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
474,11926,Inhibition of Swiss 3T3 mouse fibroblast proliferation,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,12,ORIGINAL,1,,CHEMBL615498,2013-02-14 14:00:47,set cell-type from tid,Inhibitory activity against the proliferation of Swiss 3T3 mouse fibroblasts,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
475,15204,The compound was tested for cytotoxicity against 3T3 fibroblast murine cell line.,A,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,7,ORIGINAL,1,,CHEMBL615499,2013-02-14 14:00:47,set cell-type from tid,The compound was tested for cytotoxicity against 3T3 fibroblast murine cell line.,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
476,15992,Effective concentration required to inhibit the growth of murine 3T3 fibroblasts,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,18,ORIGINAL,1,,CHEMBL835522,2013-02-14 14:00:47,set cell-type from tid,Effective concentration required to inhibit the growth of murine 3T3 fibroblasts,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
477,16279,Cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014); Not tested,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615500,2013-02-14 14:00:47,set cell-type from tid,Cytotoxicity on 3T3 fibroblasts(3T3F) murine cell line (O.D=0.131+/-0.014); Not tested,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
478,16279,Cytotoxicity against 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615501,2013-02-14 14:00:47,set cell-type from tid,Cytotoxicity against 3T3 fibroblasts(3T3F) murine cell line (O.D=0.131+/-0.014),,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
479,16279,Cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,5,ORIGINAL,1,,CHEMBL615502,2013-02-14 14:00:47,set cell-type from tid,Cytotoxicity on 3T3 fibroblasts(3T3F) murine cell line (O.D=0.131+/-0.014),,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
480,16279,cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615503,2013-02-14 14:00:47,set cell-type from tid,cytotoxicity on 3T3 fibroblasts(3T3F) murine cell line (O.D=0.131+/-0.014),,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
481,16279,Cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615504,2013-02-14 14:00:47,set cell-type from tid,Cytotoxicity on 3T3 fibroblasts(3T3F) murine cell line (O.D=0.131+/-0.014),,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
482,16279,Cytotoxicity against 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615505,2013-02-14 14:00:47,set cell-type from tid,Cytotoxicity against 3T3 fibroblasts(3T3F) murine cell line (O.D=0.131+/-0.014),,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
483,12831,Inhibition of swiss 3T3 mouse fibroblast proliferation,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Expert,5,ORIGINAL,1,,CHEMBL615506,2013-02-14 14:00:47,set cell-type from tid,Ability to inhibit 50% proliferation of swiss 3T3 mouse fibroblasts was determined,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
484,13497,Compound was tested for sublethal concentrations in 3T3 mouse fibroblast lysis.,F,,,Mus musculus,10090,,,NIH3T3,,80951,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615507,2013-02-14 14:00:47,set cell-type from tid,Compound was tested for sublethal concentrations in 3T3 mouse fibroblast lysis.,,,,,,723,BAO_0000219,,,,CLD0,0,0,CLD0,
485,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615508,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
486,13618,Concentration required to stimulate glucose uptake in 3T3-L1 adipocytes after 48 hr incubation,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615509,2013-02-14 14:00:47,set cell-type from tid,Concentration required to stimulate glucose uptake in 3T3-L1 adipocytes after 48h incubation,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
487,11902,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 0.3 uM,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,3,ORIGINAL,1,,CHEMBL615510,2013-02-14 14:00:47,set cell-type from tid,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 0.3 uM,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
488,11902,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 3 uM,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,3,ORIGINAL,1,,CHEMBL615511,2013-02-14 14:00:47,set cell-type from tid,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 3 uM,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
489,11902,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 30 uM,F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615512,2013-02-14 14:00:47,set cell-type from tid,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 30 uM,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
490,14840,"In vitro ability to stimulate glucose transport in 3T3-L1 adipocytes, given at 100 mg/kg in mouse, after 24 hr",F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615513,2013-12-05 16:38:23,george_spelling,"Compound was evaluated in vitro for its ability to stimulate glucose transport in 3T3-L1 adipocytes ,given at 100mg/kg in mouse,after 24hours",,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
491,14840,"In vitro ability to stimulate glucose transport in 3T3-L1 adipocytes, given at 100 mg/kg in mouse, after 3 hr",F,,,Mus musculus,10090,,,3T3-L1,,80006,N,1,Intermediate,4,ORIGINAL,1,,CHEMBL615514,2013-12-05 16:38:23,george_spelling,"Compound was evaluated in vitro for its ability to stimulate glucose transport in 3T3-L1 adipocytes ,given at 100mg/kg in mouse,after 3hours",,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
492,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615515,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
493,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 10 micro M,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615516,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 10 micro M,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
494,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,5,ORIGINAL,1,,CHEMBL615517,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
495,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 30 micro M,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,6,ORIGINAL,1,,CHEMBL615518,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 30 micro M,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
496,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615519,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3micro M,,,,,,620,BAO_0000219,,,,CLD0,0,0,CLD0,
497,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 0.3 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615520,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 0.3microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
498,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 0.5 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615521,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 0.5microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
499,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 1 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615522,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 1 microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
500,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615523,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10 microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
501,13715,In vitro measurements 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 100 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Expert,15,ORIGINAL,1,,CHEMBL615524,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 100microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
502,13715,Acute effects in vitro by measuring 2-deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Expert,37,ORIGINAL,1,,CHEMBL615525,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
503,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 1 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,9,ORIGINAL,1,,CHEMBL615526,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 1microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
504,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,2,ORIGINAL,1,,CHEMBL615527,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3 microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
505,13715,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 300 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Intermediate,1,ORIGINAL,1,,CHEMBL615528,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 300microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
506,13715,Acute effects in vitro by measuring 2-deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Expert,41,ORIGINAL,1,,CHEMBL615529,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
507,13715,In vitro by measurements of 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Expert,19,ORIGINAL,1,,CHEMBL615530,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
508,13715,In vitro measurements of 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 60 uM dose.,F,,,,,,,3T3-L1,,80006,N,1,Expert,22,ORIGINAL,1,,CHEMBL615531,2013-02-14 14:00:47,set cell-type from tid,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 60microM dose.,,,,,,620,BAO_0000218,,,,CLD0,0,0,CLD0,
