drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
63689,1705437,311988,3,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
63690,1705437,311988,3,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
63691,1705437,311988,2,D052439,Lipid Metabolism Disorders,Orphanet:309005,Disorder of lipid metabolism
63692,1343917,222633,3,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
63693,1343917,222633,2,D014526,Urethritis,EFO:0003878,urethritis
63694,1343917,222633,3,D016481,Helicobacter Infections,EFO:1000961,Helicobacter pylori infectious disease
63695,1343993,390877,2,D008223,Lymphoma,EFO:0000574,lymphoma
63696,1343993,390877,3,D000163,Acquired Immunodeficiency Syndrome,EFO:0000765,AIDS
63697,1343993,390877,3,D000386,AIDS-Related Complex,EFO:0007137,AIDS related complex
63698,1344314,26431,2,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
63699,1344314,26431,3,D009135,Muscular Diseases,EFO:0002970,muscular disease
63700,1344314,26431,3,D015179,Colorectal Neoplasms,EFO:0004142,colorectal neoplasm
63701,1698619,44905,3,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
63702,1698619,44905,1,D004827,Epilepsy,EFO:0000474,epilepsy
63703,1698619,44905,2,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
63704,1698619,44905,1,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
63705,1698619,44905,2,D002659,"Child Development Disorders, Pervasive",EFO:0003756,autism spectrum disorder
63706,1698619,44905,3,D050723,"Fractures, Bone",EFO:0003931,bone fracture
63707,1698619,44905,3,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
63708,1698619,44905,3,D001927,Brain Diseases,EFO:0005774,brain disease
63709,1698619,44905,3,D006552,"Hernia, Inguinal",HP:0000023,Inguinal hernia
63710,1698619,44905,2,D006261,Headache,HP:0002315,Headache
63711,1698619,44905,3,D006344,"Heart Septal Defects, Atrial",Orphanet:1478,Interauricular communication
63712,1698619,44905,3,D011595,Psychomotor Agitation,,
63715,1344391,187696,3,D010034,Otitis Media with Effusion,EFO:0007415,otitis media with effusion
63716,1344391,187696,1,D013119,Spinal Cord Injuries,EFO:1001919,Spinal cord injury
63717,1703556,29097,3,D016780,"Malaria, Vivax",EFO:0007445,Plasmodium vivax malaria
63718,1343607,864943,1,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
63719,1343607,864943,1,D008171,Lung Diseases,EFO:0003818,lung disease
63720,1344489,674357,2,D020250,Postoperative Nausea and Vomiting,EFO:0004888,post operative nausea and vomiting
63721,1700676,341224,4,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
63722,1343619,545956,2,D009765,Obesity,EFO:0001073,obesity
63723,1344188,545509,3,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
63724,1344188,545509,1,D006973,Hypertension,EFO:0000537,hypertension
63725,1344188,545509,1,D015658,HIV Infections,EFO:0000764,HIV infection
63726,1344188,545509,3,D006333,Heart Failure,EFO:0003144,heart failure
63727,1344188,545509,4,D000787,Angina Pectoris,EFO:0003913,angina pectoris
63729,1344419,674878,3,D006967,Hypersensitivity,EFO:0003785,allergy
63730,1344419,674878,3,D009103,Multiple Sclerosis,EFO:0003885,multiple sclerosis
63731,1344419,674878,3,D006255,"Rhinitis, Allergic, Seasonal",EFO:0005854,allergic rhinitis
63732,1344539,31241,1,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
63733,1344539,31241,3,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
63734,1344539,31241,4,D009369,Neoplasms,EFO:0000311,cancer
63735,1344539,31241,1,D007239,Infection,EFO:0000544,infection
63736,1344539,31241,3,D011085,Polycystic Ovary Syndrome,EFO:0000660,polycystic ovary syndrome
63737,1344539,31241,1,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
63738,1344539,31241,1,D015658,HIV Infections,EFO:0000764,HIV infection
63739,1344539,31241,1,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
63740,1344539,31241,3,D011247,Pregnancy,EFO:0002950,pregnancy
63741,1344539,31241,1,D006526,Hepatitis C,EFO:0003047,hepatitis C infection
63742,1344539,31241,2,D003866,Depressive Disorder,EFO:0003761,unipolar depression
63743,1344539,31241,2,D010024,Osteoporosis,EFO:0003882,osteoporosis
63744,1344539,31241,4,D000152,Acne Vulgaris,EFO:0003894,acne
63745,1344539,31241,3,D000856,Anorexia Nervosa,EFO:0004215,anorexia nervosa
63746,1344539,31241,1,D019698,"Hepatitis C, Chronic",EFO:0004220,Chronic Hepatitis C infection
63747,1344539,31241,2,D016889,Endometrial Neoplasms,EFO:0004230,endometrial neoplasm
63748,1344539,31241,2,D017497,Hidradenitis Suppurativa,EFO:1000710,hidradenitis suppurativa
63749,1344539,31241,3,D001851,"Bone Diseases, Metabolic",HP:0000938,osteopenia
63750,1344539,31241,2,D006470,Hemorrhage,MP:0001914,hemorrhage
63751,1344539,31241,3,D009436,Neural Tube Defects,Orphanet:3388,Neural tube defect
63752,1344539,31241,1,D003550,Cystic Fibrosis,Orphanet:586,Cystic fibrosis
63753,1344539,31241,3,D014424,Turner Syndrome,Orphanet:881,Turner syndrome
63754,1344539,31241,3,D000568,Amenorrhea,,
63756,1703564,175331,2,D015427,Reperfusion Injury,EFO:0002687,ischemia reperfusion injury
63757,1343623,598447,3,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
63758,1343623,598447,3,D000230,Adenocarcinoma,EFO:0000228,adenocarcinoma
63759,1343623,598447,3,D002277,Carcinoma,EFO:0000313,carcinoma
63760,1343623,598447,3,D013274,Stomach Neoplasms,EFO:0000503,gastric adenocarcinoma
63761,1343623,598447,2,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
63762,1343623,598447,1,D008223,Lymphoma,EFO:0000574,lymphoma
63763,1343623,598447,1,D008545,Melanoma,EFO:0000756,melanoma
63764,1343623,598447,2,D002583,Uterine Cervical Neoplasms,EFO:0001061,cervical carcinoma
63765,1343623,598447,2,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
63766,1343623,598447,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
63767,1343623,598447,3,D002292,"Carcinoma, Renal Cell",EFO:0002890,renal carcinoma
63768,1343623,598447,2,D013964,Thyroid Neoplasms,EFO:0002892,thyroid carcinoma
63769,1343623,598447,3,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
63770,1343623,598447,2,D001005,Anus Neoplasms,EFO:0003835,anal neoplasm
63771,1343623,598447,3,D010190,Pancreatic Neoplasms,EFO:0003860,pancreatic neoplasm
63772,1343623,598447,2,D007680,Kidney Neoplasms,EFO:0003865,kidney neoplasm
63773,1343623,598447,3,D015179,Colorectal Neoplasms,EFO:0004142,colorectal neoplasm
63774,1343623,598447,3,D001927,Brain Diseases,EFO:0005774,brain disease
63775,1343623,598447,3,D015179,Colorectal Neoplasms,EFO:0005842,colorectal cancer
63776,1343623,598447,2,D006258,Head and Neck Neoplasms,EFO:0006859,head and neck malignant neoplasia
63777,1343623,598447,2,D018358,Neuroendocrine Tumors,EFO:1000045,pancreatic neuroendocrine tumor
63778,1343623,598447,1,D015266,"Carcinoma, Merkel Cell",EFO:1001471,Merkel cell skin cancer
63779,1343623,598447,2,D018358,Neuroendocrine Tumors,EFO:1001901,neuroendocrine neoplasm
63780,1343623,598447,4,D003110,Colonic Neoplasms,EFO:1001950,colon carcinoma
63781,1343623,598447,3,D015179,Colorectal Neoplasms,EFO:1001951,colorectal carcinoma
63782,1343604,34197,2,D000690,Amyotrophic Lateral Sclerosis,EFO:0000253,amyotrophic lateral sclerosis
63783,1343604,34197,1,D019964,Mood Disorders,EFO:0004247,mood disorder
63784,1343604,34197,3,D015430,Weight Gain,EFO:0004566,body weight gain
63785,1343604,34197,3,D001007,Anxiety,EFO:0005230,anxiety
63786,1343604,34197,4,D011618,Psychotic Disorders,EFO:0005411,schizoaffective disorder
63787,1343604,34197,1,D004409,"Dyskinesia, Drug-Induced",EFO:1000904,drug-Induced dyskinesia
63788,1343604,34197,3,D003704,Dementia,HP:0000726,dementia
63789,1343604,34197,3,D001883,Borderline Personality Disorder,HP:0012076,Borderline personality disorder
63790,1343604,34197,4,D011595,Psychomotor Agitation,,
63791,1343604,34197,2,D014839,Vomiting,,
63794,1343638,551147,2,D005715,Gambling,EFO:0004699,gambling behaviour
63796,1344544,56131,4,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
63797,1700680,84655,2,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
63798,1700680,84655,2,D001749,Urinary Bladder Neoplasms,EFO:0000292,bladder carcinoma
63799,1700680,84655,1,D005910,Glioma,EFO:0000326,central nervous system cancer
63800,1700680,84655,2,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
63801,1700680,84655,1,D008223,Lymphoma,EFO:0000574,lymphoma
63802,1700680,84655,1,D001254,Astrocytoma,EFO:0002499,anaplastic astrocytoma
63803,1700680,84655,3,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
63804,1700680,84655,2,D014523,Urethral Neoplasms,EFO:0003846,urethral neoplasm
63805,1700680,84655,1,D006258,Head and Neck Neoplasms,EFO:0006859,head and neck malignant neoplasia
63806,1700680,84655,1,D018316,Gliosarcoma,EFO:1001465,gliosarcoma
63807,1700680,84655,2,D011371,Progeria,Orphanet:740,Hutchinson-Gilford progeria syndrome
63808,1703571,705377,2,D002312,"Cardiomyopathy, Hypertrophic",EFO:0000538,hypertrophic cardiomyopathy
63809,1703571,705377,2,D007889,Leiomyoma,EFO:0000731,uterine fibroid
63810,1703571,705377,2,D005923,"Glomerulosclerosis, Focal Segmental",EFO:0004236,focal segmental glomerulosclerosis
63811,1703571,705377,2,D009404,Nephrotic Syndrome,EFO:0004255,nephrotic syndrome
63812,1703571,705377,2,D017564,Radiation Pneumonitis,EFO:1001411,Radiation Pneumonitis
63813,1703571,705377,2,D011507,Proteinuria,HP:0000093,Proteinuria
63814,1703571,705377,2,D009456,Neurofibromatosis 1,Orphanet:636,Neurofibromatosis type 1
63815,1343085,381693,1,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
63816,1343085,381693,2,D007938,Leukemia,EFO:0000565,leukemia
63817,1343085,381693,1,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
63818,1343085,381693,1,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
63819,1343085,381693,1,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
63820,1343085,381693,2,D007674,Kidney Diseases,EFO:0003086,kidney disease
63821,1343085,381693,1,D003866,Depressive Disorder,EFO:0003761,unipolar depression
63822,1343085,381693,2,D000532,Altitude Sickness,EFO:1000782,altitude sickness
63823,1700682,16278,0,D010019,Osteomyelitis,EFO:0003102,osteomyelitis
63824,1344902,675055,0,D010019,Osteomyelitis,EFO:0003102,osteomyelitis
63825,1344902,675055,4,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection
63826,1344994,88232,2,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
63827,1344994,88232,3,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
63828,1344994,88232,2,D011471,Prostatic Neoplasms,EFO:0000196,metastatic prostate cancer
63829,1344994,88232,3,D001749,Urinary Bladder Neoplasms,EFO:0000292,bladder carcinoma
63830,1344994,88232,2,D009373,"Neoplasms, Germ Cell and Embryonal",EFO:0000514,germ cell tumor
63831,1344994,88232,2,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
63832,1344994,88232,2,D009447,Neuroblastoma,EFO:0000621,neuroblastoma
63833,1344994,88232,2,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
63834,1344994,88232,2,D012509,Sarcoma,EFO:0000691,sarcoma
63835,1344994,88232,2,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
63836,1344994,88232,3,D002294,"Carcinoma, Squamous Cell",EFO:0000708,squamous cell lung carcinoma
63837,1344994,88232,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
63838,1344994,88232,1,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
63839,1344994,88232,2,D002292,"Carcinoma, Renal Cell",EFO:0002890,renal carcinoma
63840,1344994,88232,2,D014523,Urethral Neoplasms,EFO:0003846,urethral neoplasm
63841,1344994,88232,3,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm
63842,1344994,88232,2,D013274,Stomach Neoplasms,EFO:0003897,stomach neoplasm
63843,1344994,88232,1,D009303,Nasopharyngeal Neoplasms,EFO:0004252,nasopharyngeal neoplasm
63844,1344994,88232,3,D006258,Head and Neck Neoplasms,EFO:0006859,head and neck malignant neoplasia
63845,1344994,88232,2,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
63846,1344994,88232,2,D015179,Colorectal Neoplasms,EFO:1001951,colorectal carcinoma
63847,1343229,98346,3,D002180,"Candidiasis, Oral",EFO:0007406,oral candidiasis
63848,1344014,419601,3,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
63849,1344014,419601,1,D015658,HIV Infections,EFO:0000180,HIV-1 infection
63850,1344014,419601,2,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
63851,1344014,419601,2,D018442,"Lymphoma, B-Cell, Marginal Zone",EFO:0000191,MALT lymphoma
63852,1344014,419601,1,D000544,Alzheimer Disease,EFO:0000249,Alzheimer's disease
63853,1344014,419601,1,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
63854,1344014,419601,1,D009369,Neoplasms,EFO:0000311,cancer
63855,1344014,419601,1,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
63856,1344014,419601,1,D003424,Crohn Disease,EFO:0000384,Crohn's disease
63857,1344014,419601,1,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
63858,1344014,419601,2,D008223,Lymphoma,EFO:0000574,lymphoma
63859,1344014,419601,1,D009369,Neoplasms,EFO:0000616,neoplasm
63860,1344014,419601,1,D011565,Psoriasis,EFO:0000676,psoriasis
63861,1344014,419601,3,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
63862,1344014,419601,1,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
63863,1344014,419601,1,D015658,HIV Infections,EFO:0000764,HIV infection
63864,1344014,419601,1,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
63865,1344014,419601,3,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
63866,1344014,419601,1,D013964,Thyroid Neoplasms,EFO:0002892,thyroid carcinoma
63867,1344014,419601,1,D006526,Hepatitis C,EFO:0003047,hepatitis C infection
63868,1344014,419601,1,D002659,"Child Development Disorders, Pervasive",EFO:0003756,autism spectrum disorder
63869,1344014,419601,1,D012164,Retinal Diseases,EFO:0003839,retinopathy
63870,1344014,419601,3,D010146,Pain,EFO:0003843,pain
63871,1344014,419601,3,D013167,"Spondylitis, Ankylosing",EFO:0003898,ankylosing spondylitis
63872,1344014,419601,3,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
63873,1344014,419601,1,D019698,"Hepatitis C, Chronic",EFO:0004220,Chronic Hepatitis C infection
63874,1344014,419601,1,D000740,Anemia,EFO:0004272,anemia
63875,1344014,419601,1,D003141,Communicable Diseases,EFO:0005741,infectious disease
63876,1344014,419601,2,D006258,Head and Neck Neoplasms,EFO:0006859,head and neck malignant neoplasia
63877,1344014,419601,3,D003551,Cysticercosis,EFO:0007231,cysticercosis
63878,1344014,419601,2,D015043,Zollinger-Ellison Syndrome,EFO:0007549,Zollinger-Ellison Syndrome
63880,1344014,419601,3,D016481,Helicobacter Infections,EFO:1000961,Helicobacter pylori infectious disease
63881,1344014,419601,2,D015179,Colorectal Neoplasms,EFO:1001951,colorectal carcinoma
63882,1344014,419601,3,D003371,Cough,HP:0012735,Cough
63883,1344014,419601,3,D016481,Helicobacter Infections,,
63884,1344053,675068,3,D010146,Pain,EFO:0003843,pain
63885,1343811,317124,2,D008545,Melanoma,EFO:0000756,melanoma
63886,1343811,317124,2,D010300,Parkinson Disease,EFO:0002508,Parkinson's disease
63887,1343811,317124,1,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
63888,1343811,317124,2,D000437,Alcoholism,EFO:0003829,alcohol dependence
63889,1343811,317124,3,D009103,Multiple Sclerosis,EFO:0003885,multiple sclerosis
63890,1343811,317124,2,D019966,Substance-Related Disorders,EFO:0003890,drug dependence
63891,1343811,317124,0,D019964,Mood Disorders,EFO:0004247,mood disorder
63892,1343811,317124,1,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
63893,1343811,317124,1,D011618,Psychotic Disorders,EFO:0005411,schizoaffective disorder
63894,1343811,317124,2,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
63895,1343811,317124,3,D016262,Postpoliomyelitis Syndrome,EFO:0007454,postpoliomyelitis syndrome
63896,1343811,317124,2,D003110,Colonic Neoplasms,EFO:1001950,colon carcinoma
63897,1343811,317124,2,D003680,Deglutition Disorders,HP:0002015,Dysphagia
63898,1343811,317124,1,D060825,Cognitive Dysfunction,HP:0100543,cognitive impairment
63901,1343470,99024,3,D003551,Cysticercosis,EFO:0007231,cysticercosis
63902,1343470,99024,3,D012553,Schistosomiasis haematobia,EFO:0007530,urinary schistosomiasis
63903,1343470,99024,2,D012555,Schistosomiasis mansoni,EFO:1001420,Schistosomiasis mansoni
63904,1343470,99024,3,D012552,Schistosomiasis,EFO:1001475,schistosomiasis
63905,1344405,147,0,D010019,Osteomyelitis,EFO:0003102,osteomyelitis
63906,1344126,46385,2,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
63907,1700688,263558,3,D010300,Parkinson Disease,EFO:0002508,Parkinson's disease
63908,1700688,263558,1,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
63909,1700688,263558,3,D012148,Restless Legs Syndrome,EFO:0004270,restless legs syndrome
63910,1343810,1124,2,D002583,Uterine Cervical Neoplasms,EFO:0001061,cervical carcinoma
63911,1343810,1124,1,D000532,Altitude Sickness,EFO:1000782,altitude sickness
63912,1344467,38569,1,D000647,Amnesia,EFO:1001454,amnesia
63913,1344542,345595,2,D016584,Panic Disorder,EFO:0004262,panic disorder
63914,1344918,364520,2,D000163,Acquired Immunodeficiency Syndrome,EFO:0000765,AIDS
63915,1344918,364520,0,D007333,Insulin Resistance,EFO:0002614,insulin resistance
63916,1344918,364520,2,D007172,Erectile Dysfunction,EFO:0004234,erectile dysfunction
63917,1344918,364520,2,D013736,Testicular Neoplasms,EFO:0005088,testicular carcinoma
63918,1344918,364520,2,D013119,Spinal Cord Injuries,EFO:1001919,Spinal cord injury
63919,1344918,364520,1,D010411,Penile Induration,HP:0003549,Abnormality of connective tissue
63920,1344918,364520,2,D061325,Hereditary Breast and Ovarian Cancer Syndrome,Orphanet:145,Hereditary breast and ovarian cancer syndrome
63921,1344918,364520,4,D007006,Hypogonadism,,
63922,1343266,249414,3,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
63923,1705448,75901,2,D008224,"Lymphoma, Follicular",EFO:0000096,neoplasm of mature B-cells
63924,1705448,75901,1,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
63925,1705448,75901,3,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
63926,1705448,75901,2,D006689,Hodgkin Disease,EFO:0000183,Hodgkins lymphoma
63927,1705448,75901,2,D015456,"Leukemia, Biphenotypic, Acute",EFO:0000209,T-cell acute lymphoblastic leukemia
63928,1705448,75901,3,D016411,"Lymphoma, T-Cell, Peripheral",EFO:0000211,unspecified peripheral T-cell lymphoma
63929,1705448,75901,2,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0000220,acute lymphoblastic leukemia
63930,1705448,75901,3,D007119,Immunoblastic Lymphadenopathy,EFO:0000255,angioimmunoblastic T-cell lymphoma
63931,1705448,75901,2,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
63932,1705448,75901,3,D016403,"Lymphoma, Large B-Cell, Diffuse",EFO:0000403,diffuse large B-cell lymphoma
63933,1705448,75901,2,D009373,"Neoplasms, Germ Cell and Embryonal",EFO:0000514,germ cell tumor
63934,1705448,75901,2,D007890,Leiomyosarcoma,EFO:0000564,leiomyosarcoma
63935,1705448,75901,1,D007938,Leukemia,EFO:0000565,leukemia
63936,1705448,75901,3,D008654,Mesothelioma,EFO:0000588,mesothelioma
63937,1705448,75901,2,D012516,Osteosarcoma,EFO:0000637,osteosarcoma
63938,1705448,75901,2,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
63939,1705448,75901,3,D002294,"Carcinoma, Squamous Cell",EFO:0000707,squamous cell carcinoma
63940,1705448,75901,3,D002294,"Carcinoma, Squamous Cell",EFO:0000708,squamous cell lung carcinoma
63941,1705448,75901,2,D008545,Melanoma,EFO:0000756,melanoma
63942,1705448,75901,3,D008654,Mesothelioma,EFO:0000770,malignant pleural mesothelioma
63943,1705448,75901,3,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
63944,1705448,75901,2,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
63945,1705448,75901,2,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
63946,1705448,75901,1,D016410,"Lymphoma, T-Cell, Cutaneous",EFO:0002913,Cutaneous T-cell lymphoma
63947,1705448,75901,2,D004938,Esophageal Neoplasms,EFO:0002916,esophageal carcinoma
63948,1705448,75901,2,D008527,Medulloblastoma,EFO:0002939,medulloblastoma
63949,1705448,75901,2,D017728,"Lymphoma, Large-Cell, Anaplastic",EFO:0003032,anaplastic large cell lymphoma
63950,1705448,75901,2,D018287,"Carcinoma, Large Cell",EFO:0003050,large cell lung carcinoma
63951,1705448,75901,2,D014523,Urethral Neoplasms,EFO:0003846,urethral neoplasm
63952,1705448,75901,3,D014565,Urogenital Neoplasms,EFO:0003863,urogenital neoplasm
63953,1705448,75901,3,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm
63954,1705448,75901,2,D016889,Endometrial Neoplasms,EFO:0004230,endometrial neoplasm
63955,1705448,75901,3,D009303,Nasopharyngeal Neoplasms,EFO:0004252,nasopharyngeal neoplasm
63956,1705448,75901,2,D005706,Gallbladder Neoplasms,EFO:0004606,gallbladder neoplasm
63957,1705448,75901,2,D013736,Testicular Neoplasms,EFO:0005088,testicular carcinoma
63958,1705448,75901,3,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
63959,1705448,75901,2,D006258,Head and Neck Neoplasms,EFO:0006859,head and neck malignant neoplasia
63960,1705448,75901,2,D005185,Fallopian Tube Neoplasms,EFO:1000251,Fallopian Tube Carcinoma
63961,1705448,75901,2,D012004,Rectal Neoplasms,EFO:1000657,rectum cancer
63962,1705448,75901,2,D010534,Peritoneal Neoplasms,EFO:1001100,peritoneal neoplasm
63963,1705448,75901,2,D020522,"Lymphoma, Mantle-Cell",EFO:1001469,Mantle cell lymphoma
63964,1705448,75901,2,D003110,Colonic Neoplasms,EFO:1001950,colon carcinoma
63965,1705448,75901,2,D015179,Colorectal Neoplasms,EFO:1001951,colorectal carcinoma
63966,1705448,75901,2,D005706,Gallbladder Neoplasms,EFO:1001956,gallbladder carcinoma
63967,1705448,75901,3,D018281,Cholangiocarcinoma,EFO:1001961,intrahepatic cholangiocarcinoma
63968,1705448,75901,3,D012509,Sarcoma,EFO:1001968,soft tissue sarcoma
63969,1705448,75901,3,D010051,Ovarian Neoplasms,Orphanet:398934,Malignant epithelial tumor of ovary
63970,1705448,75901,1,D046152,Gastrointestinal Stromal Tumors,Orphanet:44890,Gastrointestinal stromal tumor
63971,1344563,548594,3,D011625,Pterygium,EFO:0000678,pterygium
63972,1344563,548594,3,D007251,"Influenza, Human",EFO:0001669,influenza infection
63973,1344563,548594,3,D003139,Common Cold,EFO:0007214,common cold
63974,1344563,548594,3,D007249,Inflammation,MP:0001845,inflammation
63975,1343553,175447,1,D006689,Hodgkin Disease,EFO:0000183,Hodgkins lymphoma
63976,1343553,175447,3,D001749,Urinary Bladder Neoplasms,EFO:0000292,bladder carcinoma
63978,1343553,175447,1,D009103,Multiple Sclerosis,EFO:0003885,multiple sclerosis
63979,1343553,175447,0,D008548,Melanosis,EFO:0003963,freckles
63980,1343553,175447,2,D019636,Neurodegenerative Diseases,EFO:0005772,neurodegenerative disease
63981,1343553,175447,1,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
63982,1343553,175447,3,D041781,"Jaundice, Obstructive",EFO:1001068,obstructive jaundice
63983,1343553,175447,0,D058186,Acute Kidney Injury,HP:0001919,Acute kidney injury
63985,1344054,674892,3,D006939,Hyperemesis Gravidarum,EFO:1000971,hyperemesis gravidarum
63986,1343224,550857,1,D000690,Amyotrophic Lateral Sclerosis,EFO:0000253,amyotrophic lateral sclerosis
63987,1343224,550857,0,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
63988,1343224,550857,2,D003866,Depressive Disorder,EFO:0003761,unipolar depression
63989,1705449,453833,3,D006258,Head and Neck Neoplasms,EFO:0006859,head and neck malignant neoplasia
63990,1343668,674776,1,D015658,HIV Infections,EFO:0000764,HIV infection
63991,1343728,22641,2,D058729,Peripheral Arterial Disease,EFO:0004265,peripheral arterial disease
63992,1344763,858397,2,D055371,Acute Lung Injury,EFO:0004610,acute lung injury
63993,1344763,858397,0,D051437,Renal Insufficiency,,
63994,1705450,11745,2,D004827,Epilepsy,EFO:0000474,epilepsy
63995,1705450,11745,3,D012559,Schizophrenia,EFO:0000692,schizophrenia
63996,1705450,11745,3,D003866,Depressive Disorder,EFO:0003761,unipolar depression
63997,1705450,11745,3,D001007,Anxiety,EFO:0005230,anxiety
63998,1705450,11745,3,D003704,Dementia,HP:0000726,dementia
63999,1344588,86284,1,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
64000,1344588,86284,1,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
64001,1344378,27029,2,D017565,"Sarcoidosis, Pulmonary",DOID:13406,pulmonary sarcoidosis
64002,1344378,27029,2,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0000220,acute lymphoblastic leukemia
64003,1344378,27029,0,D010195,Pancreatitis,EFO:0000278,pancreatitis
64004,1344378,27029,2,D009369,Neoplasms,EFO:0000311,cancer
64005,1344378,27029,1,D005910,Glioma,EFO:0000326,central nervous system cancer
64006,1344378,27029,2,D003324,Coronary Artery Disease,EFO:0000378,coronary artery disease
64007,1344378,27029,0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
64008,1344378,27029,2,D003928,Diabetic Nephropathies,EFO:0000401,diabetic nephropathy
64009,1344378,27029,2,D014947,Wounds and Injuries,EFO:0000546,injury
64010,1344378,27029,2,D003866,Depressive Disorder,EFO:0003761,unipolar depression
64011,1344378,27029,2,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm
64012,1344378,27029,3,D009404,Nephrotic Syndrome,EFO:0004255,nephrotic syndrome
