mecref_id,mec_id,ref_type,ref_id,ref_url
4051,2092,DailyMed,setid=5f4574d1-401f-4647-83e5-28c0f4a122a7#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5f4574d1-401f-4647-83e5-28c0f4a122a7#nlm34090-1
4052,2093,DailyMed,setid=aa991f60-7c13-49ec-862b-47cca4db3c44,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa991f60-7c13-49ec-862b-47cca4db3c44
4053,2094,DailyMed,setid=34de65be-f110-4000-a0f1-cb00ec98658f,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=34de65be-f110-4000-a0f1-cb00ec98658f
4054,2095,FDA,label/1998/20961lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20961lbl.pdf
4055,2096,PubMed,11641441,http://europepmc.org/abstract/MED/11641441
4056,2097,PubMed,11641441,http://europepmc.org/abstract/MED/11641441
4057,2097,PubMed,17291698,http://europepmc.org/abstract/MED/17291698
4058,2098,PubMed,11641441,http://europepmc.org/abstract/MED/11641441
4059,2098,PubMed,12522170,http://europepmc.org/abstract/MED/12522170
4060,2099,PubMed,11641441,http://europepmc.org/abstract/MED/11641441
4061,2099,PubMed,17291698,http://europepmc.org/abstract/MED/17291698
4062,2099,Wikipedia,Ethosuximide#Mechanism_of_action,http://en.wikipedia.org/wiki/Ethosuximide#Mechanism_of_action
4066,2102,FDA,label/2013/022250s006lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022250s006lbl.pdf
4067,2102,PubMed,21595605,http://europepmc.org/abstract/MED/21595605
4068,2103,PubMed,21926190,http://europepmc.org/abstract/MED/21926190
4069,2103,DailyMed,setid=903fbd33-e5d9-41fb-9414-7bd6f42a8593#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=903fbd33-e5d9-41fb-9414-7bd6f42a8593#nlm34090-1
4071,2106,Expert,RAXIBACUMAB,http://chembl.blogspot.co.uk/search?q=RAXIBACUMAB
4077,2112,FDA,label/2012/021746s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021746s000lbl.pdf
4078,2113,PubMed,7121261,http://europepmc.org/abstract/MED/7121261
4079,2114,PubMed,22328955,http://europepmc.org/abstract/MED/22328955
4080,2114,PubMed,23067286,http://europepmc.org/abstract/MED/23067286
4081,2114,DailyMed,setid=2c1cd745-79ab-487d-b759-995794cedb92,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2c1cd745-79ab-487d-b759-995794cedb92
4082,2115,DailyMed,setid=f5fdda24-da7d-4e61-936e-9d1a55056b82#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5fdda24-da7d-4e61-936e-9d1a55056b82#nlm34090-1
4083,2116,DailyMed,setid=7ef9e3a5-fc39-4ae1-0dad-6b47a1684635#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7ef9e3a5-fc39-4ae1-0dad-6b47a1684635#nlm34090-1
4084,2117,PubMed,16958554,http://europepmc.org/abstract/MED/16958554
4085,2118,PubMed,13316538,http://europepmc.org/abstract/MED/13316538
4086,2119,PubMed,7192510,http://europepmc.org/abstract/MED/7192510
4087,2120,PubMed,23294821,http://europepmc.org/abstract/MED/23294821
4088,2120,DailyMed,setid=f0ba651e-3d8a-11df-8fbe-119855d89593#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f0ba651e-3d8a-11df-8fbe-119855d89593#nlm34090-1
4089,2121,PubMed,7192510,http://europepmc.org/abstract/MED/7192510
4090,2122,PubMed,20038760,http://europepmc.org/abstract/MED/20038760
4091,2122,DailyMed,setid=aa88f583-4f5f-433b-80b4-1f4c9fb28357,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa88f583-4f5f-433b-80b4-1f4c9fb28357
4092,2123,DailyMed,setid=32b0e320-a739-11dc-a704-0002a5d5c51b#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=32b0e320-a739-11dc-a704-0002a5d5c51b#nlm34090-1
4094,2125,PubMed,16779702,http://europepmc.org/abstract/MED/16779702
4095,2126,DailyMed,setid=99bef307-00bd-4379-9f45-ede1380e74d4,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=99bef307-00bd-4379-9f45-ede1380e74d4
4096,2127,DailyMed,setid=315c128a-272d-4c57-bfbe-1a8b3402af08#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=315c128a-272d-4c57-bfbe-1a8b3402af08#nlm34090-1
4097,2130,PubMed,1530004,http://europepmc.org/abstract/MED/1530004
4098,2130,PubMed,15491779,http://europepmc.org/abstract/MED/15491779
4099,2131,DailyMed,setid=5ada82f0-a5fd-46c9-aecc-f106f614c9f0,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ada82f0-a5fd-46c9-aecc-f106f614c9f0
4100,2132,DailyMed,setid=9c1a2828-1583-4414-ab22-a60480e8e508,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9c1a2828-1583-4414-ab22-a60480e8e508
4101,2133,PubMed,9562603,http://europepmc.org/abstract/MED/9562603
4102,2135,FDA,label/2006/013025s040lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/013025s040lbl.pdf
4103,2136,PubMed,2877061,http://europepmc.org/abstract/MED/2877061
4104,2136,PubMed,3902430,http://europepmc.org/abstract/MED/3902430
4105,2137,DailyMed,setid=17210abc-58f6-442e-8ff2-7971333c82f6,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=17210abc-58f6-442e-8ff2-7971333c82f6
4106,2137,Wikipedia,Hydralazine,http://en.wikipedia.org/wiki/Hydralazine
4107,2138,DailyMed,setid=e45cc371-9ebc-4904-12bc-65cb4e2817ad#section-12,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e45cc371-9ebc-4904-12bc-65cb4e2817ad#section-12
4108,2139,PubMed,8083482,http://europepmc.org/abstract/MED/8083482
4109,2139,Wikipedia,Simethicone,http://en.wikipedia.org/wiki/Simethicone
4110,2140,PubMed,13301779,http://europepmc.org/abstract/MED/13301779
4111,2140,PubMed,14790714,http://europepmc.org/abstract/MED/14790714
4112,2141,FDA,label/2008/021009s010lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021009s010lbl.pdf
4113,2141,ISBN,9780702034718 PP. 343,http://www.isbnsearch.org/isbn/9780702034718
4114,2141,PubMed,16164449,http://europepmc.org/abstract/MED/16164449
4115,2141,PubMed,20558817,http://europepmc.org/abstract/MED/20558817
4116,2142,FDA,label/2011/022090s005lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022090s005lbl.pdf
4117,2143,PubMed,23053656,http://europepmc.org/abstract/MED/23053656
4118,2144,FDA,label/2007/019155s022lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/019155s022lbl.pdf
4119,2145,PubMed,21856402,http://europepmc.org/abstract/MED/21856402
4120,2145,DailyMed,setid=461ec39f-eeb4-4460-9b5c-62367d47162b#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=461ec39f-eeb4-4460-9b5c-62367d47162b#nlm34090-1
4121,2147,FDA,label/2003/016832s022_017703s018lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/016832s022_017703s018lbl.pdf
4122,2148,FDA,label/2009/017084s017lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/017084s017lbl.pdf
4123,2149,DailyMed,setid=ac57f330-244d-48f8-a224-459c2bd2a970,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ac57f330-244d-48f8-a224-459c2bd2a970
4124,2150,PubMed,23640456,http://europepmc.org/abstract/MED/23640456
4125,2151,PubMed,11148549,http://europepmc.org/abstract/MED/11148549
4127,2152,FDA,label/2010/021201lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021201lbl.pdf
4128,2153,Expert,2009/07/new-drug-approvals-part-x-benzyl.html,http://chembl.blogspot.co.uk/2009/07/new-drug-approvals-part-x-benzyl.html
4129,2153,PubMed,20199404,http://europepmc.org/abstract/MED/20199404
4130,2153,Wikipedia,Benzyl_alcohol,http://en.wikipedia.org/wiki/Benzyl_alcohol
4131,2154,PubMed,21150433,http://europepmc.org/abstract/MED/21150433
4132,2154,PubMed,22586429,http://europepmc.org/abstract/MED/22586429
4134,2155,FDA,label/2012/022252s002lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022252s002lbl.pdf
4135,2156,PubMed,14700578,http://europepmc.org/abstract/MED/14700578
4136,2156,PubMed,22214266,http://europepmc.org/abstract/MED/22214266
4137,2158,PubMed,5952419,http://europepmc.org/abstract/MED/5952419
4138,2159,FDA,"label/2011/022318s003,022127s008lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022318s003,022127s008lbl.pdf"
4139,2160,FDA,label/2008/017530s024lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/017530s024lbl.pdf
4140,2162,FDA,label/2011/020140s002lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020140s002lbl.pdf
4141,2164,ISBN,0471948470 PP. 191,http://www.isbnsearch.org/isbn/0471948470
4142,2164,PubMed,9502168,http://europepmc.org/abstract/MED/9502168
4143,2165,FDA,label/2009/022029s003lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022029s003lbl.pdf
4144,2165,PubMed,22292506,http://europepmc.org/abstract/MED/22292506
4145,2166,FDA,label/2011/020645s008lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020645s008lbl.pdf
4146,2167,DailyMed,setid=0a47114c-569c-40be-afd8-a22d2e99bb5d#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a47114c-569c-40be-afd8-a22d2e99bb5d#nlm34090-1
4147,2168,PubMed,6503049,http://europepmc.org/abstract/MED/6503049
4148,2169,DOI,10.1111/j.1365-2621.2004.tb13375.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2621.2004.tb13375.x/abstract
4149,2169,PubMed,21535613,http://europepmc.org/abstract/MED/21535613
4150,2170,PubMed,3510103,http://europepmc.org/abstract/MED/3510103
4151,2170,PubMed,17661513,http://europepmc.org/abstract/MED/17661513
4152,2171,FDA,label/2009/008922s016lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/008922s016lbl.pdf
4153,2172,FDA,"label/2003/06927slr030,09112slr021_eurax_lbl.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/06927slr030,09112slr021_eurax_lbl.pdf"
4154,2173,FDA,label/2010/021551s013lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021551s013lbl.pdf
4155,2174,FDA,label/2012/202833lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202833lbl.pdf
4156,2175,DailyMed,setid=494a714e-923c-cd57-df6c-12886afb265a#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=494a714e-923c-cd57-df6c-12886afb265a#nlm34090-1
4158,2178,PubMed,20713019,http://europepmc.org/abstract/MED/20713019
4159,2178,Wikipedia,Hemozoin,http://en.wikipedia.org/wiki/Hemozoin
4160,2178,Wikipedia,Primaquine,http://en.wikipedia.org/wiki/Primaquine
4161,2179,PubMed,22355488,http://europepmc.org/abstract/MED/22355488
4162,2181,PubMed,19442540,http://europepmc.org/abstract/MED/19442540
4164,2182,FDA,label/2009/008922s016lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/008922s016lbl.pdf
4165,2185,DailyMed,setid=89cae12d-05fc-4d53-920f-e271b2940a5d,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=89cae12d-05fc-4d53-920f-e271b2940a5d
4166,2186,PubMed,6037393,http://europepmc.org/abstract/MED/6037393
4167,2187,FDA,label/2011/022090s005lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022090s005lbl.pdf
4168,2188,FDA,label/2009/011792s043lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/011792s043lbl.pdf
4169,2189,FDA,label/2009/050138s231lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/050138s231lbl.pdf
4170,2190,PubMed,28693,http://europepmc.org/abstract/MED/28693
4171,2190,PubMed,7574648,http://europepmc.org/abstract/MED/7574648
4172,2190,Wikipedia,Pyrithione_zinc#Mechanism_of_action,http://en.wikipedia.org/wiki/Pyrithione_zinc#Mechanism_of_action
4175,2193,PubMed,11148549,http://europepmc.org/abstract/MED/11148549
4176,2193,DailyMed,setid=d564f2b1-9fc7-4201-8066-d745ac3a671f#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d564f2b1-9fc7-4201-8066-d745ac3a671f#nlm34090-1
4177,2194,PubMed,1850465,http://europepmc.org/abstract/MED/1850465
4178,2195,PubMed,6745010,http://europepmc.org/abstract/MED/6745010
4179,2196,PubMed,15491779,http://europepmc.org/abstract/MED/15491779
4180,2196,PubMed,18294576,http://europepmc.org/abstract/MED/18294576
4181,2196,PubMed,20326564,http://europepmc.org/abstract/MED/20326564
4182,2196,Wikipedia,Chlophedianol,http://en.wikipedia.org/wiki/Chlophedianol
4183,2198,FDA,label/2012/021825s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021825s001lbl.pdf
4184,2201,FDA,nda/2002/20-855_Mesnex_Prntlbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-855_Mesnex_Prntlbl.pdf
4185,2203,FDA,label/2008/021626s007lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021626s007lbl.pdf
4186,2204,FDA,label/2000/21214lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21214lbl.pdf
4188,2207,PubMed,428168,http://europepmc.org/abstract/MED/428168
4192,2209,DailyMed,setid=7b74f590-e698-02da-9878-5dc80902dbb4,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b74f590-e698-02da-9878-5dc80902dbb4
4193,2210,Expert,2009/07/new-drug-approvals-part-x-benzyl.html,http://chembl.blogspot.co.uk/2009/07/new-drug-approvals-part-x-benzyl.html
4194,2210,Wikipedia,Benzyl_alcohol,http://en.wikipedia.org/wiki/Benzyl_alcohol
4195,2210,Wikipedia,Benzyl_benzoate,http://en.wikipedia.org/wiki/Benzyl_benzoate
4196,2211,PubMed,10515429,http://europepmc.org/abstract/MED/10515429
4197,2211,PubMed,15243011,http://europepmc.org/abstract/MED/15243011
4198,2212,FDA,label/2006/013217s046lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/013217s046lbl.pdf
4199,2213,PubMed,13107298,http://europepmc.org/abstract/MED/13107298
4200,2214,FDA,label/2012/022574s004lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022574s004lbl.pdf
4201,2216,FDA,label/2012/203585lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/203585lbl.pdf
4202,2216,Expert,BOSUTINIB,http://chembl.blogspot.co.uk/search?q=BOSUTINIB
4203,2216,PubMed,22289991,http://europepmc.org/abstract/MED/22289991
4204,2217,ISBN,0471948470 PP. 325,http://www.isbnsearch.org/isbn/0471948470
4205,2218,ISBN,9780702034718 PP. 410-411,http://www.isbnsearch.org/isbn/9780702034718
4206,2219,DailyMed,setid=d02af310-d097-4886-86e5-adcf6bca0533,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d02af310-d097-4886-86e5-adcf6bca0533
4207,2220,PubMed,12754408,http://europepmc.org/abstract/MED/12754408
4208,2220,PubMed,17034761,http://europepmc.org/abstract/MED/17034761
4217,2223,FDA,label/2009/005213s037lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/005213s037lbl.pdf
4218,2223,PubMed,15491779,http://europepmc.org/abstract/MED/15491779
4220,2105,FDA,label/2012/022372s004lbledt.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022372s004lbledt.pdf
4221,2205,FDA,label/2012/022372s004lbledt.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022372s004lbledt.pdf
4222,2163,DailyMed,setid=1b97597f-f2e7-4574-81a8-f35b769c957a,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b97597f-f2e7-4574-81a8-f35b769c957a
4223,2161,DailyMed,setid=7498ba49-9ec8-4057-845b-94e2320870b2,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7498ba49-9ec8-4057-845b-94e2320870b2
4225,2157,FDA,label/2012/022372s004lbledt.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022372s004lbledt.pdf
4226,2225,PubMed,14755680,http://europepmc.org/abstract/MED/14755680
4227,2225,DailyMed,setid=a9b01bc6-95ac-46f9-befa-d845a74d53c1#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a9b01bc6-95ac-46f9-befa-d845a74d53c1#nlm34090-1
4228,2227,PubMed,15987694,http://europepmc.org/abstract/MED/15987694
4229,2227,Wikipedia,Acetaminophen#Mechanism_of_action,http://en.wikipedia.org/wiki/Acetaminophen#Mechanism_of_action
4230,2227,PubMed,20862299,http://europepmc.org/abstract/MED/20862299
4231,2226,Wikipedia,Acetaminophen#Mechanism_of_action,http://en.wikipedia.org/wiki/Acetaminophen#Mechanism_of_action
4232,2226,PubMed,15987694,http://europepmc.org/abstract/MED/15987694
4233,2224,PubMed,20964457,http://europepmc.org/abstract/MED/20964457
4234,2224,PubMed,23416050,http://europepmc.org/abstract/MED/23416050
4235,2224,Wikipedia,Ciclopirox#cite_note-pmid12760852-4,http://en.wikipedia.org/wiki/Ciclopirox#cite_note-pmid12760852-4
4236,2111,DailyMed,setid=a398400e-bd31-41a9-9696-4f7c06569ede#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a398400e-bd31-41a9-9696-4f7c06569ede#nlm34090-1
4237,2228,DailyMed,setid=30bdf2ea-008b-4cbb-81e4-c3474f2ad286#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=30bdf2ea-008b-4cbb-81e4-c3474f2ad286#nlm34090-1
4238,2229,DailyMed,setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1
4239,2230,DailyMed,setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1
4240,2231,DailyMed,setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=073201aa-556d-4a70-918e-84e9616fd88d#nlm34090-1
4241,2232,IUPHAR,1159,http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=1159
4243,2233,PubMed,18606720,http://europepmc.org/abstract/MED/18606720
4245,2234,DailyMed,fd638e5e-8032-e7ca-0179-95e96ab5d387,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd638e5e-8032-e7ca-0179-95e96ab5d387
4246,2235,DailyMed,63df5af3-b8ac-4e76-9830-2dbb340af922,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=63df5af3-b8ac-4e76-9830-2dbb340af922
4247,2235,PubMed,24052331,http://europepmc.org/abstract/MED/24052331
4249,2236,DailyMed,4b0700c9-b417-4c3a-b36f-de461e125bd3,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4b0700c9-b417-4c3a-b36f-de461e125bd3
4250,2236,PubMed,21486038,http://europepmc.org/abstract/MED/21486038
4251,2237,DailyMed,4b0700c9-b417-4c3a-b36f-de461e125bd3,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4b0700c9-b417-4c3a-b36f-de461e125bd3
4252,2237,PubMed,21486038,http://europepmc.org/abstract/MED/21486038
4253,2238,DailyMed,4b0700c9-b417-4c3a-b36f-de461e125bd3,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4b0700c9-b417-4c3a-b36f-de461e125bd3
4254,2238,PubMed,21486038,http://europepmc.org/abstract/MED/21486038
4255,2240,FDA,label/2013/204410s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204410s000lbl.pdf
4256,2241,FDA,label/2013/125486s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125486s000lbl.pdf
4257,2242,FDA,label/2013/205552lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/205552lbl.pdf
4258,2243,FDA,label/2013/205123s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/205123s001lbl.pdf
4259,2244,PubMed,24225327,http://europepmc.org/abstract/MED/24225327
4260,2245,FDA,label/2013/204153s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204153s000lbl.pdf
4261,2246,FDA,label/2013/203975s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203975s000lbl.pdf
4262,2247,FDA,label/2013/204671s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204671s000lbl.pdf
4263,2248,FDA,label/2013/022247Orig1s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022247Orig1s001lbl.pdf
4264,2248,PubMed,24373794,http://europepmc.org/abstract/MED/24373794
4265,2239,DailyMed,7b57509a-3d5d-41d4-8fed-1471e26372a3,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b57509a-3d5d-41d4-8fed-1471e26372a3
4266,2239,PubMed,16955067,http://europepmc.org/abstract/MED/16955067
4267,2239,PubMed,19263460,http://europepmc.org/abstract/MED/19263460
4268,2249,FDA,label/2013/205208s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/205208s000lbl.pdf
4269,2250,FDA,label/2013/205208s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/205208s000lbl.pdf
4270,2251,DailyMed,setid=61a5a84e-0194-4f11-91f8-83d7ac404932,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=61a5a84e-0194-4f11-91f8-83d7ac404932
4271,2252,DailyMed,setid=f371258d-91b3-4b6a-ac99-434a1964c3af,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f371258d-91b3-4b6a-ac99-434a1964c3af
4272,2253,DailyMed,setid=f371258d-91b3-4b6a-ac99-434a1964c3af,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f371258d-91b3-4b6a-ac99-434a1964c3af
4273,2254,FDA,label/2013/204592s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204592s000lbl.pdf
4274,2254,PubMed,12534640,http://europepmc.org/abstract/MED/12534640
4275,2254,PubMed,12713596,http://europepmc.org/abstract/MED/12713596
4276,2254,PubMed,12925531,http://europepmc.org/abstract/MED/12925531
4277,2255,DailyMed,setid=237da26c-f38c-4faa-93ad-735e71c9d0c1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=237da26c-f38c-4faa-93ad-735e71c9d0c1
4278,2256,DailyMed,setid=9ab8ce16-f7de-41d4-a4c8-1c742621b6d5,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9ab8ce16-f7de-41d4-a4c8-1c742621b6d5
4279,2257,DailyMed,fd638e5e-8032-e7ca-0179-95e96ab5d387,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd638e5e-8032-e7ca-0179-95e96ab5d387
4280,2258,DailyMed,fd638e5e-8032-e7ca-0179-95e96ab5d387,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd638e5e-8032-e7ca-0179-95e96ab5d387
4281,2244,FDA,label/2013/022416s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf
4283,2260,PubMed,15672122,http://europepmc.org/abstract/MED/15672122
4284,2262,FDA,label/2011/050606s028lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050606s028lbl.pdf
4285,2262,ISBN,9780702034718 PP. 612,http://www.isbnsearch.org/isbn/9780702034718
4287,2262,PubMed,14982757,http://europepmc.org/abstract/MED/14982757
4288,2263,DailyMed,setid=b086c825-401e-48e7-a6dd-2ad7423e86a0,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b086c825-401e-48e7-a6dd-2ad7423e86a0
4289,2263,PubMed,2114832,http://europepmc.org/abstract/MED/2114832
4292,2264,DailyMed,setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3acf6751-827d-11e2-9e96-0800200c9a66#nlm34090-1
4294,2267,PubMed,17214596,http://europepmc.org/abstract/MED/17214596
4295,2268,FDA,label/2014/204684s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204684s000lbl.pdf
4296,2268,PubMed,24614380,http://europepmc.org/abstract/MED/24614380
4297,2269,FDA,label/2014/205677s000lbledt.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205677s000lbledt.pdf
4298,2270,FDA,label/2014/022219s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/022219s001lbl.pdf
4299,2272,FDA,label/2014/125390s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125390s000lbl.pdf
4300,2273,FDA,label/2014/125477lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125477lbl.pdf
4301,2274,FDA,label/2014/125496s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125496s000lbl.pdf
4302,2276,FDA,label/2014/125431s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125431s000lbl.pdf
4303,2277,FDA,label/2014/125460s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125460s000lbl.pdf
4304,2278,FDA,label/2014/125460s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125460s000lbl.pdf
4305,685,PubMed,11222668,http://europepmc.org/abstract/MED/11222668
4306,684,PubMed,11222668,http://europepmc.org/abstract/MED/11222668
4307,2279,FDA,label/2014/206256lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/206256lbl.pdf
4308,2280,FDA,label/2014/206334s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/206334s000lbl.pdf
4309,2281,FDA,label/2014/203108s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/203108s000lbl.pdf
4310,2282,FDA,label/2014/205435s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205435s000lbl.pdf
4311,2284,FDA,label/2014/203567s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/203567s000lbl.pdf
4312,2285,FDA,label/2014/204569s001lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204569s001lbl.pdf
4313,2288,FDA,label/2014/021883s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021883s000lbl.pdf
