met_id,drug_record_id,substrate_record_id,metabolite_record_id,pathway_id,pathway_key,enzyme_name,enzyme_tid,met_conversion,organism,tax_id,met_comment
1096,2472322,2472322,2472580,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine
1097,2472322,2472322,2472581,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine
1098,2472322,2472322,2472582,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine
1099,2472322,2472322,2472626,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine
1100,2472322,2472322,2472627,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine
1101,2472322,2472322,2472628,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. Found in the urine
1102,2472324,2472324,2472630,1,,,22226,Oxidation of the formyl at the 2 position to give a carboxylic acid,,,Organ: unknown|Comment: An intermediate not actually detected in the urine. In tautomer equilibrium with B
1103,2472324,2472630,2472018,1,,,22226,Decarboxylation (removal of the carboxylic acid),,,Organ: unknown|Comment: Found in the urine. Also an intermediate in the metabolism of methyltesterone.
1104,2472324,2472018,2472019,1,,,22226,Reduction of the 3-keto group to a hydroxyl,,,Organ: unknown
1105,2472324,2472020,2472063,1,,,22226,Selective reduction of the 2-keto group,,,Organ: unknown|Comment: A seco diacid found in small amounts in urine.
1106,2472324,2472064,2472065,1,,,22226,Oxidation,,,Organ: unknown|Comment: A seco diacid found in small amounts in urine. A regio-isomer of 5
1107,2472324,2472064,2472146,1,,,22226,Oxidation,,,Organ: unknown|Comment: A seco diacid found in small amounts in urine. A regio-isomer of 4
1108,2472324,2472630,2472063,1,,,22226,Oxidative cleavage of the C2-C3 bond,,,Organ: unknown|Comment: A seco diacid found in small amounts in urine.
1109,2472324,2472630,2472195,1,,,22226,Tautomerisation,,,Organ: unknown|Comment: In tautomer equilibrium with A. Not detected in urine.
1110,2472324,2472195,2472063,1,,,22226,epoxidation and epoxide opening.,,,Organ: unknown|Comment: A seco diacid found in small amounts in urine.
1111,2472199,2472196,2472198,1,,CYP2D6,11365,Methylation of the hydroxyl in the meta position,,,Organ: Liver|Comment: Subsequent glucuronidation and sulfation leads to the production of the predominant metabolites found in the urine and faeces.
1112,2472199,2472196,2472227,1,,,22226,Ether link cleavage removing the phenol,,,Organ: Liver|Comment: Subsequent glucuronidation leads to the production of the predominant metabolites found in the urine and faeces.
1113,2472420,2472420,2472228,1,,,22226,Demethylation at C7,,,Organ: Liver and red blood cells|Comment: Demethylation is a major route of metabolism for this drug.
1114,2472420,2472420,2472230,1,,,22226,Demethylation of part of the chain follwed by carboxylation,,,"Organ: Liver and red blood cells|Comment: The major biotransformation product, active (contributes to the improvement of blood flow by decreasing its viscosity. Most likely by increasing cell flexibility) has  5 to 8 times the concentration levels in the plasma of the parent"
1115,2472151,2472421,2472307,1,,CYP1A2,12594,N-Dealkylation that results in a carboxylic acid,,,"Organ: Liver|Comment: One of the major metabolites and routes of metabolism(represents 41% of the dose). Proceeds via an aldehyde intermediate. Can be formed via a different route of metabolism. ABOUT 20 METABOLITES AS THE METABOLIC REACTIONS CAN FOLLOW ON FROM EACH OTHER, ONE AFTER ANOTHER, BUT NOT ALL OF THESES METABOLITES HAVE BEEN FULLY CHARACTERISED"
1116,2472151,2472421,2472350,1,,CYP1A2,12594,N-dealkylation,,,"Organ: Liver|Comment: Part of the route to the production of Napthoxylactic acid formed via an aldehyde intermediate. Can also undergo conjugation with glucuronic acid. ABOUT 20 METABOLITES AS THE METABOLIC REACTIONS CAN FOLLOW ON FROM EACH OTHER, ONE AFTER ANOTHER, BUT NOT ALL OF THESES METABOLITES HAVE BEEN FULLY CHARACTERISED"
1117,2472151,2472421,2472351,1,,CYP2D6,11365,Aromatic Hydroxylation at position 4,,,"Organ: Liver|Comment: The major route of metabolism (42% of dose undergoes this route) its glucuronide and sulfate conjugates are the predominant metabolites. Has equipotency to the parent but does not contribute to the overall pharmacological effect due to its very short half-life, it rapidly forms its inactive conjugates. ABOUT 20 METABOLITES AS THE METABOLIC REACTIONS CAN FOLLOW ON FROM EACH OTHER, ONE AFTER ANOTHER, BUT NOT ALL OF THESES METABOLITES HAVE BEEN FULLY CHARACTERISED"
1118,2472308,2472476,2472455,1,,CYP2C9,12911,Mono-hydroxylation of either the aliphatic or piperazine moiety,,,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.
1119,2472308,2472476,2472455,1,,CYP3A,106175,Mono-hydroxylation of either the aliphatic or piperazine moiety,,,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.
1120,2472308,2472476,2472456,1,,CYP2C9,12911,Mono-hydroxylation of either the aliphatic or piperazine moiety,,,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.
1121,2472308,2472476,2472456,1,,CYP3A,106175,Mono-hydroxylation of either the aliphatic or piperazine moiety,,,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.
1122,2472308,2472476,2472457,1,,CYP2C9,12911,Mono-hydroxylation of either the aliphatic or piperazine moiety,,,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.
1123,2472308,2472476,2472457,1,,CYP3A,106175,Mono-hydroxylation of either the aliphatic or piperazine moiety,,,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.
1124,2472308,2472476,2472458,1,,CYP2C9,12911,Mono-hydroxylation of either the aliphatic or piperazine moiety,,,Organ: Liver|Comment: Hydroxylation/oxidtaion is a major metabolic pathway.
1125,2472321,2472321,2472446,1,,SULT1A1,104076,Sulfate cinjugation at the phenolic hydroxyl,,,"Organ: Liver|Comment: Inactive makes up 25-35% of dose recovered in excreted material, one of the major routes of elimination of this drug."
1126,2472321,2472321,2472447,1,,CYP2E1,20056,Oxidation,,,Organ: Liver|Comment: A small proportion of the dose is converted to reactive intermediate which is potentially hepatotoxicity: it covalentyl binds to macromolecules such as proteins within the cell cauising oxidative stress and mitochondrial damage. Can undergo subsequent glutathione conjugation
1127,2472321,2472447,2472576,1,,,22226,Glutathione conjugatio at the phenolic hydroxyl,,,"Organ: Liver|Comment: Conjugation to glutathione leads to excretion, reducing thte toxicity if the reactive intermediate, in cases of overdosage, liver glutathione is depleted and the reactive intermediate metabolite begins to exert cytotoxicty"
1128,2472321,2472576,2472577,1,,,22226,Cysteine conjugation,,,Organ: Liver|Comment: Another safe form of the reactive intermediate that leads to excretion
1129,2472322,2472322,2472578,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. One of the principal urinary metabolites. Found in the urine.
1130,2472322,2472322,2472579,1,,,22226,N-Demethylation,,,Organ: Unknown|Comment: Unsure on the actual metabolic route. Apparent metabolism is required for the drugs cytotoxic effects. One of the principal urinary metabolites. Found in the urine.
1134,2471922,2471922,2472210,1,,Aldehyde Oxidase,12056,hydroxylation at position 7,,,Organ: Liver|Comment: It is unknown for whether it has a therapeutic or toxic effect; it is associated with renal and hepatic toxicity at high doses; does not possess the ability to significantly inhibit dihydrofolic acid reductase (DHFR)
1135,2472107,2472073,2472423,1,,,22226,Isomerisation,,,Organ: Liver|Comment: A product of Isomerisation along with 6-epipravastatin. A product of one of the major biotransformation pathways of the parent drug
1136,2472107,2472073,2472117,1,,,22226,Beta-oxidation of the carboxyl side-chain,,,Organ: Liver|Comment: Another centre of possible metabolism
1137,2472107,2472073,2472119,1,,,22226,Delta-hydroxylation of the ester side-chain,,,Organ: Liver|Comment: Another centre of possible metabolism
1138,2472268,2472239,2471983,1,,CYP2C9,12911,hydroxylation,,,"Organ: Liver|Comment: The main metabolite of Diclofenac, it has weak pharmacological activity; can undergo subsequent glucuronide and sulfonation conjugation"
1139,2472268,2472239,2472037,1,,CYP3A4,17045,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
1140,2472268,2472239,2472037,1,,CYP2C19,12912,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
1141,2472268,2472239,2472037,1,,CYP2C18,11186,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
1142,2472268,2472239,2472037,1,,CYP2B6,20085,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
1143,2472268,2472239,2472037,1,,CYP2C8,10163,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
1144,2472268,2472239,2472039,1,,,22226,hydroxylation,,,Organ: Liver|Comment: can undergo subsequent glucuronide and sulfonation conjugation
1145,2472109,2471868,2472356,1,,CYP3A4,17045,N-methylation,,,Organ: Liver|Comment: erythromycin may inhibit the oxidation of other substrates of CYP3A4.
1146,2472074,2472074,2472160,1,,,22226,Dehydrazination,,,"Organ: Liver and small Intestine (maybe the Brain and Kidney aswell)|Comment: Can undergo further glucuronide and glycine conjugation, but it is a widely variable process. One of the major products excreted in urine. No significant anti-bacterial (tuberculosis) activity."
1147,2472074,2472074,2472163,1,,NAT2,109630,N-acetylation of the hydrazine group,,,"Organ: Liver and small Intestine (maybe the Brain and Kidney aswell)|Comment: Major metabolic pathway of isoniazid, one of the major excretion products found in urine. No significant anti-bacterial (tuberculosis) activity."
1148,2472074,2472164,2472165,1,,CYP2E1,20056,Acetylation of hydrazine,,,Organ: Liver and small Intestine (maybe the Brain and Kidney aswell)|Comment: Found in urine
1149,2472074,2472164,2472165,1,,NAT2,109630,Acetylation of hydrazine,,,Organ: Liver and small Intestine (maybe the Brain and Kidney aswell)|Comment: Found in urine
1150,2472074,2472166,2472167,1,,,22226,Hydrazine decays to its constituent components including ammonia,,,Organ: Liver and small Intestine (maybe the Brain and Kidney aswell)|Comment: One of the metabolites possibly responsible for hepatotoxicity
1151,2472544,2472075,2472555,1,,CYP3A4,17045,removal of one of the ethane groups from the N atom.,,,"Organ: Liver and the intestines|Comment: Only metabolite that has been found in humans, in animals it has been reported to have electrophysiological and antiarrhythmic effects similar to that of amiodarone (prevents and suppresses arrhythmias), but its contribution to the effects of the parent drug are unknown. (maybe write what these effects are)"
1152,2472544,2472075,2472555,1,,CYP2C8,10163,removal of one of the ethane groups from the N atom.,,,"Organ: Liver and the intestines|Comment: Only metabolite that has been found in humans, in animals it has been reported to have electrophysiological and antiarrhythmic effects similar to that of amiodarone (prevents and suppresses arrhythmias), but its contribution to the effects of the parent drug are unknown. (maybe write what these effects are)"
1153,2471967,2472110,2472609,1,,CYP2B6,20085,N-demethylation,,,Organ: Liver|Comment: Predominant metabolites but it is suggested that the parent drug metabolises to a much wider variety of compounds.
1154,2472111,2472111,2471880,1,,,22226,Desacetylation (hydrolysis),,,Organ: Liver|Comment: Primary metabolite and metabolic pathway. Responsible for antibacterial activity of the drug. It is possible that Rifampin auto-induces its own metabolism.
1155,2471926,2471926,2472633,1,,CYP2C8,10163,Hydroxylation of the methyl group of the 2-methylpropionitrile moiety,,,Organ: Liver|Comment: The major oxidative metabolite and one of the primary major metabolic pathways. Primarily excreted in the urine as a glucuronide conjugate. No significant pharmacological activity. Found in the urine and plasma.
1156,2471926,2471926,2472633,1,,CYP3A5,12739,Hydroxylation of the methyl group of the 2-methylpropionitrile moiety,,,Organ: Liver|Comment: The major oxidative metabolite and one of the primary major metabolic pathways. Primarily excreted in the urine as a glucuronide conjugate. No significant pharmacological activity. Found in the urine and plasma.
1157,2471926,2471926,2472633,1,,CYP3A4,17045,Hydroxylation of the methyl group of the 2-methylpropionitrile moiety,,,Organ: Liver|Comment: The major oxidative metabolite and one of the primary major metabolic pathways. Primarily excreted in the urine as a glucuronide conjugate. No significant pharmacological activity. Found in the urine and plasma.
1158,2471926,2471926,2472397,1,,UGT2B7,100637,"Glucuronide conjugation, don't know where exactly.",,,Organ: Liver|Comment: Glucuronidation is a significant pathway of metabolism.  The major conjugate metabolite and a major primary route of metabolism. Found in the urine and plasma. No significant pharmacological activity.
1159,2471926,2471926,2472397,1,,UGT1A4,12866,"Glucuronide conjugation, don't know where exactly.",,,Organ: Liver|Comment: Glucuronidation is a significant pathway of metabolism.  The major conjugate metabolite and a major primary route of metabolism. Found in the urine and plasma. No significant pharmacological activity.
1160,2471926,2472635,2471911,1,,UDP-glucuronosyltransferases,22226,N-dealkylation and glucuronide conjugation to the carboxylic acid forming an ester,,,Organ: Liver|Comment: A minor route of metabolism
1161,2472027,2471974,2471913,1,,,22226,Oxidation of the S atom to forma sulfoxide,,,Organ: Unknown|Comment: The major metabolite
1162,2472027,2471974,2471914,1,,,22226,Hydroxylation at the 5 position,,,Organ: Unknown
1163,2471975,2471961,2471962,1,,,22226,Glucuronide conjugation to the alcohol forming an ether.,,,Organ: Liver|Comment: Excreted primarily in the urine.
1165,2471977,2471977,2471963,1,,,22226,"Proposed route: reductive cleavage of the N-O bind in isoxizale to a proposed enamine ketone intermediate which hydrolyses into another proposed intermediate, which reduces producing the target",,,Organ: Liver|Comment: The major metabolite. Found in the urine. Can undergo further metabolism. No antigonadotropic action. OVER 10 METABOLITES IDENTIFIED IN FAECES BUT NOT ALL OF THEM HAVE BEEN CHARACTERISED.
1166,2471977,2471963,2472398,1,,,22226,Hydroxylation at C1 followed by dehydration,,,Organ: Liver|Comment: The second most predominant metabolite (one of the principal ones). Excreted in faeces. No antigonadotropic activity. OVER 10 METABOLITES IDENTIFIED IN FAECES BUT NOT ALL OF THEM HAVE BEEN CHARACTERISED.
1167,2471977,2471963,2472399,1,,,22226,Hydroxylation at 6beta position,,,Organ: Liver|Comment: No antigonadotropic activity. Excreted in faeces. OVER 10 METABOLITES IDENTIFIED IN FAECES BUT NOT ALL OF THEM HAVE BEEN CHARACTERISED.
1168,2471977,2472398,2472400,1,,,22226,Hydroxylation at 6beta position,,,Organ: Liver|Comment: No antigonadotropic activity. Excreted in faeces. OVER 10 METABOLITES IDENTIFIED IN FAECES BUT NOT ALL OF THEM HAVE BEEN CHARACTERISED.
1169,2472408,2472478,2472021,1,,,22226,Opening of the piperdine ring to form an acid,,,Organ: Unknown|Comment: The predominant metabolite
1170,2472408,2472478,2472022,1,,,22226,Lactam cyclisation,,,Organ: Unknown|Comment: A minor urinary metabolite that can undergo subsequent metabolism
1171,2472408,2472478,2472402,1,,,22226,hydroxylation,,,Organ: Unknown|Comment: A minor urinary metabolite
1172,2472408,2472022,2472404,1,,,22226,Glucuronide conjugation,,,Organ: Unknown|Comment: A minor urinary metabolite
1173,2472067,2472511,2472024,1,,,22226,Hydroxylation at the 4' position,,,Organ: Liver|Comment: A major route of metabolism. Found in the urine.
1174,2472512,2472512,2472440,1,,CYP2E1,20056,Hydroxylation at the 3 position,,,Organ: Liver|Comment: Obtained from the urine as 4 stereoisomers. Hydroxylation is a major route of metabolism. No known anticonvulsant activity or any other pharmacological activity.
1175,2472512,2472512,2472440,1,,CYP3A,106175,Hydroxylation at the 3 position,,,Organ: Liver|Comment: Obtained from the urine as 4 stereoisomers. Hydroxylation is a major route of metabolism. No known anticonvulsant activity or any other pharmacological activity.
1176,2472512,2472441,2472442,1,,,22226,Glucuronide conjugation at the hydroxyl forming an ether,,,Organ: Liver|Comment: Glucuronidation is one of the major metabolic routes.  No known anticonvulsant activity or any other pharmacological activity.
1177,2472512,2472441,2472492,1,,CYP2E1,20056,Oxidation of the hydroxyl producing a carboxylic acid,,,Organ: Liver|Comment: No known anticonvulsant activity or any other pharmacological activity.
1178,2472512,2472441,2472492,1,,CYP3A,106175,Oxidation of the hydroxyl producing a carboxylic acid,,,Organ: Liver|Comment: No known anticonvulsant activity or any other pharmacological activity.
1179,2472512,2472512,2472493,1,,CYP2E1,20056,Oxidation of the ethyl group at position 2 producing a ketone,,,Organ: Liver|Comment: No known anticonvulsant activity or any other pharmacological activity.
1180,2472512,2472512,2472493,1,,CYP3A,106175,Oxidation of the ethyl group at position 2 producing a ketone,,,Organ: Liver|Comment: No known anticonvulsant activity or any other pharmacological activity.
1181,2472512,2472512,2472495,1,,CYP2E1,20056,Hydroxylation of the methyl group at position 2,,,Organ: Liver|Comment: Obtained from the urine as 2 enantiomers. Hydroxylation is a major route of metabolism. No known anticonvulsant activity or any other pharmacological activity.
1182,2472512,2472512,2472495,1,,CYP3A,106175,Hydroxylation of the methyl group at position 2,,,Organ: Liver|Comment: Obtained from the urine as 2 enantiomers. Hydroxylation is a major route of metabolism. No known anticonvulsant activity or any other pharmacological activity.
1183,2472513,2472513,2472405,1,,UGT1A9,104087,Glucuronide conjugation,,,Organ: Liver|Comment: The major metabolite and a significant route of metabolism. Found in the urine. Glucuronidation is stereoselective towards the S enantiomer of etodolac. Largely inactive. SEVERAL UNIDENTIFIED METABOLITES IN THE PLASMA.
1184,2472513,2472513,2472496,1,,CYP2C9,12911,Hydroxylation at the 6 position,,,Organ: Liver|Comment: One of the hydroxylated metabolites that make up for 46% of the products attained from urine. Hydroxylation is stereoselective the R enantiomer. Largely inactive. SEVERAL UNIDENTIFIED METABOLITES IN THE PLASMA.
1185,2472513,2472513,2472497,1,,CYP2C9,12911,Hydroxylation at the 7 position,,,Organ: Liver|Comment: One of the hydroxylated metabolites that make up for 46% of the products attained from urine. Hydroxylation is stereoselective the R enantiomer. Largely inactive. SEVERAL UNIDENTIFIED METABOLITES IN THE PLASMA.
1186,2472513,2472513,2472498,1,,CYP2C9,12911,Hydroxylation of the ethyl group (at the 1 position) on the 8 position of the fused ring system,,,Organ: Liver|Comment: One of the hydroxylated metabolites that make up for 46% of the products attained from urine. Hydroxylation is stereoselective the R enantiomer. Largely inactive. SEVERAL UNIDENTIFIED METABOLITES IN THE PLASMA.
1187,2472513,2472513,2472531,1,,,22226,Conjugation of a urea molecule at the 10 position,,,Organ: Liver|Comment: Other metabolite (most likely found in plasma). SEVERAL UNIDENTIFIED METABOLITES IN THE PLASMA.
1188,2472513,2472513,2472406,1,,CYP2C9,12911,Dihydroxylation,,,Organ: Liver|Comment: Other metabolite (most likely found in plasma). Hydroxylation is stereoselective the R enantiomer. Largely inactive. SEVERAL UNIDENTIFIED METABOLITES IN THE PLASMA.
1189,2472514,2472514,2472532,1,,Esterases,22226,De-esterification,,,Organ: Liver|Comment: Fenofibrate is more or less completely converted into this metabolite. Can undergo further metabolism. Mainly excreted in the urine as a glucuronide conjugate. Is the active metabolite : inhibits PDGF-induced stimulation of DNA synthesis.
1190,2472514,2472532,2472534,1,,,22226,Reduction of the carbonyl moiety to a benzhodryl metabolite,,,"Organ: Liver|Comment: A minor metabolite, but has similar activity to fenofibric acid. Mainly excreted as its glucuronide conjugate in urine"
1191,2472514,2472534,2472570,1,,,22226,Glucuronide conjugation to the carboxylic acid forming an ester,,,"Organ: Liver|Comment: A minor metabolite, found in the urine."
1192,2472044,2472571,2472041,1,,Dihydropyrimidine dehydrogenase,11159,reduction,,,Organ: Liver
1194,2472541,2472549,2472574,1,,NADPH-dependent ketone reductases,22226,Reduction of carbonyl moiety to a hydroxyl,,,Organ: Liver and Brain|Comment: Active metabolite: same affinity for sigma receptors as the parent and 85-fold lower affinity for dopamine recpetors. May contibute to the drug's overall pharmacological activity. Can be oxidised back to the parent compound. Subject to glucuronidation
1195,2472541,2472549,2472575,1,,CYP2D6,11365,Oxidative N-dealkylation,,,Organ: Liver|Comment: The principal route of metabolism. Inactive. May be produced via an aldehyde intermediate.
1196,2472541,2472549,2472575,1,,CYP3A4,17045,Oxidative N-dealkylation,,,Organ: Liver|Comment: The principal route of metabolism. Inactive. May be produced via an aldehyde intermediate.
1197,2472541,2472574,2472407,1,,CYP3A4,17045,N-dealkylation,,,Organ: Liver
1198,2472541,2472549,2472623,1,,CYP3A4,17045,Reductive dehydration,,,Organ: Liver and Brain|Comment: Part of the metabolic pathway that forms a possibly neurotoxic metabolite. Can undergo N-dealkylation and form an N-oxide metabolite that can be converted back to this metabolite or into the N-dealkylated metabolite.
1199,2472541,2472624,2472625,1,,Cystolic ketone reductases,22226,Reduction,,,"Organ: Liver and Brain|Comment: Possibly neurotoxic metabolite: cytotoxic towards dopaminergic neuroblastoma cells with similar potency as MPP+, a compound known to be highly neurotoxic. Found in the blood and urine"
1200,2472541,2471904,2471903,1,,,22226,N-dealkylation,,,Organ: Liver
1201,2472541,2472574,2471905,1,,CYP3A4,17045,Alpha-carbon hydroxylation followed by water elimination,,,Organ: Liver|Comment: Part of the metabolic pathway that forms a possibly neurotoxic metabolite. Either directly forms It or via its enamine conjugate base.
1202,2472541,2471905,2472625,1,,Cystolic ketone reductases,22226,Reduction,,,"Organ: Liver and Brain|Comment: Possibly neurotoxic metabolite: cytotxic towards dopaminergic neurobalstoma cells with similar potency as MPP+, a compound known to be highly neurotoxic. Found in the blood and urine"
1203,2472270,2472241,2471953,1,,CYP1A1,11113,N-demethylation,,,Organ: Liver|Comment: The major active circulating metabolite
1204,2472270,2472241,2471953,1,,CYP2C19,12912,N-demethylation,,,Organ: Liver|Comment: The major active circulating metabolite
1205,2472270,2472241,2471953,1,,CYP2C9,12911,N-demethylation,,,Organ: Liver|Comment: The major active circulating metabolite
1206,2472270,2472241,2471953,1,,CYP2D6,11365,N-demethylation,,,Organ: Liver|Comment: The major active circulating metabolite
1207,2472270,2472241,2471953,1,,CYP1A2,12594,N-demethylation,,,Organ: Liver|Comment: The major active circulating metabolite
1208,2472270,2472241,2471953,1,,CYP3A4,17045,N-demethylation,,,Organ: Liver|Comment: The major active circulating metabolite
1209,2472270,2472241,2472448,1,,CYP1A1,11113,Hydroxylation of the pyridine ring,,,Organ: Liver|Comment: Exact structure unknown. Attained in vitro.
1210,2472270,2472241,2472448,1,,CYP3A4,17045,Hydroxylation of the pyridine ring,,,Organ: Liver|Comment: Exact structure unknown. Attained in vitro.
1211,2472270,2472241,2472450,1,,CYP3A4,17045,N-oxidation of the methyl-piperazine ring,,,Organ: Liver|Comment: Exact structure unknown. Attained in vitro.
1212,2472270,2472241,2472452,1,,CYP3A4,17045,N-oxidation of the pyrimidine ring,,,Organ: Liver|Comment: Exact structure unknown. Attained in vitro.
1213,2472276,2471954,2471956,1,,,22226,N-dealcyaltion,,,Organ: Liver|Comment: A secondary metabolite (a result of the primary mechanism of metabolism following on from each other e.g. O-demthylation followed by N-deacylation) found in the plasma. INDOMETHACIN ITSELF IS EXCRETED IN THE URINE AS A GLUCURONIDE.
1214,2472503,2472277,2471957,1,,CYP2D6,11365,N-demethylation,,,Organ: Liver|Comment: Part of the major metabolic pathway. An active metabolite with one sixth of the potency of the parent. Can undergo further metabolism
1215,2472503,2472277,2471957,1,,CYP2C19,12912,N-demethylation,,,Organ: Liver|Comment: Part of the major metabolic pathway. An active metabolite with one sixth of the potency of the parent. Can undergo further metabolism
1216,2472503,2472277,2471957,1,,CYP2C8,10163,N-demethylation,,,Organ: Liver|Comment: Part of the major metabolic pathway. An active metabolite with one sixth of the potency of the parent. Can undergo further metabolism
1217,2472503,2472277,2471957,1,,CYP2A6,20073,N-demethylation,,,Organ: Liver|Comment: Part of the major metabolic pathway. An active metabolite with one sixth of the potency of the parent. Can undergo further metabolism
1218,2472503,2472277,2471957,1,,CYP2C9,12911,N-demethylation,,,Organ: Liver|Comment: Part of the major metabolic pathway. An active metabolite with one sixth of the potency of the parent. Can undergo further metabolism
1219,2472503,2472277,2471957,1,,CYP2B6,20085,N-demethylation,,,Organ: Liver|Comment: Part of the major metabolic pathway. An active metabolite with one sixth of the potency of the parent. Can undergo further metabolism
1220,2472503,2472277,2471957,1,,CYP3A4,17045,N-demethylation,,,Organ: Liver|Comment: Part of the major metabolic pathway. An active metabolite with one sixth of the potency of the parent. Can undergo further metabolism
1221,2472503,2472011,2472012,1,,,22226,Dehydration,,,"Organ: Liver|Comment: The major metabolite (terminal product of the major metabolic route), derived from several different hydroxylated metabolites. Has one tenth the potency of the parent drug."
1222,2472503,2472013,2472012,1,,,22226,Dehydration,,,"Organ: Liver|Comment: The major metabolite (terminal product of the major metabolic route), derived from several different hydroxylated metabolites. Has one tenth the potency of the parent drug."
1223,2472503,2472277,2472014,1,,,22226,Hydroxylation at the 6 position,,,Organ: Liver|Comment: A minor pathway of metabolism. Can either be excreted as a conjugate (which make up most of the material recovered from urine) in the urine or more likely undergo subsequent dehydration.
1224,2472503,2472014,2472015,1,,,22226,Dehydration,,,"Organ: Liver|Comment: Can undergo subsequent dehydration to form 5,6-dehydronorketamine"
1225,2472503,2472277,2472016,1,,,22226,Hydroxylation at the 5 position,,,Organ: Liver|Comment: A minor pathway of metabolism. Can either be excreted as a conjugate (which make up most of the material recovered from urine) in the urine or more likely undergo subsequent dehydration.
1226,2472503,2472016,2472015,1,,,22226,Dehydration,,,"Organ: Liver|Comment: Can undergo subsequent dehydration to form 5,6-dehydronorketamine"
1227,2472069,2472278,2472060,1,,,22226,N-oxidation,,,Organ: Liver|Comment: A minor route of metabolism
1228,2472069,2472278,2472061,1,,,22226,N-glucuronide conjugation,,,Organ: Liver|Comment: The entire dose is excreted as glucuronides.
1229,2472069,2472278,2472062,1,,,22226,Hydroxylation at the 2 position on the phenolic ring,,,Organ: Liver|Comment: A minor route of metabolism
1230,2472069,2472099,2472100,1,,,22226,N-glucuronide conjugation,,,Organ: Liver|Comment: The entire dose is excreted as glucuronides.
1231,2472069,2472099,2472101,1,,CYP1A2,12594,N-demethylation,,,Organ: Liver|Comment: A minor route of metabolism
1232,2472069,2472099,2472101,1,,CYP2C19,12912,N-demethylation,,,Organ: Liver|Comment: A minor route of metabolism
1233,2472069,2472099,2472101,1,,CYP2D6,11365,N-demethylation,,,Organ: Liver|Comment: A minor route of metabolism
1234,2472069,2472102,2472139,1,,,22226,N-glucuronide conjugation,,,Organ: Liver|Comment: The entire dose is excreted as glucuronides.
1235,2472069,2472102,2472140,1,,,22226,O-glucuronide conjugation,,,Organ: Liver|Comment: The entire dose is excreted as glucuronides.
1236,2472069,2472102,2472142,1,,,22226,Hydroxylation at the 2 position on the phenolic ring,,,Organ: Liver|Comment: A minor route of metabolism
1237,2472279,2472279,2472188,1,,Catechol-O-methyltransferase,91,Methylation of the hydroxyl at the 3 position of the phenol ring,,,Organ: Liver and Small intestine|Comment: A significant urinary metabolite (but still considered as a minor urinary metabolite). Inactive. Can undergo further conjugation
1238,2472279,2472279,2472191,1,,Catechol-O-methyltransferase,91,Methylation of the hydroxyl at the 3 position of the phenol ring,,,Organ: Liver and Small intestine|Comment: Minor urinary metabolite that can undergo further conjugation.
1239,2472280,2472280,2472192,1,,,22226,amide hydrolysis,,,Organ: Liver|Comment: One of the 2 major metabolites. Found in the urine and plasma. Appears to be inactive
1240,2472280,2472280,2472193,1,,CYP3A4,17045,S-oxidation,,,Organ: Liver|Comment: One of the 2 major metabolites. Found in the urine and plasma. Appears to be inactive
1241,2472280,2472280,2472454,1,,CYP3A4,17045,Hydroxylation,,,Organ: Liver|Comment: Minor metabolite found in the urine.
1242,2472281,2472221,2472222,1,,,22226,reduction of the ketone moiety to a secondary alcohol,,,Organ: Liver|Comment: Minor metabolite. Can undergo subsequent sulfate or glucuronide conjugation. Minimal contribution to any pharmacological activity. Can be produced via a different metabolic route
1243,2472281,2472281,2472223,1,,,22226,reduction of the ketone moiety to a secondary alcohol,,,Organ: Liver|Comment: Minor metabolite. Can undergo subsequent  glucuronide conjugation. Minimal contribution to any pharmacological activity.
