product_id,ingredient,strength,record_id,molregno,formulation_id
PRODUCT_090749_003,QUETIAPINE FUMARATE,EQ 200MG BASE,1344332,1678284,137247
PRODUCT_090749_004,QUETIAPINE FUMARATE,EQ 300MG BASE,1344332,1678284,137248
PRODUCT_090749_005,QUETIAPINE FUMARATE,EQ 400MG BASE,1344332,1678284,137249
PRODUCT_088656_001,THEOPHYLLINE,300MG,1343085,381693,137250
PRODUCT_013615_001,PIPERACETAZINE,10MG,1344954,453721,137251
PRODUCT_013615_002,PIPERACETAZINE,25MG,1344954,453721,137252
PRODUCT_085978_001,QUINIDINE GLUCONATE,266MG,1344430,674388,137253
PRODUCT_086099_001,QUINIDINE GLUCONATE,400MG,1344430,674388,137254
PRODUCT_076459_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137255
PRODUCT_076459_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137256
PRODUCT_076459_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137257
PRODUCT_076459_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137258
PRODUCT_076049_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137259
PRODUCT_076049_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137260
PRODUCT_076049_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137261
PRODUCT_076049_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137262
PRODUCT_076240_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137263
PRODUCT_076240_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137264
PRODUCT_076240_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137265
PRODUCT_076240_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137266
PRODUCT_202725_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137267
PRODUCT_202725_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137268
PRODUCT_202725_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137269
PRODUCT_202725_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137270
PRODUCT_078457_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137271
PRODUCT_078457_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137272
PRODUCT_078457_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137273
PRODUCT_078457_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137274
PRODUCT_077690_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137275
PRODUCT_077690_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137276
PRODUCT_077690_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137277
PRODUCT_077690_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137278
PRODUCT_076036_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137279
PRODUCT_076694_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137280
PRODUCT_076036_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137281
PRODUCT_076694_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137282
PRODUCT_076036_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137283
PRODUCT_076694_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137284
PRODUCT_076036_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137285
PRODUCT_076694_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137286
PRODUCT_205823_001,QUINAPRIL HYDROCHLORIDE,EQ 5MG BASE,1343398,674962,137287
PRODUCT_205823_002,QUINAPRIL HYDROCHLORIDE,EQ 10MG BASE,1343398,674962,137288
PRODUCT_205823_003,QUINAPRIL HYDROCHLORIDE,EQ 20MG BASE,1343398,674962,137289
PRODUCT_205823_004,QUINAPRIL HYDROCHLORIDE,EQ 40MG BASE,1343398,674962,137290
PRODUCT_091524_001,HYDROCHLOROTHIAZIDE,12.5MG,1344063,2045,137307
PRODUCT_091524_001,QUINAPRIL HYDROCHLORIDE,12.5MG,1343398,674962,137308
PRODUCT_091524_002,HYDROCHLOROTHIAZIDE,12.5MG,1344063,2045,137309
PRODUCT_091524_002,QUINAPRIL HYDROCHLORIDE,12.5MG,1343398,674962,137310
PRODUCT_091524_003,HYDROCHLOROTHIAZIDE,25MG,1344063,2045,137311
PRODUCT_091524_003,QUINAPRIL HYDROCHLORIDE,25MG,1343398,674962,137312
PRODUCT_078450_001,HYDROCHLOROTHIAZIDE,12.5MG,1344063,2045,137313
PRODUCT_078450_001,QUINAPRIL HYDROCHLORIDE,12.5MG,1343398,674962,137314
PRODUCT_078450_002,HYDROCHLOROTHIAZIDE,12.5MG,1344063,2045,137315
PRODUCT_078450_002,QUINAPRIL HYDROCHLORIDE,12.5MG,1343398,674962,137316
PRODUCT_078450_003,HYDROCHLOROTHIAZIDE,25MG,1344063,2045,137317
PRODUCT_078450_003,QUINAPRIL HYDROCHLORIDE,25MG,1343398,674962,137318
PRODUCT_084177_001,QUINIDINE SULFATE,200MG,1343075,2039153,137343
PRODUCT_083808_001,QUINIDINE SULFATE,200MG,1343075,2039153,137344
PRODUCT_083640_001,QUINIDINE SULFATE,200MG,1343075,2039153,137345
PRODUCT_085632_001,QUINIDINE SULFATE,300MG,1343075,2039153,137346
PRODUCT_087011_001,QUINIDINE SULFATE,200MG,1343075,2039153,137347
PRODUCT_083622_001,QUINIDINE SULFATE,200MG,1343075,2039153,137348
PRODUCT_083439_001,QUINIDINE SULFATE,200MG,1343075,2039153,137349
PRODUCT_083583_001,QUINIDINE SULFATE,200MG,1343075,2039153,137350
PRODUCT_083347_001,QUINIDINE SULFATE,200MG,1343075,2039153,137352
PRODUCT_084549_001,QUINIDINE SULFATE,200MG,1343075,2039153,137353
PRODUCT_085175_001,QUINIDINE SULFATE,200MG,1343075,2039153,137354
PRODUCT_085276_001,QUINIDINE SULFATE,200MG,1343075,2039153,137355
PRODUCT_083743_001,QUINIDINE SULFATE,200MG,1343075,2039153,137356
PRODUCT_086176_001,QUINIDINE SULFATE,200MG,1343075,2039153,137357
PRODUCT_085038_001,QUINIDINE SULFATE,200MG,1343075,2039153,137358
PRODUCT_085322_001,QUINIDINE SULFATE,200MG,1343075,2039153,137359
PRODUCT_084627_001,QUINIDINE SULFATE,200MG,1343075,2039153,137360
PRODUCT_084003_001,QUINIDINE SULFATE,200MG,1343075,2039153,137361
PRODUCT_084631_001,QUINIDINE SULFATE,200MG,1343075,2039153,137362
PRODUCT_084914_001,QUINIDINE SULFATE,200MG,1343075,2039153,137363
PRODUCT_088072_002,QUINIDINE SULFATE,200MG,1343075,2039153,137364
PRODUCT_088072_001,QUINIDINE SULFATE,300MG,1343075,2039153,137365
PRODUCT_089839_001,QUINIDINE SULFATE,300MG,1343075,2039153,137366
PRODUCT_085068_001,QUINIDINE SULFATE,200MG,1343075,2039153,137367
PRODUCT_088973_001,QUINIDINE SULFATE,200MG,1343075,2039153,137371
PRODUCT_087837_001,QUINIDINE SULFATE,200MG,1343075,2039153,137372
PRODUCT_083393_001,QUINIDINE SULFATE,200MG,1343075,2039153,137373
PRODUCT_087909_001,QUINIDINE SULFATE,200MG,1343075,2039153,137374
PRODUCT_083963_001,QUINIDINE SULFATE,200MG,1343075,2039153,137375
PRODUCT_083879_001,QUINIDINE SULFATE,200MG,1343075,2039153,137376
PRODUCT_085584_001,QUINIDINE SULFATE,100MG,1343075,2039153,137377
PRODUCT_083288_001,QUINIDINE SULFATE,200MG,1343075,2039153,137378
PRODUCT_085140_002,QUINIDINE SULFATE,200MG,1343075,2039153,137379
PRODUCT_085583_001,QUINIDINE SULFATE,300MG,1343075,2039153,137380
PRODUCT_085444_001,QUINIDINE SULFATE,200MG,1343075,2039153,137381
PRODUCT_083576_001,QUINIDINE SULFATE,200MG,1343075,2039153,137382
PRODUCT_085222_001,QUINIDINE SULFATE,300MG,1343075,2039153,137383
PRODUCT_208206_001,RALOXIFENE HYDROCHLORIDE,60MG,1343373,158276,137384
PRODUCT_204310_001,RALOXIFENE HYDROCHLORIDE,60MG,1343373,158276,137385
PRODUCT_204491_001,RALOXIFENE HYDROCHLORIDE,60MG,1343373,158276,137386
PRODUCT_090842_001,RALOXIFENE HYDROCHLORIDE,60MG,1343373,158276,137387
PRODUCT_206384_001,RALOXIFENE HYDROCHLORIDE,60MG,1343373,158276,137388
PRODUCT_078193_001,RALOXIFENE HYDROCHLORIDE,60MG,1343373,158276,137389
PRODUCT_200825_001,RALOXIFENE HYDROCHLORIDE,60MG,1343373,158276,137390
PRODUCT_091610_001,RAMELTEON,8MG,1344435,221962,137391
PRODUCT_090650_001,RAMIPRIL,1.25MG,1343174,189203,137397
PRODUCT_090650_002,RAMIPRIL,2.5MG,1343174,189203,137398
PRODUCT_090650_003,RAMIPRIL,5MG,1343174,189203,137399
PRODUCT_090650_004,RAMIPRIL,10MG,1343174,189203,137400
PRODUCT_090697_001,RAMIPRIL,1.25MG,1343174,189203,137401
PRODUCT_090697_002,RAMIPRIL,2.5MG,1343174,189203,137402
PRODUCT_090697_003,RAMIPRIL,5MG,1343174,189203,137403
PRODUCT_090697_004,RAMIPRIL,10MG,1343174,189203,137404
PRODUCT_077824_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137405
PRODUCT_077824_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137406
PRODUCT_074680_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137407
PRODUCT_074680_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137408
PRODUCT_075167_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137409
PRODUCT_200172_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137410
PRODUCT_074662_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137411
PRODUCT_074662_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137412
PRODUCT_076705_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137414
PRODUCT_076705_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137415
PRODUCT_075294_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137416
PRODUCT_078192_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137417
PRODUCT_075497_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137423
PRODUCT_074023_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137424
PRODUCT_074552_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137425
PRODUCT_074023_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137426
PRODUCT_074552_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137427
PRODUCT_075180_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137428
PRODUCT_075180_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137429
PRODUCT_076195_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137430
PRODUCT_091429_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137431
PRODUCT_091429_002,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137432
PRODUCT_075254_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137433
PRODUCT_075000_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137434
PRODUCT_075000_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137435
PRODUCT_075519_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137436
PRODUCT_074467_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137437
PRODUCT_074467_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137438
PRODUCT_201745_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137439
PRODUCT_200536_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137440
PRODUCT_205512_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137441
PRODUCT_205512_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137442
PRODUCT_075132_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137443
PRODUCT_075439_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137444
PRODUCT_075439_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137445
PRODUCT_074864_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137449
PRODUCT_074864_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137450
PRODUCT_076760_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137453
PRODUCT_078884_001,RANITIDINE HYDROCHLORIDE,EQ 75MG BASE,1343933,1382812,137454
PRODUCT_078653_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137456
PRODUCT_078701_001,RANITIDINE HYDROCHLORIDE,EQ 150MG BASE,1343933,1382812,137457
PRODUCT_078701_002,RANITIDINE HYDROCHLORIDE,EQ 300MG BASE,1343933,1382812,137459
PRODUCT_021110_004,SIROLIMUS,0.5MG,1344737,923,137460
PRODUCT_021110_001,SIROLIMUS,1MG,1344737,923,137461
PRODUCT_021110_002,SIROLIMUS,2MG,1344737,923,137462
PRODUCT_021110_003,SIROLIMUS,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1344737,923,137463
PRODUCT_201970_001,RASAGILINE MESYLATE,EQ 0.5MG BASE,1343779,675093,137466
PRODUCT_201970_002,RASAGILINE MESYLATE,EQ 1MG BASE,1343779,675093,137467
PRODUCT_201823_001,RASAGILINE MESYLATE,EQ 0.5MG BASE,1343779,675093,137468
PRODUCT_201823_002,RASAGILINE MESYLATE,EQ 1MG BASE,1343779,675093,137469
PRODUCT_009357_001,RESERPINE,0.1MG,1343560,43952,137470
PRODUCT_009357_004,RESERPINE,0.25MG,1343560,43952,137471
PRODUCT_009357_006,RESERPINE,0.5MG,1343560,43952,137472
PRODUCT_009357_008,RESERPINE,1MG,1343560,43952,137473
PRODUCT_008842_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137474
PRODUCT_008842_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137475
PRODUCT_009926_002,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137476
PRODUCT_009926_004,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137477
PRODUCT_009215_001,ALSEROXYLON,2MG,1343576,675463,137478
PRODUCT_009108_002,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137479
PRODUCT_009108_004,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137480
PRODUCT_008867_001,ALSEROXYLON,2MG,1343576,675463,137481
PRODUCT_009477_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137482
PRODUCT_009477_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137483
PRODUCT_080498_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137484
PRODUCT_080498_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137485
PRODUCT_009273_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137486
PRODUCT_009273_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137487
PRODUCT_011521_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137488
PRODUCT_011521_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137489
PRODUCT_080842_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137490
PRODUCT_080842_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137491
PRODUCT_080583_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137492
PRODUCT_080583_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137493
PRODUCT_080500_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137494
PRODUCT_080500_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137495
PRODUCT_083867_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137496
PRODUCT_083444_001,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137497
PRODUCT_009668_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137498
PRODUCT_009668_002,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137499
PRODUCT_080907_001,RAUWOLFIA SERPENTINA ROOT,50MG,1344864,1941483,137500
PRODUCT_080914_001,RAUWOLFIA SERPENTINA ROOT,100MG,1344864,1941483,137501
PRODUCT_020695_001,GREPAFLOXACIN HYDROCHLORIDE,EQ 200MG BASE,1344695,674344,137502
PRODUCT_020695_002,GREPAFLOXACIN HYDROCHLORIDE,EQ 400MG BASE,1344695,674344,137503
PRODUCT_020695_003,GREPAFLOXACIN HYDROCHLORIDE,EQ 600MG BASE,1344695,674344,137504
PRODUCT_021169_001,GALANTAMINE HYDROBROMIDE,EQ 4MG BASE,1344805,443255,137505
PRODUCT_021169_002,GALANTAMINE HYDROBROMIDE,EQ 8MG BASE,1344805,443255,137506
PRODUCT_021169_003,GALANTAMINE HYDROBROMIDE,EQ 12MG BASE,1344805,443255,137507
PRODUCT_017854_002,METOCLOPRAMIDE HYDROCHLORIDE,EQ 5MG BASE,1344810,674891,137508
PRODUCT_017854_001,METOCLOPRAMIDE HYDROCHLORIDE,EQ 10MG BASE,1344810,674891,137509
PRODUCT_015103_001,CHLORTHALIDONE,50MG,1343337,134333,137510
PRODUCT_015103_001,RESERPINE,50MG,1343560,43952,137511
PRODUCT_012155_001,CARISOPRODOL,350MG,1344573,230249,137512
PRODUCT_019583_001,NABUMETONE,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1343512,139210,137513
PRODUCT_019583_002,NABUMETONE,750MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,1343512,139210,137514
PRODUCT_020415_001,MIRTAZAPINE,15MG,1343548,27610,137518
PRODUCT_020415_002,MIRTAZAPINE,30MG,1343548,27610,137519
PRODUCT_083176_002,PROMETHAZINE HYDROCHLORIDE,25MG,1344806,674701,137521
PRODUCT_083176_001,PROMETHAZINE HYDROCHLORIDE,50MG,1344806,674701,137522
PRODUCT_012845_001,POLYTHIAZIDE,1MG,1344909,453832,137525
PRODUCT_012845_002,POLYTHIAZIDE,2MG,1344909,453832,137526
PRODUCT_012845_003,POLYTHIAZIDE,4MG,1344909,453832,137527
PRODUCT_013636_001,POLYTHIAZIDE,2MG,1344909,453832,137528
PRODUCT_013636_001,RESERPINE,2MG,1343560,43952,137529
PRODUCT_017569_001,SULFACYTINE,250MG,1343389,675007,137530
PRODUCT_020240_001,SPIRAPRIL HYDROCHLORIDE,3MG,1344379,674782,137531
PRODUCT_020240_002,SPIRAPRIL HYDROCHLORIDE,6MG,1344379,674782,137532
PRODUCT_020240_003,SPIRAPRIL HYDROCHLORIDE,12MG,1344379,674782,137533
PRODUCT_020240_004,SPIRAPRIL HYDROCHLORIDE,24MG,1344379,674782,137534
PRODUCT_090008_001,REPAGLINIDE,0.5MG,1343624,248669,137536
PRODUCT_090008_002,REPAGLINIDE,1MG,1343624,248669,137537
PRODUCT_090008_003,REPAGLINIDE,2MG,1343624,248669,137538
PRODUCT_203820_001,REPAGLINIDE,0.5MG,1343624,248669,137539
PRODUCT_203820_002,REPAGLINIDE,1MG,1343624,248669,137540
PRODUCT_203820_003,REPAGLINIDE,2MG,1343624,248669,137541
PRODUCT_201189_001,REPAGLINIDE,0.5MG,1343624,248669,137545
PRODUCT_201189_002,REPAGLINIDE,1MG,1343624,248669,137546
PRODUCT_201189_003,REPAGLINIDE,2MG,1343624,248669,137547
PRODUCT_077571_002,REPAGLINIDE,1MG,1343624,248669,137554
PRODUCT_077571_003,REPAGLINIDE,2MG,1343624,248669,137555
PRODUCT_076642_003,HYDROCODONE BITARTRATE,2.5MG,1343573,2197548,137560
PRODUCT_076642_003,IBUPROFEN,2.5MG,1343587,11674,137561
PRODUCT_076642_004,HYDROCODONE BITARTRATE,10MG,1343573,2197548,137562
PRODUCT_076642_004,IBUPROFEN,10MG,1343587,11674,137563
PRODUCT_020658_001,ROPINIROLE HYDROCHLORIDE,EQ 0.25MG BASE,1344608,674362,137564
PRODUCT_020658_002,ROPINIROLE HYDROCHLORIDE,EQ 0.5MG BASE,1344608,674362,137565
PRODUCT_020658_003,ROPINIROLE HYDROCHLORIDE,EQ 1MG BASE,1344608,674362,137566
PRODUCT_020658_004,ROPINIROLE HYDROCHLORIDE,EQ 2MG BASE,1344608,674362,137567
PRODUCT_020658_006,ROPINIROLE HYDROCHLORIDE,EQ 3MG BASE,1344608,674362,137568
PRODUCT_020658_007,ROPINIROLE HYDROCHLORIDE,EQ 4MG BASE,1344608,674362,137569
PRODUCT_020658_005,ROPINIROLE HYDROCHLORIDE,EQ 5MG BASE,1344608,674362,137570
PRODUCT_020705_002,DELAVIRDINE MESYLATE,200MG,1344685,85233,137572
PRODUCT_080721_002,RESERPINE,0.25MG,1343560,43952,137573
PRODUCT_083058_001,RESERPINE,0.1MG,1343560,43952,137574
PRODUCT_083058_002,RESERPINE,0.25MG,1343560,43952,137575
PRODUCT_009663_001,RESERPINE,0.1MG,1343560,43952,137576
PRODUCT_009663_003,RESERPINE,0.25MG,1343560,43952,137577
PRODUCT_009859_001,RESERPINE,0.1MG,1343560,43952,137578
PRODUCT_009859_002,RESERPINE,0.25MG,1343560,43952,137579
PRODUCT_083145_001,RESERPINE,0.1MG,1343560,43952,137580
PRODUCT_083145_002,RESERPINE,0.25MG,1343560,43952,137581
PRODUCT_010441_001,RESERPINE,0.1MG,1343560,43952,137582
PRODUCT_010441_002,RESERPINE,0.25MG,1343560,43952,137583
PRODUCT_010441_003,RESERPINE,0.5MG,1343560,43952,137584
PRODUCT_010441_004,RESERPINE,1MG,1343560,43952,137585
PRODUCT_080457_002,RESERPINE,0.1MG,1343560,43952,137586
PRODUCT_080457_001,RESERPINE,0.25MG,1343560,43952,137587
PRODUCT_080457_003,RESERPINE,1MG,1343560,43952,137588
PRODUCT_080975_001,RESERPINE,0.1MG,1343560,43952,137589
PRODUCT_080975_002,RESERPINE,0.25MG,1343560,43952,137590
PRODUCT_080975_003,RESERPINE,1MG,1343560,43952,137591
PRODUCT_009627_001,RESERPINE,0.1MG,1343560,43952,137592
PRODUCT_009627_002,RESERPINE,0.25MG,1343560,43952,137593
PRODUCT_011185_001,RESERPINE,0.1MG,1343560,43952,137594
PRODUCT_011185_002,RESERPINE,0.25MG,1343560,43952,137595
PRODUCT_080492_001,RESERPINE,0.1MG,1343560,43952,137596
PRODUCT_080492_002,RESERPINE,0.25MG,1343560,43952,137597
PRODUCT_080525_002,RESERPINE,0.1MG,1343560,43952,137598
PRODUCT_080525_001,RESERPINE,0.25MG,1343560,43952,137599
PRODUCT_084974_001,RESERPINE,1MG,1343560,43952,137600
PRODUCT_084663_001,RESERPINE,0.25MG,1343560,43952,137601
PRODUCT_080753_002,RESERPINE,0.1MG,1343560,43952,137602
PRODUCT_080753_001,RESERPINE,0.25MG,1343560,43952,137603
PRODUCT_086117_001,RESERPINE,0.1MG,1343560,43952,137604
PRODUCT_080582_001,RESERPINE,0.25MG,1343560,43952,137605
PRODUCT_085775_001,RESERPINE,0.25MG,1343560,43952,137606
PRODUCT_080582_002,RESERPINE,1MG,1343560,43952,137607
PRODUCT_080637_001,RESERPINE,0.25MG,1343560,43952,137608
PRODUCT_080446_001,RESERPINE,0.25MG,1343560,43952,137611
PRODUCT_085207_001,RESERPINE,0.25MG,1343560,43952,137612
PRODUCT_089020_001,RESERPINE,0.1MG,1343560,43952,137613
PRODUCT_089019_001,RESERPINE,0.25MG,1343560,43952,137614
PRODUCT_009667_001,RESERPINE,0.1MG,1343560,43952,137615
PRODUCT_009667_002,RESERPINE,0.25MG,1343560,43952,137616
PRODUCT_080679_001,RESERPINE,0.1MG,1343560,43952,137617
PRODUCT_080393_001,RESERPINE,0.25MG,1343560,43952,137618
PRODUCT_085401_001,RESERPINE,0.25MG,1343560,43952,137619
PRODUCT_080749_001,RESERPINE,1MG,1343560,43952,137620
PRODUCT_080723_001,RESERPINE,0.1MG,1343560,43952,137621
PRODUCT_080723_002,RESERPINE,0.25MG,1343560,43952,137622
PRODUCT_080723_003,RESERPINE,1MG,1343560,43952,137623
PRODUCT_084580_001,HYDROCHLOROTHIAZIDE,25MG,1344063,2045,137624
PRODUCT_084580_001,RESERPINE,25MG,1343560,43952,137625
PRODUCT_084579_001,HYDROCHLOROTHIAZIDE,50MG,1344063,2045,137626
PRODUCT_084579_001,RESERPINE,50MG,1343560,43952,137627
PRODUCT_088200_001,HYDROCHLOROTHIAZIDE,50MG,1344063,2045,137628
PRODUCT_088200_001,RESERPINE,50MG,1343560,43952,137629
PRODUCT_088189_001,HYDROCHLOROTHIAZIDE,50MG,1344063,2045,137630
PRODUCT_088189_001,RESERPINE,50MG,1343560,43952,137631
PRODUCT_088932_001,HYDROFLUMETHIAZIDE,50MG,1343704,583522,137632
PRODUCT_088932_001,RESERPINE,50MG,1343560,43952,137633
PRODUCT_088907_001,HYDROFLUMETHIAZIDE,50MG,1343704,583522,137634
PRODUCT_088907_001,RESERPINE,50MG,1343560,43952,137635
PRODUCT_088376_001,HYDRALAZINE HYDROCHLORIDE,25MG,1344309,543263,137636
PRODUCT_088376_001,HYDROCHLOROTHIAZIDE,25MG,1344063,2045,137637
PRODUCT_088376_001,RESERPINE,25MG,1343560,43952,137638
PRODUCT_085549_001,HYDRALAZINE HYDROCHLORIDE,25MG,1344309,543263,137642
PRODUCT_085549_001,HYDROCHLOROTHIAZIDE,25MG,1344063,2045,137643
PRODUCT_085549_001,RESERPINE,25MG,1343560,43952,137644
PRODUCT_087556_001,HYDRALAZINE HYDROCHLORIDE,25MG,1344309,543263,137645
PRODUCT_087556_001,HYDROCHLOROTHIAZIDE,25MG,1344063,2045,137646
PRODUCT_087556_001,RESERPINE,25MG,1343560,43952,137647
PRODUCT_087709_001,HYDRALAZINE HYDROCHLORIDE,25MG,1344309,543263,137648
PRODUCT_087709_001,HYDROCHLOROTHIAZIDE,25MG,1344063,2045,137649
PRODUCT_087709_001,RESERPINE,25MG,1343560,43952,137650
PRODUCT_020518_001,ZIDOVUDINE,200MG,1343080,27307,137651
