protein_class_id,protein_class_desc,l1,l2,l3,l4,l5,l6,l7,l8
440,enzyme  kinase  protein kinase  other  other-unique,Enzyme,Kinase,Protein Kinase,Other protein kinase group,Other protein kinase unique family,,,
441,enzyme  kinase  protein kinase  tkl  lisk  tesk,Enzyme,Kinase,Protein Kinase,TKL protein kinase group,TKL protein kinase LISK family,TKL protein kinase TESK subfamily,,
442,ion channel  lgic  ach  chrn epsilon,Ion channel,Ligand-gated ion channel,Nicotinic acetylcholine receptor,Nicotinic acetylcholine receptor epsilon subunit,,,,
446,membrane receptor  7tm3  smallmol  neurotransmitter  metabotropic glutamate receptor,Membrane receptor,Family C G protein-coupled receptor,Small molecule receptor (family C GPCR),Neurotransmitter receptor (family C GPCR),Metabotropic glutamate receptor,,,
449,transporter  ntpase  p-type atpase  h k atpase,Transporter,Primary active transporter,P-type ATPase,Hydrogen potassium ATPase,,,,
450,enzyme  kinase  protein kinase  atypical  pikk  frap,Enzyme,Kinase,Protein Kinase,Atypical protein kinase group,Atypical protein kinase PIKK family,Atypical protein kinase FRAP subfamily,,
460,membrane receptor  7tm1  peptide  short peptide  mch receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),MCH receptor,,,
465,enzyme  kinase  protein kinase  cmgc  dyrk  dyrk1,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,CMGC protein kinase DYRK family,CMGC protein kinase Dyrk1 subfamily,,
466,enzyme  kinase  protein kinase  cmgc  dyrk  dyrk2,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,CMGC protein kinase DYRK family,CMGC protein kinase Dyrk2 subfamily,,
468,membrane receptor  7tm1  peptide  short peptide  gnrh receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),GnRH receptor,,,
471,enzyme  kinase  protein kinase  atypical  abc1  abc1-a,Enzyme,Kinase,Protein Kinase,Atypical protein kinase group,Atypical protein kinase ABC1 family,Atypical protein kinase ABC1-A subfamily,,
472,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,Enzyme,Kinase,Protein Kinase,CAMK protein kinase group,CAMK protein kinase MAPKAPK family,CAMK protein kinase MAPKAPK subfamily,,
479,membrane receptor  7tm1  peptide  short peptide  opioid receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Opioid receptor,,,
480,membrane receptor  7tm1  peptide  short peptide  orexin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Orexin receptor,,,
483,membrane receptor  7tm1  peptide  short peptide  galanin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Galanin receptor,,,
484,membrane receptor  7tm1  peptide  short peptide  motilin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Motilin receptor,,,
486,membrane receptor  7tm1  peptide  short peptide  rf amide receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),RF amide receptor,,,
487,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  paf,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),PAF receptor,,,
490,enzyme  kinase  protein kinase  agc  pkc  pkc-unclassified,Enzyme,Kinase,Protein Kinase,AGC protein kinase group,AGC protein kinase PKC family,AGC protein kinase PKC unclassified,,
491,membrane receptor  7tm2  peptide  vasoactive intestinal peptide receptor  vasoactive intestinal peptide receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Vasoactive intestinal peptide receptor,Vasoactive intestinal peptide receptor,,,
494,transporter  ntpase  p-type atpase  na k atpase,Transporter,Primary active transporter,P-type ATPase,Sodium potassium ATPase,,,,
496,enzyme  aminoacyltransferase  protein-glutamine glutamyl-transferase,Enzyme,Aminoacyltransferase,Protein-glutamine glutamyl-transferase,,,,,
497,enzyme  kinase  protein kinase  cmgc  cdk  cdk-unclassified,Enzyme,Kinase,Protein Kinase,CMGC protein kinase group,CMGC protein kinase CDK family,CMGC protein kinase unclassified CDK subfamily,,
499,membrane receptor  7tm1  peptide  short peptide  bradykinin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Bradykinin receptor,,,
500,membrane receptor  7tm1  peptide  short peptide  endothelin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Endothelin receptor,,,
501,membrane receptor  7tm1  peptide  short peptide  neurokinin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Neurokinin receptor,,,
502,membrane receptor  7tm1  peptide  short peptide  neuromedin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Neuromedin receptor,,,
503,membrane receptor  7tm2  peptide  corticotropin releasing factor receptor  corticotropin releasing factor receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Corticotropin releasing factor receptor,Corticotropin releasing factor receptor,,,
504,membrane receptor  7tm2  peptide  glucagon-like  gastric inhibitory polypeptide receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Glucagon-like receptor,Gastric inhibitory polypeptide receptor,,,
506,membrane receptor  7tm1  peptide  n-formyl methionyl peptide receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),N-formyl methionyl peptide receptor,,,,
507,membrane receptor  7tm1  peptide  short peptide  angiotensin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Angiotensin receptor,,,
508,membrane receptor  7tm1  peptide  short peptide  grp-related receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),GRP-related receptor,,,
509,membrane receptor  7tm1  peptide  short peptide  neurotensin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Neurotensin receptor,,,
510,membrane receptor  7tm2  peptide  calcitonin-like  calcitonin gene-related peptide receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Calcitonin-like receptor,Calcitonin gene-related peptide receptor,,,
515,membrane receptor  7tm1  peptide  short peptide  melanocortin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Melanocortin receptor,,,
516,membrane receptor  7tm1  peptide  short peptide  neuropeptide receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Neuropeptide receptor,,,
517,membrane receptor  7tm1  peptide  short peptide  somatostatin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Somatostatin receptor,,,
518,membrane receptor  7tm2  peptide  glucagon-like  growth hormone-releasing hormone receptor,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),Glucagon-like receptor,Growth hormone-releasing hormone receptor,,,
528,membrane receptor  7tm1  peptide  anaphylatoxin receptor  anaphylatoxin,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Anaphylatoxin receptor family,Anaphylatoxin receptor,,,
533,membrane receptor  7tm1  peptide  short peptide  adrenomedullin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Adrenomedullin receptor,,,
534,membrane receptor  7tm1  peptide  short peptide  neuropeptide y receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Neuropeptide Y receptor,,,
535,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine receptor,Dopamine receptor,,,
540,membrane receptor  7tm1  peptide  short peptide  cholecystokinin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Cholecystokinin receptor,,,
541,membrane receptor  7tm1  smallmol  monoamine receptor  histamine receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine receptor,Histamine receptor,,,
542,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine receptor,Serotonin receptor,,,
544,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine receptor,Adrenergic receptor,,,
547,membrane receptor  7tm1  peptide  chemokine receptor  cc chemokine receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor,CC chemokine receptor,,,
548,membrane receptor  7tm1  peptide  chemokine receptor  xc chemokine receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor,XC chemokine receptor,,,
549,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  edg receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),EDG receptor,,,
550,membrane receptor  7tm1  smallmol  monoamine receptor  trace amine receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine receptor,Trace amine receptor,,,
551,membrane receptor  7tm1  smallmol  monoamine-derivative  melatonin receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine-derivative receptor (family A GPCR),Melatonin receptor,,,
554,membrane receptor  7tm1  peptide  chemokine receptor  cxc chemokine receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor,CXC chemokine receptor,,,
555,membrane receptor  7tm1  peptide  chemokine receptor-like  chemerin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor-like,Chemerin receptor,,,
556,membrane receptor  7tm1  smallmol  nucleotide-like receptor  purine receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Nucleotide-like receptor (family A GPCR),Purine receptor,,,
558,membrane receptor  7tm1  peptide  chemokine receptor  cx3c chemokine receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Chemokine receptor,CX3C chemokine receptor,,,
559,membrane receptor  7tm1  smallmol  monoamine receptor  acetylcholine receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Monoamine receptor,Acetylcholine receptor,,,
561,membrane receptor  7tm1  peptide  glycohormone receptor  glycohormone receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Glycohormone receptor,Glycohormone receptor,,,
562,membrane receptor  7tm1  peptide  short peptide  vasopressin and oxytocin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Vasopressin and oxytocin receptor,,,
563,membrane receptor  7tm1  smallmol  nucleotide-like receptor  adenosine receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Nucleotide-like receptor (family A GPCR),Adenosine receptor,,,
565,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  prostanoid receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Prostanoid receptor,,,
566,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  cannabinoid receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Cannabinoid receptor,,,
567,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  leukotriene receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Leukotriene receptor,,,
568,membrane receptor  7tm1  smallmol  nucleotide-like receptor  nicotinic acid receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Nucleotide-like receptor (family A GPCR),Nicotinic acid receptor,,,
569,membrane receptor  7tm1  smallmol  nucleotide-like receptor  nucleotide-like receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Nucleotide-like receptor (family A GPCR),Nucleotide-like receptor,,,
570,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  free fatty acid receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Free fatty acid receptor,,,
571,membrane receptor  7tm1  peptide  protease-activated receptor  protease-activated receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Protease-activated receptor,Protease-activated receptor,,,
573,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  steroid-like ligand receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Steroid-like ligand receptor,,,
574,membrane receptor  7tm1  peptide  n-formyl methionyl peptide receptor  n-formyl methionyl peptide receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),N-formyl methionyl peptide receptor,N-formyl methionyl peptide receptor,,,
581,transcription factor  nuclear receptor  nr1  nr1d  nr1d1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group D,Nuclear hormone receptor subfamily 1 group D member 1,,,
582,transcription factor  nuclear receptor  nr1  nr1d  nr1d2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group D,Nuclear hormone receptor subfamily 1 group D member 2,,,
583,transcription factor  nuclear receptor  nr1  nr1f  nr1f1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group F,Nuclear hormone receptor subfamily 1 group F member 1,,,
584,transcription factor  nuclear receptor  nr1  nr1f  nr1f3,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,Nuclear hormone receptor subfamily 1 group F,Nuclear hormone receptor subfamily 1 group F member 3,,,
586,transcription factor  nuclear receptor  nr2  nr2a  nr2a2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group A,Nuclear hormone receptor subfamily 2 group A member 2,,,
587,transcription factor  nuclear receptor  nr2  nr2c  nr2c1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group C,Nuclear hormone receptor subfamily 2 group C member 1,,,
588,transcription factor  nuclear receptor  nr2  nr2c  nr2c2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group C,Nuclear hormone receptor subfamily 2 group C member 2,,,
589,transcription factor  nuclear receptor  nr2  nr2e  nr2e1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group E,Nuclear hormone receptor subfamily 2 group E member 1,,,
590,transcription factor  nuclear receptor  nr2  nr2f  nr2f1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group F,Nuclear hormone receptor subfamily 2 group F member 1,,,
591,transcription factor  nuclear receptor  nr2  nr2f  nr2f2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group F,Nuclear hormone receptor subfamily 2 group F member 2,,,
592,transcription factor  nuclear receptor  nr2  nr2f  nr2f6,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,Nuclear hormone receptor subfamily 2 group F,Nuclear hormone receptor subfamily 2 group F member 6,,,
593,transcription factor  nuclear receptor  nr4  nr4a  nr4a1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 4,Nuclear hormone receptor subfamily 4 group A,Nuclear hormone receptor subfamily 4 group A member 1,,,
594,transcription factor  nuclear receptor  nr4  nr4a  nr4a2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 4,Nuclear hormone receptor subfamily 4 group A,Nuclear hormone receptor subfamily 4 group A member 2,,,
595,transcription factor  nuclear receptor  nr4  nr4a  nr4a3,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 4,Nuclear hormone receptor subfamily 4 group A,Nuclear hormone receptor subfamily 4 group A member 3,,,
596,transcription factor  nuclear receptor  nr6  nr6a  nr6a1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 6,Nuclear hormone receptor subfamily 6 group A,Nuclear hormone receptor subfamily 6 group A member 1,,,
597,transcription factor  nuclear receptor  nr0  nr0b  nr0b1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 0,Nuclear hormone receptor subfamily 0 group B,Nuclear hormone receptor subfamily 0 group B member 1,,,
598,transcription factor  nuclear receptor  nr0  nr0b  nr0b2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 0,Nuclear hormone receptor subfamily 0 group B,Nuclear hormone receptor subfamily 0 group B member 2,,,
601,unclassified,Unclassified protein,,,,,,,
603,membrane receptor  7tm1  smallmol  carboxylic acid  hydroxycarboxylic acid receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Carboxylic acid receptor,Hydroxycarboxylic acid receptor,,,
604,membrane receptor  7tm1  smallmol  carboxylic acid  kynurenic acid receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Carboxylic acid receptor,Kynurenic acid receptor,,,
605,membrane receptor  7tm1  smallmol  carboxylic acid  succinate receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Carboxylic acid receptor,Succinate receptor,,,
606,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  lysophosphatidylinositol receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Lipid-like ligand receptor (family A GPCR),Lysophosphatidylinositol receptor,,,
607,membrane receptor  7tm1  peptide  short peptide  neuromedin u receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Neuromedin U receptor,,,
608,membrane receptor  7tm1  peptide  short peptide  prolactin-releasing peptide receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Short peptide receptor (family A GPCR),Prolactin-releasing peptide receptor,,,
609,membrane receptor  7tm1  peptide  peptide growth factor  prokineticin receptor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Peptide growth factor receptor (family A GPCR),Prokineticin receptor,,,
610,membrane receptor  7tm1  peptide  relaxin-like peptide  relaxin,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Relaxin-like peptide receptor (family A GPCR),Relaxin receptor,,,
611,membrane receptor  7tm1  opsin  rhodopsin,Membrane receptor,Family A G protein-coupled receptor,Opsin,Rhodopsin,,,,
612,membrane receptor  7tmfz  smoothened,Membrane receptor,Frizzled family G protein-coupled receptor,Smoothened receptor (frizzled family GPCR),,,,,
613,membrane receptor  7tm3  taste receptor,Membrane receptor,Family C G protein-coupled receptor,Taste receptor (family C GPCR),,,,,
614,membrane receptor  7tmtas2r  taste receptor,Membrane receptor,Taste family G protein-coupled receptor,Taste receptor (taste family GPCR),,,,,
615,membrane receptor  7tm1  smallmol  carboxylic acid  oxoglutarate receptor,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Carboxylic acid receptor,Oxoglutarate receptor,,,
616,membrane receptor  7tm1  smallmol  carboxylic acid,Membrane receptor,Family A G protein-coupled receptor,Small molecule receptor (family A GPCR),Carboxylic acid receptor,,,,
617,membrane receptor  7tm1  peptide  peptide growth factor,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Peptide growth factor receptor (family A GPCR),,,,
618,membrane receptor  7tm1  peptide  relaxin-like peptide,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),Relaxin-like peptide receptor (family A GPCR),,,,
619,membrane receptor  7tmfz,Membrane receptor,Frizzled family G protein-coupled receptor,,,,,,
620,membrane receptor  7tmtas2r,Membrane receptor,Taste family G protein-coupled receptor,,,,,,
621,membrane receptor  7tm1  opsin,Membrane receptor,Family A G protein-coupled receptor,Opsin,,,,,
643,enzyme  transferase,Enzyme,Transferase,,,,,,
644,enzyme  isomerase,Enzyme,Isomerase,,,,,,
645,enzyme  ligase,Enzyme,Ligase,,,,,,
646,enzyme  hydrolase,Enzyme,Hydrolase,,,,,,
647,ion channel  vgc  k  k2p,Ion channel,Voltage-gated ion channel,Potassium channels,Two-pore domain potassium channel,,,,
648,enzyme  lyase,Enzyme,Lyase,,,,,,
649,membrane receptor  toll-like and il-1,Membrane receptor,Toll-like and Il-1 receptors,,,,,,
663,ion channel  lgic  glut (invertebrate),Ion channel,Ligand-gated ion channel,Glutamate-gated chloride channel (invertebrate),,,,,
664,ion channel  lgic  glut  grinl,Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,Ionotropic glutamate receptor-like,,,,
665,ion channel  lgic  zac,Ion channel,Ligand-gated ion channel,Zinc-activated channel,,,,,
666,ion channel  vgc  catsper,Ion channel,Voltage-gated ion channel,CatSper and Two-Pore channels,,,,,
667,ion channel  vgc  k,Ion channel,Voltage-gated ion channel,Potassium channels,,,,,
668,ion channel  vgc  k  ca act k,Ion channel,Voltage-gated ion channel,Potassium channels,Calcium-activated potassium channel,,,,
669,ion channel  vgc  vg h,Ion channel,Voltage-gated ion channel,Voltage-gated proton channel,,,,,
670,ion channel  other,Ion channel,Other ion channel,,,,,,
671,ion channel  other  aquaporin,Ion channel,Other ion channel,Aquaporin,,,,,
672,ion channel  other  aquaporin  aquaglyceroporin,Ion channel,Other ion channel,Aquaporin,Aquaglyceroporin,,,,
673,ion channel  other  aquaporin  aquaporin 8,Ion channel,Other ion channel,Aquaporin,Aquaporin 8,,,,
674,ion channel  other  aquaporin  unorthodox,Ion channel,Other ion channel,Aquaporin,Unorthodox aquaporin,,,,
675,ion channel  other  aquaporin  water-specific,Ion channel,Other ion channel,Aquaporin,Water-specific aquaporin,,,,
676,ion channel  other  chloride,Ion channel,Other ion channel,Chloride channel,,,,,
677,ion channel  other  chloride  ca act cl,Ion channel,Other ion channel,Chloride channel,Calcium-activated chloride channel,,,,
678,ion channel  other  chloride  clc,Ion channel,Other ion channel,Chloride channel,ClC chloride channel,,,,
679,ion channel  other  chloride  e-clc,Ion channel,Other ion channel,Chloride channel,Epithelial chloride channel,,,,
680,ion channel  other  chloride  clic,Ion channel,Other ion channel,Chloride channel,Intracellular chloride channel,,,,
681,ion channel  other  gap,Ion channel,Other ion channel,Gap junction protein,,,,,
682,ion channel  other  gap  gap junction protein alpha,Ion channel,Other ion channel,Gap junction protein,Gap junction protein alpha,,,,
683,ion channel  other  gap  gap junction protein beta,Ion channel,Other ion channel,Gap junction protein,Gap junction protein beta,,,,
684,ion channel  other  gap  gap junction protein delta,Ion channel,Other ion channel,Gap junction protein,Gap junction protein delta,,,,
685,ion channel  other  gap  gap junction protein epsilon,Ion channel,Other ion channel,Gap junction protein,Gap junction protein epsilon,,,,
686,ion channel  other  gap  gap junction protein gamma,Ion channel,Other ion channel,Gap junction protein,Gap junction protein gamma,,,,
687,ion channel  other  gap  pannexin,Ion channel,Other ion channel,Gap junction protein,Pannexin,,,,
688,ion channel  other  annexin,Ion channel,Other ion channel,Annexin,,,,,
689,transporter  electrochemical  slc,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,,,,,
690,transporter  electrochemical  slc  slc01,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC01 family of amino acid transporters,,,,
691,transporter  electrochemical  slc  slc02,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC02 family of hexose and sugar alcohol transporters,,,,
692,transporter  electrochemical  slc  slc03 and slc07,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC03 and SLC07 families of heteromeric amino acid transporters (HATs),,,,
693,transporter  electrochemical  slc  slc04,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC04 family of bicarbonate transporters,,,,
694,transporter  electrochemical  slc  slc05,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC05 family of sodium-dependent glucose transporters,,,,
695,transporter  electrochemical  slc  slc06,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC06 neurotransmitter transporter family,,,,
696,transporter  electrochemical  slc  slc08,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC08 family of sodium/calcium exchangers,,,,
697,transporter  electrochemical  slc  slc09,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC09 family of sodium/hydrogen exchangers,,,,
698,transporter  electrochemical  slc  slc10,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC10 family of sodium-bile acid co-transporters,,,,
699,transporter  electrochemical  slc  slc11,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC11 family of proton-coupled metal ion transporters,,,,
700,transporter  electrochemical  slc  slc12,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC12 family of cation-coupled chloride transporters,,,,
701,transporter  electrochemical  slc  slc13,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC13 family of sodium-dependent sulphate/carboxylate transporters,,,,
702,transporter  electrochemical  slc  slc14,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC14 family of facilitative urea transporters,,,,
703,transporter  electrochemical  slc  slc15,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC15 family of peptide transporters,,,,
704,transporter  electrochemical  slc  slc16,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC16 family of monocarboxylate transporters,,,,
705,transporter  electrochemical  slc  slc17,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC17 phosphate and organic anion transporter family,,,,
706,transporter  electrochemical  slc  slc18,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC18 family of vesicular amine transporters,,,,
707,transporter  electrochemical  slc  slc19,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC19 family of vitamin transporters,,,,
708,transporter  electrochemical  slc  slc20,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC20 family of sodium-dependent phosphate transporters,,,,
709,transporter  electrochemical  slc  slc21,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC21/SLCO family of organic anion transporting polypeptides,,,,
710,transporter  electrochemical  slc  slc22,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC22 family of organic cation and anion transporters,,,,
711,transporter  electrochemical  slc  slc23,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC23 family of ascorbic acid transporters,,,,
712,transporter  electrochemical  slc  slc24,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC24 family of sodium/potassium/calcium exchangers,,,,
713,transporter  electrochemical  slc  slc25,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC25 family of mitochondrial transporters,,,,
714,transporter  electrochemical  slc  slc26,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC26 family of anion exchangers,,,,
715,transporter  electrochemical  slc  slc27,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC27 family of fatty acid transporters,,,,
716,transporter  electrochemical  slc  slc28 and slc29,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC28 and SLC29 families of nucleoside transporters,,,,
717,transporter  electrochemical  slc  slc30,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC30 zinc transporter family,,,,
