protclasssyn_id,protein_class_id,protein_class_synonym,syn_type
39544,23,D-D Carboxypeptidase,CONCEPT_WIKI
39545,23,CARBOXYPEPTIDASE DD,CONCEPT_WIKI
39546,23,D-Alanyl-D-Alanine-Cleaving Transpeptidase,UMLS
39547,23,"Carboxypeptidase, Serine-Type D-Ala-D-Ala",UMLS
39548,23,D D Carboxypeptidase,UMLS
39549,23,Serine-Type Ala-Ala Carboxypeptidase,UMLS
39550,23,DD Peptidase,UMLS
39551,23,"Transpeptidase, D-Alanyl-D-Alanine-Cleaving",UMLS
39552,23,Serine-Type D-Ala-D-Ala Carboxypeptidases,UMLS
39553,23,D Alanyl D Alanine Cleaving Transpeptidase,UMLS
39554,23,"Carboxypeptidase, D-D",UMLS
39555,23,"D-Ala-D-Ala Carboxypeptidase, Serine-Type",UMLS
39556,23,"Ala-Ala Carboxypeptidase, Serine-Type",UMLS
39557,23,D Alanyl D Alanine Carboxypeptidase,UMLS
39558,23,Serine-Type D-Ala-D-Ala Carboxypeptidase,UMLS
39559,23,DD-Peptidase,UMLS
39560,23,"D-Ala-D-Ala Carboxypeptidases, Serine-Type",UMLS
39561,23,Serine Type D Ala D Ala Carboxypeptidases,UMLS
39562,23,"Carboxypeptidase, Serine-Type Ala-Ala",UMLS
39563,23,"Carboxypeptidases, Serine-Type D-Ala-D-Ala",UMLS
39564,23,"Ala Ala Carboxypeptidase, Serine Type",UMLS
39565,23,Serine Type D Ala D Ala Carboxypeptidase,UMLS
39566,23,D-Alanyl-D-Alanine-Carboxypeptidase,UMLS
39567,23,D-D Carboxypeptidase,UMLS
39568,23,CARBOXYPEPTIDASE DD,UMLS
39569,23,ConceptWiki:42639f90-0045-434d-a4bd-267de4d45035,CW_XREF
39570,23,MESH:D046929,MESH_XREF
39571,230,Cytochrome P450 26A1,CONCEPT_WIKI
39572,230,"Cytochrome P450, family 26, subfamily A, polypeptide 1",CONCEPT_WIKI
39573,230, Cytochrome P450 CYP26A1,CONCEPT_WIKI
39576,230,ConceptWiki:7950c350-8f62-4ed3-9c91-2c60a98583a0,CW_XREF
39577,231,Lanosterol 14-alpha demethylase,CONCEPT_WIKI
39578,231,"Cytochrome P450, family 51, subfamily A, polypeptide 1",CONCEPT_WIKI
39579,231, Cytochrome P450 51A1,CONCEPT_WIKI
39582,231,ConceptWiki:518d1f00-f82a-4f2a-8af0-b748d4bf34a0,CW_XREF
39583,232,phosphoinositide-dependent kinase 1 (Pdk1),CONCEPT_WIKI
39584,232,phosphoinositide-dependent kinase 1,CONCEPT_WIKI
39585,232,"PtdIns(3,4,5)P3-dependent protein kinase-1",CONCEPT_WIKI
39586,232,protein kinase B kinase,CONCEPT_WIKI
39587,232,PKB kinase,CONCEPT_WIKI
39588,232,3-phosphoinositide dependent protein kinase-1,CONCEPT_WIKI
39590,232,"PtdIns(3,4,5)P3-dependent protein kinase-1",UMLS
39591,232,protein kinase B kinase,UMLS
39592,232,PKB kinase,UMLS
39593,232,3-phosphoinositide dependent protein kinase-1,UMLS
39594,232,phosphoinositide-dependent kinase 1,UMLS
39595,232,ConceptWiki:e01517b2-2e03-42f1-947a-ca500ac0ce43,CW_XREF
39596,232,MESH:C105806,MESH_XREF
39597,233,yet another novel kinase (Yank),CONCEPT_WIKI
39598,234,Phosphorylase kinase (PHK),CONCEPT_WIKI
39599,234,Phosphorylase Kinase,CONCEPT_WIKI
39600,234,ATP:phosphorylase-b phosphotransferase,CONCEPT_WIKI
39601,234,"b Kinase, Phosphorylase",CONCEPT_WIKI
39603,234,"Kinase, Phosphorylase b",CONCEPT_WIKI
39604,234,Phosphorylase b Kinase,CONCEPT_WIKI
39605,234,"Kinase, Phosphorylase",CONCEPT_WIKI
39606,234,Phosphorylase Kinase,UMLS
39607,234,"b Kinase, Phosphorylase",UMLS
39608,234,ATP:phosphorylase-b phosphotransferase,UMLS
39609,234,"Kinase, Phosphorylase b",UMLS
39610,234,Phosphorylase b Kinase,UMLS
39611,234,"Kinase, Phosphorylase",UMLS
39612,234,ConceptWiki:5faecb25-3f00-4b1d-93a9-70a338db56b7,CW_XREF
39613,234,MESH:D010764,MESH_XREF
39614,235,Serine/threonine-protein kinase PIM,CONCEPT_WIKI
39615,235,proto-oncogene proteins pim,CONCEPT_WIKI
39616,235,pim kinases,CONCEPT_WIKI
39617,235,proto-oncogene protein pim,CONCEPT_WIKI
39619,235,pim kinases,UMLS
39620,235,proto-oncogene protein pim,UMLS
39621,235,proto-oncogene proteins pim,UMLS
39622,235,ConceptWiki:aad3bef5-b07f-48b3-8ac6-c08fd98c02e5,CW_XREF
39623,235,MESH:C406031,MESH_XREF
39624,236,Protein kinase D (PKD),CONCEPT_WIKI
39625,236,Serine/threonine-protein kinase D,CONCEPT_WIKI
39628,236,ConceptWiki:1d3fbc35-7acf-45d8-9642-d2ecb59bbc70,CW_XREF
39629,237,Cyclin-dependent kinase (CDK),CONCEPT_WIKI
39630,237,Cyclin-Dependent Kinases,CONCEPT_WIKI
39632,237,Cyclin Dependent Protein Kinases,CONCEPT_WIKI
39633,237,cdk Proteins,CONCEPT_WIKI
39634,237,Cyclin Dependent Kinases,CONCEPT_WIKI
39635,237,Cyclin-Dependent Protein Kinases,CONCEPT_WIKI
39636,237,Cyclin-Dependent Kinases,UMLS
39637,237,cdk Proteins,UMLS
39638,237,Cyclin Dependent Protein Kinases,UMLS
39639,237,Cyclin Dependent Kinases,UMLS
39640,237,Cyclin-Dependent Protein Kinases,UMLS
39641,237,ConceptWiki:045aca0e-1f86-44dd-9720-8099d7de7593,CW_XREF
39642,237,MESH:D018844,MESH_XREF
39661,239,Glycogen synthase kinase (GSK),CONCEPT_WIKI
39662,239,Glycogen Synthase Kinases,CONCEPT_WIKI
39663,239,Glycogen Synthase Kinase,CONCEPT_WIKI
39665,239,"Kinases, Glycogen Synthase",CONCEPT_WIKI
39666,239,"Kinase, Glycogen Synthase",CONCEPT_WIKI
39667,239,"Synthase Kinase, Glycogen",CONCEPT_WIKI
39668,239,Glycogen Synthase Kinase,UMLS
39669,239,Glycogen Synthase Kinases,UMLS
39670,239,"Kinase, Glycogen Synthase",UMLS
39671,239,"Kinases, Glycogen Synthase",UMLS
39672,239,"Synthase Kinase, Glycogen",UMLS
39673,239,ConceptWiki:7d1b4dbe-b4fa-4c87-8b28-631ed3945289,CW_XREF
39674,239,MESH:D038341,MESH_XREF
39675,24,"Serine beta-lactamase-like protein LACTB, mitochondrial",CONCEPT_WIKI
39676,24,Serine peptidase S12 family,CONCEPT_WIKI
39677,24, D-aminopeptidases,CONCEPT_WIKI
39680,24,ConceptWiki:b2431cd4-8662-49e4-a0b7-aa29f1663d76,CW_XREF
39681,241,Receptor interacting protein kinase (RIPK),CONCEPT_WIKI
39682,241,Receptor-Interacting Protein Serine-Threonine Kinases,CONCEPT_WIKI
39683,241,"Serine-Threonine Kinases, RIP",CONCEPT_WIKI
39685,241,"Kinases, RIP Serine-Threonine",CONCEPT_WIKI
39686,241,RIP Serine Threonine Kinases,CONCEPT_WIKI
39687,241,Receptor Interacting Protein Serine Threonine Kinases,CONCEPT_WIKI
39688,241,RIP Serine-Threonine Kinases,CONCEPT_WIKI
39689,241,"Serine-Threonine Kinases, RIP",UMLS
39690,241,Receptor-Interacting Protein Serine-Threonine Kinases,UMLS
39691,241,"Kinases, RIP Serine-Threonine",UMLS
39692,241,RIP Serine Threonine Kinases,UMLS
39693,241,Receptor Interacting Protein Serine Threonine Kinases,UMLS
39694,241,RIP Serine-Threonine Kinases,UMLS
39695,241,ConceptWiki:4239820e-f2f9-41ee-b502-21ccfba81b5c,CW_XREF
39696,241,MESH:D053422,MESH_XREF
39697,242,"Tyrosine-protein kinase Src, subfamily SrcA",CONCEPT_WIKI
39739,245,Death-associated protein kinase (DAPK),CONCEPT_WIKI
39740,245,death-associated protein kinase,CONCEPT_WIKI
39742,245,DAP kinase,CONCEPT_WIKI
39743,245,death-associated protein kinase,UMLS
39744,245,DAP kinase,UMLS
39745,245,ConceptWiki:bcecd035-adfa-4022-a572-74dc695d5056,CW_XREF
39746,245,MESH:C091573,MESH_XREF
39747,246,Myosin light chain kinase (MLCK),CONCEPT_WIKI
39748,246,Myosin-Light-Chain Kinase,CONCEPT_WIKI
39750,246,"Kinase, Myosin",CONCEPT_WIKI
39751,246,Myosin Regulatory Light Chain Kinase,CONCEPT_WIKI
39752,246,MLCK,CONCEPT_WIKI
39753,246,Myosin Light Chain Kinase,CONCEPT_WIKI
39754,246,Myosin Kinase,CONCEPT_WIKI
39755,246,"LCK, Myosin",CONCEPT_WIKI
39756,246,ATP:myosin-light-chain O-phosphotransferase,CONCEPT_WIKI
39757,246,Myosin LCK,CONCEPT_WIKI
39758,246,Myosin Regulatory Light-Chain Kinase,CONCEPT_WIKI
39759,246,"Kinase, Myosin-Light-Chain",CONCEPT_WIKI
39760,246,Myosin-Light-Chain Kinase,UMLS
39761,246,"Kinase, Myosin",UMLS
39762,246,MLCK,UMLS
39763,246,Myosin Regulatory Light Chain Kinase,UMLS
39764,246,Myosin Light Chain Kinase,UMLS
39765,246,Myosin Kinase,UMLS
39766,246,"LCK, Myosin",UMLS
39767,246,ATP:myosin-light-chain O-phosphotransferase,UMLS
39768,246,Myosin Regulatory Light-Chain Kinase,UMLS
39769,246,Myosin LCK,UMLS
39770,246,"Kinase, Myosin-Light-Chain",UMLS
39771,246,ConceptWiki:43a0dbf1-c9bc-46ae-a42d-90d66783c51f,CW_XREF
39772,246,MESH:D009219,MESH_XREF
39773,247,Testis-specific serine/threonine-protein kinase (Tssk),CONCEPT_WIKI
39774,248,CDK-like kinase,CONCEPT_WIKI
39775,248,Cyclin-dependent kinase-like,CONCEPT_WIKI
39776,249,Mitogen-activated protein kinase (MAPK),CONCEPT_WIKI
39777,249,Mitogen-Activated Protein Kinases,CONCEPT_WIKI
39779,249,"Kinases, Mitogen-Activated Protein",CONCEPT_WIKI
39780,249,"Protein Kinases, Mitogen-Activated",CONCEPT_WIKI
39781,249,Mitogen Activated Protein Kinases,CONCEPT_WIKI
39782,249,Mitogen-Activated Protein Kinases,UMLS
39783,249,"Kinases, Mitogen-Activated Protein",UMLS
39784,249,"Protein Kinases, Mitogen-Activated",UMLS
39785,249,Mitogen Activated Protein Kinases,UMLS
39786,249,ConceptWiki:dac147cb-c709-4a84-888b-32b3feea54ba,CW_XREF
39787,249,MESH:D020928,MESH_XREF
39788,25,Serine-Type D-Ala-D-Ala Carboxypeptidase,CONCEPT_WIKI
39789,25,Serine peptidase S13 family,CONCEPT_WIKI
39790,25,"Carboxypeptidase, Serine-Type D-Ala-D-Ala",CONCEPT_WIKI
39791,25,D-Alanyl-D-Alanine-Cleaving Transpeptidase,CONCEPT_WIKI
39792,25,D D Carboxypeptidase,CONCEPT_WIKI
39793,25,Serine-Type Ala-Ala Carboxypeptidase,CONCEPT_WIKI
39794,25,DD Peptidase,CONCEPT_WIKI
39795,25,"Transpeptidase, D-Alanyl-D-Alanine-Cleaving",CONCEPT_WIKI
39796,25,Serine-Type D-Ala-D-Ala Carboxypeptidases,CONCEPT_WIKI
39797,25,"Carboxypeptidase, D-D",CONCEPT_WIKI
39798,25,D Alanyl D Alanine Cleaving Transpeptidase,CONCEPT_WIKI
39799,25,"D-Ala-D-Ala Carboxypeptidase, Serine-Type",CONCEPT_WIKI
39800,25,"Ala-Ala Carboxypeptidase, Serine-Type",CONCEPT_WIKI
39801,25,D Alanyl D Alanine Carboxypeptidase,CONCEPT_WIKI
39803,25,DD-Peptidase,CONCEPT_WIKI
39804,25,"D-Ala-D-Ala Carboxypeptidases, Serine-Type",CONCEPT_WIKI
39805,25,Serine Type D Ala D Ala Carboxypeptidases,CONCEPT_WIKI
39806,25,"Carboxypeptidase, Serine-Type Ala-Ala",CONCEPT_WIKI
39807,25,"Ala Ala Carboxypeptidase, Serine Type",CONCEPT_WIKI
39808,25,"Carboxypeptidases, Serine-Type D-Ala-D-Ala",CONCEPT_WIKI
39809,25,D-Alanyl-D-Alanine-Carboxypeptidase,CONCEPT_WIKI
39810,25,Serine Type D Ala D Ala Carboxypeptidase,CONCEPT_WIKI
39811,25,D-D Carboxypeptidase,CONCEPT_WIKI
39812,25,CARBOXYPEPTIDASE DD,CONCEPT_WIKI
39813,25,D-Alanyl-D-Alanine-Cleaving Transpeptidase,UMLS
39814,25,"Carboxypeptidase, Serine-Type D-Ala-D-Ala",UMLS
39815,25,D D Carboxypeptidase,UMLS
39816,25,Serine-Type Ala-Ala Carboxypeptidase,UMLS
39817,25,DD Peptidase,UMLS
39818,25,"Transpeptidase, D-Alanyl-D-Alanine-Cleaving",UMLS
39819,25,Serine-Type D-Ala-D-Ala Carboxypeptidases,UMLS
39820,25,D Alanyl D Alanine Cleaving Transpeptidase,UMLS
39821,25,"Carboxypeptidase, D-D",UMLS
39822,25,"D-Ala-D-Ala Carboxypeptidase, Serine-Type",UMLS
39823,25,"Ala-Ala Carboxypeptidase, Serine-Type",UMLS
39824,25,D Alanyl D Alanine Carboxypeptidase,UMLS
39825,25,Serine-Type D-Ala-D-Ala Carboxypeptidase,UMLS
39826,25,DD-Peptidase,UMLS
39827,25,"D-Ala-D-Ala Carboxypeptidases, Serine-Type",UMLS
39828,25,Serine Type D Ala D Ala Carboxypeptidases,UMLS
39829,25,"Carboxypeptidase, Serine-Type Ala-Ala",UMLS
39830,25,"Carboxypeptidases, Serine-Type D-Ala-D-Ala",UMLS
39831,25,"Ala Ala Carboxypeptidase, Serine Type",UMLS
39832,25,Serine Type D Ala D Ala Carboxypeptidase,UMLS
39833,25,D-Alanyl-D-Alanine-Carboxypeptidase,UMLS
39834,25,D-D Carboxypeptidase,UMLS
39835,25,CARBOXYPEPTIDASE DD,UMLS
39836,25,ConceptWiki:42639f90-0045-434d-a4bd-267de4d45035,CW_XREF
39837,25,MESH:D046929,MESH_XREF
39838,250,SR-rich protein kinase (SRPK),CONCEPT_WIKI
39839,250,Serine/threonine-protein kinase SRPK,CONCEPT_WIKI
39842,250,ConceptWiki:6ab3b7d0-986e-4a02-bd24-92c4cfa4dab7,CW_XREF
39843,251,aurora kinase,CONCEPT_WIKI
39845,251,aur kinase,CONCEPT_WIKI
39847,251,aurora kinases,CONCEPT_WIKI
39848,251,aur kinase,UMLS
39849,251,aurora kinase,UMLS
39850,251,aurora kinases,UMLS
39851,251,ConceptWiki:02394e30-35b7-4be3-85f4-e1dcbb1acb38,CW_XREF
39852,251,MESH:C093134,MESH_XREF
39853,252,Cell kinase 2 (CK2),CONCEPT_WIKI
39854,252,Casein Kinase II,CONCEPT_WIKI
39855,252,Casein Kinase-2,CONCEPT_WIKI
39856,252,Casein Kinase TS,CONCEPT_WIKI
39857,252,Protein Kinase CK2,CONCEPT_WIKI
39858,252,Casein Kinase 2,CONCEPT_WIKI
39859,252,Protein Kinase CKII,CONCEPT_WIKI
39861,252,"Kinase CKII, Protein",CONCEPT_WIKI
39862,252,Casein Kinase TS,UMLS
39863,252,Casein Kinase-2,UMLS
39864,252,Protein Kinase CK2,UMLS
39865,252,Casein Kinase 2,UMLS
39866,252,Casein Kinase II,UMLS
39867,252,Protein Kinase CKII,UMLS
39868,252,"Kinase CKII, Protein",UMLS
39869,252,ConceptWiki:a8923dc5-a38e-4fc4-ba14-311dbdba6651,CW_XREF
39870,252,MESH:D047390,MESH_XREF
39871,253,Inhibitor of nuclear factor kappa-B kinase (IKK),CONCEPT_WIKI
39872,253,IkappaB kinase complex,CONCEPT_WIKI
39873,253,IKK complex,CONCEPT_WIKI
39874,253,IkappaB kinase complex location,CONCEPT_WIKI
39875,253,IKK complex location,CONCEPT_WIKI
39877,253,IKK complex,UMLS
39878,253,IkappaB kinase complex location,UMLS
39879,253,IKK complex location,UMLS
39880,253,IkappaB kinase complex,UMLS
39881,253,ConceptWiki:b6f6b649-fdc7-4408-b678-f7822a3fa8cb,CW_XREF
39882,254,Serine/threonine-protein kinase mos,CONCEPT_WIKI
39886,254,ConceptWiki:03951375-df24-4e37-ac61-4b056a19e559,CW_XREF
39887,255,Numb-associated kinase (Nak),CONCEPT_WIKI
39888,256,NimA related kinase (Nek),CONCEPT_WIKI
39889,256,NIMA protein kinase,CONCEPT_WIKI
39891,256,NIMA-related protein kinase,CONCEPT_WIKI
39892,256,NIMA protein kinase,UMLS
39893,256,NIMA-related protein kinase,UMLS
39894,256,ConceptWiki:42ecbeff-4a99-4c97-8bd5-f5349a464506,CW_XREF
39895,256,MESH:C071420,MESH_XREF
39896,257,Polo-like kinase (PLK),CONCEPT_WIKI
39897,257,Serine/threonine-protein kinase PLK ,CONCEPT_WIKI
39898,258,Unc-51-like kinase (ULK),CONCEPT_WIKI
39899,258,Serine/threonine-protein kinase ULK,CONCEPT_WIKI
39900,259,Wee kinase family,CONCEPT_WIKI
39901,260,Serine/threonine-protein kinase WNK,CONCEPT_WIKI
39902,261,MAP3K (Ste11),CONCEPT_WIKI
39903,261,MAP Kinase Kinase Kinases,CONCEPT_WIKI
39904,261,"Kinases, MAP Kinase Kinase",CONCEPT_WIKI
39905,261,"Kinases, MAP3",CONCEPT_WIKI
39907,261,Mitogen-Activated Protein Kinase Kinase Kinases,CONCEPT_WIKI
39908,261,MAP3 Kinases,CONCEPT_WIKI
39909,261,MAPKKKs,CONCEPT_WIKI
39910,261,MAP Kinase Kinase Kinase,CONCEPT_WIKI
39911,261,Mitogen Activated Protein Kinase Kinase Kinases,CONCEPT_WIKI
39912,261,"Kinases, MAP3",UMLS
39913,261,"Kinases, MAP Kinase Kinase",UMLS
39914,261,MAP Kinase Kinase Kinases,UMLS
39915,261,Mitogen-Activated Protein Kinase Kinase Kinases,UMLS
39916,261,MAP3 Kinases,UMLS
39917,261,MAPKKKs,UMLS
39918,261,MAP Kinase Kinase Kinase,UMLS
39919,261,Mitogen Activated Protein Kinase Kinase Kinases,UMLS
39920,261,ConceptWiki:b20c9a2b-3cca-4c99-8e51-c0353cd3cf70,CW_XREF
39921,261,MESH:D020930,MESH_XREF
39922,262,MAP4K (STE20),CONCEPT_WIKI
39951,269,Calcium/calmodulin dependent protein kinase 2 (CAMK2),CONCEPT_WIKI
39952,269,Calcium-Calmodulin-Dependent Protein Kinase Type 2,CONCEPT_WIKI
39953,269,Calcium Calmodulin Dependent Protein Kinase Type 2,CONCEPT_WIKI
39954,269,CaM PK II,CONCEPT_WIKI
39955,269,Ca(2+)-Calmodulin Dependent Protein Kinase Type II,CONCEPT_WIKI
39956,269,Calcium Calmodulin Protein Kinase II,CONCEPT_WIKI
39957,269,Calmodulin Dependent Protein Kinase II,CONCEPT_WIKI
39958,269,CaM KII,CONCEPT_WIKI
39959,269,CaCMKII,CONCEPT_WIKI
39960,269,Calcium-Calmodulin Protein Kinase II,CONCEPT_WIKI
39961,269,Calcium Calmodulin Dependent PK Type II,CONCEPT_WIKI
39962,269,Calmodulin-Dependent Protein Kinase II,CONCEPT_WIKI
39963,269,Calcium Dependent CaM Kinase II,CONCEPT_WIKI
39965,269,CaM-Kinase II,CONCEPT_WIKI
39966,269,Calcium-Calmodulin-Dependent PK Type II,CONCEPT_WIKI
39967,269,CALCIUM CALMODULIN DEPENDENT PROTEIN KINASE TYPE 002,CONCEPT_WIKI
39968,269,CaMKII,CONCEPT_WIKI
39969,269,Calcium-Dependent CaM Kinase II,CONCEPT_WIKI
39970,269,CaM Kinase II,CONCEPT_WIKI
39971,269,Calcium Calmodulin Dependent Protein Kinase Type 2,UMLS
39972,269,CaM PK II,UMLS
39973,269,Ca(2+)-Calmodulin Dependent Protein Kinase Type II,UMLS
39974,269,Calcium Calmodulin Protein Kinase II,UMLS
39975,269,Calmodulin Dependent Protein Kinase II,UMLS
39976,269,CaM KII,UMLS
39977,269,CaCMKII,UMLS
39978,269,Calcium-Calmodulin Protein Kinase II,UMLS
39979,269,Calcium Calmodulin Dependent PK Type II,UMLS
39980,269,Calmodulin-Dependent Protein Kinase II,UMLS
39981,269,Calcium Dependent CaM Kinase II,UMLS
39982,269,Calcium-Calmodulin-Dependent Protein Kinase Type 2,UMLS
39983,269,CaM-Kinase II,UMLS
39984,269,Calcium-Calmodulin-Dependent PK Type II,UMLS
39985,269,CALCIUM CALMODULIN DEPENDENT PROTEIN KINASE TYPE 002,UMLS
39986,269,CaMKII,UMLS
39987,269,Calcium-Dependent CaM Kinase II,UMLS
39988,269,CaM Kinase II,UMLS
39989,269,ConceptWiki:f2260b56-930a-4ea8-9584-f907c6daa548,CW_XREF
39990,269,MESH:D054732,MESH_XREF
39991,27,assemblin,CONCEPT_WIKI
39992,27,Serine peptidase S21 family,CONCEPT_WIKI
39993,27, Assemblin family,CONCEPT_WIKI
39994,27,hCMV protease,CONCEPT_WIKI
39996,27,human cytomegalovirus protease,CONCEPT_WIKI
39997,27,hCMV protease,UMLS
39998,27,assemblin,UMLS
39999,27,human cytomegalovirus protease,UMLS
40000,27,ConceptWiki:b71fe488-1100-4543-b7a4-4ecd46d9bef5,CW_XREF
40001,27,MESH:C071910,MESH_XREF
40002,270,Serine/threonine-protein kinase Chk2,CONCEPT_WIKI
40006,270,ConceptWiki:e160132e-c0bd-4280-a2d6-c052101dd2ea,CW_XREF
40007,271,Cell division cycle 7-related protein kinase,CONCEPT_WIKI
40011,271,ConceptWiki:9ec5b739-d7a7-47c0-a310-04249347a891,CW_XREF
40012,272,new kinase family 1 (NKF1),CONCEPT_WIKI
40013,273,PDZ-binding kinase,CONCEPT_WIKI
40014,273,Lymphokine-activated killer T-cell-originated protein kinase,CONCEPT_WIKI
40017,273,ConceptWiki:35146564-a1f3-438b-a900-40333c11dc8f,CW_XREF
40120,279,Dual-Specificity Phosphatases,CONCEPT_WIKI
40121,279,Dual Specificity Phosphatases,CONCEPT_WIKI
40123,279,Dual-Specificity Phosphatase,CONCEPT_WIKI
40124,279,"Phosphatase, Dual-Specificity",CONCEPT_WIKI
40125,279,"Phosphatases, Dual-Specificity",CONCEPT_WIKI
40127,279,Dual Specificity Phosphatase,CONCEPT_WIKI
40128,279,"Phosphatases, DUSP",CONCEPT_WIKI
40129,279,DUSP Phosphatases,CONCEPT_WIKI
40130,279,Dual Specificity Phosphatases,UMLS
40131,279,Dual-Specificity Phosphatase,UMLS
40132,279,"Phosphatase, Dual-Specificity",UMLS
40133,279,"Phosphatases, Dual-Specificity",UMLS
40134,279,Dual-Specificity Phosphatases,UMLS
40135,279,"Phosphatases, DUSP",UMLS
40136,279,Dual Specificity Phosphatase,UMLS
40137,279,DUSP Phosphatases,UMLS
40138,279,ConceptWiki:16161228-acde-44a7-b3f8-94605db1f410,CW_XREF
40139,279,MESH:D054637,MESH_XREF
40140,28,Calpain,CONCEPT_WIKI
40141,28,Peptidase C2 family,CONCEPT_WIKI
40142,28,Calcium-Activated Neutral Proteinase,CONCEPT_WIKI
40143,28,"Protease, Calcium-Dependent Neutral",CONCEPT_WIKI
40144,28,Calcium-Dependent Neutral Protease,CONCEPT_WIKI
40145,28,Desminase,CONCEPT_WIKI
40146,28,Ca2+-Activated Protease,CONCEPT_WIKI
40147,28,Calcium-Activated Protease,CONCEPT_WIKI
40148,28,Calcium Dependent Neutral Proteinase,CONCEPT_WIKI
40149,28,Ca2+ Activated Protease,CONCEPT_WIKI
40150,28,Calcium Activated Neutral Protease,CONCEPT_WIKI
40151,28,Calcium Dependent Neutral Protease,CONCEPT_WIKI
40152,28,Calcium-Dependent Neutral Proteinase,CONCEPT_WIKI
40153,28,"Neutral Proteinase, Calcium-Dependent",CONCEPT_WIKI
40154,28,"Proteinase, Calcium-Activated Neutral",CONCEPT_WIKI
40155,28,"Neutral Proteinase, Calcium-Activated",CONCEPT_WIKI
40156,28,"Neutral Protease, Calcium-Dependent",CONCEPT_WIKI
40157,28,"Neutral Protease, Calcium-Activated",CONCEPT_WIKI
40158,28,Calcium-Activated Neutral Protease,CONCEPT_WIKI
40159,28,"Protease, Calcium-Activated Neutral",CONCEPT_WIKI
40161,28,Calcium Activated Neutral Proteinase,CONCEPT_WIKI
40162,28,"Protease, Ca2+-Activated",CONCEPT_WIKI
40163,28,"Proteinase, Calcium-Dependent Neutral",CONCEPT_WIKI
40164,28,"Protease, Calcium-Activated",CONCEPT_WIKI
40165,28,Calcium Activated Protease,CONCEPT_WIKI
40166,28,Calcium-Activated Neutral Proteinase,UMLS
40167,28,"Protease, Calcium-Dependent Neutral",UMLS
40168,28,Calcium-Dependent Neutral Protease,UMLS
40169,28,Desminase,UMLS
40170,28,Ca2+-Activated Protease,UMLS
40171,28,Calcium-Activated Protease,UMLS
40172,28,Calcium Dependent Neutral Proteinase,UMLS
40173,28,Ca2+ Activated Protease,UMLS
40174,28,Calcium Activated Neutral Protease,UMLS
40175,28,Calcium Dependent Neutral Protease,UMLS
40176,28,Calcium-Dependent Neutral Proteinase,UMLS
40177,28,"Neutral Proteinase, Calcium-Dependent",UMLS
40178,28,"Proteinase, Calcium-Activated Neutral",UMLS
40179,28,"Neutral Proteinase, Calcium-Activated",UMLS
40180,28,"Neutral Protease, Calcium-Dependent",UMLS
40181,28,"Neutral Protease, Calcium-Activated",UMLS
40182,28,Calpain,UMLS
40183,28,Calcium-Activated Neutral Protease,UMLS
40184,28,"Protease, Calcium-Activated Neutral",UMLS
40185,28,Calcium Activated Neutral Proteinase,UMLS
40186,28,"Protease, Calcium-Activated",UMLS
40187,28,"Protease, Ca2+-Activated",UMLS
40188,28,"Proteinase, Calcium-Dependent Neutral",UMLS
40189,28,Calcium Activated Protease,UMLS
40190,28,ConceptWiki:4ce5f753-6172-4746-8c85-2b2c693d603b,CW_XREF
40191,28,MESH:D002154,MESH_XREF
40199,281,"Receptors, Calcium-Sensing",CONCEPT_WIKI
40200,281,Ca2+-Sensing Receptor,CONCEPT_WIKI
40201,281,"Receptor Protein, Calcium-Sensing",CONCEPT_WIKI
40202,281,Calcium Receptors,CONCEPT_WIKI
40203,281,Ca2+ Sensing Receptor,CONCEPT_WIKI
40204,281,"Receptor, Ca2+-Sensing",CONCEPT_WIKI
40205,281,CALCIUM RECEPT,CONCEPT_WIKI
40206,281,Ca-Sensing Receptors,CONCEPT_WIKI
40207,281,CASR Protein,CONCEPT_WIKI
40208,281,"Receptor, Ca Sensing",CONCEPT_WIKI
40209,281,"Receptors, Calcium",CONCEPT_WIKI
40210,281,Calcium-Sensing Receptors,CONCEPT_WIKI
40211,281,Calcium Sensing Receptors,CONCEPT_WIKI
40212,281,"Receptors, Calcium Sensing",CONCEPT_WIKI
40213,281,Calcium Sensing Receptor,CONCEPT_WIKI
40214,281,Extracellular Calcium-Ion Sensing Receptor,CONCEPT_WIKI
40215,281,RECEPT CALCIUM,CONCEPT_WIKI
40216,281,Ca-Sensing Receptor,CONCEPT_WIKI
40218,281,"Receptor, Calcium-Sensing",CONCEPT_WIKI
40219,281,"Receptors, Ca-Sensing",CONCEPT_WIKI
40220,281,"Receptor, Ca-Sensing",CONCEPT_WIKI
40221,281,Calcium Sensing Receptor Protein,CONCEPT_WIKI
40222,281,Calcium-Sensing Receptor,CONCEPT_WIKI
40223,281,Ca Sensing Receptors,CONCEPT_WIKI
40224,281,Calcium-Sensing Receptor Protein,CONCEPT_WIKI
40225,281,Extracellular Calcium Ion Sensing Receptor,CONCEPT_WIKI
40226,281,Ca2+-Sensing Receptor,UMLS
40227,281,"Receptor Protein, Calcium-Sensing",UMLS
40228,281,Calcium Receptors,UMLS
40229,281,Ca2+ Sensing Receptor,UMLS
40230,281,"Receptor, Ca2+-Sensing",UMLS
40231,281,CALCIUM RECEPT,UMLS
40232,281,Ca-Sensing Receptors,UMLS
40233,281,CASR Protein,UMLS
40234,281,"Receptor, Ca Sensing",UMLS
40235,281,"Receptors, Calcium",UMLS
40236,281,Calcium-Sensing Receptors,UMLS
40237,281,Calcium Sensing Receptors,UMLS
