mol_atc_id,level5,molregno
39640,N06BA02,23199
39641,A11HA30,674930
39642,A07DA03,62259
39643,D07XC01,419410
39644,D11AX25,195106
39645,G01AX17,114423
39646,J01AA13,1280078
39647,J05AG06,1540480
39648,J05AX18,701175
39649,L01XE44,1757351
39650,L01XE48,1365023
39651,L01XE50,1763572
39652,A07BC05,2336077
39653,A16AB16,2335959
39654,A16AX15,1376125
39655,B02BX09,1376100
39656,A10BK05,1335827
39657,R03AK01,28976
39658,V03AB06,682593
39659,L04AA26,1153494
39660,P03AX03,674419
39661,D03AX05,1377278
39662,G03DC03,1379701
39663,S01BC05,5080
39664,S01EA03,27495
39665,M01AG04,10531
39666,N06BA13,675143
39667,L01XX41,1073717
39668,D08AK02,2096406
39669,A02AD02,2096401
39670,R03CC07,624172
39671,A11DA02,1378083
39672,G04BE07,3854
39673,A02BX51,454298
39674,J01CF03,16716
39675,J01XA01,70140
39676,J01XX01,581859
39677,N07BA03,330452
39678,N04AA02,151063
39679,G01AA05,27340
39680,S01EA04,27609
39681,M01AB14,1378095
39682,J01MA17,238204
39683,C10AB10,1078580
39684,N03AB01,150452
39685,N05BE01,3599
39686,C05BA02,1941481
39687,A07EA05,1379382
39688,A01AA03,1378845
39689,P03AC02,1152067
39690,V09GA02,674808
39691,J06BB02,675575
39692,C10AC01,675490
39693,M03AB01,33060
39694,N07XX03,936464
39695,A06AA01,1381418
39696,A06AD04,2197728
39697,D10AB05,1379238
39698,N05CD02,11745
39699,R03DA03,53737
39700,A10BX06,418415
39701,A09AA02,1380340
39702,D04AA33,2039312
39703,S02AA05,8193
39704,G03AC08,428747
39705,G03AC02,1379701
39706,A07AB02,948157
39707,J01CA06,453719
39708,J02AA01,8873
39709,N05BD01,1383043
39710,C05BA53,675473
39711,A01AB17,27912
39712,C02KX05,1380104
39713,R05CA09,1383430
39714,V08AC08,674984
39715,G01AF12,1064822
39716,L01XB01,266225
39717,D07AA02,374052
39718,D08AX07,757962
39719,G04BX13,10009
39720,P01BB02,2197696
39721,P01CC02,70239
39722,N01AX10,11819
39723,C07AA19,100929
39724,J01CA13,378225
39725,N06AA11,28112
39726,N02CC03,196215
39727,R03DA07,155584
39728,B05CA04,204115
39729,B02AA02,73547
39730,C01EB09,502152
39731,B01AA01,394231
39732,A10BB03,46726
39733,N05BX04,2039278
39734,V08AA07,675278
39735,G02AD04,699473
39736,G03HA01,236019
39737,N05BA01,721
39738,R01AD06,674335
39739,H01CB01,1173967
39740,J01GB12,369244
39741,J01DB07,624270
39742,N05AB02,674902
39743,D10AF02,12506
39744,N05CD04,49847
39745,R06AD05,2039342
39746,D06BB05,444029
39747,J01AA02,371546
39748,J01BA01,420999
39749,L01DB04,462845
39750,S01CB04,674327
39751,A03AE03,1376048
39752,C04AX32,50822
39753,C01BC03,27112
39754,B05XA06,674876
39755,D08AL01,294933
39756,A02AB02,2096361
39757,C07AA06,8531
39758,C08CA15,1362783
39759,C09CA07,116949
39760,J01XD01,27912
39761,L03AA02,675434
39762,N06AX21,192908
39763,M01CC02,125999
39764,B01AE04,2451
39765,C05AA01,674513
39766,C01BC04,27588
39767,S01XA01,832643
39768,V10BX01,674576
39769,R05CB13,675570
39770,G01AF02,13494
39771,J02AC04,334337
39772,C09AA07,61706
39773,R03BA01,674451
39774,S01XA25,1351456
39775,A04AA03,88800
39776,D01AA08,16303
39777,D01AC16,1379700
39778,N02BB73,60246
39779,M02AA27,117758
39780,D07AC12,1011112
39781,G04CB02,674920
39782,G03GA08,675508
39783,M03BX08,28119
39784,M05BC01,1381437
39785,A02BX11,990840
39786,J01MA09,65351
39787,N05CF01,224263
39788,M02AA11,621308
39789,N03AG02,150721
39790,B05XB03,3059
39791,A01AC01,381691
39792,R06AC52,1377309
39793,S01AA14,1615
39794,M04AC02,252029
39795,N01AH05,675298
39796,D01AC15,13758
39797,N02CC01,27111
39798,R01AX05,1377592
39799,B01AB51,1380517
39800,C02AB02,34757
39801,S01AA17,12506
39802,H03BA02,421208
39803,L01DC03,13590
39804,N05AD07,65455
39805,A16AA06,160056
39806,R05CA13,484235
39807,D08AC03,28487
39808,J01DC01,109807
39809,D01AC06,26590
39810,D11AH04,33216
39811,N05AD06,34949
39812,N02AD01,165474
39813,J01CF04,56432
39814,J01DC09,675146
39815,J01MB08,685299
39816,G01AA11,1489350
39817,R05DB02,1378180
39818,G01AF15,255508
39819,G01AX01,256001
39820,N05AL03,132933
39821,C10AX03,1078539
39822,N02BA79,875057
39823,B01AC17,82721
39824,C02AA03,1941483
39825,A12AA11,2039418
39826,P01AX10,48859
39827,R01AD60,374052
39828,A04AA05,663629
39829,J01ED09,1377191
39830,C10AD02,16656
39831,G01AA06,1380469
39832,N03AA02,2217
39833,A07EA04,674335
39834,S01XA04,178545
39835,J05AX01,914318
39836,P03AA04,94571
39837,N01AA02,1378153
39838,A02AA04,674669
39839,M01AE01,11674
39840,S03AA05,28516
39841,A08AA10,358192
39842,A01AA01,426045
39843,C05AE03,1278
39844,G02CC01,11674
39845,J02AC02,97867
39846,J05AB09,74284
39847,N02AX03,518361
39848,G04BE08,44920
39849,N02AC05,1376419
39850,M01AH01,18694
39851,A02BB01,22391
39852,A06AD17,136282
39853,R03CC08,262509
39854,A16AB14,1592355
39855,S01AE05,1795
39856,R06AB07,1121310
39857,S01GA04,42520
39858,M01AB02,16510
39859,B02BX05,457398
39860,C05BA04,675428
39861,R05CA11,1581828
39862,V09AB01,674311
39863,V09AB03,2197388
39864,L01XC26,1380877
39865,L01XX53,103395
39866,N02BB04,35538
39867,A07BA51,1378319
39868,R01AB01,219334
39869,R06AX27,191342
39870,V09GA03,1377080
39871,L01BC07,418401
39872,L04AA22,1380437
39873,A02BA03,78303
39874,G01AA01,444572
39875,A10BJ06,1380990
39876,B02BX06,2096444
39877,D10AF51,581843
39878,M03AA01,1767956
39879,C03CA04,180329
39880,C03XA02,581850
39881,B01AB04,675574
39882,C01CA11,675185
39883,D07AB19,954312
39884,H01AC05,675627
39885,A06AD61,76538
39886,G01AA02,674607
39887,N05CX03,453505
39888,N04AA05,213639
39889,J01GB13,325238
39890,C01DA02,37493
39891,G02CC03,9913
39892,N05AG03,66843
39893,M02AA02,1232772
39894,A12BA04,1379245
39895,S01BC06,11968
39896,S01BC08,1362
39897,M01AX02,97010
39898,A03AE01,153342
39899,N06AF02,705834
39900,H01CB05,1592394
39901,C03AA04,62615
39902,A11CC03,1025553
39903,V04CJ02,400344
39904,D10AA01,675015
39905,B02BX03,1381170
39906,A09AA02,675374
39907,R06AA59,111498
39908,G03CA03,674381
39909,J05AF11,366271
39910,M03BB73,315123
39911,D06AA04,373985
39912,G04CX03,2197764
39913,N01BB01,150882
39914,D11AX12,1826000
39915,M02AA07,11968
39916,A10BH02,234541
39917,R03BB54,1927030
39918,L01DB11,280181
39919,D05BB02,169652
39920,M05BA08,83838
39921,C04AA31,1308753
39922,C01EB21,2197566
39923,A11DA01,453914
39924,A03BB01,1041053
39925,A06AD01,674687
39926,J06BB05,675453
39927,J01MA08,210
39928,N05CA11,488074
39929,A07AB04,908741
39930,C05AD07,209224
39931,H01CC02,674441
39932,G03CB04,1051052
39933,D07XA02,27370
39934,J05AE07,499624
39935,A06AA51,1381418
39936,J01XA02,2335137
39937,D10AX02,32978
39938,R06AX11,65605
39939,S01XA18,72873
39940,J01AA05,421082
39941,N05BA19,716188
39942,C01DX54,395946
39943,C02KD01,3683
39944,R06AX23,254380
39945,R06AX24,152610
39946,R05DA11,1378595
39947,R06AA52,27629
39948,D07XC01,674713
39949,J04AC01,4941
39950,L03AB11,675549
39951,P01AB06,99368
39952,A02BX02,2197651
39953,C08EA01,418483
39954,C10AC02,675562
39955,D11AC01,182325
39956,N02CX02,27609
39957,N05CA08,1377822
39958,R03BB02,2335080
39959,A07DA52,6005
39960,H02AB09,439720
39961,L01XD01,675597
39962,J01EB03,2265
39963,B05XA05,2197728
39964,C01DA57,454015
39965,C01DX12,753339
39966,C01CX06,92879
39967,B01AC27,406189
39968,R06AX29,1121294
39969,L04AA32,458773
39970,D08AC05,1379209
39971,L01XE10,1248731
39972,A01AC03,674446
39973,N05CD06,27028
39974,M03BA73,675068
39975,N07AA30,490064
39976,N02BE51,16450
39977,R03BX01,581798
39978,A14AA04,1379150
39979,B03AA02,674591
39980,C05AA09,365281
39981,C05AD05,16581
39982,B01AB06,1381470
39983,A01AB15,1379335
39984,A10BH05,399873
39985,G04BX03,37820
39986,N04BX01,267825
39987,S01CB04,674489
39988,N01AH03,27638
39989,N02BA03,1376365
39990,M01AB16,150585
39991,M03BA72,230249
39992,M01CC01,369179
39993,C04AE01,1510461
39994,A03AX30,2039334
39995,R05CB08,1378741
39996,D04AA34,1383214
39997,D07XC02,591037
39998,A07EA01,27370
39999,N07XX07,31289
40000,S01EB08,26732
40001,R01AC03,27309
40002,V09CA04,674590
40003,A10BJ02,675815
40004,D10AX01,2096365
40005,L01XE36,1117844
40006,J01CA12,33055
40007,G01AX09,588923
40008,J05AF02,390877
40009,J01DD16,506444
40010,D11AX18,29890
40011,V04CH03,429968
40012,B02BA02,19344
40013,C03CA02,139281
40014,C01DX10,209510
40015,N03AX23,609761
40016,R02AA21,49268
40017,R01AA14,28976
40018,S01GX05,675217
40019,G03CA57,675621
40020,M01AE11,317367
40021,M01AB07,1377726
40022,P01AB04,222702
40023,L02BG03,337366
40024,C10AD52,16656
40025,S01EC02,1085
40026,R06AX12,19569
40027,R01AD52,27370
40028,N02AA03,419580
40029,M01AE16,1140315
40030,J07BD01,1381477
40031,A03BB04,2197720
40032,N05CM10,1376562
40033,A02BC54,222203
40034,D07AA01,675032
40035,R06AX04,30096
40036,V09AA01,1379344
40037,S01FB02,351701
40038,G01AF01,27912
40039,D08AC04,28516
40040,G03DB04,1377992
40041,J05AG04,113138
40042,B01AC04,598402
40043,J05AP01,485738
40044,J05AP03,360720
40045,V03AE10,1763554
40046,A02BX07,1377355
40047,B01AC19,681696
40048,V04CA02,688684
40049,S01EE04,674750
40050,G03CA09,1377664
40051,L01BC08,675080
40052,A06AD11,76538
40053,D11AH01,2197758
40054,L01XX46,469866
40055,D01AC01,13494
40056,D11AX09,831240
40057,N06BA06,1009
40058,M02AA22,838204
40059,V09IX01,1038728
40060,S03AA01,2197622
40061,D07AC03,591037
40062,D04AA15,515843
40063,J05AF04,107119
40064,P02CA01,29637
40065,S01CB04,27152
40066,A03AB21,1225404
40067,N02CX05,264669
40068,A04AD04,863857
40069,C04AE54,588819
40070,V08CA05,675252
40071,D07AC01,419410
40072,H02AB09,674919
40073,P01AC04,1152051
40074,M01AH06,424824
40075,L04AA35,2096408
40076,C02CA02,33466
40077,N06AX12,77128
40078,B01AB51,675473
40079,A07BC54,1381098
40080,R05DB07,1043826
40081,V10XX03,1380086
40082,A02BX12,2096399
40083,J01XX08,26280
40084,C10AB01,16415
40085,S01GA56,44648
40086,D07AB11,674904
40087,H03AA05,1381144
40088,A03AD02,565387
40089,R03CC53,583322
40090,H02AB01,27152
40091,J04AK04,1078523
40092,J05AE01,17169
40093,L01XE27,1214046
40094,A03AX10,1078590
40095,J01MA19,360671
40096,J01MB01,60500
40097,J01XB02,2197609
40098,N06AB04,14367
40099,N06BX10,1379092
40100,N04AA04,139241
40101,A10BA02,369464
40102,A07BC01,1381017
40103,V08AC10,1359039
40104,S01EB06,14126
40105,L03AB07,675521
40106,J01GB11,433616
40107,N05AC02,5970
40108,S01BA02,674446
40109,A06AD18,513323
40110,D10AA03,365281
40111,D10AF03,674680
40112,N06BA10,1383592
40113,R03BC03,39540
40114,B03AA07,674781
40115,C01DX08,1383516
40116,S01ED06,255558
40117,J04AK06,365195
40118,N05AA06,1376423
40119,A03AB12,469580
40120,S02BA01,674446
40121,B05BA01,675602
40122,B05CB02,304390
40123,A12CC05,1381494
40124,A07XA04,1376042
40125,H02AB01,674327
40126,J05AG02,19573
40127,A06AX01,31422
40128,M02AA10,16591
40129,N02BE05,1192484
40130,A10BB05,56131
40131,P03AC54,421902
40132,S01AB03,1377180
40133,V09BA02,674882
40134,G01AC30,130007
40135,D07AC15,674451
40136,H02CA01,674858
40137,N05BA04,16506
40138,M05BC02,1380860
40139,A03AX03,1383221
40140,C05AA04,27370
40141,R05DA04,6167
40142,L01XX44,1121853
40143,D07AC17,401141
40144,D07XA01,674446
40145,L04AA34,675582
40146,C04AD04,2039210
40147,R05CB11,1379801
40148,R07AB08,483722
40149,S01AA21,333157
40150,P01AR53,1152056
40151,L01XX50,1413247
40152,L01DB08,1531633
40153,P03AA01,199210
40154,S01CB02,27370
40155,M09AX01,1377278
40156,G01AX06,151310
40157,N05BA06,16959
40158,N05BA07,151412
40159,N02AA58,454306
40160,R02AA17,657555
40161,B05CA01,114108
40162,A12CE01,184643
40163,D01AE10,16457
40164,R01AB05,351701
40165,R06AD02,27368
40166,R05DB21,418427
40167,M01AH05,6706
40168,A10BH06,2039206
40169,V10XA01,675035
40170,S01AA10,674607
40171,A06AB07,1380531
40172,C05CA51,378065
40173,C09AA04,453579
40174,J01DD02,61682
40175,V04CH02,1377293
40176,B01AC21,699470
40177,C05AA01,150313
40178,B05XB01,674332
40179,C01CA12,1377310
40180,A07EA07,674451
40181,R06AB06,675238
40182,N05AB06,1325
40183,R01AD01,674451
40184,L01XE04,13048
40185,M01AC02,112102
40186,B02BC01,1380257
40187,G01AA03,8873
40188,C01CA05,253572
40189,A07EA02,150313
40190,D04AB03,209594
40191,H02AB10,487711
40192,L03AB61,675549
40193,L01AA07,452472
40194,D10AF51,1673803
40195,M02AA24,837060
40196,L04AC10,1121939
40197,C01DA55,479621
40198,A10BG02,20027
40199,A07DA04,675272
40200,L01DB10,660844
40201,V08CA01,674382
40202,J05AE04,17224
40203,L04AC01,675587
40204,R02AA12,471514
40205,A12AA10,699417
40206,B01AE02,675435
40207,A01AA02,1248730
40208,A12BA03,1340766
40209,R01AD57,1379382
40210,J01MB05,38856
40211,N06AX08,666467
40212,N02BE73,16498
40213,C01EA01,8130
40214,A05AB01,9951
40215,R01AA04,219334
40216,S01AB05,153330
40217,H02AA03,674543
40218,J05AH01,373806
40219,L01AA09,453911
40220,N02AA04,1379121
40221,N02AC03,567161
40222,C07AA17,255377
40223,J01DB03,24991
40224,N06BA11,57397
40225,B05CA03,70239
40226,A12AA30,1378786
40227,C01BD03,1376470
40228,N01AG01,150999
40229,D08AG04,2039229
40230,J01GB09,558497
40231,L04AX07,1379603
40232,G03XX01,149457
40233,M03BC51,77779
40234,B03AB10,2336081
40235,J01DD18,1378223
40236,L01XC29,1382093
40237,L04AC17,1380947
40238,N07BA04,522894
40239,M05BX06,1380140
40240,N05CM19,630322
40241,S01EE01,132003
40242,S01BA05,674400
40243,L01XX19,5985
40244,D10AF05,318321
40245,B01AX04,2039275
40246,V04CC02,2197728
40247,A10BJ04,1380107
40248,D09AA04,2096411
40249,V09IA04,2096364
40250,N04BD03,388574
40251,A07AA06,325236
40252,C05BB02,694073
40253,C02CC07,453408
40254,C04AD01,1377608
40255,S01EE02,674612
40256,D03AX02,1380467
40257,H05AA02,500007
40258,P01CX03,58841
40259,R01AD02,182546
40260,L01XX37,1380601
40261,N02AF01,45838
40262,A03AB07,675215
40263,C09CA06,116848
40264,B01AE01,675525
40265,B01AE03,188815
40266,N06AX03,573
40267,N06BA05,193096
40268,N02BA75,35358
40269,N05CA03,419412
40270,B01AD08,1380395
40271,A10XA01,2084
40272,V09IX01,2197394
40273,D06BA01,806511
40274,G01AX66,673430
40275,L03AX03,1381171
40276,L01DC01,427010
40277,N05AF04,209829
40278,J01EB02,204115
40279,J01CE04,1378177
40280,N05BX02,1377350
40281,A01AB05,1380801
40282,P01AB51,27912
40283,S01AB01,204115
40284,S01ED03,675188
40285,G03CA06,674712
40286,D07XA01,674513
40287,P01AC03,1152057
40288,N02AA51,6005
40289,N02AB72,22528
40290,A02BC05,675271
40291,D01AE09,250749
40292,J01CR04,451591
40293,N03AF04,139782
40294,N05BA17,11763
40295,A10AC01,675534
40296,N05CA12,488075
40297,C01EB02,445067
40298,V03AF10,2039314
40299,P03AB02,16654
40300,G03XC02,65648
40301,N02AE01,446784
40302,A02AA01,674687
40303,M02AB01,91783
40304,N06BX09,161596
40305,B02BC06,1380376
40306,C03BA12,1378437
40307,C01EB05,1376384
40308,C02KX03,23417
40309,L01XE32,456867
40310,S01XA11,674897
40311,H01CA01,112560
40312,H02AB04,27575
40313,P01CX02,59311
40314,D09AA06,64200
40315,C03BA05,1377401
40316,A07EC04,675297
40317,R01AA06,245084
40318,N01AH02,27190
40319,M01AH04,680641
40320,M01AX07,9913
40321,H05BX02,674573
40322,S01XA11,674363
40323,L01AC01,28310
40324,S01BA02,374052
40325,M03BA04,1376804
40326,N05CE01,151300
40327,C07AB03,1279
40328,J01DC11,674997
40329,L02BB01,52087
40330,M02AA25,150585
40331,N03AX30,99581
40332,S02AA13,8917
40333,C01AB01,421211
40334,C03AA09,92458
40335,B06AB01,2039209
40336,R06AB04,10358
40337,D08AC52,48849
40338,H01BB01,284080
40339,N02BA04,464003
40340,A02BA07,1383722
40341,A02BX08,1380351
40342,L02BA03,304798
40343,N06AX02,84633
40344,R03CC10,1383220
40345,R01AD13,1347273
40346,C02KX01,93617
40347,V03AB09,454382
40348,L03AB12,1380108
40349,D05AX52,674617
40350,G03XA01,405364
40351,M01AB08,26431
40352,L01XE37,1927157
40353,N02BB72,2197674
40354,N02CX06,2197623
40355,S01ED02,1354
40356,S01BA05,381691
40357,S01EA51,28976
40358,N01BB53,147981
40359,C10AD06,255548
40360,N06BX08,1377129
40361,C10AD01,1078526
40362,D11AX05,2197728
40363,R02AA11,373953
40364,C09CA09,1340892
40365,A16AX02,300763
40366,V09IB02,1121962
40367,N05AN01,1376008
40368,M01AX18,876580
40369,S01LA03,675418
40370,D11AE01,842060
40371,S03AA06,1592408
40372,A09AA02,675380
40373,A03AC04,2039205
40374,G03CA03,421038
40375,S01BA10,674940
40376,A06AH02,435293
40377,J01EB01,516056
40378,D01AE04,711972
40379,R03CC14,624233
40380,C05AA05,674327
40381,C01DA08,556
40382,R01AC01,7725
40383,S01AA16,398458
40384,N06DA05,219546
40385,G01AD02,13342
40386,D06AX01,372428
40387,J02AX05,500520
40388,A02BC53,5975
40389,S01HA07,6723
40390,S02BA01,674919
40391,L01XE14,62111
40392,A10BB07,139286
40393,N03AB03,2039360
40394,S03BA03,419410
40395,J01CA01,305519
40396,J05AG03,374719
40397,P01BE03,316347
40398,N01AX07,29090
40399,A06AD12,497330
40400,R03BC01,7725
40401,L01XE21,1277553
40402,S01AX10,2197576
40403,J04AK03,1379823
40404,R03DX06,111798
40405,N05AA01,6216
40406,M01AE17,117758
40407,L01AA01,674747
40408,A01AD07,150549
40409,J01XX10,674509
40410,N02BE03,16498
40411,D03AX12,460417
40412,D05BA03,31196
40413,C01EB06,678595
40414,V03AE03,1369656
40415,S01BA06,674489
40416,D11AX16,58841
40417,N04BB01,27647
40418,S02AA15,241
40419,B05XA07,674619
40420,C05BA53,675515
40421,A09AB01,704925
40422,R06AE04,27544
40423,S01AX06,32978
40424,S02AA10,13342
40425,D02BA01,13372
40426,H05BA04,1376672
40427,J04AD03,374005
40428,L01XD05,348717
40429,M04AC01,14440
40430,A04AA01,3183
40431,N06AB08,54722
40432,A10BX03,46727
40433,P01CB01,404631
40434,H02AB12,674568
40435,H02AB17,1378112
40436,J05AE03,88100
40437,J01FA12,1248721
40438,L01DC02,699405
40439,M01AB10,598869
40440,D09AA07,114108
40441,N03AC01,150989
40442,B01AA03,394165
40443,B01AC26,486977
40444,L04AC12,1121867
40445,R06AB03,26443
40446,V09IA09,1380992
40447,S01EB01,14406
40448,C01BC08,139046
40449,N05CM05,579689
40450,A11HA02,308201
40451,V08CA06,674408
40452,L01BC04,454374
40453,A06AC06,1381464
40454,N02BB03,60246
40455,R03DA57,155584
40456,C03AA01,515239
40457,C09CA10,1280127
40458,C08CA10,518263
40459,L03AB09,675613
40460,N05AL07,4671
40461,N02BA05,35358
40462,D01AE15,56831
40463,C07AA23,254975
40464,S02BA03,182546
40465,N06BA12,675173
40466,S01EB07,119717
40467,M01AA01,12417
40468,C08CA13,418487
40469,J05AG05,296388
40470,C05AA05,674489
40471,C01EB15,341383
40472,S01AX15,28487
40473,S01CB04,419410
40474,M03BX02,140117
40475,C01CX08,1352913
40476,A04AD11,1449169
40477,A07EA01,674860
40478,V03AB34,261343
40479,S01GA55,219334
40480,R01AD11,674829
40481,A06AD13,2197727
40482,J01MA05,15371
40483,B02AA01,127755
40484,C05AD04,147956
40485,C01DB01,1248678
40486,C02KA01,675438
40487,L01XE33,319858
40488,S03BA01,1337005
40489,R01AB03,245084
40490,S02AA06,195106
40491,D07AC01,674489
40492,D07XB05,954312
40493,G03DC04,407453
40494,G03GB01,231925
40495,N02AB01,66158
40496,D08AJ01,661367
40497,N03AC02,31804
40498,A12BA05,1379248
40499,A10AB06,675589
40500,V09HA04,1381075
40501,S03BA03,674335
40502,V03AB35,1383547
40503,V09XA02,1377281
40504,L04AA31,96107
40505,A10BK01,441579
40506,P01AX09,1078505
40507,P01CD02,754676
40508,A01AA04,1249004
40509,R02AD03,333370
40510,C03BA09,742225
40511,M09AX03,426110
40512,G03CB03,1078591
40513,N01AB06,238127
40514,N01AX11,674633
40515,A12BA01,674682
40516,A06AD02,674523
40517,J01MA04,57175
40518,N02BB01,26820
40519,R01AB06,114810
40520,R05DB22,1377437
40521,D06BX01,27912
40522,G03CC03,1078591
40523,L04AB05,675782
40524,M03BB02,674665
40525,M03BB03,315123
40526,J01FA05,604641
40527,N05AD01,3859
40528,S01BA04,674860
40529,L01XE07,14805
40530,J01CA05,454373
40531,D01AC09,223819
40532,M01AB51,173
40533,R01BA52,454076
40534,C03DA01,328201
40535,P03AA05,198725
40536,G01AF04,8917
40537,R03DX03,581798
40538,N02BA02,1380488
40539,A02BX13,1381160
40540,N03AX19,1364661
40541,N02BB71,26820
40542,A01AB21,438486
40543,B03AA09,2039227
40544,D03AX03,674930
40545,L01AD07,1377618
40546,J01DH03,304903
40547,N06AG03,20372
40548,N04AA01,418411
40549,N07AB02,406520
40550,B05BC01,30180
40551,A16AB06,675600
40552,B01AD02,675431
40553,C04AX23,1078574
40554,R01AA03,351701
40555,H02AB08,674400
40556,G03EK01,328400
40557,J05AF03,65494
40558,L01XA02,300022
40559,J05AG01,4345
40560,L03AB03,675394
40561,M03AA02,203627
40562,N05CD08,27611
40563,R03AA01,28976
40564,B02BD11,1380548
40565,B01AE05,478003
40566,C01DX06,209662
40567,S02AA01,27340
40568,L01AD04,1064511
40569,R03DX07,321696
40570,A16AX01,224463
40571,S03BA03,674327
40572,L01XX45,520664
40573,N03AA01,65567
40574,C01CA21,1376477
40575,S02AA11,2197609
40576,N01BB09,618203
40577,A06AB04,104250
40578,C10AA06,403465
40579,R03AC05,140105
40580,R03DA74,381693
40581,A12AA01,1379837
40582,C04AX17,1232716
40583,H03BA03,915190
40584,R01AA07,114810
40585,R06AE07,111185
40586,V09CA03,1379758
40587,D04AA01,1046689
40588,D08AH30,8193
40589,D04AA14,469763
40590,L03AC02,675548
40591,D01AE21,393942
40592,C07AB04,27347
40593,M01AC04,685263
40594,N03AX17,1304641
40595,S02AA16,146
40596,M09AB03,1381293
40597,V03AC01,15938
40598,R05CB04,1226008
40599,S01AE06,1712
40600,G03XC01,6914
40601,G04BD05,308699
40602,L04AX03,49931
40603,C01BA51,255477
40604,B03AA04,2039307
40605,M04AB05,1377990
40606,R05CB16,30180
40607,P01AR02,1152060
40608,A02AB03,2096366
40609,B01AF03,709600
40610,J01MA18,405103
40611,L02BB02,249414
40612,C10AB04,2994
40613,R03CB01,1994
40614,S02BA08,105252
40615,C03DA04,626453
40616,V04CA01,46726
40617,V09HX01,674945
40618,H01CB02,511465
40619,A03BB03,370289
40620,C09AA02,16847
40621,M03AC02,306429
40622,A10BB11,1378888
40623,S01AD06,149095
40624,J05AB01,365538
40625,L01AD01,10840
40626,S01EA01,28976
40627,C09CA03,139045
40628,N07AX03,279727
40629,C02KC01,28477
40630,A07DA05,1377384
40631,L01XC22,1121918
40632,R06AB56,675238
40633,D05AC51,66687
40634,H04AA01,675470
40635,G02AD03,1248686
40636,L01CD01,8062
40637,P02CX01,675254
40638,N06AX06,26465
40639,N03AX09,38727
40640,A16AB01,675389
40641,C03BC01,674894
40642,D08AJ10,2039339
40643,A03AA04,38293
40644,J01CF01,77085
40645,C01CA03,372912
40646,A10BA01,282509
40647,A10AE06,1380135
40648,A08AA11,301194
40649,H02AB09,674446
40650,H02AB13,675842
40651,C08DA51,1219
40652,J01MA07,16278
40653,D11AX10,33679
40654,S01EC04,366278
40655,L01XC24,1121878
40656,L01XE35,1817518
40657,J01DD06,114506
40658,G04BX15,675428
40659,B03AD02,674591
40660,A16AB04,1381154
40661,N03AC03,150846
40662,V03AN03,1160052
40663,R06AX26,81683
40664,G02AD01,55033
40665,P01AA52,8193
40666,C07AB01,1380
40667,D10AA02,27575
40668,N06AX11,27610
40669,N04BC09,258371
40670,H02AB08,674829
40671,J02AC03,27308
40672,L01BA01,49931
40673,L01XC01,1381221
40674,N05AG01,66238
40675,G01AC05,192290
40676,M03AC04,306485
40677,S01AA02,438486
40678,J07AH01,1381408
40679,N05AH01,59519
40680,A01AC03,674919
40681,A06AG01,136282
40682,C09AA16,164680
40683,M03BA51,612263
40684,D11AX22,674584
40685,B03AA06,2039203
40686,A07AA08,325239
40687,V09AX06,574519
40688,V03AB15,6902
40689,S01HA03,32027
40690,N07BB05,100696
40691,N07CA04,1216376
40692,C07AA07,5528
40693,C10AB06,1377705
40694,D06BB12,675628
40695,C01DX02,31171
40696,A10AE03,675594
40697,N01AB04,238429
40698,N01BA03,32027
40699,L01AA06,119640
40700,A03BB05,1378247
40701,V04CE01,695408
40702,B02AA03,148501
40703,M02AA26,85553
40704,H02AB06,674860
40705,R05CA01,675611
40706,L02AB01,675090
40707,L02AE02,675150
40708,P02DX02,46591
40709,L04AD02,2197758
40710,D01AA01,444572
40711,N04BC08,795654
40712,V09CX03,1378588
40713,S01FB03,123375
40714,S01XA21,21036
40715,D07AA02,674919
40716,C03BA08,73548
40717,V04CK02,1380816
40718,V08CB02,1381175
40719,A10BJ05,1380293
40720,P02BX03,1152053
40721,M01CB02,2096430
40722,N01BB07,6883
40723,C08CA11,630356
40724,J06BB13,1381484
40725,J01GB10,372440
40726,P01AB02,222633
40727,A03AX07,1379267
40728,A06AB52,88841
40729,J01CE05,1037639
40730,N06AX09,114406
40731,N07AX02,991347
40732,A07DA01,675245
40733,J04AA03,1378253
40734,V08AB04,674883
40735,G02CB05,21938
40736,M03AC05,675300
40737,C03AA06,134100
40738,G04BE11,1376119
40739,B01AC08,2096376
40740,V03AB22,2096390
40741,J05AF13,1380095
40742,J01CA17,712275
40743,N06BA03,675152
40744,G04BD12,1369608
40745,A14AB02,674574
40746,C04AC02,697885
40747,C02AB01,3730
40748,D08AA03,1537817
40749,S01AA23,453520
40750,V09GB01,675405
40751,D04AA02,10661
40752,D04AB04,16735
40753,D09AA05,1247587
40754,L01CA01,71516
40755,L03AB13,1380943
40756,A01AC03,674513
40757,A01AD06,1376266
40758,A02BA06,71339
40759,G01AC01,139247
40760,J01DD09,1503084
40761,R03DA55,794445
40762,C05AA05,674335
40763,V03AF03,675089
40764,D06AX02,674680
40765,M03BA02,230249
40766,N05CM04,1078577
40767,J01CF06,374064
40768,C01DA05,479621
40769,C03AA02,583522
40770,A07EA04,674713
40771,H01AX01,675474
40772,C01BD07,308422
40773,P01AC01,1376038
40774,R01AD02,674860
40775,L01XX10,144744
40776,A04AA04,1543376
40777,B01AC25,217548
40778,C10AD04,2039258
40779,S01AA15,1279554
40780,V03AB08,150941
