ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
542,17126297,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
543,17126297,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
544,17126297,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
545,17126297,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
546,17126297,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
547,17126297,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
548,17126297,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
549,17126297,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
550,17126298,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
551,17126298,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
552,17126298,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
553,17126298,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
554,17126298,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
555,17126298,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
556,17126298,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
557,17126298,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
558,17126298,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
559,17126299,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
560,17126299,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
561,17126299,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
562,17126299,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
563,17126299,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
564,17126299,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
565,17126299,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
566,17126299,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
567,17126299,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
568,17126300,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
569,17126300,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
570,17126300,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
571,17126300,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
572,17126300,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
573,17126300,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
574,17126300,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
575,17126300,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
576,17126300,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
577,17126301,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
578,17126301,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
579,17126301,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
580,17126301,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
581,17126301,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
582,17126301,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
583,17126301,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
584,17126301,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
585,17126301,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
586,17126302,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
587,17126302,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
588,17126302,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
589,17126302,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
590,17126302,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
591,17126302,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
592,17126302,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
593,17126302,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
594,17126302,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
595,17126303,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
596,17126303,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
597,17126303,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
598,17126303,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
599,17126303,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
600,17126303,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
601,17126303,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
602,17126303,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
603,17126303,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
604,17126304,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
605,17126304,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
606,17126304,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
607,17126304,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
608,17126304,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
609,17126304,DOSE,=,0E-30,mg/kg,,DOSE,=,0E-30,mg.kg-1,,,0
610,17126304,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
611,17126304,TIME,=,24.000000000000000000000000000000,hr,,TIME,=,24.000000000000000000000000000000,hr,,,0
612,17126304,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
613,17126305,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
614,17126305,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
615,17126305,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
616,17126305,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
617,17126305,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
618,17126305,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
619,17126305,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
620,17126305,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
621,17126305,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
622,17126306,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
623,17126306,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
624,17126306,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
625,17126306,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
626,17126306,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
627,17126306,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
628,17126306,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
629,17126306,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
630,17126306,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
631,17126307,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
632,17126307,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
633,17126307,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
634,17126307,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
635,17126307,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
636,17126307,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
637,17126307,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
638,17126307,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
639,17126307,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
640,17126308,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
641,17126308,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
642,17126308,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
643,17126308,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
644,17126308,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
645,17126308,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
646,17126308,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
647,17126308,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
648,17126308,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
649,17126309,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
650,17126309,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
651,17126309,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
652,17126309,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
653,17126309,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
654,17126309,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
655,17126309,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
656,17126309,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
657,17126309,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
658,17126310,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
659,17126310,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
660,17126310,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
661,17126310,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
662,17126310,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
663,17126310,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
664,17126310,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
665,17126310,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
666,17126310,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
667,17126311,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
668,17126311,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
669,17126311,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
670,17126311,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
671,17126311,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
672,17126311,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
673,17126311,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
674,17126311,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
675,17126311,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
676,17126312,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
677,17126312,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
678,17126312,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
679,17126312,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
680,17126312,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
681,17126312,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
682,17126312,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
683,17126312,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
684,17126312,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
685,17126313,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
686,17126313,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
687,17126313,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
688,17126313,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
689,17126313,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
690,17126313,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
691,17126313,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
692,17126313,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
693,17126313,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
694,17126314,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
695,17126314,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
696,17126314,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
697,17126314,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
698,17126314,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
699,17126314,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
700,17126314,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
701,17126314,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
702,17126314,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
703,17126315,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
704,17126315,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
705,17126315,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
706,17126315,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
707,17126315,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
708,17126315,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
709,17126315,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
710,17126315,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
711,17126315,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
712,17126316,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
713,17126316,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
714,17126316,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
715,17126316,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
716,17126316,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
717,17126316,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
718,17126316,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
719,17126316,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
720,17126316,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
721,17126317,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
722,17126317,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
723,17126317,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
724,17126317,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
725,17126317,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
726,17126317,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
727,17126317,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
728,17126317,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
729,17126317,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
730,17126318,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
731,17126318,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
732,17126318,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
733,17126318,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
734,17126318,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
735,17126318,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
736,17126318,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
737,17126318,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
738,17126318,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
739,17126319,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
740,17126319,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
741,17126319,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
742,17126319,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
743,17126319,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
744,17126319,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
745,17126319,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
746,17126319,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
747,17126319,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
748,17126320,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
749,17126320,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
750,17126320,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
751,17126320,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
752,17126320,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
753,17126320,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
754,17126320,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
755,17126320,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
756,17126320,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
757,17126321,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
758,17126321,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
759,17126321,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
760,17126321,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
761,17126321,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
762,17126321,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
763,17126321,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
764,17126321,TIME,=,3.000000000000000000000000000000,hr,,TIME,=,3.000000000000000000000000000000,hr,,,0
765,17126321,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
766,17126322,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
767,17126322,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
768,17126322,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
769,17126322,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
770,17126322,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
771,17126322,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
772,17126322,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
773,17126322,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
774,17126322,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
775,17126323,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
776,17126323,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
777,17126323,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
778,17126323,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
779,17126323,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
780,17126323,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
781,17126323,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
782,17126323,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
783,17126323,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
784,17126324,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
785,17126324,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
786,17126324,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
787,17126324,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
788,17126324,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
789,17126324,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
790,17126324,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
791,17126324,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
792,17126324,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
793,17126325,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
794,17126325,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
795,17126325,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
796,17126325,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
797,17126325,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
798,17126325,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
799,17126325,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
800,17126325,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
801,17126325,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
802,17126326,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
803,17126326,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
804,17126326,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
805,17126326,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
