tid,target_type,pref_name,tax_id,organism,chembl_id,species_group_flag
104722,PROTEIN FAMILY,Angiotensin II receptor (AT-1) type-1,10116,Rattus norvegicus,CHEMBL2094250,0
104723,PROTEIN FAMILY,Adrenergic receptor alpha-1,9606,Homo sapiens,CHEMBL2094251,0
104724,SELECTIVITY GROUP,Monoamine transporters; serotonin & dopamine,10116,Rattus norvegicus,CHEMBL2094252,0
104725,PROTEIN FAMILY,Cyclooxygenase,9606,Homo sapiens,CHEMBL2094253,0
104726,PROTEIN FAMILY,Cysteinyl leukotriene receptor,9606,Homo sapiens,CHEMBL2094254,0
104727,PROTEIN FAMILY,DNA topoisomerase II,9606,Homo sapiens,CHEMBL2094255,0
104728,PROTEIN FAMILY,Angiotensin II receptor,9606,Homo sapiens,CHEMBL2094256,0
104729,PROTEIN FAMILY,Adenosine A2 receptor,9606,Homo sapiens,CHEMBL2094257,0
104730,PROTEIN COMPLEX GROUP,Nuclear factor NF-kappa-B complex,9606,Homo sapiens,CHEMBL2094258,0
104731,PROTEIN FAMILY,Protein kinase C (PKC),10116,Rattus norvegicus,CHEMBL2094266,0
104732,PROTEIN FAMILY,Phosphodiesterase 4,10116,Rattus norvegicus,CHEMBL2094267,0
104733,PROTEIN FAMILY,Melatonin receptor,9606,Homo sapiens,CHEMBL2094268,0
104734,SELECTIVITY GROUP,Opioid receptors; mu & delta,9606,Homo sapiens,CHEMBL2095149,0
104735,PROTEIN FAMILY,Phosphodiesterase 1,9606,Homo sapiens,CHEMBL2095150,0
104736,SELECTIVITY GROUP,Opioid receptors; delta & kappa,9606,Homo sapiens,CHEMBL2095151,0
104737,PROTEIN COMPLEX GROUP,Sulfonylurea receptors; K-ATP channels,9606,Homo sapiens,CHEMBL2095152,0
104738,SELECTIVITY GROUP,Phosphodiesterase; PDE3 & PDE4,9606,Homo sapiens,CHEMBL2095153,0
104739,PROTEIN FAMILY,Melatonin receptor,9031,Gallus gallus,CHEMBL2095154,0
104740,SELECTIVITY GROUP,Opioid receptors; mu & delta,10116,Rattus norvegicus,CHEMBL2095155,0
104741,SELECTIVITY GROUP,Opioid receptors; mu & kappa,9606,Homo sapiens,CHEMBL2095156,0
104742,PROTEIN FAMILY,Cyclooxygenase,10116,Rattus norvegicus,CHEMBL2095157,0
104743,PROTEIN FAMILY,Adrenergic receptor alpha-2,9606,Homo sapiens,CHEMBL2095158,0
104744,PROTEIN FAMILY,Serotonin 1 (5-HT1) receptor,10116,Rattus norvegicus,CHEMBL2095159,0
104745,PROTEIN FAMILY,Leukotriene B4 receptor,9606,Homo sapiens,CHEMBL2095160,0
104746,PROTEIN-PROTEIN INTERACTION,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3,9606,Homo sapiens,CHEMBL2095161,0
104747,PROTEIN-PROTEIN INTERACTION,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1,9606,Homo sapiens,CHEMBL2095162,0
104748,PROTEIN-PROTEIN INTERACTION,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2,9606,Homo sapiens,CHEMBL2095163,0
104749,PROTEIN COMPLEX,Geranylgeranyl transferase type I,9606,Homo sapiens,CHEMBL2095164,0
104750,PROTEIN FAMILY,Heat shock protein HSP90,9606,Homo sapiens,CHEMBL2095165,0
104751,PROTEIN FAMILY,Adrenergic receptor beta,10116,Rattus norvegicus,CHEMBL2095166,0
104752,PROTEIN COMPLEX,GABA-A receptor; alpha-1/beta-2/gamma-2,10116,Rattus norvegicus,CHEMBL2095167,0
104753,PROTEIN COMPLEX,Hemoglobin HbA,9606,Homo sapiens,CHEMBL2095168,0
104754,SELECTIVITY GROUP,Dopamine receptors; D2 & D3,9606,Homo sapiens,CHEMBL2095169,0
104755,PROTEIN FAMILY,Estrogen receptor,9913,Bos taurus,CHEMBL2095170,0
104756,PROTEIN FAMILY,"Sodium channel alpha subunits; brain (Types I, II, III)",10116,Rattus norvegicus,CHEMBL2095171,0
104757,PROTEIN COMPLEX,GABA-A receptor; alpha-1/beta-2/gamma-2,9606,Homo sapiens,CHEMBL2095172,0
104758,PROTEIN COMPLEX,Potassium-transporting ATPase,9606,Homo sapiens,CHEMBL2095173,0
104759,PROTEIN COMPLEX,SUMO-activating enzyme,9606,Homo sapiens,CHEMBL2095174,0
104760,SELECTIVITY GROUP,Monoamine transporters; Norepininephrine & dopamine,10116,Rattus norvegicus,CHEMBL2095175,0
104761,PROTEIN FAMILY,Voltage-gated L-type calcium channel,10116,Rattus norvegicus,CHEMBL2095177,0
104762,PROTEIN COMPLEX,Protein farnesyltransferase,9913,Bos taurus,CHEMBL2095178,0
104763,PROTEIN FAMILY,Adenylate cyclase,10116,Rattus norvegicus,CHEMBL2095179,0
104764,PROTEIN FAMILY,Carbonic anhydrase,9606,Homo sapiens,CHEMBL2095180,0
104765,PROTEIN FAMILY,Opioid receptors; mu/kappa/delta,9606,Homo sapiens,CHEMBL2095181,0
104766,PROTEIN COMPLEX GROUP,Tubulin,9606,Homo sapiens,CHEMBL2095182,0
104767,PROTEIN COMPLEX,Shiga toxin,83334,Escherichia coli O157:H7,CHEMBL2095183,0
104768,PROTEIN COMPLEX,Integrin alpha-4/beta-7,9606,Homo sapiens,CHEMBL2095184,0
104769,PROTEIN FAMILY,Cholecystokinin receptor,9606,Homo sapiens,CHEMBL2095185,0
104770,PROTEIN COMPLEX GROUP,Sodium/potassium-transporting ATPase,9606,Homo sapiens,CHEMBL2095186,0
104771,SELECTIVITY GROUP,Muscarinic acetylcholine receptors; M2 & M3,9606,Homo sapiens,CHEMBL2095187,0
104772,PROTEIN FAMILY,Glycogen synthase kinase-3,9606,Homo sapiens,CHEMBL2095188,0
104773,PROTEIN COMPLEX,Platelet-derived growth factor receptor,9606,Homo sapiens,CHEMBL2095189,0
104774,PROTEIN COMPLEX,GABA-A receptor; alpha-6/beta-3/gamma-2,9606,Homo sapiens,CHEMBL2095190,0
104775,PROTEIN COMPLEX GROUP,Casein kinase II,9606,Homo sapiens,CHEMBL2095191,0
104776,PROTEIN FAMILY,Opioid receptor,10090,Mus musculus,CHEMBL2095192,0
104777,PROTEIN FAMILY,Tryptase,9606,Homo sapiens,CHEMBL2095193,0
104778,PROTEIN COMPLEX,Coagulation factor VII/tissue factor,9606,Homo sapiens,CHEMBL2095194,0
104779,SELECTIVITY GROUP,Adenosine receptors; A1 & A3,9606,Homo sapiens,CHEMBL2095195,0
104780,PROTEIN FAMILY,Monoamine oxidase,10116,Rattus norvegicus,CHEMBL2095196,0
104781,PROTEIN COMPLEX,Protein farnesyltransferase,10116,Rattus norvegicus,CHEMBL2095197,0
104782,PROTEIN COMPLEX,"Sulfonylurea receptor 2, Kir6.2",9606,Homo sapiens,CHEMBL2095198,0
104783,PROTEIN COMPLEX,Potassium-transporting ATPase,10116,Rattus norvegicus,CHEMBL2095199,0
104784,PROTEIN FAMILY,Serotonin 2 (5-HT2) receptor,9606,Homo sapiens,CHEMBL2095200,0
104785,SELECTIVITY GROUP,Monoamine transporters; serotonin & dopamine,9606,Homo sapiens,CHEMBL2095201,0
104786,PROTEIN COMPLEX,"Troponin, cardiac muscle",9606,Homo sapiens,CHEMBL2095202,0
104787,PROTEIN FAMILY,Adrenergic receptor alpha,9606,Homo sapiens,CHEMBL2095203,0
104788,PROTEIN FAMILY,Trypsin,9606,Homo sapiens,CHEMBL2095204,0
104789,PROTEIN FAMILY,Monoamine oxidase,9606,Homo sapiens,CHEMBL2095205,0
104790,SELECTIVITY GROUP,Adenosine receptors; A2a & A3,9606,Homo sapiens,CHEMBL2095213,0
104791,PROTEIN COMPLEX GROUP,Ribonucleoside-diphosphate reductase RR1,9606,Homo sapiens,CHEMBL2095215,0
104792,PROTEIN FAMILY,Collagenase,9606,Homo sapiens,CHEMBL2095216,0
104793,PROTEIN FAMILY,Fibroblast growth factor receptor,9606,Homo sapiens,CHEMBL2095217,0
104794,SELECTIVITY GROUP,Adenosine receptors; A1 & A2a,10116,Rattus norvegicus,CHEMBL2095218,0
104795,SELECTIVITY GROUP,Muscarinic acetylcholine receptors; M1 & M2,9606,Homo sapiens,CHEMBL2095219,0
104796,SELECTIVITY GROUP,Phosphodiesterases; PDE5 & PDE6,9606,Homo sapiens,CHEMBL2095220,0
104797,PROTEIN FAMILY,Vasopressin V1 receptor,10116,Rattus norvegicus,CHEMBL2095221,0
104798,PROTEIN COMPLEX,Integrin alpha-5/beta-1,9606,Homo sapiens,CHEMBL2095226,0
104799,PROTEIN FAMILY,Vascular endothelial growth factor receptor,9606,Homo sapiens,CHEMBL2095227,0
104800,PROTEIN COMPLEX,Potassium-transporting ATPase,9823,Sus scrofa,CHEMBL2095228,0
104801,PROTEIN FAMILY,Voltage-gated L-type calcium channel,9606,Homo sapiens,CHEMBL2095229,0
104802,SELECTIVITY GROUP,Serotonin 1 receptors; 5-HT1B & 5-HT1D,9606,Homo sapiens,CHEMBL2095230,0
104803,PROTEIN COMPLEX,"Hepatitis C virus serine protease, NS3/NS4A",11103,Hepatitis C virus,CHEMBL2095231,0
104804,PROTEIN COMPLEX,Exodeoxyribonuclease V,83333,Escherichia coli (strain K12),CHEMBL2095232,0
104805,SELECTIVITY GROUP,Cholinesterases; ACHE & BCHE,9606,Homo sapiens,CHEMBL2095233,0
104806,SELECTIVITY GROUP,Adenosine receptors; A2b & A3,9606,Homo sapiens,CHEMBL2095234,0
104807,SELECTIVITY GROUP,Dopamine receptors; D2 & D4,9606,Homo sapiens,CHEMBL2095396,0
104808,PROTEIN COMPLEX,Cyclin-dependent kinase 4/cyclin D,9606,Homo sapiens,CHEMBL2095942,0
104809,PROTEIN FAMILY,Histone deacetylase,10116,Rattus norvegicus,CHEMBL2095943,0
104810,PROTEIN COMPLEX GROUP,"Glutamate receptor ionotropic, AMPA",10090,Mus musculus,CHEMBL2096617,0
104811,CHIMERIC PROTEIN,Bcr/Abl fusion protein,9606,Homo sapiens,CHEMBL2096618,0
104812,PROTEIN FAMILY,"Phosphatidylinositol 4-kinase, PI4K",9606,Homo sapiens,CHEMBL2096619,0
104813,PROTEIN FAMILY,"Protein kinase C, PKC; classical/novel",9606,Homo sapiens,CHEMBL2096620,0
104814,SELECTIVITY GROUP,Nitric oxide sythases; iNOS & nNOS,9606,Homo sapiens,CHEMBL2096621,0
104815,PROTEIN FAMILY,Vasopressin receptor,10116,Rattus norvegicus,CHEMBL2096622,0
104816,PROTEIN COMPLEX,"Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2",9606,Homo sapiens,CHEMBL2096661,0
104817,SELECTIVITY GROUP,Serotonin 2 receptors; 5-HT2a & 5-HT2c,9606,Homo sapiens,CHEMBL2096662,0
104818,PROTEIN FAMILY,Pyruvate dehydrogenase kinase,10116,Rattus norvegicus,CHEMBL2096663,0
104819,PROTEIN FAMILY,Steroid 5-alpha-reductase,10116,Rattus norvegicus,CHEMBL2096664,0
104820,PROTEIN FAMILY,Pyruvate dehydrogenase kinase,9606,Homo sapiens,CHEMBL2096665,0
104821,PROTEIN COMPLEX,Glutamate NMDA receptor; Grin1/Grin2b,10116,Rattus norvegicus,CHEMBL2096666,0
104822,PROTEIN FAMILY,"c-Jun N-terminal kinase, JNK",9606,Homo sapiens,CHEMBL2096667,0
104823,PROTEIN FAMILY,Alcohol dehydrogenase,9606,Homo sapiens,CHEMBL2096668,0
104824,PROTEIN COMPLEX GROUP,Glutamate receptors; NMDA/AMPA,10116,Rattus norvegicus,CHEMBL2096669,0
104825,PROTEIN COMPLEX GROUP,Glutamate receptor ionotropic AMPA,9606,Homo sapiens,CHEMBL2096670,0
104826,PROTEIN FAMILY,Serotonin 2 (5-HT2) receptor,10090,Mus musculus,CHEMBL2096671,0
104827,SELECTIVITY GROUP,Monoamine transporters; Norepinephrine & serotonin,10116,Rattus norvegicus,CHEMBL2096672,0
104828,PROTEIN FAMILY,Small conductance calcium-activated potassium channel,10116,Rattus norvegicus,CHEMBL2096673,0
104829,PROTEIN FAMILY,Cyclooxygenase,9913,Bos taurus,CHEMBL2096674,0
104830,PROTEIN COMPLEX,Integrin alpha-V/beta-5,9606,Homo sapiens,CHEMBL2096675,0
104831,SELECTIVITY GROUP,Adrenergic receptors; alpha-1 A & B,9606,Homo sapiens,CHEMBL2096676,0
104832,PROTEIN FAMILY,Phosphoglycerate kinase,9606,Homo sapiens,CHEMBL2096677,0
104833,PROTEIN FAMILY,"Endothelin receptor, ET-A/ET-B",9606,Homo sapiens,CHEMBL2096678,0
104834,SELECTIVITY GROUP,Adenosine receptors; A1 & A2,9606,Homo sapiens,CHEMBL2096679,0
104835,PROTEIN COMPLEX,Glutamate NMDA receptor; Grin1/Grin2a,10116,Rattus norvegicus,CHEMBL2096680,0
104836,SELECTIVITY GROUP,Adenosine receptors; A1 & A3,10116,Rattus norvegicus,CHEMBL2096681,0
104837,PROTEIN FAMILY,"Sodium channel alpha subunits; brain (Types I, II, III)",9606,Homo sapiens,CHEMBL2096682,0
104838,SELECTIVITY GROUP,Benzodiazepine receptors; peripheral & central,10116,Rattus norvegicus,CHEMBL2096683,0
104839,PROTEIN FAMILY,Vanilloid receptor,10116,Rattus norvegicus,CHEMBL2096684,0
104840,PROTEIN FAMILY,GABA transporter,10090,Mus musculus,CHEMBL2096685,0
104841,PROTEIN FAMILY,Serotonin (5-HT) receptor,9606,Homo sapiens,CHEMBL2096904,0
104842,PROTEIN FAMILY,Dopamine receptor,9606,Homo sapiens,CHEMBL2096905,0
104843,SELECTIVITY GROUP,Carbonic anhydrases; II & IX,9606,Homo sapiens,CHEMBL2096906,0
104844,PROTEIN COMPLEX GROUP,"AMP-activated protein kinase, AMPK",9606,Homo sapiens,CHEMBL2096907,0
104845,SELECTIVITY GROUP,Adenosine receptors; A1 & A2b,9606,Homo sapiens,CHEMBL2096908,0
104846,PROTEIN FAMILY,"Interleukin-8 receptors, CXCR1/CXCR2",9606,Homo sapiens,CHEMBL2096909,0
104847,SELECTIVITY GROUP,Dopamine receptors; D1 & D2,10116,Rattus norvegicus,CHEMBL2096910,0
104848,PROTEIN COMPLEX,Glutamate NMDA receptor; Grin1/Grin2c,10116,Rattus norvegicus,CHEMBL2096911,0
104849,PROTEIN COMPLEX,Protein farnesyltransferase,10090,Mus musculus,CHEMBL2096912,0
104850,PROTEIN FAMILY,Dopamine receptor,9913,Bos taurus,CHEMBL2096970,0
104851,PROTEIN FAMILY,Carbonic anhydrase,9913,Bos taurus,CHEMBL2096971,0
104852,PROTEIN COMPLEX,"Sulfonylurea receptor 1, Kir6.2",9606,Homo sapiens,CHEMBL2096972,0
104853,PROTEIN FAMILY,Peptide N-myristoyltransferase,9606,Homo sapiens,CHEMBL2096973,0
104854,SELECTIVITY GROUP,Adrenergic receptor beta; ADRB1 & ADRB2,9606,Homo sapiens,CHEMBL2096974,0
104855,PROTEIN COMPLEX,Acetylcholine receptor,7787,Torpedo californica,CHEMBL2096975,0
104856,PROTEIN-PROTEIN INTERACTION,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2,9606,Homo sapiens,CHEMBL2096976,0
104857,PROTEIN FAMILY,Somatostatin receptor,10116,Rattus norvegicus,CHEMBL2096977,0
104858,PROTEIN FAMILY,Thioredoxin reductase,9606,Homo sapiens,CHEMBL2096978,0
104859,PROTEIN FAMILY,Phosphodiesterase 6,9913,Bos taurus,CHEMBL2096979,0
104860,PROTEIN COMPLEX,Platelet-derived growth factor receptor,10090,Mus musculus,CHEMBL2096980,0
104861,PROTEIN FAMILY,Cannabinoid receptor,9606,Homo sapiens,CHEMBL2096981,0
104862,SELECTIVITY GROUP,Adenosine receptors; A1 & A2a,9606,Homo sapiens,CHEMBL2096982,0
104863,PROTEIN FAMILY,"Sterol O-acyltransferase, Soat",10116,Rattus norvegicus,CHEMBL2096983,0
104864,PROTEIN FAMILY,Pancreatic elastase,9823,Sus scrofa,CHEMBL2096984,0
104865,PROTEIN FAMILY,Sodium/hydrogen exchanger,9986,Oryctolagus cuniculus,CHEMBL2096985,0
104866,PROTEIN FAMILY,Cholecystokinin receptor,10116,Rattus norvegicus,CHEMBL2096986,0
104867,PROTEIN COMPLEX,Geranylgeranyl transferase type I,9913,Bos taurus,CHEMBL2096987,0
104868,SELECTIVITY GROUP,Thrombin & trypsin,9606,Homo sapiens,CHEMBL2096988,0
104869,PROTEIN FAMILY,Angiotensin-converting enzyme,9606,Homo sapiens,CHEMBL2096989,0
104870,SELECTIVITY GROUP,Monoamine transporters; Norepinephrine & dopamine,9606,Homo sapiens,CHEMBL2096990,0
104871,PROTEIN COMPLEX GROUP,Protein farnesyl/geranylgeranyl transferase,9606,Homo sapiens,CHEMBL2096991,0
104872,PROTEIN FAMILY,"Phosphodiesterase, PDE1/PDE5",9606,Homo sapiens,CHEMBL2097161,0
104873,PROTEIN FAMILY,Muscarinic acetylcholine receptor,10090,Mus musculus,CHEMBL2097162,0
104874,PROTEIN FAMILY,Phosphodiesterase 6,9606,Homo sapiens,CHEMBL2097163,0
104875,PROTEIN FAMILY,CaM kinase II,9606,Homo sapiens,CHEMBL2097164,0
104876,SELECTIVITY GROUP,Dopamine receptors; D3 & D4,9606,Homo sapiens,CHEMBL2097165,0
104877,PROTEIN FAMILY,Phosphodiesterase 1,9913,Bos taurus,CHEMBL2097166,0
104878,PROTEIN FAMILY,Adenylate cyclase,9606,Homo sapiens,CHEMBL2097167,0
104879,PROTEIN FAMILY,"Protein kinase C, PKC; classical",10116,Rattus norvegicus,CHEMBL2097168,0
104880,SELECTIVITY GROUP,Adrenergic receptor beta; ADRB1 & ADRB3,9606,Homo sapiens,CHEMBL2097169,0
104881,PROTEIN-PROTEIN INTERACTION,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1,9606,Homo sapiens,CHEMBL2097170,0
104882,SELECTIVITY GROUP,Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,10116,Rattus norvegicus,CHEMBL2097171,0
104883,SELECTIVITY GROUP,Dihydrofolate reductase; T. gondii vs rat,5811,Toxoplasma gondii,CHEMBL2097172,0
104884,SELECTIVITY GROUP,Dihydrofolate reductase; P. carinii vs rat,4754,Pneumocystis carinii,CHEMBL2097173,0
104885,PROTEIN COMPLEX,DNA gyrase,158878,Staphylococcus aureus subsp. aureus Mu50,CHEMBL2097174,0
104886,SELECTIVITY GROUP,Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,10116,Rattus norvegicus,CHEMBL2097175,0
104888,PROTEIN COMPLEX,"Amiloride-sensitive sodium channel, ENaC",9606,Homo sapiens,CHEMBL2107836,0
104890,PROTEIN COMPLEX,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1",9606,Homo sapiens,CHEMBL2107838,0
104891,PROTEIN COMPLEX,Neuronal acetylcholine receptor; alpha2/beta4,9606,Homo sapiens,CHEMBL2109230,0
104893,PROTEIN COMPLEX,Adrenomedullin receptor AM1; CALCRL/RAMP2,9606,Homo sapiens,CHEMBL2109232,0
104894,PROTEIN COMPLEX,Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3,9606,Homo sapiens,CHEMBL2109233,0
104895,PROTEIN COMPLEX,Neuronal acetylcholine receptor; alpha3/beta2,9606,Homo sapiens,CHEMBL2109234,0
104897,PROTEIN COMPLEX,Neuronal acetylcholine receptor; alpha2/beta2,9606,Homo sapiens,CHEMBL2109236,0
104898,PROTEIN COMPLEX,Neuronal acetylcholine receptor; alpha6/beta2,9606,Homo sapiens,CHEMBL2109237,0
104899,PROTEIN COMPLEX,Neuronal acetylcholine receptor; alpha9/alpha10,9606,Homo sapiens,CHEMBL2109238,0
104901,PROTEIN COMPLEX,Calcitonin-gene-related peptide receptor; CALCRL/RAMP1,10116,Rattus norvegicus,CHEMBL2109240,0
104902,PROTEIN COMPLEX GROUP,Glutamate receptor ionotropic kainate,9606,Homo sapiens,CHEMBL2109241,0
104903,PROTEIN COMPLEX GROUP,GABA-C receptor,9606,Homo sapiens,CHEMBL2109242,0
104904,PROTEIN COMPLEX GROUP,GABA-A receptor; benzodiazepine site,9606,Homo sapiens,CHEMBL2109243,0
104905,PROTEIN COMPLEX GROUP,GABA-A receptor; agonist GABA site,9606,Homo sapiens,CHEMBL2109244,0
104906,SELECTIVITY GROUP,Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,10090,Mus musculus,CHEMBL2109245,0
104907,ORGANISM,Mycobacterium tuberculosis H37Rv,83332,Mycobacterium tuberculosis H37Rv,CHEMBL2111188,0
104908,PROTEIN COMPLEX,"Amylin receptor AMY1, CALCR/RAMP1",9606,Homo sapiens,CHEMBL2111189,0
104909,PROTEIN COMPLEX,Amylin receptor AMY3; CALCR/RAMP3,9606,Homo sapiens,CHEMBL2111190,0
104910,PROTEIN COMPLEX,"Adrenomedullin receptor, AM2; CALCRL/RAMP3",9606,Homo sapiens,CHEMBL2111191,0
104911,PROTEIN COMPLEX,Cyclin-dependent kinase 7/ cyclin H,9606,Homo sapiens,CHEMBL2111288,0
104912,PROTEIN FAMILY,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,9606,Homo sapiens,CHEMBL2111289,0
104913,PROTEIN FAMILY,Heart phosphodiesterase,9913,Bos taurus,CHEMBL2111408,0
104915,SELECTIVITY GROUP,Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4),9606,Homo sapiens,CHEMBL2111409,0
104916,PROTEIN COMPLEX,Pho80/Pho85/Pho81 complex,559292,Saccharomyces cerevisiae S288c,CHEMBL2111410,0
104918,PROTEIN FAMILY,Phosphodiesterase 7,9606,Homo sapiens,CHEMBL2111411,0
104919,SELECTIVITY GROUP,Coagulation factor VII and X,9606,Homo sapiens,CHEMBL2111412,0
104921,PROTEIN COMPLEX,GABA A receptor alpha-2/beta-2/gamma-2,9606,Homo sapiens,CHEMBL2111413,0
104922,PROTEIN FAMILY,Tyrosine-protein kinase ABL,9606,Homo sapiens,CHEMBL2111414,0
104923,PROTEIN FAMILY,Cannabinoid receptor,10090,Mus musculus,CHEMBL2111415,0
104924,PROTEIN COMPLEX,Integrin alpha-V/beta-6,9606,Homo sapiens,CHEMBL2111416,0
104925,CHIMERIC PROTEIN,Muscarinic acetylcholine receptor M1/M5 chimeric protein,9606,Homo sapiens,CHEMBL2111417,0
104926,SELECTIVITY GROUP,Muscarinic acetylcholine receptor M1 and M3,9606,Homo sapiens,CHEMBL2111418,0
104928,SELECTIVITY GROUP,Coagulation factor X and plasma kallikrein,9606,Homo sapiens,CHEMBL2111419,0
104929,PROTEIN FAMILY,Cerebral cortex alpha adrenergic receptor,9913,Bos taurus,CHEMBL2111420,0
104930,PROTEIN COMPLEX,Transcription factor AP1,9606,Homo sapiens,CHEMBL2111421,0
104932,SELECTIVITY GROUP,Matrix metalloproteinase (1 and 13),9606,Homo sapiens,CHEMBL2111422,0
104933,SELECTIVITY GROUP,Melanocortin receptor (M1 and M4),9606,Homo sapiens,CHEMBL2111423,0
104934,SELECTIVITY GROUP,Coagulation factor IX and X,9606,Homo sapiens,CHEMBL2111424,0
104936,PROTEIN COMPLEX GROUP,Fibronectin receptor (Integrin alpha-5/beta-1 and alpha-V/beta-3),9606,Homo sapiens,CHEMBL2111425,0
104937,PROTEIN-PROTEIN INTERACTION,ETS-related transcription factor Elf-3/Vitamin D3 receptor-interacting protein (ESX/MED23),9606,Homo sapiens,CHEMBL2111426,0
104938,PROTEIN FAMILY,Somatostatin receptor,10090,Mus musculus,CHEMBL2111427,0
104939,SELECTIVITY GROUP,VEGF-receptor 2 and stem cell growth factor receptor (KDR and KIT),9606,Homo sapiens,CHEMBL2111428,0
104940,PROTEIN FAMILY,Histone deacetylase (HDAC1 and HDAC2),9606,Homo sapiens,CHEMBL2111429,0
104941,PROTEIN-PROTEIN INTERACTION,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain),9606,Homo sapiens,CHEMBL2111430,0
104942,PROTEIN FAMILY,Epidermal growth factor receptor and ErbB2 (HER1 and HER2),9606,Homo sapiens,CHEMBL2111431,0
104943,PROTEIN COMPLEX,PI3-kinase p110-delta/p85-alpha,9606,Homo sapiens,CHEMBL2111432,0
104944,SELECTIVITY GROUP,Muscarinic receptor M1 and M2,10116,Rattus norvegicus,CHEMBL2111433,0
104948,SELECTIVITY GROUP,VEGF-receptor 2 and Fibroblast growth factor receptor 2,9606,Homo sapiens,CHEMBL2111434,0
104950,PROTEIN-PROTEIN INTERACTION,Annexin A2/S100-A10,9606,Homo sapiens,CHEMBL2111435,0
104951,PROTEIN FAMILY,Somatostatin receptor,9606,Homo sapiens,CHEMBL2111436,0
104952,PROTEIN FAMILY,Melanin-concentrating hormone receptor,9606,Homo sapiens,CHEMBL2111437,0
104953,PROTEIN FAMILY,Neurotensin receptor,9606,Homo sapiens,CHEMBL2111438,0
104955,PROTEIN FAMILY,VEGF-receptor 2 and Fibroblast growth factor receptor 1,9606,Homo sapiens,CHEMBL2111439,0
104956,SELECTIVITY GROUP,VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta),9606,Homo sapiens,CHEMBL2111440,0
104958,SELECTIVITY GROUP,Cathepsin (H and K),9606,Homo sapiens,CHEMBL2111441,0
104959,PROTEIN FAMILY,Monoamine oxidase,10090,Mus musculus,CHEMBL2111442,0
104960,SELECTIVITY GROUP,Integrin alpha-V/beta-3 and alpha-IIb/beta 3,9606,Homo sapiens,CHEMBL2111443,0
104961,PROTEIN COMPLEX GROUP,CDK3/cyclin E,9606,Homo sapiens,CHEMBL2111444,0
104962,SELECTIVITY GROUP,Muscarinic acetylcholine receptor M2 and M4,9606,Homo sapiens,CHEMBL2111445,0
104963,PROTEIN COMPLEX GROUP,cAMP-dependent protein kinase A,9913,Bos taurus,CHEMBL2111446,0
104964,SELECTIVITY GROUP,Alpha adrenergic receptor 1A and 1D,10116,Rattus norvegicus,CHEMBL2111447,0
104965,PROTEIN COMPLEX,CDK6/cyclin D3,9606,Homo sapiens,CHEMBL2111448,0
104969,PROTEIN COMPLEX,Coagulation factor X/antithrombin III,9606,Homo sapiens,CHEMBL2111449,0
104971,PROTEIN FAMILY,S-adenosylmethionine synthetase (MAT 1 and MAT 2),10116,Rattus norvegicus,CHEMBL2111450,0
104973,PROTEIN FAMILY,"Inositol 1,4,5-trisphosphate receptor",9606,Homo sapiens,CHEMBL2111451,0
104974,PROTEIN FAMILY,Alpha-1 adrenergic receptor,10090,Mus musculus,CHEMBL2111452,0
104975,PROTEIN FAMILY,Endothelin receptor,10116,Rattus norvegicus,CHEMBL2111453,0
104976,PROTEIN FAMILY,Mitogen-activated protein kinase 1 and 3 (ERK2 and ERK1),10090,Mus musculus,CHEMBL2111454,0
104977,PROTEIN COMPLEX,CDK6/cyclin D1,9606,Homo sapiens,CHEMBL2111455,0
104978,PROTEIN FAMILY,Vasopressin V1 receptor,9606,Homo sapiens,CHEMBL2111456,0
104979,PROTEIN FAMILY,Carbonic anhydrase V,9606,Homo sapiens,CHEMBL2111457,0
104980,PROTEIN FAMILY,Casein kinase I,9606,Homo sapiens,CHEMBL2111458,0
104981,PROTEIN FAMILY,Rho-associated protein kinase,9606,Homo sapiens,CHEMBL2111459,0
104984,SELECTIVITY GROUP,Dopamine D2 receptor and serotonin 1a receptor,9606,Homo sapiens,CHEMBL2111460,0
104985,PROTEIN COMPLEX,Integrin alpha-2/beta-3,9606,Homo sapiens,CHEMBL2111461,0
104987,PROTEIN COMPLEX,Thyroid hormone receptor,9606,Homo sapiens,CHEMBL2111462,0
104988,PROTEIN COMPLEX,GABA-B receptor,9606,Homo sapiens,CHEMBL2111463,0
104990,PROTEIN COMPLEX,Tubulin,9913,Bos taurus,CHEMBL2111464,0
