directorid,genre,prob
14946,Mystery,0.111111
14946,Romance,0.166667
14946,War,0.0555556
14946,Western,0.0555556
14947,Short,1
14948,Action,0.0454545
14948,Adventure,0.0454545
14948,Comedy,0.170455
14948,Crime,0.147727
14948,Drama,0.352273
14948,Musical,0.0113636
14948,Mystery,0.0795455
14948,Romance,0.0454545
14948,Short,0.0113636
14948,Thriller,0.0113636
14948,Western,0.375
14949,Documentary,1
14949,Music,1
14950,Drama,1
14950,Short,1
14951,Adventure,0.25
14951,Documentary,0.75
14952,Documentary,0.666667
14952,Music,0.666667
14953,Horror,1
14953,Thriller,1
14954,Adventure,0.00719424
14954,Comedy,0.71223
14954,Crime,0.028777
14954,Drama,0.107914
14954,Family,0.0143885
14954,Horror,0.00719424
14954,Musical,0.100719
14954,Mystery,0.0215827
14954,Romance,0.0359712
14954,Short,0.510791
14954,Thriller,0.00719424
14954,War,0.00719424
14954,Western,0.0431655
14955,Drama,1
14955,Western,1
14956,Drama,1
14958,Documentary,0.333333
14958,Short,1
14960,Action,0.0555556
14960,Adventure,0.0555556
14960,Comedy,0.277778
14960,Crime,0.111111
14960,Drama,0.5
14960,Family,0.0555556
14960,Fantasy,0.0555556
14960,Short,0.0555556
14962,Short,1
14963,Animation,1
14963,Family,1
14964,Crime,1
14964,Drama,1
14965,Documentary,1
14966,Animation,1
14966,Short,1
14967,Horror,1
14967,Thriller,1
14969,Documentary,1
14969,Short,1
14970,Comedy,1
14970,Short,1
14973,Fantasy,0.0909091
14973,Short,1
14974,Action,0.666667
14974,Comedy,0.047619
14974,Crime,0.0952381
14974,Drama,0.238095
14974,Family,0.047619
14974,Horror,0.0952381
14974,Mystery,0.047619
14974,Sci-Fi,0.047619
14974,Short,0.142857
14974,Thriller,0.047619
14976,Animation,0.857143
14976,Family,0.142857
14976,Short,1
14979,Short,1
14980,Action,0.0714286
14980,Adventure,0.0714286
14980,Comedy,0.0714286
14980,Crime,0.142857
14980,Documentary,0.0714286
14980,Drama,0.642857
14980,Horror,0.0714286
14980,Music,0.0714286
14980,Mystery,0.0714286
14980,Short,0.0714286
14980,Thriller,0.285714
14981,Crime,0.5
14981,Drama,1
14982,Drama,1
14983,Comedy,1
14984,Film-Noir,1
14984,Mystery,1
14985,Comedy,0.333333
14985,Short,1
14987,Animation,1
14987,Drama,0.2
14987,Short,1
14988,Documentary,1
14989,Action,1
14990,Action,0.111111
14990,Adventure,0.222222
14990,Drama,0.444444
14990,Family,0.444444
14990,Fantasy,0.222222
14992,Short,1
14994,Comedy,0.25
14994,Drama,0.25
14994,Romance,0.25
14994,Short,0.75
14995,Drama,1
14996,Action,0.0454545
14996,Comedy,0.0909091
14996,Crime,0.227273
14996,Documentary,0.136364
14996,Drama,0.727273
14996,Fantasy,0.0454545
14996,Mystery,0.0454545
14996,Romance,0.0454545
14996,Short,0.181818
14996,Thriller,0.181818
14996,War,0.227273
14997,Short,1
14998,Short,1
14999,Short,1
15000,Short,1
15001,Action,1
15001,Short,1
15002,Action,1
15002,Drama,1
15003,Adventure,1
15003,Animation,1
15003,Fantasy,1
15004,Drama,1
15004,Short,1
15005,Drama,0.5
15005,Short,1
15006,Drama,1
15007,Action,0.5
15007,Animation,0.5
15007,Documentary,1
15007,Family,0.5
15008,Drama,0.5
15008,Romance,0.5
15010,Adventure,0.2
15010,Documentary,0.4
15010,Romance,0.2
15010,Western,0.4
15011,Drama,1
15013,Sci-Fi,1
15014,Animation,1
15014,Family,1
15014,Short,1
15015,Drama,1
15015,Horror,1
15015,Thriller,1
15016,Action,0.5
15016,Animation,0.5
15016,Comedy,0.5
15016,Fantasy,0.5
15016,Sci-Fi,0.5
15016,Short,1
15017,Documentary,1
15017,Short,1
15020,Comedy,1
15022,Adventure,0.25
15022,Comedy,0.25
15022,Drama,0.75
15023,Comedy,1
15023,Short,1
15025,Drama,0.5
15025,Short,1
15026,Drama,1
15027,Fantasy,1
15029,Drama,1
15029,Short,1
15030,Documentary,0.846154
15030,Short,1
15031,Documentary,1
15031,Short,1
15032,Comedy,1
15032,Horror,0.5
15032,Sci-Fi,0.5
15034,Comedy,1
15034,Short,1
15035,Short,1
15036,Documentary,0.5
15036,Drama,0.5
15037,Drama,1
15038,Action,0.75
15038,Adventure,0.166667
15038,Documentary,0.0833333
15038,Drama,0.25
15038,Short,0.0833333
15038,War,0.0833333
15039,Short,1
15040,Comedy,1
15041,Short,1
15042,Comedy,0.5
15042,Documentary,0.25
15042,Drama,0.5
15042,Mystery,0.25
15042,Short,0.25
15043,Romance,1
15044,Documentary,1
15044,Short,0.5
15045,Adventure,0.0322581
15045,Comedy,0.0645161
15045,Documentary,0.0322581
15045,Family,0.0322581
15045,Fantasy,0.0322581
15045,Short,0.935484
15045,Thriller,0.0322581
15045,Western,0.16129
15046,Comedy,1
15048,Short,1
15049,Documentary,1
15049,Short,1
15052,Short,1
15056,Action,1
15056,Fantasy,1
15057,Documentary,1
15057,Short,1
15059,Comedy,0.2
15059,Documentary,0.4
15059,Short,1
15060,Drama,0.857143
15060,Fantasy,0.428571
15060,Romance,0.142857
15060,Short,0.142857
15062,Action,0.5
15062,Adventure,0.5
15062,Horror,0.5
15062,Sci-Fi,1
15062,Thriller,0.5
15063,Animation,1
15063,Comedy,1
15063,Family,1
15063,Western,1
15064,Animation,1
15064,Short,1
15065,Short,1
15066,Documentary,0.285714
15066,Short,1
15067,Short,1
15068,Comedy,1
15070,Fantasy,1
15071,Drama,1
15072,Comedy,1
15072,Western,1
15073,Comedy,0.6
15073,Drama,0.8
15073,Mystery,0.2
15073,Romance,0.2
15074,Comedy,1
15074,Short,1
15075,Comedy,0.5
15075,Musical,0.5
15076,Drama,1
15077,Horror,1
15077,Western,1
15078,Documentary,1
15079,Documentary,0.947368
15079,Drama,0.0526316
15079,Short,0.105263
15079,Thriller,0.0526316
15081,Documentary,1
15083,Documentary,1
15083,Short,1
15085,War,1
15086,Documentary,1
15087,Action,1
15088,Drama,0.5
15088,Short,0.5
15089,Crime,1
15089,Short,1
15090,Short,1
15091,Documentary,0.5
15091,Short,0.5
15092,Adventure,0.0909091
15092,Comedy,0.545455
15092,Crime,0.545455
15092,Drama,0.454545
15092,Fantasy,0.0909091
15092,Romance,0.272727
15092,Thriller,0.363636
15093,Adventure,0.0833333
15093,Comedy,0.583333
15093,Crime,0.5
15093,Drama,0.416667
15093,Fantasy,0.0833333
15093,Mystery,0.0833333
15093,Romance,0.25
15093,Thriller,0.416667
15095,Action,0.5
15095,Comedy,0.5
15095,Drama,0.5
15095,Family,0.5
15097,Comedy,1
15097,Short,1
15098,Documentary,1
15098,Short,1
15099,Animation,1
15099,Short,1
15101,Comedy,0.2
15101,Drama,0.2
15101,Romance,0.2
15101,Short,0.2
15101,War,0.2
15103,Comedy,0.857143
15103,Drama,0.428571
15104,Drama,1
15105,Drama,1
15106,Drama,1
15106,Short,1
15107,Comedy,1
15107,Short,1
15108,Documentary,1
15111,Animation,1
15113,Comedy,1
15113,Sci-Fi,1
15113,Short,1
15115,Documentary,1
15115,Short,1
15116,Documentary,1
15118,Documentary,1
15118,Short,1
15119,Comedy,0.6
15119,Drama,0.8
15119,Fantasy,0.2
15120,Documentary,1
15120,Short,0.5
15121,Action,0.0625
15121,Comedy,0.0625
15121,Short,0.25
15121,Western,0.9375
15122,Drama,0.666667
15122,Short,0.333333
15122,Thriller,0.333333
15123,Documentary,1
15123,Music,1
15124,Animation,1
15125,Drama,1
15125,Thriller,0.5
15126,Drama,1
15127,Drama,1
15128,Drama,1
15130,Comedy,1
15131,Drama,1
15132,Comedy,1
15133,Documentary,1
15133,Short,1
15135,Short,1
15136,Drama,0.75
15136,Mystery,0.125
15136,Short,0.125
15136,War,0.125
15137,Comedy,0.5
15137,Drama,0.5
15137,Short,0.5
15138,Drama,0.333333
15138,Horror,0.666667
15139,Documentary,1
15141,Documentary,1
15141,Short,1
15142,Documentary,1
15144,Action,0.6
15144,Adventure,0.6
15144,Comedy,0.4
15144,Horror,0.4
15144,Sci-Fi,0.4
15147,Documentary,0.666667
15147,Music,0.111111
15147,Short,0.555556
15148,Comedy,1
15148,Horror,1
15148,Musical,1
15149,Documentary,1
15149,Short,1
15150,Mystery,1
15150,Short,1
15151,Crime,1
15151,Drama,1
15151,Thriller,1
15152,Comedy,1
15152,Short,1
15153,Adventure,1
15153,Comedy,1
15153,Family,1
15155,Documentary,1
15155,Short,1
15156,Adventure,0.047619
15156,Comedy,0.190476
15156,Crime,0.333333
15156,Documentary,0.047619
15156,Drama,0.238095
15156,Fantasy,0.0952381
15156,Horror,0.52381
15156,Mystery,0.190476
15156,Sci-Fi,0.0952381
15156,Thriller,0.285714
15157,Adventure,0.5
15157,Comedy,1
15157,Family,0.5
15157,Mystery,0.5
15157,Short,1
15158,Documentary,1
15159,Comedy,1
15159,Drama,1
15159,Short,1
15160,Short,1
15161,Action,1
15161,Drama,1
15163,Short,1
15165,Documentary,1
15167,Documentary,1
15168,Drama,1
15170,Comedy,1
15170,Short,1
15171,Comedy,0.333333
15171,Drama,1
15171,Short,0.666667
15172,Action,0.111111
15172,Comedy,0.777778
15172,Documentary,0.111111
15172,War,0.111111
15174,Documentary,1
15175,Documentary,1
15175,Short,0.666667
15176,Short,1
15177,Animation,0.25
15177,Documentary,0.75
15177,Family,0.25
15177,Short,0.25
15178,Comedy,1
15179,Documentary,1
15180,Comedy,1
15180,Musical,0.333333
15180,Romance,0.333333
15182,Comedy,1
15182,Drama,1
15183,Documentary,1
15184,Action,0.6
15184,Adventure,0.4
15184,Comedy,0.1
15184,Crime,0.1
15184,Drama,0.5
15184,Fantasy,0.1
15184,Thriller,0.4
15185,Comedy,0.5
15185,Documentary,0.5
15185,Short,0.5
15186,Documentary,1
15188,Short,1
15189,Documentary,1
15190,Animation,1
15190,Comedy,0.2
15190,Family,0.6
15190,Short,1
15191,Adventure,1
15191,Animation,1
15191,Comedy,1
15191,Family,1
15193,Action,0.5
15193,Comedy,0.25
15193,Crime,0.25
15193,Drama,0.5
15193,Thriller,0.5
15194,Drama,1
15195,Drama,1
15195,Romance,1
15195,Short,1
15196,Drama,1
15196,War,1
15198,Comedy,1
15198,Short,1
15200,Short,1
15202,Drama,1
15202,Short,1
15204,Animation,1
15204,Comedy,0.223684
15204,Short,1
15205,Horror,1
15206,Comedy,1
15211,Adventure,1
15211,Drama,1
15211,Romance,1
15212,Sci-Fi,1
15212,Short,1
15213,Documentary,1
15214,Drama,1
15214,Short,1
15215,Action,0.333333
15215,Drama,0.333333
15215,Fantasy,0.333333
15215,Horror,0.333333
15215,Thriller,0.333333
15216,Drama,0.5
15216,Short,0.5
15217,Short,1
15218,Documentary,1
15219,Drama,1
15219,Mystery,1
15219,Sci-Fi,1
15219,Short,1
15222,Drama,1
15223,Documentary,1
15224,Action,0.133333
15224,Adventure,0.266667
15224,Comedy,0.133333
15224,Crime,0.133333
15224,Drama,0.4
15224,Mystery,0.0666667
15224,Romance,0.0666667
15226,Comedy,0.6
15226,Drama,0.4
15226,Short,0.6
15227,Drama,0.8
15227,Family,0.2
15227,Romance,0.2
15228,Adventure,0.2
15228,Comedy,0.2
15228,Drama,0.2
15228,Sci-Fi,0.6
15228,Thriller,0.2
15229,Short,1
15230,Comedy,1
15230,Romance,1
15230,Short,1
15231,Action,0.333333
15231,Adventure,0.333333
15231,Documentary,0.0833333
15231,Drama,0.25
15231,Family,0.333333
15231,Fantasy,0.166667
15231,Horror,0.0833333
15231,Sci-Fi,0.25
15231,Thriller,0.166667
15232,Documentary,1
15234,Comedy,1
15235,Short,1
15236,Action,1
15237,Documentary,1
15238,Comedy,0.333333
15238,Drama,0.666667
15241,Crime,1
15241,Drama,1
15241,Mystery,1
15243,Drama,1
15248,Documentary,0.666667
15248,Short,0.333333
15249,Animation,1
15250,Animation,0.857143
15250,Short,1
15252,Documentary,1
15254,Animation,1
15254,Comedy,1
15254,Short,1
15255,Animation,1
15255,Comedy,0.5
15255,Horror,0.5
15255,Short,1
15256,Drama,1
15257,Short,1
15258,Action,0.5
15258,Adventure,0.5
15258,Animation,1
15258,Family,0.5
15258,Fantasy,0.5
15258,Sci-Fi,0.5
15259,Comedy,1
15259,Short,1
15260,Documentary,1
15262,Drama,1
15262,Short,1
15263,Comedy,1
15263,Crime,1
15263,Drama,1
15264,Thriller,1
15265,Crime,1
15265,Drama,1
15266,Short,1
15268,Documentary,1
15268,Short,0.75
15270,Documentary,0.333333
15270,Drama,0.333333
15270,Short,0.333333
15271,Drama,1
15271,Mystery,1
15271,Romance,1
15271,Thriller,1
15272,Documentary,0.625
15272,Short,0.5
15273,Thriller,1
15274,Documentary,1
15275,Drama,1
15275,Short,1
15276,Documentary,1
15276,Drama,1
15277,Sci-Fi,0.5
15277,Short,0.5
15278,Horror,1
15278,Sci-Fi,1
15279,Short,1
15280,Documentary,1
15281,Documentary,1
15283,Adventure,1
15284,Adventure,0.0833333
15284,Comedy,0.166667
15284,Drama,0.833333
15284,Family,0.166667
15284,Romance,0.0833333
15286,Short,1
15287,Comedy,1
15287,Romance,1
15290,Comedy,0.75
15290,Crime,0.25
15290,Documentary,0.25
15290,Drama,0.5
15290,Romance,0.25
15291,Documentary,1
15292,Comedy,1
15293,Comedy,0.5
15293,Drama,0.5
15293,Short,0.5
15294,Drama,1
15295,Documentary,1
15296,Action,0.5
15296,Drama,0.5
15296,Thriller,1
15297,Action,1
15297,Drama,1
15297,Thriller,1
15298,Adventure,0.0227273
15298,Comedy,0.329545
15298,Crime,0.318182
15298,Drama,0.534091
15298,Fantasy,0.0113636
15298,Mystery,0.181818
15298,Romance,0.0454545
15298,Sci-Fi,0.0113636
15298,Short,0.0795455
15298,Western,0.0113636
15299,Comedy,0.5
15299,Drama,1
15299,Short,0.5
15300,Comedy,1
15301,Comedy,1
15301,Drama,1
15301,Romance,1
15302,Drama,1
15302,Thriller,1
15305,Comedy,1
15307,Action,0.235294
15307,Crime,0.352941
15307,Drama,0.705882
15307,Mystery,0.0588235
15307,Sci-Fi,0.0588235
15307,Western,0.235294
15309,Short,1
15310,Animation,1
15310,Short,1
15311,Documentary,1
15312,Crime,1
15313,Short,1
15314,Drama,0.5
15314,War,0.5
15314,Western,0.5
15315,Comedy,1
15316,Action,1
15316,Sci-Fi,1
15316,Short,1
15317,Comedy,0.5
15317,Short,1
15320,Drama,1
15321,Short,1
15322,Documentary,0.25
15322,Drama,0.25
15322,Music,1
15324,Drama,1
15325,Short,1
15326,Documentary,0.5
15326,Short,0.5
15328,Action,0.0625
15328,Adventure,0.0625
15328,Comedy,0.125
15328,Drama,0.8125
15328,Romance,0.125
15328,War,0.3125
15328,Western,0.0625
15329,Action,0.333333
15329,Comedy,0.666667
15329,Drama,0.333333
15329,Romance,0.333333
15329,War,0.333333
15332,Drama,1
15333,Drama,0.5
15333,Family,0.5
15333,Musical,0.5
15335,Comedy,0.75
15335,Crime,0.25
15335,Drama,1
15336,Short,1
15336,Thriller,1
15337,Drama,1
15337,Short,1
15340,Documentary,0.5
15340,Drama,0.5
15341,Action,0.5
15341,Adventure,0.166667
15341,Comedy,0.833333
15341,Drama,0.166667
15341,Western,0.5
15342,Comedy,0.153846
15342,Documentary,0.692308
15342,Drama,0.153846
15342,Short,0.692308
15343,Action,0.0769231
15343,Adventure,0.0769231
15343,Comedy,0.153846
15343,Crime,0.307692
15343,Documentary,0.0769231
15343,Drama,0.461538
15343,Short,0.0769231
15343,Thriller,0.153846
15344,Drama,1
15345,Action,0.030303
15345,Adventure,0.0909091
15345,Comedy,0.030303
15345,Crime,0.121212
15345,Drama,0.666667
15345,Music,0.030303
15345,Mystery,0.030303
15345,Romance,0.0606061
15345,Sci-Fi,0.121212
15345,Thriller,0.181818
15346,Short,1
15347,Documentary,0.5
15347,Drama,0.5
15348,Documentary,1
15348,Short,1
15350,Drama,1
15351,Drama,0.333333
15351,Short,0.666667
15352,Documentary,1
15353,Animation,1
15353,Short,1
15356,Drama,0.333333
15356,Horror,0.333333
15356,Sci-Fi,0.333333
15356,Thriller,0.333333
15358,Short,1
15359,Short,1
15360,Documentary,0.5
15360,Drama,0.5
15361,Short,1
15363,Short,1
15366,Comedy,0.142857
15366,Crime,0.142857
15366,Drama,0.571429
15366,Romance,0.142857
15366,Short,0.142857
15367,Family,1
15369,Drama,0.25
15369,Short,1
15369,Thriller,0.25
15370,Drama,1
15370,Short,1
15372,Drama,1
15373,Short,1
15374,Action,0.0909091
15374,Adventure,0.0909091
15374,Drama,0.909091
15374,Family,0.181818
15374,War,0.181818
15375,Documentary,1
15375,Music,1
15376,Documentary,1
15376,Short,1
15377,Short,1
15378,Drama,1
15380,Animation,1
15380,Short,1
15381,Drama,1
15383,Horror,1
15383,Mystery,1
15383,Thriller,1
15384,Action,0.5
15384,Short,1
15384,Thriller,0.5
15386,Comedy,1
15387,Drama,0.666667
15387,Family,0.333333
15388,Drama,1
15388,Thriller,1
15389,Drama,1
15391,Animation,0.666667
15391,Family,0.333333
15391,Short,0.666667
15392,Short,1
15393,Comedy,0.75
15393,Short,0.5
15394,Comedy,1
15394,Short,1
15395,Documentary,1
15396,Short,1
15397,Comedy,0.625
15397,Drama,0.625
15397,Family,0.125
15397,Romance,0.25
15399,Action,0.4
15399,Adventure,0.2
15399,Drama,0.4
15399,Thriller,0.2
15399,Western,0.2
15400,Animation,1
15400,Comedy,1
15400,Short,1
15401,Short,1
15402,Animation,0.5
15402,Short,1
15403,Short,1
15405,Short,1
15406,Family,1
15407,Horror,1
15408,Adventure,0.02
15408,Comedy,0.52
15408,Crime,0.22
15408,Drama,0.32
15408,Fantasy,0.02
15408,Romance,0.06
15408,Short,0.02
15409,Drama,1
15410,Horror,1
15411,Comedy,0.222222
15411,Drama,0.740741
15411,Family,0.037037
15411,Fantasy,0.037037
15411,Romance,0.037037
15411,Short,0.0740741
15411,Western,0.037037
15413,Comedy,0.5
15413,Drama,0.5
15414,Comedy,1
15414,Drama,1
15414,Short,1
15416,Action,0.0948276
15416,Adventure,0.112069
15416,Comedy,0.0517241
15416,Crime,0.0603448
15416,Documentary,0.00862069
15416,Drama,0.25
15416,Music,0.0172414
15416,Musical,0.0431034
15416,Mystery,0.0517241
15416,Romance,0.00862069
15416,Short,0.146552
15416,Thriller,0.00862069
15416,War,0.00862069
15416,Western,0.508621
15417,Short,1
15418,Crime,0.333333
15418,Mystery,0.666667
15418,Thriller,1
15419,Documentary,1
15422,Documentary,1
15423,Action,0.0833333
15423,Adventure,0.0833333
15423,Crime,0.416667
15423,Drama,0.833333
15423,Thriller,0.0833333
15424,Comedy,1
15424,Drama,1
15426,Comedy,0.333333
15426,Crime,0.333333
15426,Short,0.333333
15427,Comedy,1
15427,Short,1
15429,Short,1
15430,Drama,0.333333
15430,Short,1
15431,Action,1
15431,Short,1
15433,Mystery,1
15434,Animation,1
15434,Short,0.5
15437,Documentary,1
15437,Short,1
15438,Action,0.1875
15438,Adventure,0.1875
15438,Comedy,0.125
15438,Crime,0.3125
15438,Drama,0.5625
15438,Horror,0.125
15438,Mystery,0.125
15438,Thriller,0.3125
15438,War,0.0625
15438,Western,0.0625
15439,Comedy,0.333333
15439,Documentary,0.333333
15439,Drama,0.333333
15439,Short,0.666667
15440,Animation,0.5
15440,Documentary,0.5
15440,Short,1
15441,Documentary,1
15442,Documentary,1
15443,Animation,1
15444,Action,0.666667
15444,Crime,0.333333
15444,Fantasy,0.333333
15444,Short,1
15444,Thriller,0.333333
15445,Short,1
15446,Documentary,1
15446,Short,1
15447,Action,0.4
15447,Crime,0.4
15447,Drama,0.2
15447,Horror,1
15447,Mystery,0.2
15447,Short,0.2
15447,Thriller,0.6
15448,Documentary,1
15449,Documentary,0.5
15449,Drama,0.5
15450,Short,1
15452,Documentary,1
15453,Comedy,1
15455,Short,1
15456,Crime,0.333333
15456,Drama,0.5
15456,Horror,0.166667
15456,Mystery,0.333333
15456,Thriller,0.166667
15460,Short,1
15462,Romance,0.5
15462,Short,0.5
15462,Thriller,0.5
15463,Animation,1
15464,Short,1
15465,Comedy,0.785714
15465,Crime,0.0714286
15465,Drama,0.0714286
15465,Short,0.142857
15465,Thriller,0.0714286
15467,Romance,1
15468,Adventure,1
15468,Drama,1
15468,Mystery,1
15468,Romance,1
15469,Documentary,1
15469,Short,1
15470,Thriller,1
15471,Action,0.5
15471,Comedy,0.5
15473,Adventure,0.111111
15473,Comedy,0.833333
15473,Crime,0.111111
15473,Drama,0.333333
15473,Fantasy,0.0555556
15473,Romance,0.222222
15473,Sci-Fi,0.0555556
15473,Short,0.111111
15475,Short,1
15476,Documentary,1
15476,Music,1
15477,Documentary,1
15477,Musical,1
15478,Action,0.2
15478,Animation,0.2
15478,Drama,0.4
15478,Fantasy,0.2
15478,Sci-Fi,0.2
15478,Thriller,0.6
15479,Adventure,0.2
15479,Comedy,0.2
15479,Drama,0.4
15479,Music,0.2
15479,Romance,0.2
15479,Sci-Fi,0.2
15480,Action,1
15480,Adventure,1
15480,Animation,1
15482,Documentary,1
15485,Comedy,1
15485,Short,1
15488,Comedy,0.333333
15488,Horror,0.333333
15488,Western,0.333333
15489,Action,1
15491,Adventure,0.25
15491,Comedy,0.75
15491,Drama,0.333333
15491,Family,0.333333
15491,Fantasy,0.166667
15491,Musical,0.0833333
15491,Mystery,0.0833333
15491,Romance,0.25
15491,Sci-Fi,0.0833333
15492,Documentary,1
15493,Animation,1
15493,Comedy,1
15493,Family,1
15493,Short,1
15494,Short,1
15496,Drama,1
15496,Romance,1
15498,Short,1
15500,Short,1
15501,Documentary,0.75
15501,Drama,0.25
15501,Short,0.5
15504,Short,1
15505,Action,0.25
15505,Comedy,0.25
15505,Drama,0.25
15505,Musical,0.25
15505,Thriller,0.25
15508,Drama,0.5
15508,Family,0.5
15508,Short,0.5
15510,Adventure,0.25
15510,Comedy,0.25
15510,Drama,0.5
15510,Romance,0.25
15511,Action,0.666667
15511,Adventure,0.333333
15511,Comedy,0.333333
15511,Crime,0.333333
15511,Drama,0.333333
15512,Documentary,1
15513,Action,1
15513,Horror,1
15513,Mystery,1
15513,Thriller,1
15514,Comedy,1
15516,Documentary,1
15517,Documentary,0.142857
15517,Drama,0.285714
15517,Fantasy,0.142857
15517,Short,0.571429
15520,Short,1
15521,Comedy,0.375
15521,Documentary,0.125
15521,Drama,0.375
15521,Romance,0.125
15521,Thriller,0.125
15522,Documentary,0.666667
15522,Drama,0.333333
15523,Comedy,0.536585
15523,Crime,0.0487805
15523,Documentary,0.0487805
15523,Drama,0.390244
15523,Family,0.0243902
15523,Music,0.0243902
15523,Romance,0.0487805
15523,Short,0.0243902
15523,Thriller,0.0243902
15523,War,0.0243902
15525,Documentary,1
15526,Comedy,0.5
15526,Short,1
15527,Drama,1
15527,Short,0.666667
15528,Short,1
15529,Documentary,0.5
15529,Musical,0.5
15529,Short,0.5
15530,Documentary,1
15530,Short,1
15531,Action,0.0714286
15531,Comedy,0.142857
15531,Documentary,0.714286
15531,Family,0.0714286
15531,Short,0.714286
15532,Comedy,0.166667
15532,Crime,0.333333
15532,Drama,0.5
15532,Fantasy,0.0277778
15532,Horror,0.0277778
15532,Music,0.0277778
15532,Musical,0.0277778
15532,Thriller,0.166667
15532,War,0.0277778
15534,Documentary,1
15535,Drama,1
15535,Romance,1
15536,Drama,1
15537,Comedy,1
15540,Action,1
15540,Horror,1
15540,Thriller,1
15541,Documentary,1
15541,Short,1
15542,Animation,1
15542,Short,1
15544,Drama,1
15545,Documentary,1
15545,Short,1
15546,Short,1
15547,Documentary,0.5
15547,Drama,0.5
15547,Mystery,0.5
15547,Sci-Fi,0.5
15548,Comedy,1
15548,Crime,1
15548,Short,1
15549,Crime,0.0714286
15549,Documentary,0.714286
15549,Drama,0.142857
15549,Short,0.0714286
15549,Thriller,0.142857
15550,Drama,1
15551,Drama,0.666667
15551,Short,0.333333
15552,Comedy,1
15552,Drama,0.333333
15552,Romance,0.333333
15554,Documentary,1
15556,Short,1
15557,Adventure,1
15557,Family,1
15557,Horror,1
15559,Drama,1
15560,Action,0.25
15560,Crime,0.25
15560,Drama,0.583333
15560,Fantasy,0.0833333
15560,Sci-Fi,0.166667
15560,Thriller,0.0833333
15560,Western,0.0833333
15561,Comedy,1
15561,Fantasy,1
15563,Short,1
15564,Comedy,1
15565,Drama,1
15566,Documentary,1
15567,Documentary,1
15567,Short,1
15568,Documentary,1
15568,Short,0.666667
15569,Comedy,1
15570,Drama,1
15570,Short,1
15572,Short,1
15574,Short,1
15575,Drama,1
15575,Horror,0.5
15576,Short,1
15578,Comedy,0.5
15578,Drama,0.5
15579,Adventure,0.333333
15579,Comedy,1
15579,Fantasy,0.333333
15579,Romance,0.333333
15580,Drama,0.5
15580,Short,1
15581,Documentary,1
15582,Documentary,1
15583,Animation,0.888889
15583,Comedy,0.777778
15583,Documentary,0.111111
15583,Family,0.111111
15583,Short,0.888889
15584,Documentary,1
15585,Comedy,0.5
15585,Drama,0.5
15585,Fantasy,0.5
15585,Romance,0.5
15585,Short,1
15586,Crime,0.125
15586,Drama,0.5
15586,Horror,0.375
15586,Thriller,0.5
15587,Documentary,1
15589,Drama,1
15589,Short,1
15590,Animation,1
15590,Short,1
15591,Crime,1
15591,Sci-Fi,1
15591,Short,1
15591,Thriller,1
15592,Short,1
15593,Action,0.25
15593,Adventure,0.25
15593,Drama,0.25
15593,Short,0.25
15593,Thriller,0.25
15594,Action,0.25
15594,Drama,0.25
15594,Short,0.5
15595,Drama,1
15595,Short,1
15596,Short,1
15597,Music,1
15597,Sci-Fi,1
15599,Short,1
15600,Documentary,1
15601,Documentary,1
15602,Comedy,1
15603,Action,1
15603,Short,1
15604,Action,1
15604,Short,1
15605,Adventure,0.111111
15605,Comedy,0.555556
15605,Drama,0.333333
15605,Romance,0.111111
15605,Short,0.333333
15606,Documentary,1
15606,Short,1
15607,Comedy,1
15607,Short,1
15608,Documentary,1
15610,Short,1
15612,Animation,0.5
15612,Short,0.5
15613,Drama,1
15613,Romance,1
15613,Short,0.5
15614,Short,1
15615,Action,1
15615,Crime,1
15615,Drama,1
15616,Documentary,1
15617,Comedy,1
15617,Short,1
15618,Adventure,1
15619,Drama,1
15620,Comedy,1
15620,Crime,1
15620,Drama,1
15621,Crime,1
15622,Comedy,0.142857
15622,Crime,0.142857
15622,Documentary,0.142857
15622,Drama,0.285714
15622,Sci-Fi,0.142857
15622,Western,0.142857
15623,Short,1
15625,Comedy,0.5
15625,Drama,0.5
15625,Musical,0.5
15625,Western,0.5
15626,Romance,1
15626,Short,1
15627,Documentary,1
15628,Comedy,1
15629,Comedy,1
15629,Drama,1
15630,Short,1
15631,Drama,1
15633,Short,1
15634,Documentary,1
15635,Action,1
15635,Crime,1
15635,Drama,1
15635,Short,1
15636,Documentary,1
15637,Adventure,0.230769
15637,Comedy,0.307692
15637,Drama,0.0769231
15637,Music,0.153846
15637,Musical,0.384615
15637,Mystery,0.0769231
15637,Romance,0.230769
15637,Short,0.692308
15637,Thriller,0.0769231
15637,Western,0.153846
15638,Crime,0.5
15638,Drama,1
15638,Thriller,0.5
15639,Drama,0.5
15639,Short,0.5
15640,Short,1
15642,Comedy,1
15642,Short,1
15644,Documentary,1
15644,Music,0.5
15645,Documentary,1
15646,Comedy,0.5
15646,Drama,0.5
15646,Thriller,0.5
15647,Documentary,1
15648,Thriller,1
15650,Short,1
15655,Action,0.03125
15655,Adventure,0.25
15655,Comedy,0.125
15655,Crime,0.03125
15655,Drama,0.3125
15655,Family,0.03125
15655,Fantasy,0.1875
15655,Horror,0.125
15655,Mystery,0.15625
15655,Romance,0.09375
15655,Sci-Fi,0.1875
15655,Thriller,0.09375
15656,Animation,1
15656,Comedy,1
15656,Short,1
15662,Documentary,1
15665,Comedy,1
15665,Short,1
15666,Comedy,1
15666,Musical,1
