id,name,year,rank
31964,"Beatrice Cenci",1969,6
31965,"Beatrice d' Este",1912,NULL
31966,"Beatrice di Tenda",1910,NULL
31967,"Beatrice di Tenda",2002,NULL
31968,"Beatrice Fairfax",1916,NULL
31969,"Beatrice Fairfax",1918,NULL
31970,"Beatrice Fairfax Episode 10: Playball",1916,NULL
31971,"Beatrice Fairfax Episode 11: The Wages of Sin",1916,NULL
31972,"Beatrice Fairfax Episode 12: Curiosity",1916,NULL
31973,"Beatrice Fairfax Episode 13: The Ringer",1916,NULL
31974,"Beatrice Fairfax Episode 14: The Hidden Menace",1916,NULL
31975,"Beatrice Fairfax Episode 15: Wristwatches",1916,NULL
31976,"Beatrice Fairfax Episode 1: The Missing Watchman",1916,NULL
31977,"Beatrice Fairfax Episode 2: Adventures of the Jealous Wife",1916,NULL
31978,"Beatrice Fairfax Episode 3: Billies Romance",1916,NULL
31979,"Beatrice Fairfax Episode 4: The Stone God",1916,NULL
31980,"Beatrice Fairfax Episode 5: Mimosa San",1916,NULL
31981,"Beatrice Fairfax Episode 6: The Forbidden Room",1916,NULL
31982,"Beatrice Fairfax Episode 7: A Name for the Baby",1916,NULL
31983,"Beatrice Fairfax Episode 8: At the Ainsley Ball",1916,NULL
31984,"Beatrice Fairfax Episode 9: Outside the Law",1916,NULL
31985,"Beatrice Wood: Mama of Dada",1994,NULL
31986,Beatrijs,1960,NULL
31987,Beatriz,1976,NULL
31988,"Beatriz Costa, Memorialista",1932,NULL
31989,Beatrz,1987,NULL
31990,"Beau and Hobo",1914,NULL
31991,"Beau Bandit",1930,5.1
31992,"Beau Bashful",1934,NULL
31993,"Beau Best",1933,NULL
31994,"Beau Bosko",1933,NULL
31995,"Beau Broadway",1928,NULL
31996,"Beau Brocade",1916,NULL
31997,"Beau Brummel",1913,NULL
31998,"Beau Brummel",1924,7.6
31999,"Beau Brummel and His Bride",1913,NULL
32000,"Beau Brummell (1954/I)",1954,6.4
32001,"Beau Brummell (1954/II)",1954,NULL
32002,"Beau comme un camion",2000,NULL
32003,"Beau fixe",1992,5.8
32004,"Beau fixe sur Cormeilles",1989,NULL
32005,"Beau Geste",1926,8.9
32006,"Beau Geste",1939,7.6
32007,"Beau Geste",1966,5.6
32008,"Beau Hunks",1931,7.8
32009,"Beau Ideal",1931,4.8
32010,"Beau James",1957,6.4
32011,"Beau mariage, Le",1982,7.3
32012,"Beau masque",1972,NULL
32014,"Beau monde, Le",1981,NULL
32015,"Beau Pavel, Le",1994,NULL
32016,"Beau plaisir, Le",1968,NULL
32017,"Beau Revel",1921,NULL
32018,"Beau Sabreur",1928,NULL
32019,"Beau samedi, Le",1974,NULL
32020,"Beau savoir, Le",1975,NULL
32021,"Beau Serge, Le",1958,6.8
32022,"Beau temps mais orageux en fin de journe",1986,7.2
32023,"Beau Ties",1945,NULL
32024,"Beau travail",1999,6.7
32025,"Beau voyage, Le",1947,NULL
32026,Beau-Franois,1974,NULL
32027,Beau-pre,1981,7.7
32028,"Beaubourg, centre d'art et de culture Georges Pompidou",1977,NULL
32029,"Beaucoup trop loin",1998,NULL
32030,"Beaudelaire is gestorven in de zomer",1967,NULL
32031,"Beauf, Le",1987,5.1
32032,"Beaujolais nouveau est arriv, Le",1978,NULL
32033,Beaumarchais,1967,NULL
32034,"Beaumarchais ou 60000 fusils",1966,NULL
32035,"Beaumarchais, l'insolent",1996,6.8
32036,Beauraing,1933,NULL
32037,"Beaurborg Boogie Woogie",1991,NULL
32038,Beauring,1933,NULL
32039,"Beaus and Arrows",1932,NULL
32040,"Beaus Will Be Beaus",1955,NULL
32041,"Beauseant Commandery of Baltimore",1898,NULL
32042,"Beaut from Butte, The",1913,NULL
32043,Beauteous,2004,NULL
32044,"Beautician and the Beast, The",1997,4.9
32046,"Beauties and the Beast",1974,1.7
32047,"Beauties in Distress",1918,NULL
32049,"Beauties of Greece, The",2000,NULL
32050,"Beauties Without a Cause",1986,NULL
32052,Beautiful,2000,5.3
32054,Beautiful,2002,6.7
32055,Beautiful,2003,NULL
32057,"Beautiful Adventure, The",1917,NULL
32058,"Beautiful and the Damned, The",1922,NULL
32059,"Beautiful Bali",1947,NULL
32060,"Beautiful Banff and Lake Louise",1946,NULL
32061,"Beautiful Barefoot Girls Vol. 1",2001,NULL
32062,"Beautiful Bavaria",1953,NULL
32063,"Beautiful Beaulieu",1902,NULL
32064,"Beautiful Belinda",1915,NULL
32065,"Beautiful Bismark",1913,NULL
32066,"Beautiful Blonde from Bashful Bend, The",1949,5.9
32068,"Beautiful Boxer",2003,7.9
32069,"Beautiful Budapest",1938,NULL
32070,"Beautiful But Broke",1944,NULL
32071,"Beautiful But Dumb",1928,NULL
32072,"Beautiful Cheat, The",1926,NULL
32073,"Beautiful Cheat, The",1945,NULL
32074,"Beautiful City, The",1925,NULL
32075,"Beautiful Country, The",2004,7.6
32076,"Beautiful Country: Chinese Immigration",2000,NULL
32077,"Beautiful County of Ayr, The",1949,NULL
32080,"Beautiful Creatures",2000,5.7
32082,"Beautiful Dreamer: Brian Wilson and the Story of 'Smile'",2004,NULL
32083,"Beautiful Dreamers",1990,5.6
32085,"Beautiful Eyes",1926,NULL
32087,"Beautiful Gambler, The",1921,NULL
32088,"Beautiful Girl",2003,NULL
32089,"Beautiful Girls",1996,7.1
32094,"Beautiful Illusion, The",2001,NULL
32095,"Beautiful Impostor, The",1917,NULL
32096,"Beautiful Japan",1918,6.4
32097,"Beautiful Jim",1914,NULL
32098,"Beautiful Joe",2000,5.7
32099,"Beautiful Kid",2003,NULL
32100,"Beautiful Kitty",1923,NULL
32101,"Beautiful Lady, The",1915,NULL
32102,"Beautiful Leading Lady",1914,NULL
32103,"Beautiful Liar, The",1918,NULL
32104,"Beautiful Liar, The",1921,NULL
32105,"Beautiful Lie, The",1917,NULL
32106,"Beautiful Life",2004,NULL
32107,"Beautiful Life, A",2004,NULL
32108,"Beautiful Losers",1997,NULL
32109,"Beautiful Love",1915,NULL
32110,"Beautiful Lover, The",1915,NULL
32111,"Beautiful Man",2001,NULL
32112,"Beautiful Memory Picture",2003,NULL
32113,"Beautiful Mermaid",1944,NULL
32114,"Beautiful Mind, A",2001,7.8
32115,"Beautiful Mistake",2000,7.2
32116,"Beautiful Model, The",1920,NULL
32118,"Beautiful Mrs. Reynolds, The",1918,NULL
32119,"Beautiful Mrs. Seidenmann, The",2000,NULL
32120,"Beautiful Night",2002,NULL
32121,"Beautiful Orient",1901,NULL
32122,"Beautiful People",1999,7.1
32123,"Beautiful People (2001/I)",2001,5.7
32125,"Beautiful Sinner, The",1924,NULL
32126,"Beautiful Snow, The",1910,NULL
32127,"Beautiful Stranger",1954,4.5
32129,"Beautiful Sunday",1998,6.8
32130,"Beautiful Swordsman, The",1983,NULL
32131,"Beautiful Thing",1996,7.5
32132,"Beautiful Things",1920,NULL
32133,"Beautiful Thoughts",1915,NULL
32134,"Beautiful Unknown, The",1915,NULL
32135,"Beautiful Valley",1992,NULL
32136,"Beautiful View",2000,4.8
32137,"Beautiful Voice, The",1911,NULL
32138,"Beautiful Washing Machine, The",2004,6.7
32139,"Beautiful Women's City, The",1989,NULL
32140,"Beautiful World",1999,NULL
32141,"Beautiful, But Dummies",1938,NULL
32142,"Beautiful, the Bloody, and the Bare, The",1964,NULL
32145,"Beautifully Trimmed",1920,NULL
32146,Beautopia,1998,5.9
32147,"Beauty #2",1965,6
32148,"Beauty & the Beach",1992,NULL
32149,"Beauty & the Beast",1998,NULL
32150,"Beauty & the Beast: The West End Musical",1994,NULL
32152,"Beauty & the World of Music",1998,NULL
32153,"Beauty & the World of Music",1999,NULL
32155,"Beauty (1998/I)",1998,NULL
32156,Beauty,2004,NULL
32157,"Beauty and Bullets",1928,NULL
32158,"Beauty and the Bad Man",1925,NULL
32159,"Beauty and the Bandit",1921,NULL
32160,"Beauty and the Bandit",1946,5.1
32161,"Beauty and the Barge",1914,NULL
32162,"Beauty and the Barge",1937,NULL
32163,"Beauty and the Beach",1926,NULL
32164,"Beauty and the Beach",1941,NULL
32165,"Beauty and the Beach 1",1991,NULL
32166,"Beauty and the Beast",1903,NULL
32167,"Beauty and the Beast",1905,NULL
32168,"Beauty and the Beast",1912,NULL
32169,"Beauty and the Beast",1913,NULL
32170,"Beauty and the Beast",1922,NULL
32171,"Beauty and the Beast",1924,NULL
32172,"Beauty and the Beast",1934,5.7
32173,"Beauty and the Beast",1962,4.4
32174,"Beauty and the Beast",1976,NULL
32175,"Beauty and the Beast",1982,NULL
32176,"Beauty and the Beast (1988/I)",1988,NULL
32178,"Beauty and the Beast",1991,7.8
32179,"Beauty and the Beast",1999,NULL
32180,"Beauty and the Beast",2003,4.5
32182,"Beauty and the Beast: A Concert On Ice",1996,NULL
32183,"Beauty and the Beast: Disney's Animation Magic",2002,NULL
32184,"Beauty and the Beast: The Broadway Musical Comes to L.A.",1995,NULL
32185,"Beauty and the Beast: The Enchanted Christmas",1997,NULL
32186,"Beauty and the Beast: The Story Behind the Story",2002,NULL
32187,"Beauty and the Bike",1999,NULL
32189,"Beauty and the Body",1963,NULL
32191,"Beauty and the Boss",1932,6.3
32192,"Beauty and the Bull",1954,NULL
32193,"Beauty and the Bump",1927,NULL
32194,"Beauty and the Bus",1933,NULL
32195,"Beauty and the Cave",1961,NULL
32196,"Beauty and the Rogue",1918,NULL
32197,"Beauty and the Ugly One",1913,NULL
32198,"Beauty Becomes the Beast",1979,NULL
32199,"Beauty Before Age",1997,NULL
32200,"Beauty Begins Inside: The 'P' Syndrome",1995,NULL
32201,"Beauty Begins Inside: The Pressure Zone",1995,NULL
32202,"Beauty Begins Inside: What's Eating You?",1995,NULL
32203,"Beauty Betrayed",2002,2.7
32204,"Beauty Bunglers, The",1915,NULL
32205,"Beauty Contest, The",1922,NULL
32206,"Beauty Crowds Me",1998,NULL
32207,"Beauty Doctor, The",1917,NULL
32208,"Beauty Escort, The",1981,NULL
32209,"Beauty for Sale",1933,6.8
32210,"Beauty for the Asking",1939,5.3
32211,"Beauty Hunters",1916,NULL
32212,"Beauty in a Jar",2003,NULL
32213,"Beauty in Chains",1918,NULL
32214,"Beauty in Chaos",2004,NULL
32215,"Beauty in Distress",1915,NULL
32216,"Beauty in the Dark",2003,NULL
32217,"Beauty Jungle, The",1964,5
32218,"Beauty Market, The",1919,NULL
32219,"Beauty of a Straightjacket",2001,NULL
32220,"Beauty of Darkness, The",2000,NULL
32221,"Beauty of Jane, The",2004,NULL
32222,"Beauty of Life, The",2003,NULL
32223,"Beauty of Seduction",1995,NULL
32224,"Beauty of Virtuosity and Ambition, The",1998,NULL
32225,"Beauty on Broadway",1933,NULL
32226,"Beauty on Parade",1950,NULL
32227,"Beauty on the Beach",1950,NULL
32228,"Beauty Pageant",1981,NULL
32229,"Beauty Pageants: Bright Lights, Big Business",1994,NULL
32230,"Beauty Palace",1999,NULL
32231,"Beauty Parade, The",1930,NULL
32232,"Beauty Parlor",1932,NULL
32233,"Beauty Parlor",1997,NULL
32234,"Beauty Parlor Graduate, A",1913,NULL
32235,"Beauty Parlor of Stone Gulch, The",1912,NULL
32236,"Beauty Parlor, A",1926,NULL
32237,"Beauty Parlor, The",1923,NULL
32238,"Beauty Parlor, The",1927,NULL
32239,"Beauty Prize, The",1924,NULL
32240,"Beauty Queen Butcher",1991,NULL
32241,"Beauty School",1993,3.4
32242,"Beauty School",2003,NULL
32243,"Beauty Shop",2005,NULL
32244,"Beauty Shop, The",1922,NULL
32245,"Beauty Shop, The",1950,NULL
32246,"Beauty Shoppe",1936,NULL
32247,"Beauty Shoppe",1938,NULL
32248,"Beauty Shoppe",1940,NULL
32249,"Beauty Shoppers, The",1927,NULL
32250,"Beauty Shot",2002,NULL
32251,"Beauty Show (1903/II)",1903,NULL
32252,"Beauty Show, The (1903/I)",1903,NULL
32253,"Beauty Sleeps",1989,NULL
32254,"Beauty Spot, The",1912,NULL
32255,"Beauty Spot, The",1930,NULL
32256,"Beauty Takes a Tramp",1912,NULL
32257,"Beauty Unadorned",1913,NULL
32258,"Beauty  la Mud",1926,NULL
32259,"Beauty's Grave, The",1957,NULL
32261,"Beauty's Revenge",1995,NULL
32263,"Beauty's Worth",1922,7.9
32264,Beauty-Proof,1919,NULL
32265,"Beaut de la mort, La",1972,NULL
32266,"Beaut de Pandore, La",2000,4.6
32267,"Beaut du diable, La",1950,7.6
32268,"Beaut du monde, La",1999,NULL
32269,"Beaut fatale",1916,NULL
32270,"Beaut fatale",2000,NULL
32271,"Beaut fatale et froce..., La",1996,NULL
32272,"Beaut qui meurt",1917,NULL
32273,"Beaut sur la terre, La",2001,NULL
32274,Beauville,1995,6.2
32275,"Beaux & D'aria",2004,NULL
32276,"Beaux and Errors",1938,NULL
32277,"Beaux dimanches, Les",1974,6.9
32278,"Beaux dimanches, Les",1980,NULL
32279,"Beaux jours de roi Murat, Les",1947,NULL
32280,"Beaux jours, Les",1935,NULL
32281,"Beaux jours, Les",2003,NULL
32282,"Beaux lendemains de Theran, Les",2001,7.5
32283,"Beaux pres, Les",1998,NULL
32284,"Beaux quartiers, Les",1983,NULL
32285,"Beaux souvenirs, Les",1981,6.8
32286,"Beaux Stratagem, The",1978,NULL
32304,"Beavis and Butt-head",1994,NULL
32305,"Beavis and Butt-Head Do America",1996,6.1
32306,"Beavis and Butt-head Do Christmas",1995,NULL
32307,"Beavis and Butt-head Do U.",1998,NULL
32308,"Beavis and Butt-head in Virtual Stupidity",1995,NULL
32309,"Beavis and Butt-head in Wiener Takes All",1996,NULL
32310,"Beavis and Butt-head: Bunghole in One",1999,NULL
32311,Beba,1993,NULL
32312,"Bebbuli Veta",1985,NULL
32313,Bebek,1979,NULL
32314,"Bebek gibi Masallah",1971,NULL
32315,"Bebek yzl",1973,NULL
32316,"Bebel, Garota Propaganda",1968,NULL
32317,"Bebende Berg, Der",1931,NULL
32318,"Bebeto na kosmodruma",1991,NULL
32319,"Bebeto na letishteto",1988,NULL
32320,"Bebeto na plazha",1992,NULL
32321,"Bebeto v avtomobilniya zavod",1990,NULL
32322,"Bebeto v bankata",1988,NULL
32323,"Bebeto v kazarmata",1989,NULL
32324,"Bebeto v lunapark",1987,NULL
32325,"Bebeto v metroto",1987,NULL
32326,"Bebeto v planinata",1996,NULL
32327,"Bebeto v salona za razhubavyavane",1988,NULL
32328,"Bebeto v sladkarnitzata",1988,NULL
32329,"Bebeto v televiziyata",1988,NULL
32330,"Bebeto v uchilishte",1993,NULL
32331,"Bebi gyangu to onchan",1961,NULL
32332,"Bebuquin - Rendezvous mit Carl Einstein, Der",2000,NULL
32333,Bebus,1950,NULL
32334,"Beby y su circo",1915,NULL
32335,"Beb de contrabando, Un",1940,NULL
32336,"Beb, O",1987,NULL
32337,"Beca de Gilas: Rebeca's Story",1999,NULL
32338,Because,1909,NULL
32339,Because,1918,NULL
32340,Because,1990,6.6
32341,"Because He Can",1992,NULL
32342,"Because He Loved Her",1915,NULL
32343,"Because He's My Friend",1978,NULL
32344,"Because I Can",1995,NULL
32345,"Because I Love You",1927,NULL
32346,"Because It's Christmas: Barry Manilow",1991,NULL
32347,"Because Mommy Works",1994,NULL
32348,"Because of a Hat",1914,NULL
32349,"Because of a Woman",1917,NULL
32350,"Because of Bobbie",1912,NULL
32351,"Because of Eve",1948,5.6
32352,"Because of Him",1946,6.5
32353,"Because of Mama",2001,6.6
32354,"Because of the Cats",1973,5.2
32355,"Because of Winn-Dixie",2005,NULL
32356,"Because of You",1952,5.9
32357,"Because She Loved Him",1914,NULL
32358,"Because She Loves It!",1993,NULL
32359,"Because the Dawn",1988,NULL
32360,"Because They're Young",1960,5.4
32361,"Because Why",1993,6.7
32362,"Because You're Mine",1952,4.4
32363,"Because You're Mine",1973,NULL
32364,Becca,1988,NULL
32365,Beccerra,2002,6.8
32366,"Becerrada, La",1963,NULL
32367,"Bech Olsens og Poul Pons' brydekamp",1899,NULL
32368,Becicka,1971,NULL
32369,"Beck (1997/I)",1997,5.7
32370,"Beck (1997/II)",1997,3.9
32371,"Beck - Annonsmannen",2002,NULL
32372,"Beck - De gesloten kamer",1993,3.1
32373,"Beck - Enslingen",2002,NULL
32374,"Beck - Hmndens pris",2001,6.3
32375,"Beck - Kartellen",2001,NULL
32376,"Beck - Mannen med ikonerna",1997,NULL
32377,"Beck - Mannen utan ansikte",2001,NULL
32378,"Beck - Moneyman",1998,NULL
32379,"Beck - Monstret",1998,NULL
32380,"Beck - Oknd avsndare",2002,NULL
32381,"Beck - Pensionat Prlan",1998,NULL
32382,"Beck - Pojken i glaskulan",2002,NULL
32383,"Beck - Sista vittnet",2002,6.2
32384,"Beck - Vita ntter",1998,NULL
32385,"Beck - ga fr ga",1998,NULL
32386,"Beck 2 - spr i mrker",1997,5.5
32387,Becket,1910,NULL
32388,Becket,1923,NULL
32389,Becket,1964,8
32390,"Becket oder Die Ehre Gottes",1962,NULL
32391,"Beckett Directs Beckett: Endgame by Samuel Beckett",1992,NULL
32392,"Beckett Directs Beckett: Krapp's Last Tape by Samuel Beckett",1988,NULL
32393,"Beckett Directs Beckett: Waiting for Godot by Samuel Beckett",1988,NULL
32394,"Beckett on the Liffey",1998,NULL
32395,"Beckham and the Battle with Argentina",2002,NULL
32396,"Beckmann und Markowski - Gehetzt",1999,NULL
32397,"Beckmann und Markowski - Im Zwiespalt der Gefhle",1996,NULL
32398,"Beckoning Flame, The",1915,NULL
32399,"Beckoning Roads",1919,NULL
32400,"Beckoning Shadow, The",1966,NULL
32401,"Beckoning Trail, The",1916,NULL
32402,"Beckwith's Gun",1910,NULL
32403,Becky,1927,NULL
32404,"Becky Sharp",1935,6.2
32405,"Becky, 1977",1994,NULL
32406,"Becky, Becky",1913,NULL
32407,"Become an Artist",1982,NULL
32408,"Becoming Attractions: The Trailers of Humphrey Bogart",1997,NULL
32409,"Becoming Colette",1991,5
32413,"Becoming Jane",2006,NULL
32414,"Becoming Marty",2003,NULL
32415,"Becoming Muslim: Submitting to Allah in America",2003,NULL
32416,"Becoming Orgasmic: A Sexual Growth Program for Women",1980,NULL
32417,"Becoming Queen",2004,NULL
32418,"Becoming Rebecca",1996,NULL
32419,"Becoming Sam",2002,NULL
32420,"Becoming Superman",2002,NULL
32422,"Becsapott jsgr, A",1914,NULL
32423,"Becstelen, A",1919,NULL
32424,"Becslet s dicssg",1951,NULL
32425,"Bed & Breakfast (1992/I)",1992,5.1
32426,"Bed & Breakfast (1992/II)",1992,NULL
32427,"Bed & Breakfast",1994,NULL
32429,Bed,1995,NULL
32430,Bed,1999,NULL
32431,"Bed and Breakfast",1930,NULL
32432,"Bed and Breakfast",2000,7.8
32434,"Bed Bunnies",1974,NULL
32435,"Bed Dance",1967,NULL
32436,"Bed Fever",1991,NULL
32437,"Bed for Day, Bed for Night",1977,NULL
32438,"Bed of Lies",1992,NULL
32439,"Bed of Roses",1933,6.4
32440,"Bed of Roses",1996,5.8
32441,"Bed of Roses, A",1922,NULL
32443,"Bed Partner",1988,NULL
32444,"Bed Tales",1991,NULL
32445,"Bed Time",1923,NULL
32446,"Bed You Sleep In, The",1993,7
32447,"Bed, Butts & Breakfast",1990,NULL
32448,"Bed, The (1968/I)",1968,5.9
32449,"Bed, The",2002,3.2
32450,Bed-In,1969,6.3
32451,Bed-In,1986,NULL
32452,"Bed-Sit Students",2002,NULL
32453,"Bed-Sitting Room, The",1969,6
32454,Beda,1977,NULL
32455,Bedaag,1965,NULL
32456,"Bedankt ma",1979,NULL
32457,"Bedara Kannapa",1954,NULL
32458,"Bedard Zamana Kya Jaane",1959,NULL
32459,Bedardi,1951,NULL
32460,Bedardi,1993,NULL
32461,"Bedaure, falsch verbunden",1962,NULL
32462,"Bedawia al achika, Al",1963,NULL
32463,"Bedawia fi Roma, Al",1965,NULL
32464,Bedazzled,1967,6.8
32465,Bedazzled,1993,NULL
32466,Bedazzled,2000,5.9
32467,Bedazzled,2003,NULL
32468,Bedelia,1930,NULL
32469,Bedelia,1946,5.1
32470,"Bedelia and Mrs. Busybody",1912,NULL
32471,"Bedelia and the Newlyweds",1912,NULL
32472,"Bedelia and the Suffragette",1912,NULL
32473,"Bedelia and the Witch",1905,NULL
32474,"Bedelia As a Mother-In-Law",1912,NULL
32475,"Bedelia Becomes a Lady",1913,NULL
32476,"Bedelia's 'At Home'",1912,NULL
32477,"Bedelia's Bluff",1916,NULL
32478,"Bedelia's Busy Morning",1912,NULL
32479,Bedeni,1951,NULL
32480,"Beder Meye Josna",1991,NULL
32481,"Bedevaart op het Martelarenplein, september 1912",1912,NULL
32482,Bedevil,1993,4.1
32484,Bedevilled,1955,4.5
32485,"Bedevilled Rabbit",1957,7.2
32486,Bedfellows,1980,NULL
32487,"Bedford Incident, The",1965,7.4
32488,"Bedford Springs",2002,NULL
32489,"Bedford Wives, The",1994,NULL
32490,"Bedford's Hope",1913,NULL
32491,"Bedfull of Foreigners, A",1998,NULL
32492,Bedhead,1991,6.8
32493,Bedhead,2000,NULL
32494,"Bedknobs and Broomsticks",1971,6.4
32495,"Bedknobs and Broomsticks Music Magic: The Sherman Brothers",2001,NULL
32496,Bedlam,1946,6.7
32498,Bedlam,2002,NULL
32499,"Bedlam in Paradise",1955,6.4
32500,"Bedlam of Beards",1934,NULL
32501,"Bedmen - yarasa adam",1973,NULL
32502,"Bednata ulitza",1960,NULL
32503,"Bednaya Masha",1981,NULL
32504,"Bednaya Sasha",1997,6
32505,"Bednieri shekhvedra",1949,NULL
32506,"Bedniyat Luka",1979,NULL
32507,"Bednyj, bednyj Pavel",2003,6.9
32508,"Bedos-Robin  l'Olympia",1993,NULL
32509,"Bedos/Ardisson: On aura tout vu",2002,NULL
32510,"Bedraget i dden",1911,NULL
32511,Bedrana,1974,NULL
32512,"Bedre enn sitt rykte",1955,5.3
32513,"Bedrijvigheid van het Roode Kruis van Kongo in Npoko",1928,NULL
32514,Bedrock,1930,NULL
32515,"Bedroom Bedlam",1973,NULL
32516,"Bedroom Blunder, A",1917,NULL
32517,"Bedroom Bondage",1994,NULL
32518,"Bedroom Doors",2003,NULL
32519,"Bedroom Eyes",1984,4.7
32522,"Bedroom Fantasies",1983,NULL
32523,"Bedroom Fantasy",1953,NULL
32525,"Bedroom Scandal, A",1921,NULL
32527,"Bedroom Story",1988,NULL
32528,"Bedroom Window, The",1924,NULL
32529,"Bedroom Window, The",1987,6.3
32531,"Bedrooms and Hallways",1998,6.7
32532,"Beds & Breakfast",2005,NULL
32533,"Beds, Baths and Bedlam",1917,NULL
32534,Bedside,1934,5.8
32536,"Bedside Freeway",1977,NULL
32537,"Bedside Manner",1945,5.1
32539,"Bedside Manor",1998,NULL
32540,Bedsit,1997,NULL
32541,"Bedspread, The",1969,NULL
32542,"Bedste af alle verdener, Den",1999,NULL
32543,"Bedste for brnene, Det",2002,NULL
32544,"Bedstemor gr amok",1944,NULL
32545,Bedtime,1967,NULL
32546,"Bedtime Bedlam",1955,NULL
32547,"Bedtime Eyes",1987,NULL
32549,"Bedtime Fantasies",2003,NULL
32550,"Bedtime for Bonzo",1951,4.7
32552,"Bedtime for Sniffles",1940,6.1
32553,"Bedtime Stories",1989,NULL
32555,"Bedtime Stories",1992,NULL
32556,"Bedtime Stories",1996,NULL
32557,"Bedtime Stories",1997,NULL
32558,"Bedtime Stories",2000,NULL
32559,"Bedtime Stories",2002,NULL
32560,"Bedtime Story",1938,NULL
32561,"Bedtime Story",1941,6.3
32562,"Bedtime Story",1964,6.3
32563,"Bedtime Story, A",1926,NULL
32564,"Bedtime Story, A",1933,7
32565,"Bedtime Story, A",1997,1.6
32568,"Bedtime with Barney: Imagination Island",1994,NULL
32569,"Bedtime with Rosie",1975,NULL
32570,"Bedtime Worries",1933,7.1
32571,"Bedwin Hacker",2003,6.2
32572,"Bedzie lepiej",1936,NULL
32573,"Bee at the Beach",1950,6.7
32574,"Bee Bop highschool: Koko yotaro kanketsu-hen",1988,NULL
32575,"Bee Bop highschool: Koko yotaro ondo",1988,NULL
32576,"Bee Bop highschool; Koko yotaro elegy",1986,NULL
32577,"Bee Bop highschool; Koko yotaro march",1987,NULL
32578,"Bee Bopped",1959,NULL
32579,"Bee Cause",1927,NULL
32580,"Bee Gees: One Night Only",1997,NULL
32581,"Bee Gees: The Very Best of Bee Gees Live",1990,NULL
32582,"Bee Gees: This Is Where I Came In",2000,NULL
32583,"Bee Movie",2005,NULL
32584,"Bee on Guard",1951,6.8
32585,"Bee Season",2005,NULL
32586,"Bee's Buzz, The",1929,NULL
32587,"Bee's Knees",1924,NULL
32588,"Bee, The",1994,NULL
32589,"Bee-Deviled Bruin, The",1949,7.1
32590,Beebe-Plain,1991,NULL
32591,Beeches,1993,NULL
32592,"Beed-o baad",1999,7.3
32593,"Beedala Patlu",1950,NULL
32594,"Beedhi Basavanna",1967,NULL
32595,"Beedi Kunjamma",1982,NULL
32596,Beef,2003,6.7
32597,"Beef 2",2004,6
32598,"Beef Extract Room",1901,NULL
32599,"Beef for and After",1962,NULL
32600,"Beef, Sheep and Hog Killing",1901,NULL
32601,Beefcake,1998,7.4
32603,"Beeker's Crossing",1999,NULL
32604,"Beekman's Place",1988,NULL
32605,"Beeld van een kind",1989,NULL
32606,"Beelden uit het boerenleven",1953,NULL
32607,"Beelden van Brugge",1930,NULL
32608,"Beelden van de arbeid",1938,NULL
32609,"Beeldenstorm, De",1982,NULL
32610,"Beeldhouwer Maurits Van Reeth, De",1954,NULL
32611,Beeldverhalen,1974,NULL
32612,Beelines,1999,NULL
32613,"Beelteborgs, the Movie",1997,NULL
32614,"Been Down So Long It Looks Like Up to Me",1971,5.5
32615,"Been There, Done That",1998,NULL
32616,Beena,1978,NULL
32617,Beep,1997,NULL
32618,Beep,2004,NULL
32619,"Beep beep minica",1973,NULL
32620,"Beep Bopper, The",1967,NULL
32621,"Beep Prepared",1961,7
32622,"Beep's vrld",1996,NULL
32623,"Beep, Beep",1952,7.1
32624,Beeper,2002,3.9
32626,Beer,1985,4.3
32627,"Beer and Pretzels",1933,6.4
32628,"Beer Barrel Polecats",1946,6.3
32629,"Beer Drinker's Guide to Fitness and Filmmaking, The",1987,8.2
32630,"Beer Is Here",1933,NULL
32631,"Beer League",2004,NULL
32632,"Beer Money",2001,NULL
32633,"Beer Muscles",2004,9.1
32634,"Beer Must Go Down",1916,NULL
32635,"Beer Parade",1933,NULL
32636,"Beer, De",1966,NULL
32637,"Beerschot 75 jaar",1975,NULL
32638,"Beertje Sebastiaan: De geheime Opdracht",1991,2.8
32639,Bees,1998,NULL
32640,"Bees and Honey",1938,NULL
32641,"Bees in His Bonnet",1918,NULL
32642,"Bees in Paradise",1944,4
32643,"Bees on the Boat-Deck",1939,NULL
32644,"Bees Saal Baad",1962,8.1
32645,"Bees Saal Baad",1988,4.6
32646,"Bees Saal Pehle",1972,NULL
32647,"Bees, The",1978,3.1
32648,"Bees: A Life for the Queen",1998,NULL
32649,"Beest, Het",1982,4.1
32650,"Beestig dagje",2003,NULL
32651,Beestung,1994,NULL
32652,Beet,2003,NULL
32653,"Beete Din",1947,NULL
32654,Beethoven,1992,5.1
32655,"Beethoven - Tage aus einem Leben",1976,NULL
32656,"Beethoven kai bouzouki",1965,NULL
32657,"Beethoven Lives Upstairs",1989,NULL
32658,"Beethoven's 2nd",1993,4.2
32659,"Beethoven's 3rd",2000,NULL
32660,"Beethoven's 4th",2001,NULL
32661,"Beethoven's 5th",2003,NULL
32662,"Beethoven's Fidelio",1980,NULL
32663,"Beethoven's Symphony No. 8 Op. 93",1993,NULL
32664,"Beethoven: Missa Solemnis",1996,NULL
32665,"Beethoven: Symphony No. 9",1970,NULL
32666,"Beethoven: Symphony No. 9 Op. 125",1991,NULL
32667,"Beethoven: Violin Concerto in D, Op. 61",1988,NULL
32668,"Beetle Bailey",1989,NULL
