id,titleBook,titleSeriesBook,authorName,hasSeries,seriesNumber,avgRating,totalRating,voters,score
617,South on Pacific Coast Highway,NA,Gary Paul Corcoran,FALSE,0,4.5,0,1,0
618,Will the Real Prince Charming Please Stand Up?,NA,Ella Martin,FALSE,0,3.75,0,1,0
619,Hailstorm ,Winter Fire,Laurie Dubay,TRUE,2,4.35,0,1,0
620,Silent Alarm,NA,Jennifer Banash,FALSE,0,3.82,0,1,0
621,Kaya Abaniah and the Father of the Forest,NA,Wayne Gerard Trotman,FALSE,0,4.54,0,1,0
622,Nexis ,Tricksters,A.L. Davroe,TRUE,1,4.04,0,1,0
623,Average Joe and the Extraordinaires ,Average Joe,Belart Wright,TRUE,1,3.32,0,1,0
624,Alive,NA,Chandler Baker,FALSE,0,3.41,1040,1,0
625,Cuts Run Deep,NA,Amber Garza,FALSE,0,3.87,0,1,0
626,Second Hand Stops,NA,Katie St. Claire,FALSE,0,3.79,0,1,0
627,F#@! Bomb: A Story About Coming Out ... and Coming Out of One's Shell,NA,Naomi Rabinowitz,FALSE,0,4.67,0,1,0
628,The Audition ,Gem Models,Tanya Chance,TRUE,1,0,0,1,0
629,Gifted ,The Hayven,J.A. George,TRUE,1,3.99,0,1,0
630,Roses Are Red ,Blood Sweat and Tears,J.B. Kantt,TRUE,1,4.15,0,1,0
631,Princess Ben,NA,Catherine Gilbert Murdock,FALSE,0,3.75,7545,1,0
632,Virtual Life,NA,J. Cafesin,FALSE,0,4.43,0,1,0
633,Young Love Part 1: A School Yard Love Story,NA,Dean Amory,TRUE,1,5,0,1,0
634,A Few Quiet Beers with God,NA,John Perrier,FALSE,0,3.32,0,1,0
635,The Inconvenient Process of Falling,NA,Katie Neipris,FALSE,0,4.21,0,1,0
636,The Flight of the Seagull,NA,Greet Beukenkamp,FALSE,0,4.75,0,1,0
637,Family Pieces,NA,Misa Rush,FALSE,0,3.68,0,1,0
638,"XO, Blake ",The Undergrad Years,Avery Aster,TRUE,3,3.57,0,1,0
639,Jane Unwrapped,NA,Leah Rooper,FALSE,0,4.08,0,1,0
640,Fragile Line,NA,Brooklyn Skye,FALSE,0,3.69,0,1,0
641,The Faith in Peril Trilogy Box Collection,NA,Holly Newcastle,FALSE,0,4.52,0,1,0
642,Backstage ,Boy Band,Jacqueline E. Smith,TRUE,2,4.14,0,1,0
643,Etherwalker,NA,Cameron Dayton,FALSE,0,3.96,0,1,0
644,David ,The Unseen,Johnny Worthen,TRUE,3,4.4,0,1,0
645,Agonal Breath ,The Deadseer Chronicles,Richard Estep,TRUE,1,4.71,0,1,0
646,Atlantis On the Shores of Forever ,Atlantis: The Antediluvian Chronicles,Jennifer McKeithen,TRUE,1,4,0,1,0
647,Paradox - Elemental ,Paradox,Patti Roberts,TRUE,5,4.35,0,1,0
648,Stop The World,NA,Sherry Mayes,FALSE,0,4.24,0,1,0
649,Brian Boru - Freedom Within The Heart,NA,Mark Mahon,FALSE,0,4.1,0,1,0
650,Seasons of Love and War,NA,Brenda Ashworth Barry,FALSE,0,4.58,0,1,0
651,Waterwight ,The Waterwight Series,Laurel McHargue,TRUE,1,4.12,0,1,0
652,Bittersweet ,The Kaveesh,Tyffani Clark Kemp,TRUE,1,4.12,0,1,0
653,Hart's Desire ,The Hart Trilogy,Chloe Flowers,TRUE,1,4.01,0,1,0
654,To the Survivors: One Man's Journey as a Rape Crisis Counselor with True Stories of Sexual Violence,NA,Robert Uttaro,FALSE,0,4.1,0,1,0
655,Veritas The Pharmacological Endgame,NA,Alessandro Boccaletti,FALSE,0,4.67,0,1,0
656,"Mara, Daughter of the Nile",NA,Eloise Jarvis McGraw,FALSE,0,4.24,9593,1,0
657,The Life of Q,NA,Fox Emerson,FALSE,0,4.42,0,1,0
658,Space Vacation,NA,Christina Engela,FALSE,0,3.61,0,1,0
659,Ouija: The Devil's Doorway,NA,Stephen E. Crockett,FALSE,0,3,0,1,0
660,Before You Break,NA,Kyla Stone,FALSE,0,4.05,0,1,0
661,The Pretender,NA,E. Barnes,FALSE,0,0,0,1,0
662,The Book of Houdini,NA,Harry Houdini,FALSE,0,4.67,0,1,0
663,Después de mi voz,NA,Julieta Mora,FALSE,0,4.6,0,1,0
664,Clan of the Wolf ,The Dawn of Man: Peta's Story Book,Avery Kloss,TRUE,1,4.11,0,1,0
665,TW: Flatline,NA,K. Kingsman,FALSE,0,4.54,0,1,0
666,The Changeling,NA,Zilpha Keatley Snyder,FALSE,0,4.17,1365,1,0
667,Dragon Prow Shadow,NA,Paul  Hodson,FALSE,0,5,0,1,0
668,The Incredible Secrets of Hadley Hill,NA,Tai Stith,FALSE,0,4.04,0,1,0
669,My Wolf's Bane ,Shapes of Autumn,Veronica Blade,TRUE,1,3.77,1117,1,0
670,Jennie Wade: A Girl from Gettysburg,NA,Tecla Emerson,FALSE,0,4.54,0,1,0
671,My Dearest Diary: Five Years in the Life of Cathy Cornellia,NA,Cathy Cornellia,FALSE,0,5,0,1,0
672,Blackstone ,The Ammolite Adventures,C.E.  Johnson,TRUE,4,4.94,0,1,0
673,Embracing The Falls ,The Falls Trilogy,Heather  Renee,TRUE,3,4.71,0,1,0
674,Scythe ,Arc of a Scythe,Neal Shusterman,TRUE,1,4.36,9527,1,0
675,Breathing In Autumn,NA,Ava Deniz,FALSE,0,4.07,0,1,0
676,Grassin ,Creators of Six,Jacob L. White,TRUE,2,4.83,0,1,0
677,The Solterian Keeper and the Enchanted Talisman,NA,R.K. Appling,FALSE,0,5,0,1,0
678,A Lot of Fuss About a Duck,NA,Elise Lowe,FALSE,0,3.51,0,1,0
679,The Rose and the Sword ,The Veritas Chronicles,Gina Marinello-Sweeney,TRUE,2,4.31,0,1,0
680,Are Men the Weaker Sex?,NA,Josette Sona,FALSE,0,4.33,0,1,0
681,Step into Magic ,Portals to Whyland Book,Day Leitao,TRUE,1,4.11,0,1,0
682,The Web Paige Chronicles,NA,Emilio Iasiello,FALSE,0,4.12,0,1,0
683,Book of the Anointed,NA,J. Moon,FALSE,0,3.45,0,1,0
684,In the Dark,NA,Sasha Lynn,FALSE,0,5,0,1,0
685,Horn-Horn ,The Horn-Horn Series,A.D.T. McLellan,FALSE,0,4.58,0,1,0
686,Incite Insight,NA,Robert New,FALSE,0,4.13,0,1,0
687,"My Friend, My Hero  ",The Hero Book Series,Jerald L. Hoover,TRUE,1,5,0,1,0
688,Quantum Roots II: Worm Holes,NA,Kyle Keyes,FALSE,0,4.38,5817,1,0
689,Beneath a Sinister Moon ,The Demon Hunters Series Book,D.A. Roach,TRUE,3,4.73,0,1,0
690,Gravity,NA,Morpheus,FALSE,0,5,0,1,0
691,A Hero at Heart ,Hero at Heart Series,Theresa Stinnett,TRUE,1,5,0,1,0
692,"THE BRIDE LOTTERY, BOOK 1: SEVEN SISTERS",NA,Caty Callahan,TRUE,1,5,0,1,0
693,Beyond Infinity: A MatheMATTical Adventure,NA,Charles Ames Fischer,FALSE,0,3.12,0,1,0
694,Briskwood Blood Rain,NA,Christopher Joubert,FALSE,0,4.53,0,1,0
695,When My Soul Bleeds Words,NA,Leah Kathryn Oxendine,FALSE,0,4.78,0,1,0
696,Nine,NA,Sweta Samota,FALSE,0,3.73,0,1,0
697,A Twisted Fate,NA,Kaylyn Marie Dunn,FALSE,0,4,0,1,0
698,Oasis,NA,Jim       Harrison,FALSE,0,4.08,0,1,0
699,Soundless: Tobey Tyson Book 1 ,Superhero Series,Abdulrahman Ahmed Altheeb,TRUE,1,4.5,0,1,0
700,Burden's Edge ,Fury of a Rising Dragon,Sever Bronny,TRUE,1,4.36,1186,1,0
701,The Chronicles of the Virago:: Book II The Apprentus,NA,Michael Bialys,FALSE,0,4.75,0,1,0
702,Hicks Road: Jacob's Story,NA,Julian P. Flores,FALSE,0,3.8,0,1,0
703,Spell Me the Truth,NA,Cat Francis,FALSE,0,4.75,0,1,0
704,Dorothy in the Land of Monsters ,Oz ReVamped,Garten Gevedon,TRUE,1,3.49,0,1,0
705,The First Principle ,Emancipation Warriors,Marissa Shrock,TRUE,1,4.18,0,1,0
706,Believe in You: Big Sister Stories and Advice on Living Your Best Life,NA,Christina Cimorelli,FALSE,0,4.44,0,1,0
707,The Saga of Roland Inness ,6 Book Series,Wayne Grant,TRUE,6,5,0,1,0
708,The Unadjusteds,NA,Marisa Noelle,FALSE,0,4.29,0,1,0
709,The Lost Princess of Aevilen ,Kingdom of Aevilen,D.C. Payson,TRUE,1,5,0,1,0
710,Crave,NA,Tracy Wolff,FALSE,0,3.99,0,1,0
711,"Jules, the Truth Finder",NA,Cindy Marabito,FALSE,0,5,0,1,0
712,Making Turquoise,NA,Claire McFall,FALSE,0,4.8,0,1,0
713,Rumor of a Werewolf ,Monster Mysteries Book,Eddie       Jones,TRUE,4,4.75,0,1,0
714,Anything Else But Love,NA,Ankita Chadha,FALSE,0,3.79,0,3,0
715,Road to Megara ,Knife of Truth,Cynthia Willerth,TRUE,2,3.58,0,2,0
716,Blood of a Red Rose ,The Rose Trilogy,Tish Thawer,TRUE,2,4.03,0,1,0
717,Laney ,The Brookehaven Vampires,Joann I. Martin-Sowles,TRUE,1,4.02,1890,1,0
718,Pulse ,Pulse,Kailin Gow,TRUE,1,3.65,2022,1,0
719,Bane ,Vampire Apocalypse,H.M. Ward,TRUE,1,3.96,0,1,0
720,I Am Not a Serial Killer ,John Cleaver,Dan Wells,TRUE,1,3.77,9546,1,0
721,Zero Sum ,Zero Sight,B. Justin Shier,TRUE,2,4.14,4763,1,0
722,Bloodlines ,Bloodlines,Lindsay Anne Kendal,TRUE,1,3.7,0,1,0
723,Dhampiri,NA,L.M.    Smith,FALSE,0,4.09,0,1,0
724,The Vanished ,Blemished,Sarah Dalton,TRUE,2,3.79,0,1,0
725,A Rose in the Devil's Garden,NA,Anthony Paolucci,FALSE,0,4.2,0,1,0
726,Point of Retreat ,Slammed,Colleen Hoover,TRUE,2,4.28,8522,2,0
727,Shadow of the Dragon,NA,Kyra Dune,FALSE,0,3.53,0,1,0
728,Behind the Mist ,The Mist Trilogy,M.J. Evans,TRUE,1,4.14,0,1,0
729,Hannah ,Daughters of the Sea,Kathryn Lasky,TRUE,1,3.68,3390,1,0
730,Into the Fire ,Birth of the Phoenix,Ashelyn Drake,TRUE,1,3.67,0,1,0
731,The Rebel Within ,Rebel,Lance Erlick,TRUE,1,3.98,0,1,0
732,Seraphina ,Seraphina,Rachel Hartman,TRUE,1,3.96,4906,1,0
733,Rain Kaudenne | Four Parts of the Universe: Prequel,NA,Darren H. Pryce,FALSE,0,3,0,1,0
734,The Curse of the Moonless Knight ,The mis-adventures of Alyson Bell,Kristin Groulx,TRUE,2,4.54,0,1,0
735,The Silver Strand ,Mastermind Academy,L.J. Clarkson,TRUE,1,3.85,0,1,0
736,Queen of Hearts: The Crown ,Queen of Hearts Saga,Colleen Oakes,TRUE,1,3.66,7460,1,0
737,The Vigilante Poets of Selwyn Academy,NA,Kate Hattemer,FALSE,0,3.7,2761,1,0
738,Stuck in Neutral,NA,Terry Trueman,FALSE,0,3.84,519,1,0
739,Vampire Chimeras,NA,L.A. Kragie,FALSE,0,4.27,0,1,0
740,Teenage Dirtbag ,Dirt,AnonymousOne,TRUE,1,3.92,0,1,0
741,Fears of Darkness,NA,J.M. Northup,FALSE,0,4.34,0,1,0
742,Mysterious Things in the Woods,NA,Stephen Young,FALSE,0,3.52,0,1,0
743,Once Upon an Ever After ,Once Upon a Road Trip,Angela N. Blount,TRUE,2,4.32,0,1,0
744,The Goatman,NA,Jeff Fuell,FALSE,0,4.33,0,1,0
745,Show Jumping Team,NA,Clare O'Beara,FALSE,0,4.5,0,1,0
746,"Wij, twee jongens",NA,Aline Sax,FALSE,0,4.18,0,1,0
747,Anne Hawksmoor: The Time Traveller,NA,K.C. Harry,FALSE,0,4,0,1,0
748,The Trouble with Playing Cupid ,Cupid,Tamara Philip,TRUE,1,3.98,0,1,0
749,The Final Offering,NA,Monica Millard,FALSE,0,4.33,0,1,0
750,The Genetic Lottery ,Egalia,Allison Goh,TRUE,1,3.72,0,1,0
751,Letters to a Shooting Star,NA,Keith Hale,FALSE,0,3.89,0,1,0
752,How I Fall ,How I Fall,Anne    Eliot,TRUE,1,3.94,0,1,0
753,The Love Story That Shouldn't Have Been,NA,Melissa Grijalva,FALSE,0,3.87,0,1,0
754,Please Don't Tell My Parents I Blew Up The Moon ,Please Don't Tell My Parents,Richard  Roberts,TRUE,2,3.88,1789,1,0
755,The Ghost of You ,The Ghost of You,Amanda Burckhard,TRUE,1,4.19,0,1,0
756,Winter Fire ,Winter Fire,Laurie Dubay,TRUE,1,3.76,0,1,0
757,Funny Fruit ,Vellian Heroes,Grant T. Reed,TRUE,1,3.9,0,1,0
758,The Well's End ,The Well's End,Seth Fishman,TRUE,1,3.55,0,1,0
759,Rewind ,The Van Buren Series,Katie St. Claire,TRUE,2,4.55,0,1,0
760,Fractured Fairy Tales of the Twilight Zone,NA,J. Cafesin,FALSE,0,4.1,0,1,0
761,Young Love Part 1: A School Yard Love Story,NA,Dean Amory,TRUE,1,5,0,1,0
762,Sanguine Mountain ,Camazotz Trilogy Book,Jennifer Foxcroft,TRUE,1,4.55,0,1,0
763,STRIPPED Without You ,Stripped-1.5,Brooklyn Skye,TRUE,1,3.85,0,1,0
764,Boy Band ,Boy Band,Jacqueline E. Smith,TRUE,1,3.74,0,1,0
765,Hounded ,The Iron Druid Chronicles,Kevin Hearne,TRUE,1,4.11,2149,1,0
766,I Hope You Find Me ,Find Me,Trish Marie Dawson,TRUE,1,3.82,1270,1,0
767,Debbie Harry Sings in French,NA,Meagan Brothers,FALSE,0,3.7,0,1,0
768,December Road,NA,Brenda Ashworth Barry,FALSE,0,4.57,0,1,0
769,Kids We Were,NA,Bernie Morris,FALSE,0,4.19,0,1,0
770,"Big, Fat American Lion Book: An Active Guide for How to Live a Better Life Being Fat",NA,Alessandro Boccaletti,FALSE,0,4.43,0,1,0
771,Jennie,NA,Paul Gallico,FALSE,0,4.31,1430,1,0
772,A Boy Called Q,NA,Fox Emerson,FALSE,0,3.81,0,1,0
773,Puddle Jumping ,Puddle Jumping,Amber L.  Johnson,TRUE,1,4.3,482,1,0
774,Glow ,Sky Chasers,Amy Kathleen Ryan,TRUE,1,3.52,3016,1,0
775,Space Sucks!,NA,Christina Engela,FALSE,0,3.57,0,1,0
776,Hawksong ,The Kiesha'ra,Amelia Atwater-Rhodes,TRUE,1,4.15,504,1,0
777,Strange the Dreamer ,Strange the Dreamer,Laini Taylor,TRUE,1,4.32,906,1,0
778,Your Bloods Eve,NA,Linda Jawish,FALSE,0,4.64,0,1,0
779,Greenstone ,The Ammolite Adventures,C.E.  Johnson,TRUE,3,4.9,0,1,0
780,The Velvet Room,NA,Zilpha Keatley Snyder,FALSE,0,4.25,2146,1,0
781,Something Witchy This Way Comes ,Something Witchy,Veronica Blade,TRUE,1,3.83,0,1,0
782,Andersonville: The Long Journey Home,NA,Tecla Emerson,FALSE,0,5,0,1,0
783,Warfare ,Life After,Julie  Hall,TRUE,2,4.43,0,1,0
784,Thunderhead ,Arc of a Scythe,Neal Shusterman,TRUE,2,4.5,7445,1,0
785,Island on Fire,NA,Sophie Schiller,FALSE,0,4.09,0,1,0
786,A Quiet Genocide. The Untold Holocaust of Disabled Children in WW2 Germany,NA,Glenn Bryant,TRUE,2,4.35,0,1,0
787,Quiver,NA,Julia Watts,FALSE,0,4.18,0,1,0
788,The Beginning Place,NA,Ursula K. Le Guin,FALSE,0,3.53,2182,1,0
789,The Kite Runner,NA,Khaled Hosseini,FALSE,0,4.3,2310493,1,0
790,Children of Blood and Bone ,Legacy of Orïsha,Tomi Adeyemi,TRUE,1,4.14,2329,1,0
791,Mission: Subhero,NA,Linda    Armstrong,FALSE,0,4.34,1626,1,0
792,Between the Bleeding Willows ,The Demon Hunters Series Book,D.A. Roach,TRUE,1,4.17,0,1,0
793,The Richest Heart ,A Hero at Heart,Theresa Stinnett,TRUE,2,5,0,1,0
794,The Rebels of Florida,NA,Leah Kathryn Oxendine,FALSE,0,4,0,1,0
795,The Book of Chaos ,Vivian Amberville,Louise Blackwick,TRUE,2,5,0,1,0
796,The Chronicles of the Virago: The Novus Book I,NA,Michael Bialys,FALSE,0,5,0,1,0
797,Fangirl,NA,Rainbow Rowell,FALSE,0,4.07,4771,1,0
798,Deep World Blood ,Deep World Saga,C.M. Meridian,TRUE,2,4.6,0,1,0
799,Becoming Miss Izzy,NA,Sue Zook,FALSE,0,5,0,1,0
800,A Question of Honour,NA,Wayne Grant,FALSE,0,4.61,0,1,0
801,The Shadow Keepers,NA,Marisa Noelle,FALSE,0,4.5,0,1,0
802,A Fire in the West: Stonegate Book 3,NA,Harry James Fox,TRUE,3,4.5,0,1,0
803,Vicious Vows,NA,Nicole Conway,FALSE,0,0,0,1,0
804,The Fire Wars ,Fire Wars,Kailin Gow,TRUE,1,3.64,0,1,0
805,Valefar Vol. 1,NA,H.M. Ward,TRUE,1,4.18,0,1,0
806,Betrayal  ,Leticia,Lindsay Anne Kendal,TRUE,2,4.62,0,1,0
807,After Dark ,Theth Year,Emi Gayle,TRUE,1,3.68,0,1,0
808,Creatureton Elementary ,Creatureton Trilogy Book,Anthony Paolucci,TRUE,1,4.6,0,1,0
809,May ,Daughters of the Sea,Kathryn Lasky,TRUE,2,3.92,1485,1,0
810,The Robinsons' Dark Matter ,The Robinsons,Michael  Raymond,TRUE,1,3.71,0,1,0
811,Touch of Death ,Touch of Death,Kelly Hashway,TRUE,1,3.65,1142,1,0
812,Rebels Divided ,Rebel,Lance Erlick,TRUE,3,4.45,0,1,0
813,The False Prince ,The Ascendance Series,Jennifer A. Nielsen,TRUE,1,4.22,9080,1,0
814,Matt Leutte | Four Parts of the Universe: Prequel,NA,Darren H. Pryce,FALSE,0,2.5,0,1,0
815,Shadow and Bone ,The Shadow and Bone Trilogy,Leigh Bardugo,TRUE,1,4.02,4142,1,0
816,The Oracle of the Missing Dryad ,The mis-adventures of Alyson Bell,Kristin Groulx,TRUE,3,4.78,0,1,0
817,Now That You're Here ,Duplexity,Amy K. Nichols,TRUE,1,3.6,0,1,0
818,The Legacy of Secrets,NA,Rebecca Montemurro,FALSE,0,4.57,0,1,0
819,Vampire Princess Rising ,The Winters Family Saga,Jami Brumfield,TRUE,2,4.31,0,1,0
820,A Prisoner Within,NA,J.M. Northup,FALSE,0,3.85,0,1,0
821,Across Time,NA,Jeff Fuell,FALSE,0,4.08,0,1,0
822,Stad in de storm,NA,Thea Beckman,FALSE,0,3.69,1001,1,0
823,Dolphin in the Deep ,Animal Ark,Lucy Daniels,TRUE,2,3.77,0,1,0
824,Anne Hawksmoor: Time in the Tower,NA,K.C. Harry,FALSE,0,4.29,0,1,0
825,The Scarlet Letter,NA,Nathaniel Hawthorne,FALSE,0,3.4,7858,1,0
826,Pixelated,NA,L.S. Murphy,FALSE,0,3.9,0,1,0
827,Evil Genius ,Genius,Catherine Jinks,TRUE,1,3.8,7998,1,0
828,Still Waters,NA,Ash Parsons,FALSE,0,3.92,0,1,0
829,Fast Forward ,The Van Buren Series,Katie St. Claire,TRUE,3,3.92,0,1,0
830,Beware The Riptide,NA,Deborah McClatchey,FALSE,0,4.63,0,1,0
831,The Offspring ,Children of Cain book,R.J. Craddock,TRUE,2,4.92,0,1,0
832,Marleen: Dagboek van mijn Apenjaren in de Handelsschool te Aalst,NA,Eddy Adriaens,FALSE,0,5,0,1,0
833,Stolen Memories,NA,Darrell Standing,FALSE,0,3.71,0,1,0
834,Arkadia ,Halfway House,Dzintra Sullivan,TRUE,1,4.27,0,1,0
835,Supergirl Mixtapes,NA,Meagan Brothers,FALSE,0,3.47,0,1,0
836,The Journey of Elizabeth Ann Rose ,Seasons of Love and War Saga Book,Brenda Ashworth Barry,TRUE,3,4.53,0,1,0
837,The Oaken Throne ,The Deptford Histories,Robin Jarvis,TRUE,2,4.24,0,1,0
838,Darken the Stars ,Kricket,Amy A. Bartol,TRUE,3,4.11,381,1,0
839,Fragments ,Partials Sequence,Dan Wells,TRUE,2,4.11,3994,1,0
840,Beneath the Skin,NA,Kyla Stone,FALSE,0,4.19,0,1,0
841,Demon in My View,NA,Amelia Atwater-Rhodes,FALSE,0,4.04,1744,1,0
842,Cruel Beauty,NA,Rosamund Hodge,FALSE,0,3.71,7534,1,0
843,Redstone ,The Ammolite Adventures,C.E.  Johnson,TRUE,2,4.64,0,1,0
844,Daughters of Eve,NA,Lois Duncan,FALSE,0,3.61,3535,1,0
845,Antietam - Waking the Fury,NA,Tecla Emerson,FALSE,0,4.43,0,1,0
846,Huntress ,Life After,Julie  Hall,TRUE,1,4.1,0,1,0
847,The Hidden Village ,book,Imogen Matthews,TRUE,1,4.04,3855,1,0
848,The Tombs of Atuan ,Earthsea Cycle,Ursula K. Le Guin,TRUE,2,4.09,4183,1,0
849,Dread Nation ,Dread Nation,Justina Ireland,TRUE,1,4.14,6729,1,0
850,The Scopas Factor,NA,Vincent Panettiere,FALSE,0,4.3,1070,1,0
851,A Courageous Heart ,Hero at Heart Book,Theresa Stinnett,TRUE,3,5,0,1,0
852,Declan O'Duinne,NA,Wayne Grant,FALSE,0,4.52,0,1,0
853,Father and I Were Ranchers ,Little Britches,Ralph Moody,TRUE,1,4.3,834,1,0
854,The Lady Alchemist,NA,Samantha Vitale,FALSE,0,4,0,1,0
855,Prep,NA,Curtis Sittenfeld,FALSE,0,3.39,9032,1,0
856,Beautiful Beings ,Beautiful Beings,Kailin Gow,TRUE,1,3.57,0,1,0
857,Valefar Vol. 2,NA,H.M. Ward,TRUE,2,4.22,0,1,0
858,Torment ,Bloodlines,Lindsay Anne Kendal,TRUE,2,3.96,0,1,0
859,Crux,NA,Julie Reece,FALSE,0,3.62,1097,1,0
860,Dreamless ,Starcrossed,Josephine Angelini,TRUE,2,4.19,8309,2,0
861,The Boys Next Door ,The Boys Next Door,Jennifer Echols,TRUE,1,3.9,3901,1,0
862,Deathly Pale,NA,Anthony Paolucci,FALSE,0,4.67,0,1,0
863,Lucy ,Daughters of the Sea,Kathryn Lasky,TRUE,3,3.86,1025,1,0
864,Stalked by Death ,Touch of Death,Kelly Hashway,TRUE,2,3.77,0,1,0
865,The Rithmatist ,Rithmatist,Brandon Sanderson,TRUE,1,4.24,9723,1,0
866,Charlie Chester | Four Parts of the Universe: Prequel,NA,Darren H. Pryce,FALSE,0,2.5,0,1,0
867,The Door of the Thousand Keys ,mis-adventures of Alyson Bell,Kristin Groulx,TRUE,4,4.71,0,1,0
868,Leviathan ,Leviathan,Scott Westerfeld,TRUE,1,3.92,2700,1,0
869,Family of Strangers,NA,Barbara   Willis,FALSE,0,3.72,0,1,0
870,The Dragon Turn ,The Boy Sherlock Holmes,Shane Peacock,TRUE,5,3.83,0,1,0
871,Anne Hawksmoor: Lost in Time ,Book,K.C. Harry,TRUE,2,4.12,0,1,0
872,Nightpeople ,Darklands,Anthony Eaton,TRUE,1,3.81,0,1,0
873,Balance ,The Divine,M.R. Forbes,TRUE,1,3.77,2288,1,0
874,Thomas ,The Deptford Histories,Robin Jarvis,TRUE,3,4.08,0,1,0
875,Iniquity ,The Premonition,Amy A. Bartol,TRUE,5,4.36,7381,1,0
876,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,NA,Malala Yousafzai,FALSE,0,4.11,210,1,0
877,A Living Nightmare ,Cirque Du Freak,Darren Shan,TRUE,1,4.07,9263,1,0
878,Bluestone ,The Ammolite Adventures,C.E.  Johnson,TRUE,1,4.44,0,1,0
879,Honey ,Wishing Star,Helen Cavanagh,TRUE,1,4.35,0,1,0
880,Logan ,Life After.5,Julie  Hall,TRUE,2,4.32,0,1,0
881,Lolita,NA,Vladimir Nabokov,FALSE,0,3.89,3563,1,0
882,Shadow's Secret,NA,Theresa Stinnett,FALSE,0,5,0,1,0
883,One of the Girls ,Friendzone Book,Robin Daniels,TRUE,1,4.2,0,1,0
884,A Prince of Wales,NA,Wayne Grant,FALSE,0,4.49,0,1,0
885,The Best Week that Never Happened,NA,Dallas Woodburn,FALSE,0,3.91,0,1,0
886,Switched ,Trylle,Amanda Hocking,TRUE,1,3.88,7813,3,0
887,How I Became Stupid,NA,Martin Page,FALSE,0,3.39,8943,1,0
888,Satan's Stone ,Demon Kissed,H.M. Ward,TRUE,4,4.17,1146,1,0
889,Revelations ,Bloodlines,Lindsay Anne Kendal,TRUE,3,4.03,0,1,0
890,The Trouble with Nightingale,NA,Amaleen Ison,FALSE,0,4.19,0,1,0
891,Gone ,Wake,Lisa McMann,TRUE,3,3.72,7712,3,0
892,Shift,NA,Jennifer Bradbury,FALSE,0,3.76,2724,1,0
893,The One That I Want,NA,Jennifer Echols,FALSE,0,3.73,8889,1,0
894,Distant Waves,NA,Suzanne Weyn,FALSE,0,3.73,5446,1,0
895,Twisted,NA,Amity Hope,FALSE,0,3.98,2470,1,0
896,Ed Jameson | Four Parts of the Universe: Prequel,NA,Darren H. Pryce,FALSE,0,2.4,0,1,0
897,Siege and Storm ,The Shadow and Bone Trilogy,Leigh Bardugo,TRUE,2,4.02,3816,1,0
898,The Secret Promise: Return of the Wishing Star ,mis-adventures of Alyson Bell,Kristin Groulx,TRUE,6,5,0,1,0
899,Tender Morsels,NA,Margo Lanagan,FALSE,0,3.57,5502,1,0
900,The Medium ,Emily Chambers Spirit Medium Trilogy,C.J. Archer,TRUE,1,3.73,4537,1,0
901,The Perfect Horse,NA,Gillian Baxter,FALSE,0,4.62,0,1,0
902,Anne Hawksmoor: The Time Thief ,Book,K.C. Harry,TRUE,3,4.33,0,1,0
903,Skyfall ,Darklands,Anthony Eaton,TRUE,2,3.92,0,1,0
904,Imaginary Girls,NA,Nova Ren Suma,FALSE,0,3.44,7069,1,0
905,The Dark Portal ,The Deptford Mice,Robin Jarvis,TRUE,1,3.81,2219,1,0
906,Incarnate ,Newsoul,Jodi Meadows,TRUE,1,3.73,1453,1,0
907,The Bear and the Nightingale ,Winternight Trilogy,Katherine Arden,TRUE,1,4.12,8870,1,0
908,Dominion ,Life After,Julie  Hall,TRUE,3,4.49,0,1,0
909,Coraline,NA,Neil Gaiman,FALSE,0,4.06,1087,1,0
910,The Awakening: Fate in Motion,NA,Suzanne Boisvert,FALSE,0,4.31,2496,1,0
911,A Court of Mist and Fury ,A Court of Thorns and Roses,Sarah J. Maas,TRUE,2,4.65,4900,1,0
912,The Ransomed Crown ,The Saga of Roland Inness,Wayne Grant,TRUE,4,4.44,0,1,0
913,Metl 2: The Last Wish ,Metl,Scott  Wilson,TRUE,2,4.5,0,1,0
914,Wicked Woods ,Wicked Woods,Kailin Gow,TRUE,1,3.63,0,1,0
915,The Monster Within ,The Monster Within,Kelly Hashway,TRUE,1,3.77,0,1,0
916,Sea Hearts,NA,Margo Lanagan,FALSE,0,3.68,4069,1,0
917,Foolish Games ,Foolish Games,Leah Spiegel,TRUE,1,3.89,3040,1,0
918,The Crystal Goddess and the Wish Keeper ,mis-adventures of Alyson Bell,Kristin Groulx,TRUE,5,4.75,0,1,0
919,Blood Debt ,Touched,Nancy Straight,TRUE,1,3.89,2430,1,0
920,The Realm of Possibility,NA,David Levithan,FALSE,0,3.93,5110,1,0
921,Dangerous Designs ,Design,Dale Mayer,TRUE,1,3.86,0,1,0
922,Daywards ,Darklands,Anthony Eaton,TRUE,3,3.72,0,1,0
923,The Crystal Prison ,The Deptford Mice,Robin Jarvis,TRUE,2,3.99,1135,1,0
924,Destroy Me ,Shatter Me.5,Tahereh Mafi,TRUE,1,4.24,4521,1,0
925,Jackaby ,Jackaby,William Ritter,TRUE,1,3.83,1860,1,0
926,A Bite's Tale,NA,Veronica Blade,FALSE,0,3.75,0,1,0
927,Dawning Ascent ,The Pearson Prophecy,Jen L. Grey,TRUE,1,4.28,0,1,0
