AcquisitionID,AcquisitionMonth,AcquisitionMonthDate,AcquisitionYear,Company,Business,Country,Value,DerivedProducts,ParentCompany
ACQ32,April,10,2017,Deis,Container Management,USA,,,Microsoft
ACQ319,June,12,2013,GhostBird Software,Mobile Photography Apps,USA,,Yahoo Mobile Properties and Apps,Yahoo
ACQ318,June,13,2013,Rondee,Video Conferencing,USA,,,Yahoo
ACQ317,June,19,2013,Spindle Labs,Local Discovery,USA,,,Twitter
ACQ316,July,2,2013,Qwiki,Automated Video Production,USA,50000000,,Yahoo
ACQ315,July,2,2013,Bignoggins Productions,Fantasy Sports,USA,,,Yahoo
ACQ314,July,3,2013,Xobni,CRM,USA,40000000,,Yahoo
ACQ313,July,9,2013,CSL International,Cloud Computing,ISR,,,IBM
ACQ312,July,18,2013,Monoidics,Automatic verification software,UK,,,Facebook
ACQ311,July,18,2013,Ztelic,Social Analytics,CHN,,,Yahoo
ACQ310,July,19,2013,HopStop.com,Maps,USA,,Apple Maps,Apple
ACQ31,April,18,2017,Intentional Software,Collaborative Productivity Platform,USA,,,Microsoft
ACQ309,July,19,2013,Locationary,Maps,CAN,,Apple Maps,Apple
ACQ308,July,31,2013,Lexity,ecommerce Analytics,USA,35000000,,Yahoo
ACQ307,August,1,2013,Passif Semiconductor,Semiconductors,USA,,Apple SOC,Apple
ACQ306,August,2,2013,Rockmelt,News Aggregator,USA,,,Yahoo
ACQ305,August,12,2013,Jibbigo,Speech translation app,USA,,,Facebook
ACQ304,August,13,2013,Matcha,Media discovery app,USA,,TV App for Apple TV and iOS,Apple
ACQ303,August,13,2013,Marakana,Training services,,,,Twitter
ACQ302,August,15,2013,Trusteer,Cyber Security,ISR,1000000000,,IBM
ACQ301,August,22,2013,Embark,Maps,USA,,Apple Maps,Apple
ACQ300,August,23,2013,IQ Engines,Image Recognition,USA,,Flickr,Yahoo
ACQ30,May,9,2017,Beddit,Sleep tracking hardware,FIN,,iOS,Apple
ACQ3,March,12,2018,Texture,Digital magazine subscription service,USA,,News,Apple
ACQ299,August,28,2013,AlgoTrim,Mobile data compression[64],SWE,,iOS,Apple
ACQ298,August,28,2013,Trendrr,Advertising solutions,,,,Twitter
ACQ297,September,2,2013,Nokia mobile phones unit,"Mobile phones, smartphones",FIN,7200000000,,Microsoft
ACQ296,September,9,2013,MoPub,Advertising solutions,,350000000,,Twitter
ACQ295,September,16,2013,Bump,Mobile software,USA,,Google Photos,Google
ACQ294,September,19,2013,Daeja Image Systems,Viewer for document management systems,UK,,,IBM
ACQ293,September,30,2013,Hitpost,Sports,USA,,,Yahoo
ACQ292,October,1,2013,The Now Factory,Mobile Networks Big Data Analytics,IRL,,,IBM
ACQ291,October,2,2013,Flutter,Gesture recognition technology,USA,40000000,"Google, Android, X",Google
ACQ290,October,3,2013,Cue,Personal assistant,USA,50000000,Siri,Apple
ACQ29,May,10,2017,Owlchemy Labs,Virtual reality studio,USA,,Google VR,Google
ACQ289,October,3,2013,Xtify,In-app mobile messaging and push notification tools,USA,,,IBM
ACQ288,October,11,2013,Bread,Advertising,USA,,,Yahoo
ACQ287,October,12,2013,HLW Software,RDP applications,AUT,,,Microsoft
ACQ286,October,13,2013,Onavo,Mobile analytics and Israel Facebook Headquarters Office,ISR,,,Facebook
ACQ285,October,22,2013,FlexyCore,DroidBooster App for Android,FRA,23000000,Android,Google
ACQ284,October,23,2013,LookFlow,Image Recognition,USA,,Flickr,Yahoo
ACQ283,October,25,2013,Apiphany,API management,USA,,,Microsoft
ACQ282,November,13,2013,Fiberlink Communications,Mobile Device Management,USA,330000000,,IBM
ACQ281,November,24,2013,PrimeSense,Structured-light 3D scanners,ISR,345000000,"Face ID, TrueDepth[68][69]",Apple
ACQ280,December,,2013,Acunu,Database analytics,USA,,iCloud,Apple
ACQ28,May,13,2017,Lattice Data,Artificial intelligence,USA,200000000,Photos,Apple
ACQ279,December,2,2013,"SCHAFT, Inc.","Robotics, humanoid robots",JPN,,X,Google
ACQ278,December,2,2013,Topsy,Analytics,USA,200000000,"App Store, Apple Music, iTunes Store[71]",Apple
ACQ277,December,2,2013,SkyPhrase,Natural Language Processing,,,,Yahoo
ACQ276,December,3,2013,Industrial Perception,"Robotic arms, computer vision",USA,,X,Google
ACQ275,December,3,2013,Ptch,Video sharing,USA,6500000,,Yahoo
ACQ274,December,4,2013,Redwood Robotics,Robotic arms,USA,,X,Google
ACQ273,December,5,2013,Meka Robotics,Robots,USA,,X,Google
ACQ272,December,6,2013,Holomni,Robotic wheels,USA,,X,Google
ACQ271,December,6,2013,EvntLive,Live and on demand music playing,USA,,,Yahoo
ACQ270,December,7,2013,Bot & Dolly,Robotic cameras,USA,,X,Google
ACQ27,May,31,2017,XCC (division of TIMETOACT),Collaboration software,GER,,,IBM
ACQ269,December,8,2013,Autofuss,Ads and Design,USA,,X,Google
ACQ268,December,9,2013,Quik.io,Cross Platform Video Streaming,USA,,,Yahoo
ACQ267,December,17,2013,SportStream,Sports conversation analysis,USA,,,Facebook
ACQ266,December,17,2013,PeerCDN,Content Delivery Network,USA,,,Yahoo
ACQ265,December,19,2013,"Aspera, Inc.",Data Transfer Technology,USA,,,IBM
ACQ264,December,23,2013,Catch.com,Software,USA,,Siri,Apple
ACQ263,December,23,2013,BroadMap,Maps,USA,,Apple Maps,Apple
ACQ262,,,2014,Dryft,On-Screen Keyboard,USA,,iOS Keyboard,Apple
ACQ261,January,4,2014,Bitspin,Timely App for Android,CHE,,Android,Google
ACQ260,January,4,2014,SnappyLabs,Photography software,USA,,Camera,Apple
ACQ26,June,8,2017,Hexadite,Cybersecurity,ISR,100000000,,Microsoft
ACQ259,January,7,2014,Parature,Customer service software,USA,100000000,,Microsoft
ACQ258,January,7,2014,Aviate,Intelligent homescreen for the Android OS,USA,,,Yahoo
ACQ257,January,8,2014,Little Eye Labs,Performance analysis and monitoring tools for Android,IND,15000000,,Facebook
ACQ256,January,13,2014,Nest Labs,Home automation,USA,3200000000,Nest Labs,Google
ACQ255,January,13,2014,Branch,Web conversation platform,USA,15000000,,Facebook
ACQ254,January,15,2014,Impermium,Internet security,USA,,Project Zero (Google),Google
ACQ253,January,21,2014,SPARQ,Mobile Marketing,USA,,,Yahoo
ACQ252,January,24,2014,Cloud Party,Virtual world gaming,,,,Yahoo
ACQ251,January,26,2014,DeepMind Technologies,Artificial intelligence,UK,625000000,Google DeepMind,Google
ACQ250,January,28,2014,Tomfoolery,Conversation platform,USA,,,Yahoo
ACQ25,June,16,2017,SensoMotoric Instruments,Eye tracking hardware and software,GER,,ARKit,Apple
ACQ249,January,30,2014,Incredible Labs,Time Management App,USA,,,Yahoo
ACQ248,February,11,2014,Wander,Social Diary,USA,,,Yahoo
ACQ247,February,13,2014,Distill,Technical Recruiting,USA,,,Yahoo
ACQ246,February,16,2014,SlickLogin,Internet Security,ISR,,Project Zero (Google),Google
ACQ245,February,19,2014,WhatsApp,Mobile messaging,USA,19000000000,,Facebook
ACQ244,February,21,2014,spider.io,Anti-click fraud,UK,,"DoubleClick, Adsense",Google
ACQ243,February,21,2014,Burstly,Software testing,USA,,"TestFlight, App Store",Apple
ACQ242,February,24,2014,"Cloudant, Inc.",Database-as-a-Service,USA,,,IBM
ACQ241,March,5,2014,Vizify,Social media information transformation,USA,,,Yahoo
ACQ240,March,12,2014,GreenThrottle,Gadgets,USA,,Android,Google
ACQ24,June,28,2017,Cloudyn,Cloud Business Management,ISR,50000000,,Microsoft
ACQ239,March,25,2014,Oculus VR,Virtual reality technology,USA,2000000000,,Facebook
ACQ238,March,27,2014,Ascenta,High-altitude UAVs,UK,20000000,,Facebook
ACQ237,March,31,2014,SecondSync,Social TV,UK,,,Twitter
ACQ236,March,31,2014,Mesagraph,Social TV,FRA,,,Twitter
ACQ235,April,7,2014,Cover,Android Lockscreen App,,,,Twitter
ACQ234,April,10,2014,"Silverpop Systems, Inc.",Behavioral Marketing Automation,USA,,,IBM
ACQ233,April,14,2014,Titan Aerospace,High-altitude UAVs,USA,,Project Loon,Google
ACQ232,April,15,2014,Gnip,Data reseller,,134000000,,Twitter
ACQ231,April,24,2014,ProtoGeo Oy,Fitness tracking app Moves,FIN,,,Facebook
ACQ230,May,1,2014,Capptain,(Mobile) application development,FRA,,,Microsoft
ACQ23,July,12,2017,Halli Labs,Artificial intelligence,IND,,,Google
ACQ229,May,1,2014,GreenButton,Cloud computing,NZL,,,Microsoft
ACQ228,May,2,2014,Rangespan,E-commerce,UK,,Google Shopping,Google
ACQ227,May,2,2014,LuxVue Technology,microLED displays,USA,,,Apple
ACQ226,May,6,2014,Adometry,Online advertising attribution,USA,,Google Analytics AdSense,Google
ACQ225,May,7,2014,MyEnergy,Online energy usage monitoring,USA,,Nest Labs,Google
ACQ224,May,7,2014,Stackdriver,Cloud computing,USA,,Google Cloud Platform,Google
ACQ223,May,7,2014,Appetas,Restaurant website creation,USA,,Google My Business,Google
ACQ222,May,13,2014,Blink,Mobile Messaging,USA,,,Yahoo
ACQ221,May,16,2014,Quest Visual,Augmented reality,USA,,Google Translate,Google
ACQ220,May,19,2014,Divide,Mobile device management,USA,,Android for Work,Google
ACQ22,July,31,2017,Ozlo,Artificial Intelligence,USA,,Messenger,Facebook
ACQ219,June,5,2014,TapCommerce,Mobile app install ads,,100000000,,Twitter
ACQ218,June,5,2014,Namo Media,Native mobile advertising,,50000000,MoPub,Twitter
ACQ217,June,6,2014,Spotsetter,Social search engine,USA,,Apple Maps,Apple
ACQ216,June,10,2014,Skybox Imaging,Satellite,USA,500000000,"Google Maps, Project Loon",Google
ACQ215,June,10,2014,PhotoDrive,Photo Management,USA,,,Yahoo
ACQ214,June,19,2014,Alpental Technologies,Wireless,USA,,Google,Google
ACQ213,June,19,2014,mDialog,Online advertising,CAN,,DoubleClick,Google
ACQ212,June,19,2014,SnappyTV,Live Clipping Service,,,,Twitter
ACQ211,June,20,2014,Dropcam,Home monitoring,USA,555000000,Nest Labs,Google
ACQ210,June,25,2014,Appurify,Automated application testing,USA,,Android,Google
ACQ21,August,15,2017,Cycle Computing,Cloud HPC,USA,,,Microsoft
ACQ209,June,29,2014,BookLamp,Book analytics,USA,,iBooks,Apple
ACQ208,June,29,2014,Swell,Music streaming,USA,30000000,Apple Music,Apple
ACQ207,July,1,2014,Songza,Music streaming,USA,,"Google Play, Android TV",Google
ACQ206,July,2,2014,SyntaxTree,Developer tools,FRA,,,Microsoft
ACQ205,July,11,2014,InMage,Disaster recovery solutions,USA,,,Microsoft
ACQ204,July,12,2014,RayV,Video Streaming Platform,ISR,,,Yahoo
ACQ203,July,17,2014,Madbits,Deep Learning,USA,,Twitter Cortex,Twitter
ACQ202,July,21,2014,Flurry,Mobile Analytics,USA,200000000,,Yahoo
ACQ201,July,23,2014,drawElements,Graphics compatibility testing,FIN,,Android,Google
ACQ200,July,29,2014,CardSpring,Payment application platform,,,Commerce,Twitter
ACQ20,August,16,2017,AIMatter,Computer vision,BLR,,YouTube,Google
ACQ2,March,27,2018,Tenor,GIF image search,USA,,Google Images,Google
ACQ199,July,31,2014,CrossIdeas,Cloud Security (Identity and Access Governance),ITA,,,IBM
ACQ198,August,1,2014,Inception Mobile Inc.,Software,CAN,,,Microsoft
ACQ197,August,1,2014,Beats Electronics,"Headphones, music streaming (Beats Music)",USA,3000000000,"iPhone, iTunes, Apple Music",Apple
ACQ196,August,1,2014,Mitro,Password security,,,,Twitter
ACQ195,August,6,2014,Director,Mobile video,USA,,"YouTube, Android",Google
ACQ194,August,6,2014,Emu,IM client,USA,,"Google Hangouts, Google Now",Google
ACQ193,August,7,2014,PrivateCore,Secure Server Technology,USA,,,Facebook
ACQ192,August,11,2014,Lighthouse Security Group,Cloud Security,USA,,,IBM
ACQ191,August,14,2014,LiveRail,Publisher Monetization Platform,USA,,,Facebook
ACQ190,August,15,2014,ClarityRay,Ad Security,ISR,,,Yahoo
ACQ19,September,21,2017,HTC (portions),Talent and intellectual property licenses,TWN,1100000000,Google Pixel,Google
ACQ189,August,17,2014,Jetpac,"Artificial intelligence, image recognition",USA,,Picasa,Google
ACQ188,August,23,2014,Gecko Design,Mechanical design,USA,,X,Google
ACQ187,August,26,2014,Zync Render,Cloud-based visual effects software,USA,,Google Cloud Platform,Google
ACQ186,August,26,2014,WaveGroup Sound,Sound Studio,USA,,,Facebook
ACQ185,September,5,2014,Luminate,Advertising,USA,,,Yahoo
ACQ184,September,10,2014,Lift Labs,Liftware,USA,,Verily,Google
ACQ183,September,11,2014,Polar,Social polling,USA,,Google+,Google
ACQ182,September,22,2014,Bookpad,Document Handling,IND,15000000,,Yahoo
ACQ181,September,23,2014,Prss,Digital magazine,NED,,Apple News[82],Apple
ACQ180,October,4,2014,LittleInc,Messaging App,USA,,,Yahoo
ACQ18,September,22,2017,Vrvana,Augmented reality head-mounted display,CAN,30000000,ARKit,Apple
ACQ179,October,21,2014,Firebase,Data synchronization,USA,,Google Cloud Platform,Google
ACQ178,October,23,2014,Dark Blue Labs & Vision Factory,Artificial intelligence,UK,,Google DeepMind,Google
ACQ177,October,24,2014,Revolv,Home automation,USA,,Nest Labs,Google
ACQ176,October,25,2014,Twitpic,Photo-Sharing Website,,,,Twitter
ACQ175,November,6,2014,Mojang,Video games,SWE,2500000000,,Microsoft
ACQ174,November,11,2014,BrightRoll,Online Video Advertising,USA,640000000,,Yahoo
ACQ173,November,13,2014,Aorato,Enterprise Security & machine learning,ISR,,,Microsoft
ACQ172,November,19,2014,RelativeWave,Mobile software prototyping,USA,,Android,Google
ACQ171,November,21,2014,Cooliris,Photo Viewing,USA,,,Yahoo
ACQ170,December,2,2014,Acompli,Mobile Email Apps,USA,,,Microsoft
ACQ17,September,26,2017,Bitium,Single sign-on and identity management,USA,,Google Cloud Platform,Google
ACQ169,December,11,2014,HockeyApp,Mobile Beta Distribution & Crash Analytics,GER,,,Microsoft
ACQ168,December,11,2014,Media Group One,Advertising and online video,GER,,,Yahoo
ACQ167,December,17,2014,Vidmaker,Video editing,USA,,YouTube,Google
ACQ166,January,,2015,Camel Audio,Audio plug-ins and sound libraries,UK,,Logic Pro,Apple
ACQ165,January,6,2015,Wit.ai,Speech recognition,USA,,,Facebook
ACQ164,January,8,2015,Quickfire Networks,Video Compression,USA,,,Facebook
ACQ163,January,20,2015,Equivio,Text Analytics Service,ISR,,,Microsoft
ACQ162,January,20,2015,ZipDial,Mobile marketing and analytics,IND,,,Twitter
ACQ161,January,21,2015,Semetric,Music analytics,UK,50000000,"Apple Music, iTunes Store",Apple
ACQ160,January,23,2015,Revolution Analytics,Statistical computing and predictive analytics,USA,,,Microsoft
ACQ16,September,29,2017,Regaind,Computer vision,FRA,,Photos,Apple
ACQ159,February,4,2015,"Sunrise Atelier, Inc.",Sunrise Calendar applications,USA,100000000,,Microsoft
ACQ158,February,4,2015,Launchpad Toys,Child-friendly apps,USA,,YouTube for Kids,Google
ACQ157,February,8,2015,Odysee,Multimedia sharing and storage,USA,,Google+,Google
ACQ156,February,11,2015,Niche,Advertising,,,,Twitter
ACQ155,February,12,2015,N-trig,Styli and pen input hardware and software,ISR,200000000,,Microsoft
ACQ154,February,23,2015,Softcard,Mobile payments,USA,,Android Pay,Google
ACQ153,February,24,2015,Red Hot Labs,App advertising and discovery,USA,,Google Play,Google
ACQ152,March,4,2015,AlchemyAPI,"Natural language processing, big data",USA,,,IBM
ACQ151,March,9,2015,Periscope (app),Live-Video Streaming,,100000000,,Twitter
ACQ150,March,14,2015,"TheFind, Inc.",Ecommerce,USA,,,Facebook
ACQ15,October,,2017,PowerbyProxi,Wireless charging,NZL,,"iPhone, AirPower",Apple
ACQ149,March,24,2015,FoundationDB,Database,USA,,iMessage Backend,Apple
ACQ148,March,26,2015,LiveLoop,PowerPoint collaboration,USA,,,Microsoft
ACQ147,March,27,2015,Blekko,"Web Search Engine, Cognitive Computing",USA,,,IBM
ACQ146,April,,2015,Coherent Navigation,GPS,USA,,Apple Maps,Apple
ACQ145,April,2,2015,TenXer,Collaboration Platform,,,,Twitter
ACQ144,April,13,2015,Phytel,Health management software,USA,,,IBM
ACQ143,April,13,2015,Explorys,Healthcare analytics,USA,,,IBM
ACQ142,April,14,2015,"Datazen Software, Inc.",Mobile business intelligence & Data visualization,CAN,,,Microsoft
ACQ141,April,14,2015,LinX,Camera,ISR,20000000,,Apple
ACQ140,April,16,2015,Skillman & Hackett,Virtual reality software,USA,,Tilt Brush,Google
ACQ14,October,,2017,init.ai,Messaging assistant,USA,,Siri,Apple
ACQ139,April,16,2015,Thrive Audio,Surround sound technology,IRL,,Google Cardboard,Google
ACQ138,April,28,2015,TellApart,Advertising,,479000000,,Twitter
ACQ137,May,,2015,Metaio,Augmented reality,GER,,ARkit,Apple
ACQ136,May,4,2015,Timeful,Mobile software,USA,,"Google Inbox, Google Calendar",Google
ACQ135,May,26,2015,Surreal Vision,"Computer vision, augmented reality",UK,,,Facebook
ACQ134,May,28,2015,Pulse.io,Mobile app optimizer,USA,,Android,Google
ACQ133,June,2,2015,6Wunderkinder GmbH,Wunderlist to-do list applications,GER,,,Microsoft
ACQ132,June,3,2015,Bluebox,Private Cloud as a Service,USA,,,IBM
ACQ131,June,10,2015,BlueStripe Software,Application management,USA,,,Microsoft
ACQ130,June,17,2015,Whetlab,Machine Learning,USA,,Twitter Cortex,Twitter
ACQ13,October,3,2017,AltspaceVR,Virtual reality,USA,,,Microsoft
ACQ129,June,18,2015,Agawi,Mobile application streaming,USA,,"Android, Google Play",Google
ACQ128,July,16,2015,FieldOne Systems LLC,Enterprise Field Service,USA,,,Microsoft
ACQ127,July,16,2015,Pebbles,"Computer vision, augmented reality",ISR,60000000,,Facebook
ACQ126,July,19,2015,Adallom,Cloud security,ISR,320000000,,Microsoft
ACQ125,July,21,2015,Pixate,Mobile software prototyping,USA,,Android,Google
ACQ124,July,23,2015,Compose Inc.,Database as a Service,USA,,,IBM
ACQ123,July,31,2015,Polyvore,Clothing E-commerce website,USA,160000000,,Yahoo
ACQ122,August,3,2015,"Incent Games, LLC",Sales-gamification,USA,,,Microsoft
ACQ121,August,6,2015,Merge Healthcare Inc.,Healthcare imaging software,USA,1000000000,,IBM
ACQ120,September,,2015,Perceptio,"Machine learning, Image recognition",USA,,"Face ID, Animoji, Photos",Apple
ACQ12,October,5,2017,Vivant Digital,Innovation Consultancy,AUS,,,IBM
ACQ119,September,,2015,VocalIQ,Speech technology,UK,,Siri,Apple
ACQ118,September,,2015,Mapsense,Mapping visualization and data collection,USA,,Apple Maps,Apple
ACQ117,September,3,2015,"VoloMetrix, Inc.",Organisational analytics,USA,,,Microsoft
ACQ116,September,10,2015,StrongLoop Inc.,Mobile API capabilities,USA,,,IBM
ACQ115,September,11,2015,"Double Labs, Inc.",Mobile lock screen software,USA,,,Microsoft
ACQ114,September,21,2015,Oyster,E-book subscriptions,USA,,Google Play Books,Google
ACQ113,September,28,2015,Adxstudio Inc.,Web portal and application lifecycle management solutions,CAN,,,Microsoft
ACQ112,September,28,2015,Meteorix LLC,Consulting services for Workday applications,USA,,,IBM
ACQ111,September,30,2015,Jibe Mobile,Rich Communication Services,USA,,Android,Google
ACQ110,October,2,2015,Telekinesys Research Ltd.,Game technology vendor,IRL,,,Microsoft
ACQ11,October,9,2017,Relay Media,AMP converter,USA,,Accelerated Mobile Pages,Google
ACQ109,October,3,2015,Endaga,Rural communications,USA,,,Facebook
ACQ108,October,17,2015,Digisfera,360-degree photography,POR,,Street View,Google
ACQ107,October,21,2015,ZeroPush,Push Notification Services,USA,,,Twitter
ACQ106,October,21,2015,Fastlane,Deployment Services,,,,Twitter
ACQ105,October,28,2015,The Weather Company digital assets,"Weather data sources and analytics, related online and mobile products",USA,,,IBM
ACQ104,November,,2015,Faceshift,Realtime Motion Capture,SWI,,Animoji,Apple
ACQ103,November,3,2015,"Gravitant, Inc",Cloud brokerage software and cloud management,USA,,,IBM
ACQ102,November,5,2015,"Mobile Data Labs, Inc.","MileIQ, a mileage tracking application",USA,,,Microsoft
ACQ101,November,6,2015,Cleversafe,Object-based storage software,USA,1309000000,,IBM
ACQ100,November,9,2015,Secure Islands Technologies Ltd.,Data protection,ISR,,,Microsoft
ACQ10,October,11,2017,60db,Podcasts,USA,,Google Play Music,Google
ACQ1,May,18,2018,Semantic Machines,Conversational AI,USA,,,Microsoft
AcQ916,June,4,2018,Github,Version Control Hosting,USA,7500000000,,Microsoft
