gid,rank,votes,title,category,year,authors,avgRating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars,ratings
22609354,9,5568,The Dorito Effect: The Surprising New Truth About Food and Flavor,Food & Cookbooks,2015,Mark Schatzker,4.01,259,05/05/2015,Simon  Schuster,1716,2199,1057,229,49,5250
20862694,10,5536,"But I Could Never Go Vegan!: 125 Recipes That Prove You Can Live Without Cheese, It's Not All Rabbit Food, and Your Friends Will Still Come Over for Dinner",Food & Cookbooks,2015,Kristy Turner,3.81,320,02/12/2014,The Experiment,501,452,298,126,75,1452
22609287,11,2678,"Deliciously Ella: 100+ Easy, Healthy, and Delicious Plant-Based, Gluten-Free Recipes",Food & Cookbooks,2015,Ella Woodward,4.02,256,03/03/2015,Scribner,901,740,385,135,66,2227
22716561,12,2405,Franklin Barbecue: A Meat-Smoking Manifesto,Food & Cookbooks,2015,"Aaron Franklin, Jordan Mackay",4.51,224,07/04/2015,Ten Speed Press,1140,498,139,28,9,1814
23258002,13,2184,Vegan Richa's Indian Kitchen: Traditional and Creative Recipes for the Home Cook,Food & Cookbooks,2015,Richa Hingle,4.46,256,19/05/2015,"Vegan Heritage Press, LLC",514,275,73,14,4,880
22529434,14,2047,"Living the Farm Sanctuary Life: How to Eat Healthier, Live Longer, and Feel Better Every Day by Bringing Home the Happiest Place on Earth",Food & Cookbooks,2015,"Gene Baur, Gene  Stone",4.22,320,07/04/2015,Rodale Books,288,195,93,24,4,604
18796085,15,1913,Epic Tomatoes: How to Select and Grow the Best Varieties of All Time,Food & Cookbooks,2015,"Craig Lehoullier, Sara LeHoullier",4.46,256,30/12/2014,"Storey Publishing, LLC",259,146,36,7,1,449
23316499,16,1651,Pig Tales: An Omnivore's Quest for Sustainable Meat,Food & Cookbooks,2015,Barry Estabrook,4.18,336,04/05/2015,W. W. Norton  Company,150,185,50,11,2,398
24861842,17,1174,The Food Lab: Better Home Cooking Through Science,Food & Cookbooks,2015,J. Kenji López-Alt,4.51,960,21/09/2015,W. W. Norton  Company,5671,1672,562,206,170,8281
22299976,18,1111,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Food & Cookbooks,2015,Dave Asprey,3.75,320,02/12/2014,Rodale Books,1392,1497,1104,421,202,4616
24388414,19,918,My Kitchen Year: 136 Recipes That Saved My Life,Food & Cookbooks,2015,Ruth Reichl,3.85,352,29/09/2015,Random House,1237,1634,1004,290,104,4269
22511157,20,730,Bon Appetempt: A Coming-of-Age Story (with Recipes!),Food & Cookbooks,2015,Amelia Morris,3.45,320,03/02/2015,Grand Central Publishing,87,191,196,73,19,566
23093367,1,18578,"Saga, Vol. 4",Graphic Novels & Comics,2015,"Brian K. Vaughan, Fiona Staples",4.46,152,17/12/2014,Image Comics,33632,20229,4771,521,233,59386
23131088,2,17471,Nimona,Graphic Novels & Comics,2015,Noelle Stevenson,4.17,266,12/05/2015,Quill Tree Books,44409,29562,11378,3558,3395,92302
22716573,3,13751,"Attack on Titan, Vol. 15",Graphic Novels & Comics,2015,Hajime Isayama,4.41,192,17/03/2015,Kodansha Comics,2888,1638,546,65,29,5166
23017947,4,12029,"Ms. Marvel, Vol. 2: Generation Why",Graphic Novels & Comics,2015,"G. Willow Wilson, Adrian Alphona, Jacob Wyatt",4.14,136,07/04/2015,Marvel,9534,9364,3502,617,501,23518
23546848,5,10046,"Thor, Volume 1: The Goddess of Thunder",Graphic Novels & Comics,2015,"Jason Aaron, Jorge Molina, Russell Dauterman",4.1,136,26/05/2015,Marvel,4026,4344,1849,343,149,10711
22554204,6,8529,"Beware the Kitten Holy (Lumberjanes, Vol. 1)",Graphic Novels & Comics,2015,"Noelle Stevenson, Grace Ellis, Faith Hicks, Brooke A. Allen, Shannon Watters, Kat Leyh, Carolyn Nowak, Carey Pietsch",3.91,128,07/04/2015,BOOM! Box,20379,17350,11036,3495,2461,54721
23294727,7,7898,"Sunstone, Vol. 1",Graphic Novels & Comics,2015,Stjepan Šejić,4.36,128,06/01/2015,Image Comics,2686,1554,544,122,37,4943
23848561,8,7453,"Step Aside, Pops (Hark! A Vagrant, #2)",Graphic Novels & Comics,2015,Kate Beaton,4.09,168,15/09/2015,Drawn and Quarterly,4274,3204,1534,452,330,9794
22822839,9,6050,The Thrilling Adventures of Lovelace and Babbage,Graphic Novels & Comics,2015,Sydney Padua,4.04,317,21/04/2015,Pantheon,1486,1404,708,233,55,3886
22237290,10,4555,"Hawkeye, Volume 4: Rio Bravo",Graphic Novels & Comics,2015,"Matt Fraction, Chris Eliopoulos, David Aja, Jordie Bellaire, Francesco Francavilla, Matt Hollingsworth",4.32,160,18/08/2015,Marvel,3831,2439,870,181,80,7401
23012877,11,2383,"The Far Reaching Tentacles of N'rygoth (Rat Queens, #2)",Graphic Novels & Comics,2015,"Kurtis J. Wiebe, Roc Upchurch, Stjepan Šejić",4.14,128,06/05/2015,Image Comics,11353,8022,3535,1068,740,24718
23228585,12,2356,Sex Criminals: Volume Two: Two Worlds One Cop,Graphic Novels & Comics,2015,"Matt Fraction, Chip Zdarsky",4.03,128,25/02/2015,Image Comics,4723,4976,2401,505,293,12898
18310944,13,2001,The Sandman: Overture,Graphic Novels & Comics,2015,"Neil Gaiman, J.H. Williams III, Dave    Stewart, Todd Klein",3.98,224,10/11/2015,DC Vertigo,27453,13719,8571,3466,4310,57519
25898265,14,1980,"Username: Evie (Username, #1)",Graphic Novels & Comics,2015,Joe Sugg,3.77,182,22/09/2015,Running Press Adult,2286,1439,1415,671,320,6131
24666002,15,1939,Fandemonium (The Wicked + The Divine #2),Graphic Novels & Comics,2015,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",4.14,200,01/07/2015,Image Comics,7768,7139,3110,683,233,18933
21535713,16,1833,Soppy,Graphic Novels & Comics,2015,Philippa Rice,4.27,108,02/12/2014,Andrews McMeel Publishing,3341,1968,918,200,91,6518
23732096,17,1537,"The Unbeatable Squirrel Girl, Vol. 1: Squirrel Power",Graphic Novels & Comics,2015,"Ryan North, Erica Henderson, Maris Wicks, Kyle Starks, Chris Giarrusso, Rico Renzi, Wil Moss",4.07,128,01/09/2015,Marvel,5847,4635,2342,724,360,13908
22504701,18,1238,Roller Girl,Graphic Novels & Comics,2015,Victoria Jamieson,4.31,240,10/03/2015,Dial Books,20813,11344,4359,1185,762,38463
22487952,19,1229,"March: Book Two (March, #2)",Graphic Novels & Comics,2015,"John             Lewis, Andrew Aydin, Nate Powell",4.51,192,20/01/2015,Top Shelf Productions,11282,4910,1063,276,229,17760
22040598,20,1001,The Sculptor,Graphic Novels & Comics,2015,Scott McCloud,4,488,03/02/2015,First Second,5792,4797,2615,918,427,14549
25784766,1,8725,The Dogs I Have Kissed,Poetry,2015,Trista Mateer,3.62,90,24/06/2015,CreateSpace,654,667,652,268,124,2365
25330489,2,7517,Memories,Poetry,2015,Lang Leav,4.11,256,06/10/2015,Andrews McMeel Publishing,4876,3001,1737,544,311,10469
25241872,3,7328,Pop Sonnets: Shakespearean Spins on Your Favorite Songs,Poetry,2015,Erik Didriksen,4.16,128,06/10/2015,Quirk Books,399,383,150,28,11,971
25384844,4,6016,Black Butterfly,Poetry,2015,Robert M. Drake,4.13,272,02/04/2015,Vintage Wild,1611,958,525,170,103,3367
25144676,5,5269,I Wrote This for You and Only You (I Wrote This For You #3),Poetry,2015,"pleasefindthis, Jon Ellis, Iain S. Thomas",4.18,214,01/03/2015,Central Avenue Publishing,1791,923,536,178,88,3516
23627418,6,5199,Dirty Pretty Things,Poetry,2015,Michael Faudet,3.8,274,18/11/2014,Michael Faudet,3517,2284,1867,893,558,9119
23705600,7,3196,Catalog of Unabashed Gratitude,Poetry,2015,Ross Gay,4.25,102,07/01/2015,University of Pittsburgh Press,1124,682,295,87,34,2222
25052044,8,3175,Bipolar Cowboy,Poetry,2015,Noah Cicero,3.85,,,None,128,81,49,39,16,313
23522212,9,3174,Mouthful of Forevers,Poetry,2015,Clementine von Radics,4.04,112,07/04/2015,Andrews McMeel Publishing,2284,1653,1069,332,119,5457
21936830,10,2771,Dark Sparkler,Poetry,2015,"Amber Tamblyn, Diane di Prima",3.89,128,07/04/2015,Harper Perennial,310,368,247,60,19,1004
21532793,11,1392,War of the Foxes,Poetry,2015,Richard Siken,4.1,49,28/04/2015,Copper Canyon Press,1063,972,468,98,43,2644
24611522,12,1350,Felicity,Poetry,2015,Mary Oliver,4.31,85,13/10/2015,Penguin Press,2952,1915,762,128,47,5804
22571682,13,1325,How to Be Drawn,Poetry,2015,Terrance Hayes,4.16,112,31/03/2015,Penguin Books,346,329,127,30,7,839
23333016,14,1208,Pansy,Poetry,2015,Andrea Gibson,4.57,120,15/03/2015,Write Bloody Publishing,860,307,83,14,7,1271
24611612,15,1021,All the Words Are Yours: Haiku on Love,Poetry,2015,Tyler Knott Gregson,4.18,144,20/10/2015,TarcherPerigee,1219,666,372,110,65,2432
23678552,16,631,Psychaotic: See The World In Red And Black,Poetry,2015,Irum Zahra,4.13,124,18/11/2014,Beyond Sanity Publishing,64,26,11,7,8,116
25410663,17,575,Naked Human,Poetry,2015,Christopher Poindexter,4.23,,,None,428,178,99,36,27,768
23129928,18,506,What About This: Collected Poems of Frank Stanford,Poetry,2015,Frank Stanford,4.49,764,14/04/2015,Copper Canyon Press,171,46,21,6,5,249
23526332,19,416,The Robot Scientist's Daughter,Poetry,2015,Jeannine Hall Gailey,4.18,82,,Mayapple Press,39,23,9,5,2,78
24924948,20,235,Dark Desires: Beginning,Poetry,2015,Delicious David,4.52,91,14/02/2015,Amazon Digital Services,34,11,3,1,1,50
22328546,1,46698,"Red Queen (Red Queen, #1)",Debut Goodreads Author,2015,Victoria Aveyard,4.06,383,10/02/2015,HarperTeen,208939,162188,85427,27265,13410,497229
20560137,2,23753,"An Ember in the Ashes (An Ember in the Ashes, #1)",Debut Goodreads Author,2015,Sabaa Tahir,4.29,446,28/04/2015,Razorbill,81072,55286,17942,4460,2282,161042
19547856,3,12991,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Debut Goodreads Author,2015,"Becky Albertalli, Mathilde Tamae-Bouhon",4.31,303,07/04/2015,Balzer + Bray,128315,84304,28615,5845,3152,250231
18692431,4,11925,"Everything, Everything",Debut Goodreads Author,2015,"Nicola Yoon, David  Yoon",4.07,306,01/09/2015,Delacorte Books for Young Readers,133022,113988,59941,16267,5672,328890
23507745,5,9189,"Serafina and the Black Cloak (Serafina, #1)",Debut Goodreads Author,2015,Robert  Beatty,3.84,293,14/07/2015,Disney•Hyperion,8407,9423,6114,1809,965,26718
22609317,6,8121,Luckiest Girl Alive,Debut Goodreads Author,2015,Jessica Knoll,3.49,352,12/05/2015,Simon  Schuster,21662,46816,45036,15223,4804,133541
23209971,7,7667,Girl at War,Debut Goodreads Author,2015,Sara Nović,4.01,320,12/05/2015,Random House,6494,11193,4628,649,142,23106
24908399,8,6823,"The Hurricane (The Hurricane, #1)",Debut Goodreads Author,2015,R.J. Prescott,4.08,,,None,5516,4828,2425,608,277,13654
22328549,9,6579,My Heart and Other Black Holes,Debut Goodreads Author,2015,Jasmine Warga,3.99,320,10/02/2015,Balzer + Bray,13686,15266,8206,2045,531,39734
25413371,10,5481,"The Strongest Steel (Second Circle Tattoos, #1)",Debut Goodreads Author,2015,Scarlett Cole,4.08,482,07/07/2015,St. Martin's Paperbacks,3326,3747,1521,339,123,9056
24128264,11,2824,The Mason List,Debut Goodreads Author,2015,S.D. Hendrickson,4.2,478,10/01/2015,Createspace Independent Publishing Platform,4115,2808,1195,367,147,8632
22217702,12,2770,The Secret Wisdom of the Earth,Debut Goodreads Author,2015,Christopher Scotton,4.09,466,06/01/2015,Grand Central Publishing,2990,3549,1307,299,108,8253
22875103,13,2395,The Fishermen,Debut Goodreads Author,2015,Chigozie Obioma,3.85,304,14/04/2015,"Little, Brown and Company",3231,5824,3312,691,178,13236
25687508,14,2322,"In the Middle of Somewhere (Middle of Somewhere, #1)",Debut Goodreads Author,2015,Roan Parrish,4.19,350,10/07/2015,Dreamspinner Press,2905,2585,958,211,82,6741
22859573,15,1864,Orhan's Inheritance,Debut Goodreads Author,2015,Aline Ohanesian,3.93,352,07/04/2015,Algonquin Books,1844,3478,1571,257,81,7231
23281919,16,1803,Circus Mirandus,Debut Goodreads Author,2015,Cassie Beasley,4.09,292,02/06/2015,Dial Books,3293,3266,1473,309,148,8489
23363928,17,1670,The Library at Mount Char,Debut Goodreads Author,2015,Scott  Hawkins,4.09,390,16/06/2015,Crown,11688,11262,4545,1257,640,29392
17661416,18,1226,Made You Up,Debut Goodreads Author,2015,Francesca Zappia,4.06,428,19/05/2015,Greenwillow Books,8911,8086,3872,1092,504,22465
23016075,19,1060,"Three Simple Rules (Blindfold Club, #1)",Debut Goodreads Author,2015,Nikki Sloane,4.07,288,26/01/2015,CreateSpace Independent Publishing Platform,2562,2698,1221,275,109,6865
22749796,20,789,Dietland,Debut Goodreads Author,2015,Sarai Walker,3.55,320,26/05/2015,Houghton Mifflin Harcourt,3814,6191,5417,2168,744,18334
18460392,1,31978,All the Bright Places,Young Adult Fiction,2015,Jennifer Niven,4.17,378,06/01/2015,Knopf,121260,78391,37791,11698,5584,254724
20698530,2,26274,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Young Adult Fiction,2015,Jenny Han,4.12,337,26/05/2015,Simon & Schuster Books for Young Readers,76044,76113,34349,6259,1634,194399
23009402,3,16217,Saint Anything,Young Adult Fiction,2015,Sarah Dessen,4.04,417,05/05/2015,Viking,17792,19742,9916,1833,660,49943
18879761,4,16186,I Was Here,Young Adult Fiction,2015,Gayle Forman,3.77,270,27/01/2015,Viking Juvenile,13274,19982,15158,3591,1112,53117
19547856,5,15100,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Young Adult Fiction,2015,"Becky Albertalli, Mathilde Tamae-Bouhon",4.31,303,07/04/2015,Balzer + Bray,128315,84304,28615,5845,3152,250231
18692431,6,11542,"Everything, Everything",Young Adult Fiction,2015,"Nicola Yoon, David  Yoon",4.07,306,01/09/2015,Delacorte Books for Young Readers,133022,113988,59941,16267,5672,328890
23305614,7,10109,Finding Audrey,Young Adult Fiction,2015,Sophie Kinsella,3.78,286,09/06/2015,Delacorte Books for Young Readers,15289,25770,17151,4051,1249,63510
23492282,8,8493,"Nowhere But Here (Thunder Road, #1)",Young Adult Fiction,2015,Katie McGarry,4.02,496,26/05/2015,Harlequin Teen,5790,4981,2696,759,405,14631
25452125,9,7977,"Wild Reckless (Harper Boys, #1)",Young Adult Fiction,2015,Ginger Scott,4.06,338,24/02/2015,Ginger Scott,2992,2816,1426,349,137,7720
21921204,10,7498,Mosquitoland,Young Adult Fiction,2015,David  Arnold,3.89,352,03/03/2015,Viking Books for Young Readers,8611,9376,5777,1808,668,26240
22328549,11,3764,My Heart and Other Black Holes,Young Adult Fiction,2015,Jasmine Warga,3.99,320,10/02/2015,Balzer + Bray,13686,15266,8206,2045,531,39734
17661416,12,3653,Made You Up,Young Adult Fiction,2015,Francesca Zappia,4.06,428,19/05/2015,Greenwillow Books,8911,8086,3872,1092,504,22465
24885704,13,3009,"Until Friday Night (The Field Party, #1)",Young Adult Fiction,2015,Abbi Glines,3.99,336,25/08/2015,Simon Pulse,14115,12066,7103,2256,953,36493
21469068,14,2972,I'll Meet You There,Young Adult Fiction,2015,Heather Demetrios,4.06,388,03/02/2015,Henry Holt and Co. (BYR),5509,4918,2280,667,347,13721
23341894,15,2907,Every Last Word,Young Adult Fiction,2015,Tamara Ireland Stone,4.25,358,16/06/2015,"Little, Brown Books for Young Readers",16740,10762,4705,1097,518,33822
17285330,16,2701,The Last Time We Say Goodbye,Young Adult Fiction,2015,Cynthia Hand,4.11,386,10/02/2015,Harper Teen,6626,6706,3052,616,177,17177
19542841,17,2537,More Happy Than Not,Young Adult Fiction,2015,Adam Silvera,4.05,293,02/06/2015,Soho Teen,13531,12827,6003,1679,828,34868
18304322,18,2471,Dumplin' (Dumplin' #1),Young Adult Fiction,2015,Julie   Murphy,3.91,371,15/09/2015,Balzer + Bray,18897,27587,15376,3224,1037,66121
18660447,19,1983,The Fill-In Boyfriend,Young Adult Fiction,2015,Kasie West,3.92,343,05/05/2015,HarperTeen,15558,17267,10989,2781,969,47564
21853636,20,1446,All the Rage,Young Adult Fiction,2015,Courtney Summers,3.83,321,14/04/2015,St. Martin's Griffin,3521,4505,2895,876,293,12090
18006496,1,35770,"Queen of Shadows (Throne of Glass, #4)",Young Adult Fantasy,2015,Sarah J. Maas,4.57,648,01/09/2015,Bloomsbury USA Childrens,141300,47845,12884,3031,1626,206686
23734628,2,29569,"Carry On (Simon Snow, #1)",Young Adult Fantasy,2015,"Rainbow Rowell, Jim Tierney, Olga Grlic",4.24,522,06/10/2015,St. Martin's Griffin,88872,52286,22921,6550,3764,174393
13206900,3,28418,"Winter (The Lunar Chronicles, #4)",Young Adult Fantasy,2015,Marissa Meyer,4.46,827,10/11/2015,Feiwel & Friends,102231,52798,14978,2425,765,173197
22328546,4,27915,"Red Queen (Red Queen, #1)",Young Adult Fantasy,2015,Victoria Aveyard,4.06,383,10/02/2015,HarperTeen,208939,162188,85427,27265,13410,497229
23019291,5,26005,"The Heir (The Selection, #4)",Young Adult Fantasy,2015,Kiera Cass,3.81,342,05/05/2015,HarperTeen,56052,60967,48731,14525,4676,184951
16096824,6,18272,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Young Adult Fantasy,2015,Sarah J. Maas,4.25,419,05/05/2015,Bloomsbury USA Childrens,200963,112997,48784,15649,8462,386855
22544764,7,17315,Uprooted,Young Adult Fantasy,2015,Naomi Novik,4.09,435,19/05/2015,Del Rey,61623,50250,22620,7528,3684,145705
15704459,8,15602,"Firefight (The Reckoners, #2)",Young Adult Fantasy,2015,Brandon Sanderson,4.28,416,06/01/2015,Delacorte Press,32999,31752,9637,992,144,75524
23437156,9,14219,"Six of Crows (Six of Crows, #1)",Young Adult Fantasy,2015,Leigh Bardugo,4.46,465,29/09/2015,Henry Holt and Company,150142,71120,19827,4601,2526,248216
20560137,10,10783,"An Ember in the Ashes (An Ember in the Ashes, #1)",Young Adult Fantasy,2015,Sabaa Tahir,4.29,446,28/04/2015,Razorbill,81072,55286,17942,4460,2282,161042
18798983,11,4837,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Young Adult Fantasy,2015,Renée Ahdieh,4.14,404,12/05/2015,G.P. Putnam's Sons Books for Young Readers,45029,33920,14586,4694,2338,100567
24120519,12,4679,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Young Adult Fantasy,2015,Ransom Riggs,4.14,458,22/09/2015,Quirk Books,44404,40916,18553,3772,947,108592
18748007,13,4295,"Dead of Winter (The Arcana Chronicles, #3)",Young Adult Fantasy,2015,Kresley Cole,4.34,303,06/01/2015,Simon & Schuster Books for Young Readers,7746,4484,1744,368,135,14477
8709528,14,3781,"The Ruby Circle (Bloodlines, #6)",Young Adult Fantasy,2015,Richelle Mead,4.23,348,10/02/2015,Razorbill,18962,12876,6095,1373,329,39635
21469060,15,2764,"The Winner's Crime (The Winner's Trilogy, #2)",Young Adult Fantasy,2015,Marie Rutkoski,4.14,402,03/03/2015,"Farrar, Straus and Giroux (Byr)",20581,20829,8331,1708,594,52043
21569527,16,1998,"The Heart of Betrayal (The Remnant Chronicles, #2)",Young Adult Fantasy,2015,Mary E. Pearson,4.28,473,07/07/2015,Henry Holt and Co. (BYR),20547,16939,5594,958,267,44305
23901077,17,1947,"End of Days (Penryn & the End of Days, #3)",Young Adult Fantasy,2015,Susan Ee,4.1,435,12/05/2015,Skyscape,21738,17835,9399,2530,706,52208
20958632,18,1626,The Darkest Part of the Forest,Young Adult Fantasy,2015,Holly Black,3.89,336,13/01/2015,"Little, Brown Books for Young Readers",13527,17843,10224,2670,915,45179
20821149,19,1488,"Gathering Darkness (Falling Kingdoms, #3)",Young Adult Fantasy,2015,Morgan Rhodes,4.27,407,09/12/2014,Razorbill,10469,8536,2918,523,150,22596
23395680,20,1377,"Illuminae (The Illuminae Files, #1)",Young Adult Fantasy,2015,"Amie Kaufman, Jay Kristoff",4.3,602,20/10/2015,Knopf Books for Young Readers,54100,29814,11205,3657,1811,100587
15724396,1,43363,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Middle Grade & Children's,2015,Rick Riordan,4.25,499,06/10/2015,Disney-Hyperion Books,67295,44281,17961,3950,2334,135821
18004320,2,10949,"The Last Ever After (The School for Good and Evil, #3)",Middle Grade & Children's,2015,Soman Chainani,4.3,655,21/07/2015,HarperCollins,9731,4959,2209,634,303,17836
23657459,3,10333,"Beyond the Kingdoms (The Land of Stories, #4)",Middle Grade & Children's,2015,"Chris Colfer, Brandon Dorman",4.5,422,07/07/2015,"Little, Brown Books for Young Readers",15003,6018,2039,350,138,23548
23507745,4,10320,"Serafina and the Black Cloak (Serafina, #1)",Middle Grade & Children's,2015,Robert  Beatty,3.84,293,14/07/2015,Disney•Hyperion,8407,9423,6114,1809,965,26718
24612624,5,7581,George,Middle Grade & Children's,2015,Alex Gino,4.05,208,25/08/2015,Scholastic Press,9655,10840,4691,903,570,26659
23197620,6,7540,"The Isle of the Lost (Descendants, #1)",Middle Grade & Children's,2015,Melissa de la Cruz,3.85,311,05/05/2015,Disney-Hyperion,6881,5750,4984,1475,633,19723
23399197,7,6042,A Handful of Stars,Middle Grade & Children's,2015,Cynthia Lord,4.15,192,26/05/2015,Scholastic Press,1934,1985,720,130,73,4842
24396876,8,5994,The Thing About Jellyfish,Middle Grade & Children's,2015,Ali Benjamin,4.09,352,22/09/2015,"Little, Brown Books for Young Readers",9381,9767,4172,880,428,24628
20912424,9,5299,"The War That Saved My Life (The War That Saved My Life, #1)",Middle Grade & Children's,2015,Kimberly Brubaker Bradley,4.51,316,08/01/2015,Dial Books,32204,15489,3233,615,441,51982
22402972,10,5098,Fish in a Tree,Middle Grade & Children's,2015,Lynda Mullaly Hunt,4.29,288,05/02/2015,Nancy Paulsen Books,20258,13366,4808,1096,604,40132
22693811,11,2522,"The Penderwicks in Spring (The Penderwicks, #4)",Middle Grade & Children's,2015,Jeanne Birdsall,4.41,339,24/03/2015,Alfred A. Knopf Books for Young Readers,3749,2174,656,106,33,6718
23615709,12,2470,Goodbye Stranger,Middle Grade & Children's,2015,Rebecca Stead,3.93,289,04/08/2015,Wendy Lamb Books,3887,4523,2431,685,311,11837
22749539,13,2425,Echo,Middle Grade & Children's,2015,Pam Muñoz Ryan,4.37,587,24/02/2015,Scholastic Press,15674,9225,2837,645,318,28699
20759572,14,1938,"Rogue Knight (Five Kingdoms, #2)",Middle Grade & Children's,2015,Brandon Mull,4.39,470,18/11/2014,Aladdin,4493,2818,931,97,27,8366
23566909,15,1901,The Marvels,Middle Grade & Children's,2015,Brian Selznick,3.97,640,15/09/2015,Scholastic Press,6667,5473,3022,957,749,16868
22571259,16,1774,The Honest Truth,Middle Grade & Children's,2015,Dan Gemeinhart,4.26,240,27/01/2015,Scholastic Press,4587,3195,1264,264,112,9422
13612962,17,1621,"The Copper Gauntlet (Magisterium, #2)",Middle Grade & Children's,2015,"Holly Black, Cassandra Clare",4.14,264,01/09/2015,Scholastic Press,9928,10210,4513,591,211,25453
18114578,18,1502,"The Evertree (Spirit Animals, #7)",Middle Grade & Children's,2015,Marie Lu,4.34,188,31/03/2015,Scholastic Inc.,2265,994,515,109,61,3944
23310699,19,1447,Crenshaw,Middle Grade & Children's,2015,Katherine Applegate,3.99,256,22/09/2015,Feiwel & Friends,6830,7872,4413,883,318,20316
24397043,20,1171,"The Hollow Boy (Lockwood & Co., #3)",Middle Grade & Children's,2015,Jonathan Stroud,4.37,385,15/09/2015,"Little, Brown Books for Young Readers",6139,4712,1270,135,29,12285
23310161,1,16011,The Day the Crayons Came Home,Picture Books,2015,"Drew Daywalt, Oliver Jeffers",4.44,48,18/08/2015,Philomel Books,7045,3500,1181,193,70,11989
21469062,2,11810,Winnie: The True Story of the Bear Who Inspired Winnie-the-Pooh,Picture Books,2015,"Sally M. Walker, Jonathan D. Voss",4.31,40,20/01/2015,Henry Holt and Co. (BYR),1069,896,288,28,5,2286
23341903,3,11267,"I Will Take a Nap! (Elephant & Piggie, #23)",Picture Books,2015,Mo Willems,4.35,64,02/06/2015,Hyperion Books for Children,1493,988,358,52,9,2900
24968109,4,11151,What Pet Should I Get?,Picture Books,2015,Dr. Seuss,3.8,48,28/07/2015,Random House Children's Books,1328,1258,1136,352,114,4188
23604390,5,7497,The Princess and the Pony,Picture Books,2015,Kate Beaton,4.25,40,30/06/2015,Arthur A. Levine Books,2223,1551,646,137,47,4604
20663085,6,6834,Goodnight Already!,Picture Books,2015,"Jory John, Benji Davies",4.07,32,02/12/2014,HarperCollins,861,1026,473,88,11,2459
22635853,7,6582,If You Plant a Seed,Picture Books,2015,Kadir Nelson,4.24,32,03/03/2015,Balzer + Bray,1163,915,372,63,18,2531
22249668,8,6358,Red: A Crayon's Story,Picture Books,2015,Michael  Hall,4.38,40,03/02/2015,Greenwillow Books,2881,1654,529,121,37,5222
22484277,9,5832,I Wish You More,Picture Books,2015,"Amy Krouse Rosenthal, Tom Lichtenheld",4.38,34,31/03/2015,Chronicle Books,1941,949,407,90,24,3411
22750286,10,5375,Sidewalk Flowers,Picture Books,2015,"JonArno Lawson, Sydney  Smith",4.27,32,01/03/2015,Groundwood Books,1521,1068,449,80,19,3137
20307024,11,2409,Wolfie the Bunny,Picture Books,2015,"Ame Dyckman, Zachariah OHora",4.16,40,17/02/2015,"Little, Brown Books for Young Readers",1641,1669,648,119,39,4116
22747803,12,2369,Mesmerized: How Ben Franklin Solved a Mystery that Baffled All of France,Picture Books,2015,"Mara Rockliff, Iacopo Bruno",4.22,48,10/03/2015,Candlewick Press,587,651,187,29,6,1460
22926713,13,2008,This Is Sadie,Picture Books,2015,"Sara O'Leary, Julie Morstad",4.17,32,12/05/2015,Tundra Books,768,633,316,62,6,1785
22521973,14,1924,Last Stop on Market Street,Picture Books,2015,"Matt de la Pena, Christian Robinson",4.3,32,08/01/2015,G.P. Putnam's Sons Books for Young Readers,5670,3619,1375,277,135,11076
23395099,15,1807,Your Baby's First Word Will Be DADA,Picture Books,2015,"Jimmy Fallon, Miguel Ordóñez",3.51,34,09/06/2015,Feiwel & Friends,700,556,703,402,142,2503
22875394,16,1781,Interstellar Cinderella,Picture Books,2015,"Deborah Underwood, Meg Hunt",4.2,40,05/05/2015,Chronicle Books,1250,1007,445,89,22,2813
14823980,17,1177,"A Fine Dessert: Four Centuries, Four Families, One Delicious Treat",Picture Books,2015,"Emily Jenkins, Sophie Blackall",3.99,44,27/01/2015,Schwartz & Wade,871,784,393,120,84,2252
22934455,18,1099,Otter in Space,Picture Books,2015,Sam Garton,4.11,32,05/05/2015,Balzer + Bray,235,186,118,20,5,564
23309640,19,1083,Float,Picture Books,2015,Daniel Miyares,4.19,48,09/06/2015,Simon  Schuster Books for Young Readers,915,848,347,55,18,2183
23735067,20,660,Waiting,Picture Books,2015,Kevin Henkes,4.03,32,01/09/2015,Greenwillow Books,1699,1928,1040,205,38,4910
26247008,1,30154,Truly Madly Guilty,Fiction,2016,Liane Moriarty,3.57,415,26/07/2016,Flatiron Books,36723,80118,75038,20064,4947,216890
26114135,2,27917,All the Ugly and Wonderful Things,Fiction,2016,Bryn Greenwood,4.07,346,09/08/2016,Thomas Dunne Books,31575,31432,11949,3539,2309,80804
26893819,3,27595,The Girls,Fiction,2016,Emma Cline,3.48,355,14/06/2016,Random House,23134,54639,53227,18205,4668,153873
25781157,4,24848,The Nest,Fiction,2016,Cynthia D'Aprix Sweeney,3.42,368,22/03/2016,Ecco,16152,53706,56818,15958,4328,146962
