budget,homepage,id,originallanguage,originaltitle,overview,popularity,revenue,runtime,status,tagline,title,voteaverage,votecount
18000000.00,http://www.getawaymovie.com/,146227,en,Getaway,"Former race car driver Brent Magna (Hawke) is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner (Gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.",16.520516,10501938,90,Released,Get in. Get out. Getaway.,Getaway,4.9,246
18000000.00,,68924,en,The Ice Storm,"In the weekend after thanksgiving 1973 the Hoods are skidding out of control. Benjamin Hood reels from drink to drink, trying not to think about his trouble at the office. His wife, Elena, is reading self help books and losing patience with her husband's lies. Their son, Paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. Young, budding nymphomaniac, Wendy Hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. Then an ice storm hits, the worst in a century.",14.916264,8038061,112,Released,"It was 1973, and the climate was changing.",The Ice Storm,6.9,176
18000000.00,,253235,en,And So It Goes,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,9.633711,25312387,94,Released,,And So It Goes,5.7,164
0.00,,22102,en,Troop Beverly Hills,A Beverly Hills housewife in the middle of a divorce tries to find focus in her life by taking over her daughter's Wilderness Girls troop.,3.455018,0,105,Released,"When the going gets tough, the tough go shopping!",Troop Beverly Hills,5.6,56
0.00,,18701,en,Being Julia,"Julia Lambert is a true diva: beautiful, talented, weathly and famous.  She has it all - including a devoted husband who has mastermined her brilliant career - but after years of shining in the spotlight she begins to suffer from a severe case of boredom and longs for something new and exciting to put the twinkle back in her eye.  Julia finds exactly what she's looking for in a handsome young American fan, but it isn't long before the novelty fling adds a few more sparks than she was hoping for.  Fortuately for her, this surprise twist in the plot will trust her back into the greatest role of her life.",1.946634,0,104,Released,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,Being Julia,6.4,23
17000000.00,,10068,en,Nine 1/2 Weeks,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",12.313143,6735922,117,Released,They Broke Every Rule,Nine 1/2 Weeks,5.8,177
18000000.00,,848,en,Dragonslayer,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon in order to save the King’s daughter from being sacrificed in accordance to a pact that the King himself made with the dragon to protect his kingdom. A fantasy film from Disney Studios that exhausted all possible visual effects of the time.,3.258422,14110013,108,Released,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",Dragonslayer,6.5,67
0.00,http://www.sonyclassics.com/thelaststation/,36811,en,The Last Station,"A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. The Countess Sofya, wife and muse to Leo Tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for Tolstoy signing a new will that leaves his work and property to the Russian people.",3.659292,0,112,Released,Intoxicating. Infuriating. Impossible. Love.,The Last Station,6.7,55
18000000.00,,522,en,Ed Wood,"The mostly true story of the legendary worst director of all time, who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",24.548633,5887457,127,Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,7.3,630
18000000.00,,130150,en,Labor Day,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",17.683563,20275812,111,Released,,Labor Day,6.7,299
18000000.00,,12246,ru,Монгол,"The story recounts the early life of Genghis Khan, a slave who went on to conquer half the world in the 11th century.",10.1449,26527510,120,Released,Greatness comes to those who take it.,Mongol: The Rise of Genghis Khan,6.5,158
18000000.00,http://rocknrolla.warnerbros.com/,13809,en,RockNRolla,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",31.887978,25739015,114,Released,"A story of sex, thugs and rock 'n roll.",RockNRolla,6.9,836
0.00,,27380,en,Megaforce,Megaforce is an elite multi-national military unit that does the jobs that individual governments wont. When the peaceful Republic of Sardun in under threat from their more aggressive neighbour the beautiful Major Zara (Persis Khambatta) and General Byrne-White (Edward Mulhare) see the help of Ace Hunter (Barry Bostwick) and Megaforce.,1.110179,0,99,Released,Deeds not Words,Megaforce,3.5,15
0.00,,10549,en,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",9.814785,0,242,Released,,Hamlet,7.3,117
25000000.00,http://www.maoslastdancermovie.com/,33870,en,Mao's Last Dancer,"At the age of 11, Li was plucked from a poor Chinese village by Madame Mao's cultural delegates and taken to Beijing to study ballet. In 1979, during a cultural exchange to Texas, he fell in love with an American woman. Two years later, he managed to defect and went on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet.",1.876811,20719451,117,Released,最后的舞者,Mao's Last Dancer,6.8,28
18000000.00,http://www.midnightspecialmovie.com/,245703,en,Midnight Special,A father and son go on the run after the dad learns his child possesses special powers.,32.717853,6212282,112,Released,He's not like us.,Midnight Special,6.2,694
0.00,,10739,en,Anything Else,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda  He has heard the phrase that life is like anything else, but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",8.945081,0,108,Released,In any relationship one person always does the heavy lifting.,Anything Else,6.2,149
18000000.00,,127560,en,The Railway Man,"A victim from World War II's Death Railway sets out to find those responsible for his torture. A true story.",13.916583,22309223,116,Released,Revenge is never a straight line.,The Railway Man,6.7,273
15238800.00,http://www.sonyclassics.com/thewhiteribbon/,37903,de,Das weisse Band,"Strange events happen in a small village in the north of Germany during the years just before World War I, which seem to be ritual punishment. The abused and suppressed children of the villagers seem to be at the heart of this mystery.",17.94739,0,144,Released,,The White Ribbon,7.2,255
0.00,,396152,en,Restoration,"During home renovations, a young couple release a fiery spirit seeking retribution. To save themselves and set the spirit free, they must uncover the dire truth. But nothing is as simple as it seems...",2.525569,0,90,Released,,Restoration,5.3,11
2700000.00,,10017,en,The Wraith,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...",10.47644,3500000,93,Released,He's not from around here...,The Wraith,5.9,108
18000000.00,,11468,en,Salton Sea,"After the murder of his beloved wife, a man in search of redemption is set adrift in a world where nothing is as it seems. On his journey, he befriends slacker Jimmy The Finn, becomes involved in rescuing his neighbor Colette from her own demons, and gets entangled in a web of deceit full of unexpected twists and turns.",10.991281,676698,103,Released,"If you're looking for the truth, you've come to the wrong place.",Salton Sea,7,104
18000000.00,,193613,en,Metallica: Through the Never,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",7.871686,7972967,93,Released,Experience Metallica like never before,Metallica: Through the Never,6.7,83
18000000.00,http://www.theinformers.com/,17436,en,The Informers,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.",6.333869,382174,98,Released,Greed is good. Sex is easy. Youth is forever.,The Informers,4.4,60
18000000.00,,43434,en,Carlos,"The story of Venezuelan revolutionary, Ilich Ramirez Sanchez, who founded a worldwide terrorist organization and raided the OPEC headquarters in 1975 before being caught by the French police.",1.138383,871279,338,Released,The man who hijacked the world,Carlos,6.7,50
18000000.00,,31166,en,I Come with the Rain,"Kline, a former Los Angeles police officer turned private detective, is hired by a powerful pharmaceutical conglomerate boss to investigate in Asia the disappearance of his only son, Shitao, whom he has not seen in person since the boy was ten. Now in his 30s, Shitao has gone missing in the Philippines where he had been helping in an orphanage.",8.266124,0,114,Released,,I Come with the Rain,5.6,20
0.00,,69848,en,One Man's Hero,"One Man's Hero tells the little-known story of the St. Patrick's Battalion or San Patricios, a group of mostly Irish and other immigrants of the Catholic faith who deserted to Mexico after encountering religious and ethnic prejudice in the U.S. Army during the Mexican-American War. The plot centers around the personal story of John Riley, an Irishman who had been a sergeant in the American Army who is commissioned as a captain in the Mexican army and commands the battalion, as he leads his men in battle and struggles with authorities on both sides of the border",0.910529,0,121,Released,One man's hero is another man's traitor.,One Man's Hero,9.3,2
3500000.00,,8408,en,Day of the Dead,"The final chapter of George A. Romero's Dead Trilogy. In an underground government installation they are searching for a cure to overcome this strange transformation into zombies. Unfortunately, the zombies from above ground have made their way into the bunker.",18.025206,3.40E+07,96,Released,The darkest day of horror the world has ever known.,Day of the Dead,6.9,270
18000000.00,,332411,en,I Am Wrath,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.,10.144222,0,92,Released,I lay my vengeance upon them.,I Am Wrath,4.5,179
18000000.00,,9389,fr,Renaissance,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",9.244181,1831348,105,Released,Paris 2054. Live forever or die trying,Renaissance,6.7,77
17900000.00,,9626,en,Red Sonja,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",12.752463,6948633,89,Released,A woman and a warrior that became a legend.,Red Sonja,5,206
14000000.00,,75638,en,Red Lights,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",22.748174,13551174,119,Released,How much do you want to believe?,Red Lights,6,376
20000000.00,http://www.areyousuperbad.com/,8363,en,Superbad,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",33.436092,121463226,113,Released,Come and Get Some!,Superbad,7,2100
0.00,http://www.madeagoestojailmovie.com/,15670,en,Madea Goes to Jail,"At long last, Madea returns to the big screen in TYLER PERRY'S MADEA GOES TO JAIL. This time America's favorite irreverent, pistol-packin' grandmomma is raising hell behind bars and lobbying for her freedom...Hallelujer!",3.107371,90508336,103,Released,,Madea Goes to Jail,6.4,52
18000000.00,,290555,en,Wolves,"The coming-of-age story of Cayden Richards. Forced to hit the road after the murder of his parents, Cayden wanders lost without purpose... Until he meets a certifiable lunatic named Wild Joe who sets him on a path to the ominous town of Lupine Ridge to hunt down the truths of his history. But in the end| who's really hunting whom?",7.922639,0,90,Released,Unleash the beast,Wolves,5.7,82
23000000.00,,8328,en,Step Up 2: The Streets,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.",28.973074,150816700,98,Released,It's not where you're from. It's where you're at.,Step Up 2: The Streets,6.5,640
15000000.00,http://www.hoodwinkedthemovie.com,10982,en,Hoodwinked!,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",23.980329,51053787,80,Released,Armed And Dangerously Dumb.,Hoodwinked!,5.9,479
17500000.00,http://www.metrofilms.com/hotelrwanda/,205,en,Hotel Rwanda,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",28.60542,3.80E+07,121,Released,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,7.5,793
24000000.00,http://www.hitmanmovie.com/,1620,en,Hitman,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as Agent 47 eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",42.669304,99965753,89,Released,Assassin 47,Hitman,5.9,966
17500000.00,http://www.foxsearchlight.com/blacknativity/,175541,en,Black Nativity,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.",7.180403,7018189,93,Released,The Musical Event of the Holiday Season,Black Nativity,5.8,16
18000000.00,,241254,en,The Prince,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,21.638673,266586800,93,Released,Mercy is for the Weak,The Prince,4.6,218
0.00,,31932,en,City of Ghosts,"A con man (Dillon) travels to Cambodia (also on the run from law enforcement in the U.S.) to collect his share in an insurance scam, but discovers more than he bargained for",2.64486,0,116,Released,,City of Ghosts,5.4,18
0.00,,1933,en,The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",25.881355,0,101,Released,"Sooner or later she'll see them, then everything will be different.",The Others,7.4,1660
18500000.00,,679,en,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",67.66094,183316455,137,Released,This Time It's War,Aliens,7.7,3220
17000000.00,,11113,en,My Fair Lady,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,20.786616,72070731,170,Released,The loverliest motion picture of them all!,My Fair Lady,7.4,352
17000000.00,,3597,en,I Know What You Did Last Summer,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning I Know What You Did Last Summer.",27.654472,125586134,100,Released,"If you're going to bury the truth, make sure it stays buried.",I Know What You Did Last Summer,5.6,687
17000000.00,,193893,en,Let's Be Cops,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",70.668923,136621271,104,Released,Fake Cops. Real Trouble.,Let's Be Cops,6.4,1219
16000000.00,http://www.foxsearchlight.com/sideways/,9675,en,Sideways,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",23.425431,109502303,126,Released,In search of wine. In search of women. In search of themselves.,Sideways,6.9,478
17500000.00,,9988,en,Beerfest,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",14.304444,19179969,110,Released,Prepare for the ultimate chug of war.,Beerfest,5.8,172
300000.00,http://www.theofficialjohncarpenter.com/halloween/,948,en,Halloween,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",30.301307,7.00E+07,91,Released,The Night He Came Home,Halloween,7.4,1035
17000000.00,http://www.goodboy.com/,21765,en,Good Boy!,"An intergalactic dog pilot from Sirius (the dog star), visits Earth to verify the rumors that dogs have failed to take over the planet.",3.56033,0,87,Released,Rover is about to take over.,Good Boy!,4.7,30
17000000.00,,146304,en,The Best Man Holiday,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",7.210095,71625195,123,Released,Times change. Friendship doesn't.,The Best Man Holiday,6.7,110
17000000.00,http://www.smokinaces.net/,7516,en,Smokin' Aces,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",23.491962,57103895,109,Released,Nobody gets away clean.,Smokin' Aces,6.4,534
20000000.00,http://www.saw3dmovie.com,41439,en,Saw 3D,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",36.133536,136150434,90,Released,The Traps Come Alive,Saw: The Final Chapter,5.8,730
17000000.00,,2752,en,40 Days and 40 Nights,"Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",14.18136,0,94,Released,Easier said than done.,40 Days and 40 Nights,5.2,297
17000000.00,,9429,en,A Night at the Roxbury,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",12.709227,30331165,81,Released,Score!,A Night at the Roxbury,5.9,198
17000000.00,http://www.beastlythemovie.com/,38117,en,Beastly,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",24.054062,43165571,86,Released,Love is never ugly.,Beastly,6,849
15000000.00,http://www.foxsearchlight.com/thehillshaveeyes/,9792,en,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",35.107857,69623713,107,Released,The lucky ones die first.,The Hills Have Eyes,6.1,705
0.00,,13778,en,Dickie Roberts: Former Child Star,"TV child star of the '70s, Dickie Roberts is now 35 and parking cars. Craving to regain the spotlight, he auditions for a role of a normal guy, but the director quickly sees he is anything but normal. Desperate to win the part, Dickie hires a family to help him replay his childhood and assume the identity of an average, everyday kid.",10.149569,0,98,Released,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,5.1,64
0.00,,228203,en,"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,14.023082,45710059,128,Released,Champions Can Come From Anywhere.,"McFarland, USA",7.4,213
0.00,,41382,en,Lottery Ticket,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million,9.054803,0,99,Released,Winning is Just the Beginning Surviving is Another Story,Lottery Ticket,5.6,54
20000000.00,,13960,en,ATL,"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",5.422285,21170563,105,Released,A New American Story,ATL,6,32
17000000.00,http://www.pitchperfectmovie.com/,114150,en,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",32.746486,115350426,112,Released,Get pitch slapped.,Pitch Perfect,7.3,2247
34000000.00,,26602,en,Summer Catch,"A coming-of-age romantic comedy set against the backdrop of the Cape Cod Baseball League. Local boy Ryan Dunne (Freddie Prinze Jr.), now a pitcher for Boston College, meets Tenley Parrish (Jessica Biel), the daughter of a wealthy couple who summer on the Cape. Ryan and Tenley fall in love, much to the chagrin of their families, while Ryan clings to one last hope of being discovered and signed to a pro baseball contract.",3.960098,19693891,108,Released,Are you game?,Summer Catch,4.8,63
0.00,,10223,en,A Simple Plan,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences",10.178917,0,121,Released,Sometimes good people do evil things.,A Simple Plan,6.9,187
17000000.00,,16028,en,They,"After witnessing a horrific and traumatic event, Julia Lund, a graduate student in psychology, gradually comes to the realization that everything which scared her as a child could be real. And what's worse, it might be coming back to get her..",4.544216,0,89,Released,Are you afraid of the dark? You should be.,They,4.6,74
0.00,,15639,en,Larry the Cable Guy: Health Inspector,A slovenly cable repairman becomes a big-city health inspector and is tasked with uncovering the source of a food poisoning epidemic.,2.184708,0,89,Released,,Larry the Cable Guy: Health Inspector,3.3,17
0.00,,16112,en,The Adventures of Elmo in Grouchland,"Elmo loves his fuzzy, blue blanket, and would never let anything happen to it. However, a tug-of-war with his friend Zoe sends his blanket to a faraway land, and Elmo in hot pursuit. Facing life without his cherished blanket, Elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into Grouchland-a place full of grouchy creatures, stinky garbage and the villainous Huxley. Along the way, Elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened.",3.09159,0,73,Released,"The Good, The Bad and The Stinky.",The Adventures of Elmo in Grouchland,6.3,14
17000000.00,,26390,en,Brooklyn's Finest,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,18.790102,29536299,133,Released,This is War. This is Brooklyn.,Brooklyn's Finest,6.2,293
17000000.00,,27759,en,55 Days at Peking,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",3.321095,1.00E+07,154,Released,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,55 Days at Peking,6.3,36
17000000.00,http://www.evildead-movie.com/,109428,en,Evil Dead,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.",33.912116,97542952,91,Released,The most terrifying film you will ever experience.,Evil Dead,6.4,1723
17000000.00,http://www.foxsearchlight.com/mylifeinruins/,23049,en,My Life in Ruins,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.",5.787891,20455276,95,Released,The most fun you can have without a passport.,My Life in Ruins,5.6,101
17000000.00,,9310,en,American Dreamz,"The new season of American Dreamz, the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.",7.864011,7314027,107,Released,Imagine a country where more people vote for a pop idol than they do for their next President.,American Dreamz,4.9,95
17000000.00,,11411,en,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",17.062117,19300000,90,Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,4.1,318
0.00,,16988,en,How She Move,"After the death of Raya Green's(Rutina Wesley) sister, she gets out from her classes at school, and sees a stomp crew practicing. She meets Bishop(Dwain Murphy) which is the dance crew leader. She then meets Michelle and does a stomp battle with her. They become enemies then friends later on. Her uptight mom pushes her to pass the test to get into Medical school, but she thinks she failed....",1.782666,0,94,Released,,How She Move,3,6
17000000.00,https://www.warnerbros.com/running-scared,7304,en,Running Scared,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.",19.311572,9500000,122,Released,Every bullet leaves a trail.,Running Scared,7,331
0.00,,24747,en,Bobby Jones: Stroke of Genius,"The story of golf icon and legend, Bobby Jones, who retired from competition at the tender age of 28.",2.897449,0,120,Released,,Bobby Jones: Stroke of Genius,5.5,19
17000000.00,,58048,en,Shanghai Surprise,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",0.138564,0,97,Released,A romantic adventure for the dangerous at heart.,Shanghai Surprise,2.9,15
40000000.00,,1491,en,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",36.960953,86915017,110,Released,Nothing Is What It Seems.,The Illusionist,7.1,1615
17000000.00,http://www.roarthemovie.com/,2989,en,Roar,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,1.15641,2.00E+06,102,Released,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,Roar,5.6,19
17000000.00,,10629,en,Veronica Guerin,"In this true story, Veronica Guerin is an investigative reporter for an Irish newspaper. As the drug trade begins to bleed into the mainstream, Guerin decides to take on and expose those responsible. Beginning at the bottom with addicts, Guerin then gets in touch with John Traynor, a paranoid informant. Not without some prodding, Traynor leads her to John Gilligan, the ruthless head of the operation, who does not take kindly to Guerin's nosing.",9.583578,1569918,98,Released,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,6.8,59
17000000.00,,255343,en,Escobar: Paradise Lost,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",25.112567,3758328,120,Released,Welcome to the family,Escobar: Paradise Lost,6.1,271
17000000.00,http://darko.com/film_southlandtales.html,4723,en,Southland Tales,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",9.349386,374743,144,Released,Have a nice apocalypse.,Southland Tales,5.2,153
15000000.00,,10800,fr,Chasseurs de dragons,"Dragon Hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords Their main concerns revolve around two fundamental rules : Eat and don't get eaten.",8.884405,0,80,Released,Dragon hunting isn't a fairy tale,Dragon Hunters,6.5,129
