id,firstname,lastname,gender
29846,J.,Bartell,M
29847,"Phillip J. (I)",Bartell,M
29848,"Phillip J. (II)",Bartell,M
29849,Richard,Bartell,M
29850,Tim,Bartell,M
29851,Victor,Bartell,M
29852,Franco,Bartella,M
29853,Chuck,Bartelle,M
29854,Francesco,Bartelloni,M
29855,Dennis,Bartelniewöhner,M
29856,Bennie,Bartels,M
29857,Christian,Bartels,M
29858,Chuck,Bartels,M
29859,Erich,Bartels,M
29860,"George (II)",Bartels,M
29861,Hans,Bartels,M
29862,Jared,Bartels,M
29863,"Louis John",Bartels,M
29864,Peter,Bartels,M
29865,Rob,Bartels,M
29866,"Shawn (II)",Bartels,M
29867,Tinne,Bartels,M
29868,Willy,Bartelsen,M
29869,Bill,Bartelt,M
29870,Dennis,Barten,M
29871,Fredy,Barten,M
29872,John,Barten,M
29873,Sergey,Bartenev,M
29874,George,Bartenieff,M
29875,Jeffery,Barter,M
29876,Martin,Barter,M
29877,"Stuart Raven",Barter,M
29878,Gustaf,Bartfay,M
29880,Robert,"Barth Sr.",M
29881,Brett,Barth,M
29882,"Bruce David",Barth,M
29883,Danny,Barth,M
29884,David,Barth,M
29885,Dominik,Barth,M
29886,Dylan,Barth,M
29887,Eddie,Barth,M
29888,Fredrik,Barth,M
29889,Gary,Barth,M
29890,"James (II)",Barth,M
29891,"James (III)",Barth,M
29892,Kevin,Barth,M
29893,Lawrence,Barth,M
29894,Lennard,Barth,M
29895,Mel,Barth,M
29896,Neal,Barth,M
29897,Paul,Barth,M
29898,Roger,Barth,M
29899,Tom,Barth,M
29900,Attila,Bartha,M
29901,John,Bartha,M
29902,Justin,Bartha,M
29903,Alex,Barthalis,M
29904,Pierre,Barthas,M
29905,Benoît,Barthe,M
29906,"Hervé la",Barthe,M
29907,Nicolas,Barthe,M
29908,"Kurt (I)",Barthel,M
29909,"Kurt (II)",Barthel,M
29910,Manfred,Barthel,M
29912,Albert,Barthelemo,M
29913,Briac,Barthelemy,M
29914,Don,Barthelemy,M
29915,Marc-Olivier,Barthelemy,M
29916,"John C.",Barthelmes,M
29917,Richard,Barthelmess,M
29918,Karl-Heinz,Barthelmeus,M
29919,Ernst,Barthels,M
29920,Mattias,Barthelsson,M
29921,Eric,Barthes,M
29922,Roland,Barthes,M
29923,Thierry,Barthes,M
29924,Jean,Barthet,M
29925,Fabien,Barthez,M
29926,Bruce,Barthol,M
29927,Fritz,Bartholdt,M
29928,Danny,Bartholemew,M
29929,Joey,Bartholemew,M
29931,William,Bartholmay,M
29932,L.B.,Bartholomee,M
29933,Russell,Bartholomee,M
29935,Etienne,Bartholomeus,M
29936,"Sydney J.","Bartholomew Jr.",M
29937,Andy,Bartholomew,M
29938,Carl,Bartholomew,M
29939,Charles,Bartholomew,M
29940,Clifford,Bartholomew,M
29941,"Dave (I)",Bartholomew,M
29942,"Dave (II)",Bartholomew,M
29943,Freddie,Bartholomew,M
29944,Ian,Bartholomew,M
29945,James,Bartholomew,M
29946,John,Bartholomew,M
29947,Logan,Bartholomew,M
29948,Michael,Bartholomew,M
29949,"Paul (I)",Bartholomew,M
29950,"Paul (III)",Bartholomew,M
29951,Rabbit,Bartholomew,M
29952,Ron,Bartholomew,M
29953,Sean,Bartholomew,M
29954,Tim,Bartholomew,M
29955,Kay,Bartholomäus,M
29956,Augustin,Bartholomé,M
29957,Luc,Bartholomé,M
29958,Pierre,Bartholomée,M
29959,George,Bartholow,M
29960,Jean,Barthon,M
29962,Guinal,Barthélémy,M
29963,Jean-Gabriel,Barthélémy,M
29964,Jean-Marc,Barthélémy,M
29965,Maurice,Barthélémy,M
29966,René,Barthélémy,M
29967,Chad,Bartie,M
29968,Fernando,Bartifeci,M
29969,Oldrich,Bartik,M
29970,Stefan,Bartik,M
29971,Salvatore,Bartilotta,M
29972,Eugenio,Bartilotti,M
29973,Renato,Bartilotti,M
29974,Matthew,Bartilson,M
29975,Ferenc,Bartis,M
29976,George,Bartis,M
29977,Ricardo,Bartis,M
29978,Eberhard,Bartke,M
29979,Aaron,Bartkiw,M
29980,Philip,Bartko,M
29981,Andrzej,Bartkowiak,M
29982,Tadeusz,Bartkowiak,M
29983,Marek,Bartkowicz,M
29984,Pavel,Bartl,M
29985,Barry,Bartle,M
29986,Brandon,Bartle,M
29987,Charlie,Bartle,M
29988,Del,Bartle,M
29989,Hamish,Bartle,M
29990,Scott,Bartle,M
29991,Shane,Bartle,M
29992,Paul,Bartleft,M
29993,Rob,Bartlet,M
29994,"Fred L.","Bartlett Jr.",M
29995,Andrew,Bartlett,M
29996,Andy,Bartlett,M
29997,Basil,Bartlett,M
29998,"Ben (II)",Bartlett,M
29999,Benny,Bartlett,M
30000,"Bob (I)",Bartlett,M
30001,"Brett (I)",Bartlett,M
30002,Cal,Bartlett,M
30003,Calvin,Bartlett,M
30004,"Charles (I)",Bartlett,M
30005,"Charles (II)",Bartlett,M
30006,Charley,Bartlett,M
30007,Clifford,Bartlett,M
30008,Craig,Bartlett,M
30009,"David (II)",Bartlett,M
30010,Devin,Bartlett,M
30011,Earl,Bartlett,M
30012,Franklin,Bartlett,M
30013,Geoff,Bartlett,M
30014,George,Bartlett,M
30015,Gray,Bartlett,M
30016,Hal,Bartlett,M
30017,Hall,Bartlett,M
30018,Harry,Bartlett,M
30019,Jamie,Bartlett,M
30020,"John (III)",Bartlett,M
30021,"John (IV)",Bartlett,M
30022,Keith,Bartlett,M
30023,Kenn,Bartlett,M
30024,Kevin,Bartlett,M
30025,Lee,Bartlett,M
30026,Leroy,Bartlett,M
30027,Matthew,Bartlett,M
30028,"Michael (I)",Bartlett,M
30029,Mitch,Bartlett,M
30030,Mitchell,Bartlett,M
30031,Murray,Bartlett,M
30032,Neil,Bartlett,M
30033,Nick,Bartlett,M
30034,"Paul (II)",Bartlett,M
30035,"Peter (II)",Bartlett,M
30036,"Peter (III)",Bartlett,M
30037,"Peter (V)",Bartlett,M
30038,Philip,Bartlett,M
30039,Philippe,Bartlett,M
30040,"Phillip (II)",Bartlett,M
30041,"Richard (I)",Bartlett,M
30042,"Richard (II)",Bartlett,M
30043,"Richard (III)",Bartlett,M
30044,"Richard (IV)",Bartlett,M
30045,"Rob (I)",Bartlett,M
30046,"Rob (II)",Bartlett,M
30047,"Rob (III)",Bartlett,M
30048,"Robert (III)",Bartlett,M
30049,Roger,Bartlett,M
30050,"Ron (II)",Bartlett,M
30051,Sam,Bartlett,M
30052,"Scott (III)",Bartlett,M
30053,Shane,Bartlett,M
30054,"Steve (II)",Bartlett,M
30055,T.,Bartlett,M
30056,"Tim (I)",Bartlett,M
30057,Timothy,Bartlett,M
30058,"Tom (I)",Bartlett,M
30059,Vernon,Bartlett,M
30060,W.A.,Bartlett,M
30061,"Wayne (I)",Bartlett,M
30062,"William (I)",Bartlett,M
30063,Brad,Bartley,M
30064,Chad,Bartley,M
30065,"Daryl (I)",Bartley,M
30066,"David (II)",Bartley,M
30067,James,Bartley,M
30068,Jim,Bartley,M
30069,"John S.",Bartley,M
30070,Luke,Bartley,M
30071,Sean,Bartley,M
30072,Fred,Bartling,M
30073,Tom,Bartling,M
30074,Robyn,Bartly,M
30075,Bill,Bartman,M
30076,Eryn,Bartman,M
30077,"Frederick (I)",Bartman,M
30078,"Frederick (II)",Bartman,M
30079,"William S.",Bartman,M
30080,Christian,Bartmann,M
30081,Andrzej,Bartmanski,M
30082,"Dr. Arthur C.",Bartner,M
30083,Dominic,Barto,M
30084,Jürgen,Barto,M
30085,Marc,Barto,M
30086,Peter,Barto,M
30087,Massimo,Bartocini,M
30088,Dennis,Bartok,M
30089,Jack,Bartok,M
30090,Jayce,Bartok,M
30094,G.,Bartokai,M
30095,Tamás,Bartokos,M
30096,Hedgie,Bartol,M
30097,Richard,Bartol,M
30098,Alberto,Bartolani,M
30099,Juri,Bartolazzi,M
30100,Bart,Bartold,M
30101,Norman,Bartold,M
30102,Valerio,Bartoleschi,M
30103,Andreano,Bartoletti,M
30104,Mario,Bartoletti,M
30105,Michele,Bartoletti,M
30106,Walter,Bartoletti,M
30107,Gabriele,Bartoli,M
30108,Leo,Bartoli,M
30109,Luciano,Bartoli,M
30110,Mario,Bartoli,M
30111,Michael,Bartoli,M
30112,Lando,Bartolini,M
30113,Marco,Bartolini,M
30114,Mark,Bartolini,M
30115,Michel,Bartolini,M
30116,Omero,Bartolini,M
30117,Peter,Bartolini,M
30118,Richard,Bartolini,M
30119,Lluís,Bartoll,M
30121,Nicholas,Bartolo,M
30122,Norman,Bartolo,M
30123,Rui,Bartolo,M
30124,Victor,Bartolo,M
30125,Vic,Bartolome,M
30126,Giancarlo,Bartolomei,M
30127,Marcello,Bartolomei,M
30128,Mario,Bartolomei,M
30129,Renato,Bartolomei,M
30130,Marc,Bartolomeo,M
30131,Romolo,Bartolomeo,M
30132,Kevin,Bartolomucci,M
30133,Héctor,Bartolomé,M
30134,Luis,Bartolomé,M
30135,Jeff,Bartolonei,M
30136,Angelo,Bartolotta,M
30137,Carlo,Bartolotta,M
30138,Domenico,Bartolucci,M
30139,Gastone,Bartolucci,M
30140,"Alex B.D.",Barton,M
30141,Allen,Barton,M
30142,Andrew,Barton,M
30143,Billy,Barton,M
30144,Brent,Barton,M
30145,"Bruce (I)",Barton,M
30146,Buddy,Barton,M
30147,Buzz,Barton,M
30148,"Charles (I)",Barton,M
30149,"Charles (III)",Barton,M
30150,Clay,Barton,M
30151,"Craig (II)",Barton,M
30152,"Dan (I)",Barton,M
30153,"Dan (II)",Barton,M
30154,"Dan (III)",Barton,M
30155,"Dan (IV)",Barton,M
30156,Daniel,Barton,M
30157,Dave,Barton,M
30158,"David (I)",Barton,M
30159,"David P.",Barton,M
30160,Derek,Barton,M
30161,Dick,Barton,M
30162,Donald,Barton,M
30163,Donovan,Barton,M
30164,Duncan,Barton,M
30165,Earl,Barton,M
30166,Eddie,Barton,M
30167,"Eric (II)",Barton,M
30168,"Eric (III)",Barton,M
30169,Frank,Barton,M
30170,Gary,Barton,M
30171,Geo,Barton,M
30172,George,Barton,M
30173,Gregg,Barton,M
30174,Guenter,Barton,M
30175,J,Barton,M
30176,J.,Barton,M
30177,"Jackson (I)",Barton,M
30178,"Jackson (II)",Barton,M
30179,Jaimz,Barton,M
30180,"James (I)",Barton,M
30181,Jb,Barton,M
30182,Jeffrey,Barton,M
30183,Jim,Barton,M
30184,"Joe (I)",Barton,M
30185,"Joe (II)",Barton,M
30186,"Joe (IV)",Barton,M
30187,"Joe B.",Barton,M
30188,"John (I)",Barton,M
30189,"John (III)",Barton,M
30190,"John (V)",Barton,M
30191,"John (VI)",Barton,M
30192,"John (VII)",Barton,M
30193,"John (VIII)",Barton,M
30194,Julien,Barton,M
30195,"Julio César",Barton,M
30196,Kane,Barton,M
30197,Karel,Barton,M
30198,"Keith (I)",Barton,M
30199,"Ken (I)",Barton,M
30200,Kenneth,Barton,M
30201,"Kristopher Scott",Barton,M
30202,Larry,Barton,M
30203,Lee,Barton,M
30204,"Mark (II)",Barton,M
30205,Matthew,Barton,M
30206,"Michael (I)",Barton,M
30207,Micheal,Barton,M
30208,"Mike (I)",Barton,M
30209,Murray,Barton,M
30210,Neil,Barton,M
30211,Otis,Barton,M
30212,"Patrick (I)",Barton,M
30213,Pavel,Barton,M
30214,"Peter (I)",Barton,M
30215,"Peter (III)",Barton,M
30216,"Peter (V)",Barton,M
30217,Phil,Barton,M
30218,Rayner,Barton,M
30219,Reggie,Barton,M
30220,Reginald,Barton,M
30222,Reynes,Barton,M
30223,Richard,Barton,M
30224,Robert,Barton,M
30225,Rodger,Barton,M
30226,Roland,Barton,M
30227,"Sam (I)",Barton,M
30228,"Sam (II)",Barton,M
30229,"Sean (II)",Barton,M
30230,"Steve (I)",Barton,M
30232,Steven,Barton,M
30233,"Terry (I)",Barton,M
30234,Tod,Barton,M
30235,"Tony (I)",Barton,M
30236,Will,Barton,M
30237,Wolfgang,Barton,M
30238,Dean,Barton-Ancliffe,M
30239,Ryan,Barton-Grimley,M
30240,Matthew,Bartona,M
30241,Eric,Bartonio,M
30242,Rai,Bartonious,M
30243,Todd,Bartoo,M
30246,"Artur (I)",Bartos,M
30247,Ernö,Bartos,M
30248,Gyula,Bartos,M
30249,Pavel,Bartos,M
30250,Václav,Bartos,M
30251,Zoltán,Bartos,M
30252,Edward,Bartoschewitsch,M
30253,Ivan,Bartosek,M
30254,Janusz,Bartosiewicz,M
30255,Roman,Bartosiewicz,M
30256,Zbigniew,Bartosiewicz,M
30257,L.,Bartosik,M
30258,Tadeusz,Bartosik,M
30259,Jirí,Bartoska,M
30260,Petr,Bartoska,M
30261,Andrzej,Bartosz,M
30262,Franciszek,Bartoszak,M
30263,Pawel,Bartoszewicz,M
30264,Hanoch,Bartov,M
30265,Fred,Bartow,M
30266,Vittorio,Bartozzi,M
30267,Brad,Bartram,M
30268,Clark,Bartram,M
30269,Dave,Bartram,M
30270,Jon,Bartram,M
30271,Kenny,Bartram,M
30272,Phil,Bartram,M
30273,Sam,Bartram,M
30274,Michael,Bartroff,M
30275,Harry,Bartron,M
30276,Roland,Bartrop,M
30277,Brad,Bartrum,M
30278,Dirk,Bartsch,M
30279,"Eric (I)",Bartsch,M
30280,Jürgen,Bartsch,M
30281,Matthew,Bartsch,M
30282,Mirko,Bartsch,M
30283,"Rudolf Jürgen",Bartsch,M
30284,Ted,Bartsch,M
30285,Udo,Bartschat,M
30286,John,Barttels,M
30287,Tunç,Bartu,M
30288,Chad,Bartulis,M
30289,J.,Bartunek,M
30290,Jaromir,Bartunek,M
30291,Jaroslav,Bartunek,M
30292,Josef,Bartunek,M
30293,Gyula,Bartus,M
30294,Rudi,Bartus,M
30295,Jan,Bartusek,M
30296,Tamás,Bartusz,M
30297,Henri,Bartx,M
30298,Billy,Barty,M
30299,Jack,Barty,M
30300,James,Bartz,M
30301,Paul,Bartz,M
30302,Rick,Bartz,M
30303,Casey,Bartzen,M
30304,Olivier,Bartélémy,M
30305,István,Bartók,M
30306,"Chandra N.",Barua,M
30307,Ishaan,Barua,M
30308,Kashmiri,Barua,M
30309,Manabhiram,Barua,M
30310,P.C.,Barua,M
30311,Phanu,Barua,M
30312,"Prafulla Chandra",Barua,M
30313,Pratap,Barua,M
30314,"Sneha Chandra",Barua,M
30315,Rajen,Baruah,M
30316,"Robert E.",Baruc,M
30317,Adam,Baruch,M
30318,André,Baruch,M
30319,Bernard,Baruch,M
30320,David,Baruch,M
30321,Joram,Baruch,M
30322,Kalmi,Baruch,M
30323,Rami,Baruch,M
30324,"Robert K.",Baruch,M
30325,Ziv,Baruch,M
30326,Jay,Baruchel,M
30327,Beni,Baruchin,M
30328,Claude,Baruet,M
30329,Frank,Barufski,M
30330,Franck,Baruk,M
30331,José,Barulio,M
30332,Santiago,Barullo,M
30333,Alberto,Baruque,M
30334,Serge,Baruque,M
30335,Jean-Pierre,Barus,M
30336,Isaac,Barush,M
30337,Aleksandr,Barushnoy,M
30338,Erick,Baruti,M
30339,Sunil,Barve,M
30340,John,Barvik,M
30342,Bahaa,Barwat,M
30343,Jörgen,Barwe,M
30344,Petter,Barwe,M
30345,James,Barwick,M
30346,"Ray D.",Barwick,M
30347,William,Barwick,M
30348,Gustav,Barwicki,M
30349,Waldemar,Barwinski,M
30350,Glen,Barwise,M
30351,John,Barwise,M
30352,Patrick,Barwise,M
30353,Hal,Barwood,M
30354,Max,Barwyn,M
30355,Léon,Bary,M
30356,Marc,Bary,M
30357,Serge,Bary,M
30358,Wim,Bary,M
30359,Mohammadreza,Baryar,M
30360,Valeri,Baryatinsky,M
30361,Ryszard,Barycz,M
30362,Antonin,Baryel,M
30363,Dalu,Baryen,M
30364,Aleksandr,Barykin,M
30365,Gabriel,Barylli,M
30366,Roma,Baryshev,M
30367,Vyacheslav,Baryshev,M
30368,Yaroslav,Baryshev,M
30369,Mikhail,Baryshnikov,M
30370,Jürgen,Barz,M
30372,Joe,Barza,M
30373,Gino,Barzacchi,M
30374,Luis,Barzaga,M
30375,Vajra,Barzaghi,M
30376,Juan,Barzana,M
30377,Billy,Barzee,M
30378,Asghar,Barzegar,M
30379,Anthony,Barzelatto,M
30380,Daniel,Barzelatto,M
30381,Edo,Barzelatto,M
30382,Joey,Barzelatto,M
30383,Wolfe,Barzell,M
30384,Abraham,Barzilai,M
30385,Ronni,Barzilai,M
30386,Yitzhak,Barzilai,M
30387,Luigi,Barzini,M
30388,Jon,Barzion,M
30389,Pippo,Barzizza,M
30390,Alan,Barzman,M
30391,Paul,Barzman,M
30392,Jenõ,Barzó,M
30393,Attila,Baráth,M
30394,István,Baráth,M
30395,Helder,Barão,M
30396,Zito,Barés,M
30397,Luis,Baró,M
30398,Federico,Barón,M
30399,Franco,Barón,M
30400,Josu,Barón,M
30401,"José Antonio",Barón,M
30402,Max,Barón,M
30403,Santiago,Barón,M
30404,József,Baróthy,M
30405,Enrique,Bas,M
30406,Harry,Bas,M
30407,Jordi,Bas,M
30408,Le,Bas,M
30409,Paco,Bas,M
30410,Philippe,Bas,M
30411,Tabe,Bas,M
30412,Wladyslaw,Bas,M
30413,István,Basa,M
30414,Lajos,Basa,M
30415,Aaron,Basacombe,M
30416,Luigi,Basagaluppi,M
30417,Mehmed,Basagic,M
30418,"Mahmud Ali",Basah,M
30419,Alberto,Basail,M
30420,Emre,Basak,M
30421,Niyazi,Basak,M
30422,Ralph,Basalla,M
30423,V.,Basaller,M
30424,Gilbert,Basalo,M
30425,Dani,Basan,M
30426,Tumaini,Basaninyenzi,M
30427,Pedro,Basanta,M
30428,Pedro,"Basante Pérez",M
30429,Pierre,Basançon,M
30430,Ali,Basar,M
30431,Arpan,Basar,M
30432,Joe,Basar,M
30433,Savas,Basar,M
30434,Jeff,Basara,M
30435,Svetislav,Basara,M
30436,Hosu,Basarab,M
30437,Gary,Basaraba,M
30438,Adnan,Basaran,M
30439,Cetin,Basaran,M
30440,Setin,Basaran,M
30441,Tunç,Basaran,M
30442,Volkan,Basaran,M
30443,Pedro,"Basauri 'Pedrucho'",M
30444,A.,Basayev,M
30445,Sergio,Basañez,M
30446,G.,Basbayar,M
30447,Hjelm,Basberg,M
30448,Svein,Basberg,M
30449,Ian,Bascetta,M
30450,Bill,Basch,M
30451,Felix,Basch,M
30452,Harry,Basch,M
30453,Martin,Basch,M
30454,"Peter (I)",Basch,M
30455,Arnim,Basche,M
30456,"David Alan",Basche,M
30457,Marc,Baschet,M
30458,Bruno,Baschiera,M
30459,Fabian,Baschieri,M
30460,Mario,Baschieri,M
30461,Sauro,Baschieri,M
30463,Dante,Basco,M
30464,Darion,Basco,M
30465,Derek,Basco,M
30466,Dion,Basco,M
30467,Jeremy,Basco,M
30468,John,Basco,M
30469,Paulo,Basco,M
30470,Jon,Bascoe,M
30471,Wally,Bascoe,M
30472,Paul,Bascol,M
30473,Roderick,Bascom,M
30474,Weldon,Bascom,M
30475,H.L.,Bascomb,M
30476,Rudi,Bascomb,M
30477,Wayne,Bascomb,M
30478,Gerry,Bascombe,M
30479,Jason,Bascon,M
30480,Jean,Bascour,M
30481,Jaime,Bascu,M
30482,Derin,Basden,M
30483,Frank,Basden,M
30484,Michael,Basden,M
30485,Uwe,Basdorf,M
30486,Giulio,Base,M
30487,James,Base,M
30488,Primera,Base,M
30489,Rob,Base,M
30490,Danny,Baseda,M
30491,Rainer,Basedow,M
30492,Cesco,Baseggio,M
30493,Jackie,Basehart,M
30494,"John Antony",Basehart,M
30495,Richard,Basehart,M
30496,Erwin,Basel,M
30497,Kevin,Basel,M
30498,Michael,Baseleon,M
30499,Giulio,Baselice,M
30500,Libor,Baselides,M
30501,Joss,Baselli,M
30502,Georg,Baselt,M
30503,Mitchell,Baseman,M
30504,Ben,Basenko,M
30505,Christian,Baseo,M
30506,Michael,Baser,M
30507,Cem,Baseskioglu,M
30508,Arrigo,Basevi,M
30509,Umberto,Basevi,M
30510,Danny,Basevitch,M
30511,Gary,Basey,M
30512,Matt,Basford,M
30513,Richard,Basgall,M
30514,Harry,Bash,M
30515,Kevin,Bash,M
30516,"Michael L.",Bash,M
30517,Tommy,Bash,M
30518,"B. Hajee",Basha,M
30519,Genti,Basha,M
30520,Gentian,Basha,M
30521,George,Basha,M
30522,Shkëlqim,Basha,M
30523,Chris,Basham,M
30524,David,Basham,M
30525,Doug,Basham,M
30526,Jerry,Basham,M
30528,Joey,Basham,M
30529,John,Basham,M
30530,"Tom (I)",Basham,M
30531,Yigal,Bashan,M
30532,Reza,Bashar,M
30533,Marat,Basharov,M
30534,Ernie,Bashaw,M
30535,James,Bashaw,M
30536,William,Bashem,M
30538,D.,Basheshernath,M
30539,Andrey,Bashev,M
30540,Ismail,Bashey,M
30541,Chris,Bashford,M
30542,Lee,Bashforth,M
30543,Nysen,Bashhysa,M
30544,Haim,Bashi,M
30545,Joseph,Bashi,M
30546,Mohammed,Bashi,M
30547,Yosef,Bashi,M
30548,Nikolay,Bashilov,M
30549,F.,Bashinsky,M
30550,Soso,Bashinuridze,M
30551,Josh,Bashioum,M
30552,Bilal,Bashir,M
30553,Farrukh,Bashir,M
30554,Jonis,Bashir,M
30555,Martin,Bashir,M
30556,Takbir,Bashir,M
30557,Aleksandr,Bashirov,M
30558,Gennadi,Bashirov,M
30559,Peter,Bashka,M
30560,Konstantin,Bashkatov,M
30561,O.,Bashkatov,M
30562,Paul,Bashkin,M
30563,Andrei,Bashkirov,M
30564,Vladimir,Bashkirov,M
30565,Yuri,Bashkirov,M
30566,Yuri,Bashkov,M
30567,Blake,Bashoff,M
30568,Kevin,Bashor,M
30570,David,Bashover,M
30571,Timur,Bashtu,M
30572,Alain,Bashung,M
30573,Aleksandr,Bashurov,M
30574,Zsolt,Bashán,M
30575,Philip,Basi,M
30576,Amir,Basic,M
30577,Goran,Basic,M
30578,Ilija,Basic,M
30579,Ivica,Basic,M
30580,Relja,Basic,M
30581,Senad,Basic,M
30582,Count,Basie,M
30583,Mostafa,Basiji,M
30584,Harry,Basil,M
30585,"James (I)",Basil,M
30586,Steven,Basil,M
30587,William,Basil,M
30588,David,Basila,M
30589,Oleg,Basilashvili,M
30590,Yevgeni,Basilashvili,M
30591,G.,Basilaya,M
30592,Antonio,Basile,M
30593,Austin,Basile,M
30594,Christian,Basile,M
30595,Costy,Basile,M
30596,Domingo,Basile,M
30597,Germano,Basile,M
30598,Gerónimo,Basile,M
30599,"Giorgio (II)",Basile,M
30600,"Giorgio (III)",Basile,M
30601,Giovanni,Basile,M
30602,James,Basile,M
30603,Jim,Basile,M
30604,Joe,Basile,M
30605,Louis,Basile,M
30606,Marco,Basile,M
30607,Mark,Basile,M
30608,Nicola,Basile,M
30609,Pasquale,Basile,M
30610,Raffaele,Basile,M
30611,"Rocco J.",Basile,M
30612,Salvatore,Basile,M
30613,Vincenzo,Basile,M
30614,Victoire,Basile-Raphael,M
30615,Giancarlo,Basili,M
30616,Kamel,Basili,M
30617,Aleqsandre,Basiliaia,M
30618,Tony,Basilicato,M
30619,Barna,Basilides,M
30620,Zoltán,Basilides,M
30621,"Michael A.",Basilie,M
30622,"Francisco J.",Basilio,M
30623,Javier,Basilio,M
30624,Ivan,Basilivan,M
30625,"William T.","Basinger II",M
30626,Billy,Basinger,M
30627,John,Basinger,M
30628,John,Basings,M
30629,Abdullah,Basirat,M
30630,Mahmoud,Basiri,M
30631,Benoît,Basirico,M
30632,Austin,Basis,M
30633,Gogi,Basishvili,M
30634,José,Basista,M
30635,"Robert Joseph",Basista,M
30636,Andrzej,Basiukiewicz,M
30637,Nikolai,Baskanchin,M
30638,A.W.,Baskcomb,M
30639,John,Baskcomb,M
30640,Laurence,Baskcomb,M
30641,Norvin,Baskerville,M
30642,Steve,Baskerville,M
30643,Hamid,Basket,M
30644,Ernest,Baskett,M
30645,James,Baskett,M
30646,Nelson,Baskeville,M
30647,Eric,Baskeyfield,M
30648,Bernard,Baski,M
30649,"Weems Oliver","Baskin III",M
30650,Andrew,Baskin,M
30651,"Arnold (II)",Baskin,M
30652,"Arnold (III)",Baskin,M
30653,Bernard,Baskin,M
30654,Cezmi,Baskin,M
30655,Eino,Baskin,M
30656,Elya,Baskin,M
30657,Jared,Baskin,M
30658,Jason,Baskin,M
30660,Lloyd,Baskin,M
30661,Michael,Baskin,M
30662,Norton,Baskin,M
30663,"Richard (I)",Baskin,M
30664,"Richard J.",Baskin,M
30665,Roman,Baskin,M
30666,Ron,Baskin,M
30667,Sergei,Baskin,M
30668,Steve,Baskin,M
30669,William,Baskin,M
30670,William,Baskiville,M
30671,Christian,Baskous,M
30672,Nick,Baskovitch,M
30673,Antoine,Basler,M
30674,Hermann,Basler,M
30675,Julien,Basler,M
30676,Mario,Basler,M
30677,René,Basly,M
30678,Hervé,Baslé,M
30679,Aziz,Basmaci,M
30680,Yusuf,Basmaci,M
30681,Mikhail,Basmadjian,M
30682,Salon,Basnet,M
30683,Alain,Basnier,M
30684,Luis,Basnura,M
30685,Manuel,Basoa,M
30686,Riley,Basoki,M
30687,Antonio,Basora,M
30688,Estanislao,Basora,M
30689,Josep,Basora,M
30690,Vladimir,"Basov Ml.",M
30691,Aleksandr,Basov,M
30692,Vladimir,Basov,M
30693,Vladislav,Basov,M
30694,Johnny,Baspin,M
30695,Jérome,Basque,M
30696,Maurice,Basque,M
30697,Ron,Basque,M
30698,Jim,Basquette,M
30699,Rudy,Basquez,M
30700,"Jean Michel",Basquiat,M
30701,Bill,Basquin,M
30702,Ahmed,Basri,M
30703,Mohamed,Basri,M
30704,Krishna,Basrur,M
30706,L.D.,"Bass Sr.",M
30707,Adam,Bass,M
30708,Alan,Bass,M
30709,Alfie,Bass,M
30710,Ari,Bass,M
30711,Art,Bass,M
30712,Ben,Bass,M
30713,"Bill (II)",Bass,M
30714,Billy,Bass,M
30715,"Bob (I)",Bass,M
30716,Bobby,Bass,M
30717,Brodie,Bass,M
30718,"Chris (I)",Bass,M
30719,Cyril,Bass,M
30720,David,Bass,M
30721,Dick,Bass,M
30722,DJ,Bass,M
30723,Don,Bass,M
30724,"Don Wayne",Bass,M
30725,Doug,Bass,M
30726,Emory,Bass,M
30727,Eric,Bass,M
30728,Eugene,Bass,M
30729,Francisco,Bass,M
30730,Frankie,Bass,M
30731,Fred,Bass,M
30732,George,Bass,M
30733,Greg,Bass,M
30734,Guy,Bass,M
30735,Harvey,Bass,M
30736,"James Lance",Bass,M
30737,"Jeff (II)",Bass,M
30738,Johny,Bass,M
30739,Jonathan,Bass,M
30740,Kenneth,Bass,M
30741,Kenny,Bass,M
30742,Kim,Bass,M
30743,Leon,Bass,M
30744,"Michael (I)",Bass,M
30745,"Mike (I)",Bass,M
30746,Monty,Bass,M
30747,Paul,Bass,M
30748,Phonz,Bass,M
30749,Roger,Bass,M
30750,"Ron (I)",Bass,M
30751,"Ron (II)",Bass,M
30752,Ronald,Bass,M
30753,Saul,Bass,M
30754,Timothy,Bass,M
30755,Tod,Bass,M
30756,Todd,Bass,M
30757,Tom,Bass,M
30758,Ty,Bass,M
30759,Werner,Bass,M
30760,"William (I)",Bass,M
30761,"William (II)",Bass,M
30762,Robert,Bassac,M
30763,Jacques,Bassal,M
30764,Gabriel,Bassale,M
30765,François,Bassalert,M
30766,Amarjit,Bassan,M
30767,Danny,Bassan,M
30768,Raphaël,Bassan,M
30769,Shlomo,Bassan,M
30770,Angelo,Bassanelli,M
30771,David,Bassanelli,M
30772,Eric,Bassanesi,M
30773,Giorgio,Bassani,M
30774,Toula,Bassanoff,M
30775,"Antonio Tadeu",Bassarelli,M
30776,John,Bassberger,M
30777,Alexandre,Basse,M
30778,Alister,Basse,M
30779,Claudio,Bassegato,M
30780,Paolo,Bassegato,M
30781,Valeri,Bassel,M
30782,Raymond,Bassem,M
30783,Mark,Bassenger,M
30784,Albert,Bassermann,M
