atomid,Cnt
d265_7,3
d266_18,3
d266_19,3
d266_27,3
d266_28,3
d266_3,3
d266_35,3
d266_5,3
d266_7,3
d267_10,3
d267_11,3
d267_2,3
d267_3,3
d267_6,3
d268_11,3
d269_11,3
d269_12,3
d269_2,3
d269_27,3
d269_31,3
d269_32,3
d269_36,3
d269_9,3
d26_10,3
d26_14,3
d26_18,3
d270_1,3
d270_13,3
d270_16,3
d270_21,3
d270_22,3
d270_28,3
d270_29,3
d270_3,3
d270_36,3
d270_37,3
d270_4,3
d270_44,3
d270_45,3
d270_6,3
d271_10,3
d271_19,3
d271_20,3
d271_27,3
d271_28,3
d271_34,3
d271_35,3
d271_6,3
d277_14,3
d277_28,3
d277_29,3
d277_3,3
d278_26,3
d278_27,3
d278_3,3
d279_3,3
d27_12,3
d27_2,3
d280_16,3
d280_3,3
d281_1,3
d281_2,3
d282_1,3
d282_2,3
d282_3,3
d283_1,3
d283_10,3
d283_9,3
d284_1,3
d284_9,3
d285_1,3
d285_11,3
d285_5,3
d286_1,3
d286_2,3
d287_1,3
d287_14,3
d287_2,3
d287_22,3
d287_4,3
d287_6,3
d287_9,3
d288_12,3
d288_2,3
d288_6,3
d288_7,3
d289_6,3
d290_17,3
d291_1,3
d291_4,3
d292_16,3
d292_20,3
d292_5,3
d292_6,3
d295_1,3
d295_5,3
d297_100,3
d297_106,3
d297_107,3
d297_113,3
d297_114,3
d297_120,3
d297_121,3
d297_135,3
d297_136,3
d297_142,3
d297_143,3
d297_149,3
d297_150,3
d297_156,3
d297_157,3
d297_165,3
d297_166,3
d297_169,3
d297_17,3
d297_172,3
d297_175,3
d297_178,3
d297_18,3
d297_183,3
d297_184,3
d297_185,3
d297_188,3
d297_191,3
d297_194,3
d297_197,3
d297_2,3
d297_200,3
d297_203,3
d297_24,3
d297_25,3
d297_3,3
d297_31,3
d297_32,3
d297_38,3
d297_39,3
d297_55,3
d297_56,3
d297_62,3
d297_63,3
d297_69,3
d297_7,3
d297_70,3
d297_76,3
d297_77,3
d297_84,3
d297_86,3
d297_99,3
d298_23,3
d298_24,3
d298_27,3
d298_33,3
d298_37,3
d29a_10,3
d29b_10,3
d2_21,3
d2_22,3
d300_2,3
d300_8,3
d302_2,3
d304a_10,3
d304a_12,3
d304a_16,3
d304a_20,3
d304b_11,3
d304b_15,3
d304b_23,3
d304b_9,3
d305_10,3
d306_10,3
d306_14,3
d306_2,3
d306_3,3
d306_6,3
d307_11,3
d307_3,3
d307_7,3
d308_11,3
d308_12,3
d309_2,3
d311_12,3
d311_13,3
d311_14,3
d311_15,3
d311_16,3
d311_31,3
d312_12,3
d312_17,3
d313_18,3
d313_19,3
d313_21,3
d313_26,3
d313_27,3
d313_30,3
d313_34,3
d313_38,3
d313_42,3
d313_46,3
d315_23,3
d316_8,3
d317_1,3
d318_24,3
d318_26,3
d31a_21,3
d31a_26,3
d322_29,3
d322_30,3
d322_48,3
d322_55,3
d323_28,3
d324_47,3
d326_17,3
d327_12,3
d328a_1,3
d328a_2,3
d328a_3,3
d328a_4,3
d328a_5,3
d329_17,3
d329_19,3
d329_47,3
d329_51,3
d329_79,3
d32a_21,3
d32a_25,3
d330_34,3
d330_44,3
d330_64,3
d330_70,3
d330_80,3
d330_85,3
d332_2,3
d332_3,3
d332_6,3
d333_19,3
d333_24,3
d334_13,3
d334_14,3
d334_20,3
d334_21,3
d336_12,3
d337_2,3
d337_3,3
d35_11,3
d36a_29,3
d36a_34,3
d37_20,3
d37_26,3
d38_10,3
d39_11,3
d3_23,3
d40_21,3
d41_14,3
d41_15,3
d41_22,3
d41_23,3
d41_29,3
d41_30,3
d41_9,3
d42_11,3
d44_11,3
d44_16,3
d48_12,3
d48_20,3
d48_21,3
d4_15,3
d54_11,3
d54_12,3
d54_21,3
d58_30,3
d58_37,3
d59_13,3
d61_13,3
d61_19,3
d61_20,3
d61_26,3
d61_27,3
d63_13,3
d63_14,3
d65_12,3
d66_24,3
d66_37,3
d66_38,3
d66_44,3
d66_45,3
d66_52,3
d66_56,3
d66_57,3
d67_13,3
d67_19,3
d69_11,3
d70_12,3
d70_17,3
d71_13,3
d71_16,3
d71_23,3
d75_11,3
d76_29,3
d76_35,3
d76_36,3
d77_23,3
d77_27,3
d77_48,3
d77_51,3
d78_11,3
d78_12,3
d78_18,3
d78_19,3
d78_27,3
d78_28,3
d79_19,3
d79_20,3
d82_17,3
d82_21,3
d82_30,3
d83_9,3
d84a_10,3
d84a_11,3
d84a_14,3
d84a_15,3
d84a_16,3
d84a_17,3
d84a_2,3
d84a_20,3
d84a_3,3
d84a_6,3
d84a_9,3
d84b_11,3
d84b_15,3
d84b_16,3
d84b_17,3
d84b_18,3
d84b_2,3
d84b_3,3
d84b_4,3
d84b_5,3
d84b_6,3
d84b_7,3
d89_1,3
d89_3,3
d89_6,3
d89_7,3
d8_22,3
d8_32,3
d92_2,3
d94_2,3
d95_15,3
d95_19,3
d96_14,3
d96_4,3
d96_6,3
d96_7,3
d96_8,3
d96_9,3
d97_21,3
d97_26,3
d97_27,3
d9_10,3
d9_18,3
d102_1,4
d103_1,4
d104_1,4
d107c_1,4
d107d_1,4
d119_1,4
d123_1,4
d128_1,4
d139_1,4
d144_29,4
d147_1,4
d163_1,4
d166_1,4
d172_1,4
d185_1,4
d186a_1,4
d186b_1,4
d191_1,4
d198_1,4
d208_2_1,4
d209_17,4
d211_1,4
d218_1,4
d219_1,4
d225a_1,4
d225b_1,4
d228_1,4
d229_1,4
d232_1,4
d234_1,4
d235_1,4
d237_1,4
d239_1,4
d240_1,4
d241_1,4
d243_1,4
d244_1,4
d245_1,4
d253_1,4
d254_1,4
d255_1,4
d257_1,4
d258_1,4
d260_1,4
d261_1,4
d264_1,4
d265_1,4
d266_1,4
d269_1,4
d271_1,4
d272_1,4
d273_1,4
d274_1,4
d275_1,4
d276_1,4
d277_1,4
d278_1,4
d279_1,4
d280_1,4
d288_1,4
d289_1,4
d297_1,4
d297_10,4
d297_128,4
d297_48,4
d297_92,4
d300_1,4
d301_1,4
d307_1,4
d309_1,4
d319_1,4
d337_1,4
d84a_1,4
d84b_1,4
d92_1,4
d94_1,4
