actorid,movieid,role
7180,377336,"Severin Lindberg"
7180,390231,"Rev. Gransjö"
7180,394937,"Karl Ludvig"
7180,394946,
7180,396250,"Uncle Schöndorff"
7180,399874,Tomten
7180,405794,"Sokrates (episodes 2, 4)"
7180,407260,"Ruskprick (episodes 10-12)"
7181,34446,"Aage Kastrup"
7181,101126,Axel
7181,122273,
7181,245943,Jonas
7181,309064,
7181,377336,Count
7182,2287,"Himself - Presenter"
7183,284394,Sigvald
7184,197499,Drunk
7185,197499,Customer
7186,168446,
7187,182538,"Man in the dance hall"
7188,10334,Mönther
7189,52580,Veteran
7190,340431,
7191,21590,
7192,49129,Peluque
7192,103051,
7192,264342,
7192,268232,
7192,322382,
7192,349042,
7192,349612,"Mr. Kásás"
7192,403110,"Himself/Host (1999-2002)"
7193,377129,"Himself (cameo)"
7194,137593,
7194,173851,
7194,173858,Ekrem
7194,178389,
7194,295534,
7195,107947,
7196,366038,
7197,121345,
7198,8571,
7198,14714,
7198,53684,
7198,80296,
7198,209066,
7198,225699,
7198,225710,
7198,235309,
7198,353641,
7199,10498,
7199,13023,
7199,28795,
7199,51528,"Pierre D´Allouville"
7199,53654,
7199,63951,
7199,81409,
7199,84177,Marqués
7199,88795,
7199,92943,
7199,101878,
7199,103558,
7199,112133,
7199,129519,
7199,143678,
7199,148087,"Príncipe Cernuvitz"
7199,158874,Albee
7199,165160,
7199,199831,Santiago
7199,204633,
7199,204988,
7199,206313,
7199,215400,Jiménez
7199,216080,Rigal
7199,275090,"Juan Velho"
7199,283051,"Don Ricardo"
7199,302401,"Maitre de hotel"
7199,326338,Acreedor
7199,328864,"Director de la sala de baile"
7199,340050,
7199,376758,
7200,345592,Perrero
7201,331427,"Hairdressing twin #2"
7202,331427,"Hairdressing twin #1"
7203,225611,
7204,63983,"Joven I"
7204,68946,
7205,380669,"L'inspecteur Lenormand"
7206,257014,Himself
7206,258758,Himself
7207,306126,Man
7208,43764,
7209,80139,"Musician at Circus"
7210,133130,Minister
7211,113986,"Bus Station Guard"
7212,250764,"Seamus O'Connor"
7213,125544,Himself
7213,263152,Himself
7214,244416,Matt
7214,301586,Norm
7215,197808,"Mörner's Assistant"
7216,340827,Lip-Syncher
7217,78010,
7217,223925,Jim
7217,345966,"Al, Ranch Hand"
7217,359147,"Bit part"
7217,364095,"Bernard Martinez"
7218,5272,"Don Carmelo"
7218,19720,
7218,28948,Anderl
7218,30389,"Ángel, Manu's father"
7218,48182,
7218,50150,"Pablos, el Buscón"
7218,54760,
7218,58036,
7218,67212,"Ramón Maello"
7218,74827,
7218,75186,Raimundo
7218,77253,
7218,82342,
7218,85958,Culebrero
7218,91089,LLamoso
7218,100527,
7218,103154,Viric
7218,108119,
7218,108634,Julián
7218,112027,
7218,124705,
7218,133093,"Spaniard at party"
7218,135280,Domi
7218,136979,
7218,146481,"Don Lino"
7218,148036,
7218,148072,
7218,159674,
7218,160725,
7218,165895,
7218,174019,
7218,198246,Ventero
7218,205001,
7218,208141,"El lugarteniente 'Metralla'"
7218,209075,
7218,212347,
7218,221903,Goyo
7218,233344,Cliente
7218,235254,Muñoz
7218,235315,
7218,235334,
7218,251337,
7218,252537,"El maquinista"
7218,266871,Venancio
7218,272640,Antoliano
7218,280576,Martin
7218,284212,Zapatero
7218,292767,
7218,307297,
7218,307724,
7218,332573,Cartero
7218,332584,Amador
7218,332600,
7218,333640,
7218,334471,
7218,334702,
7218,337894,
7218,348936,
7218,355744,
7218,369754,"Himself - Nominee: Best Suppo"
7218,371748,
7218,377894,
7218,383816,
7218,385434,"El Fraile"
7218,389139,"Nicolás Rubín"
7218,402679,"Juan Haldudo"
7218,404017,
7219,5268,
7219,52745,
7219,90055,
7219,103118,
7219,140564,
7219,343608,
7219,350933,
7219,376734,
7220,1050,"Waiter at Café Royal"
7220,6584,"Man watching the boxing game"
7220,6585,"Man at the boxing match"
7220,11780,Doorman
7220,29558,"Criminal detective"
7220,34222,Soldier
7220,115402,"Listening man"
7220,121014,
7220,142835,"Dancing man"
7220,154504,"Man at the market"
7220,154509,"Door man at the hotel"
7220,174255,"Funfair visitor"
7220,198271,"Guest at the bakery"
7220,237081,"Kund hos frisören"
7220,244073,"Gym trainee"
7220,268343,"Guest at the restaurant"
7220,281956,"Police officer"
7220,296207,"Man in theater"
7220,312022,
7220,315365,Man
7220,322422,"Wardrobist at 'Siam'"
7220,338708,"Man in the toy store"
7220,349902,Crewman
7221,2608,Jingis
7222,340304,"Monsieur Maurice"
7222,377475,Gendarme
7222,399813,"Himself/Various Characters"
7223,41458,
7223,113126,Alex
7223,190628,Andy
7223,211824,"Look Out"
7223,326122,Jimmy
7223,390686,"Alain (2002-)"
7224,8334,
7224,95431,Selami
7224,286104,Durmus
7224,387812,"Zaybek Niyazi"
7225,252445,Rolly
7226,26681,Mario
7226,26690,
7226,33501,Renato
7226,245801,"Operaio #1"
7227,110329,Needles
7227,130995,Himself
7228,181152,"Tore Reimer"
7229,127706,Arvid
7230,206862,
7231,75496,
7231,335515,
7232,55923,
7233,91171,"Augusto Algueró, miembro del "
7233,242678,Himself
7234,27964,
7235,72381,Steve
7236,79304,"Himself (Firehouse Five Plus "
7236,241415,"Himself (Firehouse Five Plus "
7237,198603,Jüri
7238,162703,
7238,371559,
7239,173706,
7240,35997,Chanda
7240,173706,
7240,205077,"King Shivaji"
7241,378958,Rubén
7241,403366,"Dr. Franco Galván"
7242,303015,Jonni
7243,261365,
7244,155097,"Un voleur"
7244,309961,"Fatty Marcos"
7245,331427,"Bunker #1 lying Iraqi"
7246,9870,Lulu
7246,336968,
7247,114806,
7248,293631,
7248,341604,Pikku-Pouvali
7249,176620,"1. herra"
7250,24289,TV-journalist
7251,37068,Juggler
7252,134178,"Chilean family"
7253,134178,"Chilean family"
7254,267485,"Russian Bodyguard"
7255,7632,"Himself (Cook)"
7255,10624,
7255,51302,"Himself - Performer (performi"
7255,62207,
7255,87905,
7255,93756,"Street crew"
7255,127021,
7255,135240,
7255,138597,
7255,142545,
7255,162658,
7255,168789,
7255,173545,
7255,176185,
7255,198771,
7255,202529,Himself
7255,208620,
7255,209240,
7255,236690,
7255,251927,
7255,251994,
7255,252016,
7255,271533,
7255,272162,"Old Hunter"
7255,278660,Himself
7255,287160,
7255,293297,
7255,300420,
7255,317793,
7255,330979,
7255,370422,
7256,359,"Special Appearance"
7256,166554,Himself
7256,166555,Himself
7257,300791,Father
7258,47993,"Wedding Saxophonist"
7259,408704,"(Episode 1)"
7260,229601,"Sceicco Hitami"
7261,123865,Abdi
7262,175918,Choudhary
7262,218868,
7262,397356,"Hassan Ali"
7263,53062,Omar
7264,276920,"Future Soldier"
7265,373530,"The Shop Man"
7266,24270,
7267,158591,Donny
7268,40864,"Nick Cave Fan"
7269,191054,"Buyer IV"
7270,91466,
7270,123737,
7270,124950,
7270,135941,
7270,164193,"Serveur Café"
7270,226116,
7270,248692,
7270,285825,
7271,14494,Himself
7272,274361,Malito
7273,4160,Shopkeeper
7273,29425,
7273,43327,"Young Man"
7273,43328,"Bus driver Rajesh"
7273,204909,
7273,249662,
7273,284757,"Ram Bhagat Sharma"
7274,20690,Dev
7275,303110,
7276,168297,Waiter
7276,196134,Winston
7277,280663,"Home Band: Vocals"
7278,19399,
7278,62723,
7278,87423,"Sweatshop foreman"
7278,152493,
7278,166487,
7278,168082,
7278,176063,Sharry
7278,202756,
7278,215549,
7278,222367,
7278,297595,
7278,370949,
7279,21756,"James Bond"
7280,366244,Barman
7280,383363,"Gulati (The Sea Captain's Tal"
7281,158516,"Driver 2 (Pakistan)"
7282,316411,Pharoah
7283,272614,"The masked man"
7284,51318,
7284,288291,
7284,377501,
7285,397356,Laiba
7286,253913,"Nana the dog"
7287,259420,Regurgitator
7287,289580,"Turkish Landlord"
7287,316001,Himself
7288,122319,
7289,126568,Militia
7290,38996,Gangster
7290,116985,Tone
7290,127048,
7290,215350,
7291,288242,Patil
7291,329221,
7292,219708,Priest
7293,292175,"Curry house staff"
7294,58684,Postman
7294,76463,"Garage Owner"
7294,176082,
7294,195786,"Dance master"
7295,233201,
7296,33940,Gary
7296,77204,Fiz
7296,79025,Rishi
7297,39497,"Yakub Menon"
7298,284757,Mahadevan
7299,16305,
7299,28718,
7299,30547,
7299,31423,"Purnia Gujjar (sarpanch)"
7299,36550,
7299,88472,
7299,137873,
7299,163858,"Manek Rao"
7299,175985,
7299,180728,
7299,200699,Devkaran
7299,207098,
7299,341637,
7299,355327,
7300,95471,"Native American"
7301,403805,"Gregory Charmain (1998-1999, "
7302,202194,Himself
7302,202196,"Himself (National Secretary, "
7303,102117,Christian
7305,175190,"Officer Williams"
7306,109704,"Vigilante #3"
7307,257443,Craig
7308,60532,
7309,20625,Extra
7310,171791,"Maqbool Haider 'Mak'"
7310,195461,
7310,319794,"Vikramaditya Singh"
7310,339683,Erasmo
7311,83110,"Buyer #1"
7312,4098,
7312,95449,
7313,40053,"Party Goer"
7314,81644,"H-burger employee"
7315,157578,"The Chief Guest"
7316,390950,Basketguy/girl
7317,385651,"Tank commander"
7318,199427,
7318,234483,"Le serveur du restaurant Khaj"
7318,285950,
7319,4098,
7319,62312,
7319,65574,
7319,77307,
7319,137181,
7319,167981,
7319,285970,
7319,299252,
7320,135941,
7320,179781,"Supt. Ali"
7321,209100,"Issam's Brother"
7322,1404,"Himself (trains for fight)"
7322,1747,"Himself (First Pitch Ceremony"
7322,2040,Himself
7322,2613,"Himself - Co-presenter: Best "
7322,10550,Himself
7322,10554,Himself
7322,13751,Himself
7322,34730,Himself
7322,34921,"Himself - Roastee (Guest of H"
7322,37054,Himself
7322,39842,Himself
7322,42705,Himself
7322,46418,"Himself (N.Y. Premiere)"
7322,58885,Himself
7322,83659,Himself
7322,89364,"Himself (special appearance)"
7322,103840,Himself
7322,111948,Himself
7322,112351,Himself
7322,119583,"Gideon Jackson"
7322,121830,"Himself - Presenter"
7322,133911,Himself
7322,133962,Himself
7322,141046,Himself
7322,142809,"Himself (with reporters)"
7322,151744,Himself
7322,153147,Himself
7322,164471,Self
7322,169431,Himself
7322,177683,Himself
7322,187359,Himself
7322,187424,
7322,189266,
7322,201608,Himself
7322,202194,"Himself (with Malcolm X)"
7322,202195,"Himself (handshake with Malco"
7322,202196,"Himself (with Malcolm X)"
7322,218004,Himself
7322,221831,Himself
7322,221832,Himself
7322,221833,Himself
7322,221834,Himself
7322,221836,Himself
7322,230681,Himself
7322,231509,Himself
7322,257014,Himself
7322,276090,Himself
7322,283249,Challenger
7322,308130,Himself
7322,308872,Himself
7322,319384,Himself
7322,363215,Himself
7322,364816,Himself
7322,368815,Himself
7322,380822,Himself
7322,384590,Himself
7322,388136,Himself
7322,388268,Himself
7322,392385,Himself
7322,392529,"Himself (segment "Inventing t"
7322,402964,Himself
7322,403678,Himself
7322,407822,Himself
7323,40213,
7323,95939,
7323,351353,
7324,65950,Ratnasen
7324,86682,
7324,218340,"Auto Rickshaw Driver"
7325,393183,
7326,95398,Fu
7327,117656,"Can Thrower"
7328,95471,"Ottoman soldier"
7329,16668,Trumpeter
7330,355924,"Extra at Award Ceremony"
7331,17079,
7332,408704,"(Episode 1)"
7333,133962,Himself
7333,221834,Himself
7334,158516,"Driver 1 (Pakistan)"
7335,147609,Rosie
7336,215200,
7336,359417,
7337,169850,
7337,266964,"Mangal Singh"
7338,164768,
7338,165005,
7338,165006,
7339,175918,"Sikh Pilgrim 5"
7340,376442,Taho
7341,384181,"CB crew"
7342,8898,
7343,374005,Salmaan
7344,19361,Cvika
7344,88541,Jovic
7344,209846,Crni
7344,244282,
7344,265909,"(segment "Natasa")"
7344,340238,Nikola
7344,399027,Dusan
7345,27464,
7346,162695,Danny
7347,36022,Raman
7348,119888,"Fat Freddie"
7349,124950,
7350,21603,Mabros
7350,140497,
7351,320388,
7352,282935,"Sugar Kings"
7352,408590,Drums
7353,110108,
7354,22118,Dharma
7355,351402,Ali
7356,145172,Himself
7356,263382,Himself
7357,19980,"Airport Security Guard #1"
7357,392244,"Farm Worker #1"
7358,356764,"Ryan's Mate"
7359,376442,Moho
7360,107695,Nogari
7360,304587,Guard
7361,142949,"Store clerk"
7362,109704,"Vigilante #4"
7363,308605,Cop
7363,371887,"Man in Lounge"
7364,124950,
7365,48700,Billettkontrollør
7366,306980,
7367,379030,"Himself (199?-????)"
7367,411734,"Himself - the host (2002)"
7368,380349,Singh
7369,184265,
7370,106328,"Camarero karaoke"
7371,54869,Jesús
7371,80245,
7372,83552,
7372,351029,Pepe
7372,381860,Eugenio
7373,101967,Anciano
7374,57251,"Francisco Nuñez de Pineda"
7375,32374,"Santos Golenza"
7375,111567,Marc
7375,285801,"Diileri Tukholmassa"
7375,394940,"Gang leader"
7375,396250,Lasse
7375,407118,Rick
7376,105462,Dancer
7377,104616,Host
7377,389550,Host
7377,406378,Himself/Host
7377,406379,Himself/Host
7377,406380,Host
7377,409565,"Greek columnist (1998-2001)"
7378,34955,Elliah
7378,38021,Pete
7378,71897,"Eddie Cuba"
7378,80794,"Dr. Dunning"
7378,84206,
7378,87480,Kirkpatrick
7378,103284,"Iranian Minister"
7378,108408,Administrator
7378,121520,Hosni
7378,130867,Gerstner
7378,140960,"President Sanchez"
7378,190273,"Cereal Commercial Director"
7378,194284,
7378,196053,Doctor
7378,241598,Wenko
7378,272413,"Chief Galati"
7378,292450,"Mahir Sulleyman"
7378,302911,
7378,306250,"Spark Drendl"
7378,310195,"Chemist (Overdog's chief henc"
7378,311136,Omar
7378,321699,"Wael Zwaiter"
7378,327061,"Judge Tsuruda"
7378,329342,"Dr. Sid Beria"
7378,336459,"Karl Gish"
7378,344484,"Dr. Amos"
7378,369195,"Abdus Hamdoon"
7378,398209,Shaffik
7378,399153,"Nat Driscoll"
7378,399153,"Nathaniel Parker"
7378,399153,"Vincent Yarmack"
7379,19816,
7380,408704,"(Episode 3)"
7381,282616,Pharoah
7382,135137,
7383,56501,
7384,231997,Drummer
7384,265299,
7384,296918,Himself
7385,409440,
7386,23190,"El Niño"
7386,71227,Jefe
7386,96269,"Conference Security Guard"
7386,115820,Soltero
7386,132642,"El Guardia Fronterizo de Tira"
7386,171417,Doorkeeper
7386,195229,"Mendigo Borracho"
7386,198246,Relator
7386,208141,"El cabecilla de los hinchas"
7386,221756,"Folklórico despedido"
7386,260934,
7386,277393,Pistolita
7386,303086,
7386,376657,"Franquista Bar"
7387,217665,"L'alien/Le gamin (voices)"
7388,41245,
7388,155181,Haryati
7388,183206,"Isteri Haji Bakhil"
7389,78104,Hejeris
7389,192171,"Ram Dass"
7389,286687,"Asian Accountant"
7389,337478,"Abu Talb"
7390,313880,
7390,313882,Shaman
7391,227051,General
7392,7450,Tonin
7392,21418,"Rémy de Martigues"
7392,23720,
7392,23728,
7392,57847,
7392,123901,
7392,280531,Titin
7392,333907,
7392,340128,
7392,345166,
7392,353859,
7393,43001,
7393,53842,Arthur/Michel
7393,257075,"Le conseiller éducatif"
7393,276385,Richard
7394,248968,
7394,345242,Marcel
7395,122035,
7396,54195,
7396,341141,
7397,293352,
7398,168850,UN-Ambassador
7399,92555,
7399,392669,"Sammy Benour"
7400,70098,
7401,8454,"Barun Lenbach"
7401,9377,
7401,58312,Vasa
7401,147464,
7401,159456,
7401,166956,
7401,173009,
7401,210508,
7401,214248,Foreman
7401,226475,"George Condovici"
7401,237484,
7401,237775,Sin
7401,240087,
7401,248002,
7401,295064,
7401,300962,
7401,303625,
7401,338877,"Zvonko Krslak"
7401,343804,Horvat
7401,375316,"Mate Alic"
7401,397410,Stavros
7401,402486,
7402,52082,Chungita
7403,308242,
7404,106444,"Goofy Goof"
7404,131852,"Goofy Goof"
7405,18396,
7405,35836,
7406,48939,"The Cal Trans Crewman"
7407,40936,
7407,221481,"Themselves - Pre-Show Perform"
7407,221487,"Live Performance"
7408,234083,"Sean O'Keefe"
7409,258812,Andrey
7410,170067,
7410,281609,
7410,383242,"Ernesto López Larazábal/Eduar"
7410,383250,
7410,387621,"Reynaldo Cárdenas"
7410,391272,"Juan Diego Urbaneja"
7410,392848,"Astolfo Aristizábal"
7410,396644,Jeremías
7410,401067,Daniel
7410,403125,"Father Barrientos"
7410,410387,Doctor
7411,254224,
7412,340686,"British Player #1"
7413,232626,"Car mechanic/'Nike' soccer te"
7414,14023,Himself
7414,249599,Himself
7414,297262,Michael
7415,89572,"Young man with mink coat"
7416,6489,
7416,12123,
7416,54112,
7416,83139,
7416,155666,
7416,206741,"The Guacho Envamada"
7416,212390,
7416,221573,
7416,268513,
7416,310072,
7416,317949,
7417,19926,Cino
7417,386771,
7418,61089,
7418,64776,
7418,70897,"Uncle Nino"
7418,73650,
7418,103554,"Capt. Gutierrez"
7418,124558,"Dr. Calabresi"
7418,128931,
7418,158764,"Il barman del club"
7418,158768,"Il direttore di polizia"
7418,213801,"Commissioner Nicastro"
7418,213803,
7418,217556,Forester
7418,217704,"L'intendant du marquis"
7418,229653,"Prof. Giordani"
7418,259697,
7418,280744,"Avvocato di Savelli"
7418,316379,
7418,319327,Oste
7418,327912,"Sergente Steve Howard"
7418,382974,
7418,386771,
7419,380974,Himself
7420,2480,"Dracula (segment "La cavallon"
7420,11630,"Puppis' secretary"
7420,40230,"Jean Dechamps"
7420,45890,
7420,69520,Raoul
7420,113702,
7420,229613,
7420,279259,Cesare
7420,290899,
7420,328205,
7421,380992,
7422,1057,
7422,2923,"Vuja Vasic"
7422,20889,Kleine
7422,30096,
7422,33251,
7422,48517,Silovatelj
7422,58033,Ica
7422,73577,"Mr. Joe Larch ... glumac"
7422,81626,Psihijatar
7422,102627,Milicioner
7422,104572,
7422,105338,
7422,148794,
7422,154070,"Direktor hotela II"
7422,155622,"Skolski nadzornik"
7422,159224,Cale
7422,171911,"Upravnik Milutin"
7422,171926,
7422,179109,Porucnik
7422,180698,
7422,181113,
7422,187007,
7422,192890,
7422,192895,Ahmed
7422,192897,Direktor
7422,215120,"Inspektor za krvne delikte"
7422,226376,"Funkcioner Vidoje"
7422,226830,Pura
7422,227174,
7422,228787,
7422,244227,"Ostoja Cekic"
7422,244580,Skale
7422,251129,
7422,261946,"Drug Selja"
7422,265146,
7422,266972,"Kaplar II"
7422,270030,General
7422,272179,
7422,272714,
7422,282729,
7422,303626,Otac
7422,307238,"Musliman ... skojevac"
7422,310654,"Komandir milicije"
7422,312426,
7422,317870,
7422,320548,
7422,320559,
7422,348890,
7422,350665,"Drug Vlada"
7422,351345,"Rade Novovjerac"
7422,355550,Triberger
7422,357198,
7422,374060,Jokic
7422,374067,
7422,375311,
7422,375931,Otac
7422,376191,"Milicioner II"
7422,382787,"Cica Rogulja"
7422,383458,
7422,383805,
7422,385589,"Maestro ... madjionicar"
7422,386510,
7422,394110,"Momcilo Mosa 'Pucko'"
7422,395834,
7422,396546,
7422,396547,"Pijani vozac"
7422,396589,
7422,397988,
7422,399007,
7422,399008,
7422,400481,Skale
7422,401991,Selja
7422,402765,"Miodrag 'Mile' Ratkovcanin"
7422,403623,"Treci rodjak"
7422,404207,
7422,404626,
7422,405506,"Kosketov otac"
7422,409909,"Maj. Stojan"
7422,410260,"Agent VI antikomunistickog od"
7422,411914,
7423,341623,Pierre
7423,384972,"Biel Ferrero"
7424,266284,"Dado Bratovic"
7424,303622,Labud
7425,294545,Piroschka
7426,30754,"Le premier agresseur"
7427,380150,
7428,94063,
7429,26598,Runner
7430,23839,
7430,214827,Atabek
7430,229066,
7430,237529,
7430,258593,Safoyev
7430,349287,
7432,53329,Mime
7433,223552,
7434,340720,
7435,6240,Hussanein
7435,88683,
7435,109749,
7435,171842,
7436,227195,
7437,8261,
7437,103791,Divino
7437,144201,
7437,244086,
7437,269171,
7437,275029,
7437,344794,
7437,390507,
7438,126954,Mafatlal
7438,126955,Mafatlal
7438,350931,"Italienischer Mönch"
7439,16341,Schorsch
7439,18339,
7439,24098,Vorsitzender
7439,29354,
7439,42691,Nachtwaechter
7439,98119,
7439,102553,
7439,124411,
7439,144333,
7439,153921,
7439,290449,"The Door-Keeper"
7439,292257,"Ski-lift attendant"
7439,325666,
7439,364910,
7439,367026,
7439,389119,"Herr Karger (1989, 1990, 1991"
7439,395987,"Dr. Langkofel (episode 3)"
7439,404462,Fahrgast
7440,333661,"2. Moebeltraeger"
7441,135192,
7441,377573,
7442,168966,"Jonathan, as a boy"
7443,305909,
7444,398902,
7444,410410,
7446,405705,
7447,251241,"Maxx Payne"
7447,393593,Himself
7448,39692,"Chester Biggs"
7448,70013,Alderman
7448,72747,"Theater Manager"
7448,93981,"4th Communter"
7448,114180,Norman
7449,324979,
7450,6117,"Relationship counselor"
7451,100752,Himself
7451,288852,Himself
7452,173566,
7453,5007,"Police chief"
7454,76011,
7454,146447,
7454,170382,
7454,236745,
7454,302350,
7455,305782,"Mall Creep"
7457,323509,Himself
7458,32585,Kevin
7458,317309,"Beaze Fan #1"
7459,238658,"Drug Park kid #14"
7460,128073,
7461,336595,Solino
7462,249585,Himself
7463,81702,"Poker Player #3"
7464,56426,"Sentry #2"
7464,331279,"Teddy Farnum"
7465,71435,
7465,81611,
7465,81687,Nikos
7465,108724,Mark
7465,384175,"Diego as an Adult"
7466,35690,"Ukulele player"
7467,32592,
7468,32592,
7469,22767,
7469,51828,
7469,52619,
7469,205687,
7469,209469,
7469,210176,
7469,291644,
7469,354046,
7470,12020,
7470,193171,
7470,291657,
7470,310031,
7470,314362,
7471,68066,Concierge
7471,203343,Policeman
7471,381321,
7472,19659,
7472,140307,
7472,204418,Maestro
7472,204462,Minister
7472,325411,Schroeder
7473,383363,"Ace's Mate (The Knight's Tale"
7474,260834,
7475,294775,Recrutes
7476,241342,Spiderman
7476,384366,"Dillon Hornsby (1996-1997)"
7477,5264,
7477,6573,
7477,278972,
7478,137536,Scott
7478,380589,"Frank (1992-1995)"
7479,196101,
7479,382703,"Alex Pineda"
7479,391559,"Deputy Hank Ferris"
7480,78518,Zorro
7480,149881,
7480,179192,
7481,5694,
7481,5697,
7481,6423,
7481,7369,
7481,7596,
7481,8472,
7481,8589,Hasmet
7481,8718,
7481,10522,"Ali Baba"
7481,11738,
7481,12640,
7481,12979,
7481,15390,
7481,20305,
7481,22082,
7481,23192,"Red Kit 'Lucky Luke'"
7481,24748,
7481,24844,
7481,25611,"Turist Ömer"
7481,25612,
7481,25616,
7481,28390,
7481,30523,
7481,31010,
7481,33905,
7481,34221,
7481,34501,
7481,34506,
7481,35621,
7481,38491,
7481,39084,
7481,43279,
7481,45541,
7481,76919,
7481,78707,
7481,83317,
7481,87719,"Kudret Reis"
7481,95549,
7481,96488,
7481,97858,Arif
7481,97859,
7481,102534,
7481,109964,
7481,109967,
7481,114520,
7481,124202,
7481,125349,
7481,126870,
7481,127492,
7481,136765,
7481,136770,
7481,137559,
7481,140595,
7481,142236,
7481,144534,
7481,145752,
7481,146972,
7481,153972,
7481,155939,
7481,156217,
7481,156430,
7481,157614,
7481,163093,
7481,163100,
7481,163107,
7481,164034,
7481,171986,"Ahmet Aga"
7481,172176,
7481,172830,
7481,173828,"Dümen Basri"
7481,175380,
7481,175493,
7481,175494,
7481,179192,
7481,179815,
7481,182839,
7481,182868,
7481,182910,
7481,182911,
7481,182912,
7481,182913,
7481,198916,
7481,214280,
7481,228890,
7481,247900,
7481,251253,
7481,285491,
7481,285873,"Ofsayt Osman"
7481,287061,
7481,288380,
7481,294118,
7481,294119,
7481,294885,
7481,295269,
7481,295270,
7481,295532,
7481,296414,
7481,301448,
7481,307030,
7481,307151,
7481,307157,
7481,310058,
7481,310065,
7481,320473,
7481,324598,
7481,325210,
7481,341873,"Turist Ömer"
7481,341874,"Turist Ömer"
7481,341875,"Turist Ömer"
7481,341876,"Turist Ömer"
7481,348990,
7481,349230,
7481,350841,
7481,350843,
7481,370396,Ridvan
7481,370582,
7481,370629,
7481,370775,
7481,371129,
7481,376621,Fuat
7481,377495,
7481,377498,
7481,378597,
7481,378607,
7481,394189,"Banazli Ismail"
7481,404976,
7482,78518,
7483,92585,"Dr. Talavanne"
7484,177660,Extra
7485,244326,Mujahid
7485,357863,Albert
7486,122466,"Danne's Mate"
7487,1015,
7488,161978,
7489,183147,
7490,83525,"Voice in off"
7490,251326,"Voice in off"
7490,307194,"Voice in off"
7491,87804,"West Cordova"
7491,91887,Slave
7491,305789,Intruder
7491,336332,Alix
7492,321612,
7493,229052,Peter
7494,353773,
7495,375020,Davood
7496,89606,
7497,349310,"(segment Syuita)"
7498,82810,
7498,341785,
7499,265945,Choro
7500,20895,
7501,63272,
7501,173835,
7501,371291,
7501,374461,
7502,174272,
7503,16539,
7504,349366,
7505,292981,
7506,307100,
7506,404870,
7507,33838,
7508,133479,"Ben (bank guard #2)"
7509,380624,"Himself - the host"
7509,398388,"The Host"
7510,82281,Kaim
7511,87041,
7512,1007,
7512,6679,"Un des trois gangsters"
7512,13119,
7512,19325,Olivier
7512,19836,
7512,20332,L'imposteur
7512,25088,Raymond
7512,30817,
7512,34370,Dede
7512,54298,"Sbire #2"
7512,57473,Julien
7512,59745,
7512,103207,Marco
7512,123900,
7512,153807,
7512,153884,Marcel
7512,160204,
7512,168101,
7512,201141,
7512,210915,
7512,214376,Policeman
7512,220271,"Un voyou"
7512,235709,
7512,266402,"Un collaborateur de Faust"
7512,273108,
7512,282497,
7512,289435,
7512,307476,
7512,324067,"Le duc de Valençay"
7512,327543,"Père Sarrat"
7512,343566,
7512,376891,
7512,381521,
7512,389784,"Jean de Vienne"
7512,390395,
7512,401816,L'antiquaire
7512,410473,"Me Bisset"
7513,82531,
7514,382787,Vodnik
7515,181297,Legen
7516,410330,Krezo
7517,79182,
7517,90705,Giorgi
7517,97480,Polizist
7517,103070,Pietro
7517,115603,
7517,119705,Holger
7517,137420,Kudde
7517,137949,Rosencrantz
7517,156654,
7517,194147,"Joachim Hühnlein"
7517,195823,"Kemal Yilmaz"
7517,278390,Conny
7517,290471,Robert
7517,301039,Cloudy
7517,315949,Lukas
7517,325419,"Felix Stark"
7517,325505,"Felix Stark"
7517,325535,"Kommissar Felix Stark"
7517,325554,"Hauptkommissar Felix Stark"
7517,325569,"Kommissar Felix Stark"
7517,325580,"Kriminalhauptkommissar Felix "
7517,325608,"Felix Stark"
7517,325796,"Felix Stark"
7517,325886,"Felix Stark"
7517,325948,"Kommissar Felix Stark"
7517,325949,"Hauptkommissar Felix Stark"
7517,339585,"Moses Maler"
7517,394627,"Dr. Karim Busch (1999-2001)"
7518,352182,
7519,93849,
7519,375423,
7520,232921,
7521,396874,"Frederik Neuhaus (1999-)"
7522,28859,
7523,90805,Himself
7523,177475,"Party guest"
7524,298321,"Young Tuareg"
7525,241480,
7526,287013,"Man in the Temple #2"
7527,287013,"Man in the Temple #1"
7527,360653,
7528,74869,"Ertzaina 2"
7529,380160,Nene
7530,80776,Pablo
7531,2755,Karl
7531,2979,
7531,33897,
7531,41479,"1st Committee Man"
7531,58445,
7531,60084,Yitzhak
7531,82528,"TV reporter"
7531,97710,Belkin
7531,98227,Kuba
7531,123264,
7531,131776,Papalovski
7531,137114,
7531,167040,Matthew
7531,184714,"Jewelry Shopkeeper"
7531,190180,Simeon
7531,199854,Claude
7531,209721,"Jean Gabor"
7531,209847,
7531,210251,"Yankalle Soffer"
7531,222317,Kroll
7531,226476,"English Teacher"
7531,232660,
7531,285992,
7531,324461,Shmouel
7531,326354,Schultheiss
7531,343432,
7531,357107,Shimon
7531,373869,Ya'akov
7531,394237,"Atty. Gen. Yossef Harish"
7532,174988,Ahmet
7533,5704,
7533,24468,
7533,31012,
7533,90998,
7533,124460,"Forman Kaygun"
7533,136699,Kenan
7533,143235,
7533,160208,
7533,193488,"Taxi driver"
7533,275161,
7533,325468,Altun
7533,334712,Kamil
7533,378285,
7534,229972,Hoca
7534,239461,"Inspector of Ministry"
7535,90998,
7536,82620,
