id,compound_id,text,created_on,datatype,datatype_id
2635,69639,Suggested Classification:  ISA:cinnamic acids(CHEBI:23252); ISA:hexose(CHEBI:18133); ISA:glycoside(CHEBI:24400); ISA:olefinic compound(CHEBI:78840); ISA:delta-lactone(CHEBI:18946); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:monocarboxylic acid(CHEBI:25384); ISA:acetal(CHEBI:59769); ISA:carboxylic acid(CHEBI:33575); ISA:enol(CHEBI:33823); ISA:organonitrogen compound(CHEBI:35352); ISA:primary alcohol(CHEBI:15734); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69639
2636,69207,Suggested Classification:  ISA:alpha-amino acid(CHEBI:33704); ISA:N-acylpyrrolidine(CHEBI:46766); ISA:pyrrolidinecarboxylic acid(CHEBI:46767); ISA:carboxylic acid(CHEBI:33575); ISA:fatty amide(CHEBI:29348); ISA:carboxamide(CHEBI:37622); ISA:amino alcohol(CHEBI:22478); ISA:secondary alcohol(CHEBI:35681); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69207
2637,69214,Suggested Classification:  ISA:N-acyl-amino acid(CHEBI:51569); ISA:alpha-amino acid ester(CHEBI:46874); ISA:carbonyl compound(CHEBI:36586); ISA:pyrrolidinecarboxylic acid(CHEBI:46767); ISA:carboxylic acid(CHEBI:33575); ISA:N-acylpyrrolidine(CHEBI:46766); ISA:fatty acid ester(CHEBI:35748); ISA:fatty amide(CHEBI:29348); ISA:carboxylic ester(CHEBI:33308); ISA:amino alcohol(CHEBI:22478); ISA:carboxamide(CHEBI:37622); ISA:secondary alcohol(CHEBI:35681); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698);,2014-10-17 00:00:00,General,69214
2638,69238,Suggested Classification:  ISA:steroid(CHEBI:35341); ISA:phenanthrenes(CHEBI:25961); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:primary alcohol(CHEBI:15734);,2014-10-17 00:00:00,General,69238
2639,69240,Suggested Classification:  ISA:phenanthrenes(CHEBI:25961); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69240
2640,69243,Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:pyridines(CHEBI:26421); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:lactone(CHEBI:25000); ISA:organonitrogen compound(CHEBI:35352);,2014-10-17 00:00:00,General,69243
2646,69269,Suggested Classification:  ISA:monocarboxylic acid(CHEBI:25384); ISA:phenols(CHEBI:33853); ISA:benzoate ester(CHEBI:36054); ISA:amphetamines(CHEBI:35338); ISA:alpha-amino acid(CHEBI:33704); ISA:indoles(CHEBI:24828); ISA:pyrroles(CHEBI:26455); ISA:bromophenol(CHEBI:33624); ISA:organobromine compound(CHEBI:37141); ISA:amino fatty acid(CHEBI:59650); ISA:aralkylamine(CHEBI:18000); ISA:dicarboxylic acid(CHEBI:35692); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:carboxylic ester(CHEBI:33308); ISA:polyol(CHEBI:26191); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854); ISA:carbonyl compound(CHEBI:36586); ISA:alkylamine(CHEBI:13759);,2014-10-17 00:00:00,General,69269
2647,69272,Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:hemiacetal(CHEBI:5653); ISA:lactone(CHEBI:25000);,2014-10-17 00:00:00,General,69272
2648,69273,Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:lactone(CHEBI:25000); ISA:acetal(CHEBI:59769);,2014-10-17 00:00:00,General,69273
2649,70504,Suggested Classification:  ISA:organic heterotetracyclic compound(CHEBI:38163); ISA:alkaloid(CHEBI:22315); ISA:beta-carbolines(CHEBI:60834); ISA:naphthyridine derivative(CHEBI:73539); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:piperidines(CHEBI:26151); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:carboxylic ester(CHEBI:33308); ISA:pyrroles(CHEBI:26455); ISA:tertiary amine(CHEBI:32876); ISA:amino alcohol(CHEBI:22478); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70504
2650,70505,Suggested Classification:  ISA:carbazoles(CHEBI:48513); ISA:beta-carbolines(CHEBI:60834); ISA:quinolizidines(CHEBI:26516); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:piperidines(CHEBI:26151); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:oxolanes(CHEBI:26912); ISA:carboxylic ester(CHEBI:33308); ISA:hemiaminal(CHEBI:73080); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:secondary amine(CHEBI:32863); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70505
2651,70500,Suggested Classification:  ISA:carbazoles(CHEBI:48513); ISA:indolizines(CHEBI:38485); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:phenols(CHEBI:33853); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:piperidines(CHEBI:26151); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:carboxylic ester(CHEBI:33308); ISA:enoate ester(CHEBI:51702); ISA:enol ether(CHEBI:47985); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:aromatic alcohol(CHEBI:33854); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70500
2652,70501,Suggested Classification:  ISA:carbazoles(CHEBI:48513); ISA:indoles(CHEBI:24828); ISA:indolizines(CHEBI:38485); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:aralkylamine(CHEBI:18000); ISA:piperidines(CHEBI:26151); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxylic ester(CHEBI:33308); ISA:enoate ester(CHEBI:51702); ISA:enamine(CHEBI:47989); ISA:amino alcohol(CHEBI:22478); ISA:secondary alcohol(CHEBI:35681); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70501
2653,70502,Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:pyrroles(CHEBI:26455); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:piperidines(CHEBI:26151); ISA:oxolanes(CHEBI:26912); ISA:carboxylic ester(CHEBI:33308); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:secondary amino compound(CHEBI:50995); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70502
2654,70508,Suggested Classification:  ISA:beta-carbolines(CHEBI:60834); ISA:quinolizines(CHEBI:38063); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:piperidines(CHEBI:26151); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:pyrroles(CHEBI:26455); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:primary alcohol(CHEBI:15734); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70508
2655,70509,Suggested Classification:  ISA:alkaloid(CHEBI:22315); ISA:carbazoles(CHEBI:48513); ISA:indoles(CHEBI:24828); ISA:indolizines(CHEBI:38485); ISA:aralkylamine(CHEBI:18000); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:piperidines(CHEBI:26151); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:enoate ester(CHEBI:51702); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70509
2656,70516,Suggested Classification:  ISA:carbazoles(CHEBI:48513); ISA:indolizines(CHEBI:38485); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:phenols(CHEBI:33853); ISA:piperidines(CHEBI:26151); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxylic ester(CHEBI:33308); ISA:enamine(CHEBI:47989); ISA:enoate ester(CHEBI:51702); ISA:amino alcohol(CHEBI:22478); ISA:tertiary amine(CHEBI:32876); ISA:secondary alcohol(CHEBI:35681); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:aromatic alcohol(CHEBI:33854); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70516
2657,70514,Suggested Classification:  ISA:pyrroloindole(CHEBI:48133); ISA:azaspiro compound(CHEBI:35624); ISA:naphthyridine derivative(CHEBI:73539); ISA:indolizines(CHEBI:38485); ISA:indoles(CHEBI:24828); ISA:delta-lactam(CHEBI:77727); ISA:piperidones(CHEBI:48589); ISA:aralkylamine(CHEBI:18000); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:pyrrolidine-2-ones(CHEBI:74223); ISA:pyrroles(CHEBI:26455); ISA:carboxamide(CHEBI:37622); ISA:tertiary amine(CHEBI:32876); ISA:carboxylic acid(CHEBI:33575); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70514
2658,70515,Suggested Classification:  ISA:alkaloid(CHEBI:22315); ISA:carbazoles(CHEBI:48513); ISA:indoles(CHEBI:24828); ISA:indolizines(CHEBI:38485); ISA:aralkylamine(CHEBI:18000); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:piperidines(CHEBI:26151); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:enoate ester(CHEBI:51702); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70515
2659,70512,Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:piperidines(CHEBI:26151); ISA:carboxylic ester(CHEBI:33308); ISA:pyrroles(CHEBI:26455); ISA:tertiary amine(CHEBI:32876); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586); ISA:primary alcohol(CHEBI:15734);,2014-10-17 00:00:00,General,70512
2660,70513,Suggested Classification:  ISA:pyrroloindole(CHEBI:48133); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:azepanes(CHEBI:46986); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:pyrroles(CHEBI:26455); ISA:carboxylic ester(CHEBI:33308); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:secondary amine(CHEBI:32863); ISA:carbonyl compound(CHEBI:36586); ISA:primary alcohol(CHEBI:15734);,2014-10-17 00:00:00,General,70513
2661,70511,Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:piperidines(CHEBI:26151); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:carboxylic ester(CHEBI:33308); ISA:pyrroles(CHEBI:26455); ISA:tertiary amine(CHEBI:32876); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,70511
2662,70519,Suggested Classification:  ISA:cholanoid(CHEBI:36078); ISA:3beta-hydroxy steroid(CHEBI:36836); ISA:steroid(CHEBI:35341); ISA:16beta-hydroxy steroid(CHEBI:17354); ISA:organic hydroxy compound(CHEBI:33822); ISA:secondary alcohol(CHEBI:35681); ISA:peroxol(CHEBI:35924);,2014-10-17 00:00:00,General,70519
2663,69901,Suggested Classification:  ISA:peptide(CHEBI:16670); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:organonitrogen compound(CHEBI:35352); ISA:organooxygen compound(CHEBI:36963); HFP:beta-amino acid(CHEBI:33706); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:amino alcohol(CHEBI:22478); ISA:pyrrolidines(CHEBI:38260); ISA:carboxamide(CHEBI:37622); ISA:lactam(CHEBI:24995); ISA:tertiary amine(CHEBI:32876); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic acid(CHEBI:33575); ISA:enamine(CHEBI:47989); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69901
2664,69907,Suggested Classification:  ISA:medium-chain fatty acid(CHEBI:59554); ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:unsaturated fatty acid(CHEBI:27208); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69907
2665,69906,Suggested Classification:  ISA:oxanes(CHEBI:46942); ISA:monosaccharide(CHEBI:35381); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic ester(CHEBI:33308); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69906
2666,69905,Suggested Classification:  ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:fatty acid methyl ester(CHEBI:4986); ISA:carboxylic ester(CHEBI:33308); ISA:secondary alcohol(CHEBI:35681); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69905
2667,69202,Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:polyol(CHEBI:26191); ISA:cyclic ketone(CHEBI:3992); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854); ISA:organic anion(CHEBI:25696);,2014-10-17 00:00:00,General,69202
2668,69277,Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:hemiacetal(CHEBI:5653); ISA:lactone(CHEBI:25000);,2014-10-17 00:00:00,General,69277
2669,69279,Suggested Classification:  ISA:hydroquinones(CHEBI:24646); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69279
2670,69294,Suggested Classification:  ISA:styrenes(CHEBI:26799); ISA:aromatic ether(CHEBI:35618); ISA:organic heterocyclic compound(CHEBI:24532);,2014-10-17 00:00:00,General,69294
2671,69295,Suggested Classification:  ISA:styrenes(CHEBI:26799); ISA:aromatic ether(CHEBI:35618); ISA:organic heterocyclic compound(CHEBI:24532);,2014-10-17 00:00:00,General,69295
2672,69298,Suggested Classification:  ISA:benzenoid aromatic compound(CHEBI:33836); ISA:2-oxo aldehyde(CHEBI:27659); ISA:beta-hydroxy ketone(CHEBI:55380); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:lactone(CHEBI:25000); ISA:carboxylic ester(CHEBI:33308); ISA:secondary alcohol(CHEBI:35681); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698);,2014-10-17 00:00:00,General,69298
2673,69301,Suggested Classification:  ISA:organic heterocyclic compound(CHEBI:24532); ISA:acetal(CHEBI:59769); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69301
2674,69302,Suggested Classification:  ISA:organic heterocyclic compound(CHEBI:24532); ISA:acetal(CHEBI:59769); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69302
2675,69303,Suggested Classification:  ISA:aromatic ketone(CHEBI:76224); ISA:phenols(CHEBI:33853); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:secondary alcohol(CHEBI:35681); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69303
2676,69308,Suggested Classification:  ISA:tetralins(CHEBI:36786); ISA:hydroxytoluene(CHEBI:24751); ISA:toluenes(CHEBI:27024); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69308
2677,69313,Suggested Classification:  ISA:benzenoid aromatic compound(CHEBI:33836); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:monocarboxylic acid(CHEBI:25384); ISA:acetal(CHEBI:59769); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69313
2678,69314,Suggested Classification:  ISA:benzenoid aromatic compound(CHEBI:33836); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:monocarboxylic acid(CHEBI:25384); ISA:acetal(CHEBI:59769); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69314
2679,69316,Suggested Classification:  ISA:benzenoid aromatic compound(CHEBI:33836); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:monocarboxylic acid(CHEBI:25384); ISA:acetal(CHEBI:59769); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69316
2680,69318,Suggested Classification:  ISA:aralkylamine(CHEBI:18000); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:carboxamide(CHEBI:37622); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:acetal(CHEBI:59769); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69318
2681,69322,Suggested Classification:  ISA:lignan(CHEBI:25036); ISA:benzodioxoles(CHEBI:38298); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:oxolanes(CHEBI:26912); ISA:ether(CHEBI:25698); ISA:acetal(CHEBI:59769);,2014-10-17 00:00:00,General,69322
2682,69323,Suggested Classification:  ISA:lignan(CHEBI:25036); ISA:benzodioxoles(CHEBI:38298); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:oxolanes(CHEBI:26912); ISA:ether(CHEBI:25698); ISA:acetal(CHEBI:59769);,2014-10-17 00:00:00,General,69323
2683,69324,Suggested Classification:  ISA:lignan(CHEBI:25036); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:oxolanes(CHEBI:26912); ISA:ether(CHEBI:25698);,2014-10-17 00:00:00,General,69324
2686,69980,Suggested Classification:  ISA:butanone(CHEBI:22951); ISA:1-benzopyran(CHEBI:38443); ISA:acetophenones(CHEBI:22187); ISA:aromatic ketone(CHEBI:76224); ISA:carbonyl compound(CHEBI:36586); ISA:resorcinols(CHEBI:33572); ISA:pyranone(CHEBI:37963); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:polyol(CHEBI:26191); ISA:lactone(CHEBI:25000); ISA:secondary alcohol(CHEBI:35681); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69980
2687,69154,Suggested Classification:  ISA:carboxylic ester(CHEBI:33308); ISA:cyclohexanols(CHEBI:23480); ISA:organic hydroxy compound(CHEBI:33822); ISA:cyclic ketone(CHEBI:3992); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352);,2014-10-17 00:00:00,General,69154
2688,69153,Suggested Classification:  ISA:aliphatic alcohol(CHEBI:2571); ISA:cyclohexanols(CHEBI:23480); ISA:carboxylic ester(CHEBI:33308); ISA:organic hydroxy compound(CHEBI:33822); ISA:cyclic ketone(CHEBI:3992); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352);,2014-10-17 00:00:00,General,69153
2689,69152,Suggested Classification:  ISA:triterpenoid(CHEBI:36615); ISA:O-acyl carbohydrate(CHEBI:52782); ISA:glycoside(CHEBI:24400); ISA:hexose(CHEBI:18133); ISA:aliphatic alcohol(CHEBI:2571); ISA:oxanes(CHEBI:46942); ISA:carboxylic ester(CHEBI:33308); ISA:polyol(CHEBI:26191); ISA:cyclic ketone(CHEBI:3992); ISA:secondary alcohol(CHEBI:35681); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734);,2014-10-17 00:00:00,General,69152
2690,70029,Suggested Classification:  ISA:oxacycle(CHEBI:38104); ISA:organic heterotricyclic compound(CHEBI:26979); ISA:coumarins(CHEBI:23403); ISA:benzofurans(CHEBI:35259); ISA:furopyran(CHEBI:74927); ISA:phenols(CHEBI:33853); ISA:pyranone(CHEBI:37963); ISA:aromatic ether(CHEBI:35618); ISA:furans(CHEBI:24129); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enol ether(CHEBI:47985); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,70029
2692,70027,Suggested Classification:  ISA:steroid saponin(CHEBI:61655); ISA:cholanoid(CHEBI:36078); ISA:21-hydroxy steroid(CHEBI:35344); ISA:oxo steroid(CHEBI:35789); ISA:12-hydroxy steroid(CHEBI:36845); ISA:glycoside(CHEBI:24400); ISA:disaccharide(CHEBI:36233); ISA:pyranone(CHEBI:37963); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:ketone(CHEBI:17087); ISA:lactone(CHEBI:25000); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:polyol(CHEBI:26191); ISA:acetal(CHEBI:59769); ISA:monocarboxylic acid(CHEBI:25384); ISA:primary alcohol(CHEBI:15734);,2014-10-17 00:00:00,General,70027
2693,69977,Suggested Classification:  ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:monosaccharide(CHEBI:35381); ISA:oxanes(CHEBI:46942); ISA:polyol(CHEBI:26191); ISA:secondary alcohol(CHEBI:35681); ISA:ether(CHEBI:25698); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69977
2694,69975,Suggested Classification:  ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:aliphatic alcohol(CHEBI:2571); ISA:styrenes(CHEBI:26799); ISA:aromatic ether(CHEBI:35618); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:organic heterocyclic compound(CHEBI:24532); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);,2014-10-17 00:00:00,General,69975
2695,69974,Suggested Classification:  ISA:phenanthrenes(CHEBI:25961); ISA:tertiary alcohol(CHEBI:26878); ISA:organic hydroxy compound(CHEBI:33822); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:carbonyl compound(CHEBI:36586);,2014-10-17 00:00:00,General,69974
2697,69140,Suggested Classification:  ISA:aromatic ketone(CHEBI:76224); ISA:heterocyclic fatty acid(CHEBI:48847); ISA:methyl-branched fatty acid(CHEBI:62499); ISA:unsaturated fatty acid(CHEBI:27208); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:thiazoles(CHEBI:48901); ISA:secondary alcohol(CHEBI:35681); ISA:monocarboxylic acid(CHEBI:25384); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352);,2014-10-17 00:00:00,General,69140
2698,69146,Suggested Classification:  ISA:alkaloid(CHEBI:22315); ISA:beta-carbolines(CHEBI:60834); ISA:1-benzopyran(CHEBI:38443); ISA:indoles(CHEBI:24828); ISA:tetrahydropyridine(CHEBI:26921); ISA:aralkylamine(CHEBI:18000); ISA:pyrroles(CHEBI:26455); ISA:oxanes(CHEBI:46942); ISA:piperidines(CHEBI:26151); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:amino alcohol(CHEBI:22478); ISA:secondary alcohol(CHEBI:35681); ISA:tertiary amine(CHEBI:32876); ISA:enamine(CHEBI:47989); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734);,2014-10-17 00:00:00,General,69146
2699,69145,Suggested Classification:  ISA:beta-carbolines(CHEBI:60834); ISA:1-benzopyran(CHEBI:38443); ISA:indoles(CHEBI:24828); ISA:aralkylamine(CHEBI:18000); ISA:pyrroles(CHEBI:26455); ISA:oxanes(CHEBI:46942); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:piperidines(CHEBI:26151); ISA:tertiary amine(CHEBI:32876); ISA:ketone(CHEBI:17087); ISA:acetal(CHEBI:59769); ISA:organonitrogen compound(CHEBI:35352);,2014-10-17 00:00:00,General,69145
