ACO;ShotsDate;Sex;ReceiptNumber;PitNumber;Name;KennelNumber;EnteredBy;DispositionDate;DateImpounded;Color;Code;Breed;ApproxWeight;AnimalID;Age category;Source;Status
21;;M;;20037;Titus;100;Guy Palanuik;;2011-05-12;Blk & Tan;;Rotty Shepherd Mix;60lbs;21912;;SPCA;Behavior
12;;M/N;;4004;Teddy;400;Jeanette Nelson;2011-05-15 00:00:00;2011-05-15;Red and Tan;;Siberian Husky;60 lbs;21919;;HOLDING STRAY;Ride Home Free
12;;X;11-185604 DI-TB;20001;Bug;200;Jeanette Nelson;2011-05-15 00:00:00;2011-05-15;Black and tan;;Ferret;1 lbs;21921;;HOLDING STRAY;Redeemed
Melissa;;F;11-186149DI;2006;Koukda;200;Tammy Unrau;2011-05-19 00:00:00;2011-05-18;White;;Maltese X;10lbs;21934;;BROUGHT-IN;Redeemed
21;;M/N;11 - 186176;20023;Rambo;200;Guy Palanuik;2011-05-20 00:00:00;2011-05-19;White;;Bichon mix;10lbs;21938;;HOLDING STRAY;Redeemed
KE;2011-05-25;F/S;11 - 188263DA;20073;Cissy;200;Katie Ernst;2011-06-09 00:00:00;2011-05-19;Tan/Blk;green;Shep X Collie;60;21942;;TRANSFERRED;Sold
KE;2011-05-25;M/N;11 - 187266 DA;59;Skeeder;200;Katie Ernst;2011-06-02 00:00:00;2011-05-19;Tan;yellow;Chihuahua;5;21944;;TRANSFERRED;Sold
21;;M/N;11-186264DI;20021;Jackson;200;Guy Palanuik;2011-05-20 00:00:00;2011-05-20;Tan;;Shepherd X;70lbs;21946;;HOLDING STRAY;Redeemed
21;;M/N;11 - 186301;20021;Parker;200;Guy Palanuik;2011-05-20 00:00:00;2011-05-20;Tan;;Lab;80lbs;21949;;POLICE-DAY;Redeemed
21;;F/S;11 - 186302;20087;Ava;200;Guy Palanuik;2011-05-20 00:00:00;2011-05-20;Black;;Lab;60lbs;21950;;POLICE-DAY;Redeemed
Susy;;M;11 - 186506;20053;Chico;200;Susy Jakoncic;2011-05-24 00:00:00;2011-05-20;Red;;Pomeranian;20 lbs;21951;;HOLDING STRAY;Redeemed
15;;X;;0;;100;Ching Koo;2011-05-23 00:00:00;2011-05-21;White;;Dove;2 lbs;21952;;HOLDING STRAY;Passed Away
15;;F;11-188621DI;20087;Spartacus? (Lulu - new name);200;Ching Koo;2011-06-11 00:00:00;2011-05-21;White and Brindle;;Pit Bull X Am Bulldog;60 lbs;21954;;POLICE-EMERGENCY;Redeemed
12;2011-01-01;M/N;11 - 186897;20007;Raj (now Teddy);200;Jeanette Nelson;2011-07-09 00:00:00;2011-05-22;dark brown;yellow;Pug X Min Pin;10 lbs;21955;;TRANSFERRED;Sold
12;2011-06-15;M/N;11 - 189940DA;20063;Tony;200;Jeanette Nelson;2011-06-24 00:00:00;2011-05-22;Buff;green;Cocker Spaniel;45 lbs;21956;;TRANSFERRED;Sold
22;;M/N;11 - 169666;20011;Uno;200;Lori Fitzgerald;2011-05-24 00:00:00;2011-05-24;Brown/Black/White;;Pekingese X;30 lbs;21962;;HOLDING STRAY;Redeemed
33;;F;11 - 186552;20060;Coco;200;Rachel Blyth;2011-05-25 00:00:00;2011-05-25;Black/Grey/White;;Husky X;50 lbs;21963;;HOLDING STRAY;Redeemed
;;F;11-186957DI-TB;20060;Mia;200;Tamera Blanchard;2011-05-29 00:00:00;2011-05-29;Black/White;;Japanese Chin;8lbs;21970;;BROUGHT-IN;Redeemed
22;;F;;10;;100;Lori Fitzgerald;;2011-05-31;Black/Tan;;Shep X;40 lbs;21974;;PATROL;Health
ks19;;M/N;11 - 187207;20060;Lucky;200;Karen Sinclair;2011-05-31 00:00:00;2011-05-31;Brown /white/ tan;;Beagle;50 lbs;21975;;HOLDING STRAY;Redeemed
12;;M/N;;8;Austin;200;Jeanette Nelson;2011-05-31 00:00:00;2011-05-31;Fawn;;Pug;15 lbs;21976;;HOLDING STRAY;Redeemed
ks19;;F;11-187887DI-TB;20016;Tedy;200;Karen Sinclair;2011-06-05 00:00:00;2011-06-03;Tan;;Std. Poodle X;80 lbs;21988;;HOLDING STRAY;Redeemed
Phil 25;;M;11-188159DI - TU;20028;Buster;200;Phillipe Dubrulle;2011-06-07 00:00:00;2011-06-06;Tan;;Chihuahua;10 lbs;21992;;HOLDING STRAY;Redeemed
25;;F;11-188401DI - skj;40011;Penny;400;Phillipe Dubrulle;2011-06-09 00:00:00;2011-06-09;Wht/Blk;;Smooth Fox Terrier;15lbs;22003;;HOLDING STRAY;Ride Home Free
22;;M/N;11 - 188476 skj;20081;Tuan Tuan;200;Lori Fitzgerald;2011-06-09 00:00:00;2011-06-09;White;;Bichon or Poodle;15 lbs;22004;;HOLDING STRAY;Redeemed
;;M/N;11 - 188696 skj;20081;Prince;200;Toni Peterson;2011-06-13 00:00:00;2011-06-10;White/Tan/Black;;Shih Tzu;20lbs;22006;;BROUGHT-IN;Redeemed
;;M/N;11-188739DI;20087;Mack;200;Tamera Blanchard;2011-06-13 00:00:00;2011-06-12;Tri color;;Beagle;;22012;;BROUGHT-IN;Redeemed
22;;M;11-193228DA-;0;;200;Lori Fitzgerald;2011-07-28 00:00:00;2011-06-14;Grey;;Chinchilla;;22015;;HOLDING STRAY;Sold
Phil25;2011-06-21;M/N;11 - 190605;20028;Austin (now Mylo);200;Phillipe Dubrulle;2011-06-30 00:00:00;2011-06-14;Tricolor;yellow;Collie X Shep;30 lbs;22017;;HOLDING STRAY;Sold
Phil25;;;11-203212DA - TU;20000;Hoggle;200;Phillipe Dubrulle;2011-06-17 00:00:00;2011-06-14;Brown;;Hedgehog;;22018;;SPCA;Sold
;;X;;;Zoom Zoom (C named);100;Toni Peterson;2011-06-18 00:00:00;2011-06-16;Black;;Rabbit;1 lb;22022;;BROUGHT-IN;Transferred
15;;F/S;11-189276 DI-TB;20011;Rootbeer;200;Ching Koo;2011-06-18 00:00:00;2011-06-16;Chocolate;;Lab;70 lbs;22023;;HOLDING STRAY;Redeemed
23;;M;;40000;Seamus;400;Brad Martin;2011-06-16 00:00:00;2011-06-16;Rusty;;Irish Terrier;40 lbs;22024;;HOLDING STRAY;Ride Home Free
21;;F/S;;13;Peanut;100;Guy Palanuik;;2011-06-17;Tan;;Pomeranian;20lbs;22025;;SPCA;Transferred
12;;M/N;;40004;Taffy;400;Jeanette Nelson;2011-06-18 00:00:00;2011-06-18;sable and white;;Sheltie;30 lbs;22026;;HOLDING STRAY;Ride Home Free
Susy;;F/S;"11 - 189604 skj;";20082;Raven;200;Susy Jakoncic;2011-06-21 00:00:00;2011-06-20;Brindle;;Pit Bull;50 lbs;22030;;BROUGHT-IN;Redeemed
22;;M/N;;4000;;400;Lori Fitzgerald;2011-06-21 00:00:00;2011-06-21;Tan;;Pom;20 lbs;22032;;HOLDING STRAY;Ride Home Free
Teresa;;M/N;11 - 190101 - skj;20094;Harley;200;Tammy Unrau;2011-06-24 00:00:00;2011-06-22;Blonde;;Amer Staffordshire;40 lbs;22035;;BROUGHT-IN;Redeemed
21;;M;11 - 189859 skj;20026;Kujo;200;Guy Palanuik;2011-06-23 00:00:00;2011-06-23;Black;;Pug;30lbs;22036;;HOLDING STRAY;Redeemed
22;;M/N;11 - 189972 skj;20026;Chaz;200;Lori Fitzgerald;2011-06-24 00:00:00;2011-06-23;Tan/Black;;Shepherd X;60 lbs;22038;;HOLDING STRAY;Redeemed
26;;M/N;n/c;40031;Beamer;400;Samantha  Law;2011-06-24 00:00:00;2011-06-24;Black & Tan;;MinPin;20lbs;22040;;HOLDING STRAY;Ride Home Free
26;;M/N;11-190169 DI-TB;20031;Sloan;200;Samantha  Law;2011-06-26 00:00:00;2011-06-26;Black;;Lab X;50;22044;;HOLDING STRAY;Redeemed
26;;M/N;;40035;Koji;400;Samantha  Law;2011-06-27 00:00:00;2011-06-26;Tan;;Yorkie;10-15 lbs;22046;;HOLDING STRAY;Ride Home Free
33;;M/N;;0;Pookie (new name);200;Rachel Blyth;2011-08-13 00:00:00;2011-06-29;Brown;;Rabbit;2lbs;22057;;HOLDING STRAY;Sold
33;;M;11-214883DA;2000;Duffy;200;Rachel Blyth;2011-11-10 00:00:00;2011-06-29;White/Beige;;Rabbit;2.5lbs;22058;;HOLDING STRAY;Sold
KE;;F;11-190796DI-TB;20038;Thumper;200;Katie Ernst;2011-07-02 00:00:00;2011-06-30;Blk/White;;Lab X;75;22063;;BROUGHT-IN;Redeemed
23;;M/N;11-190802 DI-TB;20028;Thumper;200;Brad Martin;2011-07-18 00:00:00;2011-06-30;Black, white;;Terrier X ?;40 lbs;22065;;HOLDING STRAY;Sold
;;F;11-190820DI-TB;;Rosie;200;Tamera Blanchard;2011-07-02 00:00:00;2011-07-02;White;;Maltese;25 pounds;22072;;BROUGHT-IN;Redeemed
26;;M/N;;28;Unknown;400;Samantha  Law;2011-07-03 00:00:00;2011-07-03;Tan;;Puggle;25;22079;;PATROL;Ride Home Free
;2011-07-14;M/N;11-194165DA;20011;Reggie (now Finnick);200;;2011-08-02 00:00:00;2011-07-03;White;yellow;Shep X;80lbs;22080;;BROUGHT-IN;Sold
Susy;2011-07-11;F/S;;44;Luna;100;Susy Jakoncic;2011-07-19 00:00:00;2011-07-05;Tan;green;Cocker Spaniel;25 lbs;22085;;BROUGHT-IN;Transferred
Susy;;F;11 - 191214;20067;Cutie Pie;200;Susy Jakoncic;2011-07-06 00:00:00;2011-07-06;White;;Maltese X;10 lbs;22086;;BROUGHT-IN;Redeemed
22;;M/N;10-161423DI;20067;Charlie;200;Lori Fitzgerald;2011-07-08 00:00:00;2011-07-07;Taupe;;Weimaraner;70 lbs;22091;;POLICE-DAY;Redeemed
15;;M;11-191524DI;20035;Siga;200;Ching Koo;2011-07-08 00:00:00;2011-07-08;Black, Brown and White;;Yorkie X;5lbs;22094;;BROUGHT-IN;Redeemed
;2011-06-22;M/N;11-192441DI;20072;Mondo ( now Cosmo );200;Joy Tullos;2011-07-19 00:00:00;2011-07-08;White & tan;green;Shih Tzu x;15lbs;22095;;TRANSFERRED;Sold
26;;F;11-191563DI;20031;Dixy;200;Samantha  Law;2011-07-08 00:00:00;2011-07-08;Black and Tan;;Minpin;7-10lbs;22096;;HOLDING STRAY;Redeemed
23;;F;;20038;;200;Brad Martin;2011-07-10 00:00:00;2011-07-10;mixed colors;;Shepherd  X ?;55 lbs;22097;;POLICE-DAY;Redeemed
23 and 26;2011-07-06;F/S;11-197720DA;20059;Gertie;200;Katie Ernst;2011-09-01 00:00:00;2011-07-10;White, brown and black.;green;Staffy X;30 lbs;22101;;BROUGHT-IN;Sold
VPD;;F;NA- Redeemed at VAEC;;Jemima;200;John Gray;2011-07-11 00:00:00;2011-07-11;Black;Black;Brussels Griffin;;22107;;POLICE-NIGHT;Redeemed
Susy;;M;11-192247DI;20074;Che;200;Susy Jakoncic;2011-07-14 00:00:00;2011-07-12;Black/Tan;;Yorkie X Chi;3 lbs;22114;;BROUGHT-IN;Redeemed
33;;M;n/c;40060;Sparky;400;Rachel Blyth;2011-07-13 00:00:00;2011-07-13;White & Tan;;Toy Poodle;7 lbs;22116;;BROUGHT-IN;Ride Home Free
22;;M/N;11-192280DI;20074;Taffy;200;Lori Fitzgerald;2011-07-15 00:00:00;2011-07-14;Sable/White;;Sheltie;25 lbs;22122;;HOLDING STRAY;Redeemed
KE;;F;;20;Koko;100;Katie Ernst;2011-07-15 00:00:00;2011-07-15;Blk/White;;Pointer X Dane;80;22124;;BROUGHT-IN;Transferred
KE;2011-07-27;M/N;11-194246DA;20066;Charlie;200;Katie Ernst;2011-08-03 00:00:00;2011-07-16;Blk/Brindle;yellow;Pit X Boxer;60;22127;;BROUGHT-IN;Sold
Brad ACO23;;F;11-192928DI;20024;Angel;200;Toni Peterson;2011-07-20 00:00:00;2011-07-17;White;;Pit X Am. Bulldog;45lbs;22131;;HOLDING STRAY;Redeemed
33;;F;DI 11-192552;20036;Rorrie;200;Rachel Blyth;2011-07-18 00:00:00;2011-07-18;White;;Samoyd;60 lbs;22135;;HOLDING STRAY;Redeemed
22;;F;DI 192882;20058;Dallas;200;Lori Fitzgerald;2011-07-20 00:00:00;2011-07-18;Black/Tan;;Husky X;30 lbs;22137;;HOLDING STRAY;Redeemed
26/3;;M/N;;40039;Chubby;400;Samantha  Law;2011-07-19 00:00:00;2011-07-19;White;;English Bulldog;45-50 lbs.;22138;;HOLDING STRAY;Ride Home Free
21 & 3;;M;11-193175DI;20081;Rocco;200;Bob Cristofoli;2011-07-22 00:00:00;2011-07-21;Blk & Wht;;Poodle X Pom;10;22142;;HOLDING STRAY;Redeemed
;;M;11-193362 - DI - SBH;20058;Lucky;200;Toni Peterson;2011-07-25 00:00:00;2011-07-22;Copper / Red;;Pomeranian;10lbs;22145;;BROUGHT-IN;Redeemed
30;;M;11-193258 DI-TB;20010;Blanco Santoro Belle's;200;Andrew Nolan;2011-07-24 00:00:00;2011-07-23;Yellow;;Labrador;60;22150;;HOLDING STRAY;Redeemed
12;2011-08-02;M/N;11-194589DI;2004;Junior;200;Jeanette Nelson;2011-08-05 00:00:00;2011-07-25;Tan and white;;Chi X;10 lbs;22156;;HOLDING STRAY;Sold
30;;F/S;DI - 11-193839 SBH;20083;Chancy;200;Andrew Nolan;2011-07-28 00:00:00;2011-07-27;Tan;;Cocker Spaniel;25;22160;;HOLDING STRAY;Redeemed
SL #26;;M;;40088;Malu;400;Samantha  Law;2011-07-29 00:00:00;2011-07-29;Blk/White;;Husky X;75;22163;;HOLDING STRAY;Ride Home Free
26;;X;11-194060DI-TB;20038;Maui;200;Samantha  Law;2011-07-30 00:00:00;2011-07-29;Green, grey, yellow;;Parrot (Senegal);NA;22166;;HOLDING STRAY;Redeemed
30;;M/N;;56;Max;100;Katie Ernst;;2011-07-29;White;green;Am. Eskimo;20;22169;;HOLDING STRAY;Health
JF13;;F;DI 11-194077;20072;Bambi;200;Jez Figol;2011-07-31 00:00:00;2011-07-31;Tan;;Chihuahua X Min Pin;11lbs;22173;;COMPLAINT;Redeemed
26;;F;;38;Dallas;200;Samantha  Law;2011-08-02 00:00:00;2011-07-31;Black & Tan;;Husky X;45 LBS;22174;;HOLDING STRAY;Redeemed
JG #9;2011-08-10;M/N;11-195441DA;20082;JJ;200;John Gray;2011-08-11 00:00:00;2011-08-01;White;green;Bichon/poodle X;;22176;;BROUGHT-IN;Sold
3;;M;11-194281DI;20050;Charlie;200;Bob Cristofoli;2011-08-03 00:00:00;2011-08-02;Red;;Pom;5;22183;;HOLDING STRAY;Redeemed
33;;M/N;11-194576DI-TB;20028;Chuckie;200;Rachel Blyth;2011-08-06 00:00:00;2011-08-03;Chocolate;;Labrador;65 lbs;22185;;HOLDING STRAY;Redeemed
12;;F/S;11-192726DL;20044;Phoenyx;200;Jeanette Nelson;2011-08-24 00:00:00;2011-08-03;Tan and white;;Pit Bull;70 lbs;22186;;COMPLAINT;Redeemed
TU;;M/N;11-194401DI;2006;Bailey;200;Tammy Unrau;2011-08-03 00:00:00;2011-08-03;Cream/Tan;;Poodle X;10lbs;22190;;BROUGHT-IN;Redeemed
23;;X;;0;;200;Brad Martin;;2011-08-04;White;;DOVE;light;22193;;HOLDING STRAY;Redeemed
JF13;;F/S;Jez;400;Dahlia;400;Jez Figol;2011-08-07 00:00:00;2011-08-07;Black & Tan;;German Shepherd Dog;65lbs;22201;;COMPLAINT;Ride Home Free
22;2011-08-10;M/N;11-197516DATP;20079;Sloan (now Rufus);200;Lori Fitzgerald;2011-08-30 00:00:00;2011-08-08;Black;yellow;Lab X Greyhound;60 lbs;22204;;BROUGHT-IN;Sold
KE;;F;;400;Lucy;200;Katie Ernst;2011-08-19 00:00:00;2011-08-09;Tan;;Rottie X;35;22207;;BROUGHT-IN;Redeemed
3;;X;11-185226 - DI;200;Buckbeak;200;Bob Cristofoli;2011-08-18 00:00:00;2011-08-09;Blue;;Budgie;;22209;;HOLDING STRAY;Redeemed
;;;;100;;100;John Gray;2011-08-21 00:00:00;2011-08-10;Grey/Yellow/orange;;Cockatiel;;22213;;BROUGHT-IN;Transferred
3;;M;;40082;Udon;400;Bob Cristofoli;2011-08-12 00:00:00;2011-08-12;Black & White;;Husky;40;22215;;COMPLAINT;Ride Home Free
25;2011-08-23;M/N;11-197754DA - TU;20087;Monty;200;Phillipe Dubrulle;2011-09-01 00:00:00;2011-08-13;blk/wht;yellow;Papillon X;5lbs;22221;;HOLDING STRAY;Sold
18/13/33;;M;;20081;Boomer;200;Rachel Blyth;2011-09-11 00:00:00;2011-08-14;Blue/Tan;;Tibetan Mastiff;100 lbs;22223;;COMPLAINT;Redeemed
33;;M/N;n/c;40031;Jackson;400;Rachel Blyth;2011-08-15 00:00:00;2011-08-15;Chocolate;;Labrador;75 lbs;22224;;HOLDING STRAY;Ride Home Free
ke;2011-08-23;F/S;11-201843DA-TB;20032;Geisha;200;Katie Ernst;2011-09-11 00:00:00;2011-08-17;Black;green;Chow;45;22235;;TRANSFERRED;Sold
KE;2011-08-23;F/S;;10031;Lady;100;Katie Ernst;2011-08-26 00:00:00;2011-08-17;Tan/White;green;Collie (Rough);60;22237;;TRANSFERRED;Transferred
21;;M/N;11-196396DI;2006;Felix;200;Guy Palanuik;2011-08-19 00:00:00;2011-08-19;Black;;Akita shepherd Mix;80lbs;22240;;HOLDING STRAY;Redeemed
Duty driver- JT;;M;11-196554 - DI;20088;Keno;200;Joy Tullos;2011-08-23 00:00:00;2011-08-19;Black;;Lab  X  Border Collie;60lbs;22241;;HOLDING STRAY;Redeemed
21;;M/N;11-196395DI;2002;Oscar;200;Guy Palanuik;2011-08-19 00:00:00;2011-08-19;Black;;Akita Shepherd Mix;75Lbs;22243;;HOLDING STRAY;Redeemed
12;;F/S;DI 11-196472;20082;Dakota;200;Jeanette Nelson;2011-08-21 00:00:00;2011-08-20;White;;Pit Bull;50 lbs;22249;;POLICE-DAY;Redeemed
18;;F/S;Steve;20067;Ti or Tigress;200;Steve Anderson;2011-09-11 00:00:00;2011-08-20;Brindle;;Pit Bull;65lbs;22250;;SEIZED;Redeemed
23;;X;;0;?;100;Brad Martin;2011-08-20 00:00:00;2011-08-20;Tri;;Sheltie;;22254;;PATROL;Transferred
ACO 21;;M/N;11-196558DI;20082;Thunder;200;Toni Peterson;2011-08-22 00:00:00;2011-08-22;Tan;;Mastiff;150 lbs;22259;;HOLDING STRAY;Redeemed
KE;;M/N;11-196859DI;20080;Harley;200;Katie Ernst;2011-08-24 00:00:00;2011-08-23;Tan;;Pit Bull;55;22260;;PATROL;Redeemed
23;;F;11-197029DI;2002;Maggie;200;Brad Martin;2011-08-26 00:00:00;2011-08-25;Black & White;;Shih Tzu   X;15 lbs;22269;;HOLDING STRAY;Redeemed
15;;F;11-197223 DI-TB;20010;Playa;200;Ching Koo;2011-08-28 00:00:00;2011-08-27;White;;Labradoodle;70 lbs;22274;;HOLDING STRAY;Redeemed
;;M;11-197497DI;20094;Peanut;200;Toni Peterson;2011-08-30 00:00:00;2011-08-28;Tan/Black/Grey;;Yorkie;4 lbs;22275;;BROUGHT-IN;Redeemed
;;M;11-173681DL;40044;Mango;400;Tamera Blanchard;2011-08-28 00:00:00;2011-08-28;Blonde;;Chow X;;22277;;BROUGHT-IN;Ride Home Free
26;;M;11-197725DI;200;Simon;200;Samantha  Law;2011-09-01 00:00:00;2011-08-28;Yellow, cream body grey belly;;Cockatiel;;22278;;HOLDING STRAY;Redeemed
;;X;;;;100;Toni Peterson;2011-09-17 00:00:00;2011-08-29;Brown;;Hamster;;22281;;BROUGHT-IN;Transferred
;;F/S;11-197889 - DI SBH;20037;Sadie;200;Toni Peterson;2011-09-02 00:00:00;2011-08-30;Blonde w/ some black;;Husky X Shep;;22282;;BROUGHT-IN;Redeemed
Duty driver- JT;;M/N;11-197547DI;20026;Mater;200;Joy Tullos;2011-08-30 00:00:00;2011-08-30;grey & black;;Yorkie;7lbs;22284;;HOLDING STRAY;Redeemed
ACOs 3 & 26;;F;;;Molly;400;Samantha  Law;2011-08-30 00:00:00;2011-08-30;Golden;;Golden Retriever;60;22285;;HOLDING STRAY;Ride Home Free
;;M/N;11-197931 DI-TB;2005;Eugene;200;;2011-09-03 00:00:00;2011-09-03;Brown and White;;Beagle X;40 lbs;22292;;BROUGHT-IN;Redeemed
33;;F/S;11-198421DI-TB;20088;Smudge;200;Rachel Blyth;2011-09-08 00:00:00;2011-09-06;Black with White;;Daschund X;18 lbs;22297;;HOLDING STRAY;Redeemed
KE;2011-09-13;F/S;11-203899DA;20056;Cola;200;Katie Ernst;2011-09-30 00:00:00;2011-09-08;Black;yellow;Pit X Boxer;45;22309;;TRANSFERRED;Sold
KE;2011-09-13;F/S;11-203256 DA-TB;20066;Sunny;200;Katie Ernst;2011-09-25 00:00:00;2011-09-08;Tan/Blk;yel/blue;Pit X Bullmastiff;60;22310;;TRANSFERRED;Sold
MA11;;F/S;n/c;40028;Abby;400;Mariana Ardeleanu;2011-09-09 00:00:00;2011-09-08;Black/white;;LabX;;22311;;POLICE-EMERGENCY;Ride Home Free
;2011-04-13;F/S;11-215464DA;20050;Jasmine;200;Tamera Blanchard;2011-11-10 00:00:00;2011-09-09;Cream/Black;yellow;Akita X Mastiff;85;22315;;OWNER-SURRENDERED;Sold
12;;M/N;11-201837DI-TB;20048;Marley;200;Jeanette Nelson;2011-09-11 00:00:00;2011-09-10;black and white;;Pit bull X;70 lbs;22320;;HOLDING STRAY;Redeemed
;;M/N;;40044;Buddy;400;Toni Peterson;2011-09-12 00:00:00;2011-09-12;Black;;Lab;;22326;;BROUGHT-IN;Ride Home Free
ACOs 3 & 26;;F;26004;200;Wiley;200;Samantha  Law;2011-09-13 00:00:00;2011-09-13;Black and tan;;Minpin;15 lbs;22332;;PATROL;Redeemed
3 & 26;;M;;;Java;400;Samantha  Law;2011-09-13 00:00:00;2011-09-13;Caramel and White;;Australian Shep;50 lbs;22334;;HOLDING STRAY;Ride Home Free
21;;M;;10047;;100;Guy Palanuik;2011-09-20 00:00:00;2011-09-14;Red;;Chicken - Rooster;10lbs;22336;;HOLDING STRAY;Transferred
3;;F/S;;400;;400;Bob Cristofoli;2011-09-14 00:00:00;2011-09-14;Fawn;;Cocker;20;22337;;COMPLAINT;Ride Home Free
MA11;;M/N;n/c;40004;Hamlet;400;Mariana Ardeleanu;2011-09-18 00:00:00;2011-09-17;White with brown;;Jack Russel X (wire hair);;22345;;HOLDING STRAY;Ride Home Free
33 & 18;2011-09-30;M/N;11-203969 DA-TB;2004;Copperstone;200;Rachel Blyth;2011-10-01 00:00:00;2011-09-19;Tan and Black;green;Shiba Inu;20 lbs;22348;;HOLDING STRAY;Sold
33;2011-10-01;M/N;11-204650DA;20030;Beano ( now Toby);200;Rachel Blyth;2011-10-07 00:00:00;2011-09-20;Tan & Grey;green;Yorkie X;7lbs;22350;;HOLDING STRAY;Sold
3 & 26;;M/N;11-202844DI-TB;20044;Doc;200;Samantha  Law;2011-09-20 00:00:00;2011-09-20;Black;;Lab;100 lbs.;22352;;HOLDING STRAY;Redeemed
3 & 26;;M/N;11-202934DI;20034;Sasso;200;Samantha  Law;2011-09-21 00:00:00;2011-09-20;White and black;;Am Bulldog;65 lbs;22354;;HOLDING STRAY;Redeemed
3 & 26;;;;;Loki;400;Samantha  Law;2011-09-20 00:00:00;2011-09-20;Black;;Border Collie mix;;22355;;HOLDING STRAY;Ride Home Free
MA11;;M/N;;88;Doc;400;Mariana Ardeleanu;2011-09-24 00:00:00;2011-09-24;Black;;lab X rotty;;22365;;HOLDING STRAY;Ride Home Free
26;;M;11-203409DI - TU;20066;Big Bear;200;Samantha  Law;2011-09-26 00:00:00;2011-09-25;White;;Siberian Husky;50 LBS;22367;;HOLDING STRAY;Redeemed
22;;F;11-203560DI;2005;Peach;200;Lori Fitzgerald;2011-09-27 00:00:00;2011-09-26;Fawn;;Pug;25 lbs;22373;;HOLDING STRAY;Redeemed
22;;M/N;;4000;Jackson;400;Lori Fitzgerald;2011-09-27 00:00:00;2011-09-27;Golden;;Retriever;40 lbs;22377;;HOLDING STRAY;Ride Home Free
;2011-10-13;M/N;11-208454DA;20029;Jessie;200;Tamera Blanchard;2011-10-14 00:00:00;2011-09-29;Black;yellow;Ret X Border Collie;30;22383;;BROUGHT-IN;Sold
15;;M/N;11-203800 DI-TB;20005;Laz;200;Toni Peterson;2011-09-29 00:00:00;2011-09-29;Brindle;;Pit Bull;;22384;;HOLDING STRAY;Redeemed
15;;M/N;11-203924DI;20062;Moxs;200;Ching Koo;2011-09-30 00:00:00;2011-09-30;Tan;;Shar Pei X;60 lbs;22389;;HOLDING STRAY;Redeemed
;;M;11-204321DI - TU;20031;Winnie;200;Tamera Blanchard;2011-10-04 00:00:00;2011-10-01;Tan/White;;Chihuahua;;22391;;BROUGHT-IN;Redeemed
KE;2011-10-03;F/S;11-214585DA;20031;Nuka;200;Katie Ernst;2011-11-02 00:00:00;2011-10-01;Tan/White;yellow;Husky X Lab;55;22392;;TRANSFERRED;Sold
3;;F;;10082;Eve;100;Teresa Flores;;2011-10-02;Tan;;Pit Bull;40lbs;22395;;SEIZED;Owner Request - Signed Over
22;2011-10-20;M/N;11-213413DA-TB;20056;Boulder (new name);200;Lori Fitzgerald;2011-10-22 00:00:00;2011-10-05;White/Grey;yellow;Pit Bull X;80 lbs;22405;;HOLDING STRAY;Sold
21;2011-10-20;F/S;11-213748DA;20037;Tink;200;Guy Palanuik;2011-10-26 00:00:00;2011-10-06;Brown with white chest;yellow;Lab X Pit;60lbs;22408;;HOLDING STRAY;Sold
25;;M/N;11-204645DI;20035;Lucky;200;Phillipe Dubrulle;2011-10-07 00:00:00;2011-10-06;Wht;;Terrier X;10lbs;22411;;HOLDING STRAY;Redeemed
KE;2011-10-17;F/S;11-214586DA;20017;Harriet;200;Katie Ernst;2011-11-02 00:00:00;2011-10-07;Cream;green;Terrier X;20;22416;;BROUGHT-IN;Sold
;;F/S;n/c;40004;Lucy;400;Tamera Blanchard;2011-10-08 00:00:00;2011-10-08;Black/Tan;;German Shepherd;;22417;;BROUGHT-IN;Ride Home Free
12;;F;11-215188DA;200;Matilda;200;Jeanette Nelson;2011-10-17 00:00:00;2011-10-08;White;;Chicken;1 lbs;22418;;HOLDING STRAY;Sold
MA11;;F;;40048;Jorja;400;Mariana Ardeleanu;2011-10-08 00:00:00;2011-10-08;blonde;;Golden Retriever;;22419;;HOLDING STRAY;Ride Home Free
;;F;11-208202DI;20016;Ozzie;200;Toni Peterson;2011-10-12 00:00:00;2011-10-12;Tan/White;;Pit Bull X Fox Terrier;;22428;;BROUGHT-IN;Redeemed
3;;F;11-213036DI;20010;Jaqui;200;Bob Cristofoli;2011-10-18 00:00:00;2011-10-14;White Brown;;Jack Russell;10;22433;;HOLDING STRAY;Redeemed
CK 15;;M/N;;40028;Bobby;400;Mariana Ardeleanu;2011-10-15 00:00:00;2011-10-15;Black/white;;sheltie;;22438;;HOLDING STRAY;Ride Home Free
ACO11;2011-10-20;F/S;11-214572DA - TU;20081;Buttons;200;Mariana Ardeleanu;2011-11-02 00:00:00;2011-10-15;grey/white/black;green;Shih Tzu X;10;22439;;BROUGHT-IN;Sold
11/26;;F;11-208667DI;20059;Scratchy;200;Samantha  Law;2011-10-17 00:00:00;2011-10-16;Yellow;;Labrador;80 lbs;22443;;HOLDING STRAY;Redeemed
22;;F/S;11-213069DI;20026;Daisy;200;Lori Fitzgerald;2011-10-18 00:00:00;2011-10-17;Grey;;Terrier X;20 lbs;22446;;HOLDING STRAY;Redeemed
;2011-10-20;F/S;11-214103DA-TB;20053;Smudge;200;Toni Peterson;2011-10-29 00:00:00;2011-10-17;Black/White;yellow;Shih Tzu;;22455;;TRANSFERRED;Sold
