COVER_ELEVATION_M;TYPE;Geom;Geo Local Area
74.644;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14526960198441, 49.24704405082109]}";Shaughnessy
49.54;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15074090530145, 49.247557622733474]}";Arbutus-Ridge
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03067825078823, 49.23154133204394]}";Killarney
67.616;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14532693940666, 49.25507715771097]}";Shaughnessy
32.85;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1316049970967, 49.21061459325796]}";Marpole
30.21;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1203736998535, 49.28165657518732]}";Downtown
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13266083203253, 49.204293785860706]}";Marpole
61.846;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14742025939248, 49.241436429481396]}";Arbutus-Ridge
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1326714527017, 49.204302202258134]}";Marpole
76.02;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10301687928785, 49.24725426411003]}";Riley Park
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03045284499004, 49.22919064346315]}";Killarney
30.551;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11992979074624, 49.281474299716045]}";Downtown
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03105186946537, 49.25009041469037]}";Renfrew-Collingwood
30.914;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11955569718803, 49.281510587135585]}";Downtown
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04146481017749, 49.25931359579372]}";Renfrew-Collingwood
12.935;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10971513846455, 49.28229181205808]}";Downtown
37.02;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13292805511277, 49.211198779548795]}";Marpole
9.27;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09509094461612, 49.26764412726218]}";Strathcona
42.23;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13286877570275, 49.21262568935255]}";Marpole
56.72;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07130421840723, 49.247546930788936]}";Kensington-Cedar Cottage
40.82;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13429859537673, 49.21146844713254]}";Marpole
57.133;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0712908031807, 49.24782033108261]}";Kensington-Cedar Cottage
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04453773800003, 49.23112197692269]}";Killarney
58.55;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16436908760697, 49.2309724364905]}";Kerrisdale
37.4;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1338472041025, 49.21077227690886]}";Marpole
70.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1249379636312, 49.247997016554194]}";South Cambie
37.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13382860875393, 49.21077043643004]}";Marpole
67.617;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1453520606074, 49.25507727902812]}";Shaughnessy
34.38;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1321657115703, 49.2107374493798]}";Marpole
14.23;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08711856237647, 49.28084288292662]}";Strathcona
34.35;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13214816048203, 49.21074617690127]}";Marpole
57.194;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14818630046112, 49.221514334300636]}";Kerrisdale
6.58;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06546949613305, 49.28493343016877]}";Grandview-Woodland
3.98;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10093569635927, 49.27098967319052]}";Mount Pleasant
36.2;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13293792681334, 49.21074807719257]}";Marpole
4.01;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10088878814511, 49.27098069197832]}";Mount Pleasant
37.8;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13431633951285, 49.210786016857526]}";Marpole
3.79;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10165940907645, 49.27111272263739]}";Mount Pleasant
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02554153272358, 49.21832852062166]}";Killarney
58.845;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14814848730128, 49.22261938913671]}";Kerrisdale
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02554468539927, 49.21831746473189]}";Killarney
57.203;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14818991992713, 49.221526095475745]}";Kerrisdale
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08504036390737, 49.280561478737845]}";Strathcona
62.326;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14775901976368, 49.224137336223684]}";Kerrisdale
24.96;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13535924590565, 49.285873805998996]}";West End
62.221;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14777167725333, 49.22415870178895]}";Kerrisdale
5.5979;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10438522997933, 49.28186221079171]}";Downtown
5.34;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11306257538467, 49.27490133630378]}";Downtown
5.69;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10459034796261, 49.28179721506084]}";Downtown
82.4;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11879411236512, 49.24708449045533]}";South Cambie
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04370389813464, 49.206507941906985]}";Killarney
65.52;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.15827494856885, 49.241253200502385]}";Arbutus-Ridge
65.61;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10492982750587, 49.253270565145144]}";Riley Park
27.901;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12949997205367, 49.276895515215124]}";Downtown
89.69;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18073060945336, 49.243305890369186]}";Dunbar-Southlands
89.887;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05519156480226, 49.24461956416766]}";Renfrew-Collingwood
74.56;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13332396482691, 49.25180880755047]}";Shaughnessy
84.939;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05358317711499, 49.24461531099926]}";Renfrew-Collingwood
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07907486156142, 49.28223142399149]}";Strathcona
87.276;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05226676801475, 49.244627355996265]}";Renfrew-Collingwood
;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08323024979781, 49.2602631255117]}";Mount Pleasant
87.439;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05224994427164, 49.24462093201403]}";Renfrew-Collingwood
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09787446460354, 49.2655004143695]}";Mount Pleasant
56.81;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10185685584186, 49.221812296353214]}";Sunset
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09877591530854, 49.267292085026675]}";Mount Pleasant
15.91;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18021950004136, 49.26598281262693]}";Kitsilano
58.44;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11839080815166, 49.25066176753934]}";South Cambie
35.71;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07779863279343, 49.25667821641252]}";Mount Pleasant
56.91;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11835968847979, 49.25154275588731]}";South Cambie
82.17;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13879855698602, 49.249484730780445]}";Shaughnessy
76.49;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16589422541308, 49.242361527889464]}";Arbutus-Ridge
16.31;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18022073363687, 49.266280003323885]}";Kitsilano
40.25;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14008130707577, 49.213103326981056]}";Marpole
96.142;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02482865705093, 49.23405560602071]}";Renfrew-Collingwood
42.2;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13856853015514, 49.21311584705221]}";Marpole
94.442;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0527775947637, 49.2202687971127]}";Victoria-Fraserview
42.1;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13858910522126, 49.213103471839496]}";Marpole
77.73;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06523941826147, 49.24065114242105]}";Kensington-Cedar Cottage
40.83;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13906301845005, 49.213123402521525]}";Marpole
20.026;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1681950638427, 49.26497077532798]}";Kitsilano
40.78;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13904640874, 49.21310536897671]}";Marpole
76.907;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11665203278507, 49.226740645086636]}";Oakridge
45.75;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13766463830424, 49.21309917115376]}";Marpole
65.629;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15829566290363, 49.24124360118199]}";Arbutus-Ridge
45.67;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13768263231782, 49.21308682616446]}";Marpole
68.619;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12442037619496, 49.2490724421927]}";South Cambie
42.78;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13905147661778, 49.213517032152836]}";Marpole
94.52;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04625964209389, 49.226570769842056]}";Killarney
42.74;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13904026487327, 49.21350457818272]}";Marpole
93.51;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04623345073446, 49.22695352871729]}";Killarney
50.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13764516514831, 49.21417117155237]}";Marpole
50.32;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.20738611848512, 49.26989568420158]}";West Point Grey
57.24;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1376028740906, 49.21578386040193]}";Marpole
18.65;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09431062427802, 49.212782452400646]}";Sunset
59.17;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.137587603291, 49.21637202610234]}";Marpole
23.39;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16785202768042, 49.252800359101435]}";Arbutus-Ridge
100.62;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02359339120066, 49.23367066129872]}";Renfrew-Collingwood
58.31;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11605242677953, 49.253797140718845]}";South Cambie
98.19;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02359684787949, 49.234439061839744]}";Renfrew-Collingwood
22.07;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14809637396831, 49.26739976175067]}";Kitsilano
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02700342401704, 49.24703892843479]}";Renfrew-Collingwood
20.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14809204124333, 49.26759170692524]}";Kitsilano
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0262435955982, 49.24702880399572]}";Renfrew-Collingwood
74.34;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12964440107427, 49.22065185724692]}";Oakridge
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18925562676164, 49.226000289582196]}";Dunbar-Southlands
69.54;Storm;"{""type"": ""Point"", ""coordinates"": [-123.20304503342282, 49.26459490927699]}";West Point Grey
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18924870234285, 49.22643479942349]}";Dunbar-Southlands
4.12;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03751119446724, 49.20546606222239]}";Killarney
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18922678386112, 49.22600000400784]}";Dunbar-Southlands
4.31;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03685232436922, 49.20537590758225]}";Killarney
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18977225427948, 49.22643833920531]}";Dunbar-Southlands
3.78;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03819947248212, 49.20562624074638]}";Killarney
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18980109709335, 49.22643853469099]}";Dunbar-Southlands
3.74;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0374159602921, 49.205430210879314]}";Killarney
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18980521746583, 49.22643855490675]}";Dunbar-Southlands
3.8;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03672916890511, 49.204971716223234]}";Killarney
2.19;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18948781151525, 49.22642623974682]}";Dunbar-Southlands
4.26;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03665730414613, 49.204901764646905]}";Killarney
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09893301760908, 49.26353313419406]}";Mount Pleasant
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0359782648354, 49.20483378481666]}";Killarney
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11435786634571, 49.28011247424441]}";Downtown
52.934;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06741250258058, 49.25043784159783]}";Kensington-Cedar Cottage
19.8;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02842373219387, 49.265327749814354]}";Hastings-Sunrise
10.55;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08524412076274, 49.28295777862149]}";Strathcona
6.84;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09082852839356, 49.21111466539099]}";Sunset
49.1;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0427368700202, 49.274348166683666]}";Hastings-Sunrise
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02504564191008, 49.21670046626282]}";Killarney
54.424;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04817881286195, 49.27135086145498]}";Hastings-Sunrise
42.952;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1390824542252, 49.21352720450723]}";Marpole
54.213;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04626343061088, 49.27134711065559]}";Hastings-Sunrise
;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13313964024407, 49.286158104502974]}";West End
54.184;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04624132674701, 49.271362825108916]}";Hastings-Sunrise
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06973312595693, 49.26059891896302]}";Kensington-Cedar Cottage
10.39;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08524810395828, 49.2829153994139]}";Strathcona
54.5;Storm;"{""type"": ""Point"", ""coordinates"": [-123.21265654490931, 49.271807245468494]}";West Point Grey
60.779;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14769131781148, 49.241311499160474]}";Arbutus-Ridge
59.66;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17672661691395, 49.23663066720926]}";Dunbar-Southlands
5.44;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07832090591901, 49.282926400989915]}";Strathcona
58.2;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17672489766865, 49.236291242983434]}";Dunbar-Southlands
5.81;Storm;"{""type"": ""Point"", ""coordinates"": [-123.07910147891417, 49.282883340099836]}";Strathcona
58.15;Storm;"{""type"": ""Point"", ""coordinates"": [-123.17674474717593, 49.23628339574189]}";Dunbar-Southlands
5.48;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08362709096978, 49.2825253297923]}";Strathcona
58.72;Storm;"{""type"": ""Point"", ""coordinates"": [-123.17793541765965, 49.23664242149704]}";Dunbar-Southlands
25.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1028113002289, 49.26509916863571]}";Mount Pleasant
58.88;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17783632516831, 49.23663296715215]}";Dunbar-Southlands
26.45;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10264072321654, 49.265085377727225]}";Mount Pleasant
61.69;Storm;"{""type"": ""Point"", ""coordinates"": [-123.17555414927816, 49.23663379517482]}";Dunbar-Southlands
9.671;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16865520064664, 49.22531825755295]}";Kerrisdale
20.41;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12725918631664, 49.27579895487766]}";Downtown
46.65;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13692061052218, 49.21283814872413]}";Marpole
;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16150265231582, 49.23171817457532]}";Kerrisdale
13.17;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1837667715431, 49.26519376065056]}";Kitsilano
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13011701064535, 49.27760646715683]}";Downtown
4.319;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09942796169554, 49.27250835256406]}";Strathcona
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09787124708946, 49.265534580874615]}";Mount Pleasant
4.187;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09934584242502, 49.27248389331079]}";Strathcona
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10108998016374, 49.266195034828975]}";Mount Pleasant
3.831;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09937385932963, 49.271874966662516]}";Strathcona
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10152054140542, 49.26620280697405]}";Mount Pleasant
4.08;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10010422886513, 49.27193401931225]}";Mount Pleasant
;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1048462474956, 49.269073227585814]}";Mount Pleasant
3.831;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09939747390176, 49.27182576063644]}";Strathcona
;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1069037183717, 49.26894764932943]}";Mount Pleasant
3.87;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09946367572535, 49.27179678412275]}";Strathcona
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11019197537024, 49.267600353639786]}";Mount Pleasant
4.04;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10012270279651, 49.271946641551445]}";Mount Pleasant
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11058056314535, 49.26785686730909]}";Mount Pleasant
3.808;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0994392209973, 49.27183831798621]}";Strathcona
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1105721634199, 49.267868704035095]}";Mount Pleasant
;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11060486826163, 49.26787030086384]}";Mount Pleasant
;Storm;"{""type"": ""Point"", ""coordinates"": [-123.17557366071891, 49.253058001968526]}";Dunbar-Southlands
35.52;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10692287545587, 49.262151548868715]}";Mount Pleasant
81.1;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13767381643707, 49.24946666484889]}";Shaughnessy
4.4;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10059886932473, 49.2709799283013]}";Mount Pleasant
4.807;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1006396456752, 49.27017757538383]}";Mount Pleasant
3.66;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10054748292127, 49.271594785525245]}";Mount Pleasant
69.36;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13202150085634, 49.24938019752985]}";Shaughnessy
68.82;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.12837263604425, 49.24931605376799]}";Shaughnessy
94.02;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04554039139538, 49.227022482839935]}";Killarney
23.24;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16639565006408, 49.25278844224592]}";Arbutus-Ridge
23.56;Storm;"{""type"": ""Point"", ""coordinates"": [-123.165479189819, 49.25278315603122]}";Arbutus-Ridge
93.67;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04533940140352, 49.227292905479835]}";Killarney
92.68;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04550549792397, 49.22780649653354]}";Killarney
92.58;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04549864909848, 49.22839505007789]}";Killarney
22.25;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16463105041824, 49.26490814764514]}";Kitsilano
58.469;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13954015435202, 49.256582301670576]}";Shaughnessy
46.38;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1218616647088, 49.260390194433604]}";Fairview
51.99;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06371689510354, 49.2752660859295]}";Grandview-Woodland
18.3;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02362360867525, 49.26974908008139]}";Hastings-Sunrise
22.995;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15261460157872, 49.214142729633295]}";Kerrisdale
5.61;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10434915716316, 49.28269934351047]}";Downtown
40.38;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03283295341056, 49.266654173600635]}";Hastings-Sunrise
42.978;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02454183030117, 49.27907673561855]}";Hastings-Sunrise
43.968;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02830804459332, 49.27907841097309]}";Hastings-Sunrise
41.03;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06012011561486, 49.26129799545911]}";Kensington-Cedar Cottage
0.0;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09288559697202, 49.26712718602832]}";Strathcona
9.98;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18572581913152, 49.26776931094604]}";West Point Grey
71.195;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10947312109667, 49.227704596482056]}";Oakridge
89.1;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13194711783504, 49.225743919206906]}";Oakridge
86.27;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11678276959263, 49.24503636538686]}";South Cambie
74.88;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1165532911005, 49.24751058319971]}";South Cambie
73.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11654165861759, 49.24796823632059]}";South Cambie
44.59;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18865677279871, 49.23644613504432]}";Dunbar-Southlands
31.29;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18205613056962, 49.23285482743795]}";Dunbar-Southlands
55.25;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13622725103623, 49.25887492632625]}";Fairview
45.31;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13622352640687, 49.26157627405911]}";Fairview
33.19;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15550741430525, 49.25919939243042]}";Kitsilano
29.406;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14355788516157, 49.264577487565596]}";Fairview
101.19;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03935333192858, 49.22384360821152]}";Killarney
81.03;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03433838138714, 49.21370368390579]}";Killarney
9.7;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18568461055918, 49.26841431528881]}";West Point Grey
50.02;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14592178937168, 49.2581175295604]}";Fairview
58.7;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16429511964714, 49.23100499661132]}";Kerrisdale
62.91;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16416935477886, 49.23461066343592]}";Kerrisdale
54.93;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16732290461745, 49.231016050651625]}";Kerrisdale
51.91;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1674588834506, 49.23013318463378]}";Kerrisdale
32.6945;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16758137492272, 49.22709956108164]}";Kerrisdale
26.02;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16787891122887, 49.226626994493145]}";Kerrisdale
44.41;Storm;"{""type"": ""Point"", ""coordinates"": [-123.20739042456827, 49.270162141351435]}";West Point Grey
47.05;Storm;"{""type"": ""Point"", ""coordinates"": [-123.20749165476278, 49.27013623333105]}";West Point Grey
67.744;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10837395520922, 49.22680271538591]}";Oakridge
65.794;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10593892901319, 49.22563460929118]}";Oakridge
14.5;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.17673076670062, 49.22936130513012]}";Kerrisdale
13.08;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1758764122491, 49.228954403958525]}";Kerrisdale
39.76;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1860532067153, 49.26074033218276]}";West Point Grey
28.235;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1636102184423, 49.22397405471611]}";Kerrisdale
27.43;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18603889262876, 49.261667222127684]}";West Point Grey
58.341;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11822688086234, 49.250651590894854]}";South Cambie
101.941;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.13451092262504, 49.23510423561904]}";Shaughnessy
11.32;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09421927917002, 49.26694762341569]}";Strathcona
17.6;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1923653109865, 49.23320696228432]}";Dunbar-Southlands
14.75;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18544686110035, 49.27227263050282]}";Kitsilano
88.9;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03041123380957, 49.234257743854734]}";Renfrew-Collingwood
95.71;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13861035384106, 49.24182375949621]}";Shaughnessy
95.3;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13916654905319, 49.24185891887786]}";Shaughnessy
92.18;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1419650095966, 49.24190428609918]}";Shaughnessy
92.14;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14200995396415, 49.24191575376541]}";Shaughnessy
88.83;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14325870013357, 49.241926382577994]}";Shaughnessy
38.17;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06015839977594, 49.260388038203956]}";Kensington-Cedar Cottage
12.31;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18565023303708, 49.269495341979905]}";West Point Grey
15.87;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18557412325721, 49.271314005841326]}";West Point Grey
4.25;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0954978912953, 49.26879994447307]}";Strathcona
7.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09439801339954, 49.26806485220328]}";Strathcona
4.59;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09080262592511, 49.26743946399771]}";Strathcona
4.81;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09075795296094, 49.267694539978585]}";Strathcona
