DIAMETER_MM;EFFLUENT_TYPE;GRADE_PERCENT;INSTALL_YR;MATERIAL;NON_CALCULATED_LENGTH_M;Geom
1350.0;Storm;0.0;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.19854921083042, 49.2349829845997], [-123.19849755082917, 49.23494619282497], [-123.19824357915424, 49.23464213050046], [-123.19811364213932, 49.234579656466124]]}"
900.0;Combined;0.0;1954;RC;80.5;"{""type"": ""LineString"", ""coordinates"": [[-123.21691071594816, 49.27638405440718], [-123.21588681763689, 49.276304754365306]]}"
600.0;Sanitary;0.35;1967;n/a;126.5;"{""type"": ""LineString"", ""coordinates"": [[-123.19972951374983, 49.235931505642014], [-123.19814072373198, 49.235470842023474]]}"
1650.0;Combined;0.24;;n/a;10.2;"{""type"": ""LineString"", ""coordinates"": [[-123.0969863438294, 49.214956762517694], [-123.09687256320198, 49.21495445625502]]}"
1350.0;Combined;16.27;;n/a;20.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07400618359792, 49.215531155020464], [-123.07399520534615, 49.21535171520902]]}"
1350.0;Combined;16.43;;n/a;16.8;"{""type"": ""LineString"", ""coordinates"": [[-123.07404701692528, 49.21638370143201], [-123.07404883717246, 49.21623257958072]]}"
600.0;Sanitary;0.09;1972;CONC;591.6;"{""type"": ""LineString"", ""coordinates"": [[-123.0951007490848, 49.28628097237959], [-123.09548276754191, 49.28572051009186], [-123.09596497693067, 49.28542163286485], [-123.09765361172174, 49.28503655608917], [-123.09839918646416, 49.28490763445932], [-123.10067017321772, 49.2844225025925], [-123.10083140791464, 49.2841312692056], [-123.10103778819479, 49.28405804812429], [-123.10181943943168, 49.28391181110988], [-123.1018761137294, 49.283929751505624]]}"
600.0;Combined;0.35;1971;CONC;5.8;"{""type"": ""LineString"", ""coordinates"": [[-123.07017614351463, 49.213688073440146], [-123.0702554947395, 49.213688834779916]]}"
1050.0;Combined;20.17;;n/a;22.7;"{""type"": ""LineString"", ""coordinates"": [[-123.07402654954565, 49.218199312324494], [-123.07402891322546, 49.21799822141401]]}"
1950.0;Combined;0.0;;n/a;128.2;"{""type"": ""LineString"", ""coordinates"": [[-123.08751236563083, 49.25187220041788], [-123.08927404320181, 49.25189916954516]]}"
1050.0;Sanitary;0.24;;n/a;159.1;"{""type"": ""LineString"", ""coordinates"": [[-123.1338141308246, 49.29277198432482], [-123.13531167775211, 49.29374109722366]]}"
675.0;Combined;0.59;1970;CONC;132.1;"{""type"": ""LineString"", ""coordinates"": [[-123.14506589252102, 49.290744614955166], [-123.14377439688947, 49.289906881084455]]}"
2900.0;Combined;0.09;1962;CONC;131.1;"{""type"": ""LineString"", ""coordinates"": [[-123.18818887000478, 49.2437885134352], [-123.1882075145891, 49.24261014224332]]}"
1500.0;Storm;0.0;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.2026489738567, 49.275965350470386], [-123.20263602439204, 49.2763247401114]]}"
1350.0;Combined;0.64;1966;CONC;61.0;"{""type"": ""LineString"", ""coordinates"": [[-123.14562146994157, 49.29036764838452], [-123.1462708557216, 49.29000495267848]]}"
900.0;Combined;0.03;;CONC;116.7;"{""type"": ""LineString"", ""coordinates"": [[-123.08705927947373, 49.284336806702036], [-123.08618037643807, 49.28387565334568], [-123.08573147155761, 49.283740609907355]]}"
1000.0;Storm;62.72;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.20001698725234, 49.235914582932644], [-123.19974404160044, 49.23559620037397]]}"
1350.0;Storm;0.0;1901;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.19811364213932, 49.234579656466124], [-123.19809905341234, 49.234572665183485]]}"
600.0;Sanitary;0.44;1967;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.205444255924, 49.23743336138076], [-123.20466021668341, 49.23722897761555]]}"
900.0;Combined;0.05;1972;CONC;88.4;"{""type"": ""LineString"", ""coordinates"": [[-123.08465029938216, 49.283415520839256], [-123.08435949489078, 49.283341163512844], [-123.08404654556306, 49.283262054120335], [-123.08373985862947, 49.28322656593738], [-123.08352919918947, 49.28314837043811]]}"
375.0;Sanitary;0.47;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.08703901928736, 49.28282569570185], [-123.08702088769233, 49.28353156970476]]}"
0.0;Sanitary;0.0;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.08706481216048, 49.283410281670115], [-123.08702333132123, 49.28343558935649]]}"
1950.0;Combined;0.52;;CONC;68.6;"{""type"": ""LineString"", ""coordinates"": [[-123.03093090840015, 49.289471083687324], [-123.03092967160582, 49.29008798128811]]}"
900.0;Combined;0.0;1954;CPP;317.0;"{""type"": ""LineString"", ""coordinates"": [[-123.21588681763689, 49.276304754365306], [-123.21581172738956, 49.27629895780977]]}"
900.0;Combined;0.09;1972;CONC;189.3;"{""type"": ""LineString"", ""coordinates"": [[-123.07986272866685, 49.28330659714075], [-123.07953389520901, 49.28334938011001], [-123.0792120805897, 49.28348227997956], [-123.07741910984971, 49.283952071732706]]}"
2900.0;Combined;0.9;1974;CONC;111.9;"{""type"": ""LineString"", ""coordinates"": [[-123.07921178589675, 49.28185612342373], [-123.07917986113058, 49.28286216574631]]}"
0.0;Combined;0.0;;BR;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.12609444696032, 49.29891251992691], [-123.13038781398984, 49.29867845111036], [-123.13040005344764, 49.2986777176879], [-123.13041229195571, 49.29867662445909], [-123.13042439268253, 49.298675441433005], [-123.13043649245924, 49.29867389860058], [-123.13044845421706, 49.29867217601967], [-123.1304604154992, 49.29867027353502], [-123.13047223852476, 49.29866810135065], [-123.13048392329355, 49.29866565946658], [-123.13049560758621, 49.29866303767885], [-123.13050701607854, 49.29866014634684], [-123.13051842409446, 49.29865707511119], [-123.1305295565473, 49.298653824282596], [-123.130540688286, 49.298650303599175], [-123.13055154446141, 49.29864660332296], [-123.13056226261672, 49.298642723298585], [-123.13057284251425, 49.298638573574856], [-123.13058314684828, 49.298634244258515], [-123.13059331316197, 49.29862973519415], [-123.13060334145526, 49.29862504638183], [-123.13113468482204, 49.29836535727984]]}"
1050.0;Combined;0.41;1961;RC;118.3;"{""type"": ""LineString"", ""coordinates"": [[-123.19177357835603, 49.2686910196891], [-123.1901486374703, 49.26866402109045]]}"
900.0;Combined;2.09;1961;RC;121.7;"{""type"": ""LineString"", ""coordinates"": [[-123.19338529656191, 49.268717819673064], [-123.19177357835603, 49.2686910196891]]}"
750.0;Sanitary;7.35;;n/a;25.7;"{""type"": ""LineString"", ""coordinates"": [[-123.18910100366408, 49.27046759623637], [-123.18920988310946, 49.27046939693646], [-123.1892219762008, 49.270468387660785], [-123.18923406860357, 49.270467198480986], [-123.18924602182088, 49.27046555976787], [-123.18925797431481, 49.2704637321555], [-123.18926965053684, 49.270461554181644], [-123.18928132572545, 49.27045910635228], [-123.18929286207181, 49.27045629894118], [-123.18930412245541, 49.27045322212506], [-123.18931524434058, 49.270449875678736], [-123.18932609026271, 49.27044625982755], [-123.18933679768612, 49.27044237434626], [-123.1893472291463, 49.27043821946022], [-123.18935738464307, 49.27043379516945], [-123.18936740164077, 49.27042910124878], [-123.18937700555485, 49.27042422810027], [-123.189386333161, 49.27041899559585], [-123.18939524768348, 49.27041358386377], [-123.18940402405097, 49.270407992453435], [-123.18941238699041, 49.27040213186417], [-123.18942033684625, 49.27039609204748]]}"
750.0;Sanitary;24.8;;n/a;16.2;"{""type"": ""LineString"", ""coordinates"": [[-123.18755321658053, 49.270272845249714], [-123.18755208681681, 49.270301181964626], [-123.18755155912496, 49.27030702970142], [-123.1875515812893, 49.27031287654564], [-123.18755187838181, 49.270318722943614], [-123.18755258786673, 49.270324568672166], [-123.18755370974418, 49.270330413731315], [-123.18755524367333, 49.27033616816957], [-123.18755705219013, 49.27034183221009], [-123.18755927309986, 49.27034749558117], [-123.18756190640269, 49.270353158282745], [-123.18756495141668, 49.270358640411935], [-123.18756840848296, 49.27036403192012], [-123.18757200301424, 49.27036942320505], [-123.18757614672123, 49.27037463369432], [-123.18758056467551, 49.27037966383422], [-123.18758525721822, 49.27038460357614], [-123.18759036181362, 49.270389452696875], [-123.1875957406565, 49.27039412146814], [-123.18760153121117, 49.270398609666664], [-123.18760745889014, 49.270403007690255], [-123.18761379793985, 49.270407135189565]]}"
2850.0;Combined;0.3;1963;CONC;304.5;"{""type"": ""LineString"", ""coordinates"": [[-123.18757614206581, 49.27139586768696], [-123.18761379793985, 49.270407135189565], [-123.18768106976052, 49.26875010083277], [-123.18771713391257, 49.268650825159646], [-123.18771767794877, 49.268649295091286]]}"
1200.0;Combined;0.2;1961;RC;156.9;"{""type"": ""LineString"", ""coordinates"": [[-123.20102488117188, 49.27042571590082], [-123.19896697092264, 49.27000515418999]]}"
1200.0;Combined;0.08;1972;PVC;71.3;"{""type"": ""LineString"", ""coordinates"": [[-123.0693520112245, 49.28481098973572], [-123.07031285144745, 49.28468221888263]]}"
750.0;Combined;2.22;;CONC;132.9;"{""type"": ""LineString"", ""coordinates"": [[-123.0281415783901, 49.29092785254651], [-123.02939451180595, 49.29004358607757]]}"
750.0;Combined;1.61;;CONC;36.6;"{""type"": ""LineString"", ""coordinates"": [[-123.03237890175826, 49.288794241707436], [-123.03272810147749, 49.28867692734422]]}"
750.0;Combined;7.52;;n/a;152.4;"{""type"": ""LineString"", ""coordinates"": [[-123.03092967160582, 49.29008798128811], [-123.0309352236499, 49.29159847426916]]}"
750.0;Combined;1.59;;CONC;135.6;"{""type"": ""LineString"", ""coordinates"": [[-123.02527994709835, 49.292429716238786], [-123.02688221741572, 49.29180916536992]]}"
1325.0;Combined;0.09;;BR;285.9;"{""type"": ""LineString"", ""coordinates"": [[-123.13617241967411, 49.29483826019306], [-123.13592550308039, 49.2952721355059], [-123.13591482394303, 49.29528978757116], [-123.13590455762238, 49.295307520106284], [-123.13589456660961, 49.29532534226828], [-123.13588485065767, 49.29534316410592], [-123.13587541001414, 49.29536107557056], [-123.13586610714513, 49.29537907682395], [-123.1358572171191, 49.29539716754277], [-123.1358486159084, 49.29541525792133], [-123.13584026250032, 49.29543343795946], [-123.13583219790819, 49.29545161765745], [-123.13582440862604, 49.29546988698281], [-123.13581689465413, 49.295488245935594], [-123.13580965574559, 49.295506604564565], [-123.13580282943526, 49.295524962708164], [-123.13579614090159, 49.29554341064097], [-123.13578972767927, 49.295561948201374], [-123.13578372705622, 49.29558048527657], [-123.13577786423517, 49.295599121136206], [-123.13577241398937, 49.295617747515614], [-123.13576875861011, 49.29563889043001], [-123.1357648281579, 49.29566003366741], [-123.1357604850975, 49.295681177389284], [-123.13575586671635, 49.29570223148281], [-123.13575069819095, 49.29572328622233], [-123.13574525434386, 49.29574425133337], [-123.13573953542179, 49.295765216767194], [-123.1357332663539, 49.29578618284683], [-123.13572685925139, 49.29580696918506], [-123.13571990224905, 49.295827846120226], [-123.13571266992302, 49.29584863342667], [-123.1357050247375, 49.29586933126585], [-123.13569696669207, 49.29588993963768], [-123.1356886335934, 49.295910557326984], [-123.13568002514492, 49.29593107639217], [-123.13567086629956, 49.29595150615126], [-123.1356614323751, 49.29597193623247], [-123.13565172312435, 49.295992276684466], [-123.13564160101116, 49.29601252766861], [-123.13562434806664, 49.29604547019182], [-123.13560600807072, 49.296078234084746], [-123.13558656677434, 49.29611063946045], [-123.13556616195865, 49.296142776108326], [-123.13554451854951, 49.296174644350515], [-123.13552191161766, 49.29620624386373], [-123.13549820315664, 49.296237403901245], [-123.13547339360873, 49.296268286374676], [-123.13544762028718, 49.29629881016603], [-123.13542088294425, 49.29632888532332], [-123.1353930442885, 49.29635860195836], [-123.13536424185544, 49.2963879599092], [-123.13533447539776, 49.29641686922387], [-123.13530374491451, 49.29644532990166], [-123.13527191262152, 49.296473252151515], [-123.13523939162195, 49.29650081539218], [-123.13520576905735, 49.2965279301546], [-123.13517131975557, 49.2965545061648], [-123.13513590617899, 49.29658054358283], [-123.13500400491213, 49.296680373072114], [-123.13498588284673, 49.296692447750296], [-123.13496762298902, 49.296704432635], [-123.13494895026335, 49.29671632804735], [-123.13493027679208, 49.29672795360287], [-123.13491119045274, 49.2967394896858], [-123.1348919660756, 49.29675084602358], [-123.1348724661228, 49.29676202277662], [-123.1348528281324, 49.296773019784325], [-123.13483291481177, 49.29678392715838], [-123.13481271191645, 49.296794565012114], [-123.13479238498283, 49.29680511305542], [-123.13477178222853, 49.29681539156215], [-123.13475104168226, 49.2968255802743], [-123.13473016309892, 49.29683558924053], [-123.13470900869525, 49.29684532866984], [-123.13468757896167, 49.29685497846459], [-123.13466614872961, 49.29686444835283], [-123.13464430513937, 49.29687364886403], [-123.134622461296, 49.29688275941981], [-123.13460610966956, 49.29688844541524], [-123.13458961976625, 49.29689386171473], [-123.13457299183113, 49.2968990982695], [-123.13455622561952, 49.2969040651282], [-123.1345391838381, 49.2969088524022], [-123.13452200356022, 49.296913289023834], [-123.13450468522686, 49.29691753690534], [-123.1344872288626, 49.29692160504178], [-123.13446977151659, 49.296925313370515], [-123.13445203835705, 49.29692875216284], [-123.13443416716733, 49.29693201120991], [-123.13441629524138, 49.29693500040044], [-123.13439828504106, 49.29693771989434], [-123.13438013656665, 49.29694016969157], [-123.13436198735688, 49.296942349632154], [-123.13434385116592, 49.29694425970008], [-123.13432556319229, 49.2969459900385], [-123.13430713670124, 49.296947360728794], [-123.13428870947604, 49.29694846156236], [-123.13405341531306, 49.29696134595529]]}"
2400.0;Combined;0.05;;CONC;164.6;"{""type"": ""LineString"", ""coordinates"": [[-123.19236900308165, 49.27005955841997], [-123.19463066021805, 49.270073410458984]]}"
1200.0;Combined;0.08;1972;CONC;173.1;"{""type"": ""LineString"", ""coordinates"": [[-123.06553909744984, 49.28558406538095], [-123.0678092007704, 49.28510966354269]]}"
1200.0;Combined;0.08;1972;PVC;119.5;"{""type"": ""LineString"", ""coordinates"": [[-123.0678092007704, 49.28510966354269], [-123.06788796357405, 49.28508918926309], [-123.06796712583323, 49.28506926340022], [-123.06804657753317, 49.28504987702282], [-123.06812631867614, 49.28503103013037], [-123.06820645914478, 49.28501263270568], [-123.06828673780456, 49.284994774853935], [-123.06836729216344, 49.28497745649351], [-123.06844812222377, 49.28496067762384], [-123.06852922798792, 49.28494443824435], [-123.06861047182811, 49.28492864848444], [-123.06869212899441, 49.28491347908847], [-123.06877392425386, 49.284898768306306], [-123.0688558577213, 49.28488459709414], [-123.0689380669045, 49.28487096536961], [-123.0690205518059, 49.28485787313219], [-123.06910317504858, 49.28484541041509], [-123.06918593638389, 49.2848333973148], [-123.06926897344502, 49.28482192370017], [-123.0693520112245, 49.28481098973572]]}"
0.0;Combined;0.0;;BR;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.1231938921748, 49.29907053593642], [-123.12609444696032, 49.29891251992691]]}"
0.0;Combined;0.0;;BR;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.11729086526873, 49.300599808730745], [-123.11780008056732, 49.29987053077951], [-123.1178054272863, 49.299863140311196], [-123.11781118709399, 49.29985593831966], [-123.11781722220773, 49.29984882599864], [-123.11782353284188, 49.29984189329938], [-123.11783025632856, 49.29983505013032], [-123.11783725512102, 49.29982829663164], [-123.11784452943368, 49.29982172275455], [-123.11785221659858, 49.2998152384075], [-123.117860041737, 49.29980893382218], [-123.11786827994203, 49.29980280871802], [-123.11787665609917, 49.29979685438041], [-123.11788530779783, 49.299791088659255], [-123.11789437234845, 49.29978541246775], [-123.11790357508721, 49.29978000598904], [-123.11791305313143, 49.29977468918021], [-123.11792266936394, 49.29976964208408], [-123.11793256090192, 49.299764684657674], [-123.11794272817471, 49.299759996803516], [-123.11795317096768, 49.299755488570234], [-123.11897535747808, 49.29933027440779]]}"
900.0;Combined;0.1;1954;CPP;176.7;"{""type"": ""LineString"", ""coordinates"": [[-123.20852989680056, 49.274493518542094], [-123.2061695305804, 49.27487198132457]]}"
900.0;Combined;0.1;1954;CPP;58.9;"{""type"": ""LineString"", ""coordinates"": [[-123.2034174658808, 49.27529069192222], [-123.20260902386099, 49.27527772901287]]}"
900.0;Combined;3.79;1954;CPP;23.8;"{""type"": ""LineString"", ""coordinates"": [[-123.20260902386099, 49.27527772901287], [-123.20235244926748, 49.2754059193679]]}"
900.0;Combined;0.49;;n/a;37.8;"{""type"": ""LineString"", ""coordinates"": [[-123.04258561734848, 49.29088868399765], [-123.04263722586003, 49.29123543742318]]}"
1050.0;Combined;0.2;;n/a;312.4;"{""type"": ""LineString"", ""coordinates"": [[-123.04530901844343, 49.29201142267439], [-123.04784995329828, 49.29260075077243], [-123.04838131614453, 49.29269974612778], [-123.04915290020848, 49.29275734033725], [-123.04935049517036, 49.29286339899175]]}"
1950.0;Combined;0.4;;n/a;192.0;"{""type"": ""LineString"", ""coordinates"": [[-123.03433347295791, 49.28124663056507], [-123.03397154162595, 49.282964105342]]}"
2300.0;Combined;0.15;;n/a;152.4;"{""type"": ""LineString"", ""coordinates"": [[-123.11010886133731, 49.21071339184336], [-123.11017275007677, 49.209343168352355]]}"
1800.0;Combined;1.18;;n/a;62.1;"{""type"": ""LineString"", ""coordinates"": [[-123.08160615203916, 49.25754228779194], [-123.0809841233071, 49.257931147814006]]}"
1800.0;Combined;0.0;;n/a;56.2;"{""type"": ""LineString"", ""coordinates"": [[-123.07948169633966, 49.25882361677348], [-123.07919143534909, 49.2589937446435], [-123.07893187064916, 49.259178324108234]]}"
600.0;Sanitary;5.36;2007;PVC;36.77;"{""type"": ""LineString"", ""coordinates"": [[-123.14242009018122, 49.29254598539422], [-123.14241859536958, 49.29254745344799]]}"
600.0;Sanitary;1.89;2007;PVC;183.52;"{""type"": ""LineString"", ""coordinates"": [[-123.14093615524517, 49.29310268030492], [-123.14028281278408, 49.293213854903485], [-123.14024582174181, 49.29322016043514], [-123.14009700452313, 49.293225872972535], [-123.13849780092579, 49.29349806929672]]}"
2275.0;Combined;0.15;;n/a;77.4;"{""type"": ""LineString"", ""coordinates"": [[-123.11020442235613, 49.20866903098677], [-123.11023680013791, 49.20797296233513]]}"
1219.0;Sanitary;-1.22;2011;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.14522173269476, 49.27063807528357], [-123.14523190565309, 49.27063824240126]]}"
1800.0;Storm;0.31;;CONC;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.05040923053649, 49.23599746389279], [-123.05061286065339, 49.2367170755655], [-123.05068048232542, 49.238080356293345], [-123.050678573613, 49.23809456961644], [-123.05067597802265, 49.238108783240804], [-123.05067297021262, 49.23812290709344], [-123.05066915188578, 49.238137031301434], [-123.05066490750875, 49.23815097579125], [-123.05066011362729, 49.23816492052185], [-123.05065463277333, 49.238178775601], [-123.05064860232198, 49.238192540968356], [-123.05064202218082, 49.23820612667147], [-123.05063489244142, 49.23821962266263], [-123.05062721310335, 49.23823302894171], [-123.05061898407433, 49.238246255556234], [-123.0506100680701, 49.23825939251866], [-123.05060073965802, 49.23827225980369], [-123.05059086164582, 49.23828503737619], [-123.05058057131714, 49.23829763522346], [-123.05057102089374, 49.23830835273993]]}"
900.0;Combined;0.79;;n/a;110.06;"{""type"": ""LineString"", ""coordinates"": [[-123.04963818033274, 49.24637917644879], [-123.0496357316684, 49.24708897315785]]}"
1219.0;Sanitary;1.33;2011;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.14629337267482, 49.27485384115984], [-123.1462779110543, 49.27529241223198]]}"
1350.0;Storm;1.77;2009;CONC;;"{""type"": ""LineString"", ""coordinates"": [[-123.11507445139833, 49.25872484473994], [-123.11504818691019, 49.25945161218065]]}"
1650.0;Combined;1.43;2009;CONC;;"{""type"": ""LineString"", ""coordinates"": [[-123.11491038004354, 49.25879405529927], [-123.11493499507543, 49.2588358315741], [-123.11490157746326, 49.259406782010856]]}"
1200.0;Combined;0.27;1971;CONC;132.8;"{""type"": ""LineString"", ""coordinates"": [[-123.07724896403593, 49.21461482352068], [-123.07819204346141, 49.214617814075154]]}"
1219.0;Sanitary;-0.66;2011;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.14623238664592, 49.271453843313935], [-123.14622862059726, 49.27154240578151]]}"
1219.0;Sanitary;1.8;2011;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.14633692792455, 49.27372070673251], [-123.1463309510857, 49.27384730364035]]}"
914.0;Sanitary;1.43;2011;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.14525016201854, 49.27063855227514], [-123.14552283856938, 49.27064303060059]]}"
1350.0;Combined;0.22;;n/a;127.4;"{""type"": ""LineString"", ""coordinates"": [[-123.05643866622032, 49.2534144228379], [-123.05644154963565, 49.25341235252862], [-123.05644429563296, 49.25341028228644], [-123.05644690410963, 49.253408122159165], [-123.05644951248354, 49.25340587207968], [-123.05645198354199, 49.25340371201943], [-123.05645445439508, 49.25340137205481], [-123.05645678783014, 49.25339903215731], [-123.05645898384724, 49.25339669232691], [-123.05646117986412, 49.25339435249646], [-123.05646323836042, 49.253391922780985], [-123.05646515933618, 49.25338940318046], [-123.05646631040308, 49.25338656012826], [-123.0564667751199, 49.253384365067376], [-123.05646759556319, 49.25338080255913]]}"
1200.0;Combined;1.77;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.08195432202098, 49.248680875649676], [-123.08194593188523, 49.248899933399294]]}"
825.0;Combined;3.28;;n/a;91.1;"{""type"": ""LineString"", ""coordinates"": [[-123.05468849168616, 49.24880581499104], [-123.05469356384943, 49.248807548668836], [-123.05470675880755, 49.24881123046475], [-123.05472022788184, 49.248814282463414], [-123.05473397097242, 49.24881661471248], [-123.05474798807872, 49.24881822721187], [-123.05476214179508, 49.24881912002661], [-123.05477643222042, 49.24881938310887], [-123.05479680922248, 49.24881922052696]]}"
1219.0;Sanitary;-2.73;2011;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.1462217418228, 49.276596192007666], [-123.1462181220417, 49.27667855652628]]}"
1219.0;Sanitary;-5.11;2011;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.14611126273037, 49.27677363590319], [-123.14609703059374, 49.27711252958433]]}"
1219.0;Combined;27.0;2005;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.07863488407888, 49.2759717980812], [-123.07863366325984, 49.27601677483986]]}"
900.0;Sanitary;0.08;2009;DI;;"{""type"": ""LineString"", ""coordinates"": [[-123.10939519600147, 49.27015195998823], [-123.1093392652329, 49.270153542112], [-123.10926112127179, 49.2702054013751]]}"
100.0;Sanitary;0.0;2009;DI;;"{""type"": ""LineString"", ""coordinates"": [[-123.10949828009133, 49.27010827162512], [-123.10949830814155, 49.270120945829625], [-123.1094639008955, 49.27012097843122]]}"
1219.0;Combined;-2.52;2005;STEEL;;"{""type"": ""LineString"", ""coordinates"": [[-123.07907943623674, 49.281472218975864], [-123.0790563966177, 49.28225787344764]]}"
1350.0;Combined;0.6;2014;CONC;;"{""type"": ""LineString"", ""coordinates"": [[-123.13173116858329, 49.20480869736579], [-123.13173287321096, 49.204768225570476], [-123.13174509860592, 49.20475026600472]]}"
1350.0;Combined;0.72;2014;CONC;;"{""type"": ""LineString"", ""coordinates"": [[-123.13174508492547, 49.204750284010906], [-123.13176438260145, 49.2047383252361], [-123.13178515348731, 49.20473314723288], [-123.1318125839794, 49.20473365565069]]}"
1350.0;Storm;1.62;2017;CONC;;"{""type"": ""LineString"", ""coordinates"": [[-123.0240897586321, 49.23455835405067], [-123.02412068407756, 49.23456750476148]]}"
750.0;Sanitary;1.72;2016;PVC;;"{""type"": ""LineString"", ""coordinates"": [[-123.02384275764902, 49.23412203673845], [-123.02464194332032, 49.234121680129675]]}"
750.0;Sanitary;2.39;2016;PVC;;"{""type"": ""LineString"", ""coordinates"": [[-123.02357457693276, 49.234141917307944], [-123.02384275764902, 49.23412203673845]]}"
750.0;Sanitary;3.42;2016;PVC;;"{""type"": ""LineString"", ""coordinates"": [[-123.02354667931725, 49.234144225781606], [-123.02357457693276, 49.234141917307944]]}"
2360.0;Combined;0.13;1963;CONC;;"{""type"": ""LineString"", ""coordinates"": [[-123.1379562542691, 49.26455935900123], [-123.15512433901077, 49.264827797165545]]}"
1050.0;Combined;1.35;;n/a;150.6;"{""type"": ""LineString"", ""coordinates"": [[-123.15431346633899, 49.214965888930855], [-123.15318438055756, 49.21384542782863]]}"
