AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
095;710;W KING EDWARD AV AND MAPLE CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.15142539649656, 49.250872406598454]}";Shaughnessy
271;648;E 8TH AV AND KAMLOOPS ST;"{""type"": ""Point"", ""coordinates"": [-123.05470032278005, 49.26297105431313]}";Hastings-Sunrise
271;667;KAMLOOPS ST AND E 12TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0547515735818, 49.25915501980984]}";Renfrew-Collingwood
271;665;KAMLOOPS ST AND E 11TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05475329675247, 49.260091519358355]}";Renfrew-Collingwood
272;692;KAMLOOPS ST AND E 18TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05453478314173, 49.254051147245086]}";Renfrew-Collingwood
120;695;W 19TH AV AND PINE CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.14602857686012, 49.254610996106116]}";Shaughnessy
090;664;W 11TH AV AND ARBUTUS ST;"{""type"": ""Point"", ""coordinates"": [-123.15299837733168, 49.26194238822655]}";Kitsilano
284;753;KILLARNEY ST AND E 43RD AV;"{""type"": ""Point"", ""coordinates"": [-123.04593020573563, 49.2311147941105]}";Killarney
279;753;RHODES ST AND E 43RD AV;"{""type"": ""Point"", ""coordinates"": [-123.05013200503532, 49.23115156477361]}";Victoria-Fraserview
270;754;E 43RD AV AND CLARENDON ST;"{""type"": ""Point"", ""coordinates"": [-123.05520902945081, 49.23086664602038]}";Victoria-Fraserview
148;719;DEVONSHIRE CRESCENT AND OSLER ST;"{""type"": ""Point"", ""coordinates"": [-123.1299998220041, 49.244507902178036]}";Shaughnessy
150;721;OAK ST AND CONNAUGHT DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.12774636635656, 49.24353292143685]}";Shaughnessy
144;727;HUDSON ST AND MINTO CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.1348387352793, 49.24282495970467]}";Shaughnessy
278;754;WALES ST AND E 43RD AV;"{""type"": ""Point"", ""coordinates"": [-123.05163845532685, 49.23080597813952]}";Victoria-Fraserview
138;606;RICHARDS ST AND NELSON ST;"{""type"": ""Point"", ""coordinates"": [-123.12105008373253, 49.27798741871093]}";Downtown
134;608;HELMCKEN ST AND SEYMOUR ST;"{""type"": ""Point"", ""coordinates"": [-123.12361565661236, 49.27756308922863]}";Downtown
222;711;E 26TH AV AND GLEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.08191062517655, 49.247716106271646]}";Kensington-Cedar Cottage
217;719;WINDSOR ST AND E 29TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0839697510859, 49.2446155005901]}";Kensington-Cedar Cottage
215;730;E 33RD AV AND SOMERVILLE ST;"{""type"": ""Point"", ""coordinates"": [-123.0857065687379, 49.240272511485244]}";Kensington-Cedar Cottage
224;735;SHERBROOKE ST AND E 35TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0813150149721, 49.238194231721266]}";Kensington-Cedar Cottage
218;735;E 35TH AV AND ELGIN ST;"{""type"": ""Point"", ""coordinates"": [-123.08354272049928, 49.2382233429913]}";Kensington-Cedar Cottage
216;735;WINDSOR ST AND E 35TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08465326337179, 49.23823782647369]}";Kensington-Cedar Cottage
222;710;GLEN DRIVE AND E KING EDWARD AV;"{""type"": ""Point"", ""coordinates"": [-123.08195743982985, 49.248547286227456]}";Kensington-Cedar Cottage
033;630;WALKWAY AND POINT GREY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.19037164844822, 49.271377947698106]}";West Point Grey
035;640;W 4TH AV AND WALLACE ST;"{""type"": ""Point"", ""coordinates"": [-123.19065869791062, 49.26870685320349]}";West Point Grey
032;670;W 10TH AV AND CROWN ST;"{""type"": ""Point"", ""coordinates"": [-123.19390131496661, 49.26359792724044]}";West Point Grey
024;643;W 6TH AV AND SASAMAT ST;"{""type"": ""Point"", ""coordinates"": [-123.2089760944207, 49.267285767202395]}";West Point Grey
273;650;PENTICTON ST AND E BROADWAY;"{""type"": ""Point"", ""coordinates"": [-123.05300793598104, 49.26201580566447]}";Hastings-Sunrise
274;648;PENTICTON ST AND E 8TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05218904699088, 49.262969922158135]}";Hastings-Sunrise
277;692;KASLO ST AND E 18TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04704967380127, 49.254038795212374]}";Renfrew-Collingwood
275;688;SLOCAN ST AND E 16TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04955150007218, 49.25544495221829]}";Renfrew-Collingwood
276;692;E 18TH AV AND WINLAW PLACE;"{""type"": ""Point"", ""coordinates"": [-123.04822980251176, 49.25404928276474]}";Renfrew-Collingwood
275;700;E 22ND AV AND SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.04961576008472, 49.25066051965775]}";Renfrew-Collingwood
170;717;W 28TH AV AND CAMBIE ST;"{""type"": ""Point"", ""coordinates"": [-123.11552291050415, 49.24610614990852]}";South Cambie
135;710;CARTIER ST AND W KING EDWARD AV;"{""type"": ""Point"", ""coordinates"": [-123.13668633894855, 49.24937627584376]}";Shaughnessy
144;712;W 26TH AV AND HUDSON ST;"{""type"": ""Point"", ""coordinates"": [-123.1343959401967, 49.24825995625154]}";Shaughnessy
146;712;SELKIRK ST AND W 26TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13203813026432, 49.248222070528186]}";Shaughnessy
146;714;SELKIRK ST AND W 27TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13207215605136, 49.247301738444285]}";Shaughnessy
163;712;W 26TH AV AND HEATHER ST;"{""type"": ""Point"", ""coordinates"": [-123.1204121388418, 49.248033657289746]}";South Cambie
170;712;CAMBIE ST AND W 26TH AV;"{""type"": ""Point"", ""coordinates"": [-123.11544888586953, 49.24794703523522]}";South Cambie
114;590;CARDERO ST AND W HASTINGS ST;"{""type"": ""Point"", ""coordinates"": [-123.12987169810948, 49.29104205393306]}";Downtown
165;714;W 27TH AV AND ASH ST;"{""type"": ""Point"", ""coordinates"": [-123.1185054896297, 49.24707894089804]}";South Cambie
163;714;W 27TH AV AND HEATHER ST;"{""type"": ""Point"", ""coordinates"": [-123.1204504305344, 49.247111938946716]}";South Cambie
153;714;W 27TH AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.12478858014653, 49.24718504442059]}";South Cambie
296;598;WINDERMERE ST AND ADANAC ST;"{""type"": ""Point"", ""coordinates"": [-123.03620814500889, 49.27744429169873]}";Hastings-Sunrise
298;594;TURNER ST AND RUPERT ST;"{""type"": ""Point"", ""coordinates"": [-123.03358022603707, 49.2790696149807]}";Hastings-Sunrise
298;598;ADANAC ST AND RUPERT ST;"{""type"": ""Point"", ""coordinates"": [-123.03358334245826, 49.2774429435317]}";Hastings-Sunrise
225;719;E 29TH AV AND INVERNESS ST;"{""type"": ""Point"", ""coordinates"": [-123.08015051110041, 49.244596435927605]}";Kensington-Cedar Cottage
216;744;E 39TH AV AND WINDSOR ST;"{""type"": ""Point"", ""coordinates"": [-123.08478328340969, 49.23471888920943]}";Kensington-Cedar Cottage
216;750;E 41ST AV AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.08479528719992, 49.232815772955604]}";Kensington-Cedar Cottage
212;742;E 38TH AV AND PRINCE ALBERT ST;"{""type"": ""Point"", ""coordinates"": [-123.08809429953024, 49.23566133577751]}";Kensington-Cedar Cottage
212;710;E KING EDWARD AV AND PRINCE ALBERT ST;"{""type"": ""Point"", ""coordinates"": [-123.08776617904029, 49.24861471148371]}";Kensington-Cedar Cottage
212;712;PRINCE ALBERT ST AND E 26TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08777367885062, 49.24754366179317]}";Kensington-Cedar Cottage
196;596;JACKSON AV AND E GEORGIA ST;"{""type"": ""Point"", ""coordinates"": [-123.093551564683, 49.278464359425655]}";Strathcona
192;596;GORE AV AND E GEORGIA ST;"{""type"": ""Point"", ""coordinates"": [-123.09708368383087, 49.278525716343715]}";Strathcona
192;601;GEORGIA VIADUCT AND GORE AV;"{""type"": ""Point"", ""coordinates"": [-123.09683125308767, 49.276712076355]}";Strathcona
190;592;MAIN ST AND E PENDER ST;"{""type"": ""Point"", ""coordinates"": [-123.09968911144007, 49.28038551836136]}";Downtown
192;592;E PENDER ST AND GORE AV;"{""type"": ""Point"", ""coordinates"": [-123.09733719676149, 49.280341836970806]}";Strathcona
194;592;E PENDER ST AND DUNLEVY AV;"{""type"": ""Point"", ""coordinates"": [-123.09542720095605, 49.28030515562685]}";Strathcona
192;594;GORE AV AND KEEFER ST;"{""type"": ""Point"", ""coordinates"": [-123.09721105221819, 49.279435013120555]}";Strathcona
212;708;E 24TH AV AND PRINCE ALBERT ST;"{""type"": ""Point"", ""coordinates"": [-123.08774584471004, 49.24916608045196]}";Kensington-Cedar Cottage
317;790;FRONTENAC ST AND E 49TH AV;"{""type"": ""Point"", ""coordinates"": [-123.02614899039578, 49.22227087826208]}";Killarney
312;797;TYNE ST AND E 52ND AV;"{""type"": ""Point"", ""coordinates"": [-123.03228307279579, 49.22234286315723]}";Killarney
312;798;TYNE ST AND E 52ND AV;"{""type"": ""Point"", ""coordinates"": [-123.03229704332122, 49.221969510620674]}";Killarney
312;799;TYNE ST AND E 53RD AV;"{""type"": ""Point"", ""coordinates"": [-123.03232812050454, 49.221147280302446]}";Killarney
313;799;TODERICK ST AND E 53RD AV;"{""type"": ""Point"", ""coordinates"": [-123.0311496637513, 49.22114636274858]}";Killarney
300;799;E 53RD AV AND KERR ST;"{""type"": ""Point"", ""coordinates"": [-123.04123827224156, 49.22116000487293]}";Killarney
307;799;E 53RD AV AND DOMAN ST;"{""type"": ""Point"", ""coordinates"": [-123.03677844498422, 49.221247199864614]}";Killarney
304;798;E 52ND AV AND MCKINNON ST;"{""type"": ""Point"", ""coordinates"": [-123.0389674274775, 49.22203903740216]}";Killarney
288;798;E 52ND AV AND LANCASTER ST;"{""type"": ""Point"", ""coordinates"": [-123.04274914136163, 49.22172784874337]}";Killarney
150;752;OAK ST AND W 42ND AV;"{""type"": ""Point"", ""coordinates"": [-123.1281067300811, 49.233000986562416]}";Oakridge
153;752;W 42ND AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.12518634600252, 49.23286491464788]}";Oakridge
125;747;W 40TH AV AND CHURCHILL ST;"{""type"": ""Point"", ""coordinates"": [-123.14138956788577, 49.23546018629396]}";Shaughnessy
275;604;SLOCAN ST AND NAPIER ST;"{""type"": ""Point"", ""coordinates"": [-123.04937847843269, 49.274971792138594]}";Hastings-Sunrise
145;750;SELKIRK ST AND W 41ST AV;"{""type"": ""Point"", ""coordinates"": [-123.13334304734641, 49.23413189035905]}";Shaughnessy
146;747;W 40TH AV AND SELKIRK ST;"{""type"": ""Point"", ""coordinates"": [-123.13249709288156, 49.23504258959405]}";Shaughnessy
212;683;PRINCE ALBERT ST AND E 13TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08724780356194, 49.25879611082887]}";Mount Pleasant
212;684;PRINCE ALBERT ST AND E 14TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08726577670514, 49.25793691944328]}";Mount Pleasant
274;566;YALE ST AND N PENTICTON ST;"{""type"": ""Point"", ""coordinates"": [-123.0519365935227, 49.29071980831734]}";Hastings-Sunrise
225;691;INVERNESS ST AND E 17TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0797745648732, 49.255369496100876]}";Kensington-Cedar Cottage
217;696;E 20TH AV AND WINDSOR ST;"{""type"": ""Point"", ""coordinates"": [-123.08374155419442, 49.252715329775704]}";Kensington-Cedar Cottage
222;696;E 20TH AV AND GLEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.08180777572436, 49.25268670717523]}";Kensington-Cedar Cottage
217;770;KINGSWAY AND WINDSOR ST;"{""type"": ""Point"", ""coordinates"": [-123.08370092466257, 49.25384765068626]}";Kensington-Cedar Cottage
214;687;E 15TH AV AND ST. CATHERINES ST;"{""type"": ""Point"", ""coordinates"": [-123.08551782167176, 49.25699569885793]}";Mount Pleasant
214;694;E 19TH AV AND ST. CATHERINES ST;"{""type"": ""Point"", ""coordinates"": [-123.08564498174161, 49.253650642846466]}";Kensington-Cedar Cottage
214;706;E 23RD AV AND ST. CATHERINES ST;"{""type"": ""Point"", ""coordinates"": [-123.08577799495419, 49.250037459692]}";Kensington-Cedar Cottage
271;565;WALL ST AND N KAMLOOPS ST;"{""type"": ""Point"", ""coordinates"": [-123.05456228164944, 49.29108378395983]}";Hastings-Sunrise
274;565;WALL ST AND N PENTICTON ST;"{""type"": ""Point"", ""coordinates"": [-123.0519305592663, 49.29165216847179]}";Hastings-Sunrise
275;565;WALL ST AND N SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.04930589870679, 49.29221903275699]}";Hastings-Sunrise
271;577;N KAMLOOPS ST AND OXFORD ST;"{""type"": ""Point"", ""coordinates"": [-123.05457774432755, 49.285694161318915]}";Hastings-Sunrise
274;576;N PENTICTON ST AND CAMBRIDGE ST;"{""type"": ""Point"", ""coordinates"": [-123.051949311276, 49.28672506783709]}";Hastings-Sunrise
275;576;N SLOCAN ST AND CAMBRIDGE ST;"{""type"": ""Point"", ""coordinates"": [-123.04932202000508, 49.28672202735414]}";Hastings-Sunrise
275;570;MCGILL ST AND N SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.04931396860125, 49.28871419930295]}";Hastings-Sunrise
214;670;E 12TH AV AND ST. CATHERINES ST;"{""type"": ""Point"", ""coordinates"": [-123.08529373365492, 49.25968440786238]}";Mount Pleasant
298;600;RUPERT ST AND VENABLES ST;"{""type"": ""Point"", ""coordinates"": [-123.03359530923835, 49.27662128406398]}";Hastings-Sunrise
300;592;E PENDER ST AND CASSIAR ST;"{""type"": ""Point"", ""coordinates"": [-123.03084418262812, 49.28020113465584]}";Hastings-Sunrise
305;592;SKEENA ST AND E PENDER ST;"{""type"": ""Point"", ""coordinates"": [-123.02832356295329, 49.280199549191124]}";Hastings-Sunrise
312;592;E PENDER ST AND KOOTENAY ST;"{""type"": ""Point"", ""coordinates"": [-123.02569748657216, 49.2801974015271]}";Hastings-Sunrise
280;593;CARLISLE ST AND RENFREW ST;"{""type"": ""Point"", ""coordinates"": [-123.04407870341318, 49.279622942661305]}";Hastings-Sunrise
280;596;RENFREW ST AND E GEORGIA ST;"{""type"": ""Point"", ""coordinates"": [-123.0440820054167, 49.27826792546247]}";Hastings-Sunrise
297;567;TRINITY ST AND N CASSIAR ST;"{""type"": ""Point"", ""coordinates"": [-123.03093294582496, 49.289694335026745]}";Hastings-Sunrise
312;586;KOOTENAY ST AND TRIUMPH ST;"{""type"": ""Point"", ""coordinates"": [-123.02569190966618, 49.283860031142616]}";Hastings-Sunrise
165;710;ASH ST AND W KING EDWARD AV;"{""type"": ""Point"", ""coordinates"": [-123.11842499985548, 49.249043428931984]}";South Cambie
107;605;BARCLAY ST AND LAGOON DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.14182330709696, 49.29283848736966]}";
079;744;VINE ST AND W 39TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15986113108352, 49.23650283104006]}";Arbutus-Ridge
073;744;W 39TH AV AND TRAFALGAR ST;"{""type"": ""Point"", ""coordinates"": [-123.16580755340998, 49.23660157382899]}";Arbutus-Ridge
079;730;W 33RD AV AND VINE ST;"{""type"": ""Point"", ""coordinates"": [-123.15964610932645, 49.24219009431258]}";Arbutus-Ridge
081;710;W KING EDWARD AV AND BRAKENRIDGE ST;"{""type"": ""Point"", ""coordinates"": [-123.16242912531003, 49.248552369460334]}";Arbutus-Ridge
079;715;HAGGART ST AND MCBAIN AV;"{""type"": ""Point"", ""coordinates"": [-123.16293851776953, 49.24726833816859]}";Arbutus-Ridge
081;716;BRAKENRIDGE ST AND MCMULLEN AV;"{""type"": ""Point"", ""coordinates"": [-123.16046885008681, 49.24709987794706]}";Arbutus-Ridge
253;728;E 32ND AV AND GLADSTONE ST;"{""type"": ""Point"", ""coordinates"": [-123.0628233255976, 49.241505213222474]}";Kensington-Cedar Cottage
270;770;KINGSWAY AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.0581278620067, 49.241885750057136]}";Kensington-Cedar Cottage
275;710;SLOCAN ST AND E 29TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04964185965534, 49.24462192113838]}";Renfrew-Collingwood
270;710;E 29TH AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05665222483069, 49.24462167357132]}";Kensington-Cedar Cottage
277;710;KASLO ST AND E 29TH AV;"{""type"": ""Point"", ""coordinates"": [-123.04712239815643, 49.24461309949011]}";Renfrew-Collingwood
246;728;BEATRICE ST AND E 32ND AV;"{""type"": ""Point"", ""coordinates"": [-123.06665734618494, 49.24154169922587]}";Kensington-Cedar Cottage
254;738;GLADSTONE ST AND E 37TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06208338978247, 49.23691714894068]}";Kensington-Cedar Cottage
277;722;DUCHESS ST AND EUCLID AV;"{""type"": ""Point"", ""coordinates"": [-123.04844585853638, 49.24228592537589]}";Renfrew-Collingwood
274;723;NORQUAY ST AND GOTHARD ST;"{""type"": ""Point"", ""coordinates"": [-123.05273351672894, 49.24289421273311]}";Renfrew-Collingwood
266;721;WENONAH ST AND BROCK ST;"{""type"": ""Point"", ""coordinates"": [-123.0585068574345, 49.243992926826074]}";Kensington-Cedar Cottage
270;722;NANAIMO ST AND BROCK ST;"{""type"": ""Point"", ""coordinates"": [-123.05665462445627, 49.24371681474297]}";Kensington-Cedar Cottage
270;724;NANAIMO ST AND ST. LAWRENCE ST;"{""type"": ""Point"", ""coordinates"": [-123.05665517478991, 49.24341725513325]}";Kensington-Cedar Cottage
120;670;BURRARD ST AND W 12TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14586342360347, 49.26088800429525]}";Kitsilano
210;655;FRASER ST AND E 10TH AV;"{""type"": ""Point"", ""coordinates"": [-123.08913461370165, 49.26152512183931]}";Mount Pleasant
214;650;E BROADWAY AND ST. CATHERINES ST;"{""type"": ""Point"", ""coordinates"": [-123.0852366379136, 49.26244259700867]}";Mount Pleasant
214;655;ST. CATHERINES ST AND E 10TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0852557024144, 49.26149384938765]}";Mount Pleasant
091;693;W 18TH AV AND EAST BOULEVARD;"{""type"": ""Point"", ""coordinates"": [-123.1524783588931, 49.25540863585844]}";Shaughnessy
091;691;EAST BOULEVARD AND W 17TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15244411900706, 49.25632984559119]}";Shaughnessy
095;670;W 12TH AV AND MAPLE ST;"{""type"": ""Point"", ""coordinates"": [-123.15063527005464, 49.26096551896819]}";Kitsilano
095;695;W 19TH AV AND MAPLE ST;"{""type"": ""Point"", ""coordinates"": [-123.15087670429837, 49.25446258819047]}";Shaughnessy
118;695;W 19TH AV AND CYPRESS ST;"{""type"": ""Point"", ""coordinates"": [-123.14847095540752, 49.254424488693545]}";Shaughnessy
097;688;CYPRESS ST AND W 15TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14833737541714, 49.25814587467917]}";Kitsilano
277;577;OXFORD ST AND N KASLO ST;"{""type"": ""Point"", ""coordinates"": [-123.04669603502482, 49.28568472506744]}";Hastings-Sunrise
277;575;ETON ST AND N KASLO ST;"{""type"": ""Point"", ""coordinates"": [-123.04668753175349, 49.28771802326504]}";Hastings-Sunrise
277;570;N KASLO ST AND MCGILL ST;"{""type"": ""Point"", ""coordinates"": [-123.04668328762162, 49.288713744839846]}";Hastings-Sunrise
300;708;E 28TH AV AND RUPERT ST;"{""type"": ""Point"", ""coordinates"": [-123.03383633540474, 49.245369846129115]}";Renfrew-Collingwood
304;708;E 28TH AV AND SKEENA ST;"{""type"": ""Point"", ""coordinates"": [-123.02855313600465, 49.24535186096118]}";Renfrew-Collingwood
304;706;E 27TH AV AND SKEENA ST;"{""type"": ""Point"", ""coordinates"": [-123.02855108196096, 49.24624551075683]}";Renfrew-Collingwood
297;703;WINDERMERE ST AND E 25TH AV;"{""type"": ""Point"", ""coordinates"": [-123.03656309579274, 49.24787424101834]}";Renfrew-Collingwood
300;704;RUPERT ST AND E 26TH AV;"{""type"": ""Point"", ""coordinates"": [-123.03381927227781, 49.24710200881166]}";Renfrew-Collingwood
271;706;KAMLOOPS ST AND E 27TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05424510207557, 49.24627496528242]}";Renfrew-Collingwood
271;704;E 26TH AV AND KAMLOOPS ST;"{""type"": ""Point"", ""coordinates"": [-123.05424243478147, 49.24710117848175]}";Renfrew-Collingwood
082;716;TOWNLEY ST AND MCMULLEN AV;"{""type"": ""Point"", ""coordinates"": [-123.15921455296991, 49.247588255498904]}";Arbutus-Ridge
074;725;W 31ST AV AND ELM ST;"{""type"": ""Point"", ""coordinates"": [-123.16431021871445, 49.24417527216207]}";Arbutus-Ridge
079;718;EDGAR CRESCENT AND HAGGART ST;"{""type"": ""Point"", ""coordinates"": [-123.16107619733914, 49.245987815323]}";Arbutus-Ridge
077;721;PUGET DRIVE AND EDDINGTON DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.16356229010904, 49.245259144327036]}";Arbutus-Ridge
077;725;PUGET DRIVE AND W 31ST AV;"{""type"": ""Point"", ""coordinates"": [-123.16276093085746, 49.24414690841636]}";Arbutus-Ridge
081;742;W 38TH AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.15841981901467, 49.23736574295482]}";Arbutus-Ridge
077;733;W 35TH AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16253943328277, 49.2403562203131]}";Arbutus-Ridge
073;737;W 36TH AV AND TRAFALGAR ST;"{""type"": ""Point"", ""coordinates"": [-123.16570648341818, 49.239449596767805]}";Arbutus-Ridge
073;710;TRAFALGAR ST AND W KING EDWARD AV;"{""type"": ""Point"", ""coordinates"": [-123.16539209816588, 49.24807829972296]}";Arbutus-Ridge
073;709;TRAFALGAR ST AND OLIVER CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.16535451498376, 49.249118220409386]}";Arbutus-Ridge
090;742;WEST BOULEVARD AND W 38TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15546223533234, 49.237321195508486]}";Arbutus-Ridge
081;733;YEW ST AND W 35TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15771327928864, 49.24028205139698]}";Arbutus-Ridge
090;737;ARBUTUS ST AND W 36TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15539151927084, 49.23927536438798]}";Arbutus-Ridge
081;731;W 34TH AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.1574718126878, 49.241226800497884]}";Arbutus-Ridge
081;730;W 33RD AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.15743763045806, 49.2421513241879]}";Arbutus-Ridge
281;811;ROSEMONT DRIVE AND E 55TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0492933699244, 49.21933954256806]}";Killarney
273;724;ST. LAWRENCE ST AND CLARENDON ST;"{""type"": ""Point"", ""coordinates"": [-123.0545138247626, 49.242442904909936]}";Renfrew-Collingwood
270;810;ELLIOTT ST AND E 54TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0548931290217, 49.22021941753231]}";Victoria-Fraserview
283;810;E 54TH AV AND RALEIGH ST;"{""type"": ""Point"", ""coordinates"": [-123.04747523435843, 49.220198372181756]}";Killarney
288;813;E 56TH AV AND LANCASTER PLACE;"{""type"": ""Point"", ""coordinates"": [-123.04272427515545, 49.218196143093856]}";Killarney
146;750;SELKIRK ST AND W 41ST AV;"{""type"": ""Point"", ""coordinates"": [-123.13252956940896, 49.23410407763056]}";Shaughnessy
281;747;E 40TH AV AND EARLES ST;"{""type"": ""Point"", ""coordinates"": [-123.04875093208837, 49.234042789311886]}";Renfrew-Collingwood
254;747;E 40TH AV AND GLADSTONE ST;"{""type"": ""Point"", ""coordinates"": [-123.06211731615167, 49.23390099685727]}";Kensington-Cedar Cottage
254;741;GLADSTONE ST AND E 38TH AV;"{""type"": ""Point"", ""coordinates"": [-123.0620968603626, 49.23591547596686]}";Kensington-Cedar Cottage
261;741;E 38TH AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05878835362716, 49.23589773228282]}";Kensington-Cedar Cottage
276;741;CHAMBERS ST AND E 38TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05302504807122, 49.23586797657781]}";Renfrew-Collingwood
275;741;SLOCAN ST AND E 38TH AV;"{""type"": ""Point"", ""coordinates"": [-123.05425301216705, 49.235874368741314]}";Renfrew-Collingwood
279;747;E 40TH AV AND RHODES ST;"{""type"": ""Point"", ""coordinates"": [-123.05017706465253, 49.2338706932185]}";Renfrew-Collingwood
246;750;E 41ST AV AND BEATRICE ST;"{""type"": ""Point"", ""coordinates"": [-123.06688534353454, 49.232604421611306]}";Kensington-Cedar Cottage
280;706;E 27TH AV AND NOOTKA ST;"{""type"": ""Point"", ""coordinates"": [-123.04163511948653, 49.24624297562409]}";Renfrew-Collingwood
311;701;E 23RD AV AND KOOTENAY ST;"{""type"": ""Point"", ""coordinates"": [-123.02624561323712, 49.24969472909621]}";Renfrew-Collingwood
275;706;E 27TH AV AND SLOCAN ST;"{""type"": ""Point"", ""coordinates"": [-123.04963866062985, 49.2462689316165]}";Renfrew-Collingwood
130;717;NANTON AV AND GRANVILLE ST;"{""type"": ""Point"", ""coordinates"": [-123.13915022796996, 49.247413534469004]}";Shaughnessy
135;712;CARTIER ST AND W 26TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13672719077502, 49.24829680883035]}";Shaughnessy
144;714;W 27TH AV AND HUDSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13442897355654, 49.24733941773081]}";Shaughnessy
282;702;BOYD DIVERSION AND NOOTKA ST;"{""type"": ""Point"", ""coordinates"": [-123.04161299794477, 49.248776579864526]}";Renfrew-Collingwood
282;701;E 23RD AV AND NOOTKA ST;"{""type"": ""Point"", ""coordinates"": [-123.041609420161, 49.24966960026109]}";Renfrew-Collingwood
292;702;E 24TH AV AND LILLOOET ST;"{""type"": ""Point"", ""coordinates"": [-123.03909718509321, 49.24878199222973]}";Renfrew-Collingwood
297;701;E 23RD AV AND WINDERMERE ST;"{""type"": ""Point"", ""coordinates"": [-123.03654925654921, 49.24965739627163]}";Renfrew-Collingwood
037;730;HIGHBURY ST AND W 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.18815887963628, 49.242382435833356]}";Dunbar-Southlands
037;725;HIGHBURY ST AND W 31ST AV;"{""type"": ""Point"", ""coordinates"": [-123.1881364709958, 49.244288114458655]}";Dunbar-Southlands
037;830;SW MARINE DRIVE AND HIGHBURY ST;"{""type"": ""Point"", ""coordinates"": [-123.18846009646626, 49.23176595492027]}";Dunbar-Southlands
050;739;W 37TH AV AND BLENHEIM ST;"{""type"": ""Point"", ""coordinates"": [-123.1786936845347, 49.23855128558478]}";Dunbar-Southlands
050;743;BLENHEIM ST AND MAYFAIR AV;"{""type"": ""Point"", ""coordinates"": [-123.17870732797529, 49.23688027973814]}";Dunbar-Southlands
042;742;COLLINGWOOD ST AND W 38TH AV;"{""type"": ""Point"", ""coordinates"": [-123.18200381394325, 49.23772759527392]}";Dunbar-Southlands
038;745;ALMA ST AND W 39TH AV;"{""type"": ""Point"", ""coordinates"": [-123.18681035659418, 49.23644248003217]}";Dunbar-Southlands
042;743;MAYFAIR AV AND COLLINGWOOD ST;"{""type"": ""Point"", ""coordinates"": [-123.18200766354072, 49.23689473686328]}";Dunbar-Southlands
