YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom
2015;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio with Residence;428 W 8th Av, Vancouver, BC, V5Y 1N9;Mount Pleasant;Privately Owned;580;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1134394, 49.2636714]}"
2015;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio with Residence;485 W 8th Av, Vancouver, BC, V5Y 3Z5;Mount Pleasant;Privately Owned;1100;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1138, 49.2641907]}"
2015;Coal Harbour Community Centre;http://vancouver.ca/parks-recreation-culture/coal-harbour-community-centre.aspx;Community Space;Community Centre/Hall;480 Broughton St, Vancouver, BC, V6G 3H4;Downtown;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125885091572, 49.2901651976341]}"
2015;Coastal Peoples Fine Arts Gallery Gastown;http://www.coastalpeoples.com;Museum/Gallery;Museum/Gallery;312 Water St, Vancouver, BC, V6B 1B6;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.109198, 49.2843539]}"
2015;Creekside Community Centre;http://vancouver.ca/parks-recreation-culture/creekside-community-recreation-centre.aspx;Community Space;Community Centre/Hall;1 Athletes Way, Vancouver, BC, V5Y 0B1;Mount Pleasant;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1057142, 49.2717878]}"
2015;David Lam Multi-Purpose Hall;;Community Space;Community Centre/Hall;50 E Pender St, Vancouver, BC, V6A 3V6;Downtown;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.103387, 49.280254]}"
2015;Dear Human Studio and Workshop;http://www.dearhuman.ca/about/;Studio/Rehearsal;Artist Studio;141 W 7th Av, Vancouver, BC, V5Y 1L8;Mount Pleasant;Privately Owned;800;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1078497, 49.2647531]}"
2015;Djavad Mowafaghian Cinema;http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html;Theatre/Performance;Cinema;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;350;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108528, 49.282364]}"
2015;Douglas Park Community Centre;https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx;Community Space;Community Centre/Hall;801 W 22nd Av, Vancouver, BC, V5Z 1Z8;South Cambie;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.121277422182, 49.2529172469768]}"
2015;Douglas Udell Gallery;www.douglasudellgallery.com;Museum/Gallery;Museum/Gallery;1558 W 6th Av, Vancouver, BC, V6J 1R2;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1399725, 49.2661804]}"
2015;East Van Studios;http://eastvanstudios.wordpress.com/;Studio/Rehearsal;Film/Recording Studio;870 E Cordova St, Vancouver, BC, V6A 1M4;Strathcona;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0854969, 49.2817549]}"
2015;eatArt;http://eatart.org/;Studio/Rehearsal;Artist Studio;882 Cordova St, Vancouver, BC, V6A 1M4;Strathcona;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.085078, 49.281749]}"
2015;Equinox Gallery;www.equinoxgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;14000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.09226, 49.267609]}"
2015;Falaise Park Field House;http://vancouver.ca/parks-recreation-culture/falaise-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;3434 Falaise Av, Vancouver, BC, V5M 4C1;Renfrew-Collingwood;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.03, 49.2551]}"
2015;Federation Gallery;http://artists.ca/federation_gallery;Museum/Gallery;Museum/Gallery;1241 Cartwright St, Vancouver, BC, V6H 4B7;Fairview;Privately Owned;1200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.13225, 49.269582]}"
2015;Fei & Milton Wong Experimental Theatre;http://www.gvpta.ca/vancouver-theatre-guide/venue/fei-and-milton-wong-experimental-theatre-goldcorp-centre-for-the-arts/;Theatre/Performance;Theatre;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;440;Yes;"{""type"": ""Point"", ""coordinates"": [-123.10859, 49.282402]}"
2015;FIELD Contemporary;www.field-contemporary.com;Museum/Gallery;Museum/Gallery;17 W Broadway, Vancouver, BC, V5Y 1P1;Mount Pleasant;Privately Owned;800;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1058083, 49.2630895]}"
2015;Fortune Sound Club;http://www.fortunesoundclub.com/;Theatre/Performance;Performance Space;147 E Pender St, Vancouver, BC, V6A 1T5;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1008605, 49.2806621]}"
2015;Gallery Gachet;www.gachet.org;Museum/Gallery;Museum/Gallery;88 E Cordova St, Vancouver, BC, V6A 1K2;Downtown;Privately Owned;2600;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.102645, 49.2821]}"
2015;Gallery Jones;www.galleryjones.com;Museum/Gallery;Museum/Gallery;1725 W 3rd Av, Vancouver, BC, V6J 1K7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1438197, 49.2689012]}"
2015;Gallery of BC Ceramics;http://www.bcpotters.com/Gallery/index.php;Museum/Gallery;Museum/Gallery;1359 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Non-Profit;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134283, 49.270046]}"
2015;Gam Gallery;http://gamgallery.com/contact/;Museum/Gallery;Museum/Gallery;110 E Hastings St, Vancouver, BC, V6N 1N4;Downtown;Privately Owned;2000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101858, 49.2813343]}"
2015;Goh Ballet Academy;www.gohballet.com;Educational;Educational Institution;2345 Main St, Vancouver, BC, V5T 3C9;Mount Pleasant;Privately Owned;12000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101297, 49.263875]}"
2015;Goldcorp Centre for the Arts - SFU;http://www.sfu.ca/sfuwoodwards/goldcorp-centre-for-the-arts.html;Educational;Educational Institution;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;125000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108696, 49.28243]}"
2015;Granville Island Gallery;www.granvilleislandgallery.com;Museum/Gallery;Museum/Gallery;1494 Old Bridge St, Vancouver, BC, V6H 3S6;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134769, 49.270213]}"
2015;Granville Street/ Entertainment District;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Downtown;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.11966, 49.281457]}"
2015;Green Thumb Theatre For Young People - Studio 2;;Studio/Rehearsal;Rehearsal Studio;5560 Mckinnon St, Vancouver, BC, V5R 0B6;Renfrew-Collingwood;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.038603, 49.23408]}"
2015;Grunt Gallery;www.grunt.ca;Museum/Gallery;Museum/Gallery;350 E 2nd Av, Vancouver, BC, V5T 4R8;Mount Pleasant;Non-Profit;1350;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.09715, 49.26676]}"
2015;Harrison Galleries;www.harrisongalleries.com;Museum/Gallery;Museum/Gallery;901 Homer St, Vancouver, BC, V6B 2W6;Downtown;Privately Owned;4500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1184779, 49.2784569]}"
2015;Havana Theatre;www.havanarestaurant.ca;Theatre/Performance;Theatre;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;60;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0694828, 49.2737114]}"
2015;Holy Rosary Cathedral;www.hrc.rcav.org;Community Space;Place of Worship;646 Richards St, Vancouver, BC, V6B 3A3;Downtown;Other;16744;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1152408, 49.2818067]}"
2015;Ian Tan Gallery;www.iantangallery.com;Museum/Gallery;Museum/Gallery;2202 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1383868, 49.2661646]}"
2015;Il Centro - Italian Cultural Centre;www.italianculturalcentre.ca;Community Space;Community Centre/Hall;3075 Slocan St, Vancouver, BC, V5M 3E4;Renfrew-Collingwood;Non-Profit;9400;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.049576, 49.256761]}"
2015;Improv Centre;www.vtsl.com;Theatre/Performance;Performance Space;1502 Duranleau St, Vancouver, BC, V6H 3S4;Fairview;Government;2188;186;Yes;"{""type"": ""Point"", ""coordinates"": [-123.136248, 49.270764]}"
2015;Interurban Gallery;;Museum/Gallery;Museum/Gallery;1 E Hastings St, Vancouver, BC, V6A 1M9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1043161, 49.2815282]}"
2015;Jack Poole Plaza;http://www.vancouverconventioncentre.com/jack-poole-plaza/;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Downtown;Government;46284;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.118259, 49.289387]}"
2015;James Tan Gallery;http://www.jamestan.com/home.htm;Museum/Gallery;Museum/Gallery;437 Columbia St, Vancouver, BC, V6A 2R9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1023067, 49.2810853]}"
2015;Jericho Arts Centre;www.jerichoartscentre.com;Theatre/Performance;Theatre;1675 Discovery St, Vancouver, BC, V6R 2K5;West Point Grey;Vancouver Park Board/COV;5000;135;Yes;"{""type"": ""Point"", ""coordinates"": [-123.202893, 49.272369]}"
2015;Jericho Beach;;Community Space;Plaza/Park/Band Shell;3941 Point Grey Rd., Vancouver, BC, V6R 1B5;West Point Grey;City of Vancouver;250799;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1912389, 49.2711948]}"
2015;John Oliver Secondary;http://go.vsb.bc.ca/schools/johnoliver/Pages/default.aspx;Educational;Educational Institution;530 E 41st Av, Vancouver, BC, V5W 1P3;Sunset;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0926825, 49.2319794]}"
2015;Labyrinth Gallery;http://labyrinthgallery.org/;Museum/Gallery;Museum/Gallery;112 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1017894, 49.2810651]}"
2015;Langara College - School of Creative And Applied Arts;;Educational;Educational Institution;100 W 49th Av, Vancouver, BC, V5Y 2Z6;Oakridge;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108305, 49.225191]}"
2015;Lattimer Gallery;www.lattimergallery.com;Museum/Gallery;Museum/Gallery;1590 W 2nd Av, Vancouver, BC, V6J 1H2;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1406592, 49.2696829]}"
2015;Little Mountain Gallery;www.littlemountaingallery.com;Museum/Gallery;Museum/Gallery;195 E 26th Av, Vancouver, BC, V5V 2G8;Riley Park;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1014023, 49.2480158]}"
2015;Lobby Gallery;http://www.ligi.ubc.ca/LobbyGallery.htm;Museum/Gallery;Museum/Gallery;6476 NW Marine Dr, Vancouver, BC,;UBC;Other;200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.259146, 49.267681]}"
2015;Lumbermen's Arch;;Community Space;Plaza/Park/Band Shell;Stanley Park, Vancouver, BC;Stanley Park;City of Vancouver;66120;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.131707, 49.302981]}"
2015;Magic Trout Imaginarium;http://magictroutimaginarium.tumblr.com/;Community Space;Community Centre/Hall;3360 Victoria Dr, Vancouver, BC, V5N 4M4;Grandview-Woodland;Privately Owned;176;12;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0660729, 49.2549423]}"
2015;Marion Scott Gallery;www.marionscottgallery.com;Museum/Gallery;Museum/Gallery;2423 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1386272, 49.264079]}"
2015;Media Club;www.themediaclub.ca;Café/Restaurant/Bar;Bar/Lounge/Cabaret;695 Cambie St, Vancouver, BC, V6B 2P1;Downtown;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1131599, 49.2794398]}"
2015;Mergatroid Building;http://www.mergatroid.ca/;Studio/Rehearsal;Artist Studio;975 Vernon Drive, Vancouver, BC, V6A 3P2;Strathcona;Privately Owned;33500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.07867, 49.276097]}"
2015;Metro Theatre Workshop and Rehearsal Hall;;Studio/Rehearsal;Rehearsal Studio;8960 Oak St, Vancouver, BC, V6P 4B7;Marpole;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1300261, 49.203966]}"
2015;Michelle Sirois-Silver Textile Art Studio;michellesirois-silver.com;Studio/Rehearsal;Artist Studio;1610 Clark Dr, Vancouver, BC,;Grandview-Woodland;Privately Owned;200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0770081, 49.2703062]}"
2015;Monte Clark Gallery;www.monteclarkgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;4000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0921743, 49.26761]}"
2015;Musqueam Cultural Education Resource Centre;http://www.musqueam.bc.ca/;Community Space;Community Centre/Hall;4000 Musqueam Av, Vancouver, BC, V6N 4C6;Dunbar-Southlands;Other;1300;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1989191, 49.2236866]}"
2015;New Leaf Editions;www.newleafeditions.com;Studio/Rehearsal;Workshop;1370 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134665, 49.269841]}"
2015;Norman Rothstein Theatre;www.normanrothsteintheatre.com;Theatre/Performance;Theatre;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;5300;318;Yes;"{""type"": ""Point"", ""coordinates"": [-123.126011, 49.233433]}"
2015;Oko Dance Vancouver;http://www.okodancevancouver.com/;Educational;Educational Institution;45 W Hastings St, Vancouver, BC, V6B 1G4;Downtown;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1060688, 49.282071]}"
2015;On Main Gallery;www.onmaingallery.com;Museum/Gallery;Museum/Gallery;200 E 20th Av, Vancouver, BC, V5V 1M1;Riley Park;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.10056, 49.252773]}"
2015;Oppenheimer Park;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Strathcona;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.094341, 49.282643]}"
2015;Or Gallery;www.orgallery.org;Museum/Gallery;Museum/Gallery;555 Hamilton St, Vancouver, BC, V6B 2R1;Downtown;Privately Owned;2043;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.112094, 49.281406]}"
2015;Our Town Café;;Café/Restaurant/Bar;Café/Restaurant;245 E Broadway, Vancouver, BC, V5T 1W4;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1001783, 49.2631703]}"
2015;Pacific Cinémathèque;http://www.thecinematheque.caabout;Theatre/Performance;Cinema;1131 Howe St, Vancouver, BC, V6Z 2L7;Downtown;City of Vancouver;4698;194;Yes;"{""type"": ""Point"", ""coordinates"": [-123.12627, 49.278552]}"
2015;Pandora Park  Fieldhouse;http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=57;Studio/Rehearsal;Artist Studio;2325 Franklin st, Vancouver, BC, V5L 1S1;Grandview-Woodland;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0581806, 49.2825401]}"
2015;Paneficio Studios;;Studio/Rehearsal;Artist Studio;800 Keefer St, Vancouver, BC, V6A 1Y7;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0872408, 49.2792244]}"
2015;Parker Street Studios;;Studio/Rehearsal;Artist Studio;1000 Parker St, Vancouver, BC, V6A 2H2;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0803477, 49.2753465]}"
2015;Performance Works;www.performanceworks.ca;Theatre/Performance;Performance Space;1218 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;;350;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132002, 49.269212]}"
2015;Peter Kiss Gallery;www.peterkiss.com;Museum/Gallery;Museum/Gallery;1327 Railspur Alley, Vancouver, BC, V6H 4G9;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1337947, 49.2701374]}"
2015;PNE Amphitheatre;http://www.49st.com/venue/pne-amphitheatre#info;Community Space;Plaza/Park/Band Shell;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;;4500;Yes;"{""type"": ""Point"", ""coordinates"": [-123.037295, 49.28416]}"
2015;PNE Forum;www.pne.ca;Community Space;Arena/Stadium;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;44579;1250;Yes;"{""type"": ""Point"", ""coordinates"": [-123.042992, 49.282263]}"
2015;Portside Studios;;Studio/Rehearsal;Artist Studio;150 McLean Dr, Vancouver, BC, V5L 3L1;Grandview-Woodland;Privately Owned;5000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0740061, 49.2833711]}"
2015;Progress Lab 1422;www.pl1422.blogspot.com;Studio/Rehearsal;Rehearsal Studio;1422 William, Vancouver, BC, V5L 2P7;Grandview-Woodland;Privately Owned;1552;100;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0752583, 49.2737909]}"
2015;Queen Elizabeth Theatre;http://vancouver.caparks-recreation-culture/queen-elizabeth-theatre.aspx;Theatre/Performance;Theatre;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;40000;2765;Yes;"{""type"": ""Point"", ""coordinates"": [-123.113401, 49.28046]}"
2015;Railtown Studios;http://railtownstudios.com/;Studio/Rehearsal;Artist Studio;321 Railway St, Vancouver, BC, V6A 1A4;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.097645, 49.2846363]}"
2015;Railway Club;www.therailwayclub.com;Café/Restaurant/Bar;Bar/Lounge/Cabaret;579 Dunsmuir St, Vancouver, BC, V6B 1Y4;Downtown;Privately Owned;4500;165;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1151754, 49.2828775]}"
2015;Remington Gallery and Studio;https://www.facebook.com/Remington.Gallery.and.Studio;Museum/Gallery;Museum/Gallery;108 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1019396, 49.281336]}"
2015;Rogers Arena;http://rogersarena.com/;Community Space;Arena/Stadium;800 Griffiths Way, Vancouver, BC, V6B 6G1;Downtown;Privately Owned;17000;20000;Yes;"{""type"": ""Point"", ""coordinates"": [-123.109143, 49.277049]}"
2015;Roundhouse Community Centre;www.roundhouse.ca;Community Space;Community Centre/Hall;181 Roundhouse Mews, Vancouver, BC, V6Z 2W3;Downtown;City of Vancouver;20000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.121747, 49.273308]}"
2015;Roy Barnett Recital Hall;http://www.music.ubc.ca/about-us/facilities/roy-barnett-recital-hall.html;Theatre/Performance;Performance Space;6361 Memorial Rd, Vancouver, BC, V6T 1Z2;UBC;Other;;255;Yes;"{""type"": ""Point"", ""coordinates"": [-123.256613, 49.267411]}"
2015;Ryerson United Church;www.ryersonunited.ca;Community Space;Place of Worship;2195 W 45th Av, Vancouver, BC, V6M  2J2;Kerrisdale;Other;;450;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1585257, 49.2309378]}"
2015;Sarah McLachlan School of Music;www.sarahschoolofmusic.com;Educational;Educational Institution;138 E 7th Av, Vancouver, BC, V5T 1M6;Mount Pleasant;Privately Owned;16000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.101954, 49.264581]}"
2015;Scotiabank Dance Centre - Judith R Marcuse Studio;;Studio/Rehearsal;Rehearsal Studio;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;800;50;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125727, 49.277074]}"
2015;Scottish Cultural Centre;www.scottishculturalcentre.com;Community Space;Community Centre/Hall;8886 Hudson St, Vancouver, BC, V6P 4N2;Marpole;Non-Profit;8431;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134666, 49.204487]}"
2015;Second Beach Field House;http://vancouver.ca/parks-recreation-culture/second-beach.aspx;Studio/Rehearsal;Artist Studio;Stanley Park Drive, Vancouver, BC, V6G 3E2;Stanley Park;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.150402, 49.295416]}"
2015;Secret Lantern Society;;Studio/Rehearsal;Workshop;328 -B Industrial Av, Vancouver, BC,;Strathcona;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0965625, 49.2695868]}"
2015;Semi-Public (221A);http://221a.ca/;Community Space;Plaza/Park/Band Shell;271 Union St, Vancouver, BC, V6A 2B2;Strathcona;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0974061, 49.2778745]}"
2015;Silk Weaving Studio;http://www.silkweavingstudio.com/;Studio/Rehearsal;Artist Studio;1531 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134239, 49.2719547]}"
2015;Stanley Park Nature House;http://stanleyparkecology.ca/education/nature-house/;Museum/Gallery;Museum/Gallery;Stanley Park, Vancouver, BC;Stanley Park;Vancouver Park Board/COV;500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.137914, 49.294408]}"
2015;Strathcona Park Field House;http://vancouver.ca/parks-recreation-culture/strathcona-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;857 Malkin Av, Vancouver, BC, V6A 2K5;Strathcona;Vancouver Park Board/COV;350;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.083385, 49.2739359]}"
2015;The Anderson Street Space;www.bocadellupo.com/;Studio/Rehearsal;Rehearsal Studio;1405 Anderson St, Vancouver, BC, V6H 3R5;Fairview;Privately Owned;400;30;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134975, 49.271656]}"
2015;The Hindenburg;http://hindenburg.ca/;Café/Restaurant/Bar;Bar/Lounge/Cabaret;23 W Cordova St, Vancouver, BC, V6B 1C8;Downtown;Privately Owned;10000;300;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1050522, 49.2826173]}"
2015;The Ironworks Studio;www.theironworks.ca;Theatre/Performance;Performance Space;235 Alexander St, Vancouver, BC, V6A 1C2;Strathcona;Privately Owned;4700;180;Yes;"{""type"": ""Point"", ""coordinates"": [-123.099046, 49.284153]}"
2015;Trees Organic Coffee House;http://www.treescoffee.com/;Café/Restaurant/Bar;Café/Restaurant;450 Granville St, Vancouver, BC, V6C 1V4;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1143101, 49.2849231]}"
2015;Trench Gallery;www.trenchgallery.com;Museum/Gallery;Museum/Gallery;148 Alexander St, Vancouver, BC, V6A 1B5;Downtown;Privately Owned;1000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1010921, 49.2839469]}"
2015;Trout Lake Community Centre;https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx;Community Space;Community Centre/Hall;3360 Victoria Dr, Vancouver, BC, V5N 4M4;Kensington-Cedar Cottage;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.065438, 49.255325]}"
2015;Uzume Taiko Drum Group Society;www.uzume.com;Studio/Rehearsal;Rehearsal Studio;1254 Frances St, Vancouver, BC, V6A 1Z5;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0779834, 49.279451]}"
2015;Vancouver Academy of Music;http://vancouveracademyofmusic.com;Educational;Educational Institution;1270 Chestnut St, Vancouver, BC, V6J 4R9;Kitsilano;City of Vancouver;40000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.144548, 49.274884]}"
2015;Vancouver Art Gallery;www.vanartgallery.bc.ca;Museum/Gallery;Museum/Gallery;750 Hornby St, Vancouver, BC, V6Z 2H7;Downtown;Government;165000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.120932, 49.283158]}"
2015;Vancouver Art Therapy Institute (VATI);http://www.vati.bc.ca/;Educational;Educational Institution;1575 Johnston St, Vancouver, BC, V6H 3R9;Fairview;;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1349366, 49.2718984]}"
2015;Vancouver Community Laboratory;http://vancommunitylab.com/;Studio/Rehearsal;Workshop;1907 Triumph St, Vancouver, BC, V5L 1K6;Grandview-Woodland;;5000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0652956, 49.2841727]}"
2015;Vancouver Co-Operative Radio;www.coopradio.org;Studio/Rehearsal;Film/Recording Studio;360 Columbia St, Vancouver, BC, V6A 4J1;Downtown;Non-Profit;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.102125, 49.281763]}"
2015;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1151119, 49.2804357]}"
2015;Vanier Park;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;228194;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.146124, 49.276777]}"
2015;Venue;www.venuelive.ca;Café/Restaurant/Bar;Bar/Lounge/Cabaret;881 Granville St, Vancouver, BC, V6Z 1K7;Downtown;Privately Owned;10000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1211246, 49.2805411]}"
2015;Visual Arts Studio - SFU School for the Contemporary Arts;http://www.sfu.ca/sca/index.php/programs/visual-arts;Educational;Educational Institution;611 Alexander St, Vancouver, BC, V6A 1E1;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0915178, 49.2844372]}"
2015;Waterfront Theatre;www.waterfronttheatre.ca;Theatre/Performance;Theatre;1412 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Government;;224;Yes;"{""type"": ""Point"", ""coordinates"": [-123.135508, 49.270119]}"
2015;West 6th Artists Studios;;Studio/Rehearsal;Artist Studio;1573 W 6th Av, Vancouver, BC, V6J 1R1;Fairview;City of Vancouver;400;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1400604, 49.2663536]}"
