drugbank-id,name,uniprot-id
BE0003681,UDP-glucuronosyltransferase 2B4,P06133
BE0002089,Catechol O-methyltransferase,P21964
BE0002089,Catechol O-methyltransferase,P21964
BE0003549,Cytochrome P450 2B6,P20813
BE0002887,Cytochrome P450 2C8,P10632
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002433,Cytochrome P450 1A2,P05177
BE0003536,Cytochrome P450 2C19,P33261
BE0002362,Cytochrome P450 3A5,P20815
BE0004887,3-oxo-5-alpha-steroid 4-dehydrogenase,P18405
BE0003610,3-oxo-5-beta-steroid 4-dehydrogenase,P51857
BE0002638,Cytochrome P450 3A4,P08684
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0000438,Aldo-keto reductase family 1 member C4,P17516
BE0000059,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,P26439
BE0000438,Aldo-keto reductase family 1 member C4,P17516
BE0000059,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,P26439
BE0002638,Cytochrome P450 3A4,P08684
BE0001262,Adenylate kinase isoenzyme 1,P00568
BE0004477,"Adenylate kinase 2, mitochondrial",P54819
BE0003106,Nucleoside diphosphate kinase A,P15531
BE0003281,Nucleoside diphosphate kinase B,P22392
BE0002180,Cholinesterase,P06276
BE0002180,Cholinesterase,P06276
BE0000133,"Aldehyde dehydrogenase, mitochondrial",P05091
BE0000133,"Aldehyde dehydrogenase, mitochondrial",P05091
BE0000133,"Aldehyde dehydrogenase, mitochondrial",P05091
BE0002433,Cytochrome P450 1A2,P05177
BE0002793,Cytochrome P450 2C9,P11712
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0002638,Cytochrome P450 3A4,P08684
BE0009758,UDP-glucuronosyltransferases (UGTs),P22309
BE0002363,Cytochrome P450 2D6,P10635
BE0002638,Cytochrome P450 3A4,P08684
BE0003536,Cytochrome P450 2C19,P33261
BE0003536,Cytochrome P450 2C19,P33261
BE0002363,Cytochrome P450 2D6,P10635
BE0002363,Cytochrome P450 2D6,P10635
BE0003543,Cytochrome P450 1A1,P04798
BE0003543,Cytochrome P450 1A1,P04798
BE0002433,Cytochrome P450 1A2,P05177
BE0003543,Cytochrome P450 1A1,P04798
BE0003543,Cytochrome P450 1A1,P04798
BE0004866,Cytochrome P450 3A Subfamily,P08684
BE0003610,3-oxo-5-beta-steroid 4-dehydrogenase,P51857
BE0000585,3-oxo-5-alpha-steroid 4-dehydrogenase 2,P31213
BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,P28845
BE0000131,Corticosteroid 11-beta-dehydrogenase isozyme 2,P80365
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0002638,Cytochrome P450 3A4,P08684
BE0000017,Prostaglandin G/H synthase 1,P23219
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0002793,Cytochrome P450 2C9,P11712
BE0003677,UDP-glucuronosyltransferase 1-3,P35503
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003678,UDP-glucuronosyltransferase 1-10,Q9HAW8
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0002887,Cytochrome P450 2C8,P10632
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0003612,Cytochrome P450 3A7,P24462
BE0003611,Cytochrome P450 2C18,P33260
BE0000421,Cytochrome P450 4A11,Q02928
BE0003543,Cytochrome P450 1A1,P04798
BE0002887,Cytochrome P450 2C8,P10632
BE0003612,Cytochrome P450 3A7,P24462
BE0000421,Cytochrome P450 4A11,Q02928
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0003543,Cytochrome P450 1A1,P04798
BE0003612,Cytochrome P450 3A7,P24462
BE0003611,Cytochrome P450 2C18,P33260
BE0000421,Cytochrome P450 4A11,Q02928
BE0002705,Liver carboxylesterase 1,P23141
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002638,Cytochrome P450 3A4,P08684
BE0003549,Cytochrome P450 2B6,P20813
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0002180,Cholinesterase,P06276
BE0002705,Liver carboxylesterase 1,P23141
BE0004712,Cocaine esterase,O00748
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,P31513
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,P31513
BE0002638,Cytochrome P450 3A4,P08684
BE0003609,Dimethylaniline monooxygenase [N-oxide-forming] 1,Q01740
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,P31513
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0001075,Myeloperoxidase,P05164
BE0000126,Aldo-keto reductase family 1 member C1,Q04828
BE0000622,Aldo-keto reductase family 1 member C2,P52895
BE0000592,Aldo-keto reductase family 1 member C3,P42330
BE0000438,Aldo-keto reductase family 1 member C4,P17516
BE0000126,Aldo-keto reductase family 1 member C1,Q04828
BE0000622,Aldo-keto reductase family 1 member C2,P52895
BE0000592,Aldo-keto reductase family 1 member C3,P42330
BE0000438,Aldo-keto reductase family 1 member C4,P17516
BE0003074,Carbonyl reductase [NADPH] 1,P16152
BE0004771,Carbonyl reductase [NADPH] 3,O75828
BE0009758,UDP-glucuronosyltransferases (UGTs),P22309
BE0009758,UDP-glucuronosyltransferases (UGTs),P22309
BE0001111,Cytochrome P450 1B1,Q16678
BE0002362,Cytochrome P450 3A5,P20815
BE0009758,UDP-glucuronosyltransferases (UGTs),P22309
BE0009758,UDP-glucuronosyltransferases (UGTs),P22309
BE0009758,UDP-glucuronosyltransferases (UGTs),P22309
BE0009758,UDP-glucuronosyltransferases (UGTs),P22309
BE0002433,Cytochrome P450 1A2,P05177
BE0002638,Cytochrome P450 3A4,P08684
BE0003543,Cytochrome P450 1A1,P04798
BE0001111,Cytochrome P450 1B1,Q16678
BE0000194,Estradiol 17-beta-dehydrogenase 1,P14061
BE0002638,Cytochrome P450 3A4,P08684
BE0002433,Cytochrome P450 1A2,P05177
BE0003543,Cytochrome P450 1A1,P04798
BE0002433,Cytochrome P450 1A2,P05177
BE0002089,Catechol O-methyltransferase,P21964
BE0002089,Catechol O-methyltransferase,P21964
BE0001197,Steryl-sulfatase,P08842
BE0000951,Estrogen sulfotransferase,P49888
BE0002793,Cytochrome P450 2C9,P11712
BE0002793,Cytochrome P450 2C9,P11712
BE0002887,Cytochrome P450 2C8,P10632
BE0002433,Cytochrome P450 1A2,P05177
BE0000927,Sulfotransferase 1A1,P50225
BE0000951,Estrogen sulfotransferase,P49888
BE0002561,Sulfotransferase family cytosolic 1B member 1,O43704
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003677,UDP-glucuronosyltransferase 1-3,P35503
BE0004694,UDP-glucuronosyltransferase 1-6,P19224
BE0004695,UDP-glucuronosyltransferase 1-7,Q9HAW7
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003678,UDP-glucuronosyltransferase 1-10,Q9HAW8
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0004695,UDP-glucuronosyltransferase 1-7,Q9HAW7
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003678,UDP-glucuronosyltransferase 1-10,Q9HAW8
BE0003536,Cytochrome P450 2C19,P33261
BE0002793,Cytochrome P450 2C9,P11712
BE0003677,UDP-glucuronosyltransferase 1-3,P35503
BE0000017,Prostaglandin G/H synthase 1,P23219
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0009565,Epoxide hydrolase 1,P07099
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003549,Cytochrome P450 2B6,P20813
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0003336,Cytochrome P450 2A6,P11509
BE0002887,Cytochrome P450 2C8,P10632
BE0003536,Cytochrome P450 2C19,P33261
BE0002363,Cytochrome P450 2D6,P10635
BE0002793,Cytochrome P450 2C9,P11712
BE0003549,Cytochrome P450 2B6,P20813
BE0003682,UDP-glucuronosyltransferase 1-8,Q9HAW9
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003682,UDP-glucuronosyltransferase 1-8,Q9HAW9
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003336,Cytochrome P450 2A6,P11509
BE0002793,Cytochrome P450 2C9,P11712
BE0003549,Cytochrome P450 2B6,P20813
BE0003536,Cytochrome P450 2C19,P33261
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0000017,Prostaglandin G/H synthase 1,P23219
BE0003536,Cytochrome P450 2C19,P33261
BE0002433,Cytochrome P450 1A2,P05177
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0003549,Cytochrome P450 2B6,P20813
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002887,Cytochrome P450 2C8,P10632
BE0003549,Cytochrome P450 2B6,P20813
BE0004696,UDP-glucuronosyltransferase 2B15,P54855
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0002433,Cytochrome P450 1A2,P05177
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002363,Cytochrome P450 2D6,P10635
BE0002363,Cytochrome P450 2D6,P10635
BE0002433,Cytochrome P450 1A2,P05177
BE0002793,Cytochrome P450 2C9,P11712
BE0003549,Cytochrome P450 2B6,P20813
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002433,Cytochrome P450 1A2,P05177
BE0002793,Cytochrome P450 2C9,P11712
BE0003549,Cytochrome P450 2B6,P20813
BE0002793,Cytochrome P450 2C9,P11712
BE0002887,Cytochrome P450 2C8,P10632
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0003549,Cytochrome P450 2B6,P20813
BE0002433,Cytochrome P450 1A2,P05177
BE0002793,Cytochrome P450 2C9,P11712
BE0002887,Cytochrome P450 2C8,P10632
BE0003536,Cytochrome P450 2C19,P33261
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002433,Cytochrome P450 1A2,P05177
BE0003549,Cytochrome P450 2B6,P20813
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002180,Cholinesterase,P06276
BE0004761,Cytochrome P450 3A2,P05183
BE0004764,Cytochrome P450 2B1,P00176
BE0003533,Cytochrome P450 2E1,P05181
BE0002793,Cytochrome P450 2C9,P11712
BE0002793,Cytochrome P450 2C9,P11712
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0000930,Serum paraoxonase/arylesterase 1,P27169
BE0000930,Serum paraoxonase/arylesterase 1,P27169
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002705,Liver carboxylesterase 1,P23141
BE0002638,Cytochrome P450 3A4,P08684
BE0003543,Cytochrome P450 1A1,P04798
BE0003543,Cytochrome P450 1A1,P04798
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0003533,Cytochrome P450 2E1,P05181
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002433,Cytochrome P450 1A2,P05177
BE0002433,Cytochrome P450 1A2,P05177
BE0002363,Cytochrome P450 2D6,P10635
BE0002638,Cytochrome P450 3A4,P08684
BE0002433,Cytochrome P450 1A2,P05177
BE0002363,Cytochrome P450 2D6,P10635
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003533,Cytochrome P450 2E1,P05181
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002887,Cytochrome P450 2C8,P10632
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0003336,Cytochrome P450 2A6,P11509
BE0002362,Cytochrome P450 3A5,P20815
BE0003612,Cytochrome P450 3A7,P24462
BE0002363,Cytochrome P450 2D6,P10635
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002433,Cytochrome P450 1A2,P05177
BE0003536,Cytochrome P450 2C19,P33261
BE0003533,Cytochrome P450 2E1,P05181
BE0002887,Cytochrome P450 2C8,P10632
BE0002198,Amine oxidase [flavin-containing] A,P21397
BE0002198,Amine oxidase [flavin-containing] A,P21397
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002793,Cytochrome P450 2C9,P11712
BE0002362,Cytochrome P450 3A5,P20815
BE0002887,Cytochrome P450 2C8,P10632
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0003612,Cytochrome P450 3A7,P24462
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003544,UDP-glucuronosyltransferase 1-4,P22310
BE0009343,UDP-glucuronosyltransferase 2B10,P36537
BE0002433,Cytochrome P450 1A2,P05177
BE0002363,Cytochrome P450 2D6,P10635
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002363,Cytochrome P450 2D6,P10635
BE0002433,Cytochrome P450 1A2,P05177
BE0002363,Cytochrome P450 2D6,P10635
BE0002433,Cytochrome P450 1A2,P05177
BE0002638,Cytochrome P450 3A4,P08684
BE0004694,UDP-glucuronosyltransferase 1-6,P19224
BE0004694,UDP-glucuronosyltransferase 1-6,P19224
BE0004740,Carboxylesterase,Q6LAP9
BE0002793,Cytochrome P450 2C9,P11712
BE0009670,Medium-chain fatty-acid--CoA ligase,P38135
BE0002793,Cytochrome P450 2C9,P11712
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0002638,Cytochrome P450 3A4,P08684
BE0003536,Cytochrome P450 2C19,P33261
BE0003612,Cytochrome P450 3A7,P24462
BE0003533,Cytochrome P450 2E1,P05181
BE0003612,Cytochrome P450 3A7,P24462
BE0003533,Cytochrome P450 2E1,P05181
BE0000227,Alcohol dehydrogenase 1A,P07327
BE0000718,"Aldehyde dehydrogenase, dimeric NADP-preferring",P30838
BE0000227,Alcohol dehydrogenase 1A,P07327
BE0002363,Cytochrome P450 2D6,P10635
BE0003549,Cytochrome P450 2B6,P20813
BE0003536,Cytochrome P450 2C19,P33261
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0003549,Cytochrome P450 2B6,P20813
BE0003536,Cytochrome P450 2C19,P33261
BE0002363,Cytochrome P450 2D6,P10635
BE0003549,Cytochrome P450 2B6,P20813
BE0003536,Cytochrome P450 2C19,P33261
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009796,11beta-hydroxysteroid dehydrogenase,P28845
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009796,11beta-hydroxysteroid dehydrogenase,P28845
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0009795,20-ketosteroid reductase (20-hydroxysteroid dehydrogenase),Q04828
BE0002638,Cytochrome P450 3A4,P08684
BE0002638,Cytochrome P450 3A4,P08684
BE0002363,Cytochrome P450 2D6,P10635
BE0002433,Cytochrome P450 1A2,P05177
BE0003536,Cytochrome P450 2C19,P33261
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003677,UDP-glucuronosyltransferase 1-3,P35503
BE0004696,UDP-glucuronosyltransferase 2B15,P54855
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003677,UDP-glucuronosyltransferase 1-3,P35503
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0003544,UDP-glucuronosyltransferase 1-4,P22310
BE0002638,Cytochrome P450 3A4,P08684
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002887,Cytochrome P450 2C8,P10632
BE0002793,Cytochrome P450 2C9,P11712
BE0002433,Cytochrome P450 1A2,P05177
BE0002362,Cytochrome P450 3A5,P20815
BE0000951,Estrogen sulfotransferase,P49888
BE0004767,Sulfotransferase 1A3/1A4,P0DMM9
BE0002089,Catechol O-methyltransferase,P21964
BE0002089,Catechol O-methyltransferase,P21964
BE0002089,Catechol O-methyltransferase,P21964
BE0002089,Catechol O-methyltransferase,P21964
BE0002089,Catechol O-methyltransferase,P21964
BE0002363,Cytochrome P450 2D6,P10635
BE0003536,Cytochrome P450 2C19,P33261
BE0002793,Cytochrome P450 2C9,P11712
BE0003336,Cytochrome P450 2A6,P11509
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003682,UDP-glucuronosyltransferase 1-8,Q9HAW9
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0004696,UDP-glucuronosyltransferase 2B15,P54855
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003682,UDP-glucuronosyltransferase 1-8,Q9HAW9
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0004696,UDP-glucuronosyltransferase 2B15,P54855
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003682,UDP-glucuronosyltransferase 1-8,Q9HAW9
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0004696,UDP-glucuronosyltransferase 2B15,P54855
BE0003541,UDP-glucuronosyltransferase 1-1,P22309
BE0003682,UDP-glucuronosyltransferase 1-8,Q9HAW9
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0004696,UDP-glucuronosyltransferase 2B15,P54855
BE0000807,Glutathione S-transferase Mu 1,P09488
BE0002281,Glutathione S-transferase A1,P08263
BE0002189,Glutathione S-transferase A2,P09210
BE0002204,Xanthine dehydrogenase/oxidase,P47989
BE0000987,Thiopurine S-methyltransferase,P51580
BE0000077,Hypoxanthine-guanine phosphoribosyltransferase,P00492
BE0000987,Thiopurine S-methyltransferase,P51580
BE0000761,Inosine-5'-monophosphate dehydrogenase 1,P20839
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,P12268
BE0000321,GMP synthase [glutamine-hydrolyzing],P49915
BE0004443,Inosine triphosphate pyrophosphatase,Q9BY32
BE0000987,Thiopurine S-methyltransferase,P51580
BE0000729,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",O75306
BE0000191,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",O75489
BE0000307,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",O75251
BE0000263,"Nitric oxide synthase, endothelial",P29474
BE0000005,"Nitric oxide synthase, inducible",P35228
BE0000067,"Nitric oxide synthase, brain",P29475
BE0002204,Xanthine dehydrogenase/oxidase,P47989
BE0001184,NAD(P)H dehydrogenase [quinone] 1,P15559
BE0002364,NADPH--cytochrome P450 reductase,P16435
BE0002204,Xanthine dehydrogenase/oxidase,P47989
BE0001184,NAD(P)H dehydrogenase [quinone] 1,P15559
BE0003074,Carbonyl reductase [NADPH] 1,P16152
BE0004771,Carbonyl reductase [NADPH] 3,O75828
BE0000592,Aldo-keto reductase family 1 member C3,P42330
BE0004352,Alcohol dehydrogenase [NADP(+)],P14550
BE0003336,Cytochrome P450 2A6,P11509
BE0002638,Cytochrome P450 3A4,P08684
BE0003336,Cytochrome P450 2A6,P11509
BE0003679,UDP-glucuronosyltransferase 2B7,P16662
BE0000638,NADPH azoreductase,Q9FAW5
BE0003608,Arylamine N-acetyltransferase 1,P18440
BE0003607,Arylamine N-acetyltransferase 2,P11245
BE0002793,Cytochrome P450 2C9,P11712
BE0003608,Arylamine N-acetyltransferase 1,P18440
BE0003607,Arylamine N-acetyltransferase 2,P11245
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0003612,Cytochrome P450 3A7,P24462
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0003612,Cytochrome P450 3A7,P24462
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0003612,Cytochrome P450 3A7,P24462
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0003612,Cytochrome P450 3A7,P24462
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0002793,Cytochrome P450 2C9,P11712
BE0003536,Cytochrome P450 2C19,P33261
BE0003612,Cytochrome P450 3A7,P24462
BE0002362,Cytochrome P450 3A5,P20815
BE0002638,Cytochrome P450 3A4,P08684
BE0004866,Cytochrome P450 3A Subfamily,P08684
BE0000807,Glutathione S-transferase Mu 1,P09488
BE0002204,Xanthine dehydrogenase/oxidase,P47989
BE0000009,Alcohol dehydrogenase class-3,P11766
BE0002638,Cytochrome P450 3A4,P08684
BE0002887,Cytochrome P450 2C8,P10632
BE0002638,Cytochrome P450 3A4,P08684
BE0002362,Cytochrome P450 3A5,P20815
BE0003682,UDP-glucuronosyltransferase 1-8,Q9HAW9
BE0003678,UDP-glucuronosyltransferase 1-10,Q9HAW8
BE0003538,UDP-glucuronosyltransferase 1-9,O60656
