action,parent_id
activator,BE0000004
activator,BE0009075
activator,BE0000538
activator,BE0002091
activator,BE0002092
activator,BE0000041
activator,BE0000016
cleavage,BE0000538
cleavage,BE0002091
agonist,BE0000004
agonist,BE0003407
inactivator,BE0000041
inactivator,BE0000016
antagonist,BE0000005
antagonist,BE0001161
agonist,BE0009352
antagonist,BE0001114
inhibitor,BE0009664
binder,BE0009555
binder,BE0009556
binder,BE0009557
inhibitor,BE0009550
antibody,BE0005863
antagonist,BE0004701
inhibitor,BE0000855
antagonist,BE0003517
inhibitor,BE0001478
deoxidizer,BE0004467
diffusing substance,BE0009366
antagonist,BE0000734
antagonist,BE0000030
antagonist,BE0000229
antibody,BE0003441
antibody,BE0002389
agonist,BE0000280
ligand,BE0001164
antibody,BE0009755
antibody,BE0001411
antagonist,BE0001777
antagonist,BE0000516
antagonist,BE0000685
agonist,BE0001139
agonist,BE0000949
antagonist,BE0002089
inhibitor,BE0005190
inhibitor,BE0004717
antagonist,BE0001032
ligand,BE0005013
ligand,BE0000135
ligand,BE0001170
ligand,BE0003840
ligand,BE0009022
ligand,BE0009097
ligand,BE0000904
ligand,BE0004554
ligand,BE0004174
ligand,BE0005284
ligand,BE0009098
ligand,BE0005806
ligand,BE0009074
ligand,BE0004528
ligand,BE0005807
ligand,BE0009099
ligand,BE0005795
ligand,BE0001089
ligand,BE0000720
ligand,BE0001199
ligand,BE0008960
ligand,BE0009100
ligand,BE0009026
ligand,BE0009101
ligand,BE0003432
ligand,BE0009102
ligand,BE0009095
ligand,BE0000425
ligand,BE0000068
ligand,BE0004493
ligand,BE0003475
ligand,BE0000589
ligand,BE0003419
ligand,BE0004118
ligand,BE0004454
ligand,BE0000088
ligand,BE0001014
ligand,BE0005844
ligand,BE0009104
ligand,BE0009105
ligand,BE0009106
ligand,BE0003828
ligand,BE0009107
ligand,BE0009108
ligand,BE0009109
ligand,BE0009110
ligand,BE0009111
ligand,BE0009112
ligand,BE0009113
ligand,BE0009114
ligand,BE0009115
ligand,BE0009116
ligand,BE0009117
ligand,BE0009118
ligand,BE0008965
ligand,BE0009119
ligand,BE0004503
ligand,BE0009120
ligand,BE0009160
ligand,BE0009122
ligand,BE0003844
ligand,BE0009037
ligand,BE0001340
ligand,BE0004469
ligand,BE0009123
ligand,BE0003775
ligand,BE0003402
ligand,BE0001408
ligand,BE0000143
ligand,BE0001683
ligand,BE0000542
ligand,BE0001009
ligand,BE0008977
ligand,BE0009161
ligand,BE0002467
ligand,BE0009162
ligand,BE0000292
ligand,BE0004598
ligand,BE0009103
ligand,BE0009163
antagonist,BE0009164
ligand,BE0009165
ligand,BE0009166
ligand,BE0009167
ligand,BE0009168
ligand,BE0009170
ligand,BE0009171
ligand,BE0009172
ligand,BE0009173
ligand,BE0009174
ligand,BE0009175
ligand,BE0009176
ligand,BE0001448
ligand,BE0009177
ligand,BE0009178
ligand,BE0009179
ligand,BE0009180
ligand,BE0009181
ligand,BE0009182
ligand,BE0001516
ligand,BE0009183
ligand,BE0009184
ligand,BE0009185
ligand,BE0009186
ligand,BE0009187
ligand,BE0009188
ligand,BE0009189
ligand,BE0009190
ligand,BE0009191
ligand,BE0009192
ligand,BE0009193
ligand,BE0009194
ligand,BE0009195
ligand,BE0009196
ligand,BE0009197
ligand,BE0009198
ligand,BE0009199
ligand,BE0009200
ligand,BE0009201
ligand,BE0009202
ligand,BE0009203
ligand,BE0009204
ligand,BE0009205
ligand,BE0009206
ligand,BE0009207
ligand,BE0009208
ligand,BE0009209
ligand,BE0009210
ligand,BE0009211
ligand,BE0009212
ligand,BE0009213
ligand,BE0009214
ligand,BE0009740
ligand,BE0009216
ligand,BE0009217
ligand,BE0009218
ligand,BE0009219
ligand,BE0009220
ligand,BE0001694
ligand,BE0009221
ligand,BE0009222
ligand,BE0009223
ligand,BE0009224
ligand,BE0003172
ligand,BE0009225
ligand,BE0009226
ligand,BE0009227
ligand,BE0009228
ligand,BE0009229
ligand,BE0009230
ligand,BE0009231
ligand,BE0009232
ligand,BE0009233
ligand,BE0009234
ligand,BE0009235
ligand,BE0009236
ligand,BE0009237
ligand,BE0009238
ligand,BE0009239
ligand,BE0009240
ligand,BE0009241
ligand,BE0009242
ligand,BE0009244
ligand,BE0009245
ligand,BE0009246
ligand,BE0009247
ligand,BE0009248
ligand,BE0009249
ligand,BE0009741
ligand,BE0009251
ligand,BE0009252
ligand,BE0009253
ligand,BE0009254
ligand,BE0009255
ligand,BE0009256
ligand,BE0009257
ligand,BE0009258
ligand,BE0009259
ligand,BE0009260
ligand,BE0009261
ligand,BE0009262
ligand,BE0009263
ligand,BE0009264
ligand,BE0009265
ligand,BE0009266
ligand,BE0009267
ligand,BE0009268
ligand,BE0009269
ligand,BE0009270
ligand,BE0009271
ligand,BE0000530
ligand,BE0009324
ligand,BE0009272
inverse agonist,BE0000968
chaperone,BE0000337
inhibitor,BE0009917
agonist,BE0009682
agonist,BE0009683
agonist,BE0009684
inhibitor,BE0003639
inhibitor,BE0009862
activator,BE0001195
inhibitor,BE0003441
inhibitor,BE0001027
partial agonist,BE0002341
antagonist,BE0002216
antagonist,BE0002212
antibody,BE0000767
nucleotide exchange blocker,BE0000143
inhibitor,BE0003335
activator,BE0001132
activator,BE0003431
inhibitor,BE0003460
activator,BE0009525
inducer,BE0000846
inducer,BE0000262
inducer,BE0000704
ligand,BE0009926
binder,BE0000257
binder,BE0000461
binder,BE0003707
partial agonist,BE0005802
agonist,BE0009158
antagonist,BE0001186
inhibitor,BE0009757
antagonist,BE0002859
unknown,BE0000710
unknown,BE0002098
unknown,BE0002099
unknown,BE0002097
unknown,BE0000901
antagonist,BE0001717
antagonist,BE0003798
antagonist,BE0004136
antagonist,BE0004855
inhibitor,BE0000871
inhibitor,BE0004281
agonist,BE0003394
blocker,BE0003415
inhibitor,BE0003542
agonist,BE0000062
inhibitor,BE0009665
antagonist,BE0008661
inhibitor,BE0009867
inhibitor,BE0009694
inhibitor,BE0008382
antagonist,BE0003441
inhibitor,BE0003430
inhibitor,BE0004659
inhibitor,BE0003605
inhibitor,BE0009501
inhibitor,BE0009534
antagonist,BE0000066
inhibitor,BE0003781
inhibitor,BE0001598
inhibitor,BE0008672
inhibitor,BE0004866
inhibitor,BE0003533
inhibitor,BE0002793
inhibitor,BE0001067
inhibitor,BE0008661
inhibitor,BE0003541
inhibitor,BE0001646
inhibitor,BE0002135
inhibitor,BE0009379
inhibitor,BE0001580
inhibitor,BE0009380
inhibitor,BE0004146
inhibitor,BE0009381
inhibitor,BE0009382
inhibitor,BE0004109
inhibitor,BE0009383
inhibitor,BE0009384
inhibitor,BE0009385
inhibitor,BE0009386
inhibitor,BE0009387
inhibitor,BE0009388
inhibitor,BE0009389
inhibitor,BE0009390
inhibitor,BE0009391
inhibitor,BE0009392
inhibitor,BE0004632
inhibitor,BE0009393
inhibitor,BE0009394
inhibitor,BE0009395
inhibitor,BE0003782
inhibitor,BE0001861
inhibitor,BE0009396
inhibitor,BE0009397
inhibitor,BE0009398
inhibitor,BE0009399
inhibitor,BE0009400
inhibitor,BE0000772
inhibitor,BE0009401
inhibitor,BE0009402
inhibitor,BE0003791
inhibitor,BE0009403
inhibitor,BE0009404
inhibitor,BE0009405
inhibitor,BE0009406
inhibitor,BE0009407
inhibitor,BE0009408
inhibitor,BE0005595
inhibitor,BE0001312
inhibitor,BE0009409
inhibitor,BE0000264
inhibitor,BE0000665
inhibitor,BE0009410
inhibitor,BE0009411
inhibitor,BE0000991
inhibitor,BE0003404
inhibitor,BE0004601
inhibitor,BE0009412
inhibitor,BE0009413
inhibitor,BE0009414
inhibitor,BE0009415
inhibitor,BE0009324
inhibitor,BE0009416
inhibitor,BE0009417
inhibitor,BE0004324
inhibitor,BE0004147
inhibitor,BE0004076
inhibitor,BE0003792
inhibitor,BE0004108
inhibitor,BE0009418
inhibitor,BE0009419
inhibitor,BE0002641
inhibitor,BE0009420
inhibitor,BE0009421
inhibitor,BE0009422
inhibitor,BE0009423
inhibitor,BE0003382
inhibitor,BE0003381
inhibitor,BE0009424
inhibitor,BE0001824
inhibitor,BE0009425
inhibitor,BE0004043
inhibitor,BE0009426
inhibitor,BE0001356
inhibitor,BE0009427
inhibitor,BE0003984
inhibitor,BE0001776
inhibitor,BE0009428
inhibitor,BE0003788
inhibitor,BE0009429
inhibitor,BE0009430
inhibitor,BE0009431
inhibitor,BE0001124
inhibitor,BE0004012
inhibitor,BE0009432
inhibitor,BE0009433
inhibitor,BE0009434
inhibitor,BE0009435
inhibitor,BE0009436
inhibitor,BE0009437
inhibitor,BE0009438
inhibitor,BE0005587
inhibitor,BE0009439
inhibitor,BE0004140
inhibitor,BE0009440
inhibitor,BE0009441
inhibitor,BE0004549
inhibitor,BE0002453
inhibitor,BE0009442
inhibitor,BE0003839
inhibitor,BE0009443
inhibitor,BE0009444
inhibitor,BE0005539
inhibitor,BE0000839
inhibitor,BE0009445
inhibitor,BE0009446
inhibitor,BE0009447
inhibitor,BE0009448
inhibitor,BE0009449
inhibitor,BE0009450
inhibitor,BE0000033
inhibitor,BE0009451
inhibitor,BE0009452
inhibitor,BE0009453
inhibitor,BE0004344
inhibitor,BE0009454
inhibitor,BE0009455
inhibitor,BE0009456
inhibitor,BE0009457
inhibitor,BE0009458
inhibitor,BE0009459
inhibitor,BE0009460
inhibitor,BE0009461
inhibitor,BE0009462
inhibitor,BE0009463
inhibitor,BE0009464
inhibitor,BE0009465
inhibitor,BE0009466
inhibitor,BE0009467
inhibitor,BE0009468
inhibitor,BE0009469
inhibitor,BE0004386
inhibitor,BE0009470
inhibitor,BE0009471
inhibitor,BE0009472
inhibitor,BE0009473
inhibitor,BE0009474
inhibitor,BE0001097
inhibitor,BE0003391
inhibitor,BE0001019
inhibitor,BE0009475
inhibitor,BE0009476
inhibitor,BE0009477
inhibitor,BE0003772
inhibitor,BE0009478
inhibitor,BE0009479
inhibitor,BE0009480
inhibitor,BE0009481
inhibitor,BE0009482
inhibitor,BE0009483
inhibitor,BE0009484
inhibitor,BE0009485
inhibitor,BE0009486
inhibitor,BE0004271
inhibitor,BE0009487
inhibitor,BE0009488
inhibitor,BE0009489
inhibitor,BE0009490
inhibitor,BE0009491
inhibitor,BE0009492
inhibitor,BE0009493
inhibitor,BE0009494
inhibitor,BE0009495
inhibitor,BE0009496
inhibitor,BE0003796
inhibitor,BE0009497
inhibitor,BE0009498
inhibitor,BE0009499
inhibitor,BE0009500
inhibitor,BE0009502
inhibitor,BE0009503
inhibitor,BE0009504
inhibitor,BE0009505
inhibitor,BE0009506
inhibitor,BE0009507
inhibitor,BE0009508
inhibitor,BE0009509
inhibitor,BE0009510
inhibitor,BE0004077
inhibitor,BE0009511
inhibitor,BE0000437
inhibitor,BE0009512
inhibitor,BE0009513
inhibitor,BE0009514
inhibitor,BE0009515
inhibitor,BE0001277
inhibitor,BE0009516
inhibitor,BE0009517
inhibitor,BE0009518
inhibitor,BE0009519
inhibitor,BE0009520
inhibitor,BE0009521
inhibitor,BE0003745
inhibitor,BE0009522
inhibitor,BE0009523
inhibitor,BE0009524
inhibitor,BE0000677
inhibitor,BE0004907
inhibitor,BE0004475
inhibitor,BE0002417
inhibitor,BE0003431
inhibitor,BE0009588
inhibitor,BE0003889
inhibitor,BE0001385
inhibitor,BE0009525
inhibitor,BE0009526
inhibitor,BE0009527
inhibitor,BE0003090
inhibitor,BE0009528
inhibitor,BE0009529
inhibitor,BE0009530
inhibitor,BE0009531
inhibitor,BE0009532
inhibitor,BE0009533
inhibitor,BE0004191
inhibitor,BE0004274
inhibitor,BE0009535
inhibitor,BE0009536
inhibitor,BE0009537
inhibitor,BE0009538
inhibitor,BE0004041
inhibitor,BE0009539
inhibitor,BE0009540
inhibitor,BE0009541
inhibitor,BE0009542
inhibitor,BE0009543
inhibitor,BE0004328
inhibitor,BE0009544
inhibitor,BE0009559
antibody,BE0003471
binding,BE0002097
inhibitor,BE0009146
inhibitor,BE0009145
inhibitor,BE0009147
antagonist,BE0000080
antagonist,BE0000121
inhibitor,BE0009747
inhibitor,BE0009746
inhibitor,BE0009745
inhibitor,BE0009360
antagonist,BE0001065
substrate,BE0001104
substrate,BE0000853
substrate,BE0000852
substrate,BE0000205
substrate,BE0000453
substrate,BE0000369
antagonist,BE0002420
inhibitor,BE0009630
binding,BE0000033
inhibitor,BE0003536
antagonist,BE0000014
vesicant,BE0009373
antagonist,BE0004049
substrate,BE0003543
inhibitor,BE0001120
antagonist,BE0009009
antagonist,BE0009787
binder,BE0003496
inhibition of synthesis,BE0009548
inhibitor,BE0001085
inhibitor,BE0000950
agonist,BE0002432
inhibitor,BE0009558
binder,BE0000183
inactivator,BE0004281
antagonist,BE0003488
binder,BE0009718
antagonist,BE0003522
stabilization,BE0000016
binder,BE0000025
inhibitor,BE0009562
inhibitor,BE0009849
antibody,BE0009918
inhibitor,BE0003422
binder,BE0008688
binder,BE0001140
binder,BE0000530
binder,BE0000910
binder,BE0009798
blocker,BE0000756
blocker,BE0000581
agonist,BE0003383
antagonist,BE0004653
antibody,BE0008671
ligand,BE0005577
ligand,BE0004796
binder,BE0000236
binder,BE0004769
binder,BE0000136
inhibitor,BE0004852
inhibitor,BE0000829
inhibitor,BE0000831
inhibitor,BE0000830
antagonist,BE0000041
cofactor,BE0000380
activator,BE0001178
agonist,BE0000041
agonist,BE0000016
antisense oligonucleotide,BE0009143
ligand,BE0003623
inhibitor,BE0003675
inhibitor,BE0003674
substrate,BE0004850
antagonist,BE0004901
inhibitor,BE0009579
blocker,BE0009339
inhibitor,BE0001421
disruptor,BE0009374
ligand,BE0002442
ligand,BE0009323
inhibitor,BE0009920
inhibitor,BE0001656
inhibitor,BE0009923
modulator,BE0009738
modulator,BE0009367
agonist,BE0004902
blocker,BE0008717
antagonist,BE0000329
antagonist,BE0001162
translocation inhibitor,BE0004903
inducer,BE0000239
cleavage,BE0009344
agonist,BE0008699
agonist,BE0008708
unknown,BE0009742
unknown,BE0001007
inhibitor,BE0004527
antibody,BE0003496
antagonist,BE0000070
activator,BE0000308
activator,BE0000633
antibody,BE0009355
antibody,BE0009353
antibody,BE0009357
antibody,BE0004101
antibody,BE0009356
antibody,BE0009354
antibody,BE0001263
chelator,BE0009339
antagonist,BE0002081
inhibitor,BE0003643
binder,BE0003528
stimulator,BE0001039
gene replacement,BE0009149
cofactor,BE0000333
binder,BE0001379
agonist,BE0008725
ligand,BE0002088
oxidizer,BE0009370
agonist,BE0008719
agonist,BE0003399
inhibits downstream inflammation cascades,BE0003399
regulator,BE0004903
regulator,BE0005540
regulator,BE0000071
regulator,BE0001007
inhibitor,BE0002461
positive allosteric modulator,BE0000523
positive allosteric modulator,BE0000381
binder,BE0000399
inhibitor,BE0009736
antagonist,BE0008663
chelator,BE0009341
negative modulator,BE0000061
inhibitor,BE0009157
inducer,BE0003997
inducer,BE0000973
inducer,BE0000816
inducer,BE0000648
inducer,BE0000574
substrate,BE0002363
inhibitor,BE0003543
inducer,BE0002194
antagonist,BE0009345
agonist,BE0009347
agonist,BE0009348
inhibitor,BE0009359
antibody,BE0001103
antibody,BE0002370
inhibitor,BE0009155
ligand,BE0009551
inhibitor,BE0009553
inhibitor,BE0009554
inhibitor,BE0002369
ligand,BE0009570
regulator,BE0000732
ligand,BE0008725
agonist,BE0005831
stabilization,BE0001145
binder,BE0004528
binder,BE0005807
binder,BE0000720
inhibitor,BE0003106
binder,BE0002467
binder,BE0008980
binder,BE0005844
binder,BE0004590
binder,BE0003844
cofactor,BE0004542
binder,BE0000125
cofactor,BE0004779
cofactor,BE0005815
cofactor,BE0008954
cofactor,BE0005833
cofactor,BE0002390
binder,BE0005834
inhibitor,BE0000433
binder,BE0001003
stabilization,BE0003491
cofactor,BE0005835
regulator,BE0008955
regulator,BE0008993
binder,BE0000058
chaperone,BE0008994
inactivator,BE0003602
regulator,BE0003602
chaperone,BE0003380
cofactor,BE0005770
binder,BE0004778
chelator,BE0009048
inducer,BE0003449
ligand,BE0003449
inducer,BE0005852
antagonist,BE0001119
inhibitor,BE0009069
modulator,BE0002095
modulator,BE0002096
modulator,BE0002093
modulator,BE0001529
inhibitor,BE0003455
ligand,BE0003455
modulator,BE0004686
modulator,BE0009050
modulator,BE0009070
ligand,BE0000855
cofactor,BE0009071
ligand,BE0009053
inducer,BE0009055
ligand,BE0001140
cofactor,BE0003503
cofactor,BE0003504
stabilization,BE0009073
binder,BE0000538
modulator,BE0001180
ligand,BE0001180
inducer,BE0000130
inducer,BE0000629
binder,BE0009911
inducer,BE0009058
binder,BE0009080
binder,BE0009060
binder,BE0009081
binder,BE0009082
component of,BE0009083
cofactor,BE0001017
ligand,BE0009064
binder,BE0003663
binder,BE0004613
inducer,BE0000930
binder,BE0009089
binder,BE0003756
binder,BE0005533
ligand,BE0000952
binder,BE0009090
modulator,BE0000209
modulator,BE0000685
ligand,BE0000510
inducer,BE0000337
inducer,BE0001068
ligand,BE0009092
ligand,BE0009093
ligand,BE0003392
component of,BE0001717
ligand,BE0009908
ligand,BE0009909
cofactor,BE0009910
cofactor,BE0009915
chelator,BE0009915
cofactor,BE0009916
inhibitor,BE0001251
suppressor,BE0009563
ligand,BE0000422
binder,BE0000016
inhibitor,BE0003436
inhibitor,BE0009563
neutralizer,BE0000944
degradation,BE0004798
binder,BE0001036
binder,BE0009577
inhibitor,BE0003801
inhibitor,BE0005459
binder,BE0003474
binder,BE0002198
binder,BE0002196
antibody,BE0000710
cleavage,BE0009790
inhibitor,BE0008625
inhibitor,BE0009759
ligand,BE0003528
ligand,BE0002147
ligand,BE0003529
ligand,BE0000452
inhibitor,BE0009786
inhibitor,BE0009007
binder,BE0001340
inhibitor,BE0004071
inducer,BE0009794
binder,BE0009797
substrate,BE0001155
substrate,BE0008685
binder,BE0004850
inhibitor,BE0009865
inhibitor,BE0000982
binder,BE0000792
