group,drugbank-id
experimental,DB08811
approved,DB08813
investigational,DB08813
approved,DB08814
investigational,DB08814
approved,DB08815
investigational,DB08815
approved,DB08816
approved,DB08818
vet_approved,DB08818
approved,DB08819
approved,DB08820
approved,DB08822
investigational,DB08822
approved,DB08823
investigational,DB08823
vet_approved,DB08823
approved,DB08824
approved,DB08826
approved,DB08827
investigational,DB08827
approved,DB08828
investigational,DB08828
experimental,DB08830
experimental,DB08831
investigational,DB08831
experimental,DB08833
experimental,DB08834
investigational,DB08834
experimental,DB08835
experimental,DB08836
investigational,DB08836
experimental,DB08837
investigational,DB08837
experimental,DB08838
investigational,DB08839
nutraceutical,DB08839
experimental,DB08840
investigational,DB08841
nutraceutical,DB08841
approved,DB08842
investigational,DB08842
investigational,DB08843
investigational,DB08844
experimental,DB08845
investigational,DB08845
nutraceutical,DB08845
investigational,DB08846
experimental,DB08847
experimental,DB08848
experimental,DB08849
experimental,DB08855
investigational,DB08855
experimental,DB08856
experimental,DB08857
experimental,DB08858
approved,DB08860
experimental,DB08861
approved,DB08862
investigational,DB08862
approved,DB08864
approved,DB08865
approved,DB08867
approved,DB08868
investigational,DB08868
approved,DB08869
investigational,DB08869
approved,DB08870
investigational,DB08870
approved,DB08871
investigational,DB08871
approved,DB08872
investigational,DB08872
approved,DB08873
withdrawn,DB08873
approved,DB08874
approved,DB08875
investigational,DB08875
approved,DB08876
investigational,DB08876
approved,DB08877
investigational,DB08878
withdrawn,DB08878
approved,DB08879
approved,DB08880
approved,DB08881
approved,DB08882
approved,DB08883
approved,DB08884
approved,DB08885
approved,DB08886
investigational,DB08886
approved,DB08887
investigational,DB08887
nutraceutical,DB08887
approved,DB08888
approved,DB08889
investigational,DB08889
approved,DB08890
investigational,DB08891
investigational,DB08892
approved,DB08893
approved,DB08894
investigational,DB08894
approved,DB08895
investigational,DB08895
approved,DB08896
approved,DB08897
approved,DB08898
investigational,DB08898
approved,DB08899
approved,DB08900
approved,DB08901
investigational,DB08901
approved,DB08902
approved,DB08903
approved,DB08904
approved,DB08905
investigational,DB08905
withdrawn,DB08905
approved,DB08906
approved,DB08907
approved,DB08908
investigational,DB08908
approved,DB08909
approved,DB08910
approved,DB08911
approved,DB08912
investigational,DB08912
approved,DB08913
investigational,DB08913
investigational,DB08915
approved,DB08916
approved,DB08917
approved,DB08918
investigational,DB08918
investigational,DB08921
experimental,DB08922
experimental,DB08924
withdrawn,DB08925
experimental,DB08926
experimental,DB08927
experimental,DB08928
approved,DB08930
approved,DB08931
approved,DB08932
approved,DB08933
approved,DB08934
approved,DB08935
investigational,DB08935
approved,DB08936
investigational,DB08937
approved,DB08938
withdrawn,DB08938
experimental,DB08939
experimental,DB08940
approved,DB08941
withdrawn,DB08941
approved,DB08942
withdrawn,DB08942
approved,DB08943
approved,DB08944
withdrawn,DB08944
experimental,DB08945
withdrawn,DB08945
approved,DB08946
withdrawn,DB08946
approved,DB08947
withdrawn,DB08948
approved,DB08949
withdrawn,DB08949
approved,DB08950
withdrawn,DB08950
withdrawn,DB08951
withdrawn,DB08952
investigational,DB08953
withdrawn,DB08953
approved,DB08954
investigational,DB08954
withdrawn,DB08954
withdrawn,DB08955
investigational,DB08956
withdrawn,DB08956
experimental,DB08957
withdrawn,DB08957
approved,DB08958
investigational,DB08958
experimental,DB08960
investigational,DB08961
investigational,DB08962
withdrawn,DB08962
approved,DB08964
withdrawn,DB08964
approved,DB08965
withdrawn,DB08965
approved,DB08966
approved,DB08967
experimental,DB08968
withdrawn,DB08968
withdrawn,DB08969
experimental,DB08970
approved,DB08971
withdrawn,DB08971
withdrawn,DB08972
approved,DB08973
withdrawn,DB08973
experimental,DB08974
withdrawn,DB08974
withdrawn,DB08975
approved,DB08976
withdrawn,DB08976
withdrawn,DB08978
experimental,DB08979
withdrawn,DB08980
approved,DB08981
experimental,DB08982
experimental,DB08983
experimental,DB08984
withdrawn,DB08985
investigational,DB08986
withdrawn,DB08986
approved,DB08987
approved,DB08988
withdrawn,DB08988
withdrawn,DB08989
experimental,DB08990
withdrawn,DB08990
experimental,DB08991
investigational,DB08992
experimental,DB08993
experimental,DB08994
withdrawn,DB08994
approved,DB08995
investigational,DB08995
experimental,DB08996
withdrawn,DB08996
withdrawn,DB08997
experimental,DB08998
withdrawn,DB08999
experimental,DB09000
experimental,DB09001
experimental,DB09002
experimental,DB09003
withdrawn,DB09004
experimental,DB09005
experimental,DB09006
withdrawn,DB09007
experimental,DB09008
withdrawn,DB09008
approved,DB09009
withdrawn,DB09010
experimental,DB09011
experimental,DB09012
withdrawn,DB09012
experimental,DB09013
experimental,DB09014
approved,DB09015
withdrawn,DB09015
approved,DB09016
investigational,DB09017
withdrawn,DB09017
investigational,DB09018
approved,DB09019
approved,DB09020
experimental,DB09021
investigational,DB09022
withdrawn,DB09022
withdrawn,DB09023
approved,DB09026
investigational,DB09026
approved,DB09027
experimental,DB09028
approved,DB09029
approved,DB09030
approved,DB09031
investigational,DB09031
approved,DB09033
approved,DB09034
investigational,DB09034
approved,DB09035
approved,DB09036
investigational,DB09036
approved,DB09037
approved,DB09038
approved,DB09039
approved,DB09040
approved,DB09041
investigational,DB09041
approved,DB09042
approved,DB09043
approved,DB09045
investigational,DB09045
approved,DB09046
approved,DB09047
investigational,DB09047
approved,DB09048
investigational,DB09048
approved,DB09049
approved,DB09050
investigational,DB09050
approved,DB09051
investigational,DB09051
approved,DB09052
investigational,DB09052
approved,DB09053
approved,DB09054
approved,DB09055
investigational,DB09055
approved,DB09056
investigational,DB09056
approved,DB09057
approved,DB09059
investigational,DB09059
approved,DB09060
approved,DB09061
investigational,DB09061
experimental,DB09062
approved,DB09063
approved,DB09064
investigational,DB09064
approved,DB09065
approved,DB09066
investigational,DB09066
approved,DB09067
approved,DB09068
investigational,DB09068
approved,DB09069
investigational,DB09069
approved,DB09070
investigational,DB09070
approved,DB09071
investigational,DB09071
approved,DB09072
approved,DB09073
investigational,DB09073
approved,DB09074
approved,DB09075
approved,DB09076
approved,DB09077
investigational,DB09077
approved,DB09078
investigational,DB09078
approved,DB09079
approved,DB09080
approved,DB09081
investigational,DB09081
approved,DB09082
approved,DB09083
approved,DB09084
approved,DB09085
vet_approved,DB09085
approved,DB09086
approved,DB09087
approved,DB09088
withdrawn,DB09088
approved,DB09089
approved,DB09090
approved,DB09091
withdrawn,DB09091
approved,DB09092
withdrawn,DB09092
approved,DB09093
investigational,DB09093
vet_approved,DB09093
approved,DB09094
approved,DB09095
investigational,DB09095
withdrawn,DB09095
approved,DB09096
approved,DB09097
investigational,DB09097
approved,DB09098
investigational,DB09098
withdrawn,DB09098
approved,DB09099
investigational,DB09099
approved,DB09100
approved,DB09101
approved,DB09102
investigational,DB09102
approved,DB09103
investigational,DB09103
withdrawn,DB09103
approved,DB09104
investigational,DB09104
approved,DB09105
investigational,DB09105
approved,DB09106
approved,DB09107
approved,DB09108
approved,DB09109
investigational,DB09109
approved,DB09110
investigational,DB09110
approved,DB09111
investigational,DB09111
approved,DB09112
investigational,DB09112
approved,DB09113
approved,DB09114
investigational,DB09114
withdrawn,DB09114
approved,DB09115
approved,DB09116
withdrawn,DB09116
approved,DB09117
investigational,DB09117
approved,DB09118
approved,DB09119
approved,DB09120
investigational,DB09120
approved,DB09121
withdrawn,DB09121
approved,DB09122
approved,DB09123
approved,DB09124
withdrawn,DB09124
approved,DB09125
investigational,DB09125
vet_approved,DB09125
approved,DB09126
vet_approved,DB09126
approved,DB09128
investigational,DB09128
approved,DB09129
approved,DB09130
investigational,DB09130
approved,DB09131
investigational,DB09131
approved,DB09132
approved,DB09133
approved,DB09134
approved,DB09135
approved,DB09136
approved,DB09137
approved,DB09138
approved,DB09139
approved,DB09140
vet_approved,DB09140
approved,DB09141
approved,DB09142
approved,DB09143
investigational,DB09143
approved,DB09144
investigational,DB09144
approved,DB09145
approved,DB09146
experimental,DB09147
approved,DB09148
approved,DB09149
investigational,DB09149
approved,DB09151
investigational,DB09151
approved,DB09152
vet_approved,DB09152
approved,DB09153
vet_approved,DB09153
approved,DB09154
investigational,DB09154
approved,DB09155
investigational,DB09155
vet_approved,DB09155
approved,DB09156
approved,DB09157
investigational,DB09157
vet_approved,DB09157
approved,DB09158
approved,DB09160
approved,DB09161
investigational,DB09161
approved,DB09163
approved,DB09164
approved,DB09165
experimental,DB09166
approved,DB09167
illicit,DB09168
illicit,DB09169
illicit,DB09170
illicit,DB09171
illicit,DB09172
illicit,DB09173
illicit,DB09174
experimental,DB09175
illicit,DB09177
illicit,DB09178
experimental,DB09179
illicit,DB09180
experimental,DB09181
illicit,DB09182
approved,DB09183
investigational,DB09184
approved,DB09185
investigational,DB09185
withdrawn,DB09185
experimental,DB09186
experimental,DB09187
experimental,DB09188
experimental,DB09189
experimental,DB09190
experimental,DB09191
experimental,DB09192
experimental,DB09193
withdrawn,DB09194
approved,DB09195
experimental,DB09196
experimental,DB09197
experimental,DB09198
experimental,DB09199
experimental,DB09200
investigational,DB09200
experimental,DB09201
experimental,DB09202
experimental,DB09203
investigational,DB09204
approved,DB09205
investigational,DB09205
experimental,DB09206
experimental,DB09207
approved,DB09208
investigational,DB09208
approved,DB09209
illicit,DB09209
approved,DB09210
investigational,DB09210
investigational,DB09211
approved,DB09212
approved,DB09213
investigational,DB09213
approved,DB09214
investigational,DB09214
withdrawn,DB09215
approved,DB09216
investigational,DB09216
experimental,DB09217
vet_approved,DB09217
experimental,DB09218
approved,DB09219
approved,DB09220
investigational,DB09220
experimental,DB09221
approved,DB09222
investigational,DB09223
investigational,DB09224
approved,DB09225
investigational,DB09225
withdrawn,DB09225
investigational,DB09226
experimental,DB09227
approved,DB09228
investigational,DB09228
experimental,DB09229
investigational,DB09230
experimental,DB09231
investigational,DB09232
experimental,DB09233
experimental,DB09234
experimental,DB09235
approved,DB09236
investigational,DB09236
approved,DB09237
investigational,DB09237
approved,DB09238
investigational,DB09238
experimental,DB09239
experimental,DB09240
approved,DB09241
investigational,DB09241
approved,DB09242
investigational,DB09242
experimental,DB09243
experimental,DB09244
experimental,DB09245
withdrawn,DB09246
withdrawn,DB09247
withdrawn,DB09248
withdrawn,DB09249
withdrawn,DB09250
withdrawn,DB09251
withdrawn,DB09252
withdrawn,DB09253
withdrawn,DB09254
approved,DB09255
investigational,DB09255
vet_approved,DB09255
approved,DB09256
investigational,DB09256
approved,DB09257
approved,DB09258
investigational,DB09258
approved,DB09259
investigational,DB09259
approved,DB09260
investigational,DB09260
approved,DB09261
investigational,DB09261
investigational,DB09262
approved,DB09263
investigational,DB09263
approved,DB09264
approved,DB09265
approved,DB09266
investigational,DB09266
approved,DB09267
withdrawn,DB09267
approved,DB09268
approved,DB09269
approved,DB09270
investigational,DB09270
nutraceutical,DB09270
experimental,DB09271
investigational,DB09271
approved,DB09272
investigational,DB09272
experimental,DB09273
approved,DB09274
investigational,DB09274
approved,DB09275
investigational,DB09275
approved,DB09276
investigational,DB09276
approved,DB09277
investigational,DB09277
approved,DB09278
investigational,DB09279
approved,DB09280
approved,DB09281
approved,DB09282
investigational,DB09282
experimental,DB09283
investigational,DB09284
experimental,DB09285
investigational,DB09286
approved,DB09287
vet_approved,DB09287
experimental,DB09288
investigational,DB09289
investigational,DB09290
approved,DB09291
investigational,DB09291
approved,DB09292
approved,DB09293
investigational,DB09293
experimental,DB09295
approved,DB09296
investigational,DB09296
approved,DB09297
investigational,DB09297
experimental,DB09298
investigational,DB09298
approved,DB09299
approved,DB09300
investigational,DB09300
vet_approved,DB09300
approved,DB09301
investigational,DB09301
nutraceutical,DB09301
approved,DB09302
approved,DB09303
experimental,DB09304
experimental,DB09305
experimental,DB09306
experimental,DB09307
investigational,DB09308
experimental,DB09309
approved,DB09310
experimental,DB09311
approved,DB09312
investigational,DB09312
approved,DB09313
investigational,DB09313
approved,DB09314
investigational,DB09314
approved,DB09315
approved,DB09316
approved,DB09317
approved,DB09318
approved,DB09319
investigational,DB09319
approved,DB09320
vet_approved,DB09320
approved,DB09321
approved,DB09322
investigational,DB09322
approved,DB09324
approved,DB09325
approved,DB09326
approved,DB09327
investigational,DB09327
approved,DB09328
investigational,DB09328
approved,DB09329
investigational,DB09329
approved,DB09330
approved,DB09331
approved,DB09332
approved,DB09333
investigational,DB09333
withdrawn,DB09333
approved,DB09334
approved,DB09335
withdrawn,DB09335
approved,DB09336
withdrawn,DB09336
approved,DB09337
vet_approved,DB09337
experimental,DB09338
withdrawn,DB09339
approved,DB09340
approved,DB09341
vet_approved,DB09341
approved,DB09342
approved,DB09343
investigational,DB09343
experimental,DB09344
approved,DB09345
approved,DB09346
withdrawn,DB09347
approved,DB09348
withdrawn,DB09348
approved,DB09349
experimental,DB09349
approved,DB09350
vet_approved,DB09350
approved,DB09351
investigational,DB09351
approved,DB09352
approved,DB09353
approved,DB09355
approved,DB09357
investigational,DB09363
approved,DB09364
approved,DB09366
approved,DB09369
approved,DB09370
approved,DB09371
approved,DB09372
approved,DB09373
vet_approved,DB09373
approved,DB09374
investigational,DB09374
approved,DB09375
vet_approved,DB09375
approved,DB09376
approved,DB09377
approved,DB09378
approved,DB09379
withdrawn,DB09379
approved,DB09380
approved,DB09381
approved,DB09382
approved,DB09383
investigational,DB09383
approved,DB09385
approved,DB09389
investigational,DB09393
approved,DB09394
approved,DB09395
investigational,DB09395
approved,DB09397
investigational,DB09397
approved,DB09398
approved,DB09400
approved,DB09401
investigational,DB09401
approved,DB09403
approved,DB09407
approved,DB09409
approved,DB09413
investigational,DB09413
vet_approved,DB09413
approved,DB09414
approved,DB09418
investigational,DB09418
approved,DB09419
approved,DB09420
approved,DB09421
investigational,DB09421
approved,DB09422
approved,DB09423
approved,DB09425
approved,DB09429
approved,DB09430
approved,DB09443
approved,DB09446
investigational,DB09446
approved,DB09447
experimental,DB09447
approved,DB09449
approved,DB09456
experimental,DB09459
approved,DB09460
approved,DB09461
approved,DB09462
investigational,DB09462
approved,DB09472
vet_approved,DB09472
approved,DB09473
approved,DB09477
approved,DB09479
investigational,DB09479
approved,DB09480
approved,DB09481
investigational,DB09481
approved,DB09483
approved,DB09484
approved,DB09487
approved,DB09488
approved,DB09490
approved,DB09493
approved,DB09494
approved,DB09495
investigational,DB09495
approved,DB09496
investigational,DB09496
approved,DB09498
investigational,DB09498
approved,DB09499
investigational,DB09499
approved,DB09501
experimental,DB09501
approved,DB09502
investigational,DB09502
approved,DB09507
experimental,DB09507
approved,DB09508
approved,DB09510
approved,DB09511
approved,DB09512
approved,DB09513
approved,DB09516
approved,DB09517
approved,DB09526
investigational,DB09526
approved,DB09527
approved,DB09531
approved,DB09532
approved,DB09534
approved,DB09535
investigational,DB09535
approved,DB09536
approved,DB09537
approved,DB09539
investigational,DB09539
approved,DB09543
vet_approved,DB09543
approved,DB09546
investigational,DB09546
approved,DB09551
approved,DB09552
approved,DB09555
approved,DB09559
investigational,DB09559
approved,DB09561
approved,DB09563
approved,DB09564
approved,DB09567
approved,DB09568
investigational,DB09568
approved,DB09570
investigational,DB09570
approved,DB09571
approved,DB09876
approved,DB09877
investigational,DB09877
approved,DB10061
approved,DB10062
approved,DB10076
investigational,DB10076
approved,DB10276
approved,DB10283
investigational,DB10283
approved,DB10284
approved,DB10285
approved,DB10286
investigational,DB10286
approved,DB10287
approved,DB10288
approved,DB10289
approved,DB10290
approved,DB10291
approved,DB10292
approved,DB10293
approved,DB10294
approved,DB10295
approved,DB10296
investigational,DB10296
approved,DB10297
approved,DB10298
approved,DB10299
investigational,DB10299
approved,DB10300
approved,DB10301
investigational,DB10301
approved,DB10302
investigational,DB10302
approved,DB10310
approved,DB10311
approved,DB10312
approved,DB10313
approved,DB10314
approved,DB10315
investigational,DB10315
approved,DB10316
investigational,DB10316
approved,DB10317
investigational,DB10317
approved,DB10318
approved,DB10319
approved,DB10320
investigational,DB10320
approved,DB10321
investigational,DB10321
approved,DB10322
investigational,DB10322
approved,DB10323
investigational,DB10323
approved,DB10324
investigational,DB10324
approved,DB10325
investigational,DB10325
approved,DB10326
investigational,DB10326
approved,DB10327
investigational,DB10327
approved,DB10328
investigational,DB10328
approved,DB10329
investigational,DB10329
approved,DB10330
investigational,DB10330
approved,DB10331
investigational,DB10331
approved,DB10332
investigational,DB10332
approved,DB10333
investigational,DB10333
approved,DB10334
investigational,DB10334
approved,DB10335
investigational,DB10335
approved,DB10336
investigational,DB10336
approved,DB10337
investigational,DB10337
approved,DB10338
investigational,DB10338
approved,DB10339
investigational,DB10339
approved,DB10340
investigational,DB10340
approved,DB10341
investigational,DB10341
approved,DB10342
investigational,DB10342
approved,DB10343
approved,DB10344
approved,DB10345
approved,DB10346
approved,DB10348
approved,DB10349
approved,DB10350
approved,DB10351
approved,DB10352
approved,DB10353
approved,DB10354
approved,DB10355
approved,DB10356
approved,DB10357
approved,DB10359
approved,DB10360
approved,DB10361
approved,DB10362
approved,DB10363
approved,DB10364
approved,DB10365
approved,DB10366
approved,DB10368
approved,DB10369
approved,DB10370
approved,DB10371
approved,DB10372
approved,DB10373
approved,DB10374
approved,DB10375
approved,DB10376
approved,DB10377
approved,DB10378
approved,DB10379
approved,DB10380
approved,DB10381
approved,DB10382
approved,DB10383
approved,DB10384
approved,DB10385
approved,DB10386
approved,DB10387
approved,DB10388
approved,DB10389
approved,DB10390
approved,DB10391
approved,DB10392
approved,DB10393
approved,DB10394
investigational,DB10394
approved,DB10395
approved,DB10396
approved,DB10397
approved,DB10398
approved,DB10399
approved,DB10400
approved,DB10401
approved,DB10403
approved,DB10404
approved,DB10406
approved,DB10408
approved,DB10409
approved,DB10410
approved,DB10411
approved,DB10412
approved,DB10413
approved,DB10415
investigational,DB10415
approved,DB10416
approved,DB10417
approved,DB10418
approved,DB10419
approved,DB10420
approved,DB10421
approved,DB10422
approved,DB10423
approved,DB10424
approved,DB10425
approved,DB10426
approved,DB10427
approved,DB10428
approved,DB10429
approved,DB10430
approved,DB10431
approved,DB10432
approved,DB10433
approved,DB10434
approved,DB10435
approved,DB10436
approved,DB10437
approved,DB10438
approved,DB10439
approved,DB10440
approved,DB10441
approved,DB10442
approved,DB10443
approved,DB10444
approved,DB10445
approved,DB10446
approved,DB10447
approved,DB10448
approved,DB10449
approved,DB10450
approved,DB10451
approved,DB10452
approved,DB10453
approved,DB10454
approved,DB10455
approved,DB10456
approved,DB10457
approved,DB10458
approved,DB10459
approved,DB10460
approved,DB10461
approved,DB10462
approved,DB10463
approved,DB10464
approved,DB10465
approved,DB10466
approved,DB10467
approved,DB10468
approved,DB10469
approved,DB10470
approved,DB10471
approved,DB10472
approved,DB10473
approved,DB10474
approved,DB10475
approved,DB10478
approved,DB10479
approved,DB10480
approved,DB10481
approved,DB10482
approved,DB10483
approved,DB10484
approved,DB10485
approved,DB10486
approved,DB10487
approved,DB10488
approved,DB10489
approved,DB10490
approved,DB10491
approved,DB10493
approved,DB10494
approved,DB10495
approved,DB10496
approved,DB10497
approved,DB10498
approved,DB10499
approved,DB10500
approved,DB10501
approved,DB10502
approved,DB10503
approved,DB10504
approved,DB10505
approved,DB10506
approved,DB10508
approved,DB10509
approved,DB10510
approved,DB10511
approved,DB10512
approved,DB10513
approved,DB10514
approved,DB10515
approved,DB10516
approved,DB10517
approved,DB10518
approved,DB10519
approved,DB10520
approved,DB10523
approved,DB10525
approved,DB10526
approved,DB10527
approved,DB10528
approved,DB10529
approved,DB10530
approved,DB10531
approved,DB10532
nutraceutical,DB10532
approved,DB10533
approved,DB10534
approved,DB10535
approved,DB10536
approved,DB10537
approved,DB10538
investigational,DB10538
approved,DB10539
approved,DB10540
approved,DB10541
approved,DB10542
approved,DB10543
approved,DB10544
approved,DB10545
approved,DB10546
approved,DB10547
approved,DB10548
approved,DB10549
approved,DB10550
approved,DB10551
approved,DB10552
approved,DB10553
approved,DB10554
approved,DB10555
approved,DB10556
approved,DB10557
approved,DB10558
approved,DB10559
approved,DB10560
approved,DB10561
approved,DB10562
approved,DB10563
approved,DB10564
approved,DB10566
approved,DB10567
approved,DB10568
approved,DB10569
approved,DB10570
approved,DB10571
approved,DB10572
approved,DB10573
approved,DB10574
approved,DB10575
investigational,DB10575
approved,DB10576
approved,DB10577
approved,DB10578
approved,DB10579
approved,DB10580
investigational,DB10580
approved,DB10581
approved,DB10582
approved,DB10583
approved,DB10584
investigational,DB10584
approved,DB10596
approved,DB10597
approved,DB10598
approved,DB10599
approved,DB10600
approved,DB10601
approved,DB10602
approved,DB10603
approved,DB10604
approved,DB10605
approved,DB10606
approved,DB10607
approved,DB10608
approved,DB10609
approved,DB10610
approved,DB10611
approved,DB10612
approved,DB10613
approved,DB10614
approved,DB10615
approved,DB10616
approved,DB10617
approved,DB10618
approved,DB10619
approved,DB10620
approved,DB10621
approved,DB10622
approved,DB10623
approved,DB10624
approved,DB10625
approved,DB10626
approved,DB10627
approved,DB10628
approved,DB10629
approved,DB10630
approved,DB10631
investigational,DB10631
approved,DB10632
approved,DB10633
approved,DB10634
approved,DB10635
approved,DB10636
approved,DB10637
approved,DB10638
approved,DB10639
approved,DB10640
approved,DB10641
approved,DB10642
approved,DB10643
approved,DB10644
approved,DB10645
approved,DB10646
approved,DB10647
approved,DB10648
approved,DB10650
approved,DB10651
approved,DB10652
approved,DB10653
approved,DB10654
approved,DB10655
approved,DB10656
approved,DB10657
approved,DB10658
approved,DB10659
approved,DB10660
approved,DB10661
approved,DB10662
approved,DB10663
approved,DB10664
approved,DB10666
approved,DB10667
approved,DB10669
approved,DB10670
approved,DB10671
approved,DB10672
approved,DB10673
approved,DB10674
approved,DB10675
approved,DB10676
approved,DB10677
approved,DB10678
approved,DB10679
approved,DB10681
approved,DB10683
approved,DB10685
approved,DB10686
approved,DB10687
approved,DB10688
approved,DB10690
approved,DB10691
approved,DB10693
approved,DB10694
approved,DB10695
approved,DB10696
approved,DB10697
approved,DB10698
approved,DB10699
approved,DB10700
approved,DB10701
approved,DB10702
approved,DB10703
approved,DB10704
approved,DB10705
approved,DB10706
approved,DB10707
approved,DB10708
approved,DB10710
approved,DB10711
approved,DB10712
approved,DB10713
approved,DB10714
approved,DB10715
approved,DB10716
approved,DB10717
approved,DB10718
approved,DB10719
approved,DB10720
approved,DB10721
approved,DB10722
approved,DB10723
approved,DB10724
approved,DB10725
approved,DB10727
approved,DB10728
approved,DB10729
approved,DB10730
approved,DB10731
approved,DB10732
approved,DB10733
approved,DB10734
approved,DB10735
approved,DB10736
approved,DB10737
approved,DB10738
approved,DB10739
approved,DB10740
approved,DB10741
approved,DB10742
approved,DB10743
approved,DB10744
approved,DB10745
approved,DB10746
approved,DB10747
approved,DB10748
approved,DB10749
approved,DB10750
approved,DB10751
approved,DB10752
approved,DB10753
approved,DB10754
approved,DB10755
approved,DB10756
approved,DB10757
approved,DB10758
approved,DB10759
approved,DB10760
approved,DB10761
approved,DB10762
approved,DB10763
approved,DB10764
approved,DB10765
approved,DB10766
approved,DB10767
approved,DB10768
approved,DB10769
approved,DB10770
approved,DB10771
approved,DB10772
approved,DB10773
approved,DB10774
approved,DB10775
approved,DB10776
approved,DB10777
approved,DB10778
approved,DB10779
approved,DB10780
approved,DB10781
approved,DB10782
approved,DB10783
approved,DB10784
approved,DB10785
approved,DB10786
approved,DB10787
investigational,DB10787
approved,DB10788
investigational,DB10788
approved,DB10789
investigational,DB10789
approved,DB10790
investigational,DB10790
approved,DB10791
investigational,DB10791
approved,DB10792
investigational,DB10792
approved,DB10793
investigational,DB10793
approved,DB10794
approved,DB10795
investigational,DB10795
approved,DB10796
investigational,DB10796
approved,DB10797
investigational,DB10797
approved,DB10798
investigational,DB10798
approved,DB10799
approved,DB10800
approved,DB10801
approved,DB10802
approved,DB10803
approved,DB10804
investigational,DB10804
approved,DB10805
investigational,DB10805
approved,DB10806
approved,DB10807
approved,DB10808
approved,DB10809
approved,DB10810
approved,DB10811
approved,DB10812
approved,DB10813
approved,DB10814
approved,DB10815
approved,DB10816
approved,DB10817
approved,DB10818
approved,DB10819
approved,DB10820
approved,DB10821
approved,DB10822
approved,DB10823
approved,DB10824
approved,DB10825
approved,DB10826
approved,DB10827
approved,DB10828
approved,DB10829
approved,DB10830
approved,DB10831
approved,DB10832
approved,DB10833
approved,DB10834
approved,DB10835
approved,DB10836
approved,DB10837
approved,DB10838
approved,DB10839
approved,DB10840
approved,DB10841
approved,DB10842
approved,DB10843
approved,DB10844
approved,DB10845
approved,DB10846
approved,DB10847
approved,DB10848
approved,DB10849
approved,DB10850
approved,DB10851
approved,DB10852
approved,DB10853
approved,DB10855
approved,DB10856
approved,DB10857
approved,DB10858
approved,DB10859
approved,DB10860
approved,DB10861
approved,DB10862
approved,DB10864
approved,DB10865
approved,DB10866
approved,DB10867
approved,DB10868
approved,DB10869
approved,DB10870
approved,DB10871
approved,DB10872
approved,DB10873
approved,DB10874
approved,DB10875
approved,DB10876
approved,DB10877
approved,DB10879
approved,DB10880
approved,DB10881
approved,DB10882
approved,DB10883
approved,DB10884
approved,DB10885
approved,DB10886
approved,DB10887
approved,DB10888
approved,DB10889
approved,DB10890
approved,DB10891
approved,DB10892
approved,DB10893
approved,DB10894
approved,DB10895
approved,DB10896
approved,DB10897
approved,DB10898
approved,DB10899
approved,DB10900
approved,DB10901
approved,DB10902
approved,DB10903
approved,DB10904
approved,DB10905
approved,DB10906
approved,DB10907
approved,DB10908
approved,DB10909
approved,DB10910
approved,DB10911
approved,DB10912
approved,DB10913
approved,DB10914
approved,DB10915
approved,DB10916
approved,DB10917
approved,DB10918
approved,DB10919
approved,DB10921
approved,DB10922
approved,DB10923
approved,DB10924
approved,DB10925
approved,DB10926
approved,DB10927
approved,DB10928
approved,DB10929
approved,DB10930
approved,DB10932
approved,DB10933
approved,DB10934
approved,DB10935
approved,DB10936
approved,DB10937
approved,DB10939
approved,DB10940
approved,DB10941
approved,DB10942
approved,DB10943
approved,DB10945
approved,DB10946
approved,DB10947
approved,DB10948
approved,DB10949
approved,DB10950
approved,DB10952
approved,DB10953
approved,DB10954
approved,DB10955
approved,DB10956
approved,DB10957
approved,DB10958
approved,DB10959
approved,DB10961
approved,DB10962
approved,DB10963
approved,DB10964
approved,DB10965
approved,DB10966
approved,DB10967
approved,DB10968
approved,DB10969
approved,DB10970
approved,DB10971
approved,DB10972
approved,DB10973
approved,DB10974
approved,DB10975
approved,DB10976
approved,DB10977
approved,DB10979
approved,DB10980
approved,DB10981
approved,DB10982
approved,DB10983
approved,DB10984
approved,DB10985
approved,DB10986
approved,DB10987
approved,DB10988
approved,DB10989
approved,DB10990
investigational,DB10990
approved,DB10991
approved,DB10992
approved,DB10994
investigational,DB10994
approved,DB10995
investigational,DB10995
approved,DB10996
approved,DB10997
investigational,DB10997
approved,DB10998
investigational,DB10998
approved,DB10999
approved,DB11000
approved,DB11001
approved,DB11002
approved,DB11003
approved,DB11004
approved,DB11005
approved,DB11006
approved,DB11007
approved,DB11008
approved,DB11009
approved,DB11010
approved,DB11011
approved,DB11014
approved,DB11017
approved,DB11018
approved,DB11019
approved,DB11020
approved,DB11021
approved,DB11022
approved,DB11023
approved,DB11024
approved,DB11025
approved,DB11026
approved,DB11027
approved,DB11028
approved,DB11029
approved,DB11030
approved,DB11031
approved,DB11032
approved,DB11033
approved,DB11034
investigational,DB11034
approved,DB11035
approved,DB11036
approved,DB11037
approved,DB11038
approved,DB11039
approved,DB11040
approved,DB11041
approved,DB11042
approved,DB11043
approved,DB11044
approved,DB11045
approved,DB11046
approved,DB11047
approved,DB11048
approved,DB11050
approved,DB11051
investigational,DB11051
approved,DB11054
approved,DB11056
approved,DB11057
vet_approved,DB11057
approved,DB11058
investigational,DB11058
approved,DB11059
investigational,DB11059
approved,DB11060
approved,DB11061
approved,DB11062
investigational,DB11062
approved,DB11063
approved,DB11064
investigational,DB11064
approved,DB11065
approved,DB11066
