description,currency,cost,unit,parent_key
Apo-Nitrofurantoin 100 mg Tablet,USD,0.23,tablet,DB00698
Novo-Furantoin 50 mg Capsule (Macrocrystals),USD,0.35,capsule,DB00698
Novo-Furantoin 100 mg Capsule (Macrocrystals),USD,0.66,capsule,DB00698
Macrobid 100 mg Capsule (Macrocrystals/Monohydrate),USD,0.78,capsule,DB00698
Eplerenone 25 mg tablet,USD,4.18,tablet,DB00700
Eplerenone 50 mg tablet,USD,4.18,tablet,DB00700
Inspra 25 mg tablet,USD,4.87,tablet,DB00700
Inspra 50 mg tablet,USD,4.87,tablet,DB00700
Agenerase 15 mg/ml Solution,USD,0.21,ml,DB00701
Agenerase 50 mg capsule,USD,0.65,capsule,DB00701
Extraneal icodextrin dial soln,USD,0.05,ml,DB00702
Methazolamide powder,USD,27.0,g,DB00703
Methazolamide 25 mg tablet,USD,0.49,tablet,DB00703
Apo-Methazolamide 50 mg Tablet,USD,0.5,tablet,DB00703
Neptazane 25 mg tablet,USD,0.6,tablet,DB00703
Methazolamide 50 mg tablet,USD,0.77,tablet,DB00703
Depade 50 mg tablet,USD,4.28,tablet,DB00704
Naltrexone HCl 50 mg tablet,USD,4.45,tablet,DB00704
Naltrexone 50 mg tablet,USD,4.57,tablet,DB00704
Revia 50 mg tablet,USD,9.35,tablet,DB00704
Naltrexone powder,USD,69.0,g,DB00704
Naltrexone hcl powder,USD,172.54,g,DB00704
ReVia 30 50 mg tablet Bottle,USD,291.73,bottle,DB00704
Vivitrol injectable suspension,USD,960.0,each,DB00704
Rescriptor 200 mg tablet,USD,1.92,tablet,DB00705
Tamsulosin hcl 0.4 mg capsule,USD,4.3,capsule,DB00706
Flomax 0.4 mg capsule,USD,4.71,capsule,DB00706
Novo-Tamsulosin 0.4 mg Sustained-Release Capsule,USD,0.57,capsule,DB00706
Ran-Tamsulosin 0.4 mg Sustained-Release Capsule,USD,0.57,capsule,DB00706
Ratio-Tamsulosin 0.4 mg Sustained-Release Capsule,USD,0.57,capsule,DB00706
Sandoz Tamsulosin 0.4 mg Sustained-Release Capsule,USD,0.57,capsule,DB00706
Tamsulosin 0.4 mg Sustained-Release Capsule,USD,0.57,capsule,DB00706
Flomax Cr 0.4 mg Extended-Release Tablet,USD,0.63,tablet,DB00706
Mylan-Tamsulosin 0.4 mg Sustained-Release Capsule,USD,0.63,capsule,DB00706
Photofrin 75 mg vial,USD,3317.04,vial,DB00707
Sufentanil 50 mcg/ml ampul,USD,3.92,ml,DB00708
Sufenta 50 mcg/ml ampul,USD,5.38,ml,DB00708
Sufentanil citrate powder,USD,18927.0,g,DB00708
Epivir 150 mg tablet,USD,7.79,tablet,DB00709
Epivir hbv 100 mg tablet,USD,13.94,tablet,DB00709
Epivir 300 mg tablet,USD,15.57,tablet,DB00709
Epzicom tablet,USD,35.78,tablet,DB00709
Epzicom 600-300 mg tablet,USD,37.21,tablet,DB00709
Epivir 10 mg/ml Solution,USD,0.53,ml,DB00709
Boniva 2.5 mg tablet,USD,4.16,tablet,DB00710
Boniva 150 mg tablet,USD,124.66,tablet,DB00710
Boniva 3 150 mg tablet Disp Pack,USD,388.93,disp,DB00710
Boniva 3 mg/3 ml syringe,USD,504.06,syringe,DB00710
Boniva 3 mg/3ml Kit Box,USD,524.22,box,DB00710
Flurbiprofen 100 mg tablet,USD,1.08,tablet,DB00712
Ansaid 100 mg tablet,USD,2.1,tablet,DB00712
Flurbiprofen 0.03% eye drop,USD,4.37,ml,DB00712
Ocufen 0.03% eye drops,USD,10.63,ml,DB00712
Flurbiprofen Sodium 0.03% Solution 2.5ml Bottle,USD,15.99,bottle,DB00712
Flurbiprofen powder,USD,20.9,g,DB00712
Ocufen 0.03% Solution 2.5ml Bottle,USD,22.7,bottle,DB00712
Apo-Flurbiprofen 50 mg Tablet,USD,0.27,tablet,DB00712
Novo-Flurprofen 50 mg Tablet,USD,0.27,tablet,DB00712
Nu-Flurbiprofen 50 mg Tablet,USD,0.27,tablet,DB00712
Apo-Flurbiprofen 100 mg Tablet,USD,0.37,tablet,DB00712
Novo-Flurprofen 100 mg Tablet,USD,0.37,tablet,DB00712
Nu-Flurbiprofen 100 mg Tablet,USD,0.37,tablet,DB00712
Ansaid 50 mg Tablet,USD,0.58,tablet,DB00712
Flurbiprofen 50 mg tablet,USD,0.8,tablet,DB00712
Oxacillin 1 gm vial,USD,12.41,each,DB00713
Oxacillin 2 gm vial,USD,24.08,each,DB00713
Oxacillin 10 gm vial,USD,118.01,each,DB00713
Oxacillin 1 gm/ 50 ml inj,USD,0.43,ml,DB00713
Oxacillin 2 gm/ 50 ml inj,USD,0.62,ml,DB00713
Apo-Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Co Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Mylan-Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Novo-Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Phl-Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Pms-Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Ratio-Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Sandoz Paroxetine 20 mg Tablet,USD,1.05,tablet,DB00715
Apo-Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Co Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Mylan-Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Novo-Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Phl-Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Pms-Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Ratio-Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Sandoz Paroxetine 30 mg Tablet,USD,1.12,tablet,DB00715
Paxil 20 mg Tablet,USD,2.03,tablet,DB00715
Pms-Paroxetine 40 mg Tablet,USD,2.1,tablet,DB00715
Paxil 30 mg Tablet,USD,2.16,tablet,DB00715
Paroxetine hcl 10 mg tablet,USD,2.58,tablet,DB00715
Paroxetine hcl 20 mg tablet,USD,2.7,tablet,DB00715
Paroxetine hcl 30 mg tablet,USD,2.78,tablet,DB00715
Paroxetine hcl 40 mg tablet,USD,2.93,tablet,DB00715
PARoxetine HCl 12.5 mg 24 Hour tablet,USD,3.76,tablet,DB00715
Paxil 10 mg tablet,USD,3.91,tablet,DB00715
PARoxetine HCl 25 mg 24 Hour tablet,USD,3.93,tablet,DB00715
Paxil cr 12.5 mg tablet,USD,4.02,tablet,DB00715
PARoxetine HCl 37.5 mg 24 Hour tablet,USD,4.04,tablet,DB00715
Paxil 20 mg tablet,USD,4.16,tablet,DB00715
Paxil CR 12.5 mg 24 Hour tablet,USD,4.18,tablet,DB00715
Paxil 30 mg tablet,USD,4.2,tablet,DB00715
Paxil cr 25 mg tablet,USD,4.2,tablet,DB00715
Paxil cr 37.5 mg tablet,USD,4.32,tablet,DB00715
Paxil CR 25 mg 24 Hour tablet,USD,4.37,tablet,DB00715
Paxil 40 mg tablet,USD,4.44,tablet,DB00715
Paxil CR 37.5 mg 24 Hour tablet,USD,4.5,tablet,DB00715
Pexeva 10 mg tablet,USD,5.6,tablet,DB00715
Pexeva 20 mg tablet,USD,5.84,tablet,DB00715
Pexeva 30 mg tablet,USD,6.11,tablet,DB00715
Pexeva 40 mg tablet,USD,6.29,tablet,DB00715
Paxil 30 10 mg tablet Bottle,USD,121.87,bottle,DB00715
Paxil 30 30 mg tablet Bottle,USD,131.0,bottle,DB00715
Paxil 30 40 mg tablet Bottle,USD,138.39,bottle,DB00715
Paxil 10 mg/5ml Suspension,USD,0.85,ml,DB00715
Alocril 2% eye drops,USD,19.34,ml,DB00716
Alocril 2% Solution 5ml Bottle,USD,100.57,bottle,DB00716
Ortho-novum 7-7-7-28 tablet,USD,1.02,tablet,DB00717
Necon 1-50-28 tablet,USD,1.05,tablet,DB00717
Necon 0.5-35-28 tablet,USD,1.15,tablet,DB00717
Necon 7-7-7-28 tablet,USD,1.15,tablet,DB00717
Ortho micronor tablet,USD,1.23,tablet,DB00717
Demulen 1-50-28 tablet,USD,1.29,tablet,DB00717
Camila tablet,USD,1.32,tablet,DB00717
Jolivette tablet,USD,1.32,tablet,DB00717
Nora-be tablet,USD,1.32,tablet,DB00717
Norethindrone 0.35 mg tablet,USD,1.32,tablet,DB00717
Ortho-novum 7/7/7-28 tablet,USD,1.33,tablet,DB00717
Errin 0.35 mg tablet,USD,1.34,tablet,DB00717
Ortho-novum 7-7-7-21 tablet,USD,1.4,tablet,DB00717
Demulen 1-50-21 tablet,USD,1.67,tablet,DB00717
Norinyl 1+35-28 tablet,USD,1.73,tablet,DB00717
Norinyl 1+50-28 tablet,USD,1.73,tablet,DB00717
Brevicon 28 tablet,USD,1.8,tablet,DB00717
Ortho-novum 1-35-28 tablet,USD,1.9,tablet,DB00717
Tri-norinyl 28 tablet,USD,2.01,tablet,DB00717
Modicon 28 tablet,USD,2.07,tablet,DB00717
Necon 1-35-28 tablet,USD,2.11,tablet,DB00717
Nor-q-d tablet,USD,2.24,tablet,DB00717
Micronor tablet,USD,2.44,tablet,DB00717
Ovcon-50 28 tablet,USD,2.62,tablet,DB00717
Norethindrone 5 mg tablet,USD,2.65,tablet,DB00717
Loestrin fe 1.5-30 tablet,USD,2.75,tablet,DB00717
Norethindrone Acetate 5 mg tablet,USD,2.75,tablet,DB00717
Ovcon-35 28 tablet,USD,3.06,tablet,DB00717
Aygestin 5 mg tablet,USD,3.27,tablet,DB00717
Loestrin 21 1.5-30 tablet,USD,3.66,tablet,DB00717
Loestrin 21 1-20 tablet,USD,3.66,tablet,DB00717
Loestrin fe 1-20 tablet,USD,5.23,tablet,DB00717
Necon 1/35 (28) 28 1-35 mg-mcg tablet Disp Pack,USD,31.99,disp,DB00717
Necon 0.5/35 (28) 28 0.5-35 mg-mcg tablet Disp Pack,USD,32.99,disp,DB00717
Ortho-Novum 7/7/7 (28) 28 0.5/0.75/1-35 mg-mcg tablet Disp Pack,USD,33.99,disp,DB00717
Necon 10/11 (28) 28 35 mcg tablet Disp Pack,USD,35.99,disp,DB00717
Norinyl 1+50 (28) 28 1-50 mg-mcg tablet 1 Disp Pack = 28 Pills,USD,52.99,disp,DB00717
Brevicon (28) 28 0.5-35 mg-mcg tablet Disp Pack,USD,53.0,disp,DB00717
Norinyl 1+35 (28) 28 1-35 mg-mcg tablet Disp Pack,USD,55.99,disp,DB00717
Ortho-Novum 1/35 (28) 28 1-35 mg-mcg tablet Disp Pack,USD,55.99,disp,DB00717
Modicon (28) 28 0.5-35 mg-mcg tablet Disp Pack,USD,59.99,disp,DB00717
Ortho-Novum 10/11 (28) 28 35 mcg tablet Disp Pack,USD,60.25,disp,DB00717
Tri-Norinyl (28) 28 0.5/1/0.5-35 mg-mcg tablet Disp Pack,USD,62.63,disp,DB00717
Nor-QD 28 0.35 mg tablet Disp Pack,USD,65.87,disp,DB00717
Loestrin 24 Fe 28 1-20 mg-mcg tablet Disp Pack,USD,75.15,disp,DB00717
Loestrin Fe 1.5/30 28 1.5-30 mg-mcg tablet Disp Pack,USD,77.1,disp,DB00717
Loestrin 1.5/30 (21) 21 1.5-30 mg-mcg tablet Disp Pack,USD,79.32,disp,DB00717
Loestrin 1/20 (21) 21 1-20 mg-mcg tablet Disp Pack,USD,79.32,disp,DB00717
Loestrin Fe 1/20 28 1-20 mg-mcg tablet Disp Pack,USD,79.32,disp,DB00717
Ovcon-35 (28) 28 0.4-35 mg-mcg tablet Disp Pack,USD,89.09,disp,DB00717
Ovcon-50 28 50-1 mcg-mg tablet Disp Pack,USD,89.09,disp,DB00717
Micronor (28 Day) 0.35 mg Tablet,USD,0.66,tablet,DB00717
Hepsera 10 mg tablet,USD,30.32,tablet,DB00718
Clasteon 400 mg Capsule,USD,1.36,capsule,DB00720
Bonefos 400 mg Capsule,USD,2.04,capsule,DB00720
Bonefos 60 mg/ml,USD,13.69,ml,DB00720
Nesacaine-mpf 2% vial,USD,1.28,ml,DB00721
Nesacaine-mpf 3% vial,USD,1.34,ml,DB00721
Procaine hcl crystals,USD,1.76,g,DB00721
Novocain 1% ampul,USD,1.79,ml,DB00721
Novocain 10% ampul,USD,2.4,ml,DB00721
Procaine hcl 2% vial,USD,0.15,ml,DB00721
Chloroprocaine 2% vial,USD,0.26,ml,DB00721
Chloroprocaine 3% vial,USD,0.33,ml,DB00721
Nesacaine 1% vial,USD,0.72,ml,DB00721
Nesacaine 2% vial,USD,0.74,ml,DB00721
Lisinopril 10 mg tablet,USD,1.01,tablet,DB00722
Prinivil 10 mg tablet,USD,1.01,tablet,DB00722
Zestril 2.5 mg tablet,USD,1.04,tablet,DB00722
Prinivil 20 mg tablet,USD,1.05,tablet,DB00722
Lisinopril 20 mg tablet,USD,1.09,tablet,DB00722
Zestoretic 20-12.5 tablet,USD,1.26,tablet,DB00722
Zestoretic 20-25 tablet,USD,1.28,tablet,DB00722
Zestril 5 mg tablet,USD,1.28,tablet,DB00722
Zestril 10 mg tablet,USD,1.33,tablet,DB00722
Prinzide 10-12.5 mg tablet,USD,1.37,tablet,DB00722
Zestril 20 mg tablet,USD,1.37,tablet,DB00722
Prinzide 20-12.5 mg tablet,USD,1.38,tablet,DB00722
Lisinopril 40 mg tablet,USD,1.44,tablet,DB00722
Lisinopril 30 mg tablet,USD,1.53,tablet,DB00722
Zestoretic 10-12.5 tablet,USD,1.75,tablet,DB00722
Zestoretic 10-12.5 mg tablet,USD,1.89,tablet,DB00722
Prinzide 20-25 mg tablet,USD,1.98,tablet,DB00722
Zestoretic 20-12.5 mg tablet,USD,2.0,tablet,DB00722
Zestoretic 20-25 mg tablet,USD,2.01,tablet,DB00722
Prinivil 40 mg tablet,USD,2.23,tablet,DB00722
Zestril 30 mg tablet,USD,2.41,tablet,DB00722
Zestril 40 mg tablet,USD,2.53,tablet,DB00722
Lisinopril 100% powder,USD,21.6,g,DB00722
Prinivil 30 2.5 mg tablet Bottle,USD,22.48,bottle,DB00722
Prinzide 30 20-12.5 mg tablet Bottle,USD,45.99,bottle,DB00722
Prinivil 90 20 mg tablet Bottle,USD,111.71,bottle,DB00722
Apo-Lisinopril 5 mg Tablet,USD,0.49,tablet,DB00722
Co Lisinopril 5 mg Tablet,USD,0.49,tablet,DB00722
Mylan-Lisinopril 5 mg Tablet,USD,0.49,tablet,DB00722
Novo-Lisinopril (Type P) 5 mg Tablet,USD,0.49,tablet,DB00722
Novo-Lisinopril (Type Z) 5 mg Tablet,USD,0.49,tablet,DB00722
Pms-Lisinopril 5 mg Tablet,USD,0.49,tablet,DB00722
Ran-Lisinopril 5 mg Tablet,USD,0.49,tablet,DB00722
Ratio-Lisinopril P 5 mg Tablet,USD,0.49,tablet,DB00722
Ratio-Lisinopril Z 5 mg Tablet,USD,0.49,tablet,DB00722
Sandoz Lisinopril 5 mg Tablet,USD,0.49,tablet,DB00722
Apo-Lisinopril 10 mg Tablet,USD,0.59,tablet,DB00722
Co Lisinopril 10 mg Tablet,USD,0.59,tablet,DB00722
Mylan-Lisinopril 10 mg Tablet,USD,0.59,tablet,DB00722
Novo-Lisinopril (Type P) 10 mg Tablet,USD,0.59,tablet,DB00722
Novo-Lisinopril (Type Z) 10 mg Tablet,USD,0.59,tablet,DB00722
Pms-Lisinopril 10 mg Tablet,USD,0.59,tablet,DB00722
Ran-Lisinopril 10 mg Tablet,USD,0.59,tablet,DB00722
Ratio-Lisinopril P 10 mg Tablet,USD,0.59,tablet,DB00722
Ratio-Lisinopril Z 10 mg Tablet,USD,0.59,tablet,DB00722
Sandoz Lisinopril 10 mg Tablet,USD,0.59,tablet,DB00722
Lisinopril 2.5 mg tablet,USD,0.65,tablet,DB00722
Apo-Lisinopril 20 mg Tablet,USD,0.71,tablet,DB00722
Co Lisinopril 20 mg Tablet,USD,0.71,tablet,DB00722
Mylan-Lisinopril 20 mg Tablet,USD,0.71,tablet,DB00722
Novo-Lisinopril (Type P) 20 mg Tablet,USD,0.71,tablet,DB00722
Novo-Lisinopril (Type Z) 20 mg Tablet,USD,0.71,tablet,DB00722
Pms-Lisinopril 20 mg Tablet,USD,0.71,tablet,DB00722
Ran-Lisinopril 20 mg Tablet,USD,0.71,tablet,DB00722
Ratio-Lisinopril P 20 mg Tablet,USD,0.71,tablet,DB00722
Ratio-Lisinopril Z 20 mg Tablet,USD,0.71,tablet,DB00722
Sandoz Lisinopril 20 mg Tablet,USD,0.71,tablet,DB00722
Prinivil 5 mg tablet,USD,0.96,tablet,DB00722
Lisinopril 5 mg tablet,USD,0.99,tablet,DB00722
Zyclara 3.75% cream,USD,24.43,each,DB00724
Aldara 5% cream,USD,26.04,each,DB00724
Imiquimod 5% cream,USD,33.17,each,DB00724
Imiquimod 5% Cream Packet,USD,42.89,packet,DB00724
Aldara 5% Cream Pack,USD,46.99,pack,DB00724
Hycodan tablet,USD,1.4,each,DB00725
Homatropine hbr crystals,USD,2.69,g,DB00725
Homatropaire 5% eye drops,USD,3.82,ml,DB00725
Isopto homatropine 2% drops,USD,5.57,ml,DB00725
Homatropine hbr 5% eye drop,USD,6.06,ml,DB00725
Isopto homatropine 5% drops,USD,6.41,ml,DB00725
Trimipramine 25 mg capsule,USD,1.92,capsule,DB00726
Surmontil 25 mg capsule,USD,2.49,capsule,DB00726
Trimipramine 50 mg capsule,USD,3.14,capsule,DB00726
Trimipramine Maleate 50 mg capsule,USD,3.27,capsule,DB00726
Surmontil 50 mg capsule,USD,4.15,capsule,DB00726
Surmontil 100 mg capsule,USD,5.92,capsule,DB00726
Trimipramine maleate powder,USD,51.0,g,DB00726
Nitroglycerin er 9 mg capsule,USD,1.0,capsule,DB00727
Nitro-Dur 0.8 0.8 mg/hr Patch,USD,1.16,patch,DB00727
Nitroglycerin CR 9 mg capsule,USD,1.27,capsule,DB00727
Nitroglycerin 0.1 mg/hr Patches,USD,1.64,patch,DB00727
Nitroglycerin CR 6.5 mg capsule,USD,1.66,capsule,DB00727
Minitran 0.1 mg/hr patch,USD,2.84,patch,DB00727
Minitran 0.2 mg/hr patch,USD,2.89,patch,DB00727
Minitran 0.4 mg/hr patch,USD,3.24,patch,DB00727
Nitro-dur 0.1 mg/hr patch,USD,3.4,patch,DB00727
Nitro-dur 0.2 mg/hr patch,USD,3.45,patch,DB00727
Minitran 0.6 mg/hr patch,USD,3.51,patch,DB00727
Nitro-dur 0.3 mg/hr patch,USD,3.87,patch,DB00727
Nitro-dur 0.4 mg/hr patch,USD,3.87,patch,DB00727
Nitro-dur 0.6 mg/hr patch,USD,4.19,patch,DB00727
Nitro-dur 0.8 mg/hr patch,USD,4.19,patch,DB00727
Nitroglycerin 25 0.4 mg Sublingual Tabs Bottle,USD,9.5,bottle,DB00727
Nitrostat 25 0.4 mg Sublingual Tabs Bottle,USD,19.31,bottle,DB00727
Nitroglycerin 100 0.3 mg Sublingual Tabs Bottle,USD,22.99,bottle,DB00727
Nitroglycerin 100 0.6 mg Sublingual Tabs Bottle,USD,23.99,bottle,DB00727
Nitrostat 100 0.6 mg Sublingual Tabs Bottle,USD,24.99,bottle,DB00727
Nitrostat 100 0.3 mg Sublingual Tabs Bottle,USD,27.75,bottle,DB00727
Nitromist 400 mcg spray,USD,28.5,g,DB00727
Nitrostat 100 0.4 mg Sublingual Tabs Bottle,USD,29.88,bottle,DB00727
Nitroglycerin 30 0.2 mg/hr Patches Box,USD,50.44,box,DB00727
Nitroglycerin 30 0.4 mg/hr Patches Box,USD,57.62,box,DB00727
Nitroglycerin 5 mg/ml kit,USD,62.38,kit,DB00727
Nitroglycerin 30 0.6 mg/hr Patches Box,USD,63.55,box,DB00727
Minitran 30 0.1 mg/hr Patches Box,USD,92.36,box,DB00727
Minitran 30 0.2 mg/hr Patches Box,USD,93.86,box,DB00727
Minitran 30 0.4 mg/hr Patches Box,USD,105.18,box,DB00727
Nitro-Dur 30 0.2 mg/hr Patches Box,USD,105.6,box,DB00727
Nitro-Dur 30 0.1 mg/hr Patches Box,USD,106.09,box,DB00727
Minitran 30 0.6 mg/hr Patches Box,USD,114.01,box,DB00727
Nitro-Dur 30 0.4 mg/hr Patches Box,USD,117.1,box,DB00727
Nitro-Dur 30 0.3 mg/hr Patches Box,USD,120.68,box,DB00727
Nitro-Dur 30 0.6 mg/hr Patches Box,USD,130.86,box,DB00727
Nitro-Dur 30 0.8 mg/hr Patches Box,USD,130.86,box,DB00727
Nitrolingual 0.4 mg/spray Solution 4.9 gm Bottle,USD,141.43,bottle,DB00727
Nitrolingual 0.4 mg/spray Solution 12 gm Bottle,USD,242.83,bottle,DB00727
Ntg 50 mg/500 ml in d5w,USD,0.02,ml,DB00727
Mylan-Nitro 0.4 mg/dose Metered Dose Spray,USD,0.04,dose,DB00727
Ntg 25 mg/250 ml in d5w,USD,0.04,ml,DB00727
Rho-Nitro Pumpspray 0.4 mg/dose Metered Dose Spray,USD,0.04,dose,DB00727
Nitrostat 0.3 mg tablet sl,USD,0.07,tablet,DB00727
Nitrolingual Pumpspray 0.4 mg/dose Metered Dose Spray,USD,0.08,dose,DB00727
Nitroquick 0.4 mg tablet sl,USD,0.08,tablet,DB00727
Nitroquick 0.6 mg tablet sl,USD,0.08,tablet,DB00727
Nitrostat 0.3 mg Sublingual Tablet,USD,0.13,tablet,DB00727
Nitrostat 0.6 mg Sublingual Tablet,USD,0.13,tablet,DB00727
Nitroglycerin 0.3 mg tablet sl,USD,0.14,tablet,DB00727
Nitroglycerin 0.6 mg tablet sl,USD,0.14,tablet,DB00727
Nitrostat 0.6 mg tablet sl,USD,0.16,tablet,DB00727
Nitroglycerin 2% ointment,USD,0.17,g,DB00727
Nitroglycerin 2.5 mg capsule sa,USD,0.18,capsule,DB00727
Nitroquick 0.3 mg tablet sl,USD,0.19,tablet,DB00727
Nitroglycerin 6.5 mg capsule sa,USD,0.22,capsule,DB00727
Nitroglycerin er 2.5 mg capsule,USD,0.28,capsule,DB00727
Nitro-time er 2.5 mg capsule,USD,0.29,capsule,DB00727
Nitro-time er 6.5 mg capsule,USD,0.33,capsule,DB00727
Nitrostat 0.4 mg tablet sl,USD,0.35,tablet,DB00727
Nitroglycerin 0.4 mg tablet sl,USD,0.36,tablet,DB00727
Nitro-time er 9 mg capsule,USD,0.37,capsule,DB00727
Nitroglycerin CR 2.5 mg capsule,USD,0.47,capsule,DB00727
Nitro-bid 2% ointment,USD,0.48,g,DB00727
Nitroglycerin 9 mg capsule sa,USD,0.53,capsule,DB00727
Nitro-Dur 0.2 0.2 mg/hr Patch,USD,0.59,patch,DB00727
Trinipatch 0.2 0.2 mg/hr Patch,USD,0.59,patch,DB00727
Nitrol 2 % Ointment,USD,0.64,g,DB00727
Minitran 0.2 0.2 mg/hr Patch,USD,0.66,patch,DB00727
Nitro-Dur 0.4 0.4 mg/hr Patch,USD,0.67,patch,DB00727
Nitro-Dur 0.6 0.6 mg/hr Patch,USD,0.67,patch,DB00727
Trinipatch 0.4 0.4 mg/hr Patch,USD,0.67,patch,DB00727
Trinipatch 0.6 0.6 mg/hr Patch,USD,0.67,patch,DB00727
Transderm-Nitro 0.2 0.2 mg/hr Patch,USD,0.71,patch,DB00727
Nitroglycerin er 6.5 mg capsule,USD,0.72,capsule,DB00727
Minitran 0.4 0.4 mg/hr Patch,USD,0.74,patch,DB00727
Minitran 0.6 0.6 mg/hr Patch,USD,0.74,patch,DB00727
Transderm-Nitro 0.4 0.4 mg/hr Patch,USD,0.81,patch,DB00727
Transderm-Nitro 0.6 0.6 mg/hr Patch,USD,0.81,patch,DB00727
Rocuronium 50 mg/5 ml vial,USD,1.08,ml,DB00728
Rocuronium 100 mg/10 ml vial,USD,2.66,ml,DB00728
Zemuron 10 mg/ml vial,USD,4.62,ml,DB00728
Thiabendazole powder,USD,1.27,g,DB00730
Nateglinide 60 mg tablet,USD,1.66,tablet,DB00731
Nateglinide 120 mg tablet,USD,1.73,tablet,DB00731
Starlix 60 mg tablet,USD,2.01,tablet,DB00731
Starlix 120 mg tablet,USD,2.12,tablet,DB00731
Atracurium 10 mg/ml vial,USD,0.96,ml,DB00732
Protopam chloride 1 gm vial,USD,104.04,tablet,DB00733
Risperdal M-Tab 1 mg Disintegrating Tablet,USD,1.16,tablet,DB00734
Apo-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Co Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Mylan-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Novo-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Phl-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Pms-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Ran-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Ratio-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Rbx-Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Sandoz Risperidone 2 mg Tablet,USD,1.26,tablet,DB00734
Risperidone 0.25 mg tablet,USD,1.88,tablet,DB00734
Apo-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Co Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Mylan-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Novo-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Phl-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Pms-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Ran-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Ratio-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Rbx-Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Sandoz Risperidone 3 mg Tablet,USD,1.9,tablet,DB00734
Risperdal M-Tab 2 mg Disintegrating Tablet,USD,2.29,tablet,DB00734
Apo-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Co Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Mylan-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Novo-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Phl-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Pms-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Ran-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Ratio-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Rbx-Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Sandoz Risperidone 4 mg Tablet,USD,2.53,tablet,DB00734
Risperidone 0.5 mg tablet,USD,3.03,tablet,DB00734
Risperidone 1 mg tablet,USD,3.27,tablet,DB00734
Risperdal M-Tab 3 mg Disintegrating Tablet,USD,3.44,tablet,DB00734
Risperdal 0.5 mg tablet,USD,3.62,tablet,DB00734
Risperidone 0.25 mg odt,USD,4.48,tablet,DB00734
Risperdal 0.25 mg tablet,USD,4.56,tablet,DB00734
Risperdal M-Tab 4 mg Disintegrating Tablet,USD,4.6,tablet,DB00734
Risperidone m-tab 0.5 mg odt,USD,4.71,tablet,DB00734
Risperidone M-TAB 0.5 mg Dispersible Tablet,USD,4.9,dispersible tablet,DB00734
Risperidone m-tab 1 mg odt,USD,5.5,tablet,DB00734
Risperidone 2 mg tablet,USD,5.59,tablet,DB00734
Risperdal m-tab 0.5 mg odt,USD,5.76,tablet,DB00734
Risperdal 1 mg tablet,USD,6.12,tablet,DB00734
Risperidone 3 mg tablet,USD,6.63,tablet,DB00734
Risperdal m-tab 1 mg odt,USD,6.73,tablet,DB00734
Risperdal 2 mg tablet,USD,6.94,tablet,DB00734
Risperidone m-tab 2 mg odt,USD,8.95,tablet,DB00734
Risperidone 4 mg tablet,USD,9.0,tablet,DB00734
Risperdal m-tab 2 mg odt,USD,10.95,tablet,DB00734
