sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
1,DB00997,Doxorubicin,DBMET01078,Doxorubicine hydroxyaglycone,DB00997
1,DB00997,Doxorubicin,DBMET00647,Doxorubicinol,DB00997
2,DBMET01078,Doxorubicine hydroxyaglycone,DBMET01079,Doxirubicinol hydroxyaglycone,DB00997
1,DB00998,Frovatriptan,DBMET00830,desmethyl frovatriptan,DB00998
1,DB00998,Frovatriptan,DBMET00885,Hydroxylated frovatriptan,DB00998
1,DB00998,Frovatriptan,DBMET00886,Hydroxylated N-acetyl desmethyl frovatriptan,DB00998
1,DB00998,Frovatriptan,DBMET00921,N-acetyl desmethyl frovatriptan,DB00998
1,DB01001,Salbutamol,DBMET01000,Salbutamol 4-O-sulfate,DB01001
1,DB01006,Letrozole,DBMET02982,Letrozole ketone analog metabolite,DB01006
2,DBMET02982,Letrozole ketone analog metabolite,DBMET00376,"4,4'-methanol-bisbenzonitrile",DB01006
3,DBMET00376,"4,4'-methanol-bisbenzonitrile",DBMET02983,Letrozole carbinol glucuronide metabolite,DB01006
1,DB01009,Ketoprofen,DBMET00589,Ketoprofen glucuronide,DB01009
1,DB01011,Metyrapone,DBMET00909,Metyrapol,DB01011
1,DB01012,Cinacalcet,DBMET00510,Hydrocinnamic acid,DB01012
1,DB01012,Cinacalcet,DBMET00869,hydroxy-hydrocinnamic acid,DB01012
1,DB01014,Balsalazide,DBMET00402,5-aminosalicylic acid,DB01014
1,DB01014,Balsalazide,DBMET00725,4-aminobenzoyl-(beta)-alanine,DB01014
1,DB01015,Sulfamethoxazole,DBMET00016,5-Hydroxysulfamethoxazole,DB01015
1,DB01015,Sulfamethoxazole,DBMET00017,N-acetylsulfamethoxazole,DB01015
1,DB01015,Sulfamethoxazole,DBMET03017,Sulfamethoxazole N-glucuronide,DB01015
1,DB01015,Sulfamethoxazole,DBMET00015,Sulfamethoxazole N4-hydroxylamine,DB01015
2,DBMET00016,5-Hydroxysulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,DB01015
2,DBMET00017,N-acetylsulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,DB01015
2,DBMET00015,Sulfamethoxazole N4-hydroxylamine,DBMET01049,Nitroso-sulfamethoxazole,DB01015
3,DBMET01049,Nitroso-sulfamethoxazole,DBMET01050,Sulfamethoxazole GSH conjugate,DB01015
1,DB01016,Glyburide,DBMET01802,2-trans-hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01803,4-cis-hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01804,4-trans-hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01805,3-trans-Hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01806,3-cis-Hydroxycyclohexyl glyburide,DB01016
1,DB01017,Minocycline,DBMET03012,Minocycline M3 Metabolite,DB01017
1,DB01017,Minocycline,DBMET03013,Minocycline M7 Metabolite,DB01017
1,DB01017,Minocycline,DBMET03011,9-hydroxyminocycline,DB01017
1,DB01018,Guanfacine,DBMET02968,3-hydroxyguanfacine,DB01018
2,DBMET02968,3-hydroxyguanfacine,DBMET02969,Guanfacine 3-glucuronide,DB01018
2,DBMET02968,3-hydroxyguanfacine,DBMET02970,Guanfacine 3-sulfate,DB01018
1,DB01020,Isosorbide mononitrate,DB00435,Nitric Oxide,DB01020
2,DB00435,Nitric Oxide,DB09401,Isosorbide,DB01020
2,DB00435,Nitric Oxide,DB01638,Sorbitol,DB01020
1,DB01023,Felodipine,DBMET00368,dehydrofelodipine,DB01023
1,DB01024,Mycophenolic acid,DBMET00767,6-O-desmethyl-mycophenolic acid,DB01024
1,DB01024,Mycophenolic acid,DBMET00917,Mycophenolic acid-7-O-glucuornide,DB01024
1,DB01024,Mycophenolic acid,DBMET00662,Mycophenolic acid-acyl glucuronide,DB01024
1,DB01026,Ketoconazole,DBMET02650,M13 (Ketoconazole),DB01026
1,DB01026,Ketoconazole,DBMET02651,M14 (Ketoconazole),DB01026
1,DB01026,Ketoconazole,DBMET02652,M7 (Ketoconazole),DB01026
1,DB01026,Ketoconazole,DBMET02653,M8 (Ketoconazole),DB01026
1,DB01026,Ketoconazole,DBMET02655,M9 (Ketoconazole),DB01026
1,DB01026,Ketoconazole,DBMET02660,Ketoconazole epoxide intermediate,DB01026
2,DBMET02653,M8 (Ketoconazole),DBMET02654,M6 (Ketoconazole),DB01026
2,DBMET02655,M9 (Ketoconazole),DBMET02656,M12 (Ketoconazole),DB01026
2,DBMET02655,M9 (Ketoconazole),DBMET02657,Ketoconazole iminium ion,DB01026
2,DBMET02655,M9 (Ketoconazole),DBMET02658,M10 (Ketoconazole),DB01026
2,DBMET02660,Ketoconazole epoxide intermediate,DBMET02661,Ketoconazole ketone intermediate,DB01026
2,DBMET02660,Ketoconazole epoxide intermediate,DBMET02665,Ketoconazole dihydroxyl intermediate,DB01026
3,DBMET02658,M10 (Ketoconazole),DBMET02659,M15 (Ketoconazole),DB01026
3,DBMET02661,Ketoconazole ketone intermediate,DBMET02662,Ketoconazole ketone hydroxyl intermediate,DB01026
3,DBMET02665,Ketoconazole dihydroxyl intermediate,DBMET02666,M5' (Ketoconazole),DB01026
3,DBMET02665,Ketoconazole dihydroxyl intermediate,DBMET02667,M3 (Ketoconazole),DB01026
4,DBMET02662,Ketoconazole ketone hydroxyl intermediate,DBMET02663,M2 (Ketoconazole),DB01026
4,DBMET02662,Ketoconazole ketone hydroxyl intermediate,DBMET02664,M5 (Ketoconazole),DB01026
4,DBMET02667,M3 (Ketoconazole),DBMET02668,M4 (Ketoconazole),DB01026
1,DB01029,Irbesartan,DBMET00008,SR 49498,DB01029
1,DB01029,Irbesartan,DBMET00302,Irbesartan derivative M4,DB01029
1,DB01029,Irbesartan,DBMET01051,Irbesartan derivative M5,DB01029
1,DB01029,Irbesartan,DBMET01052,Irbesartan derivative M7,DB01029
1,DB01029,Irbesartan,DBMET01053,Irbesartan derivative M3,DB01029
1,DB01029,Irbesartan,DBMET01054,Irbesartan derivative M8,DB01029
2,DBMET00302,Irbesartan derivative M4,DBMET01055,Irbesartan derivative M1,DB01029
2,DBMET01052,Irbesartan derivative M7,DBMET01055,Irbesartan derivative M1,DB01029
2,DBMET01051,Irbesartan derivative M5,DBMET01055,Irbesartan derivative M1,DB01029
2,DBMET00302,Irbesartan derivative M4,DBMET01057,Irbesartan derivative M6,DB01029
3,DBMET01055,Irbesartan derivative M1,DBMET01056,Irbesartan derivative M2,DB01029
3,DBMET01055,Irbesartan derivative M1,DBMET01056,Irbesartan derivative M2,DB01029
3,DBMET01055,Irbesartan derivative M1,DBMET01056,Irbesartan derivative M2,DB01029
3,DBMET01057,Irbesartan derivative M6,DBMET01056,Irbesartan derivative M2,DB01029
1,DB01033,Mercaptopurine,DBMET00657,6-Thioinosine 5'-monophosphate,DB01033
1,DB01033,Mercaptopurine,DBMET00780,8-hydroxythioguanine,DB01033
1,DB01033,Mercaptopurine,DBMET01161,Thiouric acid,DB01033
1,DB01033,Mercaptopurine,DBMET01162,Methylmercaptopurine,DB01033
2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01151,Thioxanthine monophosphate,DB01033
2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01158,Methyl-thioinosine 5'-monophospate,DB01033
2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01159,6-Mercaptopurine riboside,DB01033
3,DBMET01151,Thioxanthine monophosphate,DBMET01152,Thioguanosine monophosphate,DB01033
3,DBMET01159,6-Mercaptopurine riboside,DBMET01160,6-Methylmercaptopurine-riboside,DB01033
4,DBMET01152,Thioguanosine monophosphate,DBMET01153,Methyl-thioguanosine monophosphate,DB01033
4,DBMET01152,Thioguanosine monophosphate,DBMET01154,Thioguanosine diphosphate,DB01033
4,DBMET01160,6-Methylmercaptopurine-riboside,DBMET01158,Methyl-thioinosine 5'-monophospate,DB01033
5,DBMET01154,Thioguanosine diphosphate,DBMET01155,Thioguanosine triphosphate,DB01033
5,DBMET01154,Thioguanosine diphosphate,DBMET01156,Thiodeoxyguanosine diphosphate,DB01033
6,DBMET01156,Thiodeoxyguanosine diphosphate,DBMET01157,Thiodeoxyguanosine triphosphate,DB01033
1,DB01035,Procainamide,DBMET00322,N-Acetyl-3-hydroxyprocainamide,DB01035
1,DB01036,Tolterodine,DBMET00142,N-Dealkylated tolterodine,DB01036
1,DB01036,Tolterodine,DBMET00143,5-Hydroxymethyl tolterodine,DB01036
2,DBMET00142,N-Dealkylated tolterodine,DBMET01256,N-Dealkylated 5-hydroxymethyl tolterodine,DB01036
2,DBMET00143,5-Hydroxymethyl tolterodine,DBMET01256,N-Dealkylated 5-hydroxymethyl tolterodine,DB01036
2,DBMET00143,5-Hydroxymethyl tolterodine,DBMET01257,5-Carboxylic acid tolterodine,DB01036
1,DB01037,Selegiline,DBMET01743,Desmethylselegiline,DB01037
1,DB01037,Selegiline,DB09571,Levmetamfetamine,DB01037
1,DB01039,Fenofibrate,DB13873,Fenofibric acid,DB01039
2,DB13873,Fenofibric acid,DBMET02797,Fenofibryl Glucuronide,DB01039
2,DB13873,Fenofibric acid,DBMET02798,Reduced Fenofibric Acid,DB01039
3,DBMET02798,Reduced Fenofibric Acid,DBMET02799,Reduced Fenofibric Acid Glucuronide,DB01039
1,DB01041,Thalidomide,DBMET00033,"cis, trans-5'-Hydroxythalidomide",DB01041
1,DB01041,Thalidomide,DBMET00034,5-Hydroxythalidomide,DB01041
1,DB01041,Thalidomide,DBMET00035,Thalidomide arene oxide,DB01041
1,DB01041,Thalidomide,DBMET01115,4-phthalimidoglutaramic acid,DB01041
1,DB01041,Thalidomide,DBMET01116,2-phthalimidoglutaramic acid,DB01041
1,DB01041,Thalidomide,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DB01041
1,DB01041,Thalidomide,DBMET01544,"cis, trans-5'-OH-thalidomide",DB01041
1,DB01041,Thalidomide,DBMET01545,5-OH-thalidomide,DB01041
1,DB01041,Thalidomide,DBMET01546,(-)-thalidomide arene oxide,DB01041
2,DBMET00035,Thalidomide arene oxide,DBMET00034,5-Hydroxythalidomide,DB01041
2,DBMET00034,5-Hydroxythalidomide,DBMET01114,"5,6-dihydroxythalidomide",DB01041
2,DBMET01116,2-phthalimidoglutaramic acid,DBMET01117,2-phthalimidoglutaric acid,DB01041
2,DBMET01115,4-phthalimidoglutaramic acid,DBMET01117,2-phthalimidoglutaric acid,DB01041
2,DBMET01115,4-phthalimidoglutaramic acid,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DB01041
2,DBMET01116,2-phthalimidoglutaramic acid,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB01041
2,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB01041
3,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB01041
3,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB01041
3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB01041
1,DB01043,Memantine,DBMET02404,6-hydroxy memantine,DB01043
1,DB01043,Memantine,DBMET02405,1-nitroso­ deaminated memantine,DB01043
1,DB01043,Memantine,DBMET02406,"N-glucuronide metabolite, memantine",DB01043
1,DB01044,Gatifloxacin,DBMET00638,Ethylenediamine,DB01044
1,DB01044,Gatifloxacin,DBMET00908,Methylethylenediamine,DB01044
1,DB01050,Ibuprofen,DBMET00153,Ibuprofen glucuronide,DB01050
1,DB01050,Ibuprofen,DBMET00154,2-Hydroxyibuprofen,DB01050
1,DB01050,Ibuprofen,DBMET00155,3-Hydroxyibuprofen,DB01050
1,DB01050,Ibuprofen,DBMET00668,1-hydroxyibuprofen,DB01050
2,DBMET00155,3-Hydroxyibuprofen,DBMET00808,Carboxy-ibuprofen,DB01050
1,DB01053,Benzylpenicillin,DBMET00758,6-aminopenicillanic acid,DB01053
1,DB01053,Benzylpenicillin,DBMET00983,Penicilloic acid,DB01053
1,DB01060,Amoxicillin,DBMET02997,Amoxicillin M1 Metabolite,DB01060
1,DB01060,Amoxicillin,DBMET02998,Amoxicillin M2 Metabolite,DB01060
1,DB01060,Amoxicillin,DBMET02999,Amoxicillin M3 Metabolite,DB01060
1,DB01060,Amoxicillin,DBMET03002,Amoxicillin M6 Metabolite,DB01060
1,DB01060,Amoxicillin,DBMET03003,Amoxicillin M7 Metabolite,DB01060
2,DBMET02999,Amoxicillin M3 Metabolite,DBMET03000,Amoxicillin M4 Metabolite,DB01060
3,DBMET03000,Amoxicillin M4 Metabolite,DBMET03001,Amoxicillin M5 Metabolite,DB01060
1,DB01062,Oxybutynin,DBMET01568,2-cyclohexyl-2-phenylglycolic acid,DB01062
1,DB01062,Oxybutynin,DBMET00381,N-desethyloxybutynin,DB01062
1,DB01065,Melatonin,DBMET00258,6-Hydroxymelatonin,DB01065
1,DB01065,Melatonin,DBMET01359,5-Methoxytryptamine,DB01065
1,DB01065,Melatonin,DBMET00411,N-Acetyl-5-hydroxytryptamine,DB01065
2,DBMET00258,6-Hydroxymelatonin,DBMET00763,6-Hydroxymelatonin sulfate,DB01065
2,DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00926,N-Acetyl-5-hydroxytryptamine sulfate,DB01065
2,DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00925,N-Acetyl-5-hydroxytryptamine glucuronide,DB01065
2,DBMET00258,6-Hydroxymelatonin,DBMET00762,6-Hydroxymelatonin glucuronide,DB01065
2,DBMET01359,5-Methoxytryptamine,DBMET01360,Pinoline,DB01065
2,DBMET01359,5-Methoxytryptamine,DBMET01361,Bufotenine,DB01065
3,DBMET01361,Bufotenine,DBMET01362,"N,N-Dimethyltryptamine",DB01065
1,DB01067,Glipizide,DBMET01821,4-trans-OH-glipizide,DB01067
1,DB01067,Glipizide,DBMET00205,3-cis-Hydroxyglipizide,DB01067
1,DB01067,Glipizide,DBMET00206,4-trans-Hydroxyglipizide,DB01067
1,DB01068,Clonazepam,DBMET02277,7-amino-clonazepam,DB01068
2,DBMET02277,7-amino-clonazepam,DBMET02278,7-acetamido-clonazepam,DB01068
1,DB01069,Promethazine,DBMET02972,Promethazine Sulphoxide,DB01069
1,DB01069,Promethazine,DBMET02973,Desmethylpromethazine,DB01069
1,DB01069,Promethazine,DBMET02974,Promethazine Hydroxy Metabolite,DB01069
1,DB01074,Perhexiline,DBMET00839,cis-Hydroxy Perhexiline,DB01074
1,DB01074,Perhexiline,DBMET00914,Monohydroxyperhexiline,DB01074
1,DB01074,Perhexiline,DBMET01547,trans-hydroxyperhexilline,DB01074
1,DB01075,Diphenhydramine,DBMET00086,N-Desmethyldiphenhydramine,DB01075
1,DB01075,Diphenhydramine,DBMET00087,Diphenhydramine N-glucuronide,DB01075
2,DBMET00086,N-Desmethyldiphenhydramine,DBMET01200,"N,N-Didesmethyldiphenhydramine",DB01075
3,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET01201,Diphenylmethoxyacetic acid,DB01075
3,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET02238,N-Acetyl-N-desmethyldiphenhydramine,DB01075
1,DB01076,Atorvastatin,DBMET00351,para-hydroxyatorvastatin,DB01076
1,DB01076,Atorvastatin,DBMET00352,ortho-hydroxyatorvastatin,DB01076
1,DB01076,Atorvastatin,DBMET01268,Atorvastatin lactone,DB01076
2,DBMET00351,para-hydroxyatorvastatin,DBMET01266,para-hydroxyatorvastatin lactone,DB01076
2,DBMET00352,ortho-hydroxyatorvastatin,DBMET01267,ortho-hydroxyatorvastatin lactone,DB01076
2,DBMET00351,para-hydroxyatorvastatin,DBMET02422,para-hydroxyatorvastatin glucuronide,DB01076
2,DBMET00352,ortho-hydroxyatorvastatin,DBMET02423,ortho-hydroxyatorvastatin glucuronide,DB01076
1,DB01079,Tegaserod,DBMET02368,5-methoxyindole-3-carboxylic acid,DB01079
1,DB01084,Emedastine,DBMET00752,5-hydroxyemedastine,DB01084
1,DB01084,Emedastine,DBMET00761,6-hydroxyemedastine,DB01084
1,DB01093,Dimethyl sulfoxide,DBMET00551,Dimethyl sulfide,DB01093
1,DB01093,Dimethyl sulfoxide,DBMET00570,Dimethyl sulfone,DB01093
1,DB01094,Hesperetin,DBMET00253,eriodictyol,DB01094
1,DB01095,Fluvastatin,DBMET01671,6-OH-fluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET01672,5-OH-fluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET00213,6-Hydroxyfluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET00214,N-Deisopropyl-fluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET00215,5-Hydroxyfluvastatin,DB01095
1,DB01097,Leflunomide,DBMET00226,A771726,DB01097
1,DB01098,Rosuvastatin,DBMET01839,N-Desmethylrosuvastatin,DB01098
1,DB01098,Rosuvastatin,DBMET01840,Rosuvastatin 5 S-lactone,DB01098
1,DB01101,Capecitabine,DBMET00656,5’-Deoxy-5-fluorouridine,DB01101
2,DBMET00656,5’-Deoxy-5-fluorouridine,DBMET00449,5-fluorouracil,DB01101
1,DB01102,Arbutamine,DBMET00893,Ketoarbutamine,DB01102
1,DB01102,Arbutamine,DBMET00907,Methoxyarbutamine,DB01102
1,DB01104,Sertraline,DBMET00335,norsertraline,DB01104
2,DBMET00335,norsertraline,DBMET02916,α-Hydroxy sertraline ketone,DB01104
2,DBMET00335,norsertraline,DBMET02917,α-Hydroxy sertraline ketone glucuronide,DB01104
3,DBMET02916,α-Hydroxy sertraline ketone,DBMET02918,Sertraline carbamoyl-O-glucuronide,DB01104
1,DB01112,Cefuroxime,DBMET00328,acetaldehyde,DB01112
1,DB01112,Cefuroxime,DBMET00484,Acetic acid,DB01112
1,DB01115,Nifedipine,DBMET02975,"2,6-dimethyl-4-(2-nitrophenyl)-5-methoxycarbonyl-pyridine-3-carboxylic acid",DB01115
1,DB01115,Nifedipine,DBMET00380,dehydronifedipine,DB01115
2,DBMET02975,"2,6-dimethyl-4-(2-nitrophenyl)-5-methoxycarbonyl-pyridine-3-carboxylic acid",DBMET02976,2-hydroxymethyl-pyridine carboxylic acid,DB01115
1,DB01118,Amiodarone,DBMET00012,Desethylamiodarone,DB01118
2,DBMET00012,Desethylamiodarone,DBMET02971,3'-hydroxylamiodarone,DB01118
1,DB01120,Gliclazide,DBMET01819,7-OH-gliclazide,DB01120
1,DB01120,Gliclazide,DBMET01820,6-OH-gliclazide,DB01120
1,DB01120,Gliclazide,DBMET00202,7-β-Hydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET00203,6-β-Hydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET00204,Methylhydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET01329,7-α-Hydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET01330,6-α-Hydroxygliclazide,DB01120
2,DBMET00204,Methylhydroxygliclazide,DBMET01328,Carboxygliclazide,DB01120
1,DB01124,Tolbutamide,DBMET00289,4-Hydroxy tolbutamide,DB01124
1,DB01129,Rabeprazole,DBMET01169,Active Metabolite of Rabeprazole,DB01129
1,DB01131,Proguanil,DBMET00287,cycloguanil,DB01131
1,DB01131,Proguanil,DBMET01778,4-Chlorophenylbiguanide,DB01131
1,DB01132,Pioglitazone,DBMET01300,Pioglitazone metabolite M-I,DB01132
1,DB01132,Pioglitazone,DBMET01301,Pioglitazone metabolite M-II,DB01132
1,DB01132,Pioglitazone,DBMET01304,Pioglitazone metabolite M-VI,DB01132
1,DB01132,Pioglitazone,DBMET01305,Pioglitazone metabolite M-V,DB01132
1,DB01132,Pioglitazone,DBMET01306,Pioglitazone metabolite M-IV,DB01132
2,DBMET01301,Pioglitazone metabolite M-II,DBMET01302,Mitoglitazone,DB01132
2,DBMET01301,Pioglitazone metabolite M-II,DBMET01303,Pioglitazone metabolite M-XI,DB01132
2,DBMET01305,Pioglitazone metabolite M-V,DBMET01304,Pioglitazone metabolite M-VI,DB01132
2,DBMET01306,Pioglitazone metabolite M-IV,DBMET01307,Pioglitazone metabolite M-III,DB01132
2,DBMET01306,Pioglitazone metabolite M-IV,DBMET01303,Pioglitazone metabolite M-XI,DB01132
1,DB01136,Carvedilol,DBMET00115,8-Hydroxycarbazolylcarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00116,4'-Hydroxyphenylcarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00117,5'-Hydroxyphenylcarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00118,O-Desmethylcarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00119,1-Hydroxyphenylcarvedilol,DB01136
1,DB01136,Carvedilol,DBMET02722,Carvedilol Glucuronide,DB01136
1,DB01137,Levofloxacin,DBMET03008,Levofloxacin-N-oxide,DB01137
1,DB01137,Levofloxacin,DBMET03009,Desmethyl-levofloxacin,DB01137
1,DB01138,Sulfinpyrazone,DBMET00218,Sulfinpyrazone sulfide,DB01138
1,DB01138,Sulfinpyrazone,DBMET00219,Sulfinpyrazone sulfone,DB01138
1,DB01139,Cefapirin,DBMET00641,Desacetylcephapirin,DB01139
1,DB01142,Doxepin,DBMET00315,N-desmethyldoxepin,DB01142
1,DB01142,Doxepin,DBMET00531,Formaldehyde,DB01142
1,DB01142,Doxepin,DBMET00844,Doxepin N-oxide,DB01142
1,DB01142,Doxepin,DBMET00873,(E)-2-hydroxydoxepin,DB01142
2,DBMET00315,N-desmethyldoxepin,DBMET00834,Didesmethyl doxepin,DB01142
2,DBMET00844,Doxepin N-oxide,DBMET00845,Doxepin N-oxide glucuronide,DB01142
2,DBMET00873,(E)-2-hydroxydoxepin,DBMET00881,Hydroxydoxepin glucuronide,DB01142
2,DBMET00315,N-desmethyldoxepin,DBMET00872,Hydroxydesmethyl doxepin,DB01142
2,DBMET00873,(E)-2-hydroxydoxepin,DBMET00874,(E)-2-hydroxy-N-desmethyldoxepin,DB01142
3,DBMET00872,Hydroxydesmethyl doxepin,DBMET00879,Hydroxydesmethyl doxepin glucuronide,DB01142
1,DB01149,Nefazodone,DBMET00379,hydroxynefazodone,DB01149
1,DB01149,Nefazodone,DB12110,m-Chlorophenylpiperazine,DB01149
1,DB01149,Nefazodone,DBMET01712,"3-[3-ethyl-5-oxo-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-1-yl]propanal",DB01149
1,DB01151,Desipramine,DBMET00314,2-hydroxydesipramine,DB01151
2,DBMET00314,2-hydroxydesipramine,DBMET00679,2-hydroxy-desipramine glucuronide,DB01151
1,DB01155,Gemifloxacin,DBMET00922,N-acetyl gemifloxacin,DB01155
1,DB01156,Bupropion,DBMET00277,Hydroxybupropion,DB01156
1,DB01156,Bupropion,DBMET01556,(2R)-1-(3-chlorophenyl)-2-[(1-hydroxy-2-methylpropan-2-yl)amino]propan-1-one,DB01156
1,DB01156,Bupropion,DBMET01557,(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one,DB01156
1,DB01156,Bupropion,DBMET01557,(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one,DB01156
1,DB01156,Bupropion,DBMET01558,(2R)-2-(tert-butylamino)-1-(3-chloro-5-hydroxyphenyl)propan-1-one,DB01156
1,DB01159,Halothane,DBMET00329,bromide,DB01159
1,DB01159,Halothane,DBMET00330,trifluoroacetic acid,DB01159
1,DB01159,Halothane,DBMET01783,Trifluoroacetyl chloride,DB01159
1,DB01159,Halothane,DBMET01784,chlorotrifluoroethane,DB01159
1,DB01159,Halothane,DBMET01542,"2-chloro-1,1-difluoroethene",DB01159
1,DB01159,Halothane,DBMET01542,"2-chloro-1,1-difluoroethene",DB01159
1,DB01159,Halothane,DBMET01543,"1-chloro-2,2,2-trifluoroethanide",DB01159
1,DB01162,Terazosin,DBMET02355,7-O-demethyl terazosin,DB01162
1,DB01162,Terazosin,DBMET02356,6-O-demethyl terazosin,DB01162
1,DB01162,Terazosin,DBMET02358,Free Piperazine Derivative,DB01162
2,DBMET02358,Free Piperazine Derivative,DBMET02359,Diamine Metabolite Of The Piperazine Compound,DB01162
1,DB01167,Itraconazole,DBMET00374,hydroxyitraconazole,DB01167
1,DB01168,Procarbazine,DBMET00617,Hydrazine,DB01168
1,DB01168,Procarbazine,DBMET00946,N-isopropylterephthalamic acid,DB01168
1,DB01169,Arsenic trioxide,DB04456,Arsenous acid,DB01169
2,DB04456,Arsenous acid,DBMET02875,Dimethylarsinic acid,DB01169
2,DB04456,Arsenous acid,DBMET02872,Arsenic acid,DB01169
2,DB04456,Arsenous acid,DBMET02874,Monomethylarsonic acid,DB01169
1,DB01171,Moclobemide,DBMET02152,Moclobemide M3,DB01171
1,DB01171,Moclobemide,DBMET02153,Moclobemide M1,DB01171
1,DB01171,Moclobemide,DBMET02164,Moclobemide M9,DB01171
1,DB01171,Moclobemide,DBMET02150,Moclobemide M5,DB01171
2,DBMET02150,Moclobemide M5,DBMET02151,Moclobemide M6,DB01171
2,DBMET02153,Moclobemide M1,DBMET02154,Moclobemide M7,DB01171
2,DBMET02153,Moclobemide M1,DBMET02155,Moclobemide M2,DB01171
2,DBMET02153,Moclobemide M1,DBMET02156,Moclobemide M15,DB01171
2,DBMET02153,Moclobemide M1,DBMET02157,Moclobemide M18,DB01171
2,DBMET02153,Moclobemide M1,DBMET02158,Moclobemide M16,DB01171
2,DBMET02153,Moclobemide M1,DBMET02159,Moclobemide M13,DB01171
2,DBMET02153,Moclobemide M1,DBMET02160,Moclobemide M11,DB01171
2,DBMET02153,Moclobemide M1,DBMET02161,Moclobemide M14,DB01171
3,DBMET02158,Moclobemide M16,DBMET02162,Moclobemide M8,DB01171
4,DBMET02162,Moclobemide M8,DBMET02163,Moclobemide M4,DB01171
1,DB01173,Orphenadrine,DBMET00929,N-demethyl orphenadrine,DB01173
1,DB01173,Orphenadrine,DBMET00953,"N,N-didemethyl orphenadrine",DB01173
1,DB01174,Phenobarbital,DBMET00111,p-Hydroxyphenobarbital,DB01174
2,DBMET00111,p-Hydroxyphenobarbital,DBMET01217,Phenobarbital O-sulfate,DB01174
2,DBMET00111,p-Hydroxyphenobarbital,DBMET01218,Phenobarbital O-glucuronide,DB01174
1,DB01175,Escitalopram,DBMET02781,S-desmethylcitalopram,DB01175
1,DB01175,Escitalopram,DBMET02783,Escitalopram propionic acid,DB01175
2,DBMET02781,S-desmethylcitalopram,DBMET02782,S-didesmethylcitalopram,DB01175
1,DB01181,Ifosfamide,DBMET00021,3-Dechloroethylifosfamide,DB01181
1,DB01181,Ifosfamide,DBMET00022,Dechloroethylifosfamide,DB01181
1,DB01181,Ifosfamide,DBMET00023,Chloroacetaldehyde,DB01181
1,DB01181,Ifosfamide,DBMET00024,4-Hydroxyifosfamide,DB01181
2,DBMET00024,4-Hydroxyifosfamide,DBMET01077,4-Ketoifosfamide,DB01181
2,DBMET00024,4-Hydroxyifosfamide,DBMET00792,aldoifosfamide,DB01181
2,DBMET00024,4-Hydroxyifosfamide,DBMET01100,4-Thioifosfamide,DB01181
3,DBMET00792,aldoifosfamide,DBMET01102,Alcoifosfamide,DB01181
3,DBMET00792,aldoifosfamide,DBMET01103,Carboxylifosfamide,DB01181
3,DBMET00792,aldoifosfamide,DBMET01126,Acrolein,DB01181
3,DBMET00792,aldoifosfamide,DBMET01127,Isophosphamide mustard,DB01181
4,DBMET01126,Acrolein,DBMET01146,Acrylic Acid,DB01181
