drugbank-id,name,unii,cas-number,inchikey,average-mass,monoisotopic-mass,parent_key
DBSALT002700,Clorgiline hydrochloride,H38V165133,17780-75-5,BBAZDLONIUABKI-UHFFFAOYSA-N,308.63,307.0297472,DB04017
DBSALT002313,Berberine chloride,UOT4O1BYV8,633-65-8,VKJGBAJNNALVAV-UHFFFAOYSA-M,371.814,371.092435776,DB04115
DBSALT002312,Berberine sulfate anhydrous,FST3E667FF,316-41-6,OJVABJMSSDUECT-UHFFFAOYSA-L,768.79,768.198895781,DB04115
DBSALT001492,Sodium pyrophosphate,O352864B8Z,7722-88-5,FQENQNTWSFEDLI-UHFFFAOYSA-J,265.9024,265.871004078,DB04160
DBSALT002402,Dequalinium acetate,P8W4UX112S,4028-98-2,IWYNVAJACBPVLT-UHFFFAOYSA-N,574.766,574.351905977,DB04209
DBSALT002400,Dequalinium bromide,,,,,,DB04209
DBSALT001926,Dequalinium chloride,XYS8INN1I6,522-51-0,LTNZEXKYNRNOGT-UHFFFAOYSA-N,527.58,526.2630027,DB04209
DBSALT002401,Dequalinium iodide,,,,,,DB04209
DBSALT002403,Dequalinium undecenoate,,,,,,DB04209
DBSALT002532,Didecyldimethylammonium chloride,JXN40O9Y9B,7173-51-5,RUPBZQFQVRMKDG-UHFFFAOYSA-M,362.08,361.3475282,DB04221
DBSALT001653,Oleate sodium,399SL044HN,143-19-1,BCKXLBQYZLBQEK-KVVVOXFISA-M,304.4432,304.237824975,DB04224
DBSALT002939,Sodium dipicolinate,,4220-17-1,FYWQWZBZNHKKSQ-UHFFFAOYSA-M,189.102,189.00380189,DB04267
DBSALT001502,Citric acid monohydrate,2968PHW8QP,5949-29-1,YASYEJJMZJALEJ-UHFFFAOYSA-N,210.138,210.037567282,DB04272
DBSALT002887,Sodium taurocholate,M6N3TH81NO,145-42-6,JAJWGJBVLPIOOH-IZYKLYLVSA-M,537.69,537.27361821,DB04348
DBSALT002647,Arecoline hydrobromide,24S79B9CX7,300-08-3,AXOJRQLKMVSHHZ-UHFFFAOYSA-N,236.106,235.020791344,DB04365
DBSALT001765,Sodium lactate,TU7HW0W0QT,72-17-3,NGSFWBMYFKHRBD-UHFFFAOYSA-M,112.0598,112.013638701,DB04398
DBSALT002366,Acedoben sodium,IO8823D6X7,29305-16-6,QCTHGBUDZUJILN-UHFFFAOYSA-M,201.157,201.0401874,DB04500
DBSALT002499,Afegostat tartrate,285ZJJ9773,919364-56-0,ULBPPCHRAVUQMC-RWOHWRPJSA-N,297.26,297.105981196,DB04545
DBSALT001335,Latamoxef disodium,5APW73W3QZ,64953-12-4,GRIXGZQULWMCLU-HUTAOCTPSA-L,564.44,564.06513592,DB04570
DBSALT002492,Estrone sodium sulfate,6K6FDA543A,438-67-5,VUCAHVBMSFIGAI-ZFINNJDLSA-M,372.411,372.100739147,DB04574
DBSALT001878,Estropipate,SVI38UY019,7280-37-7,HZEQBCVBILBTEP-ZFINNJDLSA-N,436.57,436.203193312,DB04574
DBSALT002493,Potassium estrone sulfate,C354LET0O4,1240-04-6,CUQHOFAEIPGLBH-ZFINNJDLSA-M,388.52,388.07467644,DB04574
DBSALT002211,Cycloleucine hydrochloride,Z72HVF4L7V,92398-48-6,ONNMHNDIUIHULO-UHFFFAOYSA-N,165.62,165.0556563,DB04620
DBSALT001615,Apramycin sulfate,8UYL6NAZ3Q,65710-07-8,,,,DB04626
DBSALT001312,Iodipamide meglumine,X064O0Y1A4,3521-84-4,DGIAUNUPXILTJW-VRWDCWMNSA-N,1530.197,1529.73335,DB04711
DBSALT001407,Iodipamide sodium,3J6WZA9PXS,2618-26-0,SIZXNBZGPPPFHM-UHFFFAOYSA-L,1183.73,1183.47589,DB04711
DBSALT002339,Gentamicin c1a sulfate,S7K05PO157,37713-04-5,HNCAOLPMSASREN-UCMBPTNBSA-N,547.62,547.252328334,DB04729
DBSALT000540,Suramin sodium,89521262IH,129-46-4,VAPNKLKDKUDFHK-UHFFFAOYSA-H,1429.171,1427.938573614,DB04786
DBSALT002855,Bithionolate sodium,66V0139H9A,6385-58-6,FNYZFZRGBBCWBI-UHFFFAOYSA-L,400.0,397.8481499,DB04813
DBSALT002439,Metamizole magnesium,MS15642725,6150-97-6,NHMUJYOBLYTIKO-UHFFFAOYSA-L,645.0,644.15734606,DB04817
DBSALT000332,Metamizole sodium,VSU62Z74ON,68-89-3,DJGAAPFSPWAYTJ-UHFFFAOYSA-M,333.339,333.07592138,DB04817
DBSALT002438,Metamizole sodium monohydrate,6429L0L52Y,5907-38-0,UNZIDPIPYUMVPA-UHFFFAOYSA-M,351.35,351.08648615,DB04817
DBSALT002894,Iproniazid phosphate,8DE00V62TV,305-33-9,YPDVTKJXVHYWFY-UHFFFAOYSA-N,277.217,277.082757625,DB04818
DBSALT002793,Methapyrilene fumarate,KJ5I25TXYL,33032-12-1,GYIUBPDECOMZDC-WLHGVMLRSA-N,377.46,377.140927407,DB04819
DBSALT000334,Methapyrilene hydrochloride,00S42N58OM,135-23-9,BONORRGKLJBGRV-UHFFFAOYSA-N,297.847,297.106646052,DB04819
DBSALT002854,Nomifensine maleate,76S8CUH5MR,32795-47-4,GEOCVSMCLVIOEV-BTJKTKAUSA-N,354.406,354.157957196,DB04821
DBSALT002252,Oxeladin citrate,5AEV5C340C,52432-72-1,KVKJFNUGVOFNGU-UHFFFAOYSA-N,527.611,527.273046524,DB04822
DBSALT002856,Prenylamine lactate,6J3J6SXI7V,69-43-2,QPOFIDVRLWJICD-UHFFFAOYSA-N,419.565,419.246043927,DB04825
DBSALT002461,Zomepirac sodium,Y0185WZ209,64092-49-5,ZJXLSCXDGPDZOL-UHFFFAOYSA-M,349.74,349.0692946,DB04828
DBSALT000335,Zomepirac sodium anhydrous,DA5B6IWF46,64092-48-4,SEEXPXUCHVGZGU-UHFFFAOYSA-M,313.711,313.048165669,DB04828
DBSALT000336,Buformin hydrochloride,D947SXO87P,1190-53-0,KKLWSPPIRBIEOV-UHFFFAOYSA-N,193.678,193.109423244,DB04830
DBSALT002851,Zimelidine hydrochloride,7GLK27586K,60525-15-7,GELMUARXROJGSO-LFMIJCLESA-N,353.69,352.034189,DB04832
DBSALT000337,Rapacuronium bromide,65Q4QDG4KC,156137-99-4,LVQTUXZKLGXYIU-GWSNJHLMSA-M,677.795,676.381471097,DB04834
DBSALT000803,Amineptine hydrochloride,A5P604A12R,30272-08-3,VDPUXONTAVMIKZ-UHFFFAOYSA-N,373.916,373.180856852,DB04836
DBSALT001414,Chlophedianol hydrochloride,69QQ58998Y,511-13-7,XYGSFNHCFFAJPO-UHFFFAOYSA-N,326.26,325.1000197,DB04837
DBSALT001029,Clofedanol hydrochloride,,,,,,DB04837
DBSALT000370,Debrisoquine sulfate,Q94064N9NW,581-88-4,CAYGYVYWRIHZCQ-UHFFFAOYSA-N,448.539,448.189274104,DB04840
DBSALT000382,Flunarizine dihydrochloride,C11102TO53,30484-77-6,RXKMOPXNWTYEHI-RDRKJGRWSA-N,477.417,476.15976073,DB04841
DBSALT000451,Mepenzolate bromide,APX8D32IX1,76-90-4,JRRNZNSGDSFFIR-UHFFFAOYSA-M,420.34,419.10960635,DB04843
DBSALT002890,Celiprolol hydrochloride,G1M3398594,57470-78-7,VKJHTUVLJYWAEY-UHFFFAOYSA-N,415.96,415.2237843,DB04846
DBSALT002394,Cediranib maleate,68AYS9A614,857036-77-2,JRMGHBVACUJCRP-BTJKTKAUSA-N,566.586,566.217677517,DB04849
DBSALT002850,Biricodar dicitrate,9WQP0L619L,174254-13-8,VDMKJSJJXQDICL-ZXVJYWQYSA-N,987.9523,987.348455901,DB04851
DBSALT000061,Dronedarone hydrochloride,FA36DV299Q,141625-93-6,DWKVCQXJYURSIQ-UHFFFAOYSA-N,593.217,592.273770957,DB04855
DBSALT001812,Isatoribine monohydrate,85141ONN7O,198832-38-1,BZWQQOVSUSJJJO-QAGDRQIHSA-N,334.3,334.058319981,DB04860
DBSALT001027,Nebivolol hydrochloride,JGS34J7L9I,152520-56-4,JWEXHQAEWHKGCW-VCVZPGOSSA-N,441.9,441.1518423,DB04861
DBSALT001930,Omacetaxine mepesuccinate hydrochloride,563OX5661H,457895-79-3,RRNSZQVHVKGKOS-CALFFDBBSA-N,582.09,581.2391596,DB04865
DBSALT000462,Halofuginone hydrobromide,PTC2969MV1,64924-67-0,SJUWEPZBTXEUMU-LIOBNPLQSA-N,495.6,492.940345,DB04866
DBSALT002197,Halofuginone lactate,6ZO4HT041C,82186-71-8,GATQERNJKZPJNX-LIOBNPLQSA-N,504.76,503.045876,DB04866
DBSALT001325,Nilotinib hydrochloride monohydrate,5JHU0N1R6K,923288-90-8,YCBPQSYLYYBPDW-UHFFFAOYSA-N,584.0,583.1710353,DB04868
DBSALT000111,Lorcaserin hydrochloride,0QJF08GDPE,846589-98-8,ITIHHRMYZPNGRC-QRPNPIFTSA-N,232.15,231.058154899,DB04871
DBSALT001583,Lorcaserin hydrochloride hemihydrate,REV26SR2B4,856681-05-5,WRZCAWKMTLRWPR-VSODYHHCSA-N,482.31,480.1268745,DB04871
DBSALT000816,Elacridar hydrochloride,NX2BHH1A5B,143851-98-3,IQOJZZHRYSSFJM-UHFFFAOYSA-N,600.104,599.21869892,DB04881
DBSALT002852,Bifeprunox mesylate,8F018D8L02,350992-13-1,ONWKHSGOYGLGPO-UHFFFAOYSA-N,481.57,481.167142155,DB04888
DBSALT000817,Bicifadine hydrochloride,OE6G20P68T,66504-75-4,OTZOPAFTLUOBOM-UHFFFAOYSA-N,209.715,209.097127224,DB04889
DBSALT000017,Bepotastine besilate,6W18MO1QR3,190786-44-8,UDGHXQPQKQPSBB-BOXHHOBZSA-N,547.063,546.159135131,DB04890
DBSALT000535,Vapreotide acetate,5562377HFV,849479-74-9,KBIZSMHYSQUHDH-NCACADTJSA-N,1191.43,1190.504143599,DB04894
DBSALT000119,Milnacipran hydrochloride,RNZ43O5WW5,101152-94-7,XNCDYJFPRPDERF-UHFFFAOYSA-N,282.81,282.1498911,DB04896
DBSALT002853,Tesmilifene hydrochloride,1U4B477260,92981-78-7,TXLHNFOLHRXMAU-UHFFFAOYSA-N,319.87,319.1702922,DB04905
DBSALT001321,Flibanserin hydrochloride,96XTC36K1B,147359-76-0,XGAGFLQFMFCIHZ-UHFFFAOYSA-N,426.87,426.1434235,DB04908
DBSALT001350,Oritavancin diphosphate,VL1P93MKZN,192564-14-0,PWTROOMOPLCZHB-BHYQHFGMSA-N,1989.1,1986.5178975,DB04911
DBSALT002665,Itopride hydrochloride,2H9NV66W0I,122892-31-3,ZTOUXLLIPWWHSR-UHFFFAOYSA-N,394.9,394.1659351,DB04924
DBSALT001719,Defibrotide sodium,L7CHH2B2J0,,,,,DB04932
DBSALT001799,Eritoran tetrasodium,FUO195TC7O,185954-98-7,FEMINZOAAWPBPP-RHMAUSBNSA-J,1401.5835,1400.770781456,DB04933
DBSALT000829,Lofexidine hydrochloride,V47G1SDI1B,21498-08-8,DWWHMKBNNNZGHF-UHFFFAOYSA-N,295.593,294.009346169,DB04948
DBSALT000826,Lucanthone hydrochloride,918K9N56QZ,548-57-2,LAOOXBLMIJHMFO-UHFFFAOYSA-N,376.94,376.1376123,DB04967
DBSALT000827,Canfosfamide hydrochloride,1LI341K7NQ,439943-59-6,NECZZOFFLFZNHL-XVGZVFJZSA-N,823.935,821.075438294,DB04972
DBSALT000847,Denufosol tetrasodium,82M942WZ4A,318250-11-2,PASYJVRFGUDDEW-WMUGRWSXSA-J,861.25,860.94267789,DB04983
DBSALT000828,Migalastat hydrochloride,CLY7M0XD20,75172-81-5,ZJIHMALTJRDNQI-OLALXQGDSA-N,199.633,199.061135648,DB05018
DBSALT001870,Arimoclomol citrate,Q85FFY6179,368860-21-3,XSENLDLUMVYRET-BTQNPOSSSA-N,505.91,505.1463218,DB05025
DBSALT001869,Arimoclomol maleate,18D1V854HG,289893-26-1,OHUSJUJCPWMZKR-FEGZNKODSA-N,429.85,429.1302778,DB05025
DBSALT000101,Indacaterol maleate,2JEC1ITX7R,753498-25-8,IREJFXIHXRZFER-PCBAQXHCSA-N,508.5629,508.220951388,DB05039
DBSALT001872,OXI-4503 dipotassium,Q9F7QEH36F,1014615-46-3,IQYUGENRXZHYER-XNOMRPDFSA-L,568.49,567.97041306,DB05143
DBSALT002940,Alisertib sodium,T76P158V9D,1208255-63-3,WLPXWQKMVACWII-UHFFFAOYSA-M,558.93,558.1082199,DB05220
DBSALT002933,Pracinostat hydrochloride,,,CHLPUMOYKYJFFH-PFNYCKIMSA-N,431.4,430.1902317,DB05223
DBSALT001290,Cobimetinib fumarate,6EXI96H8SV,1369665-02-0,RESIMIUSNACMNW-BXRWSSRYSA-N,1178.707,1178.13707,DB05239
DBSALT002379,Ronacaleret hydrochloride,LZM2DSH251,702686-96-2,BQGSCEAKPBWIDI-VEIFNGETSA-N,483.98,483.1987925,DB05255
DBSALT002719,Glatiramer acetate,5M691HL4BO,147245-92-9,,,,DB05259
DBSALT001854,Gallium nitrate nonahydrate,VRA0C6810N,135886-70-3,VALBLFFHYPYRDR-UHFFFAOYSA-N,423.918,423.03106,DB05260
DBSALT000062,Ecabet sodium,51MO2B2OSB,86408-72-2,RCVIHORGZULVTN-YGJXXQMASA-M,402.48,402.14768942,DB05265
DBSALT000155,Rotigotine hydrochloride,6Q1W9573L2,125572-93-2,CEXBONHIOKGWNU-NTISSMGPSA-N,351.934,351.142362856,DB05271
DBSALT002635,Samarium (153Sm) lexidronam pentasodium,7389YR3OOV,176669-18-4,SZZACTGRBZTAKY-NKNBZPHVSA-F,695.93,695.80501213,DB05273
DBSALT002633,Motexafin lutetium hydrate,0A85BJ22L6,156436-90-7,WIQKYZYFTAEWBF-IOYKFIIZSA-L,1184.151,1183.45892,DB05296
DBSALT001266,Pimavanserin tartrate,NA83F1SJSR,706782-28-7,RGSULKHNAKTFIZ-CEAXSRTFSA-N,1005.1964,1004.543449028,DB05316
DBSALT002193,Histamine dihydrochloride,3POA0Q644U,56-92-8,PPZMYIBUHIPZOS-UHFFFAOYSA-N,184.067,183.033002781,DB05381
DBSALT002194,Histamine phosphate,QWB37T4WZZ,51-74-1,ZHIBQGJKHVBLJJ-UHFFFAOYSA-N,307.1354,307.033437495,DB05381
DBSALT002490,Pimagedine hydrochloride,A2Z7G2RGAH,1937-19-5,UBDZFAGVPPMTIT-UHFFFAOYSA-N,110.546,110.035923951,DB05383
DBSALT002941,Amibegron hydrochloride,N910CJ679E,121524-09-2,NQIZCDQCNYCVAS-RQBPZYBGSA-N,440.36,439.1317138,DB05395
DBSALT002834,OPC-14523 hydrochloride,OV3VP43XU4,145969-31-9,SFOVXVXPFWJNBL-UHFFFAOYSA-N,450.4,449.1636826,DB05422
DBSALT002835,OPC-14523 mesylate,H9J1LZ3AAH,260369-93-5,LAYQZXHSBQXCFR-UHFFFAOYSA-N,510.05,509.17512,DB05422
DBSALT002500,Canertinib dihydrochloride,ICJ93X8X90,289499-45-2,JZZFDCXSFTVOJY-UHFFFAOYSA-N,558.86,557.116351,DB05424
DBSALT002596,Budiodarone tartrate,3HV5H0W9GM,478941-93-4,CAMFTHAPYYLIIG-LMOVPXPDSA-N,853.442,853.0456,DB05519
DBSALT000120,Mipomersen sodium,18EAY4870E,629167-92-6,XLTMUFRACYRYJG-WYJCYURMSA-A,7594.76,7589.74862332,DB05528
DBSALT002600,Naronapride dihydrochloride,898PE2W8US,860169-57-9,ZKVOMYDQQYOJKE-HTKGJVFSSA-N,610.01,608.2299036,DB05542
DBSALT002608,Regrelor disodium,6MU6U599QZ,676251-22-2,MKQKPLQMNCXTJE-VEZQGTPESA-L,576.413,576.11103728,DB05553
DBSALT001987,Motesanib diphosphate,T6Q3060U91,857876-30-3,ONDPWWDPQDCQNJ-UHFFFAOYSA-N,569.448,569.14405153,DB05575
DBSALT002603,Verubulin hydrochloride,33380QZ0QW,917369-31-4,VYUWDIKZJLOZJL-UHFFFAOYSA-N,315.8,315.1138399,DB05585
DBSALT002602,Facinicline hydrochloride,O6J463N18M,677305-02-1,CMRLNEYJEPELSM-BTQNPOSSSA-N,306.79,306.1247389,DB05586
DBSALT001988,Bedoradrine sulfate,P875C0DV2V,194785-31-4,VPCOODFYDJWLHD-YMZXMBPUSA-N,955.13,954.429623995,DB05590
DBSALT001989,Retaspimycin hydrochloride,928Q33Q049,857402-63-2,OIRUWDYJGMHDHJ-AFXVCOSJSA-N,624.17,623.2973432,DB05626
DBSALT002604,Asvasiran sodium,XP1509VT0P,1386946-83-3,,,,DB05638
DBSALT002605,Larazotide acetate,FO8S2IW40N,881851-50-9,NYGCNONRVCGHAT-UFIKZEAMSA-N,785.897,785.428318376,DB05645
DBSALT002857,Gantacurium chloride,LEY8QK99UR,213998-46-0,SDIFKXLSGXCGEN-WJUBNSBASA-L,1064.49,1062.381438,DB05710
DBSALT002545,Vapitadine dihydrochloride,R612XR8A9F,279253-83-7,BOYLPLUVCXUHDJ-UHFFFAOYSA-N,369.289,368.11706676,DB05738
DBSALT002546,Oglufanide disodium,Q60AU1LLNU,237068-57-4,GDLPAGOVHZLZEK-JBUFHSOLSA-L,377.308,377.09635922,DB05779
DBSALT001173,Abiraterone acetate,EM5OCB9YJ6,154229-18-2,UVIQSJCZCSLXRZ-UBUQANBQSA-N,391.555,391.251129307,DB05812
DBSALT002512,Dovitinib lactate hydrate,69VKY8P7EA,915769-50-5,QDPVYZNVVQQULH-TYOUJGAFSA-N,500.531,500.218346221,DB05928
DBSALT002606,Denibulin hydrochloride,0U575HR16Q,779356-64-8,JUMSCXLBFWHCRA-PPHPATTJSA-N,421.9,421.0975384,DB05932
DBSALT002609,Edonerpic maleate,0LB9F7I5P3,519187-97-4,RLUCYBFCLXANSO-BTJKTKAUSA-N,407.48,407.140258703,DB05938
DBSALT002709,Amitifadine hydrochloride,R01R720TVG,410074-74-7,KAGBHVBIOJBGBD-NINOIYOQSA-N,264.57,263.0035325,DB05964
DBSALT002610,Transcrocetinate sodium,YP57637WMX,591230-99-8,RMDMBHQVNHQDDD-VFWKRBOSSA-L,372.372,372.13134775,DB05974
DBSALT002611,Adomiparin sodium,4UTY6300OM,,,,,DB06005
DBSALT002639,Aldoxorubicin hydrochloride,S098K6HGD9,1361563-03-2,NGKHWQPYPXRQTM-UKFSEGPMSA-N,787.22,786.2515152,DB06013
DBSALT001260,Cariprazine hydrochloride,KQD7C255YG,1083076-69-0,GPPJWWMREQHLQT-BHQIMSFRSA-N,463.87,462.1719948,DB06016
DBSALT001990,Filanesib Hydrochloride,N98S79PF2I,1385020-40-5,CTAIFVHCDONNPS-BDQAORGHSA-N,456.94,456.1198312,DB06040
DBSALT001873,Lumateperone tosylate,JIE88N006O,1187020-80-9,LHAPOGAFBLSJJQ-GUTACTQSSA-N,565.7,565.241055988,DB06077
DBSALT001880,Bradanicline hydrochloride,D266D7TY9B,1111941-90-2,ISPRRZDPZDVHLE-OZYANKIXSA-N,397.9,397.1557047,DB06090
DBSALT001881,Bradanicline tosylate,3821HT7KCR,1111942-11-0,YDJXUVIIXSFVOJ-OZYANKIXSA-N,533.64,533.198442284,DB06090
DBSALT002489,Apatorsen sodium,3N4G7RE66Y,915443-09-3,,,,DB06094
DBSALT002371,SNS-314 mesylate,KGW32FDY3U,1146618-41-8,FYCODPVDEFFWSR-UHFFFAOYSA-N,527.03,526.0318443,DB06134
DBSALT002612,SUVN-502 dimesylate,BFE1VOB95D,1791396-46-7,LOZVXBFXRPRECW-UHFFFAOYSA-N,670.61,669.048406,DB06140
DBSALT002613,SUVN-502 dimesylate monohydrate,9816MUD84T,1791396-45-6,XKDCUJBWVGDNSH-UHFFFAOYSA-N,688.62,687.058971,DB06140
DBSALT000848,Sulfathiazole sodium,PV16N742VM,144-74-1,IMPWUOJNMQNKON-UHFFFAOYSA-N,279.314,279.011212634,DB06147
DBSALT000957,Mianserin hydrochloride,2X03TN217S,21535-47-7,YNPFMWCWRVTGKJ-UHFFFAOYSA-N,300.83,300.1393264,DB06148
DBSALT000956,Sulfadimethoxine sodium,49DG2B481W,1037-50-9,DQDZQHMCPDUUPC-UHFFFAOYSA-N,332.31,332.05552037,DB06150
DBSALT001140,Nylidrin hydrochloride,EC69E3PW7E,849-55-8,CLJHABUMMDMAFA-UHFFFAOYSA-N,335.87,335.1652068,DB06152
DBSALT001850,Rimonabant hydrochloride,HL0V2LQZ09,158681-13-1,REOYOKXLUFHOBV-UHFFFAOYSA-N,500.25,498.0547721,DB06155
DBSALT001991,Tesofensine Citrate,3R9T98ZB7U,861205-83-6,ZIVJUFNVDKADJT-BEDQTAKTSA-N,520.4,519.1426724,DB06156
DBSALT001992,Tesofensine tartrate,3H98FB5747,,RNHGKRXUMVFCTA-DRIRFIHHSA-N,478.36,477.1321077,DB06156
DBSALT001993,Istaroxime hydrochloride,R9SOU1JG5F,374559-48-5,AXHJYJDJXNOGNI-ROJIRLEOSA-N,396.96,396.2179706,DB06157
DBSALT001994,Garenoxacin mesylate,OXI6EF55FR,223652-90-2,IGTHEWGRXUAFKF-NVJADKKVSA-N,540.53,540.137793305,DB06160
DBSALT001995,Noscapine hydrochloride,TTN62ITH9I,912-60-7,MFLVZFXCSKVCSH-URBRKQAFSA-N,449.88,449.1241298,DB06174
DBSALT002861,Talotrexin ammonium,686WJT9102,648420-92-2,CURXCENNYPPKOS-FYZYNONXSA-N,590.601,590.234978726,DB06178
DBSALT001996,Talabostat mesylate,V8ZG4Y1B51,150080-09-4,OXYYOEIGQRXGPI-WSZWBAFRSA-N,310.17,310.136988,DB06182
DBSALT001997,Forodesine hydrochloride,6SN82Y9U73,284490-13-7,WEIAMZKHBCLFOG-QPAIBFMUSA-N,302.72,302.0781827,DB06185
DBSALT002862,Valtorcitabine dihydrochloride,5816OWJ81W,359689-54-6,KDDUQKQRHQCADM-KRTNAVHJSA-N,399.27,398.1123753,DB06187
DBSALT001998,Ispinesib Mesylate,R6ZMD4UH3D,514820-03-2,MRKSDPIHUJSKRA-HZPIKELBSA-N,613.17,612.2173192,DB06188
DBSALT001800,Solabegron hydrochloride,GU14FR8D4A,451470-34-1,PMXCGBVBIRYFPR-FTBISJDPSA-N,447.36,446.116398,DB06190
DBSALT000558,Zosuquidar trihydrochloride,813AGY3126,167465-36-3,ZPFVQKPWGDRLHL-WITOOOCMSA-N,636.99,635.1684668,DB06191
DBSALT000141,Pixantrone dimaleate,P0R64C4CR9,144675-97-8,SVAGFBGXEWPNJC-SPIKMXEPSA-N,557.5094,557.175792109,DB06193
DBSALT000097,Icatibant acetate,325O8467XK,138614-30-9,HKMZRZUEADSZDQ-DZJWSCHMSA-N,1364.59,1363.681924545,DB06196
DBSALT002828,Bimosiamose disodium,7AK2FKB9AW,187269-60-9,ZGEPTUZKSXWWAB-PNGDFCJYSA-L,906.886,906.30507415,DB06197
DBSALT001999,Atrasentan Hydrochloride,E4G31X93ZA,195733-43-8,IJFUJIFSUKPWCZ-SQMFDTLJSA-N,547.09,546.2496647,DB06199
DBSALT001954,Lasofoxifene hydrochloride,UEY1KQM2MR,180915-85-9,SFWYWKVSAHDQRB-HBYDGSNJSA-N,450.02,449.212157,DB06202
DBSALT001953,Lasofoxifene tartrate,85X09V2GSO,190791-29-8,INEHJXCWEVNEDZ-LUDNRVPPSA-N,563.647,563.251917155,DB06202
DBSALT000007,Alogliptin benzoate,EEN99869SC,850649-62-6,KEJICOXJTRHYAK-XFULWGLBSA-N,461.513,461.206304377,DB06203
DBSALT000169,Tapentadol hydrochloride,71204KII53,175591-09-0,ZELFLGGRLLOERW-YECZQDJWSA-N,257.799,257.154642102,DB06204
DBSALT000556,Sugammadex sodium,ERJ6X2MXV7,343306-79-6,KMGKABOMYQLLDJ-UHFFFAOYSA-F,2178.006,2176.264428104,DB06206
DBSALT000145,Prasugrel hydrochloride,G89JQ59I13,389574-19-0,JALHGCPDPSNJNY-UHFFFAOYSA-N,409.902,409.091470145,DB06209
DBSALT000063,Eltrombopag olamine,4U07F515LG,496775-62-3,PLILLUUXAVKBPY-SBIAVEDLSA-N,564.643,564.269632903,DB06210
DBSALT001609,doripenem hydrate,4B035T6NKT,364622-82-2,NTUBEBXBDGKBTJ-WGLOMNHJSA-N,438.51,438.124291541,DB06211
DBSALT001790,Regadenoson monohydrate,2XLN4Y044H,875148-45-1,CDQVVPUXSPZONN-WPPLYIOHSA-N,408.375,408.150580396,DB06213
DBSALT000010,Asenapine maleate,CU9463U2E2,85650-56-2,GMDCDXMAFMEDAG-CHHFXETESA-N,401.84,401.103000462,DB06216
DBSALT002376,Vernakalant hydrochloride,7G4J1ZD9UQ,748810-28-8,JMHYCBFEEFHTMK-IIUXMCBISA-N,385.925,385.201986224,DB06217
DBSALT001105,Dalbavancin hydrochloride,33WDQ7T81E,,,,,DB06219
DBSALT002000,Alicaforsen sodium,4TWN6SZB8W,331257-52-4,,,,DB06224
DBSALT001446,Nalmefene hydrochloride,K7K69QC05X,58895-64-0,GYWMRGWFQPSQLK-OPHZJPRHSA-N,375.89,375.1601214,DB06230
DBSALT002636,Nalmefene hydrochloride dihydrate,52Z0G7QVJX,1228646-70-5,XOBQQQVDLSMXCE-JVRGSUDVSA-N,411.92,411.1812508,DB06230
DBSALT002435,Caldaret monohydrate,2SH110E854,192509-24-3,ZRQKZWAOIRVBFD-UHFFFAOYSA-N,274.34,274.098728242,DB06231
DBSALT002001,Vadimezan sodium,C35T92HIZM,129095-08-5,CUHSZPRXKQDLCJ-UHFFFAOYSA-M,304.277,304.07115318,DB06235
DBSALT001150,Eflornithine hydrochloride,4NH22NDW9H,96020-91-6,FJPAMFNRCFEGSD-UHFFFAOYSA-N,236.64,236.0739264,DB06243
DBSALT002002,Arzoxifene Hydrochloride,FU88PI0433,182133-27-3,NHSNLUIMAQQXGR-UHFFFAOYSA-N,512.06,511.1584073,DB06249
DBSALT002003,Dersalazine Sodium,BAB844203H,367249-56-7,YLEYSRAGECECMB-UUHDFEAYSA-M,622.661,622.23044778,DB06251
DBSALT000559,Disodium incadronate,7L16W0096A,138330-18-4,RLIRIVMEKVNVQX-UHFFFAOYSA-L,330.164,330.03740086,DB06255
DBSALT001174,Hexaminolevulinate hydrochloride,D4F329SL1O,140898-91-5,LZYXPFZBAZTOCH-UHFFFAOYSA-N,251.75,251.1288213,DB06261
DBSALT001934,Amrubicin hydrochloride,EUL6MP8FZW,110311-30-3,BHMLHEQFWVQAJS-IITOGVPQSA-N,519.93,519.1296091,DB06263
DBSALT002004,Tolperisone hydrochloride,8Z075K2TIG,3644-61-9,ZBUVYROEHQQAKL-UHFFFAOYSA-N,281.82,281.1546421,DB06264
DBSALT001120,Sitaxentan sodium,6V9JH46E20,210421-74-2,MDTNUYUCUYPIHE-UHFFFAOYSA-N,476.88,475.9879505,DB06268
DBSALT001865,Alvimopan dihydrate,677C126AET,170098-38-1,USPVLEIQIUNQGE-DBFLIVQGSA-N,460.571,460.257336887,DB06274
DBSALT001370,Levocetirizine dihydrochloride,SOD6A38AGA,130018-87-0,PGLIUCLTXOYQMV-GHVWMZMZSA-N,461.81,460.1087258,DB06282
DBSALT001456,Ziconotide acetate,T2I226K69M,914454-03-8,,,,DB06283
DBSALT001437,Teriparatide acetate,9959P4V12N,99294-94-7,,,,DB06285
DBSALT001485,Simeprevir sodium,16U7H60184,1241946-89-3,LLXQGDWGCCKOQP-MVZLLIIPSA-M,771.92,771.27363547,DB06290
DBSALT001101,Dapagliflozin propanediol monohydrate,887K2391VH,960404-48-2,GOADIQFWSVMMRJ-UPGAGZFNSA-N,502.99,502.1969604,DB06292
DBSALT002845,Semuloparin sodium,V5T10N50RD,,,,,DB06294
DBSALT002614,Pegpleranib sodium,DD50D2QKH1,1449390-73-1,,,,DB06325
