category,description,parent_key
process,response to acidic pH,BE0000752
process,response to drug,BE0000752
process,response to muscle stretch,BE0000752
process,small molecule metabolic process,BE0000752
process,sodium ion export,BE0000752
process,sodium ion import across plasma membrane,BE0000752
process,transmembrane transport,BE0000752
component,cell surface,BE0000030
component,cytoskeleton,BE0000030
component,integral component of membrane,BE0000030
component,integral component of plasma membrane,BE0000030
component,plasma membrane,BE0000030
component,rough endoplasmic reticulum,BE0000030
function,cystine,BE0000030
process,amino acid transport,BE0000030
process,blood coagulation,BE0000030
process,brain development,BE0000030
process,ion transport,BE0000030
process,L-glutamate transmembrane transport,BE0000030
process,lens fiber cell differentiation,BE0000030
process,leukocyte migration,BE0000030
process,platelet aggregation,BE0000030
process,response to nicotine,BE0000030
process,response to oxidative stress,BE0000030
process,response to toxic substance,BE0000030
process,transmembrane transport,BE0000030
component,axon,BE0009676
component,cell surface,BE0009676
component,dopaminergic synapse,BE0009676
component,flotillin complex,BE0009676
component,integral component of postsynaptic membrane,BE0009676
component,integral component of presynaptic membrane,BE0009676
component,membrane raft,BE0009676
component,neuron projection,BE0009676
component,neuronal cell body,BE0009676
component,plasma membrane,BE0009676
function,dopamine,BE0009676
function,dopamine binding,BE0009676
function,drug binding,BE0009676
function,metal ion binding,BE0009676
function,monoamine transmembrane transporter activity,BE0009676
function,neurotransmitter,BE0009676
function,protease binding,BE0009676
function,protein N-terminus binding,BE0009676
function,protein phosphatase 2A binding,BE0009676
function,protein-containing complex binding,BE0009676
function,signaling receptor binding,BE0009676
process,adenohypophysis development,BE0009676
process,aging,BE0009676
process,dopamine biosynthetic process,BE0009676
process,dopamine catabolic process,BE0009676
process,dopamine transport,BE0009676
process,dopamine uptake,BE0009676
process,lactation,BE0009676
process,locomotory behavior,BE0009676
process,monoamine transport,BE0009676
process,neurotransmitter uptake,BE0009676
process,positive regulation of multicellular organism growth,BE0009676
process,prepulse inhibition,BE0009676
process,regulation of dopamine metabolic process,BE0009676
process,response to cAMP,BE0009676
process,response to cocaine,BE0009676
process,response to ethanol,BE0009676
process,response to iron ion,BE0009676
process,response to nicotine,BE0009676
process,sensory perception of smell,BE0009676
component,axon terminus,BE0009675
component,cell body,BE0009675
component,cell projection,BE0009675
component,cytoplasm,BE0009675
component,dense core granule,BE0009675
component,dopaminergic synapse,BE0009675
component,integral component of neuronal dense core vesicle membrane,BE0009675
component,integral component of synaptic vesicle membrane,BE0009675
component,neuron projection,BE0009675
component,neuronal cell body,BE0009675
component,neuronal dense core vesicle,BE0009675
component,postsynapse,BE0009675
component,synaptic vesicle,BE0009675
component,synaptic vesicle membrane,BE0009675
component,terminal bouton,BE0009675
function,amine transmembrane transporter activity,BE0009675
function,drug binding,BE0009675
function,drug transmembrane transporter activity,BE0009675
function,enzyme binding,BE0009675
function,heat shock protein binding,BE0009675
function,monoamine transmembrane transporter activity,BE0009675
function,serotonin,BE0009675
process,aging,BE0009675
process,aminergic neurotransmitter loading into synaptic vesicle,BE0009675
process,cellular response to drug,BE0009675
process,glucose homeostasis,BE0009675
process,insulin secretion,BE0009675
process,locomotory behavior,BE0009675
process,monoamine transport,BE0009675
process,negative regulation of neurotransmitter transport,BE0009675
process,neurotransmitter loading into synaptic vesicle,BE0009675
process,neurotransmitter transport,BE0009675
process,post-embryonic development,BE0009675
process,response to amphetamine,BE0009675
process,response to toxic substance,BE0009675
component,endoplasmic reticulum,BE0009712
component,intracellular membrane-bounded organelle,BE0009712
component,nuclear chromatin,BE0009712
component,nucleoplasm,BE0009712
component,nucleus,BE0009712
component,RNA polymerase II transcription factor complex,BE0009712
function,DNA binding,BE0009712
function,"DNA-binding transcription factor activity, RNA polymerase II-specific",BE0009712
function,RNA polymerase II core promoter sequence-specific DNA binding,BE0009712
function,RNA polymerase II proximal promoter sequence-specific DNA binding,BE0009712
function,sequence-specific DNA binding,BE0009712
process,cytokine-mediated signaling pathway,BE0009712
process,"negative regulation of transcription, DNA-templated",BE0009712
process,positive regulation of transcription by RNA polymerase II,BE0009712
process,snRNA transcription by RNA polymerase II,BE0009712
component,cytoplasm,BE0004865
component,nucleus,BE0004865
function,RNA polymerase II core promoter proximal region sequence-specific DNA binding,BE0004865
function,sequence-specific DNA binding,BE0004865
function,"transcription factor activity, sequence-specific DNA binding",BE0004865
function,"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",BE0004865
process,cell maturation,BE0004865
process,humoral immune response,BE0004865
process,immunoglobulin secretion involved in immune response,BE0004865
process,mature B cell differentiation,BE0004865
process,transcription from RNA polymerase II promoter,BE0004865
component,dendrite membrane,BE0009674
component,dendritic shaft,BE0009674
component,integral component of membrane,BE0009674
component,integral component of plasma membrane,BE0009674
component,neuronal cell body,BE0009674
component,perikaryon,BE0009674
component,plasma membrane,BE0009674
function,ammonium transmembrane transporter activity,BE0009674
function,chloride transmembrane transporter activity,BE0009674
function,potassium,BE0009674
function,protein kinase binding,BE0009674
process,ammonium transport,BE0009674
process,cell volume homeostasis,BE0009674
process,cellular chloride ion homeostasis,BE0009674
process,cellular ion homeostasis,BE0009674
process,chemical synaptic transmission,BE0009674
process,chloride ion homeostasis,BE0009674
process,chloride transmembrane transport,BE0009674
process,chloride transport,BE0009674
process,dendritic spine development,BE0009674
process,hypotonic response,BE0009674
process,intracellular pH reduction,BE0009674
process,ion transport,BE0009674
process,learning,BE0009674
process,multicellular organism growth,BE0009674
process,potassium ion homeostasis,BE0009674
process,potassium ion import across plasma membrane,BE0009674
process,potassium ion transport,BE0009674
process,response to drug,BE0009674
process,thermosensory behavior,BE0009674
component,endoplasmic reticulum membrane,BE0003109
component,host cell,BE0003109
component,integral component of endoplasmic reticulum membrane,BE0003109
component,integral component of membrane,BE0003109
component,membrane,BE0003109
component,mitochondrion,BE0003109
component,TAP complex,BE0003109
function,ADP binding,BE0003109
function,ATP binding,BE0003109
function,"ATPase activity, coupled to transmembrane movement of substances",BE0003109
function,MHC class Ib protein binding,BE0003109
function,peptide antigen binding,BE0003109
function,peptide transporter activity,BE0003109
function,peptide-transporting ATPase activity,BE0003109
function,protein homodimerization activity,BE0003109
function,TAP1 binding,BE0003109
function,TAP2 binding,BE0003109
process,adaptive immune response,BE0003109
process,antigen processing and presentation of endogenous peptide antigen via MHC class I,BE0003109
process,antigen processing and presentation of exogenous peptide antigen via MHC class I,BE0003109
process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",BE0003109
process,antigen processing and presentation of peptide antigen via MHC class I,BE0003109
process,cytosol to ER transport,BE0003109
process,defense response,BE0003109
process,intracellular transport of viral protein in host cell,BE0003109
process,peptide transport,BE0003109
process,protection from natural killer cell mediated cytotoxicity,BE0003109
process,transmembrane transport,BE0003109
component,basolateral plasma membrane,BE0004675
component,extracellular exosome,BE0004675
component,integral component of plasma membrane,BE0004675
component,plasma membrane,BE0004675
function,inorganic anion exchanger activity,BE0004675
function,sodium,BE0004675
process,anion transmembrane transport,BE0004675
process,bicarbonate transport,BE0004675
process,ion transport,BE0004675
process,regulation of intracellular pH,BE0004675
process,sodium ion transmembrane transport,BE0004675
process,sodium ion transport,BE0004675
process,transmembrane transport,BE0004675
process,transport,BE0004675
component,apical plasma membrane,BE0004676
component,basolateral plasma membrane,BE0004676
component,integral component of membrane,BE0004676
component,integral component of plasma membrane,BE0004676
component,plasma membrane,BE0004676
component,stereocilium,BE0004676
function,inorganic anion exchanger activity,BE0004676
function,sodium,BE0004676
process,anion transmembrane transport,BE0004676
process,auditory receptor cell development,BE0004676
process,bicarbonate transport,BE0004676
process,camera-type eye photoreceptor cell differentiation,BE0004676
process,cochlear nucleus development,BE0004676
process,ion transport,BE0004676
process,regulation of intracellular pH,BE0004676
process,retina vasculature morphogenesis in camera-type eye,BE0004676
process,retinal cell programmed cell death,BE0004676
process,sodium ion transmembrane transport,BE0004676
process,transmembrane transport,BE0004676
process,visual perception,BE0004676
component,integral component of plasma membrane,BE0004680
component,neuron projection,BE0004680
component,neuronal cell body membrane,BE0004680
component,plasma membrane,BE0004680
function,inorganic anion exchanger activity,BE0004680
function,sodium,BE0004680
process,anion transmembrane transport,BE0004680
process,bicarbonate transport,BE0004680
process,ion transport,BE0004680
process,regulation of intracellular pH,BE0004680
process,sodium ion transmembrane transport,BE0004680
process,transmembrane transport,BE0004680
component,apical plasma membrane,BE0004677
component,integral component of membrane,BE0004677
component,integral component of plasma membrane,BE0004677
component,plasma membrane,BE0004677
function,inorganic anion exchanger activity,BE0004677
function,sodium,BE0004677
process,anion transmembrane transport,BE0004677
process,bicarbonate transport,BE0004677
process,cerebrospinal fluid secretion,BE0004677
process,epithelial cell development,BE0004677
process,ion transport,BE0004677
process,mitochondrion distribution,BE0004677
process,regulation of gene expression,BE0004677
process,regulation of intracellular pH,BE0004677
process,regulation of systemic arterial blood pressure,BE0004677
process,renal system process,BE0004677
process,retina development in camera-type eye,BE0004677
process,sodium ion transmembrane transport,BE0004677
process,transmembrane transport,BE0004677
component,apical dendrite,BE0004683
component,basilar dendrite,BE0004683
component,basolateral plasma membrane,BE0004683
component,CA3 pyramidal cell dendrite,BE0004683
component,integral component of membrane,BE0004683
component,integral component of plasma membrane,BE0004683
component,neuronal cell body,BE0004683
component,plasma membrane,BE0004683
function,inorganic anion exchanger activity,BE0004683
function,sodium,BE0004683
process,anion transmembrane transport,BE0004683
process,bicarbonate transport,BE0004683
process,brain morphogenesis,BE0004683
process,chloride transport,BE0004683
process,hydrogen ion transmembrane transport,BE0004683
process,ion transport,BE0004683
process,locomotory exploration behavior,BE0004683
process,multicellular organism growth,BE0004683
process,post-embryonic development,BE0004683
process,pyramidal neuron development,BE0004683
process,regulation of intracellular pH,BE0004683
process,response to light stimulus,BE0004683
process,sodium ion transmembrane transport,BE0004683
process,transmembrane transport,BE0004683
component,basolateral plasma membrane,BE0001045
component,brush border membrane,BE0001045
component,cell-cell junction,BE0001045
component,cytosol,BE0001045
component,endosome,BE0001045
component,integral component of plasma membrane,BE0001045
component,membrane,BE0001045
component,plasma membrane,BE0001045
function,D-glucose transmembrane transporter activity,BE0001045
function,dehydroascorbic acid transporter activity,BE0001045
function,glucose transmembrane transporter activity,BE0001045
function,hexose transmembrane transporter activity,BE0001045
process,carbohydrate metabolic process,BE0001045
process,carbohydrate utilization,BE0001045
process,endocrine pancreas development,BE0001045
process,energy reserve metabolic process,BE0001045
process,fructose transport,BE0001045
process,glucose transmembrane transport,BE0001045
process,glucose transport,BE0001045
process,hexose transmembrane transport,BE0001045
process,hexose transport,BE0001045
process,regulation of insulin secretion,BE0001045
process,response to glucose,BE0001045
process,response to peptide hormone,BE0001045
process,small molecule metabolic process,BE0001045
process,transmembrane transport,BE0001045
component,apical plasma membrane,BE0005216
component,extracellular exosome,BE0005216
component,integral component of membrane,BE0005216
component,plasma membrane,BE0005216
function,fructose transmembrane transporter activity,BE0005216
function,glucose transmembrane transporter activity,BE0005216
process,carbohydrate metabolic process,BE0005216
process,cellular response to fructose stimulus,BE0005216
process,fructose transport,BE0005216
process,glucose transmembrane transport,BE0005216
process,glucose transport,BE0005216
process,hexose transport,BE0005216
process,small molecule metabolic process,BE0005216
process,transmembrane transport,BE0005216
component,integral component of membrane,BE0005217
component,membrane,BE0005217
component,plasma membrane,BE0005217
function,glucose transmembrane transporter activity,BE0005217
process,glucose transmembrane transport,BE0005217
process,transmembrane transport,BE0005217
component,integral component of membrane,BE0005218
component,plasma membrane,BE0005218
function,substrate-specific transmembrane transporter activity,BE0005218
process,carbohydrate transport,BE0005218
process,transmembrane transport,BE0005218
component,cytoplasmic vesicle membrane,BE0005219
component,integral component of plasma membrane,BE0005219
component,lysosomal membrane,BE0005219
component,plasma membrane,BE0005219
component,synaptic vesicle,BE0005219
function,glucose binding,BE0005219
function,glucose transmembrane transporter activity,BE0005219
process,carbohydrate metabolic process,BE0005219
process,glucose transmembrane transport,BE0005219
process,glucose transport,BE0005219
process,insulin receptor signaling pathway,BE0005219
process,male meiosis I,BE0005219
process,response to hypoxia,BE0005219
process,transmembrane transport,BE0005219
component,cytoplasm,BE0005220
component,endomembrane system,BE0005220
component,integral component of membrane,BE0005220
component,perinuclear region of cytoplasm,BE0005220
component,plasma membrane,BE0005220
function,sugar,BE0005220
process,glucose transport,BE0005220
process,proton transport,BE0005220
process,transmembrane transport,BE0005220
component,cell junction,BE0005221
component,integral component of membrane,BE0005221
component,nucleus,BE0005221
component,plasma membrane,BE0005221
function,substrate-specific transmembrane transporter activity,BE0005221
process,carbohydrate transport,BE0005221
process,transmembrane transport,BE0005221
component,endomembrane system,BE0005222
component,integral component of membrane,BE0005222
component,perinuclear region of cytoplasm,BE0005222
component,plasma membrane,BE0005222
function,substrate-specific transmembrane transporter activity,BE0005222
process,glucose transport,BE0005222
process,transmembrane transport,BE0005222
component,brush border membrane,BE0004753
component,extracellular exosome,BE0004753
component,integral component of membrane,BE0004753
component,plasma membrane,BE0004753
function,low-affinity glucose,BE0004753
process,carbohydrate metabolic process,BE0004753
process,glucose transmembrane transport,BE0004753
process,transmembrane transport,BE0004753
process,transport,BE0004753
component,integral component of membrane,BE0009148
component,integral component of plasma membrane,BE0009148
component,plasma membrane,BE0009148
function,amino acid transmembrane transporter activity,BE0009148
function,neurotransmitter,BE0009148
function,taurine,BE0009148
process,amino acid transmembrane transport,BE0009148
process,amino acid transport,BE0009148
process,cellular amino acid metabolic process,BE0009148
process,taurine transport,BE0009148
process,transport,BE0009148
component,integral component of plasma membrane,BE0004710
component,plasma membrane,BE0004710
function,bile acid,BE0004710
function,sodium-dependent organic anion transmembrane transporter activity,BE0004710
process,bile acid and bile salt transport,BE0004710
process,sodium-dependent organic anion transport,BE0004710
process,transmembrane transport,BE0004710
component,apical plasma membrane,BE0004691
component,integral component of membrane,BE0004691
component,integral component of plasma membrane,BE0004691
component,membrane,BE0004691
component,plasma membrane,BE0004691
function,cell adhesion molecule binding,BE0004691
function,urea channel activity,BE0004691
function,urea transmembrane transporter activity,BE0004691
process,transmembrane transport,BE0004691
process,urea transmembrane transport,BE0004691
process,urea transport,BE0004691
component,basolateral plasma membrane,BE0004692
component,integral component of plasma membrane,BE0004692
component,intracellular membrane-bounded organelle,BE0004692
component,nucleolus,BE0004692
component,plasma membrane,BE0004692
function,urea channel activity,BE0004692
function,water transmembrane transporter activity,BE0004692
process,transmembrane transport,BE0004692
process,urea transmembrane transport,BE0004692
process,urea transport,BE0004692
component,cytochrome complex,BE0003541
component,endoplasmic reticulum,BE0003541
component,endoplasmic reticulum chaperone complex,BE0003541
component,endoplasmic reticulum membrane,BE0003541
component,integral component of plasma membrane,BE0003541
function,enzyme binding,BE0003541
function,enzyme inhibitor activity,BE0003541
function,glucuronosyltransferase activity,BE0003541
function,protein heterodimerization activity,BE0003541
function,protein homodimerization activity,BE0003541
function,retinoic acid binding,BE0003541
function,steroid binding,BE0003541
process,acute-phase response,BE0003541
process,bilirubin conjugation,BE0003541
process,biphenyl catabolic process,BE0003541
process,cellular glucuronidation,BE0003541
process,cellular response to ethanol,BE0003541
process,cellular response to glucocorticoid stimulus,BE0003541
process,cellular response to hormone stimulus,BE0003541
process,digestion,BE0003541
process,drug metabolic process,BE0003541
process,estrogen metabolic process,BE0003541
process,flavone metabolic process,BE0003541
process,flavonoid biosynthetic process,BE0003541
process,flavonoid glucuronidation,BE0003541
process,heme catabolic process,BE0003541
process,heterocycle metabolic process,BE0003541
process,liver development,BE0003541
process,negative regulation of catalytic activity,BE0003541
process,negative regulation of cellular glucuronidation,BE0003541
process,negative regulation of fatty acid metabolic process,BE0003541
process,negative regulation of glucuronosyltransferase activity,BE0003541
process,negative regulation of steroid metabolic process,BE0003541
process,organ regeneration,BE0003541
process,porphyrin-containing compound metabolic process,BE0003541
process,response to drug,BE0003541
process,response to lipopolysaccharide,BE0003541
process,response to nutrient,BE0003541
process,response to starvation,BE0003541
process,retinoic acid metabolic process,BE0003541
process,small molecule metabolic process,BE0003541
process,steroid metabolic process,BE0003541
process,xenobiotic glucuronidation,BE0003541
process,xenobiotic metabolic process,BE0003541
component,basolateral plasma membrane,BE0004850
component,blood microparticle,BE0004850
component,cell surface,BE0004850
component,coated pit,BE0004850
component,cytoplasmic membrane-bounded vesicle,BE0004850
component,endosome,BE0004850
component,external side of plasma membrane,BE0004850
component,extracellular exosome,BE0004850
component,extracellular region,BE0004850
component,extracellular space,BE0004850
component,extracellular vesicle,BE0004850
component,HFE-transferrin receptor complex,BE0004850
component,integral component of plasma membrane,BE0004850
component,intracellular membrane-bounded organelle,BE0004850
component,melanosome,BE0004850
component,membrane,BE0004850
component,mitochondrion,BE0004850
component,perinuclear region of cytoplasm,BE0004850
component,plasma membrane,BE0004850
component,recycling endosome,BE0004850
component,recycling endosome membrane,BE0004850
function,double-stranded RNA binding,BE0004850
function,glycoprotein binding,BE0004850
function,identical protein binding,BE0004850
function,poly(A) RNA binding,BE0004850
function,protein homodimerization activity,BE0004850
function,transferrin receptor activity,BE0004850
function,transferrin transmembrane transporter activity,BE0004850
function,virus receptor activity,BE0004850
process,acute-phase response,BE0004850
process,aging,BE0004850
process,cellular iron ion homeostasis,BE0004850
process,cellular response to drug,BE0004850
process,iron ion import,BE0004850
process,osteoclast differentiation,BE0004850
process,positive regulation of bone resorption,BE0004850
process,response to copper ion,BE0004850
process,response to hypoxia,BE0004850
process,response to iron ion,BE0004850
process,response to manganese ion,BE0004850
process,response to nutrient,BE0004850
process,response to retinoic acid,BE0004850
process,transferrin transport,BE0004850
process,transmembrane transport,BE0004850
component,extracellular exosome,BE0009346
component,extracellular vesicle,BE0009346
component,integral component of membrane,BE0009346
component,nucleus,BE0009346
component,plasma membrane,BE0009346
function,iodide transmembrane transporter activity,BE0009346
function,sodium,BE0009346
process,cellular response to cAMP,BE0009346
process,cellular response to gonadotropin stimulus,BE0009346
process,iodide transport,BE0009346
process,ion transport,BE0009346
process,thyroid hormone generation,BE0009346
component,apical plasma membrane,BE0009874
component,brush border membrane,BE0009874
component,extracellular exosome,BE0009874
component,integral component of membrane,BE0009874
component,integral component of plasma membrane,BE0009874
component,plasma membrane,BE0009874
function,anion,BE0009874
function,bicarbonate transmembrane transporter activity,BE0009874
function,chloride transmembrane transporter activity,BE0009874
function,iodide transmembrane transporter activity,BE0009874
function,oxalate transmembrane transporter activity,BE0009874
function,secondary active sulfate transmembrane transporter activity,BE0009874
function,sulfate transmembrane transporter activity,BE0009874
process,inorganic anion transport,BE0009874
process,ion transport,BE0009874
process,regulation of pH,BE0009874
process,regulation of protein localization,BE0009874
process,sensory perception of sound,BE0009874
process,sulfate transport,BE0009874
component,apical plasma membrane,BE0003641
component,clathrin-coated vesicle,BE0003641
component,cytoplasm,BE0003641
component,extracellular exosome,BE0003641
component,integral component of plasma membrane,BE0003641
component,intercellular canaliculus,BE0003641
component,membrane,BE0003641
component,membrane raft,BE0003641
component,plasma membrane,BE0003641
function,ATP binding,BE0003641
function,"ATPase activity, coupled to transmembrane movement of substances",BE0003641
function,phosphatidylcholine transporter activity,BE0003641
function,phosphatidylcholine-translocating ATPase activity,BE0003641
function,xenobiotic-transporting ATPase activity,BE0003641
process,bile acid secretion,BE0003641
process,cellular lipid metabolic process,BE0003641
process,cellular response to bile acid,BE0003641
process,lipid homeostasis,BE0003641
process,lipid metabolic process,BE0003641
process,phospholipid translocation,BE0003641
process,positive regulation of cholesterol transport,BE0003641
process,positive regulation of phospholipid translocation,BE0003641
process,positive regulation of phospholipid transport,BE0003641
process,response to drug,BE0003641
process,response to fenofibrate,BE0003641
process,small molecule metabolic process,BE0003641
process,transmembrane transport,BE0003641
process,transport,BE0003641
component,apical plasma membrane,BE0000510
component,basal part of cell,BE0000510
component,basal plasma membrane,BE0000510
component,blood microparticle,BE0000510
component,cell surface,BE0000510
component,coated pit,BE0000510
component,cytoplasmic membrane-bounded vesicle,BE0000510
component,early endosome,BE0000510
component,endocytic vesicle,BE0000510
component,endosome membrane,BE0000510
component,extracellular exosome,BE0000510
component,extracellular region,BE0000510
component,extracellular space,BE0000510
component,extrinsic component of external side of plasma membrane,BE0000510
component,HFE-transferrin receptor complex,BE0000510
component,late endosome,BE0000510
component,perinuclear region of cytoplasm,BE0000510
component,recycling endosome,BE0000510
component,secretory granule lumen,BE0000510
component,vesicle,BE0000510
function,ferric iron binding,BE0000510
function,ferric iron transmembrane transporter activity,BE0000510
function,ferrous iron binding,BE0000510
function,transferrin receptor binding,BE0000510
process,blood coagulation,BE0000510
process,cellular iron ion homeostasis,BE0000510
process,cellular response to iron ion,BE0000510
process,ferrous iron import into cell,BE0000510
process,iron ion homeostasis,BE0000510
process,platelet activation,BE0000510
process,platelet degranulation,BE0000510
process,positive regulation of receptor-mediated endocytosis,BE0000510
process,regulation of protein stability,BE0000510
process,retina homeostasis,BE0000510
process,transferrin transport,BE0000510
process,transmembrane transport,BE0000510
component,cytosol,BE0000085
component,extracellular exosome,BE0000085
component,intracellular ferritin complex,BE0000085
component,membrane,BE0000085
function,ferric iron binding,BE0000085
function,identical protein binding,BE0000085
function,iron ion binding,BE0000085
process,cellular iron ion homeostasis,BE0000085
process,iron ion homeostasis,BE0000085
process,iron ion transport,BE0000085
process,membrane organization,BE0000085
process,post-Golgi vesicle-mediated transport,BE0000085
process,receptor-mediated endocytosis,BE0000085
process,transmembrane transport,BE0000085
component,cytosol,BE0000399
component,extracellular exosome,BE0000399
component,intracellular ferritin complex,BE0000399
component,nucleus,BE0000399
function,ferric iron binding,BE0000399
function,ferroxidase activity,BE0000399
function,iron ion binding,BE0000399
process,cellular iron ion homeostasis,BE0000399
process,immune response,BE0000399
process,intracellular sequestering of iron ion,BE0000399
process,iron ion transport,BE0000399
process,membrane organization,BE0000399
process,negative regulation of cell proliferation,BE0000399
process,negative regulation of fibroblast proliferation,BE0000399
process,post-Golgi vesicle-mediated transport,BE0000399
process,receptor-mediated endocytosis,BE0000399
process,transmembrane transport,BE0000399
component,blood microparticle,BE0000530
component,endoplasmic reticulum,BE0000530
component,extracellular exosome,BE0000530
component,extracellular region,BE0000530
component,extracellular space,BE0000530
component,Golgi apparatus,BE0000530
component,myelin sheath,BE0000530
component,nucleus,BE0000530
component,platelet alpha granule lumen,BE0000530
component,protein complex,BE0000530
function,antioxidant activity,BE0000530
function,chaperone binding,BE0000530
function,copper ion binding,BE0000530
function,DNA binding,BE0000530
function,drug binding,BE0000530
function,fatty acid binding,BE0000530
function,pyridoxal phosphate binding,BE0000530
function,toxic substance binding,BE0000530
process,bile acid and bile salt transport,BE0000530
process,bile acid metabolic process,BE0000530
process,blood coagulation,BE0000530
process,cellular response to starvation,BE0000530
process,hemolysis by symbiont of host erythrocytes,BE0000530
process,lipoprotein metabolic process,BE0000530
process,maintenance of mitochondrion location,BE0000530
process,negative regulation of apoptotic process,BE0000530
process,negative regulation of programmed cell death,BE0000530
process,platelet activation,BE0000530
process,platelet degranulation,BE0000530
process,receptor-mediated endocytosis,BE0000530
process,retina homeostasis,BE0000530
process,small molecule metabolic process,BE0000530
process,sodium-independent organic anion transport,BE0000530
process,transmembrane transport,BE0000530
process,transport,BE0000530
component,blood microparticle,BE0001140
component,extracellular exosome,BE0001140
component,extracellular region,BE0001140
component,extracellular space,BE0001140
component,lysosomal membrane,BE0001140
function,chaperone binding,BE0001140
function,copper ion binding,BE0001140
function,ferroxidase activity,BE0001140
process,cellular iron ion homeostasis,BE0001140
process,copper ion transport,BE0001140
process,transmembrane transport,BE0001140
component,extracellular region,BE0007205
component,apical part of cell,BE0008685
component,apical plasma membrane,BE0008685
component,basal part of cell,BE0008685
component,brush border membrane,BE0008685
component,cell surface,BE0008685
component,cytoplasm,BE0008685
component,cytoplasmic vesicle,BE0008685
component,early endosome,BE0008685
component,integral component of plasma membrane,BE0008685
component,late endosome,BE0008685
component,late endosome membrane,BE0008685
component,lysosomal membrane,BE0008685
component,lysosome,BE0008685
component,membrane,BE0008685
component,mitochondrial outer membrane,BE0008685
component,mitochondrion,BE0008685
component,nucleus,BE0008685
component,paraferritin complex,BE0008685
component,perinuclear region of cytoplasm,BE0008685
component,plasma membrane,BE0008685
component,recycling endosome,BE0008685
component,trans-Golgi network,BE0008685
component,vacuole,BE0008685
function,cadmium ion binding,BE0008685
function,cadmium ion transmembrane transporter activity,BE0008685
function,cobalt ion transmembrane transporter activity,BE0008685
function,copper ion transmembrane transporter activity,BE0008685
function,ferrous iron transmembrane transporter activity,BE0008685
function,ferrous iron uptake transmembrane transporter activity,BE0008685
function,hydrogen ion transmembrane transporter activity,BE0008685
function,inorganic cation transmembrane transporter activity,BE0008685
function,iron ion transmembrane transporter activity,BE0008685
function,lead ion transmembrane transporter activity,BE0008685
function,manganese ion transmembrane transporter activity,BE0008685
function,nickel cation transmembrane transporter activity,BE0008685
function,solute,BE0008685
function,transition metal ion transmembrane transporter activity,BE0008685
function,vanadium ion transmembrane transporter activity,BE0008685
function,zinc ion transmembrane transporter activity,BE0008685
process,activation of cysteine-type endopeptidase activity involved in apoptotic process,BE0008685
process,cadmium ion transmembrane transport,BE0008685
process,cellular iron ion homeostasis,BE0008685
process,cellular response to oxidative stress,BE0008685
process,cobalt ion transport,BE0008685
process,copper ion transport,BE0008685
process,dendrite morphogenesis,BE0008685
process,detection of oxygen,BE0008685
process,erythrocyte development,BE0008685
process,ferrous iron import,BE0008685
process,ferrous iron transport,BE0008685
process,heme biosynthetic process,BE0008685
process,lead ion transport,BE0008685
process,learning or memory,BE0008685
process,manganese ion transport,BE0008685
process,multicellular organismal iron ion homeostasis,BE0008685
process,nickel cation transport,BE0008685
process,response to hypoxia,BE0008685
process,response to iron ion,BE0008685
process,vanadium ion transport,BE0008685
component,anchored component of membrane,BE0008217
component,endosome,BE0008217
component,extracellular exosome,BE0008217
component,extracellular space,BE0008217
component,membrane raft,BE0008217
component,plasma membrane,BE0008217
component,proteinaceous extracellular matrix,BE0008217
function,copper ion binding,BE0008217
function,fibroblast growth factor binding,BE0008217
function,laminin binding,BE0008217
process,heparan sulfate proteoglycan catabolic process,BE0008217
process,negative regulation of fibroblast growth factor receptor signaling pathway,BE0008217
process,positive regulation of skeletal muscle cell differentiation,BE0008217
component,integral component of plasma membrane,BE0004785
component,intrinsic component of peroxisomal membrane,BE0004785
component,peroxisome,BE0004785
function,ATP binding,BE0004785
function,carnitine transmembrane transporter activity,BE0004785
function,cation,BE0004785
process,carnitine metabolic process,BE0004785
process,carnitine transmembrane transport,BE0004785
process,carnitine transport,BE0004785
process,cation transmembrane transport,BE0004785
component,axolemma,BE0000884
component,cell surface,BE0000884
component,integral component of membrane,BE0000884
component,membrane,BE0000884
component,plasma membrane,BE0000884
function,glutamate,BE0000884
function,L-glutamate transmembrane transporter activity,BE0000884
function,sodium,BE0000884
process,adult behavior,BE0000884
process,cellular response to extracellular stimulus,BE0000884
process,D-aspartate import,BE0000884
process,glutamate secretion,BE0000884
process,ion transport,BE0000884
process,L-glutamate import,BE0000884
process,L-glutamate transmembrane transport,BE0000884
process,multicellular organism growth,BE0000884
process,multicellular organismal aging,BE0000884
process,neurotransmitter secretion,BE0000884
process,positive regulation of glucose import,BE0000884
process,response to amino acid,BE0000884
process,response to drug,BE0000884
process,response to wounding,BE0000884
process,synaptic transmission,BE0000884
process,telencephalon development,BE0000884
process,transmembrane transport,BE0000884
process,visual behavior,BE0000884
component,basolateral plasma membrane,BE0001115
component,cell surface,BE0001115
component,dendritic spine,BE0001115
component,fibril,BE0001115
component,integral component of membrane,BE0001115
component,membrane,BE0001115
component,mitochondrial inner membrane,BE0001115
component,neuronal cell body,BE0001115
component,plasma membrane,BE0001115
function,glutamate binding,BE0001115
function,high-affinity glutamate transmembrane transporter activity,BE0001115
function,L-glutamate transmembrane transporter activity,BE0001115
function,sodium,BE0001115
process,auditory behavior,BE0001115
