synonym,language,coder,drugbank-id
Palmitate,english,,DB03796
Palmitic Acid,english,usan,DB03796
Palmitinic acid,english,,DB03796
Palmitinsäure,german,,DB03796
2'-deoxyuridine 5'-monophosphate,english,,DB03800
2'-Deoxyuridine 5'-phosphate,english,,DB03800
Deoxyuridine 5'-phosphate,english,,DB03800
Deoxyuridylate,english,,DB03800
Deoxyuridylic acid,english,,DB03800
dUMP,english,,DB03800
Inhibitor MSA367,english,,DB03803
hexamidina,spanish,inn,DB03808
Hexamidine,english,inn,DB03808
"(2S,3R)-2-azanyl-3-methyl-pentanedioic acid",english,,DB03810
(3R)-3-methyl-L-glutamic acid,english,,DB03810
2-(4-morpholinyl)ethanesulfonic acid,english,,DB03814
2-(morpholin-4-yl)ethanesulfonic acid,english,,DB03814
2-(N-morpholino)ethanesulfonic acid,english,,DB03814
2-morpholinoethanesulphonic acid,english,,DB03814
4-morpholineethanesulfonic acid,english,,DB03814
4-morpholinethanesulfonic acid,english,,DB03814
MES,english,,DB03814
L-Fucitol,english,,DB03815
"(S)-2,4-Diaminobutanoic acid",english,,DB03817
"alpha,gamma-Diaminobutyrate",english,,DB03817
Dbu,english,,DB03817
"L-2,4-Diaminobutanoate",english,,DB03817
"L-2,4-diaminobutanoic acid",english,,DB03817
"L-2,4-Diaminobutyrate",english,,DB03817
L-Dbu,english,,DB03817
L-diaminobutyric acid,english,,DB03817
Monoethyl acid phosphate,english,,DB03822
Monoethyl phosphate,english,,DB03822
O-Ethyl dihydrogen phosphate,english,,DB03822
Phosphoric acid monoethyl ester,english,,DB03822
(-)-epi-gallocatechin,english,,DB03823
(-)-epigallocatechin,english,,DB03823
(-)-epigallocatechol,english,,DB03823
(−)-epigallocatechin,english,,DB03823
"3,3',4',5,5',7-flavanhexol",english,,DB03823
Antiscurvy factor C2,english,,DB03823
EGC,english,,DB03823
Epi-gallocatechin,english,,DB03823
Galloepicatechin,english,,DB03823
L-epigallocatechin,english,,DB03823
Basic red 1,english,,DB03825
Calcozine rhodamine 6GX,english,,DB03825
CI basic red 1,english,,DB03825
R6G,english,,DB03825
Tazobactam Intermediate,english,,DB03834
"1,3,5-trichloro-benzene",english,,DB03836
s-trichlorobenzene,english,,DB03836
sym-trichlorobenzene,english,,DB03836
(R)-2-Amino-3-(p-hydroxyphenyl)propionic acid,english,,DB03839
(R)-3-(p-Hydroxyphenyl)alanine,english,,DB03839
D-Tyr,english,,DB03839
D-Tyrosin,german,,DB03839
Niraxostat,english,inn,DB03841
Piraxostat,english,,DB03841
Formaldehído,spanish,,DB03843
Formaldehyd,german,,DB03843
Formaldehyde,english,usp,DB03843
Formaldehyde solution,english,,DB03843
Formalin,english,,DB03843
Formic aldehyde,english,,DB03843
Formol,english,,DB03843
Methanal,english,,DB03843
Methyl aldehyde,english,,DB03843
Methylene oxide,english,,DB03843
Oxomethane,english,,DB03843
Oxomethylene,english,,DB03843
Oxymethylene,english,,DB03843
Paraform,english,,DB03843
5-hydroxymethyluridine-2'-deoxy-5'-monophosphate,english,,DB03846
"(3S)-3-amino-1,1,3-propanetricarboxylic acid",english,,DB03847
gamma-carboxy-glutamic acid,english,,DB03847
gamma-Carboxyglutamic acid,english,,DB03847
γ-carboxy-L-glutamic acid,english,,DB03847
benzenesulphinic acid,english,,DB03848
Ariflo,english,,DB03849
cis-4-cyano-4-(3-(cyclopentyloxy)-4-methoxyphenyl)cyclohexanecarboxylic acid,english,,DB03849
"1,8-cineol",english,,DB03852
"1,8-Cineole",english,,DB03852
"1,8-epoxy-p-menthane",english,,DB03852
"1,8-oxido-p-menthane",english,,DB03852
Cajeputol,english,,DB03852
Cineole,english,,DB03852
Eucalyptol,english,usan/usp,DB03852
Zineol,english,,DB03852
azo-dye hapten,english,,DB03853
RR6 azo-dye hapten,english,,DB03853
"1,5-Diaminopentane",english,,DB03854
"1,5-pentamethylenediamine",english,,DB03854
"1,5-Pentanediamine",english,,DB03854
DAPE,english,,DB03854
Pentamethylenediamine,english,,DB03854
(-)-2-difluoromethylornithine,english,,DB03856
"1,4-deoxy-1,4-dithio-beta-D-glucopyranose",english,,DB03857
1-thio-b-D-glucose,english,,DB03859
1-thio-β-D-glucose,english,,DB03859
beta-D-Thioglucose,english,,DB03859
β-D-Glc-SH,english,,DB03859
β-D-Glcp-SH,english,,DB03859
6-Deoxy-2-O-methyl-beta-L-galactopyranose,english,,DB03863
6-Deoxy-2-O-methyl-β-L-galactopyranose,english,,DB03863
(2S)-2-amino-3-(4-hydroxy-3-nitrophenyl)propanoic acid,english,,DB03867
3-Nitro-L-tyrosine,english,,DB03867
L-3-Nitrotyrosine,english,,DB03867
"delta-bis(2,2'-bipyridine)imidazole ruthenium (II)",english,,DB03871
alpha-L-1-Methyl-fucose,english,,DB03879
Methyl alpha-L-fucopyranoside,english,,DB03879
α-L-Methyl-Fucose,english,,DB03879
1-menaphthyl glutathione conjugate,english,,DB03885
L-gammaGlu-S-(1-Naphthylmethyl)-L-Cys-Gly-OH,english,,DB03885
(2S)-2-Amino-5-[[(2R)-3-[(S)-(4-bromo-N-hydroxyanilino)-hydroxymethyl]sulfanyl-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,english,,DB03889
L-γ-Glutamyl-S-[(S)-[(4-bromophenyl)(hydroxy)amino](hydroxy)methyl]-L-cysteinylglycine,english,,DB03889
"1,5-Bis(N-benzyloxycarbonyl-L-leucinyl)carbohydrazide",english,,DB03891
malachite green cation,english,,DB03895
malachite green(1+),english,,DB03895
acide triphosphorique,french,,DB03896
catena-triphosphoric acid,english,,DB03896
Inorganic triphosphate,english,,DB03896
Triphosphorsäure,german,,DB03896
tripolyphosphoric acid,english,,DB03896
3-(4-Hydroxyphenyl)propionic acid,english,,DB03897
3-(p-hydroxyphenyl)propionic acid,english,,DB03897
4-Hydroxyphenylpropionic acid,english,,DB03897
Desaminotyrosine,english,,DB03897
Dihydro-p-coumaric acid,english,,DB03897
Hydroxyphenyl propionic acid,english,,DB03897
p-Hydroxyhydrocinnamic acid,english,,DB03897
p-hydroxyphenylpropionic acid,english,,DB03897
Phloretic acid,english,,DB03897
Phloretinic acid,english,,DB03897
β-(p-hydroxyphenyl)propionic acid,english,,DB03897
"1,1-dimethylethanol",english,,DB03900
t-butanol,english,,DB03900
t-butyl alchohol,english,,DB03900
t-Butyl alcohol,english,,DB03900
t-Butylalkohol,english,,DB03900
tert-butanol,english,,DB03900
tert-butyl alcohol,english,,DB03900
tertiary-butyl alcohol,english,,DB03900
trimethylcarbinol,english,,DB03900
trimethylmethanol,english,,DB03900
(2S)-5-Oxo-2-pyrrolidinecarbaldehyde,english,,DB03901
5-Ketoprolinal,english,,DB03901
Carbamide,english,inn,DB03904
Carbonyldiamide,english,,DB03904
Harnstoff,german,,DB03904
Karbamid,german,,DB03904
Urea,english,usan,DB03904
Urée,french,,DB03904
Inhibitor Bea322,english,,DB03908
"(2R)-2-Hydroxy-N-(3-((2-mercaptoethyl)amino)-3-oxopropyl)-3,3-dimethyl-4-(phosphonooxy)butanamide",english,,DB03912
4'-Phosphopantetheine,english,,DB03912
Pantetheine-4'-phosphate,english,,DB03912
Phosphopantetheine,english,,DB03912
Coenzyme F(420),english,,DB03913
coenzyme γ-F420-2,english,,DB03913
F420,english,,DB03913
Factor F420,english,,DB03913
"N-{N-[O-(7,8-didemethyl-8-hydroxy-5-deazariboflavin phospho)-(S)-lactyl]-γ-L-glutamyl}-L-glutamate",english,,DB03913
all-trans-N-Ethylretinamide,english,,DB03917
Ethyl retinamide,english,,DB03917
Vitamin A acid ethylamide,english,,DB03917
"3beta,17alpha-Dihydroxy-5alpha-androstane",english,,DB03926
"5alpha-Androstan-3beta,17alpha-diol",english,,DB03926
"5α-androstane-3β,17α-diol",english,,DB03926
4-O-phosphono-D-erythrose,english,,DB03937
Erythose-4-phosphate,english,,DB03937
DAOC,english,,DB03938
De(acetyloxy)cephalosporin C,english,,DB03938
Deacetoxycephalosporin C,english,,DB03938
Deacetoxycephalosporin-C,english,,DB03938
4-Heptylphenol,english,,DB03941
4-n-Heptylphenol,english,,DB03941
p-Hydroxyheptylbenzene,english,,DB03941
CPRPP,english,,DB03942
"Choline, dihydrogen phosphate (ester) (8CI)",english,,DB03945
"Ethanaminium, N,N,N-trimethyl-2-(phosphonooxy)-",english,,DB03945
Phosphocholine cation,english,,DB03945
(2-sulfanyl-3-phenylpropanoyl)-phe-tyr,english,,DB03949
2-acetamido-2-deoxy-6-O-phosphono-D-glucopyranose,english,,DB03951
L-thiocitrulline,english,,DB03953
Thiocitrulline,english,,DB03953
D-manno-Deoxynojirimycin,english,,DB03955
"(2R)-2-Cyclohexyl-2-(diaminomethylideneamino)-N-[2-[4-[3-(2,3-dichlorophenyl)-1H-pyrazol-5-yl]piperidin-1-yl]-2-oxoethyl]acetamide",english,,DB03957
mRNA cap analog N7-Methyl GpppG,english,,DB03958
Chlorobiocin,english,,DB03966
Dodecyl hydrogen sulfate,english,,DB03967
Dodecylsulfuric acid,english,,DB03967
Lauryl sulfate,english,,DB03967
Lauryl sulfuric acid,english,,DB03967
Lauryl sulphate,english,,DB03967
Monododecyl hydrogen sulfate,english,,DB03967
N-Dodecyl sulfate,english,,DB03967
"Sulfuric acid, monododecyl ester",english,,DB03967
"5-Deoxy-5-{2,6,8-trioxo-7-[3-(phosphonooxy)propyl]-1,2,3,6,7,8-hexahydro-9H-purin-9-yl}-D-arabinitol",english,,DB03973
Homo-L-arginine,english,,DB03974
Homoarginine,english,,DB03974
N6-(Aminoiminomethyl)-L-lysine,english,,DB03974
N6-amidino-L-Lysine,english,,DB03974
N6-amidino-Lysine,english,,DB03974
(S)-2-amino-6-(trimethylammonio)hexanoic acid,english,,DB03977
"(S)-5-amino-5-carboxy-N,N,N-trimethyl-1-pentanaminium",english,,DB03977
epsilon-N-Trimethyl-L-lysine,english,,DB03977
epsilon-Trimethyl-L-lysine,english,,DB03977
epsilon-Trimethyllysine,english,,DB03977
N-Trimethyllysine,english,,DB03977
"N6,N6,N6-Trimethyl-L-lysine",english,,DB03977
Nε-trimethyllysine,english,,DB03977
trimethyllysine,english,,DB03977
ε-N-trimethyl-L-lysine,english,,DB03977
ε-trimethyl-L-lysine,english,,DB03977
ε-trimethyllysine,english,,DB03977
"(Molybdopterin-S,S)-dioxo-thio-molybdenum(V)",english,,DB03983
"2-(7-amino-6-methyl-3H-pyrazolo[4,3-d]pyrimidin-3-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol",english,,DB03986
D-Allose,english,,DB03989
Neu2en5Ac,english,,DB03991
4-Methylvaleric acid,english,,DB03993
Isobutylacetic acid,english,,DB03993
beta-cyclodextrin,english,,DB03995
Cyclodextrin B,english,,DB03995
Cycloheptaamylose,english,,DB03995
Cycloheptaglucan,english,,DB03995
Cyclomaltoheptaose,english,iupac,DB03995
phosphoric acid mono-[2-amino-3-(3H-imidazol-4-yl)-propyl]ester,english,,DB03997
Uridine triphosphate,english,,DB04005
bis(5-amidino-benzimidazolyl)methane zinc,english,,DB04008
Clorgilina,spanish,inn,DB04017
Clorgilinum,latin,inn,DB04017
Clorgyline,english,,DB04017
"Guanosine-5',3'-tetraphosphate",english,,DB04022
GDP-α-D-mannuronic acid,english,,DB04023
(3-exo)-8-methyl-8-azabicyclo[3.2.1]octan-3-ol,english,,DB04026
"1αH,5αH-tropan-3β-ol",english,,DB04026
3-pseudotropanol,english,,DB04026
3β-tropanol,english,,DB04026
exo-8-methyl-8-azabicyclo[3.2.1]octan-3-ol,english,,DB04026
pseudotropanol,english,,DB04026
ψ-tropine,english,,DB04026
(2R)-2-amino-5-(carbamimidamido)pentanoic acid,english,,DB04027
(2R)-2-amino-5-guanidinopentanoic acid,english,,DB04027
(R)-2-amino-5-guanidinopentanoic acid,english,,DB04027
D-2-Amino-5-guanidinovaleric acid,english,,DB04027
D-Arginin,english,,DB04027
"3,6-dideoxy-α-D-arabino-hexopyranose",english,,DB04028
α-Tyv,english,,DB04028
α-tyvelopyranose,english,,DB04028
(S)-2-amino-3-phenylpropanamide,english,,DB04029
L-phenylalanine amide,english,,DB04029
Phenylalaninamide,english,,DB04029
Phenylalanine amide,english,,DB04029
CoA persulfide,english,,DB04036
"(22E,24S)-24-methylcholesta-5,7,22-trien-3β-ol",english,,DB04038
Provitamin D2,english,,DB04038
(R)-2-Methyl-3-oxopropanoyl-CoA,english,,DB04045
(R)-2-Methyl-3-oxopropionyl-CoA,english,,DB04045
(R)-3-Oxo-2-methylpropanoyl-CoA,english,,DB04045
Methylmalonyl-coenzyme A,english,,DB04045
2-Amino-4-hydroxy-6-hydroxymethylpteridine pyrophosphate,english,,DB04047
5-Phenylvaleric acid,english,,DB04051
Benzenepentanoic-acid,english,,DB04051
Phenylpentanoic acid,english,,DB04051
Phenylvaleric acid,english,,DB04051
δ-phenylvaleric acid,english,,DB04051
"1-Hydroxy-3,4-dimethylbenzene",english,,DB04052
"1,3,4-Xylenol",english,,DB04052
"3,4-Dimethylphenol",english,,DB04052
"3,4-DMP",english,,DB04052
"4,5-Dimethylphenol",english,,DB04052
Hypophosphite ion,english,,DB04053
"beta-DADF, MSA, multisubstrate adduct inhibitor",english,,DB04057
"β-DADF, MSA, multisubstrate adduct inhibitor",english,,DB04057
(-)-N-Carbamoylphenylalanine,english,,DB04058
N-(Aminocarbonyl)-L-phenylalanine,english,,DB04058
β-D-Fuc,english,,DB04062
β-D-fucose,english,,DB04062
(S)-2-Methylleucine,english,,DB04063
2-Methyl-L-leucine,english,,DB04063
(2E)-3-(4-hydroxyphenyl)acrylic acid,english,,DB04066
(E)-3-(4-hydroxyphenyl)-2-propenoic acid,english,,DB04066
(E)-p-coumaric acid,english,,DB04066
(E)-p-hydroxycinnamic acid,english,,DB04066
4-coumaric acid,english,,DB04066
4-Hydroxycinnamic acid,english,,DB04066
4'-hydroxycinnamic acid,english,,DB04066
naringeninic acid,english,,DB04066
p-Coumaric acid,english,,DB04066
para-Coumaric Acid,english,,DB04066
trans-4-coumaric acid,english,,DB04066
trans-4-hydroxycinnamic acid,english,,DB04066
trans-p-coumaric acid,english,,DB04066
trans-p-coumarinic acid,english,,DB04066
trans-p-Hydroxycinnamate,english,,DB04066
trans-p-hydroxycinnamic acid,english,,DB04066
FUDP,english,,DB04068
2-Keto-3-methylbutyric acid,english,,DB04074
2-Ketoisovaleric acid,english,,DB04074
2-Ketovaline,english,,DB04074
2-Oxo-3-methylbutanoic acid,english,,DB04074
3-Methyl-2-oxobutanoate,english,,DB04074
3-Methyl-2-oxobutanoic acid,english,iupac,DB04074
3-Methyl-2-oxobutyric acid,english,,DB04074
alpha-Ketovaline,english,,DB04074
Dimethylpyruvic acid,english,,DB04074
Isopropylglyoxylic acid,english,,DB04074
α-keto-isovaleric acid,english,,DB04074
α-oxo-β-methylbutyricacid,english,,DB04074
α-oxoisovaleric acid,english,,DB04074
(S)-2-amino-6-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-4-pyridine)methyleneamino]hexanoic acid,english,,DB04083
N6-((3-Hydroxy-2-methyl-5-((phosphonooxy)methyl)-4-pyridinyl)methylene)-L-lysine,english,,DB04083
2-deoxy-2-fluoro-alpha-D-mannose,english,,DB04084
"N,N'-(Oxydimethylene)dimaleimide",english,,DB04085
"2,5-Cyclohexadiene-1,4-dione, 2,5-bis(1-aziridinyl)-3-(hydroxymethyl)-6-methyl-",english,,DB04090
n-Undecanal,english,,DB04093
Undecanal,english,,DB04093
Undecanaldehyde,english,,DB04093
Undecyl aldehyde,english,,DB04093
Undecylaldehyde,english,,DB04093
Undecylic aldehyde,english,,DB04093
3-Oxo-1-butanol,english,,DB04094
3-Oxobutanol,english,,DB04094
4-Hydroxy-2-butanone,english,,DB04094
Methylolacetone,english,,DB04094
Monomethylolacetone,english,,DB04094
UDP-4-fluoro-4-deoxy-alpha-D-glucose,english,,DB04097
3-methyl-3H-adenine,english,,DB04104
3-methyladenine,english,,DB04104
6-amino-3-methylpurine,english,,DB04104
(+-)-Diethyl (1-(3-(2-chloroethyl)-3-nitrosoureido)ethyl)phosphonate,english,,DB04106
Diethyl-1-(3-(2-chloroethyl)-3-nitrosoureido)ethylphosphonate,english,,DB04106
Fotemustina,spanish,,DB04106
Fotemustine,english,inn/ban,DB04106
Fotemustinum,latin,,DB04106
Mustoforan,english,,DB04106
2-Nitro-4-methylphenol,english,,DB04110
2-Nitro-P-cresol,english,,DB04110
o-Nitro-p-cresol,english,,DB04110
1-Octadecyl-2-acetamido-2-deoxy-SN-glycerol-3-phosphoethylmethyl sulfide,english,,DB04112
1-Formylpiperidine,english,,DB04113
1-Piperidinecarboxaldehyde,english,,DB04113
Formylpiperidine,english,,DB04113
Piperidinoformamide,english,,DB04113
6-O-β-D-galactopyranosyl-D-glucopyranose,english,,DB04116
Guanosine 3'-(dihydrogen phosphate) 5'-(trihydrogen diphosphate),english,,DB04121
6-H2PO3Glcβ,english,,DB04122
6-O-phosphono-β-D-glucopyranose,english,,DB04122
beta-D-glucose 6-(dihydrogen phosphate),english,,DB04122
beta-D-Glucose 6-phosphic acid,english,,DB04122
beta-D-glucose-6-phosphate,english,,DB04122
β-D-glucose 6-phosphate,english,,DB04122
1-methylmocimycin,english,,DB04124
Goldinodox,english,,DB04124
Goldinomycin,english,,DB04124
5-O-phosphono-β-D-arabinofuranose,english,,DB04127
β-D-arabinofuranose 5-phosphate,english,,DB04127
"1-Deoxy-1-[(5-nitroso-2,6-dioxo-1,2,3,6-tetrahydro-4-pyrimidinyl)amino]-D-ribitol",english,,DB04128
"beta-(2,4-Dihydroxypyrimidin-1-yl)alanine",english,,DB04129
Hexylglutathione,english,,DB04132
S-Hexyl-glutathione,english,,DB04132
S-Hexyl-L-glutathione,english,,DB04132
"(4S)-5-Fluoro-4-hydroxy-3,4-dihydropyrimidin-2(1H)-one",english,,DB04135
"2,4-Dinitro,5-[bis(2-bromoethyl)amino]-N-(2',3'-dioxopropyl)benzamide",english,,DB04138
3-pyridinemethanol,english,,DB04145
beta-pyridylcarbinol,english,,DB04145
Nicotinic alcohol,english,,DB04145
Pyridylcarbinol,english,,DB04145
Pyridylmethanol,english,,DB04145
Dimethylaurylamine oxide,english,,DB04147
Dimethyldodecylamine N-oxide,english,,DB04147
Dimethyldodecylamine oxide,english,,DB04147
Dodecyl(dimethyl)amine oxide,english,,DB04147
Dodecyldimethylamine oxide,english,,DB04147
Lauramine oxide,english,,DB04147
Lauryl dimethylamine-N-oxide,english,,DB04147
lauryldimethylamine N-oxide,english,,DB04147
Lauryldimethylamine oxide,english,,DB04147
n-Dodecyldimethylamine oxide,english,,DB04147
"N,N-Dimethyldodecylamine oxide",english,,DB04147
(−)-rolipram,english,,DB04149
(R)-(-)-rolipram,english,,DB04149
(R)-(−)-rolipram,english,,DB04149
(R)-4-(3-Cyclopentyloxy-4-methoxy-phenyl)-pyrrolidin-2-one,english,,DB04149
R-rolipram,english,,DB04149
(2S)-2-amino-3-(1-methyl-1H-imidazol-4-yl)propanoic acid,english,,DB04151
1-methyl-L-histidine,english,,DB04151
N(tele)-methyl-L-histidine,english,,DB04151
Pi-methylhistidine,english,,DB04151
acide diphosphorique,french,,DB04160
Diphosphoric acid,english,,DB04160
Diphosphorsäure,german,,DB04160
Pyrophosphorsäure,german,,DB04160
Propanimidic acid,english,,DB04161
Propionic acid amide,english,,DB04161
Propionic amide,english,,DB04161
Valpromida,spanish,,DB04165
2-Aminobenzoesäure,german,,DB04166
2-aminobenzoic acid,english,iupac,DB04166
2-carboxyaniline,english,,DB04166
o-Aminobenzoesäure,german,,DB04166
o-Aminobenzoic acid,english,,DB04166
o-carboxyaniline,english,,DB04166
Vitamin L1,english,,DB04166
N-acetyl-L-glutamine,english,,DB04167
Bropirimina,spanish,,DB04168
Bropirimine,english,inn/ban/usan,DB04168
Bropiriminum,latin,,DB04168
Cerberigenin,english,,DB04177
Echujetin,english,,DB04177
Evonogenin,english,,DB04177
Thevetigenin,english,,DB04177
1-benzofuran,english,,DB04179
Coumaron,english,,DB04179
Coumarone,english,,DB04179
Cumarone,english,,DB04179
(S)-2-Aminopentanoic acid,english,,DB04185
2-Aminopentanoic acid,english,,DB04185
2-Aminovaleric acid,english,,DB04185
L-2-aminopentanoic acid,english,,DB04185
L-2-Aminovaleric acid,english,,DB04185
L-Norvaline,english,,DB04185
L-N2-(2-Carboxyethyl)arginine,english,,DB04189
N2-(2-Carboxyethyl)-L-arginine,english,,DB04189
N2-(2-carboxyethyl)arginine,english,,DB04189
N2-(carboxyethyl)-L-arginine,english,,DB04189
"N,N',N''-triacetyl chitotriose β-anomer",english,,DB04194
"β-N,N',N''-triacetylchitotriose",english,,DB04194
(−)-matairesinol,english,,DB04200
"3R,4R-Bis((4-hydroxy-3-methoxyphenyl)methyl)dihydro-2(3H)-furanone",english,,DB04200
Artigenin congener,english,,DB04200
Matairesinol,english,,DB04200
L-7-azatryptophan,english,,DB04206
epsilon-N-(L-Glutar-2-yl)-L-lysine,english,,DB04207
N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid,english,,DB04207
"N6-(L-1,3-Dicarboxypropyl)-L-lysine",english,,DB04207
Saccharopine,english,,DB04207
"3-(3,4-dimethoxyphenyl)propionic acid",english,,DB04208
"3,4-dimethoxy-α-β-dihydrocinnamic acid",english,,DB04208
"1,1'-(1,10-Decanediyl)bis(4-amino-2-methylquinolinium) dichloride",english,,DB04209
"1,1'-Decamethylenebis(4-aminoquinaldinium chloride)",english,,DB04209
Decamethylenebis(4-aminoquinaldinium chloride),english,,DB04209
"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one",english,,DB04216
"3,3',4',5,7-pentahydroxyflavone",english,,DB04216
"3,5,7,3',4'-Pentahydroxyflavone",english,,DB04216
Sophoretin,english,,DB04216
Xanthaurine,english,,DB04216
(2S)-2-Amino-3-butynoic acid,english,,DB04217
Didecyl-dimethyl-ammonium,english,,DB04221
Didecyldimethylammonium cation,english,,DB04221
Didecyldimethylammonium ion,english,,DB04221
Didecyldimonium,english,,DB04221
Esparsomicina,spanish,inn,DB04222
Sparsomycin,english,inn/usan,DB04222
Sparsomycine,french,inn,DB04222
Sparsomycinum,latin,inn,DB04222
L-NNA,english,,DB04223
N(gamma)-nitro-L-arginine,english,,DB04223
Ngamma-Nitro-L-arginine,english,,DB04223
omega-Nitroarginine,english,,DB04223
"(6R)-5-Acetamido-6-[(1R,2R)-3-amino-1,2-dihydroxypropyl]-2,6-anhydro-3,5-dideoxy-L-threo-hex-2-enonic acid",english,,DB04227
"(S)-3,5-dihydroxyphenylglycine",english,,DB04228
"3,5-Dihydroxy-L-phenylglycine",english,,DB04228
DHPG,english,,DB04228
"L-3,5-Dihydroxyphenylglycine",english,,DB04228
S-DHPG,english,,DB04228
"1,2-HYDRO-1-OXY-3,4-HYDRO-3-(1-METHOXY-2-OXY-3,4-DIHYDROXYPENTYL)-8,9-DIHYDROXY-7-(SEC-BUTYL)-ANTHRACENE",english,,DB04240
4-carboxyphenol,english,,DB04242
p-Hydroxybenzoic acid,english,,DB04242
p-salicylic acid,english,,DB04242
5-methyl-5'-uridylic acid,english,,DB04243
5-methyluridine 5'-monophosphate,english,,DB04243
5-methyluridine 5'-phosphate,english,,DB04243
ribo-TMP,english,,DB04243
ribosylthymidine 5'-monophosphate,english,,DB04243
ribosylthymidine 5'-phosphate,english,,DB04243
ribosylthymine 5'-monophosphate,english,,DB04243
ribosylthymine 5'-phosphate,english,,DB04243
ribothymidine 5'-phosphate,english,,DB04243
rTMP,english,,DB04243
"beta-1,4-galactotrioside",english,,DB04248
β-D-Gal-(1→4)-β-D-Gal-(1→4)-β-D-Gal,english,,DB04248
β-D-galactosyl-(1→4)-β-D-galactosyl-(1→4)-β-D-galactose,english,,DB04248
β-D-Galp-(1→4)-β-D-Galp-(1→4)-β-D-Galp,english,,DB04248
2-Ureidobutanedioic acid,english,,DB04252
L-N-Carbamoylaspartic acid,english,,DB04252
N-Carbamoyl-S-aspartic acid,english,,DB04252
N-Carbamoylaspartic acid,english,,DB04252
Ureidosuccinic acid,english,,DB04252
"[5-(2-hydroxy-indan-1-ylcarbamoyl)-3,4-dihydroxy-2,5-[dibenzyl-oxy]-pentanoyl]-valinyl-amido-methane",english,,DB04255
(+)-MCPG,english,,DB04256
(+)-α-methyl-4-carboxyphenylglycine,english,,DB04256
(S)-(+)-α-amino-4-carboxy-2-methylbenzeneacetic,english,,DB04256
(S)-(+)-α-methyl-4-carboxyphenylglycine,english,,DB04256
(S)-a-methyl-4-carboxyphenylglycine,english,,DB04256
(S)-MCPG,english,,DB04256
(S)-α-methyl-4-carboxyphenylglycine,english,,DB04256
(9Z)-hexadecenoic acid,english,,DB04257
(Z)-9-hexadecenoic acid,english,,DB04257
(Z)-hexadec-9-enoic acid,english,,DB04257
9-cis-hexadecenoic acid,english,,DB04257
cis-9-Hexadecenoic acid,english,,DB04257
palmitolinoleic acid,english,,DB04257
zoomaric acid,english,,DB04257
"(5Z,7E,22E,24E)-(1S,3R)-26,27-dimethyl-24a-homo-9,10-seco-5,7,10(19),22,24-cholestapentaene-1,3,25-triol",english,,DB04258
Seocalcitol,english,inn/ban,DB04258
(-)-N-acetyl-beta-neuraminic acid,english,,DB04265
beta-sialic acid,english,,DB04265
N-acetyl-beta-D-neuraminic acid,english,,DB04265
N-acetyl-β-neuraminic acid,english,,DB04265
β-Neu5Ac,english,,DB04265
"2,6-dicarboxypyridine",english,,DB04267
"2,6-Dipicolinic acid",english,,DB04267
"2,6-pyridinedicarboxylic acid",english,,DB04267
Methyl-umbellifertl-N-acetyl-chitotriose,english,,DB04268
"2-hydroxy-1,2,3-propanetricarboxyic acid",english,,DB04272
2-Hydroxytricarballylic acid,english,,DB04272
"3-carboxy-3-hydroxypentane-1,5-dioic acid",english,,DB04272
ácido cítrico,spanish,,DB04272
Acidum citricum,latin,,DB04272
Anhydrous citric acid,english,,DB04272
Citric acid monoglyceride,english,,DB04272
"Citric Acid, Anhydrous",english,,DB04272
"Citric acid,anhydrous",english,,DB04272
Citronensäure,german,,DB04272
(-)-7-Hydroxyflavanone,english,,DB04274
N-(2-(5-Hydroxy-1H-indol-3-yl)ethyl)acetamide,english,,DB04275
N-acetyl serotonin,english,,DB04275
N-Acetyl-5-hydroxytryptamine,english,,DB04275
N-{(2R)-2-Cyclohexyl-2-[(diaminomethylene)amino]acetyl}glycyl-N-(3-sulfanylpropyl)-L-alaninamide,english,,DB04278
2-deoxy-2-fluoro-alpha-D-glucose,english,,DB04282
2-DEOXY-2-FLUORO-GLUCOSE,english,,DB04282
"(S)-2-carboxylato-1,1-dimethylpyrrolidinium",english,,DB04284
L-stachydrine,english,,DB04284
Methyl hygrate betaine,english,,DB04284
Methyl hygrate βine,english,,DB04284
"N,N-dimethyl-L-proline",english,,DB04284
Proline betaine,english,,DB04284
Stachydrine,english,,DB04284
β-D-ribopyranose,english,,DB04286
(S)-5-(4-Benzyloxy-phenyl)-4-(7-phenyl-heptanoylamino)-pentanoic acid,english,,DB04287
5-(4-Benzyloxyphenyl)-4S-(7-phenylheptanoylamino)pentanoic acid,english,,DB04287
(2S)-Amino(4-Hydroxyphenyl)Acetic Acid,english,,DB04291
(S)-(4-hydroxyphenyl)glycine,english,,DB04291
L-2-(p-hydroxyphenyl)glycine,english,,DB04291
L-4-hydroxyphenylglycine,english,,DB04291
N-benzoyl-N'-beta-D-glucopyranosyl urea,english,,DB04295
TSA,english,,DB04297
Xylosecarboxylic acid,english,,DB04304
(R)-(4-hydroxyphenyl)glycine,english,,DB04308
(R)-2-(4-hydroxyphenyl)glycine,english,,DB04308
(R)-alpha-Amino-4-hydroxybenzeneacetic acid,english,,DB04308
