resource,identifier,parent_key
ChEMBL,CHEMBL2103821,DB06485
ZINC,ZINC000006091380,DB06485
ChEBI,91368,DB06486
ChemSpider,153463,DB06486
BindingDB,50128285,DB06486
Wikipedia,Enzastaurin,DB06486
ChEMBL,CHEMBL300138,DB06486
ZINC,ZINC000001494900,DB06486
RxCUI,1317116,DB06493
ChemSpider,2302081,DB06494
BindingDB,50122654,DB06494
Wikipedia,Sufugolix,DB06494
ChEMBL,CHEMBL22055,DB06494
ZINC,ZINC000003842924,DB06494
ChemSpider,2272720,DB06497
BindingDB,50336345,DB06497
Wikipedia,Aplaviroc,DB06497
ChEMBL,CHEMBL1255794,DB06497
ZINC,ZINC000003990418,DB06497
ChemSpider,34662,DB06499
ChEMBL,CHEMBL2107396,DB06499
ChemSpider,11187861,DB06504
ZINC,ZINC000006119198,DB06504
ChemSpider,172029,DB06506
Wikipedia,Repinotan,DB06506
ChEMBL,CHEMBL1614652,DB06506
ZINC,ZINC000001552489,DB06506
ChemSpider,7985272,DB06508
ZINC,ZINC000003976535,DB06508
ChemSpider,178524,DB06510
BindingDB,50150998,DB06510
Wikipedia,Muraglitazar,DB06510
ChEMBL,CHEMBL186179,DB06510
ZINC,ZINC000049650290,DB06510
UniProtKB,O00300,DB06511
PubChem Compound,119590,DB06512
PubChem Substance,347827775,DB06512
ChemSpider,106785,DB06512
Wikipedia,Deramciclane,DB06512
ChEMBL,CHEMBL2104698,DB06512
ZINC,ZINC000003643198,DB06512
PubChem Compound,104826,DB06515
ChemSpider,4642871,DB06515
BindingDB,50052442,DB06515
PDB,6EU,DB06515
Wikipedia,Resiniferatoxin,DB06515
ChEMBL,CHEMBL17976,DB06515
ZINC,ZINC000004262463,DB06515
ChemSpider,9581485,DB06518
BindingDB,50341342,DB06518
PDB,3FN,DB06518
ChEMBL,CHEMBL1230122,DB06518
ZINC,ZINC000058633224,DB06518
ChemSpider,8001448,DB06519
PDB,8A7,DB06519
ChEMBL,CHEMBL3990804,DB06519
ChemSpider,138230,DB06521
BindingDB,50209683,DB06521
ChEMBL,CHEMBL184041,DB06521
ZINC,ZINC000001547338,DB06521
ChemSpider,405256,DB06523
ChEMBL,CHEMBL274536,DB06523
ZINC,ZINC000000896749,DB06523
ChemSpider,7999041,DB06525
BindingDB,10970,DB06525
ChEMBL,CHEMBL121810,DB06525
ZINC,ZINC000003814007,DB06525
ChEBI,1457,DB06527
KEGG Compound,C03349,DB06527
KEGG Drug,D06202,DB06527
ChemSpider,1584,DB06527
BindingDB,50281573,DB06527
PDB,A20,DB06527
Wikipedia,Homotaurine,DB06527
ChEMBL,CHEMBL149082,DB06527
ZINC,ZINC000001529636,DB06527
RxCUI,1374845,DB06527
ChemSpider,187602,DB06529
Wikipedia,Ocinaplon,DB06529
ChEMBL,CHEMBL2105199,DB06529
ZINC,ZINC000000005014,DB06529
ChEBI,36706,DB06530
ChemSpider,140330,DB06530
BindingDB,50241029,DB06530
PDB,RX8,DB06530
Wikipedia,Resiquimod,DB06530
ChEMBL,CHEMBL383322,DB06530
ZINC,ZINC000028572103,DB06530
ChemSpider,4586633,DB06532
Wikipedia,Pafuramidine,DB06532
ChEMBL,CHEMBL319669,DB06532
ZINC,ZINC000006482036,DB06532
RxCUI,718967,DB06532
ChemSpider,114149,DB06533
BindingDB,50126701,DB06533
ChEMBL,CHEMBL24683,DB06533
Wikipedia,Thrombopoietin,DB06534
ChEBI,135971,DB06535
ChemSpider,148944,DB06535
Wikipedia,Etilevodopa,DB06535
ChEMBL,CHEMBL1823681,DB06535
ZINC,ZINC000056897596,DB06535
RxCUI,1421444,DB06535
PubChem Compound,208901,DB06536
ChemSpider,180999,DB06536
BindingDB,28798,DB06536
PDB,AZ2,DB06536
Wikipedia,Tesaglitazar,DB06536
ChEMBL,CHEMBL282686,DB06536
ZINC,ZINC000001550769,DB06536
ChemSpider,2316732,DB06538
Wikipedia,Robalzotan,DB06538
ChEMBL,CHEMBL1628569,DB06538
ZINC,ZINC000003811952,DB06538
ChEBI,40968,DB06543
PubChem Compound,5281224,DB06543
PubChem Substance,347827776,DB06543
KEGG Compound,C08580,DB06543
ChemSpider,4444636,DB06543
PDB,AXT,DB06543
Wikipedia,Astaxanthin,DB06543
ChEMBL,CHEMBL1255871,DB06543
ZINC,ZINC000100042059,DB06543
RxCUI,18451,DB06543
Wikipedia,Gavilimomab,DB06545
ChemSpider,115805,DB06548
BindingDB,25308,DB06548
PDB,M0N,DB06548
Wikipedia,Minodronic_acid,DB06548
ChEMBL,CHEMBL319144,DB06548
ZINC,ZINC000003803518,DB06548
ChemSpider,5293490,DB06549
ChEMBL,CHEMBL2105864,DB06549
Wikipedia,Bivatuzumab,DB06550
ChEBI,34373,DB06554
PubChem Compound,3448,DB06554
PubChem Substance,175427072,DB06554
KEGG Compound,C13693,DB06554
KEGG Drug,D04282,DB06554
ChemSpider,3330,DB06554
BindingDB,82002,DB06554
Wikipedia,Gaboxadol,DB06554
ChEMBL,CHEMBL312443,DB06554
ZINC,ZINC000019795995,DB06554
ChemSpider,8005261,DB06555
BindingDB,50035105,DB06555
Wikipedia,Siramesine,DB06555
ChEMBL,CHEMBL61479,DB06555
ZINC,ZINC000001533883,DB06555
Wikipedia,Lerdelimumab,DB06557
PubChem Compound,151174,DB06558
ChemSpider,133242,DB06558
BindingDB,50143800,DB06558
Wikipedia,Tezosentan,DB06558
ChEMBL,CHEMBL61780,DB06558
ZINC,ZINC000003954692,DB06558
ChEMBL,CHEMBL2108614,DB06559
Wikipedia,Pascolizumab,DB06560
ChemSpider,8138385,DB06569
Wikipedia,P57,DB06569
ZINC,ZINC000255201631,DB06569
ChemSpider,8089530,DB06573
BindingDB,50108168,DB06573
ChEMBL,CHEMBL76222,DB06573
ZINC,ZINC000003939175,DB06573
ChemSpider,168312,DB06575
ChEMBL,CHEMBL2107301,DB06575
ZINC,ZINC000005457090,DB06575
ChemSpider,5293528,DB06578
ChEMBL,CHEMBL318191,DB06578
ZINC,ZINC000003823813,DB06578
PubChem Compound,11198924,DB06579
PubChem Substance,347827777,DB06579
ChemSpider,9373993,DB06579
Wikipedia,Adipiplon,DB06579
ChEMBL,CHEMBL2103791,DB06579
ZINC,ZINC000030691732,DB06579
ChemSpider,54737,DB06580
Wikipedia,Celgosivir,DB06580
ChEMBL,CHEMBL2110737,DB06580
ZINC,ZINC000003797478,DB06580
ChEBI,65484,DB06581
PubChem Compound,457928,DB06581
PubChem Substance,175427073,DB06581
ChemSpider,403003,DB06581
BindingDB,50050955,DB06581
Wikipedia,Bevirimat,DB06581
ChEMBL,CHEMBL404519,DB06581
ZINC,ZINC000003936686,DB06581
ChemSpider,176802,DB06582
ChEMBL,CHEMBL2107331,DB06582
ZINC,ZINC000000608106,DB06582
ChemSpider,184735,DB06585
BindingDB,50417007,DB06585
ChEMBL,CHEMBL1255582,DB06585
ChEBI,134721,DB06586
PubChem Compound,9952916,DB06586
ChemSpider,8128526,DB06586
Wikipedia,Cetilistat,DB06586
ChEMBL,CHEMBL2103825,DB06586
ZINC,ZINC000014128264,DB06586
ChemSpider,5293473,DB06587
BindingDB,85390,DB06587
Wikipedia,Mitemcinal,DB06587
ChEMBL,CHEMBL2110756,DB06587
ZINC,ZINC000085537008,DB06587
ChemSpider,32698072,DB06588
Drugs Product Database (DPD),20595,DB06589
ChEBI,71219,DB06589
PubChem Compound,10113978,DB06589
PubChem Substance,175427074,DB06589
KEGG Drug,D05380,DB06589
ChemSpider,8289501,DB06589
BindingDB,26474,DB06589
Wikipedia,Pazopanib,DB06589
ChEMBL,CHEMBL477772,DB06589
ZINC,ZINC000011617039,DB06589
RxCUI,714438,DB06589
ChEBI,70718,DB06590
PubChem Compound,9852981,DB06590
PubChem Substance,175427075,DB06590
KEGG Drug,D08884,DB06590
ChemSpider,8028692,DB06590
Wikipedia,Ceftaroline_fosamil,DB06590
ChEMBL,CHEMBL501122,DB06590
RxCUI,1040004,DB06590
ChEBI,134990,DB06594
PubChem Compound,82148,DB06594
PubChem Substance,175427076,DB06594
KEGG Drug,D02578,DB06594
ChemSpider,74141,DB06594
BindingDB,50035179,DB06594
PharmGKB,PA165958363,DB06594
PDB,AWY,DB06594
Wikipedia,Agomelatine,DB06594
ChEMBL,CHEMBL10878,DB06594
ZINC,ZINC000000005608,DB06594
Drugs Product Database (DPD),22883,DB06595
ChEBI,63452,DB06595
PubChem Compound,9829523,DB06595
PubChem Substance,347827778,DB06595
KEGG Drug,D05029,DB06595
ChemSpider,8005258,DB06595
BindingDB,50326053,DB06595
PDB,2K2,DB06595
Wikipedia,Midostaurin,DB06595
ChEMBL,CHEMBL608533,DB06595
ZINC,ZINC000100013130,DB06595
RxCUI,1919083,DB06595
ChemSpider,5293543,DB06597
BindingDB,50200937,DB06597
Wikipedia,Estradiol_sulfamate,DB06597
ChEMBL,CHEMBL219321,DB06597
ZINC,ZINC000003825544,DB06597
ChemSpider,5293605,DB06598
PharmGKB,PA166119001,DB06598
Wikipedia,Brostallicin,DB06598
ChEMBL,CHEMBL1189025,DB06598
ZINC,ZINC000003979512,DB06598
Wikipedia,Lexatumumab,DB06599
ChEBI,136053,DB06600
ChemSpider,10166207,DB06600
Wikipedia,Nemonoxacin,DB06600
ChEMBL,CHEMBL1213456,DB06600
ZINC,ZINC000040435195,DB06600
Drugs Product Database (DPD),22734,DB06602
PubChem Substance,347910352,DB06602
Wikipedia,Reslizumab,DB06602
RxCUI,1746889,DB06602
ChEBI,85990,DB06603
PubChem Compound,6918837,DB06603
PubChem Substance,310264874,DB06603
KEGG Drug,D10019,DB06603
ChemSpider,5294028,DB06603
BindingDB,29589,DB06603
PharmGKB,PA166161307,DB06603
PDB,LBH,DB06603
Wikipedia,Panobinostat,DB06603
ChEMBL,CHEMBL483254,DB06603
ZINC,ZINC000022010649,DB06603
RxCUI,1603350,DB06603
ChemSpider,7999878,DB06604
ChEMBL,CHEMBL3187812,DB06604
ZINC,ZINC000003928701,DB06604
Drugs Product Database (DPD),21078,DB06605
ChEBI,72296,DB06605
PubChem Compound,10182969,DB06605
PubChem Substance,175427077,DB06605
KEGG Drug,D03213,DB06605
ChemSpider,8358471,DB06605
BindingDB,19023,DB06605
PharmGKB,PA166163740,DB06605
PDB,GG2,DB06605
Wikipedia,Apixaban,DB06605
ChEMBL,CHEMBL231779,DB06605
ZINC,ZINC000011677837,DB06605
RxCUI,1364430,DB06605
Wikipedia,Teplizumab,DB06606
Drugs Product Database (DPD),21300,DB06607
Wikipedia,Catumaxomab,DB06607
ChEBI,141487,DB06608
ChemSpider,103196,DB06608
PharmGKB,PA166115580,DB06608
Wikipedia,Tafenoquine,DB06608
ChEMBL,CHEMBL298470,DB06608
RxCUI,2054023,DB06608
ChemSpider,187565,DB06609
ChEMBL,CHEMBL2107763,DB06609
ZINC,ZINC000031597280,DB06609
ChemSpider,17288151,DB06610
ChEMBL,CHEMBL1615933,DB06610
KEGG Drug,D05393,DB06611
Wikipedia,Pegsunercept,DB06611
Drugs Product Database (DPD),12884,DB06612
PubChem Substance,347910353,DB06612
KEGG Drug,D04923,DB06612
Wikipedia,Mepolizumab,DB06612
RxCUI,1720597,DB06612
Drugs Product Database (DPD),22839,DB06614
ChEBI,85202,DB06614
PubChem Compound,154234,DB06614
PubChem Substance,175427078,DB06614
ChemSpider,135903,DB06614
BindingDB,5024,DB06614
PDB,BCZ,DB06614
Wikipedia,Peramivir,DB06614
ChEMBL,CHEMBL139367,DB06614
ZINC,ZINC000003981610,DB06614
RxCUI,619693,DB06614
Drugs Product Database (DPD),22234,DB06616
ChEBI,39112,DB06616
PubChem Compound,5328940,DB06616
PubChem Substance,175427079,DB06616
KEGG Drug,D03252,DB06616
ChemSpider,4486102,DB06616
BindingDB,4552,DB06616
PDB,DB8,DB06616
Wikipedia,Bosutinib,DB06616
ChEMBL,CHEMBL288441,DB06616
ZINC,ZINC000022448983,DB06616
RxCUI,1307619,DB06616
ChemSpider,8082975,DB06618
BindingDB,50338990,DB06618
Wikipedia,Cutamesine,DB06618
ChEMBL,CHEMBL408867,DB06618
ZINC,ZINC000022012325,DB06618
ChemSpider,110576,DB06619
Wikipedia,Amdoxovir,DB06619
ChEMBL,CHEMBL458876,DB06619
ZINC,ZINC000003919810,DB06619
ChemSpider,139676,DB06620
Wikipedia,Aplindore,DB06620
ChEMBL,CHEMBL2110659,DB06620
ChemSpider,8011902,DB06622
ZINC,ZINC000006067655,DB06622
ChEBI,94646,DB06623
PubChem Compound,53276,DB06623
PubChem Substance,175427080,DB06623
KEGG Drug,D07978,DB06623
ChemSpider,48119,DB06623
BindingDB,81199,DB06623
PharmGKB,PA166152829,DB06623
Wikipedia,Flupirtine,DB06623
ChEMBL,CHEMBL255044,DB06623
ZINC,ZINC000000001473,DB06623
RxCUI,25193,DB06623
ChemSpider,9401143,DB06624
BindingDB,50200841,DB06624
PDB,7DY,DB06624
Wikipedia,Taranabant,DB06624
ChEMBL,CHEMBL220360,DB06624
ZINC,ZINC000028701758,DB06624
ChemSpider,10620930,DB06625
BindingDB,50254013,DB06625
PDB,9XT,DB06625
ChEMBL,CHEMBL447664,DB06625
ZINC,ZINC000040863182,DB06625
Drugs Product Database (DPD),21398,DB06626
ChEBI,66910,DB06626
PubChem Compound,6450551,DB06626
PubChem Substance,347827779,DB06626
KEGG Drug,D03218,DB06626
ChemSpider,4953153,DB06626
BindingDB,25117,DB06626
PharmGKB,PA164924493,DB06626
PDB,AXI,DB06626
Wikipedia,Axitinib,DB06626
ChEMBL,CHEMBL1289926,DB06626
ZINC,ZINC000003816287,DB06626
RxCUI,1242999,DB06626
ChEBI,94573,DB06629
ChemSpider,8085875,DB06629
Wikipedia,Zibotentan,DB06629
ChEMBL,CHEMBL1628688,DB06629
ZINC,ZINC000001491485,DB06629
ChemSpider,9731205,DB06630
BindingDB,50348228,DB06630
Wikipedia,Anacetrapib,DB06630
ChEMBL,CHEMBL1800807,DB06630
ZINC,ZINC000068087592,DB06630
ChemSpider,97129,DB06633
Wikipedia,NCT,DB06633
ChEMBL,CHEMBL539204,DB06633
ZINC,ZINC000005113729,DB06633
ChEBI,135967,DB06634
ChemSpider,8092668,DB06634
BindingDB,50336575,DB06634
PharmGKB,PA166129533,DB06634
Wikipedia,Casopitant,DB06634
ChEMBL,CHEMBL1672054,DB06634
ZINC,ZINC000042856596,DB06634
PubChem Compound,5496659,DB06635
ChemSpider,4593439,DB06635
BindingDB,50114539,DB06635
Wikipedia,Otamixaban,DB06635
ChEMBL,CHEMBL46618,DB06635
ZINC,ZINC000001908051,DB06635
Drugs Product Database (DPD),23026,DB06636
ChEBI,85978,DB06636
PubChem Compound,6918606,DB06636
PubChem Substance,310264875,DB06636
KEGG Drug,D10643,DB06636
ChemSpider,5293801,DB06636
Wikipedia,Isavuconazonium,DB06636
ChEMBL,CHEMBL1183349,DB06636
RxCUI,1608322,DB06636
Drugs Product Database (DPD),21173,DB06637
ChEBI,34385,DB06637
PubChem Compound,1727,DB06637
PubChem Substance,175427081,DB06637
KEGG Compound,C13728,DB06637
KEGG Drug,D04127,DB06637
ChemSpider,1664,DB06637
BindingDB,10458,DB06637
PharmGKB,PA166123389,DB06637
Wikipedia,4-Aminopyridine,DB06637
ChEMBL,CHEMBL284348,DB06637
ZINC,ZINC000000599985,DB06637
RxCUI,897018,DB06637
ChemSpider,9810507,DB06638
ChEMBL,CHEMBL3989407,DB06638
ChemSpider,8129643,DB06640
Wikipedia,Fispemifene,DB06640
ChEMBL,CHEMBL2107341,DB06640
ChEBI,67272,DB06641
ChemSpider,130628,DB06641
BindingDB,50431630,DB06641
Wikipedia,Perifosine,DB06641
ChEMBL,CHEMBL372764,DB06641
Drugs Product Database (DPD),20570,DB06643
PubChem Substance,347910354,DB06643
KEGG Drug,D03684,DB06643
PharmGKB,PA166048634,DB06643
Wikipedia,Denosumab,DB06643
ChEMBL,CHEMBL1237023,DB06643
RxCUI,993449,DB06643
ChemSpider,8004650,DB06645
Wikipedia,Anamorelin,DB06645
ChEMBL,CHEMBL2110579,DB06645
ZINC,ZINC000043130908,DB06645
Wikipedia,Volociximab,DB06647
ChemSpider,4676525,DB06649
BindingDB,161094,DB06649
ChEMBL,CHEMBL2107771,DB06649
ZINC,ZINC000072190123,DB06649
Drugs Product Database (DPD),21236,DB06650
PubChem Substance,347910355,DB06650
KEGG Drug,D09314,DB06650
Wikipedia,Ofatumumab,DB06650
ChEMBL,CHEMBL1201836,DB06650
RxCUI,712566,DB06650
ChemSpider,17295207,DB06651
ChEBI,94843,DB06652
ChemSpider,2278662,DB06652
BindingDB,50145685,DB06652
Wikipedia,Vicriviroc,DB06652
ChEMBL,CHEMBL82301,DB06652
ZINC,ZINC000022010579,DB06652
Drugs Product Database (DPD),23038,DB06654
ChEBI,134718,DB06654
PubChem Compound,131682,DB06654
PubChem Substance,347827780,DB06654
ChemSpider,116349,DB06654
BindingDB,50078694,DB06654
Wikipedia,Safinamide,DB06654
ChEMBL,CHEMBL396778,DB06654
ZINC,ZINC000053084692,DB06654
RxCUI,1922448,DB06654
Drugs Product Database (DPD),20592,DB06655
ChEBI,71193,DB06655
PubChem Substance,347910356,DB06655
KEGG Drug,D06404,DB06655
PharmGKB,PA165958364,DB06655
UniProtKB,P01275,DB06655
Wikipedia,Liraglutide,DB06655
ChEMBL,CHEMBL1201866,DB06655
RxCUI,475968,DB06655
ChemSpider,154057,DB06656
ChEMBL,CHEMBL573352,DB06656
ZINC,ZINC000003813525,DB06656
ChemSpider,5293499,DB06657
ChEMBL,CHEMBL471638,DB06657
ZINC,ZINC000001540787,DB06657
ChemSpider,32702297,DB06659
ChemSpider,94726,DB06660
BindingDB,50071484,DB06660
Wikipedia,Saredutant,DB06660
ChEMBL,CHEMBL308148,DB06660
ZINC,ZINC000003927605,DB06660
Wikipedia,Abetimus,DB06662
RxCUI,1311600,DB06662
Drugs Product Database (DPD),22149,DB06663
ChEBI,72312,DB06663
PubChem Compound,9941444,DB06663
PubChem Substance,175427082,DB06663
KEGG Drug,D10147,DB06663
ChemSpider,8117062,DB06663
Wikipedia,Pasireotide,DB06663
ChEMBL,CHEMBL3349607,DB06663
RxCUI,1364105,DB06663
ChemSpider,151067,DB06666
BindingDB,50065115,DB06666
Wikipedia,Lixivaptan,DB06666
ChEMBL,CHEMBL49429,DB06666
ZINC,ZINC000000600399,DB06666
ChEBI,134082,DB06669
ChemSpider,23936921,DB06669
ZINC,ZINC000013492624,DB06669
PubChem Compound,10152654,DB06670
PubChem Substance,347827781,DB06670
ChemSpider,8328162,DB06670
BindingDB,50255753,DB06670
Wikipedia,Odanacatib,DB06670
ChEMBL,CHEMBL481611,DB06670
ZINC,ZINC000042893657,DB06670
ChemSpider,21377865,DB06673
BindingDB,50292929,DB06673
Wikipedia,Almorexant,DB06673
ChEMBL,CHEMBL455136,DB06673
ZINC,ZINC000035953488,DB06673
Drugs Product Database (DPD),20450,DB06674
PubChem Substance,347910358,DB06674
KEGG Drug,D04358,DB06674
Wikipedia,Golimumab,DB06674
ChEMBL,CHEMBL1201833,DB06674
RxCUI,819300,DB06674
ChemSpider,4938283,DB06677
BindingDB,50066370,DB06677
ChEMBL,CHEMBL109648,DB06677
ZINC,ZINC000003939238,DB06677
PubChem Compound,3085218,DB06678
PubChem Substance,310264876,DB06678
ChemSpider,2342166,DB06678
Wikipedia,Esmirtazapine,DB06678
ChEMBL,CHEMBL1366933,DB06678
ZINC,ZINC000000968310,DB06678
ChemSpider,7851660,DB06680
PDB,AS0,DB06680
Wikipedia,Asoprisnil,DB06680
ChEMBL,CHEMBL267431,DB06680
ZINC,ZINC000003936191,DB06680
PubChem Substance,347910359,DB06681
KEGG Drug,D03222,DB06681
Wikipedia,Belatacept,DB06681
ChEMBL,CHEMBL1742990,DB06681
RxCUI,1112973,DB06681
ChEBI,76254,DB06682
KEGG Drug,D09568,DB06682
ChemSpider,8060316,DB06682
Wikipedia,Naproxcinod,DB06682
ChEMBL,CHEMBL2103831,DB06682
ZINC,ZINC000001541804,DB06682
ChEBI,135964,DB06683
ChemSpider,65894,DB06683
Wikipedia,Clevudine,DB06683
ChEMBL,CHEMBL458875,DB06683
ZINC,ZINC000000001484,DB06683
Drugs Product Database (DPD),22626,DB06684
ChEBI,70707,DB06684
PubChem Compound,6918314,DB06684
PubChem Substance,175427083,DB06684
KEGG Drug,D09698,DB06684
ChemSpider,5293518,DB06684
BindingDB,50151982,DB06684
Wikipedia,Vilazodone,DB06684
ChEMBL,CHEMBL439849,DB06684
ZINC,ZINC000001542113,DB06684
RxCUI,1086769,DB06684
ChEBI,134738,DB06685
PubChem Compound,54677946,DB06685
PubChem Substance,347827782,DB06685
ChemSpider,11444966,DB06685
Wikipedia,Laquinimod,DB06685
ChEMBL,CHEMBL66092,DB06685
ZINC,ZINC000100004621,DB06685
PubChem Substance,347910360,DB06688
KEGG Drug,D06644,DB06688
Wikipedia,Sipuleucel-T,DB06688
ChEMBL,CHEMBL1237024,DB06688
RxCUI,997261,DB06688
Drugs Product Database (DPD),5399,DB06689
PubChem Compound,5282489,DB06689
PubChem Substance,99443246,DB06689
KEGG Drug,D02276,DB06689
ChemSpider,4445632,DB06689
PharmGKB,PA164746758,DB06689
Wikipedia,Monoethanolamine_oleate,DB06689
ChEMBL,CHEMBL3989529,DB06689
RxCUI,24460,DB06689
Drugs Product Database (DPD),2329,DB06690
ChEBI,17045,DB06690
PubChem Compound,948,DB06690
PubChem Substance,310264877,DB06690
KEGG Compound,C00887,DB06690
KEGG Drug,D00102,DB06690
ChemSpider,923,DB06690
PharmGKB,PA450645,DB06690
PDB,N2O,DB06690
Wikipedia,Nitrous_oxide,DB06690
ChEMBL,CHEMBL1234579,DB06690
RxCUI,7486,DB06690
Drugs Product Database (DPD),7155,DB06691
ChEBI,6762,DB06691
PubChem Compound,4992,DB06691
PubChem Substance,175427084,DB06691
KEGG Compound,C11798,DB06691
KEGG Drug,D08183,DB06691
ChemSpider,4818,DB06691
BindingDB,22567,DB06691
PharmGKB,PA165817939,DB06691
Wikipedia,Mepyramine,DB06691
ChEMBL,CHEMBL511,DB06691
ZINC,ZINC000019144216,DB06691
RxCUI,9009,DB06691
Drugs Product Database (DPD),11567,DB06692
Drugs Product Database (DPD),20461,DB06692
PubChem Substance,347910361,DB06692
KEGG Drug,D02971,DB06692
PharmGKB,PA448472,DB06692
Therapeutic Targets Database,DAP000185,DB06692
Wikipedia,Aprotinin,DB06692
ChEMBL,CHEMBL1201619,DB06692
RxCUI,353110,DB06692
ChEBI,34848,DB06693
PubChem Compound,64715,DB06693
PubChem Substance,99443247,DB06693
KEGG Compound,C13963,DB06693
ChemSpider,58262,DB06693
BindingDB,50011036,DB06693
PDB,2UO,DB06693
Wikipedia,Mevastatin,DB06693
ChEMBL,CHEMBL54440,DB06693
ZINC,ZINC000003833876,DB06693
Drugs Product Database (DPD),5869,DB06694
ChEBI,10082,DB06694
PubChem Compound,5709,DB06694
PubChem Substance,99443248,DB06694
KEGG Compound,C07913,DB06694
KEGG Drug,D08684,DB06694
ChemSpider,5507,DB06694
BindingDB,30703,DB06694
PharmGKB,PA165958368,DB06694
IUPHAR,517,DB06694
Guide to Pharmacology,517,DB06694
Wikipedia,Xylometazoline,DB06694
ChEMBL,CHEMBL312448,DB06694
ZINC,ZINC000000057534,DB06694
RxCUI,39841,DB06694
Drugs Product Database (DPD),20301,DB06695
ChEBI,70746,DB06695
PubChem Compound,6445226,DB06695
PubChem Substance,99443249,DB06695
KEGG Drug,D07144,DB06695
ChemSpider,4948999,DB06695
BindingDB,50432209,DB06695
PharmGKB,PA165958369,DB06695
Wikipedia,Dabigatran,DB06695
ChEMBL,CHEMBL539697,DB06695
ZINC,ZINC000003943279,DB06695
RxCUI,1037042,DB06695
ChEBI,37922,DB06696
PubChem Compound,68682,DB06696
PubChem Substance,99443250,DB06696
KEGG Drug,D07462,DB06696
ChemSpider,61936,DB06696
PharmGKB,PA165958370,DB06696
PDB,84G,DB06696
Wikipedia,Arbekacin,DB06696
ChEMBL,CHEMBL426926,DB06696
ZINC,ZINC000009575047,DB06696
RxCUI,26397,DB06696
ChEBI,195280,DB06697
PubChem Compound,68911,DB06697
PubChem Substance,99443251,DB06697
KEGG Drug,D02483,DB06697
ChemSpider,62138,DB06697
BindingDB,50022886,DB06697
PharmGKB,PA165111698,DB06697
PDB,D8Z,DB06697
Wikipedia,Artemether,DB06697
ChEMBL,CHEMBL566534,DB06697
ZINC,ZINC000014263142,DB06697
RxCUI,18343,DB06697
Drugs Product Database (DPD),9483,DB06698
ChEBI,35677,DB06698
PubChem Compound,2366,DB06698
PubChem Substance,99443252,DB06698
KEGG Drug,D07522,DB06698
ChemSpider,2276,DB06698
BindingDB,96589,DB06698
PharmGKB,PA165958372,DB06698
Wikipedia,Betahistine,DB06698
ChEMBL,CHEMBL24441,DB06698
ZINC,ZINC000001675415,DB06698
RxCUI,1511,DB06698
Drugs Product Database (DPD),20557,DB06699
ChEBI,135961,DB06699
PubChem Compound,16136245,DB06699
PubChem Substance,99443253,DB06699
KEGG Drug,D08901,DB06699
ChemSpider,17292756,DB06699
BindingDB,50102450,DB06699
PharmGKB,PA165958373,DB06699
Wikipedia,Degarelix,DB06699
ChEMBL,CHEMBL415606,DB06699
RxCUI,475230,DB06699
Drugs Product Database (DPD),20430,DB06700
ChEBI,83527,DB06700
PubChem Compound,125017,DB06700
PubChem Substance,99443254,DB06700
KEGG Drug,D07793,DB06700
ChemSpider,111300,DB06700
BindingDB,86748,DB06700
PharmGKB,PA165958374,DB06700
Wikipedia,Desvenlafaxine,DB06700
ChEMBL,CHEMBL1118,DB06700
RxCUI,734064,DB06700
ChEBI,51860,DB06701
PubChem Compound,154101,DB06701
PubChem Substance,99443255,DB06701
ChemSpider,135807,DB06701
BindingDB,50062915,DB06701
PharmGKB,PA10054,DB06701
Wikipedia,Dexmethylphenidate,DB06701
ChEMBL,CHEMBL827,DB06701
ZINC,ZINC000000896711,DB06701
RxCUI,352372,DB06701
Drugs Product Database (DPD),21178,DB06702
ChEBI,135920,DB06702
PubChem Compound,6918558,DB06702
PubChem Substance,99443256,DB06702
KEGG Drug,D07226,DB06702
ChemSpider,5293755,DB06702
PharmGKB,PA165958376,DB06702
Wikipedia,Fesoterodine,DB06702
ChEMBL,CHEMBL1201764,DB06702
ZINC,ZINC000001552908,DB06702
RxCUI,797195,DB06702
Drugs Product Database (DPD),11922,DB06703
ChEBI,68841,DB06703
PubChem Compound,70678987,DB06703
PubChem Substance,99443257,DB06703
KEGG Drug,D07420,DB06703
ChemSpider,28533281,DB06703
PharmGKB,PA165958377,DB06703
Wikipedia,Gadobutrol,DB06703
ChEMBL,CHEMBL2218860,DB06703
RxCUI,84990,DB06703
ChEBI,92769,DB06704
PubChem Compound,60860,DB06704
PubChem Substance,175427085,DB06704
KEGG Drug,D04559,DB06704
ChemSpider,54847,DB06704
Wikipedia,Iobenguane,DB06704
ChEMBL,CHEMBL818,DB06704
ZINC,ZINC000001538318,DB06704
RxCUI,14448,DB06704
Drugs Product Database (DPD),20014,DB06705
PubChem Compound,73049652,DB06705
PubChem Substance,175427086,DB06705
KEGG Drug,D04286,DB06705
ChemSpider,58829621,DB06705
PharmGKB,PA165958378,DB06705
Wikipedia,Gadofosveset,DB06705
ChEMBL,CHEMBL1908362,DB06705
RxCUI,1364289,DB06705
ChEBI,134765,DB06706
PubChem Compound,22297,DB06706
PubChem Substance,99443258,DB06706
ChemSpider,21106328,DB06706
PharmGKB,PA165958379,DB06706
Wikipedia,Isometheptene,DB06706
ChEMBL,CHEMBL1697841,DB06706
RxCUI,27946,DB06706
Drugs Product Database (DPD),5645,DB06707
ChEBI,10304,DB06707
PubChem Compound,164739,DB06707
PubChem Substance,99443259,DB06707
