brand,company,drugbank-id
Rulide D,Sanofi-Aventis,DB00778
Surlid,Sanofi-Aventis,DB00778
Tirabicin,,DB00778
Xthrocin,,DB00778
Adix,Nenza Pharma,DB00779
Curiemylon,Panion & BF,DB00779
Degram,Doctor's Chemical Works,DB00779
Delugi,Washington,DB00779
Dixicon,Jayson,DB00779
Glanega,Meider,DB00779
Gramazine,Johnson,DB00779
Gramoneg,Ranbaxy,DB00779
Huei Yi,Chen Ho,DB00779
Lisalenb,San Tong,DB00779
Litalon,Li Ta,DB00779
Nadixin,Pei Jin,DB00779
Nadon,Century,DB00779
Nagomin,Ming Ta,DB00779
Nal-acid,Farmanic Chemipharma,DB00779
Nalic,Yu Sheng,DB00779
Nalicid,Torrent,DB00779
Nalid,Square,DB00779
Nalidin,Fu Yuan,DB00779
Nalidix,Dar-Al-Dawa,DB00779
Naligram,Acme,DB00779
Nalitomylon,The Central,DB00779
Nalix,Aristopharma,DB00779
Nalixid,Zentiva,DB00779
Nalixin,Yung Sine,DB00779
Nebactil,Beximco,DB00779
Negachine,Hor Chen,DB00779
Nevigramon,Sanofi-Aventis,DB00779
Unaserus,Isei,DB00779
Wintomylon,Sanofi Aventis,DB00779
Wintorin,Sankei Yakuhin,DB00779
Youdix,Yoshindo,DB00779
Zuno-Nathasid,Yung Chang,DB00779
Margyl,DIM,DB00780
Nardelzine,Pfizer,DB00780
Ercoril,Medic,DB00782
Methaphyllin,Sannova,DB00782
Pro Banthine,Pfizer,DB00782
Prokind,Beacon,DB00782
Propanline,Chin Teng,DB00782
Propantheline,Shou Chan,DB00782
Spastheline,Sun,DB00782
Estraderm MX,Novartis,DB00783
Estraderm TTS,Novartis,DB00783
Estrofem,Novo Nordisk,DB00783
Femtrace,Warner Chilcott,DB00783
Coslan,Parke Davis,DB00784
Lysalgo,SIT,DB00784
Mefacit,SecFarm,DB00784
Parkemed,Pfizer,DB00784
Ponalar,Coronet Crown,DB00784
Ponstan Forte,Pfizer,DB00784
Ponstyl,Pfizer,DB00784
Ponstyl Fort,Pfizer,DB00784
Pontal,Daiichi Sankyo,DB00784
Tanston,Pfizer,DB00784
Unitensen,MEDA AB,DB00785
Zovir,,DB00787
Alidase,Laboratorios,DB00788
Alpoxen,Actavis,DB00788
Alpron,Aldril,DB00788
Apain,Marvic,DB00788
Apranax,Roche,DB00788
Apronax,Bayer,DB00788
Bonyl,Orion,DB00788
Bruproxen,Bruluart,DB00788
Bumaflex N,Nycomed,DB00788
Congex,Buxton,DB00788
Debril,Monserrat,DB00788
Deproxen,Drug International,DB00788
Dysmenalgit,Krewel Meuselbach,DB00788
Emox,Emo-Farm,DB00788
Emoxen,EMO,DB00788
Eurogesic,Saval,DB00788
Fabralgina,Fabra,DB00788
Feminax Ultra,Bayer,DB00788
Flogotone,Interpharma,DB00788
Gerinap,Gerard,DB00788
Honlow,Panion & BF,DB00788
Improstan,Farmacoop,DB00788
Inflamax,Farmaceutica,DB00788
Inza,Alphapharm,DB00788
Iraxen,Quilab,DB00788
Jinkangpuli,Conba,DB00788
Lexinax,Brisafarma,DB00788
Melgar,Hexa,DB00788
Messelxen,Biomep,DB00788
Mobilat,STADA,DB00788
Naprometin,Roche,DB00788
Naprosyn CR,Abdi Ibrahim,DB00788
Naprosyn EC,Roche,DB00788
Naprosyn Entero,Roche,DB00788
Naprosyn SR,Roche,DB00788
Naprosyne,Roche,DB00788
Naproval,Labinco,DB00788
Naprux,Andromaco,DB00788
Neuralprona,Lba,DB00788
Noflam,Mylan,DB00788
Nopain,Medicef,DB00788
Prexan,New Research,DB00788
Priaxen,Remedica,DB00788
Princeps,Laser ,DB00788
Pronaxen,Orion,DB00788
Proxen,Grünenthal,DB00788
Proxen S,Roche,DB00788
Proxen SR,Roche,DB00788
Releve,General Pharma,DB00788
Repro,Doctor's Chemical Works,DB00788
Reuxen,Helcor,DB00788
Riproxen,BioGenet,DB00788
Sanaprox,Perumed,DB00788
Seladin,YSP,DB00788
Servinaprox,Novartis,DB00788
Tarproxen,Polfa Tarchomin,DB00788
Ticoflex,Incepta,DB00788
Tundra,Frasca,DB00788
Xenar,Elder,DB00788
Xenar-CR,Elder,DB00788
Uracil Mustard ,Upjohn,DB00791
Azaron,Chefaro,DB00792
Pyribenzamine,Novartis,DB00792
Tripel,Corsa Industries,DB00792
Aloprogen,Westwood,DB00793
Halotex,Westwood,DB00793
Mycanden,Schering,DB00793
Mycilan,Schering-Plough,DB00793
Polik,Meiji,DB00793
Liskantin,Desitin,DB00794
Mizodin,Unia,DB00794
Mylepsinum,,DB00794
Pridona,Psicofarma,DB00794
Primid,Apsen,DB00794
Prysoline,Rekah,DB00794
Sertan,Alkaloida,DB00794
Asasurfan,Choseido Pharmaceutical,DB00795
Azulfdidina,Pfizer,DB00795
Azulfin,Apsen,DB00795
Bomecon,Fu Seng,DB00795
Colo-Pleon,Sanofi-Aventis,DB00795
Disalazin,AC Farma,DB00795
Eminapyrin,Taiyo Pharmaceutical,DB00795
Flogostop,Ivax,DB00795
Iwata,Cadila,DB00795
Lanofen,Taisho Yakuhin,DB00795
Lazafin,Novell,DB00795
Pleon,Sanofi-Aventis,DB00795
Pyralin EN,Pfizer,DB00795
Reumazin,Aristopharma,DB00795
Saaz,Ipca,DB00795
Saaz-DS,Ipca,DB00795
Salasopyrine,Upjohn,DB00795
Salazar,Cadila,DB00795
Salazidin,Helcor,DB00795
Salazine,Opsonin,DB00795
Salazopirina,Jaba Recordati,DB00795
Salazoprin,Cazi,DB00795
Salazopyrin,Pfizer,DB00795
Salazopyrin EN,Pfizer,DB00795
Salazopyrin EN-Tabs,Pharmacia,DB00795
Sulcolon,Bernofarm,DB00795
Sulfacol,Drug International,DB00795
Weiliufen,Sunve,DB00795
Zopyrin,Han Lim,DB00795
Amias,"Eureco (Netherlands), Takeda (United Kingdom)",DB00796
Blopress,Takeda,DB00796
Divascol,VUAB Pharma,DB00797
Imidalin,Astellas Pharma,DB00797
Tolazine,,DB00797
Alcomicin,,DB00798
Bristagen,,DB00798
G-Mycin,,DB00798
Genoptic,Allergan,DB00798
Gentacidin,,DB00798
Gentafair,,DB00798
Gentamar,,DB00798
Jenamicin,,DB00798
Ocu-Mycin,,DB00798
Spectro-Genta,,DB00798
U-gencin,U-Liang,DB00798
Zorac,,DB00799
Alapryl,Menarini,DB00801
Pacinone,Schering-Plough,DB00801
Paxipam,Schering-Plough,DB00801
Rapifen,Janssen,DB00802
Alfacolin,Catalysis,DB00803
Alficetin,Nova Argentia,DB00803
ColiFin,Pari Pharma,DB00803
Colimicina,Quimifar,DB00803
Colimycine,Sanofi Aventis,DB00803
Coliracin,Rafa,DB00803
Colistate,Atlantic Lab,DB00803
Colomycin,Forest,DB00803
Coly-Mycin,King Pharmaceuticals,DB00803
Diarönt mono,CNP,DB00803
Promixin,Profile Pharma,DB00803
Tadim,Allertec,DB00803
Walamycin,Wallace,DB00803
Byclomine,,DB00804
Di-Spaz,,DB00804
Dibent,,DB00804
Dilomine,,DB00804
Dyspas,Savage,DB00804
Merbentyl,Sanofi,DB00804
Cantor,Sanofi-Aventis,DB00805
Agapurin,Zentiva,DB00806
Agapurin SR,Zentiva,DB00806
An Ruo Ning,Nanjing Yaoda Bio-Pharmaceutical,DB00806
Angiopent,Helcor,DB00806
Ao Le Ni,C & O Pharmaceuticals,DB00806
Ao Nuo Hong,AosaiKang Pharmaceutical,DB00806
Aotong,Treeful Pharmaceutical,DB00806
Azupentat,,DB00806
Behrifil,Sanofi-Aventis,DB00806
Bo Shu Te,Jisheng Pharmaceutical,DB00806
Claudicat,Nycomed,DB00806
Durapental,Mylan dura,DB00806
Elorgan,Sanofi Aventis,DB00806
Endopentoksas,Endokriniai,DB00806
Pentilin,Krka,DB00806
Pentilin Retard,Krka,DB00806
Pentoflux,Bouchara-Recordati,DB00806
Pentofyllin,Sopharma,DB00806
Pentoksifilin,Panfarma,DB00806
Pentolab,Lamsa,DB00806
Pentomer,ratiopharm,DB00806
Rentylin,Amdipharm,DB00806
Torental,Sanofi-Aventis,DB00806
Trentilin Retard,Santa-Farma,DB00806
Ak-Taine,,DB00807
Diocaine,,DB00807
Ocu-Caine,,DB00807
Ophthaine,,DB00807
Spectro-Caine,,DB00807
Arifon,Servier,DB00808
Bajaten,Merck,DB00808
Fludex,Servier,DB00808
Indamol,Teofarma,DB00808
Ipamix,Visufarma,DB00808
Natrilix,Servier,DB00808
Natrix,Kyoto Yakuhin,DB00808
Noranat,Sandoz,DB00808
Tandix,Azevedos,DB00808
Tertensif,Servier,DB00808
Veroxil,Baldacci,DB00808
Better,Taiwan Biotech,DB00809
Camide,Ibn Sina,DB00809
Ciclomidrin,Latinofarma,DB00809
Dilate,Incepta,DB00809
Eyetrop,Apex,DB00809
Losemin,Oasis,DB00809
Midax,Rompharm,DB00809
Midric,Sanbe,DB00809
Minims Tropicamide,Bausch & Lomb,DB00809
Mydral,Ocusoft,DB00809
Mydramide,Fischer,DB00809
Mydriaticum,Ciba Vision,DB00809
Mydricol,Unimed,DB00809
Ocu-Tropic,Ocumed,DB00809
Tropicacyl,Akorn,DB00809
Bilino,Winston,DB00810
Ipsatol,Orion,DB00810
Rebretron,,DB00811
Ribamide,,DB00811
Vilona,Valeant,DB00811
Viramid,Il Sung,DB00811
Virazide,Grossman,DB00811
Azolid,,DB00812
Durogesic,Janssen,DB00813
Fentanest,Pfizer,DB00813
Nasalfent,Archimedes,DB00813
Rapinyl,Gedeon Richter,DB00813
Achefree,Achefree,DB00814
Acticam,Acromax Dominicana,DB00814
Aflamid,Anchor,DB00814
Afloxx,Lusa,DB00814
Aglan,Zentiva,DB00814
Ainecox,Cheminter,DB00814
Aldoron,Ivax,DB00814
Alentum,Lafrancol,DB00814
Algiflex,Biogen,DB00814
Aliviodol,Centrum,DB00814
Anaxicam,Caferma,DB00814
Anposel,Medipharm,DB00814
Antrend,Labormed,DB00814
Aponip,Pharmatec,DB00814
Areloger,Gerard,DB00814
Aremil,Magma,DB00814
Armex,Qintar Pharma,DB00814
Arrox,Xepa-Soul Pattinson,DB00814
Arsitec,Arsmedendi,DB00814
Artex,Pharmedic,DB00814
Arthrobic,Mekophar,DB00814
Arthrox,Pharmanel,DB00814
Articam,Standpharm,DB00814
Artipro,Helix,DB00814
Artriclox,Garmisch,DB00814
Artrifilm,G&R,DB00814
Artriflam,Sherfarma,DB00814
Artrilom,Pro.Med.CS,DB00814
Artrilox,Combiphar,DB00814
Artrox,PharmaBrand,DB00814
Aspicam,Biofarm,DB00814
Atiflam,Doctor Andreu,DB00814
Atrozan,Pharmstandard,DB00814
Auroxicam,Aurora,DB00814
Axius,Hersil,DB00814
Anticerumen,,DB00815
Emal 10,,DB00815
Empicol,,DB00815
Genapol LSS,,DB00815
Irium,,DB00815
Metaprel,,DB00816
Eradacil,Sanofi-Aventis,DB00817
Roxadyl,,DB00817
Anepol,Ha Na Pharm,DB00818
Anespro,Behrens,DB00818
Anesvan,Chi Sheng,DB00818
Critifol,Abbott,DB00818
Disoprivan,AstraZeneca,DB00818
Disoprofol,,DB00818
Dormofol,Actavis,DB00818
Fresofol,Boryung,DB00818
Gobbifol,Gobbi,DB00818
Hipnolam,AC Farma,DB00818
Hypro,Celon,DB00818
IV-Pro,Claris Lifesciences,DB00818
Lipuro,B. Braun Medical,DB00818
Oleo-Lax,Fada,DB00818
Plofed,Warsaw Pharmaceutical Works,DB00818
Profol,Biogalenic,DB00818
Profolen,Blausiegel,DB00818
Propofabb,Hospira,DB00818
Propofil,Alvia,DB00818
Propogen,Genepharm,DB00818
Propolipid,Fresenius,DB00818
Propovan,Bharat Serums,DB00818
Propoven,Fresenius,DB00818
Provive,AFT,DB00818
Rapinovet,,DB00818
Recofol,Bayer,DB00818
Safol,Novell,DB00818
Trivam,Hana Pharm,DB00818
Troypofol,Troikaa,DB00818
Unifol,Claris Lifesciences,DB00818
Acemit,Medphano,DB00819
Acemox,Acme,DB00819
Acetak,Akorn,DB00819
Acetamide,Micro Vision,DB00819
Acetazolamax,Pfoshen,DB00819
Azm,Ethical,DB00819
Azol,New Chemical,DB00819
Azomid,Adcock Ingram Pharmaceuticals,DB00819
Carbinib,Edol,DB00819
Défiltran,CSP,DB00819
Diabo,Raymos,DB00819
Diacarb,Polpharma,DB00819
Diamox,Sanofi Aventis,DB00819
Diamox Depot,Goldshield,DB00819
Diazomid,Sanofi-Aventis,DB00819
Diluran,Zentiva,DB00819
Diuramid,Polpharma,DB00819
Edemox,Chiesi,DB00819
Glaumox,Phebra,DB00819
Glaupax,Omnivision,DB00819
Glupax,Phebra,DB00819
Huma-Zolamide,Teva,DB00819
Iopar-SR,FDC,DB00819
Medene,Pharmaland,DB00819
Oculten,Acromax,DB00819
Ödemin,Santen,DB00819
Uramox,Taro,DB00819
Zolmide,Vista Pharma,DB00819
lmadyl,Roche,DB00821
lmafen,Roche,DB00821
Rimadyt,Roche,DB00821
Antabus,Actavis,DB00822
Antaethyl,Sanofi,DB00822
Antalcol,Sintofarm,DB00822
Anticol,Polfa Warszawa,DB00822
Antietanol,Sanofi,DB00822
Chronol,Charoon Bhesaj,DB00822
Esperal,Sanofi,DB00822
Conova,Searle,DB00823
Continuin,,DB00823
Dernulen,Searle,DB00823
Femulen,Pfizer ,DB00823
Luteonorm,,DB00823
Luto-Metrodiol,,DB00823
Metrodiol,,DB00823
Nilyph,,DB00824
Oxeze,,DB00824
Delvocid,,DB00826
Fukricin,Sanbe,DB00826
InfectoMyk,Infectopharm,DB00826
N-Mycin,Aristopharma,DB00826
Natadrops,Cipla,DB00826
Natamet,Sun,DB00826
Natamycyna,Unia,DB00826
Natezhen,Alcon,DB00826
Natoph,Ibn Sina,DB00826
Natoptic,FDC,DB00826
Optinat,Jayson,DB00826
Pimafucin,Astellas,DB00826
Pimafusin,Elder,DB00826
Pimaricin,Senju Seiyaku,DB00826
Cinobac,Oclassen,DB00827
Mecicon,Chung Mei,DB00827
Tatsulexin,Tatsumi Kagaku,DB00827
Urocinox,BioHealth Pharmaceuticals,DB00827
Veramina,Roux-Ocefa,DB00828
Diapam,Orion,DB00829
Nervium,Saba,DB00829
Relanium,GlaxoSmithKline,DB00829
Preludin,,DB00830
Eskazine,,DB00831
Eskazinyl,,DB00831
Jatroneural,,DB00831
Modalina,,DB00831
Stelazine,,DB00831
Terfluzine,,DB00831
Trifluoperaz,,DB00831
Triftazin,,DB00831
Lifene ,Debat,DB00832
Milontin,Parke-Davis,DB00832
Milonton,BCM Corporation,DB00832
Succitimal,Katwijk ,DB00832
Alenfral,Choseido Pharmaceutical,DB00833
Alfacet,Galenika,DB00833
Alfatil,Dexo,DB00833
Alfatil LP,Dexo,DB00833
Ceclor CD,Lilly,DB00833
Distaclor,Flynn,DB00833
Keflor,Alphapharm,DB00833
Kefral,Shionogi Seiyaku,DB00833
Panacef,Valeas,DB00833
Panoral,Eberth,DB00833
Raniclor,Ranbaxy Pharmaceuticals Inc.,DB00833
Corlux,Corcept Therapeutics Incorporated,DB00834
Mefipil,Abbott,DB00834
Mifegyne,Exelgyn Laboratories,DB00834
Mifeprex,Danco Laboratories,DB00834
Bromfed,"Wockhardt USA, LLC",DB00835
Bromfenex,Ethex Corporation,DB00835
Brotane,,DB00835
Dimetane,Wyeth,DB00835
Lodrane,ECR Pharmaceuticals,DB00835
Dimor,Nordic Drugs,DB00836
Fortasec,Esteve,DB00836
Kaopectate II,"Chattem, Inc.",DB00836
Lopedium,Sandoz,DB00836
Lopedium express,Sandoz,DB00836
Lopex,Orion,DB00836
Maalox Anti-Diarrheal,Novartis International AG,DB00836
Pepto Diarrhea Control,Procter & Gamble ,DB00836
Gabren,,DB00837
Gabrene,Sanofi S.A.,DB00837
Desumide,Hua Shin,DB00839
Diabewas,,DB00839
Esulin,Chung Mei,DB00839
Norglycin,Pfizer,DB00839
Tolanase,Upjohn,DB00839
A-Gel,Fresenius Kabi,DB00840
Dobuject,Bayer,DB00841
Dobusafe,Claris,DB00841
Dobutamin,Sandoz,DB00841
Dobutan,Demo,DB00841
Dobutel,Novell,DB00841
Dobutil,Meizler,DB00841
Dopmin,Mylan Seiyaku,DB00841
Inotrex,Lilly,DB00841
Adumbran,,DB00842
Alepam,,DB00842
Alopam,,DB00842
Anxiolit,,DB00842
Durazepam,,DB00842
Limbial,,DB00842
Medopam,,DB00842
Murelax,,DB00842
Noripam,,DB00842
Opamox,,DB00842
Ox-Pam,,DB00842
Oxascand,,DB00842
Praxiten,,DB00842
Purata,,DB00842
Serax,Landsteiner (Mexico),DB00842
Serenal,,DB00842
Serenid,,DB00842
Serepax,,DB00842
Seresta,,DB00842
Serpax,,DB00842
Sobril,,DB00842
Tazepam,,DB00842
Vaben,,DB00842
Zaxpam,,DB00842
Alzepil,Egis,DB00843
Davia,Terapia,DB00843
Depzil,Psyco Remedies,DB00843
Donecept,Actavis,DB00843
Donecil,ABL Pharma,DB00843
Donep,Alkem,DB00843
Donepex,Schafer,DB00843
Donesyn,Synthon,DB00843
Dopezil,Medis,DB00843
Eranz,Wyeth,DB00843
Memac ,Pfizer,DB00843
Nomi-Nox,Johnson,DB00843
Pezale,Sandoz,DB00843
Redumas,Teva,DB00843
Zolpezil,Actavis,DB00843
Mexifen,Medicus,DB00844
Nalbuphine,Mylan,DB00844
Nalpain,Orpha-Devel,DB00844
Clofozine,AstraZeneca,DB00845
Hansepran,Abbott,DB00845
Lamcoin,Pond's Chemical,DB00845
Lampren,Novartis,DB00845
Lamprène,Novartis,DB00845
Drenison,Biolab,DB00846
Haelan,Typharm Limited,DB00846
Cystagon,,DB00847
Cystaran,,DB00847
Procysbi,,DB00847
Ergamisol,Janssen,DB00848
Ketrax,AstraZeneca,DB00848
Mephyltaletten,,DB00849
Phemiton,,DB00849
Phemitone,,DB00849
Phenmiton,,DB00849
Prominal,,DB00849
Decentan,Merck,DB00850
Emesinal,,DB00850
Fentazin,Mercury,DB00850
Perphenan,Taro,DB00850
PZC,Tanabe Mitsubishi Pharma,DB00850
Trilafon,Schering-Plough,DB00850
Trilifan,,DB00850
Dacatic,Orion Corporation,DB00851
Déticène,Sanofi-Aventis,DB00851
Deticene,Sanofi-Aventis,DB00851
Detimedac,medac GmbH,DB00851
DTIC,Bayer AG,DB00851
DTIC-Dome,Bayer Schering,DB00851
Acunaso,,DB00852
Afrinol,,DB00852
Benylin Decongestant,,DB00852
Cenafed,,DB00852
Decofed,,DB00852
Dimetapp Decongestant,,DB00852
Eltor 120,,DB00852
Genaphed,,DB00852
Maxenal,,DB00852
Myfedrine,,DB00852
Neodurasina,,DB00852
Novafed,,DB00852
Robidrine,,DB00852
Sudafed Decongestant,,DB00852
Aromarone,,DB00854
Levulan,"DUSA Pharmaceuticals, Inc.",DB00855
Lamasil,,DB00857
Atamir,Sandoz,DB00859
Ak-Pred,,DB00860
Decortin H,,DB00860
Delta-Cortef,,DB00860
Deltacortril,,DB00860
Hydeltra,,DB00860
Hydeltra-TBA,,DB00860
Hydeltrasol,,DB00860
Inflamase,,DB00860
Key-Pred,,DB00860
Klismacort,,DB00860
Meticortelone,,DB00860
Panafcortelone,,DB00860
Predonine,,DB00860
Prelone,,DB00860
Solone,,DB00860
Sterolone,,DB00860
Ultracortenol,,DB00860
Anton,Everest,DB00861
Dolobid,Merck,DB00861
Alquen,,DB00863
Gastrolav,,DB00863
Gastrosedol,,DB00863
Kuracid,,DB00863
Ptinolin,,DB00863
Raniberl,,DB00863
Ranicux,,DB00863
Ranidil,,DB00863
Ranidin,,DB00863
Ranidine,,DB00863
Ranidura,,DB00863
Ranigast,,DB00863
Raniplex,,DB00863
Ranisan,,DB00863
Ranitab,,DB00863
Ranitic,,DB00863
Ranitidin,,DB00863
Ranitin,,DB00863
Ranitine,,DB00863
Ranobel,,DB00863
Rantacid,,DB00863
Ranuber,,DB00863
Renatac,,DB00863
Sostril,,DB00863
Tanidina,,DB00863
Toriol,,DB00863
Ulcodin,,DB00863
Zandid,,DB00863
Zantic,,DB00863
Apllobal,AstraZeneca,DB00866
Aptin,AstraZeneca,DB00866
Aptine,,DB00866
Aptol Duriles,,DB00866
Atenenol,Tsuruhara Seiyaku,DB00866
Elp,Shyh Dar,DB00866
Gubernal,,DB00866
Regletin,,DB00866
Skajilol,Kotobuki Seiyaku,DB00866
Yobir,,DB00866
Yutopar,,DB00867
Exangit,,DB00868
Tesaperl,Novartis ,DB00868
Tessalon Perles,,DB00868
Ventussin,,DB00868
Srendam,Pola Pharma,DB00870
Sulprotin,Taiyo Pharmaceutical,DB00870
Topalgic,Alfresa Pharma,DB00870
Brethaire,Novartis,DB00871
Brethine,,DB00871
Bricanyl,AstraZeneca,DB00871
Bricardyl,Johnson,DB00871
Bricasma,AstraZeneca,DB00871
Bricasol,AstraZeneca,DB00871
Dracanyl,AstraZeneca,DB00871
Terbasmin,AstraZeneca,DB00871
Loteflam,Cipla Pharmaceuticals Limited,DB14596
Duratuss G,,DB00874
Ganidin,Cypress,DB00874
Hustosil,Kyoto Yakuhin,DB00874
Hytuss,Hyrex,DB00874
Robitussin,Wyeth,DB00874
Scot-tussin Expectorant,,DB00874
Sinumist-SR,,DB00874
Depixol,Lundbeck A/S,DB00875
Fluanxol,Lundbeck A/S,DB00875
Jexit,Johnson,DB00875
Eprozar,INTAS Pharmaceuticals,DB00876
Futuran,Merck,DB00876
Cida-Stat,Ecolab,DB00878
Corsodyl,GlaxoSmithKline,DB00878
DentiSept,,DB00878
Dyna-Hex,Xttrium,DB00878
Exidine,Xttrium,DB00878
Hexadol,Green Cross,DB00878
Hibiscrub,AstraZeneca,DB00878
Hibitane,Imperial Chemical Industries,DB00878
Microderm,Johnson & Johnson,DB00878
Periogard Oral Rinse,Colgate,DB00878
Pharmaseal Scrub Care,CareFusion,DB00878
Prevacare R,Johnson & Johnson,DB00878
Rotersept,Roter,DB00878
Sterilon,Emcure,DB00878
Tubulicid,,DB00878
Coviracil,,DB00879
Accuprin,Pfizer (Italy),DB00881
Accupro,"Pfizer (Austria, Denmark, Finland, Germany, Hungary, Ireland, Sweden, Switzerland, United Kingdom, Ukraine), Godecke (Czech Republic, Germany, Poland, Russia), Parke, Davis (Germany)",DB00881
Acequin,,DB00881
Acuitel,,DB00881
Korec,,DB00881
Quinazil,,DB00881
Androxal,,DB00882
Clomifert,,DB00882
Clostilbegyt,Egis,DB00882
Omifin,Sanofi,DB00882
Carvasin,Ayerst,DB00883
Flindix,Vitória,DB00883
Isoket,Schwarz,DB00883
Isorbid,Armstrong,DB00883
Nitrosorbide,Lusofarmaco,DB00883
Sorbidilat,Actavis,DB00883
Benet,Takeda ,DB00884
Ridron,,DB00884
Alegysal,Santen Pharmaceutical Co.,DB00885
Pemirox,,DB00885
Vanlev,,DB00886
Burinex,F. Hoffmann-La Roche Ltd.,DB00887
Fordiuran,LEO Pharma A/S,DB00887
Lunetoron,Daiichi Sankyo,DB00887
Kevatril,,DB00889
Sancuso,,DB00889
Sustol,,DB00889
Estraguard,,DB00890
Estroral,,DB00890
Ortho Dienestrol,Ortho-McNeil Pharmaceutical,DB00890
Restrol,,DB00890
Retalon,,DB00890
Sexadien,LEO Pharma A/S,DB00890
Synestrol,,DB00890
Benoxil,Santen,DB00892
Cebesine,Chauvin Bausch & Lomb,DB00892
Conjuncain,,DB00892
Dorsacaine,,DB00892
Lacrimin,Santen,DB00892
Novesin,Novartis,DB00892
Novesine,Novartis,DB00892
Prescaina,Llorens,DB00892
CosmoFer,B. Braun,DB00893
Feosol,GlaxoSmithKline,DB00893
Imferon,Sanofi-Aventis,DB00893
Proferdex,New River Pharmaceuticals Inc.,DB00893
Fludestrin,Bristol-Myers Squibb,DB00894
Apo-Triazo,Apotex,DB00897
Arring,YungShin,DB00897
Asasion,"Choseido Pharmaceutical Co., Ltd",DB00897
Ascomarna,Nisshin Seiyaku K.K,DB00897
Songar,Valeas S.p.A.,DB00897
Dehydrated ethanol,,DB00898
Tornalate,,DB00901
Dilosyn,,DB00902
Tacaryl,,DB00902
Crinuryl,Assia,DB00903
Edecril,Merck,DB00903
Edecrina,,DB00903
Endecril,,DB00903
Hidromedin,,DB00903
Hydromedin,Merck,DB00903
Mingit,,DB00903
Otacril,,DB00903
Reomax,Bioindustria,DB00903
Taladren,Malesci,DB00903
Uregit,,DB00903
Zophren,,DB00904
Cardioquin,,DB00908
Kinidin,,DB00908
Quin-Release,,DB00908
Quinaglute,,DB00908
Quinalan,,DB00908
Quinicardine,,DB00908
Quinidex,,DB00908
Exceglan,,DB00909
Excegram,,DB00909
Fasigyn,,DB00911
GlucoNorm,Novo Nordisk,DB00912
Surepost,,DB00912
Apodol,Bristol-Myers Squibb,DB00913
Leritine,Merck,DB00913
DBI,Ciba-Geigy,DB00914
PK-Merz,,DB00915
Symadine,,DB00915
Viregyt,,DB00915
Virosol,,DB00915
Anabact,Cambridge Healthcare Supplies,DB00916
Arilin,,DB00916
Clont,,DB00916
Deflamon,,DB00916
Efloran,,DB00916
Elyzol,,DB00916
Entizol,,DB00916
Fossyol,,DB00916
Klion,,DB00916
Klont,,DB00916
Metrolyl,,DB00916
Metrotop,,DB00916
Nalox,,DB00916
Nidagel,,DB00916
Novonidazol,,DB00916
Orvagil,,DB00916
Protostat,,DB00916
Takimetol,,DB00916
Trichazole,,DB00916
Trichex,,DB00916
Trichopol,,DB00916
Tricowas B,,DB00916
Trikacide,,DB00916
Trikozol,,DB00916
Vagilen,,DB00916
Vagimid,,DB00916
Vertisal,,DB00916
Zadstat,,DB00916
Propess,Ferring Pharmaceuticals,DB00917
Prostarmon E,DCPC,DB00917
PROSTIN,,DB00917
Almogran,,DB00918
Actinospectacin,,DB00919
Spectam,,DB00919
Togamycin,,DB00919
Totifen,Patron,DB00920
Zasten,Novartis,DB00920
Addnok,Rusan Pharma Ltd.,DB00921
Buprel,,DB00921
Buprigesic,Neon Laboratories,DB00921
Morgesic,Samarth Pharma,DB00921
Norphin,Unichem Laboratories,DB00921
Norspan,,DB00921
Temgesic,,DB00921
Tidigesic,Sun Pharmaceuticals,DB00921
Simdax,,DB00922
Simendan,,DB00922
Precef,,DB00923
Flexiban,SIT,DB00924
Tegison,,DB00926
Tigason,Chugai Pharmaceutical,DB00926
Amfamox,,DB00927
Antodine,,DB00927
Confobos,,DB00927
Cronol,,DB00927
Digervin,,DB00927
Dispromil,,DB00927
Duovel,,DB00927
Durater,,DB00927
Famocid,,DB00927
Famosan,,DB00927
Famotep,,DB00927
Famox,,DB00927
Famoxal,,DB00927
Famtac,,DB00927
Famulcer,,DB00927
Fanosin,,DB00927
Gaster,,DB00927
Lecedil,,DB00927
Motiax,,DB00927
Mylanta AR,,DB00927
Notidin,,DB00927
Nulceran,,DB00927
Panalba,,DB00927
Pepcid RPD,,DB00927
Pepcidin,,DB00927
Pepcidine,,DB00927
Pepdine,,DB00927
Pepfamin,,DB00927
Quamatel,,DB00927
Renapepsa,,DB00927
Rubacina,,DB00927
Sedanium-R,,DB00927
Supertidine,,DB00927
Tairal,,DB00927
Tipodex,,DB00927
Ulfagel,,DB00927
Ulfamid,,DB00927
Ulgarine,,DB00927
Vagostal,,DB00927
Ladakamycin,,DB00928
Mylosar,,DB00928
Isprelor,,DB00929
Rondomycin,,DB00931
Lidanar,,DB00933
Lidanil,,DB00933
Deprilept,,DB00934
Psymion,,DB00934
Dristan 12-Hour,,DB00935
Duramist Plus,,DB00935
Genasal Nasal Spray Up to 12 Hour Relief,,DB00935
Iliadin,,DB00935
Neo-Synephrine 12 Hour Spray,,DB00935
Nezeril,,DB00935
Nostrilla 12 Hour Nasal Decongestant,,DB00935
OcuClear,,DB00935
Vicks Sinex 12 Hour Nasal Spray,,DB00935
Vicks Sinex 12 Hour Ultra Fine Mist for Sinus Relief,,DB00935
