id,name,organism,known_action,position,parent_key,inhibition-strength,induction-strength
BE0003894,Beta-lactamase TEM,Escherichia coli,unknown,16,DB01053,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01054,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,2,DB01054,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,3,DB01054,,
BE0002433,Cytochrome P450 1A2,Humans,no,2,DB01056,weak,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01058,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB01058,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,3,DB01058,,
BE0003550,Cytochrome P450 3A43,Humans,unknown,4,DB01058,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,5,DB01058,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,6,DB01058,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB01059,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01059,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,3,DB01059,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,4,DB01060,weak,
BE0001426,Beta-lactamase 2,Bacillus cereus,unknown,6,DB01060,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01062,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,2,DB01062,moderate,
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB01062,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,5,DB01062,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,8,DB01064,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,1,DB01065,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB01065,,
BE0001111,Cytochrome P450 1B1,Humans,unknown,3,DB01065,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,4,DB01065,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,5,DB01065,,
BE0003553,Acetylserotonin O-methyltransferase,Humans,unknown,6,DB01065,,
BE0000693,"Indoleamine 2,3-dioxygenase 1",Humans,unknown,7,DB01065,,
BE0001075,Myeloperoxidase,Humans,unknown,8,DB01065,unknown,
BE0002090,Cytochrome P450 19A1,Humans,unknown,12,DB01065,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB01067,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,3,DB01067,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01068,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,5,DB01068,unknown,
BE0003607,Arylamine N-acetyltransferase 2,Humans,unknown,6,DB01068,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01069,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,,DB01069,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,11,DB01069,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01071,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01071,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01072,strong,
BE0002793,Cytochrome P450 2C9,Humans,unknown,2,DB01072,unknown,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,4,DB01072,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,7,DB01072,weak,
BE0002433,Cytochrome P450 1A2,Humans,unknown,10,DB01072,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01074,moderate,
BE0003549,Cytochrome P450 2B6,Humans,unknown,3,DB01074,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB01074,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01075,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB01075,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB01075,,
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,3,DB01075,,
BE0002638,Cytochrome P450 3A4,Humans,no,1,DB01076,,
BE0002362,Cytochrome P450 3A5,Humans,no,2,DB01076,,
BE0003612,Cytochrome P450 3A7,Humans,no,3,DB01076,,
BE0002887,Cytochrome P450 2C8,Humans,no,4,DB01076,unknown,
BE0002363,Cytochrome P450 2D6,Humans,no,5,DB01076,unknown,
BE0002793,Cytochrome P450 2C9,Humans,no,6,DB01076,unknown,
BE0003536,Cytochrome P450 2C19,Humans,no,7,DB01076,unknown,
BE0003549,Cytochrome P450 2B6,Humans,no,8,DB01076,,unknown
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,14,DB01076,,
BE0003677,UDP-glucuronosyltransferase 1-3,Humans,no,15,DB01076,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,4,DB01079,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,5,DB01079,weak,
BE0002363,Cytochrome P450 2D6,Humans,unknown,6,DB01079,moderate,
BE0003533,Cytochrome P450 2E1,Humans,unknown,7,DB01079,weak,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB01080,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB01083,,unknown
BE0000657,Cytosolic phospholipase A2,Humans,unknown,5,DB01083,unknown,
BE0003336,Cytochrome P450 2A6,Humans,unknown,,DB01085,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB01085,unknown,
BE0002705,Liver carboxylesterase 1,Humans,unknown,2,DB01086,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01087,moderate,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB01087,,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,3,DB01087,moderate,
BE0003543,Cytochrome P450 1A1,Humans,unknown,4,DB01087,,unknown
BE0001111,Cytochrome P450 1B1,Humans,unknown,5,DB01087,,unknown
BE0003536,Cytochrome P450 2C19,Humans,unknown,1,DB01093,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,2,DB01093,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,3,DB01093,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB01094,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,1,DB01095,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,3,DB01095,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,4,DB01095,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,5,DB01095,moderate,
BE0002793,Cytochrome P450 2C9,Humans,unknown,6,DB01095,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,7,DB01095,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,8,DB01095,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,unknown,9,DB01095,,
BE0003677,UDP-glucuronosyltransferase 1-3,Humans,unknown,10,DB01095,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,11,DB01095,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,13,DB01095,,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB01096,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB01097,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB01097,,
BE0002793,Cytochrome P450 2C9,Humans,no,,DB01098,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB01100,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB01100,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01100,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB01100,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,5,DB01100,unknown,
BE0002193,Thymidine phosphorylase,Humans,unknown,1,DB01101,,
BE0002705,Liver carboxylesterase 1,Humans,unknown,2,DB01101,,
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Humans,unknown,3,DB01101,,
BE0002443,Cytidine deaminase,Humans,unknown,4,DB01101,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,5,DB01101,strong,
BE0002436,Histamine N-methyltransferase,Humans,unknown,,DB01103,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,5,DB01103,,
BE0002362,Cytochrome P450 3A5,Humans,no,6,DB01103,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01104,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,2,DB01104,weak,
BE0003536,Cytochrome P450 2C19,Humans,unknown,3,DB01104,moderate,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB01104,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,5,DB01104,unknown,
BE0002196,Amine oxidase [flavin-containing] B,Humans,unknown,6,DB01104,,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,7,DB01104,,
BE0001052,CYP2B protein,Humans,unknown,8,DB01104,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,13,DB01104,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01105,,
BE0002638,Cytochrome P450 3A4,Humans,no,5,DB01108,,
BE0001064,Heparanase,Humans,unknown,4,DB01109,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB01110,strong,
BE0003536,Cytochrome P450 2C19,Humans,unknown,2,DB01110,strong,
BE0003336,Cytochrome P450 2A6,Humans,unknown,3,DB01110,strong,
BE0003533,Cytochrome P450 2E1,Humans,unknown,4,DB01110,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,5,DB01110,moderate,
BE0003549,Cytochrome P450 2B6,Humans,unknown,6,DB01110,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,7,DB01110,unknown,
BE0002887,Cytochrome P450 2C8,Humans,unknown,8,DB01110,unknown,
BE0000731,"Cytochrome P450 11B1, mitochondrial",Humans,unknown,9,DB01110,unknown,
BE0000875,Lanosterol 14-alpha demethylase,Humans,unknown,10,DB01110,unknown,
BE0002090,Cytochrome P450 19A1,Humans,unknown,11,DB01110,unknown,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB01114,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01114,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01114,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB01114,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01115,unknown,unknown
BE0002363,Cytochrome P450 2D6,Humans,unknown,9,DB01115,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,10,DB01115,unknown,
BE0003336,Cytochrome P450 2A6,Humans,unknown,10,DB01115,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,10,DB01115,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,10,DB01115,moderate,
BE0003549,Cytochrome P450 2B6,Humans,unknown,10,DB01115,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,10,DB01115,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,10,DB01115,unknown,unknown
BE0002362,Cytochrome P450 3A5,Humans,unknown,10,DB01115,,
BE0002180,Cholinesterase,Humans,unknown,,DB01116,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB01117,unknown,
BE0002638,Cytochrome P450 3A4,Humans,no,5,DB01117,,
BE0002638,Cytochrome P450 3A4,Humans,yes,1,DB01118,unknown,
BE0002887,Cytochrome P450 2C8,Humans,yes,2,DB01118,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,3,DB01118,weak,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB01118,moderate,
BE0002433,Cytochrome P450 1A2,Humans,unknown,5,DB01118,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,6,DB01118,weak,
BE0003543,Cytochrome P450 1A1,Humans,unknown,7,DB01118,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,8,DB01118,moderate,
BE0003683,Cytochrome P450 2J2,Humans,unknown,13,DB01118,unknown,
BE0002240,Glutamine synthetase,Humans,unknown,6,DB01119,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB01120,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,5,DB01120,,
BE0002180,Cholinesterase,Humans,unknown,,DB01122,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB01124,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,2,DB01124,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,3,DB01124,,
BE0003611,Cytochrome P450 2C18,Humans,unknown,4,DB01124,,
BE0002362,Cytochrome P450 3A5,Humans,no,5,DB01126,,
BE0002090,Cytochrome P450 19A1,Humans,no,1,DB01127,unknown,
BE0003533,Cytochrome P450 2E1,Humans,no,2,DB01127,unknown,
BE0002638,Cytochrome P450 3A4,Humans,no,3,DB01127,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01128,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,2,DB01128,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB01128,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,4,DB01128,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01129,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB01129,unknown,
BE0003543,Cytochrome P450 1A1,Humans,unknown,2,DB01129,,unknown
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB01129,,unknown
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB01129,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,5,DB01129,weak,
BE0002887,Cytochrome P450 2C8,Humans,unknown,6,DB01129,moderate,
BE0002638,Cytochrome P450 3A4,Humans,no,2,DB01130,,unknown
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB01131,,
BE0002363,Cytochrome P450 2D6,Humans,no,,DB01131,weak,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB01131,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,,DB01132,moderate,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01132,,unknown
BE0003543,Cytochrome P450 1A1,Humans,unknown,5,DB01132,,
BE0002638,Cytochrome P450 3A4,Humans,no,1,DB01134,,
BE0002180,Cholinesterase,Humans,unknown,3,DB01135,,
BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown,,DB01136,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB01136,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01136,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,11,DB01136,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,12,DB01136,,
BE0003543,Cytochrome P450 1A1,Humans,unknown,13,DB01136,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,14,DB01136,,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,23,DB01136,,
BE0003681,UDP-glucuronosyltransferase 2B4,Humans,unknown,25,DB01136,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,26,DB01136,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB01137,unknown,
BE0002793,Cytochrome P450 2C9,Humans,no,9,DB01137,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB01138,moderate,
BE0002638,Cytochrome P450 3A4,Humans,unknown,3,DB01138,,unknown
BE0003549,Cytochrome P450 2B6,Humans,unknown,4,DB01138,,unknown
BE0002887,Cytochrome P450 2C8,Humans,unknown,5,DB01138,unknown,
BE0002089,Catechol O-methyltransferase,Humans,unknown,,DB01141,,
BE0003195,Arylsulfatase A,Humans,unknown,,DB01141,,
BE0002363,Cytochrome P450 2D6,Humans,no,,DB01142,unknown,
BE0003536,Cytochrome P450 2C19,Humans,no,,DB01142,,
BE0002793,Cytochrome P450 2C9,Humans,no,,DB01142,,
BE0002433,Cytochrome P450 1A2,Humans,no,,DB01142,,
BE0002638,Cytochrome P450 3A4,Humans,no,17,DB01142,,
BE0003546,"Alkaline phosphatase, tissue-nonspecific isozyme",Humans,unknown,,DB01143,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01149,strong,
BE0001052,CYP2B protein,Humans,unknown,,DB01149,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01149,weak,
BE0004866,Cytochrome P450 3A Subfamily,Humans,no,11,DB01149,strong,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB01151,moderate,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB01151,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,3,DB01151,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,4,DB01151,unknown,
BE0003533,Cytochrome P450 2E1,Humans,unknown,5,DB01151,weak,
BE0002638,Cytochrome P450 3A4,Humans,no,2,DB01152,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB01154,,
BE0002638,Cytochrome P450 3A4,Humans,no,4,DB01154,,unknown
BE0003533,Cytochrome P450 2E1,Humans,no,5,DB01154,,
BE0002433,Cytochrome P450 1A2,Humans,no,1,DB01155,unknown,
BE0003549,Cytochrome P450 2B6,Humans,unknown,,DB01156,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01156,strong,
BE0002793,Cytochrome P450 2C9,Humans,unknown,5,DB01156,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,6,DB01156,,
BE0000330,Dihydrofolate reductase,Humans,yes,1,DB01157,unknown,
BE0003533,Cytochrome P450 2E1,Humans,unknown,1,DB01159,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01159,,
BE0003336,Cytochrome P450 2A6,Humans,unknown,3,DB01159,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,17,DB01159,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,18,DB01159,,
BE0002180,Cholinesterase,Humans,unknown,3,DB01161,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,,DB01165,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB01166,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB01166,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB01166,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01166,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,1,DB01166,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,2,DB01166,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB01167,strong,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB01167,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01167,strong,
BE0003549,Cytochrome P450 2B6,Humans,unknown,1,DB01167,strong,
BE0003543,Cytochrome P450 1A1,Humans,unknown,3,DB01167,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,4,DB01167,unknown,
BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown,,DB01168,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,9,DB01169,unknown,
BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown,,DB01171,unknown,
BE0002196,Amine oxidase [flavin-containing] B,Humans,unknown,,DB01171,unknown,
BE0003536,Cytochrome P450 2C19,Humans,unknown,,DB01171,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01171,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,1,DB01171,,
BE0002566,Aminoglycoside 2'-N-acetyltransferase,Mycobacterium tuberculosis,unknown,,DB01172,,
BE0003547,Kanamycin nucleotidyltransferase,Staphylococcus aureus,unknown,,DB01172,,
BE0003548,Aminoglycoside 3'-phosphotransferase,Escherichia coli,unknown,,DB01172,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,1,DB01173,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01173,weak,
BE0003533,Cytochrome P450 2E1,Humans,unknown,3,DB01173,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,8,DB01173,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,9,DB01173,strong,
BE0003536,Cytochrome P450 2C19,Humans,unknown,1,DB01174,,unknown
BE0002793,Cytochrome P450 2C9,Humans,unknown,2,DB01174,,unknown
BE0003549,Cytochrome P450 2B6,Humans,unknown,3,DB01174,,strong
BE0002887,Cytochrome P450 2C8,Humans,unknown,3,DB01174,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,4,DB01174,,strong
BE0002433,Cytochrome P450 1A2,Humans,unknown,5,DB01174,,unknown
BE0003336,Cytochrome P450 2A6,Humans,unknown,11,DB01174,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,12,DB01174,,weak
BE0002362,Cytochrome P450 3A5,Humans,unknown,13,DB01174,,strong
BE0003543,Cytochrome P450 1A1,Humans,unknown,14,DB01174,,unknown
BE0003611,Cytochrome P450 2C18,Humans,unknown,15,DB01174,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,16,DB01174,,unknown
BE0004673,Cytochrome P450 4B1,Humans,unknown,17,DB01174,,unknown
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,20,DB01174,,unknown
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,21,DB01174,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01175,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,11,DB01175,weak,
BE0003536,Cytochrome P450 2C19,Humans,unknown,11,DB01175,,
BE0004909,Monoamine oxidase,Humans,unknown,12,DB01175,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB01176,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB01177,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,5,DB01177,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,1,DB01181,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01181,unknown,unknown
BE0002362,Cytochrome P450 3A5,Humans,unknown,3,DB01181,,
BE0003536,Cytochrome P450 2C19,Humans,unknown,4,DB01181,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,5,DB01181,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,6,DB01181,,unknown
BE0003336,Cytochrome P450 2A6,Humans,unknown,7,DB01181,,
BE0003611,Cytochrome P450 2C18,Humans,unknown,8,DB01181,,
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,9,DB01181,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB01182,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01182,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB01182,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,6,DB01183,strong,
BE0003541,UDP-glucuronosyltransferase 1-1,Humans,no,10,DB01183,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB01184,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB01184,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01184,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB01184,,
BE0003549,Cytochrome P450 2B6,Humans,unknown,3,DB01184,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,4,DB01184,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,5,DB01184,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01186,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01190,moderate,
BE0002362,Cytochrome P450 3A5,Humans,unknown,1,DB01190,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01191,weak,
BE0002433,Cytochrome P450 1A2,Humans,unknown,3,DB01191,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,4,DB01191,weak,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01192,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,2,DB01192,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,,DB01193,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01194,,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB01195,unknown,
BE0002433,Cytochrome P450 1A2,Humans,unknown,2,DB01195,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,4,DB01195,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01196,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01198,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,2,DB01198,,
BE0002793,Cytochrome P450 2C9,Humans,unknown,3,DB01198,,
BE0000017,Prostaglandin G/H synthase 1,Humans,unknown,4,DB01198,,
BE0003533,Cytochrome P450 2E1,Humans,unknown,6,DB01198,,
BE0002180,Cholinesterase,Humans,no,6,DB01199,,
BE0002638,Cytochrome P450 3A4,Humans,no,,DB01200,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB01201,,unknown
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01201,,unknown
BE0002887,Cytochrome P450 2C8,Humans,unknown,,DB01201,,unknown
BE0003536,Cytochrome P450 2C19,Humans,no,1,DB01201,,strong
BE0003549,Cytochrome P450 2B6,Humans,no,2,DB01201,,unknown
BE0004866,Cytochrome P450 3A Subfamily,Humans,unknown,3,DB01201,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,,DB01204,,unknown
BE0001111,Cytochrome P450 1B1,Humans,unknown,4,DB01204,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,5,DB01204,unknown,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01206,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB01206,weak,
BE0002433,Cytochrome P450 1A2,Humans,unknown,4,DB01208,unknown,
BE0002363,Cytochrome P450 2D6,Humans,no,1,DB01210,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,1,DB01211,strong,
BE0002362,Cytochrome P450 3A5,Humans,unknown,1,DB01211,strong,
BE0002240,Glutamine synthetase,Humans,unknown,6,DB01212,,unknown
BE0003533,Cytochrome P450 2E1,Humans,unknown,,DB01213,,unknown
BE0003336,Cytochrome P450 2A6,Humans,unknown,5,DB01213,unknown,
BE0002363,Cytochrome P450 2D6,Humans,no,1,DB01214,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01215,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,,DB01216,,
BE0003612,Cytochrome P450 3A7,Humans,unknown,,DB01216,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01216,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01217,unknown,
BE0002362,Cytochrome P450 3A5,Humans,unknown,3,DB01217,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,4,DB01217,unknown,
BE0003544,UDP-glucuronosyltransferase 1-4,Humans,unknown,5,DB01217,,
BE0003677,UDP-glucuronosyltransferase 1-3,Humans,unknown,6,DB01217,,
BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown,7,DB01217,,
BE0002433,Cytochrome P450 1A2,Humans,unknown,8,DB01217,unknown,
BE0002793,Cytochrome P450 2C9,Humans,unknown,9,DB01217,unknown,
BE0002363,Cytochrome P450 2D6,Humans,unknown,1,DB01218,strong,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01218,,
BE0002362,Cytochrome P450 3A5,Humans,unknown,3,DB01218,,
BE0002887,Cytochrome P450 2C8,Humans,unknown,4,DB01218,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,2,DB01220,,unknown
BE0003536,Cytochrome P450 2C19,Humans,no,3,DB01220,,strong
BE0002887,Cytochrome P450 2C8,Humans,no,4,DB01220,,unknown
BE0002793,Cytochrome P450 2C9,Humans,unknown,,DB01221,,
BE0002638,Cytochrome P450 3A4,Humans,unknown,,DB01221,,unknown
