food_interaction,drugbank_id
Take with or without food.,DB01255
"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",DB01259
"Take separate from meals. Take lapatinib at least 1 hour before or after eating, as lapatinib bioavailability is elevated by food.",DB01259
Take with or without food.,DB01261
Take with food. Posaconazole suspension can also be taken with a nutritional supplement drink or carbonated beverage if a full meal cannot be consumed.,DB01263
Take with food. Food increases absorption.,DB01264
Take with or without food. The absorption is unaffected by food.,DB01265
Avoid alcohol.,DB01267
Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,DB01268
Take with or without food.,DB01268
Take with or without food.,DB01270
"Avoid excessive or chronic alcohol consumption. Varenicline may increase the effects of alcohol; therefore, reduce consumption of alcohol when starting varenicline.",DB01273
"Take with or without food. Food increases exposure to hydralazine, though this may not be clinically significant.",DB01275
Take before a meal. Inject subcutaneously within 60 minutes before morning and evening meals.,DB01276
Take with food. Mecasermin should be administered shortly before or after a meal due to its hypoglycemic effects.,DB01277
Avoid alcohol. Ingesting alcohol may increase the risk of hypoglycemia.,DB01278
Take with or without food. The absorption is unaffected by food.,DB01283
Take with or without food. The absorption is unaffected by food.,DB01288
Avoid alcohol.,DB01297
Avoid natural licorice.,DB01297
Limit caffeine intake.,DB01303
Take with food. Food reduces irritation.,DB01303
Take with food. Once daily administration should be given with the evening meal or prior to bedtime.,DB01307
Avoid alcohol. Alcohol may impair blood glucose control.,DB01309
Avoid alcohol. Drug impairs alcohol metabolism.,DB01319
Avoid fatty foods.,DB01319
Take with or without food.,DB01319
"Avoid alcohol. Acute alcohol consumption may increase phenytoin serum concentration, but chronic alcohol use may reduce phenytoin serum concentration.",DB01320
Avoid St. John's Wort. This herb may reduce the serum concentration of phenytoin.,DB01320
Avoid alcohol. Alcohol may potentiate orthostatic hypotension.,DB01324
Take with food. Food increases bioavailability.,DB01325
Avoid alcohol. Alcohol can cause a disulfiram effect.,DB01330
"Take with or without food. Food decreases absorption, but not to a clinically significant extent.",DB01340
Avoid multivalent ions.,DB01344
Take on an empty stomach.,DB01344
"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice).",DB01348
Avoid potassium-containing products. Potassium products increase the risk of hyperkalemia.,DB01348
Limit salt intake. Salt may attenuate the antihypertensive effect.,DB01348
Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of amobarbital.,DB01351
Take on an empty stomach. Taking oral amobarbital sodium on an empty stomach increases the rate of absorption.,DB01351
Avoid alcohol.,DB01367
Avoid caffeine.,DB01367
"Take with food. When using magnesium to treat calcium oxalate nephrolithiasis, magnesium oxide should be taken with food.",DB01377
Take with or without food. Many different products contain magnesium oxide; refer to the product monograph for more specific instruction. Taking magnesium supplements with food may reduce the risk of diarrhea.,DB01377
Take with food. Taking cortisone acetate with food may reduce gastrointestinal upset.,DB01380
Take with or without food. Many different products contain sodium bicarbonate; refer to the product monograph for more specific instruction.,DB01390
Take with or without food.,DB01392
Take with a full glass of water.,DB01393
Take with food. Taking bezafibrate with food or after meals slows the absorption of bezafibrate.,DB01393
Take with or without food. The absorption is unaffected by food.,DB01394
Avoid St. John's Wort.,DB01395
Take at the same time every day.,DB01395
Take with or without food.,DB01395
"Avoid avocado. Persea americana (avocado) is a plant that affects the heart by interfering with the Na+, K+, ATPase. This may cause an additive effect.",DB01396
Do not take with bran and high fiber foods. Absorption is more predictable than with digoxin.,DB01396
Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of developing a gastrointestinal bleed.,DB01399
Take with or without food. Taking salsalate with food may slow the absorption of salsalate but does not significantly impact the Cmax or AUC.,DB01399
Take with food. Food reduces irritation.,DB01403
Take with or without food. The absorption is unaffected by food.,DB01406
Take with or without food. Food is not expected to interfere with absorption.,DB01409
"Take separate from meals. Take ceftibuten oral suspension at least one hour after eating, or two hours before eating.",DB01415
Take with or without food. Separating the administration of ceftibuten from food is not required for ceftibuten capsules because the impact of food on bioavailability is less significant.,DB01415
Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,DB01416
Avoid herbs and supplements with anticoagulant/antiplatelet activity.,DB01418
"Ensure consistent Vitamin K intake. Changes in vitamin K intake may impact coagulation. Foods containing vitamin K include spinach, kale, and swiss chard.",DB01418
Exercise caution with St. John's Wort.,DB01418
Take with food.,DB01421
Take with fluids. Do not take with carbonated fluids.,DB01432
Take with food. Take with a meal unless this interferes with other medications.,DB01432
"Take with or without food. When taken after meals, the Cmax and Tmax of oral antipyrine are reduced, but the overall bioavailability is not significantly impacted.",DB01435
Take with food.,DB01436
Avoid alcohol.,DB01437
Take with or without food. The absorption is unaffected by food.,DB01437
Take with food. Food reduces irritation.,DB01438
Avoid alcohol.,DB01452
Avoid alcohol.,DB01495
Avoid alcohol. Alcohol can enhance the CNS depressant effects of this drug.,DB01501
Avoid alcohol.,DB01544
Avoid grapefruit products.,DB01544
Limit caffeine intake.,DB01544
Take with food.,DB01544
Avoid alcohol. Alcohol can enhance the CNS depressant effects of this drug.,DB01551
"Avoid alcohol. Alcohol can increase CNS depressant effects, such as fatal respiratory or cardiac depression.",DB01553
Avoid alcohol. Ingesting alcohol may increase the sedative and CNS depressant effects of bromazepam.,DB01558
Take with or without food. Taking bromazepam with food may reduce its Cmax and AUC.,DB01558
"Avoid alcohol. Ingesting alcohol may cause a disulfiram-like-reaction (flushing, dizziness, tachycardia).",DB01563
"Take after a meal. If chloral hydrate is being used for sedation, it should be taken after meals. Otherwise, it can be taken with or without food.",DB01563
Avoid alcohol.,DB01567
Avoid grapefruit products.,DB01567
Limit caffeine intake.,DB01567
"Avoid fruit juice. Fruit juice may acidify the gastrointestinal tract, decreasing absorption of amphetamines.",DB01576
Take separate from meals. Take phendimetrazine one hour before eating.,DB01579
Avoid alcohol.,DB01580
Avoid natural licorice.,DB01580
Take with or without food. The absorption is unaffected by food.,DB01580
Avoid calcium supplements/calcium rich foods. Calcium may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours.,DB01583
Avoid grapefruit products. Grapefruit may delay the absorption of this medicaiton.,DB01583
Avoid high-fiber foods. High-fiber foods may affect absorption. Separate medication administration by at least 1 hour.,DB01583
Avoid iron supplements. Iron may interfere with the absorption of this drug by forming an insoluble complex. Separate medication administration by at least 4 hours.,DB01583
Avoid multivalent ions. Avoid iron and calcium containing products as well as antacids.,DB01583
Take before a meal. Take 30-60 minutes before breakfast.,DB01583
Take on an empty stomach.,DB01583
Take with food.,DB01586
Avoid alcohol.,DB01587
Avoid grapefruit products.,DB01587
Limit caffeine intake.,DB01587
Take with food.,DB01587
Avoid alcohol.,DB01588
Avoid grapefruit products.,DB01588
Limit caffeine intake.,DB01588
Take with food.,DB01588
Avoid alcohol. Ingesting alcohol may increase the drowsiness and CNS depression caused by quazepam.,DB01589
"Avoid grapefruit products. Grapefruit inhibits the metabolism of everolimus through the CYP3A4 pathway and, therefore, may increase serum levels of everolimus.",DB01590
Avoid St. John's Wort. Coadministration of St. John's Wort with everolimus may reduce serum levels of everolimus by inducing CYP3A4 and P-glycoprotein (PGP).,DB01590
Take at the same time every day.,DB01590
Take with a full glass of water.,DB01590
Take with or without food. Take consistently with regard to food as food may reduce the AUC and Cmax of everolimus.,DB01590
Take with or without food.,DB01591
Take with or without food. Many different products contain iron; refer to the product monograph for more specific instruction. Taking iron with food may reduce gastric irritation.,DB01592
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB01593
"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods.",DB01593
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,DB01593
Avoid alcohol.,DB01594
Limit caffeine intake.,DB01594
Take with food.,DB01594
Avoid alcohol.,DB01595
Limit caffeine intake.,DB01595
Take with food.,DB01595
Take with food. Food increases bioavailability.,DB01599
Avoid alcohol.,DB01600
Take with food.,DB01600
Avoid St. John's Wort. Induction of CYP3A by co-administration with St. John's Wort may result in reduced drug plasma concentrations and therapeutic failure.,DB01601
"Take with food. The oral solution formulation must be taken with food, but the tablet formulation may be taken with or without food.",DB01601
Take with or without food. The absorption is unaffected by food.,DB01604
Take with or without food. The absorption is unaffected by food.,DB01605
Avoid alcohol.,DB01608
Take with food. Food reduces irritation.,DB01608
Take at the same time every day.,DB01609
Take on an empty stomach. Take at least 30 minutes before food.,DB01609
"Take separate from meals. Administration with food causes inconsistent bioavailability. May administer granules with a light meal, if necessary.",DB01609
Take with food.,DB01610
Take with food. Take with a meal or glass of milk.,DB01611
Avoid alcohol. The use of alcohol with amyl nitrite may worsen hypotension and has the potential to cause cardiovascular collapse.,DB01612
Avoid alcohol.,DB01613
Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,DB01613
Avoid alcohol.,DB01614
Take with food. Food reduces irritation.,DB01614
"Avoid alcohol. Severe CNS depression, which can be caused by alcohol, is a contraindication for molindone hydrochloride therapy.",DB01618
Avoid alcohol.,DB01619
Take with food. Food reduces irritation.,DB01619
Avoid alcohol.,DB01621
Take with food. Food decreases irritation.,DB01621
Avoid alcohol.,DB01622
Take with food. Food decreases irritation.,DB01622
Avoid alcohol.,DB01623
Avoid alcohol. Acute alcohol intoxication is a contraindication for zuclopenthixol therapy.,DB01624
Take with or without food.,DB01624
"Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread.",DB01626
Take on an empty stomach. Food decreases absorption.,DB01627
Take with or without food. The absorption is unaffected by food.,DB01628
"Take with or without food. Administering roflumilast with a high-fat meal reduced and delayed the Cmax and Tmax, respectively, but did not impact the AUC of roflumilast or its active metabolite (roflumilast N‐oxide).",DB01656
Take with or without food. Many different products contain cocarboxylase; refer to the product monograph for more specific instruction. EnBrace HR and EnLyte products should be taken on an empty stomach.,DB01987
Take with food.,DB02546
Take separate from antacids. Take at least 1 hour before or 4-6 hours after aluminum-containing antacids.,DB02659
Take with food.,DB02659
Take with food. Food reduces irritation.,DB02703
Avoid alcohol. Ingesting alcohol may reduce the absorption of FAD.,DB03147
Take separate from meals. Oteracil should be separated from meals by at least one hour before and after eating.,DB03209
Avoid alcohol. Ingesting alcohol may reduce the absorption of FMN.,DB03247
Take with food. Food reduces irritation.,DB03585
"Avoid foods high in furanocoumarins. Eating these foods while you are taking trioxsalen may increase your skin's sensitivity to sunlight. Examples include limes, figs, parsley, parsnips, mustard, carrots, and celery.",DB04571
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of thiotepa, which may increase its serum concentration.",DB04572
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of thiotepa.,DB04572
Take with food. Food decreases nausea.,DB04574
Avoid milk and dairy products.,DB04576
Limit caffeine intake.,DB04576
Take with a full glass of water.,DB04576
Take with or without food.,DB04576
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of maraviroc.,DB04835
Take with or without food.,DB04835
Avoid alcohol.,DB04836
Avoid St. John's Wort.,DB04836
Limit caffeine intake.,DB04836
Take with food. Food reduces irritation.,DB04836
Avoid alcohol.,DB04837
Take with or without food. The absorption is unaffected by food.,DB04837
Take with food. Food reduces irritation.,DB04838
Avoid alcohol.,DB04839
Take after a meal.,DB04839
Take with or without food. The absorption is unaffected by food.,DB04840
Avoid alcohol.,DB04841
Take with or without food. The absorption is unaffected by food.,DB04841
Avoid alcohol.,DB04842
Avoid alcohol. Ingesting alcohol may increase the drowsiness caused by tetrabenazine.,DB04844
Take with or without food.,DB04844
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ixabepilone, which may increase its serum concentration.",DB04845
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ixabepilone.,DB04845
Take with or without food.,DB04854
Avoid grapefruit products. Co-administration with grapefruit may increase drug concentrations by 3-fold.,DB04855
Avoid St. John's Wort. This herb induces CYP3A4 and may increase the serum concentration of dronedarone.,DB04855
"Take with food. Food, especially high-fat food, increases drug absorption.",DB04855
Avoid alcohol.,DB04861
Take with or without food.,DB04861
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of nilotinib, causing increased serum levels of nilotinib.",DB04868
Avoid St. John's Wort.,DB04868
Take on an empty stomach. Food increases the AUC of nilotinib. Separate nilotinib administration from meals by at least one hour before and two hours after eating. .,DB04868
Take with or without food.,DB04871
Take with or without food.,DB04876
Take with or without food. Orally formulated bepotastine bioavailability is not significantly impacted by food.,DB04890
"Avoid excessive or chronic alcohol consumption. Avoid excessive or chronic alcohol consumption. Milnacipran may worsen liver disease, which is potentially caused by excessive alcohol use.",DB04896
Take with or without food. Taking milnacipran with food may improve its tolerability.,DB04896
"Avoid alcohol. Avoid alcohol. Ingesting alcohol may increase the CNS depressant and hypotensive effects of flibanserin. If you have consumed two drinks, wait two hours before taking flibanserin. Do not take flibanserin if you have consumed more than three drinks.",DB04908
Avoid grapefruit products.,DB04908
Avoid St. John's Wort.,DB04908
"Take with or without food. Taking flibanserin with food (especially a high-fat meal) may increase its AUC, Cmax, and Tmax.",DB04908
Take with food.,DB04938
Take with or without food.,DB04941
"Take with or without food. High fat meals may delay the Tmax of iloperidone and its metabolites P88, P95 by 1,2, and 6 hours respectively, without significantly changing the Cmax or AUC.",DB04946
Avoid excessive or chronic alcohol consumption. Lofexidine may potentiate the CNS depressant effects of alcohol.,DB04948
Take with or without food.,DB04948
Take at the same time every day.,DB04951
Take with food. This may reduce the adverse effects of nausea and dizziness. Food also impacts the bioavailability of pirfenidone.,DB04951
"Take with or without food. High-fat meals alter drug absorption, but not to a clinically significant extent.",DB04953
Take with or without food.,DB05013
Take at the same time every day.,DB05018
Take on an empty stomach. Avoid eating for at least two hours before and after taking migalastat.,DB05018
Avoid alcohol. Consuming alcohol may increase the risk of hepatotoxicity.,DB05154
Take with food.,DB05154
"Avoid grapefruit products. Grapefruit inhibits the metabolism of cobimetinib through the CYP3A4 pathway and, therefore, may increase serum levels of cobimetinib.",DB05239
Take with or without food.,DB05239
Avoid alcohol.,DB05246
Take with food.,DB05246
Take with or without food.,DB05294
Avoid grapefruit products. Dose adjustment may be necessary if taking grapefruit products or other CYP3A4 inhibitors.,DB05316
"Avoid St. John's Wort. This may induce the CYP3A4 metabolism of pimavanserin, which may cause reduced efficacy.",DB05316
Take with or without food.,DB05316
"Avoid St. John's Wort. This may induce the CYP3A4 metabolism of dexlansoprazole, which may cause reduced efficacy.",DB05351
Take with or without food. Dexlansoprazole's dual delayed release formulation allows it to be taken without regard to food in contrast to other PPIs.,DB05351
"Avoid goitrogenic foods. These include soy, cassava, cabbage, broccoli, cauliflower, and other cruciferous vegetables.",DB05382
Avoid St. John's Wort. St. John's Wort will decrease levels of this medication.,DB05521
Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of liver injury.,DB05528
"Avoid alcohol. Taking Brivaracetam with alcohol may increase alcohol's effects on attention, memory, and psychomotor functioning.",DB05541
Take with or without food.,DB05541
"Avoid St. John's Wort. Apremilast is a CYP3A substrate; therefore, co-administration with St. John's wort, a CYP3A inducer, may reduce the serum level of apremilast.",DB05676
Take with or without food.,DB05676
Take on an empty stomach. Giving this medication with food may increase exposure to abiraterone by 4-fold.,DB05812
Take with or without food.,DB05990
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of lumateperone, which may increase its serum concentration.",DB06077
"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of lumateperone, causing a reduction in its serum concentration.",DB06077
Take with food. Administration with food reduces the Cmax by 33% and prolongs the Tmax by one hour.,DB06077
Avoid alcohol. Alcohol may increase somnolence and sedation.,DB06119
Take with or without food.,DB06119
No food interactions are expected.,DB06145
Take with or without food. The absorption is unaffected by food.,DB06152
Take with or without food. The absorption is unaffected by food.,DB06153
"Take with or without food. Food delays drug absorption, but not to a significant extent.",DB06154
Take with or without food.,DB06168
Avoid grapefruit products.,DB06176
Take with food. Food can increase the absorption of rufinamide.,DB06201
Take with or without food.,DB06203
"Take with or without food. Food increases absorption, but not to a clinically significant extent.",DB06204
Take with food. Take with a meal to decrease the risk of adverse effects.,DB06207
Take with or without food.,DB06209
"Avoid multivalent ions. Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag.",DB06210
Take on an empty stomach. Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating.,DB06210
Avoid excessive or chronic alcohol consumption. This may increase the risk of developing osmotic demyelination syndrome.,DB06212
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of tolvaptan, which may increase its serum concentration.",DB06212
Avoid St. John's Wort. This herb induces the CYP3A metabolism of tolvaptan and may reduce its serum concentration.,DB06212
Take with or without food.,DB06212
Avoid caffeine. Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes.,DB06213
Take separate from meals. Do not have food or water for 10 minutes after administration.,DB06216
Take with or without food.,DB06218
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include horseradish, ginkgo, ginger, garlic, and feverfew.",DB06228
Avoid St. John's Wort. Co-administration will decrease levels of this medication.,DB06228
Take with food. Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose.,DB06228
Take with or without food. Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose.,DB06228
"Take with or without food. High-fat meals slow absorption, but not to a clinically significant extent.",DB06237
Take with or without food. Take consistently with regard to food.,DB06262
Take with or without food.,DB06268
"Take with or without food. High-fat meals may reduce the Cmax and AUC by 38% and 21%, respectively; however, the clinical significance of this is unknown.",DB06274
Avoid alcohol.,DB06282
Take with or without food.,DB06282
Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the CNS depressive effects of ziconotide.,DB06283
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of temsirolimus, which may increase its serum concentration.",DB06287
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of temsirolimus and may reduce its serum concentration.,DB06287
Take with food.,DB06290
Avoid excessive or chronic alcohol consumption. Binge drinking or drinking alcohol often may predispose patients to ketoacidosis.,DB06292
Take with or without food.,DB06292
Take with food. Food increases total drug exposure.,DB06335
Administer calcium supplement. If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia.,DB06401
"Administer vitamin supplements. If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium.",DB06401
Take at the same time every day.,DB06401
Take with or without food. Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax.,DB06401
"Avoid antacids. Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia.",DB06410
Avoid alcohol.,DB06413
"Exercise caution with grapefruit products. Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor.",DB06413
"Exercise caution with St. John's Wort. Armodafinil is partially metabolized by CYP3A4, and St. John's Wort is a CYP3A4 inducer.",DB06413
Take with or without food. Taking armodafinil with food can delay the Tmax by 2-4 hours.,DB06413
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration.",DB06414
Avoid St. John's Wort. This herb induces the CYP3A metabolism of etravirine and may reduce its serum concentration.,DB06414
Take after a meal. Take after meals. This increases the bioavailability of etravirine.,DB06414
Take with or without food.,DB06480
Avoid grapefruit products.,DB06589
Take on an empty stomach. Food increases bioavailability.,DB06589
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration.",DB06595
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of midostaurin and may reduce its serum concentration.,DB06595
"Take with food. Taking midostaurin with food increases the AUC, but it also prolongs the Tmax and reduces Cmax.",DB06595
Avoid grapefruit products.,DB06605
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include alfalfa, anise, and bilberry.",DB06605
Avoid St. John's Wort. St. John's Wort will decrease levels of this medication.,DB06605
Take with or without food.,DB06605
Take with food.,DB06608
Take with food. The manufacturer recommends its administration with meals.,DB06616
Avoid grapefruit products.,DB06626
Take with or without food.,DB06626
Avoid grapefruit products. Grapefruit is a moderate to strong inhibitor of CYP3A4. Strong CYP3A4 inhibitors are contraindicated with isavuconazonium.,DB06636
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of isavuconazonium and may reduce its serum concentration. Co-administration of isavuconazonium with St. John's Wort is contraindicated.,DB06636
Take with or without food. The bioavailability of isavuconazonium is not significantly impacted by food.,DB06636
"Take with or without food. High-fat meals increase drug absorption, but not to a clinically significant extent.",DB06637
Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the sedative effects of safinamide.,DB06654
Avoid tyramine-containing foods and supplements. Avoid foods containing high amounts of tyramine (>150mg) as these foods may cause a significant elevation in blood pressure.,DB06654
Take at the same time every day.,DB06654
Take with or without food.,DB06654
Take with or without food.,DB06655
Avoid alcohol.,DB06684
Avoid St. John's Wort.,DB06684
Take with food.,DB06684
Avoid alcohol.,DB06691
Take with food.,DB06691
Avoid alcohol.,DB06693
Avoid grapefruit products.,DB06693
Avoid St. John's Wort.,DB06695
Take with a full glass of water.,DB06695
Take with or without food.,DB06695
Avoid grapefruit products.,DB06697
Take with food. Food increases absorption.,DB06697
Take with food.,DB06698
Avoid alcohol.,DB06700
Avoid St. John's Wort.,DB06700
Take with or without food. The absorption is unaffected by food.,DB06700
Avoid alcohol. Alcohol inhibits the metabolism of dexmethylphenidate.,DB06701
Take with or without food.,DB06701
Take with or without food.,DB06702
Take with or without food.,DB06703
Avoid grapefruit products.,DB06708
Take with food. Food increases absorption.,DB06708
Take with or without food.,DB06709
Take with or without food.,DB06712
"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of fosaprepitant, which may increase its serum concentration.",DB06717
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of fosaprepitant and may reduce its serum concentration.,DB06717
Avoid foods rich in citrate. Citrate may increase the absorption of aluminum and has the potential to cause toxicity.,DB06723
"Take with or without food. Food increases the absorption of calcium carbonate, which may be advantageous in its use as a calcium supplement.",DB06724
Take with or without food.,DB06736
Avoid excessive or chronic alcohol consumption. Ingesting alcohol increases the risk of bleeding.,DB06754
Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase the risk of bleeding.,DB06754
Take with or without food. Oral betaine powder should be mixed with food or a beverage and then consumed.,DB06756
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of cabazitaxel, which may increase its serum concentration.",DB06772
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of cabazitaxel and may reduce its serum concentration.,DB06772
Take before a meal. Take carglumic acid right before eating.,DB06775
Take with plain water. Carglumic acid tablets are dispersed in water to produce an oral suspension and should not be swallowed whole.,DB06775
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic.",DB06779
Take with food.,DB06792
Drink plenty of fluids.,DB06799
Take with food.,DB06799
Take on an empty stomach. Take methylnaltrexone at least 30 minutes before breakfast.,DB06800
Take with or without food.,DB06817
Take with food.,DB06819
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginger, ginkgo, and garlic.",DB06822
Take at the same time every day. Take each dose at the same time every day.,DB06823
Take on an empty stomach. Take tiopronin at least 1 hour before or 2 hours after eating food.,DB06823
Take at least 2 hours before or after iron supplements. Iron and triethylenetetramine inhibit each others absorption.,DB06824
"Take on an empty stomach. Take triethylenetetramine one hour before or two hours after eating a meal or at least one hour of separation from other drugs, milk, or food.",DB06824
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include ginseng, ginkgo, ginger, and garlic.",DB08813
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include alfalfa, feverfew, ginger, ginseng, and gingko biloba.",DB08814
Take with food. The manufacturer recommends co-administration with at least 350 calories.,DB08815
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ticagrelor, which may increase its serum concentration.",DB08816
Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with antiplatelet activity may increase the risk of bleeding.,DB08816
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ticagrelor and may reduce its serum concentration.,DB08816
Take with or without food.,DB08816
Take with a high fat meal. Co-administration with a high fat meal increases exposure to ivacaftor.,DB08820
Take with or without food. Food does not affect absorption.,DB08822
Take with or without food.,DB08823
Take with or without food.,DB08824
Take with or without food. Food does not affect absorption.,DB08826
Avoid grapefruit products.,DB08827
Take with food. Food decreases the risk of GI side effects.,DB08827
Take with or without food. Food does not affect absorption.,DB08828
Take with or without food.,DB08835
Take with or without food. Food does not affect oral absorption or bioavailability.,DB08860
Avoid St. John's Wort. St.John's Wort will decrease levels of this medication.,DB08864
Take with food. Absorption is increased by 40% if taken with food.,DB08864
"Take with or without food. High-fat food decreases drug absorption, but not to a clinically significant extent.",DB08865
"Take with or without food. High-fat food increases drug absorption, but not to a clinically significant extent.",DB08867
Take with or without food.,DB08868
Take with or without food.,DB08872
"Take with or without food. Food decreases drug exposure, but not to a clinically significant extent.",DB08873
Take with or without food. High-fat meal decreases the Cmax of fidaxomicin and its metabolite in a clinically insignificant way.,DB08874
Avoid grapefruit products. Combination may increase levels of cabozantinib.,DB08875
Take with or without food.,DB08876
Take with or without food.,DB08877
Take with or without food.,DB08880
"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of vemurafenib, which may increase its serum concentration.",DB08881
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of vemurafenib and may reduce its serum concentration.,DB08881
"Do not take with or immediately after a high-fat meal. Taking vemurafenib with a high-fat meal may increase the AUC and Cmax by approximately 5 fold and 2.5 fold, respectively.",DB08881
Take with or without food.,DB08881
Avoid excessive or chronic alcohol consumption. Chronic or binge drinking can increase the risk of serious side effects.,DB08882
"Take with or without food. High fat meals reduce the maximum concentration and increase the AUC, but not to a clinically significant extent.",DB08882
Take with or without food. Food slows the rate of absorption but not the extent.,DB08883
Take with food.,DB08887
Avoid fatty foods. Co-administration with fatty foods may cause loose stools.,DB08890
"Take with or without food. Food decreases drug absorption, but not to a clinically significant extent.",DB08893
Avoid grapefruit products. Dose adjustments are required when administering CYP3A4 inhibitors (grapefruit) and CYP2C19 inhibitors with tofacitinib.,DB08895
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of tofacitinib and may reduce its serum concentration.,DB08895
Take with or without food.,DB08895
Drink plenty of fluids.,DB08896
Take after a meal. Should be taken following a low-fat meal containing less than 600 calories and less than 30% fat.,DB08896
Take at the same time every day.,DB08896
Take with or without food.,DB08898
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of enzalutamide and may reduce its serum concentration.,DB08899
Take with or without food.,DB08899
Avoid grapefruit products. Reduce the dose of ponatinib if administered with grapefruit juice.,DB08901
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of ponatinib and may reduce its serum concentration.,DB08901
Take with or without food.,DB08901
Take with food. Food significantly increases the oral bioavailability.,DB08903
Avoid alcohol. Excess alcohol intake may promote ketoacidosis.,DB08907
Drink plenty of fluids.,DB08907
Take before a meal. It is recommended to take this drug before the first meal of the day.,DB08907
Take with food. Co-administration with food may reduce gastrointestinal upset and flushing.,DB08908
Take with food.,DB08909
Take at the same time every day.,DB08910
"Take with or without food. Administration of pomalidomide with food reduces the AUC and Cmax by 8% and 27%, respectively, and delays Tmax by two and a half hours.",DB08910
Take separate from meals. Take at least one hour before or two hours after a meal.,DB08911
Take separate from meals. Take at least one hour before or two hours after a meal.,DB08912
Drink plenty of fluids.,DB08913
Take separate from meals. Take at least one hour before or two hours after a meal.,DB08916
