id,name,organism,known_action,position,parent_key
BE0002022,Phosphate-binding protein PstS,Escherichia coli (strain K12),unknown,,DB02831
BE0000869,L-xylulose reductase,Humans,unknown,,DB02831
BE0001900,Sulfite reductase [NADPH] hemoprotein beta-component,Escherichia coli (strain K12),unknown,,DB02832
BE0001072,Cyclin-dependent kinase 2,Humans,unknown,,DB02833
BE0003734,Cyclin-A2,Humans,unknown,1,DB02833
BE0000747,Aldose reductase,Humans,unknown,,DB02834
BE0001357,Beta-phosphoglucomutase,Lactococcus lactis subsp. lactis (strain IL1403),unknown,,DB02835
BE0004461,Phosphoglucomutase-1,Humans,unknown,,DB02835
BE0001441,Adenylosuccinate synthetase,Escherichia coli (strain K12),unknown,,DB02836
BE0001706,Bifunctional (p)ppGpp synthase/hydrolase RelA,Streptococcus dysgalactiae subsp. equisimilis,unknown,,DB02836
BE0004482,Mannose-binding protein C,Humans,unknown,,DB02837
BE0004141,D-amino-acid oxidase,Humans,unknown,,DB02838
BE0001543,p-hydroxybenzoate hydroxylase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,DB02839
BE0001523,p-hydroxybenzoate hydroxylase,Pseudomonas fluorescens,unknown,,DB02839
BE0001120,Heat shock protein HSP 90-alpha,Humans,unknown,,DB02840
BE0002718,Beta-lactamase,Escherichia coli,unknown,,DB02841
BE0001568,Beta-lactamase TEM,Salmonella typhi,unknown,,DB02841
BE0003894,Beta-lactamase TEM,Escherichia coli,unknown,1,DB02841
BE0004796,DNA,Humans,unknown,1,DB02842
BE0001369,Phosphomannomutase/phosphoglucomutase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,DB02843
BE0000916,"Glycogen phosphorylase, muscle form",Humans,unknown,,DB02843
BE0002493,Glucose-1-phosphate thymidylyltransferase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,DB02843
BE0001698,Maltodextrin phosphorylase,Escherichia coli (strain K12),unknown,,DB02843
BE0001703,Glucose-1-phosphatase,Escherichia coli (strain K12),unknown,,DB02843
BE0001674,Spermidine synthase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,,DB02844
BE0001897,Esterase,Streptomyces scabies,unknown,,DB02845
BE0002180,Cholinesterase,Humans,unknown,1,DB02845
BE0000426,Acetylcholinesterase,Humans,unknown,2,DB02845
BE0004149,Annexin A5,Humans,unknown,,DB02846
BE0002431,"Fructose-1,6-bisphosphatase 1",Humans,unknown,1,DB02848
BE0001506,"2,2-dialkylglycine decarboxylase",Pseudomonas cepacia ,unknown,,DB02849
BE0000455,4-hydroxyphenylpyruvate dioxygenase,Humans,unknown,,DB02850
BE0001246,Camphor 5-monooxygenase,Pseudomonas putida,unknown,,DB02851
BE0000826,"Glutamate receptor ionotropic, kainate 2",Humans,unknown,,DB02852
BE0000886,Bile salt sulfotransferase,Humans,unknown,,DB02854
BE0002840,Estradiol 17-beta-dehydrogenase 11,Humans,unknown,,DB02854
BE0001679,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,Mycobacterium tuberculosis,unknown,,DB02854
BE0003805,Ig gamma-2 chain C region,Humans,unknown,1,DB02854
BE0000939,Cathepsin B,Humans,unknown,1,DB02855
BE0001772,Shiga-like toxin 1 subunit B,Bacteriophage H30,unknown,,DB02856
BE0001360,DNA polymerase,Enterobacteria phage RB69,unknown,,DB02857
BE0000250,Purine nucleoside phosphorylase,Humans,unknown,,DB02857
BE0002841,Purine nucleoside phosphorylase,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,,DB02857
BE0001358,Beta-lactamase,Escherichia coli (strain K12),unknown,,DB02858
BE0000702,Acetyl-CoA carboxylase 2,Humans,unknown,,DB02859
BE0001447,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,Humans,unknown,,DB02860
BE0000322,Carbonic anhydrase 2,Humans,unknown,,DB02861
BE0001326,Ferrichrome-iron receptor,Escherichia coli (strain K12),unknown,,DB02865
BE0000322,Carbonic anhydrase 2,Humans,unknown,,DB02866
BE0001369,Phosphomannomutase/phosphoglucomutase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,DB02867
BE0000418,Calmodulin,Humans,unknown,,DB02868
BE0001909,Cathepsin L2,Humans,unknown,,DB02869
BE0003417,Cathepsin K,Humans,unknown,1,DB02869
BE0001248,Lysozyme,Enterobacteria phage T4,unknown,,DB02870
BE0000465,Alcohol dehydrogenase 1C,Humans,unknown,1,DB02871
BE0001003,E3 ubiquitin-protein ligase Mdm2,Humans,unknown,,DB02872
BE0001019,Mitogen-activated protein kinase 14,Humans,unknown,,DB02873
BE0001739,Trypsin-1,Humans,unknown,1,DB02875
BE0001430,Beta-lactamase,Enterobacter cloacae,unknown,,DB02876
BE0000206,Retinoic acid receptor beta,Humans,unknown,,DB02877
BE0000050,Delta-aminolevulinic acid dehydratase,Humans,unknown,,DB02878
BE0001895,47 kDa membrane antigen,Treponema pallidum (strain Nichols),unknown,,DB02879
BE0001600,Cytidylate kinase,Escherichia coli (strain K12),unknown,,DB02883
BE0002842,Zinc finger Y-chromosomal protein,Humans,unknown,,DB02884
BE0001327,Thiamine-phosphate synthase,Bacillus subtilis (strain 168),unknown,,DB02885
BE0003106,Nucleoside diphosphate kinase A,Humans,unknown,,DB02887
BE0000695,Peptidyl-prolyl cis-trans isomerase FKBP1A,Humans,unknown,,DB02888
BE0002639,Pancreatic alpha-amylase,Humans,unknown,,DB02889
BE0004473,Uridine 5'-monophosphate synthase,Humans,unknown,,DB02890
BE0001677,Orotidine 5'-phosphate decarboxylase,Escherichia coli (strain K12),unknown,,DB02890
BE0001593,Meso-diaminopimelate D-dehydrogenase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),unknown,,DB02892
BE0001534,Methionine aminopeptidase 2,Humans,unknown,,DB02893
BE0002843,"Transcriptional regulator, HTH_3 family",Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,DB02893
BE0000322,Carbonic anhydrase 2,Humans,unknown,,DB02894
BE0000648,"Glutathione reductase, mitochondrial",Humans,unknown,,DB02895
BE0002011,Purine nucleoside phosphorylase DeoD-type,Escherichia coli (strain K12),unknown,,DB02896
BE0001903,GDP-L-fucose synthase,Escherichia coli (strain K12),unknown,,DB02897
BE0001908,Phosphate acetyltransferase,Bacillus subtilis (strain 168),unknown,,DB02897
BE0001072,Cyclin-dependent kinase 2,Humans,unknown,,DB02898
BE0001438,Thymidylate synthase,Escherichia coli (strain K12),unknown,,DB02899
BE0004008,Urease subunit alpha,Bacillus pasteurii,unknown,1,DB02899
BE0004009,Urease subunit beta,Bacillus pasteurii,unknown,2,DB02899
BE0004010,Urease subunit gamma,Bacillus pasteurii,unknown,3,DB02899
BE0003925,Light-harvesting protein B-800/850 alpha chain,Rhodopseudomonas acidophila,unknown,4,DB02899
BE0003926,Light-harvesting protein B-800/850 beta chain,Rhodopseudomonas acidophila,unknown,5,DB02899
BE0004011,Probable rRNA methylase,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),unknown,6,DB02899
BE0001369,Phosphomannomutase/phosphoglucomutase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,,DB02900
BE0003623,Cation-independent mannose-6-phosphate receptor,Humans,unknown,,DB02900
BE0004494,Cation-dependent mannose-6-phosphate receptor,Humans,unknown,,DB02900
BE0000194,Estradiol 17-beta-dehydrogenase 1,Humans,unknown,,DB02901
BE0000132,Androgen receptor,Humans,unknown,,DB02901
BE0000123,Estrogen receptor alpha,Humans,unknown,5,DB02901
BE0000668,Mineralocorticoid receptor,Humans,unknown,6,DB02901
BE0000951,Estrogen sulfotransferase,Humans,unknown,,DB02902
BE0001496,Cholera enterotoxin subunit B,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,DB02903
BE0002838,Envelope glycoprotein gp160,HIV-1,unknown,,DB02904
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,DB02905
BE0002845,6-oxocamphor hydrolase,Rhodococcus sp.,unknown,,DB02906
BE0001326,Ferrichrome-iron receptor,Escherichia coli (strain K12),unknown,,DB02907
BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,unknown,,DB02908
BE0002012,Methionine aminopeptidase,Escherichia coli (strain K12),unknown,,DB02909
BE0004075,Methionine aminopeptidase 2,Mycobacterium tuberculosis,unknown,1,DB02909
BE0004500,"Enoyl-CoA hydratase, mitochondrial",Humans,unknown,,DB02910
BE0001764,"Enoyl-CoA delta isomerase 1, mitochondrial",Humans,unknown,,DB02910
BE0001745,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",Humans,unknown,,DB02910
BE0000263,"Nitric oxide synthase, endothelial",Humans,unknown,1,DB02911
BE0002846,Propionyl-CoA carboxylase complex B subunit,Streptomyces coelicolor,unknown,,DB02912
BE0001072,Cyclin-dependent kinase 2,Humans,unknown,,DB02915
BE0003734,Cyclin-A2,Humans,unknown,1,DB02915
BE0001608,Histone deacetylase 8,Humans,unknown,,DB02917
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Humans,unknown,1,DB02918
BE0000330,Dihydrofolate reductase,Humans,unknown,,DB02919
BE0001403,Thymidine kinase,,unknown,,DB02921
BE0001308,"Biphenyl-2,3-diol 1,2-dioxygenase",Burkholderia xenovorans (strain LB400),unknown,,DB02923
BE0001672,"Biphenyl-2,3-diol 1,2-dioxygenase",Pseudomonas sp. (strain KKS102),unknown,,DB02923
BE0003955,"1,2-dihydroxynaphthalene dioxygenase",Pseudomonas sp. (strain C18),unknown,1,DB02923
BE0004320,Epididymal-specific lipocalin-9,Humans,unknown,,DB02924
BE0000502,Solute carrier family 12 member 1,Humans,unknown,,DB02925
BE0001271,ATP-dependent dethiobiotin synthetase BioD 1,Escherichia coli (strain K12),unknown,,DB02927
BE0001222,Primary amine oxidase,Escherichia coli (strain K12),unknown,,DB02928
BE0004149,Annexin A5,Humans,unknown,1,DB02929
BE0001241,ADP-ribosyl cyclase 2,Humans,unknown,1,DB02930
BE0004488,Synapsin-1,Humans,unknown,2,DB02930
BE0004571,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",Humans,unknown,3,DB02930
BE0001073,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",Humans,unknown,4,DB02930
BE0002851,Mismatch repair endonuclease PMS2,Humans,unknown,5,DB02930
BE0001269,Protein RecA,Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10),unknown,6,DB02930
BE0001257,Protein RecA,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),unknown,7,DB02930
BE0001235,Protein RecA,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155),unknown,8,DB02930
BE0001493,Chloramphenicol 3-O phosphotransferase,Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745),unknown,9,DB02930
BE0001547,Phosphoribosylglycinamide formyltransferase 2,Escherichia coli (strain K12),unknown,10,DB02930
BE0001592,ATP-dependent DNA helicase RecQ,Escherichia coli (strain K12),unknown,11,DB02930
BE0002852,DNA polymerase III subunit tau,Escherichia coli (strain K12),unknown,12,DB02930
BE0001580,Serine/threonine-protein kinase PknB,Mycobacterium tuberculosis,unknown,13,DB02930
BE0002850,Cag alpha,Helicobacter pylori,unknown,14,DB02930
BE0004584,Serotonin N-acetyltransferase,Humans,unknown,,DB02931
BE0000132,Androgen receptor,Humans,unknown,1,DB02932
BE0001128,S-methyl-5'-thioadenosine phosphorylase,Humans,unknown,,DB02933
BE0002007,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Escherichia coli (strain K12),unknown,,DB02933
BE0002011,Purine nucleoside phosphorylase DeoD-type,Escherichia coli (strain K12),unknown,,DB02934
BE0001165,Endoplasmin,Humans,unknown,,DB02935
BE0001640,"Phospholipase A2, membrane associated",Humans,unknown,,DB02936
BE0001332,NH(3)-dependent NAD(+) synthetase,Escherichia coli (strain K12),unknown,,DB02937
BE0001609,Glycerol kinase,Escherichia coli (strain K12),unknown,,DB02937
BE0003997,Phospholipase A2,Humans,unknown,,DB02938
BE0004325,Thiostrepton,Streptomyces azureus,unknown,1,DB02940
BE0004326,50S ribosomal protein L11,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),unknown,2,DB02940
BE0001271,ATP-dependent dethiobiotin synthetase BioD 1,Escherichia coli (strain K12),unknown,,DB02941
BE0001815,Early endosome antigen 1,Humans,unknown,,DB02942
BE0002281,Glutathione S-transferase A1,Humans,unknown,,DB02943
BE0001416,Chondroitinase-AC,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),unknown,,DB02945
BE0002011,Purine nucleoside phosphorylase DeoD-type,Escherichia coli (strain K12),unknown,,DB02947
BE0001575,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Escherichia coli (strain K12),unknown,,DB02948
BE0001805,Cytochrome c-552,Thermus thermophilus,unknown,,DB02949
BE0000890,Cyclin-dependent kinase 5,Humans,unknown,,DB02950
BE0001082,Cyclin-dependent kinase 1,Humans,unknown,,DB02950
BE0001072,Cyclin-dependent kinase 2,Humans,unknown,,DB02950
BE0001256,Triosephosphate isomerase,Plasmodium falciparum,unknown,,DB02951
BE0001650,N-acetylneuraminate lyase,Shigella flexneri,unknown,,DB02951
BE0001026,Corticoliberin,Humans,unknown,,DB02952
BE0003476,Pro-neuropeptide Y,Humans,unknown,,DB02952
BE0001182,Neutrophil collagenase,Humans,unknown,,DB02953
BE0001441,Adenylosuccinate synthetase,Escherichia coli (strain K12),unknown,,DB02954
BE0001828,Adenylosuccinate synthetase,Shigella flexneri,unknown,,DB02954
BE0000061,Cannabinoid receptor 1,Humans,unknown,1,DB02955
BE0000095,Cannabinoid receptor 2,Humans,unknown,2,DB02955
BE0001023,Transient receptor potential cation channel subfamily V member 1,Humans,unknown,3,DB02955
BE0002870,Sulfide dehydrogenase,Wolinella succinogenes,unknown,,DB02956
BE0001830,Tryptophan--tRNA ligase 2,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),unknown,,DB02959
BE0001880,L-rhamnose isomerase,Escherichia coli (strain K12),unknown,,DB02961
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,DB02962
BE0001072,Cyclin-dependent kinase 2,Humans,unknown,,DB02963
BE0000916,"Glycogen phosphorylase, muscle form",Humans,unknown,,DB02964
BE0001875,Ornithine carbamoyltransferase chain I,Escherichia coli (strain K12),unknown,,DB02965
BE0000829,Glutamate receptor 2,Humans,unknown,,DB02966
BE0001886,Galectin-10,Humans,unknown,,DB02967
BE0001655,Regulatory protein BlaR1,Staphylococcus aureus,unknown,,DB02968
BE0001904,Beta-lactam-inducible penicillin-binding protein,Staphylococcus aureus,unknown,,DB02968
BE0001879,Hydroxyethylthiazole kinase,Bacillus subtilis (strain 168),unknown,,DB02969
BE0001248,Lysozyme,Enterobacteria phage T4,unknown,,DB02970
BE0002050,Gag-Pol polyprotein,,unknown,,DB02972
BE0001072,Cyclin-dependent kinase 2,Humans,unknown,,DB02973
BE0003549,Cytochrome P450 2B6,Humans,unknown,,DB02974
BE0001864,Elongation factor Tu,Shigella flexneri,unknown,,DB02975
BE0002699,Glycosyl transferase,Neisseria meningitidis,unknown,,DB02976
BE0002871,LgtC,Neisseria meningitidis,unknown,,DB02976
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,Humans,unknown,,DB02977
BE0000263,"Nitric oxide synthase, endothelial",Humans,unknown,,DB02979
BE0001587,Nuclease P1,Penicillium citrinum,unknown,,DB02980
BE0001217,Aspartate aminotransferase,Escherichia coli (strain K12),unknown,,DB02981
BE0001886,Galectin-10,Humans,unknown,,DB02983
BE0000792,Estrogen receptor beta,Humans,unknown,,DB02983
BE0001019,Mitogen-activated protein kinase 14,Humans,unknown,,DB02984
BE0001623,Purine nucleoside phosphorylase,Cellulomonas sp.,unknown,,DB02985
BE0000322,Carbonic anhydrase 2,Humans,unknown,,DB02986
BE0004585,2'-5'-oligoadenylate synthase 1,Humans,unknown,,DB02987
BE0003317,Ribonuclease pancreatic,Humans,unknown,,DB02987
BE0004141,D-amino-acid oxidase,Humans,unknown,1,DB02988
BE0001739,Trypsin-1,Humans,unknown,,DB02989
BE0000332,Enoyl-[acyl-carrier-protein] reductase [NADH],Mycobacterium tuberculosis,unknown,,DB02990
BE0000067,"Nitric oxide synthase, brain",Humans,unknown,1,DB02991
BE0001253,2-dehydro-3-deoxyphosphooctonate aldolase,Aquifex aeolicus (strain VF5),unknown,,DB02992
BE0001210,Gag-Pol polyprotein,,unknown,,DB02994
BE0000263,"Nitric oxide synthase, endothelial",Humans,unknown,,DB02994
BE0000747,Aldose reductase,Humans,unknown,,DB02994
BE0003945,Guanine nucleotide-binding protein G(t) subunit alpha-1,Humans,unknown,,DB02994
BE0001291,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56),unknown,,DB02995
BE0003872,Disintegrin and metalloproteinase domain-containing protein 28,Humans,unknown,1,DB02996
BE0000557,Progesterone receptor,Humans,unknown,,DB02998
BE0000132,Androgen receptor,Humans,unknown,1,DB02998
BE0003740,Nuclear receptor coactivator 2,Humans,unknown,2,DB02998
BE0000668,Mineralocorticoid receptor,Humans,unknown,3,DB02998
BE0000829,Glutamate receptor 2,Humans,unknown,,DB02999
BE0000826,"Glutamate receptor ionotropic, kainate 2",Humans,unknown,,DB02999
BE0001403,Thymidine kinase,,unknown,,DB03000
BE0002062,Glutathione S-transferase GstA,Escherichia coli (strain K12),unknown,,DB03003
BE0000812,Glutathione S-transferase Mu 4,Humans,unknown,,DB03003
BE0002281,Glutathione S-transferase A1,Humans,unknown,,DB03003
BE0000814,Glutathione S-transferase P,Humans,unknown,,DB03003
BE0000426,Acetylcholinesterase,Humans,unknown,,DB03005
BE0003751,Lysozyme C,Humans,unknown,,DB03006
BE0003505,Alpha-mannosidase 2,Humans,unknown,,DB03008
BE0001425,Tubulin alpha-3C/D chain,Humans,unknown,,DB03010
BE0000143,Tubulin beta chain,Humans,unknown,,DB03010
BE0000026,Tubulin beta-1 chain,Humans,unknown,,DB03010
BE0001367,Tubulin beta-4B chain,Humans,unknown,,DB03010
BE0001408,Tubulin beta-4A chain,Humans,unknown,,DB03010
BE0001391,Tubulin alpha-4A chain,Humans,unknown,,DB03010
BE0001415,Tubulin beta-3 chain,Humans,unknown,,DB03010
BE0001388,Tubulin alpha-1C chain,Humans,unknown,,DB03010
BE0001359,Tubulin alpha-8 chain,Humans,unknown,,DB03010
BE0001275,Tubulin alpha-1B chain,Humans,unknown,,DB03010
BE0001340,Tubulin alpha-1A chain,Humans,unknown,,DB03010
BE0001587,Nuclease P1,Penicillium citrinum,unknown,,DB03011
BE0003753,Carboxypeptidase A1,Humans,unknown,1,DB03012
BE0001605,Chitobiase,Serratia marcescens,unknown,,DB03013
BE0003751,Lysozyme C,Humans,unknown,,DB03013
BE0000259,"Beta-1,4-galactosyltransferase 1",Humans,unknown,,DB03013
BE0002214,Adenosine deaminase,Humans,unknown,,DB03015
BE0001739,Trypsin-1,Humans,unknown,,DB03016
BE0000009,Alcohol dehydrogenase class-3,Humans,unknown,,DB03017
BE0000801,3-oxoacyl-[acyl-carrier-protein] synthase 1,Escherichia coli (strain K12),unknown,,DB03017
BE0001326,Ferrichrome-iron receptor,Escherichia coli (strain K12),unknown,,DB03017
BE0001432,Ganglioside GM2 activator,Humans,unknown,,DB03017
BE0001723,3-oxoacyl-[acyl-carrier-protein] synthase 3,Mycobacterium tuberculosis,unknown,,DB03017
BE0004017,Genome polyprotein,HRV-16,unknown,1,DB03017
BE0004018,Genome polyprotein,HRV-1A,unknown,2,DB03017
BE0001494,Genome polyprotein,HRV-2,unknown,3,DB03017
BE0004019,Hepatocyte nuclear factor 4-alpha,Humans,unknown,4,DB03017
BE0001640,"Phospholipase A2, membrane associated",Humans,unknown,5,DB03017
BE0004020,Very low-density lipoprotein receptor,Humans,unknown,6,DB03017
BE0001854,Glycolipid transfer protein,Humans,unknown,7,DB03017
BE0000800,3-oxoacyl-[acyl-carrier-protein] synthase 2,Escherichia coli (strain K12),unknown,8,DB03017
BE0000994,Lactotransferrin,Humans,unknown,9,DB03017
BE0004021,Protein TonB,Escherichia coli (strain K12),unknown,10,DB03017
BE0003266,Complement component C8 gamma chain,Humans,unknown,11,DB03017
BE0004022,Group IID secretory phospholipase A2,Humans,unknown,12,DB03017
BE0004023,Acyl-homoserine lactone acylase PvdQ,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),unknown,13,DB03017
BE0004024,Lymphocyte antigen 96,Humans,unknown,14,DB03017
BE0002442,Toll-like receptor 4,Humans,unknown,15,DB03017
BE0000071,Peroxisome proliferator-activated receptor alpha,Humans,unknown,16,DB03017
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,DB03018
BE0001072,Cyclin-dependent kinase 2,Humans,unknown,,DB03019
BE0000465,Alcohol dehydrogenase 1C,Humans,unknown,,DB03020
BE0002101,"Actin, alpha skeletal muscle",Humans,unknown,,DB03021
BE0001270,"6,7-dimethyl-8-ribityllumazine synthase",Mycobacterium tuberculosis,unknown,,DB03022
BE0000842,Tyrosine-protein kinase Lck,Humans,unknown,,DB03023
BE0004315,Tyrosine-protein kinase Lyn,Humans,unknown,1,DB03023
BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,unknown,2,DB03023
BE0000270,Renin,Humans,unknown,1,DB03024
BE0003844,Triosephosphate isomerase,Humans,unknown,,DB03026
BE0001905,Methylglyoxal synthase,Shigella flexneri,unknown,,DB03026
BE0001878,Rhamnulose-1-phosphate aldolase,Escherichia coli (strain K12),unknown,,DB03026
BE0002033,L-fuculose phosphate aldolase,Escherichia coli (strain K12),unknown,,DB03026
BE0002054,"D-tagatose-1,6-bisphosphate aldolase subunit KbaY",Escherichia coli (strain K12),unknown,1,DB03026
BE0002021,Fructose-bisphosphate aldolase class 2,Escherichia coli (strain K12),unknown,2,DB03026
BE0000941,Cathepsin D,Humans,unknown,,DB03028
BE0002006,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,Escherichia coli (strain K12),unknown,,DB03030
BE0001246,Camphor 5-monooxygenase,Pseudomonas putida,unknown,,DB03031
BE0000812,Glutathione S-transferase Mu 4,Humans,unknown,,DB03032
BE0000966,Collagenase 3,Humans,unknown,,DB03033
BE0001116,Stromelysin-1,Humans,unknown,,DB03033
BE0001790,Autolysin,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),unknown,,DB03034
BE0001209,Casein kinase II subunit alpha,Humans,unknown,1,DB03035
BE0002498,ActVA 6 protein,Streptomyces coelicolor,unknown,,DB03037
BE0001438,Thymidylate synthase,Escherichia coli (strain K12),unknown,,DB03038
BE0000322,Carbonic anhydrase 2,Humans,unknown,,DB03039
BE0000994,Lactotransferrin,Humans,unknown,,DB03040
BE0002000,UDP-glucose 6-dehydrogenase,Streptococcus pyogenes,unknown,,DB03041
BE0001872,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Humans,unknown,,DB03041
BE0001521,UDP-glucose 4-epimerase,Humans,unknown,1,DB03041
BE0001469,Glucose-6-phosphate isomerase B,Geobacillus stearothermophilus,unknown,,DB03042
BE0001199,Glucose-6-phosphate isomerase,Humans,unknown,,DB03042
BE0001019,Mitogen-activated protein kinase 14,Humans,unknown,,DB03044
BE0001422,Acetyl-CoA acetyltransferase,Zoogloea ramigera,unknown,,DB03045
BE0000895,Urokinase-type plasminogen activator,Humans,unknown,,DB03046
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Humans,unknown,,DB03048
BE0001511,Cysteine desulfurase,Escherichia coli (strain K12),unknown,,DB03049
BE0001870,Quinohemoprotein ethanol dehydrogenase type-1,Comamonas testosteroni,unknown,,DB03051
BE0001787,Bifunctional protein PutA,Escherichia coli (strain K12),unknown,,DB03051
BE0001893,Thromboxane-A synthase,Humans,unknown,,DB03052
BE0001378,1-aminocyclopropane-1-carboxylate deaminase,Pseudomonas sp. (strain ACP),unknown,,DB03053
BE0002705,Liver carboxylesterase 1,Humans,unknown,1,DB03056
BE0002015,Beta-lactamase SHV-1,Escherichia coli,unknown,,DB03057
BE0001840,Complement factor D,Humans,unknown,,DB03058
BE0002684,"1,4-Dihydroxy-2-naphthoyl-CoA synthase",Mycobacterium tuberculosis,unknown,,DB03059
BE0002938,"Acyl-CoA dehydrogenase, short-chain specific",Megasphaera elsdenii,unknown,,DB03059
BE0002703,HMG-CoA synthase,Staphylococcus aureus,unknown,,DB03059
BE0002695,3-hydroxy-3-methylglutaryl CoA synthase,Staphylococcus aureus (strain MW2),unknown,,DB03059
BE0000377,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Humans,unknown,,DB03059
BE0001422,Acetyl-CoA acetyltransferase,Zoogloea ramigera,unknown,,DB03059
BE0000762,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Humans,unknown,,DB03059
BE0004500,"Enoyl-CoA hydratase, mitochondrial",Humans,unknown,,DB03059
BE0000330,Dihydrofolate reductase,Humans,unknown,,DB03060
BE0000465,Alcohol dehydrogenase 1C,Humans,unknown,,DB03061
BE0001502,Glycylpeptide N-tetradecanoyltransferase,Yeast,unknown,,DB03062
BE0004329,Glycylpeptide N-tetradecanoyltransferase 1,Humans,unknown,1,DB03062
BE0001694,Plasmepsin-2,Plasmodium falciparum,unknown,,DB03063
BE0003766,Hydroxyacid oxidase 1,Humans,unknown,1,DB03064
BE0000263,"Nitric oxide synthase, endothelial",Humans,unknown,1,DB03065
BE0001647,(S)-2-haloacid dehalogenase,Pseudomonas sp. (strain YL),unknown,,DB03066
BE0000916,"Glycogen phosphorylase, muscle form",Humans,unknown,,DB03067
BE0002035,Cytidine deaminase,Escherichia coli (strain K12),unknown,,DB03068
BE0001707,"CDP-glucose 4,6-dehydratase",Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown,,DB03069
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,Humans,unknown,,DB03070
BE0001717,Poly [ADP-ribose] polymerase 1,Humans,unknown,,DB03072
BE0001717,Poly [ADP-ribose] polymerase 1,Humans,unknown,,DB03073
BE0001405,Queuine tRNA-ribosyltransferase,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),unknown,,DB03074
BE0001499,S-adenosylmethionine synthase,Shigella flexneri,unknown,,DB03075
BE0002050,Gag-Pol polyprotein,,unknown,,DB03076
BE0001496,Cholera enterotoxin subunit B,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),unknown,,DB03077
BE0004186,Cholera enterotoxin B subunit,Vibrio cholerae,unknown,1,DB03077
BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,unknown,1,DB03078
