number,country,approved,expires,pediatric-extension,parent_key
7030106,United States,2006-04-18,2022-07-25,true,DB00973
7335799,United States,2008-02-26,2025-12-03,false,DB00973
9624152,United States,2017-04-18,2023-12-23,false,DB00973
8497301,United States,2013-07-30,2023-12-23,false,DB00973
9000041,United States,2015-04-07,2023-12-23,false,DB00973
10118881,United States,2018-11-06,2023-12-23,false,DB00973
6015577,United States,2000-01-18,2017-01-18,false,DB00975
2189271,Canada,2005-12-27,2015-05-02,false,DB00976
2102457,Canada,2002-01-22,2013-11-04,false,DB00976
5635485,United States,1997-06-03,2018-04-01,false,DB00976
D459798,United States,2002-07-02,2015-09-24,false,DB00976
6156742,United States,2000-12-05,2020-12-05,false,DB00977
6787531,United States,2004-09-07,2020-08-31,false,DB00977
6933395,United States,2005-08-23,2017-08-11,false,DB00977
5876746,United States,1999-03-02,2015-11-20,false,DB00977
5989581,United States,1999-11-23,2018-04-08,false,DB00977
6214815,United States,2001-04-10,2019-12-09,true,DB00977
6667050,United States,2003-12-23,2019-04-06,false,DB00977
5898032,United States,1999-04-27,2017-06-23,false,DB00977
RE39861,United States,2007-09-25,2017-06-23,false,DB00977
6987101,United States,2006-01-17,2017-12-22,false,DB00977
7163931,United States,2007-01-16,2021-12-20,false,DB00977
6958326,United States,2005-10-25,2021-12-20,false,DB00977
5798338,United States,1998-08-25,2015-07-10,false,DB00977
7320969,United States,2008-01-22,2024-01-30,false,DB00977
7615545,United States,2009-11-10,2023-06-15,false,DB00977
7855190,United States,2010-12-21,2028-12-05,false,DB00977
7858605,United States,2010-12-28,2023-06-23,false,DB00977
6500814,United States,2002-12-31,2018-09-03,false,DB00977
7704984,United States,2010-04-27,2029-02-02,false,DB00977
6441168,United States,2002-08-27,2022-07-30,false,DB00977
8617597,United States,2013-12-31,2030-02-08,false,DB00977
8450299,United States,2013-05-28,2025-10-07,false,DB00977
8415332,United States,2013-04-09,2029-03-11,false,DB00977
6652880,United States,2003-11-25,2020-03-29,false,DB00977
6716814,United States,2004-04-06,2021-08-16,false,DB00977
9050348,United States,2015-06-09,2028-07-10,false,DB00977
8221784,United States,2012-07-17,2021-03-14,false,DB00977
8747888,United States,2014-06-10,2028-07-10,false,DB00977
8221785,United States,2012-07-17,2021-03-14,false,DB00977
7384650,United States,2008-06-10,2021-03-14,false,DB00977
8246978,United States,2012-08-21,2028-08-26,false,DB00977
8883196,United States,2014-11-11,2020-11-22,false,DB00977
7045145,United States,2006-05-16,2021-03-14,false,DB00977
10632066,United States,2019-02-01,2039-02-01,false,DB00977
6034239,United States,2000-03-07,2019-07-22,false,DB00980
10098866,United States,2018-10-16,2021-11-16,false,DB00980
8367102,United States,2013-02-05,2021-09-21,false,DB00982
9089534,United States,2015-07-28,2021-09-21,false,DB00982
7435427,United States,2008-10-14,2021-09-21,false,DB00982
9078925,United States,2015-07-14,2021-09-21,false,DB00982
8952064,United States,2015-02-10,2021-09-21,false,DB00982
9750711,United States,2017-09-05,2035-05-29,false,DB00982
9700535,United States,2017-07-11,2035-08-04,false,DB00982
6182655,United States,2001-02-06,2016-12-05,false,DB00983
6887459,United States,2005-05-03,2020-11-28,false,DB00983
6488027,United States,2002-12-03,2019-03-08,false,DB00983
6814953,United States,2004-11-09,2021-06-22,false,DB00983
7348362,United States,2008-03-25,2021-06-22,false,DB00983
7462645,United States,2008-12-09,2021-06-22,false,DB00983
6667344,United States,2003-12-23,2021-06-22,false,DB00983
7759328,United States,2010-07-20,2023-07-29,true,DB00983
7897646,United States,2011-03-01,2019-03-09,true,DB00983
8143239,United States,2012-03-27,2023-07-29,true,DB00983
8461211,United States,2013-06-11,2019-03-09,true,DB00983
8575137,United States,2013-11-05,2023-07-29,true,DB00983
6123924,United States,2000-09-26,2017-09-26,false,DB00983
7967011,United States,2011-06-28,2022-02-11,true,DB00983
8616196,United States,2013-12-31,2029-10-07,true,DB00983
8387615,United States,2013-03-05,2025-05-10,true,DB00983
7587988,United States,2009-09-15,2026-10-10,true,DB00983
7367333,United States,2008-05-06,2019-05-11,true,DB00983
8528545,United States,2013-09-10,2029-04-16,true,DB00983
8875699,United States,2014-11-04,2025-05-10,true,DB00983
8623922,United States,2014-01-07,2021-06-22,false,DB00983
6068832,United States,2000-05-30,2017-08-27,false,DB00983
7067502,United States,2006-06-27,2020-11-21,true,DB00983
7566705,United States,2009-07-28,2020-11-21,true,DB00983
9463161,United States,2016-10-11,2030-05-28,false,DB00983
9415009,United States,2016-08-16,2030-05-28,false,DB00983
8808713,United States,2014-08-19,2030-05-28,false,DB00983
8324266,United States,2012-12-04,2030-05-28,false,DB00983
8703806,United States,2014-04-22,2030-05-28,false,DB00983
8815258,United States,2014-08-26,2031-03-17,false,DB00983
9730890,United States,2017-08-15,2021-06-22,false,DB00983
10166247,United States,2019-01-01,2023-07-29,true,DB00983
7078412,United States,2006-07-18,2020-07-16,false,DB00983
9056100,United States,2015-06-16,2020-07-07,false,DB00983
6681768,United States,2004-01-27,2022-08-07,false,DB00983
8051851,United States,2011-11-08,2027-04-22,false,DB00983
RE46417,United States,2017-05-30,2020-09-05,false,DB00983
9333195,United States,2016-05-10,2020-07-07,false,DB00983
10085974,United States,2018-10-02,2029-03-13,false,DB00983
10034867,United States,2018-07-31,2020-07-07,false,DB00983
7750023,United States,2010-07-06,2020-07-07,false,DB00983
8129405,United States,2012-03-06,2020-07-07,false,DB00983
10588895,United States,2002-01-14,2022-01-14,false,DB00983
7091236,United States,2006-08-15,2024-04-24,false,DB00986
6878721,United States,2005-04-12,2020-10-10,false,DB00986
6528678,United States,2003-03-04,2018-04-24,false,DB00986
8067437,United States,2011-11-29,2020-06-02,false,DB00986
8658673,United States,2014-02-25,2020-06-02,false,DB00986
8796307,United States,2014-08-05,2020-06-02,false,DB00986
8479730,United States,2013-07-09,2028-10-11,false,DB00986
7638552,United States,2009-12-29,2023-08-20,false,DB00986
7816396,United States,2010-10-19,2023-08-20,false,DB00986
7229607,United States,2007-06-12,2021-04-09,false,DB00986
7820694,United States,2010-10-26,2020-06-02,false,DB00986
8029768,United States,2011-10-04,2021-04-09,false,DB00986
8283362,United States,2012-10-09,2020-06-02,false,DB00986
7736670,United States,2010-06-15,2021-06-27,false,DB00986
8435567,United States,2013-05-07,2021-06-27,false,DB00986
8303991,United States,2012-11-06,2021-06-27,false,DB00986
8956661,United States,2015-02-17,2021-06-27,false,DB00986
8580306,United States,2013-11-12,2021-06-27,false,DB00986
6582678,United States,2003-06-24,2018-04-24,false,DB00986
8182838,United States,2012-05-22,2028-10-20,false,DB00986
6521260,United States,2003-02-18,2016-01-31,false,DB00986
8048451,United States,2011-11-01,2021-06-27,false,DB00986
9463161,United States,2016-10-11,2030-05-28,false,DB00986
9415009,United States,2016-08-16,2030-05-28,false,DB00986
8808713,United States,2014-08-19,2030-05-28,false,DB00986
8324266,United States,2012-12-04,2030-05-28,false,DB00986
8703806,United States,2014-04-22,2030-05-28,false,DB00986
8815258,United States,2014-08-26,2031-03-17,false,DB00986
7458372,United States,2008-12-02,2024-11-18,false,DB00986
9789270,United States,2017-10-17,2030-10-30,false,DB00986
9168556,United States,2015-10-27,2032-09-01,false,DB00986
9265900,United States,2016-02-23,2028-12-07,false,DB00986
9604018,United States,2017-03-28,2033-05-16,false,DB00986
7316067,United States,2008-01-08,2022-09-06,false,DB00986
6962151,United States,2005-11-08,2020-10-27,false,DB00986
7931212,United States,2011-04-26,2025-11-25,false,DB00986
8511581,United States,2013-08-20,2023-11-08,false,DB00986
9931304,United States,2018-04-03,2021-06-27,false,DB00986
9962338,United States,2018-05-08,2021-06-27,false,DB00986
10052267,United States,2018-08-21,2028-10-17,false,DB00986
9259414,United States,2016-02-16,2033-02-28,false,DB00986
9744105,United States,2017-08-29,2030-07-18,false,DB00986
8618160,United States,2013-12-31,2029-12-10,false,DB00986
6433003,United States,2002-08-13,2020-04-10,false,DB00986
8859610,United States,2014-10-14,2033-02-28,false,DB00986
10004717,United States,2018-06-26,2033-02-28,false,DB00986
9006462,United States,2015-04-14,2033-02-28,false,DB00986
10376661,United States,2019-08-13,2035-09-14,false,DB00986
10543192,United States,2013-02-28,2033-02-28,false,DB00986
10548875,United States,2013-02-28,2033-02-28,false,DB00986
5723147,United States,1998-03-03,2015-03-03,false,DB00987
5455044,United States,1995-10-03,2013-05-14,false,DB00987
7850990,United States,2010-12-14,2027-01-23,false,DB00987
8022279,United States,2011-09-20,2027-09-14,false,DB00987
8431806,United States,2013-04-30,2025-04-22,false,DB00987
8092828,United States,2012-01-10,2029-04-01,false,DB00987
8518437,United States,2013-08-27,2026-06-07,false,DB00987
9271931,United States,2016-03-01,2027-01-23,false,DB00987
10028912,United States,2018-07-24,2034-09-29,false,DB00987
10166184,United States,2019-01-01,2032-10-15,false,DB00987
4948807,United States,1990-08-14,2012-08-14,false,DB00989
2315784,Canada,2006-06-27,2019-01-08,false,DB00989
6335031,United States,2002-01-01,2019-01-08,false,DB00989
6316023,United States,2001-11-13,2019-01-08,false,DB00989
4808616,United States,1989-02-28,2011-04-01,false,DB00990
2409059,Canada,2006-04-18,2021-04-25,false,DB00990
6030643,United States,2000-02-29,2017-05-16,false,DB00991
2215069,Canada,2006-09-12,2016-03-08,false,DB00992
6034267,United States,2000-03-07,2016-03-08,false,DB00992
2327285,Canada,2005-06-14,2019-05-10,false,DB00996
2215923,Canada,2001-10-09,2016-04-26,false,DB00996
6054482,United States,2000-04-25,2017-10-25,true,DB00996
7256216,United States,2007-08-14,2022-11-28,true,DB00996
6340475,United States,2002-01-22,2016-09-19,false,DB00996
6635280,United States,2003-10-21,2016-09-19,false,DB00996
6488962,United States,2002-12-03,2020-06-20,false,DB00996
6723340,United States,2004-04-20,2021-10-25,false,DB00996
7438927,United States,2008-10-21,2024-02-26,false,DB00996
8192756,United States,2012-06-05,2022-10-25,false,DB00996
8252332,United States,2012-08-28,2022-10-25,false,DB00996
8333992,United States,2012-12-18,2022-10-25,false,DB00996
7731989,United States,2010-06-08,2022-10-25,false,DB00996
5013556,United States,1991-05-07,2009-10-20,false,DB00997
1338702,Canada,1998-11-12,2013-11-12,false,DB00997
1335565,Canada,1995-05-16,2012-05-16,false,DB00997
5962501,United States,1999-10-05,2013-12-16,false,DB00998
2113726,Canada,2008-02-19,2012-06-17,false,DB00998
2152630,Canada,2005-07-26,2013-12-16,false,DB00998
5464864,United States,1995-11-07,2015-11-07,false,DB00998
5827871,United States,1998-10-27,2015-10-27,false,DB00998
6294197,United States,2001-09-25,2017-12-18,true,DB00999
6358986,United States,2002-03-19,2020-01-10,false,DB00999
5559111,United States,1996-09-24,2019-01-21,true,DB00999
5616599,United States,1997-04-01,2016-10-25,true,DB00999
8618172,United States,2013-12-31,2028-07-13,false,DB00999
6878703,United States,2005-04-12,2022-05-19,true,DB00999
8101599,United States,2012-01-24,2023-05-16,false,DB00999
8475839,United States,2013-07-02,2023-11-16,true,DB00999
8618174,United States,2013-12-31,2021-11-15,false,DB00999
8183295,United States,2012-05-22,2023-05-16,false,DB00999
5994348,United States,1999-11-30,2015-12-07,true,DB00999
9023893,United States,2015-05-05,2022-03-03,false,DB00999
6352684,United States,2002-03-05,2009-11-28,false,DB01001
2125665,Canada,2001-06-12,2012-12-04,false,DB01001
2125667,Canada,2000-03-13,2012-12-04,false,DB01001
5775321,United States,1998-07-07,2015-07-07,false,DB01001
6451289,United States,2002-09-17,2021-03-21,false,DB01001
6446627,United States,2002-09-10,2017-12-18,false,DB01001
6702997,United States,2004-03-09,2021-12-28,false,DB01001
6632842,United States,2003-10-14,2021-12-28,false,DB01001
6558651,United States,2003-05-06,2017-06-19,true,DB01001
6743413,United States,2004-06-01,2021-12-01,true,DB01001
6938796,United States,2005-09-06,2018-07-16,true,DB01001
6997349,United States,2006-02-14,2018-07-16,true,DB01001
6431168,United States,2002-08-13,2018-12-08,true,DB01001
7107986,United States,2006-09-19,2018-12-06,true,DB01001
7500444,United States,2009-03-10,2026-08-26,true,DB01001
6315173,United States,2001-11-13,2018-06-23,true,DB01001
7143908,United States,2006-12-05,2018-07-16,true,DB01001
6170717,United States,2001-01-09,2018-06-23,true,DB01001
7350676,United States,2008-04-01,2019-02-24,true,DB01001
7832351,United States,2010-11-16,2023-12-19,true,DB01001
6161724,United States,2000-12-19,2018-07-16,true,DB01001
6510969,United States,2003-01-28,2018-06-23,true,DB01001
6966467,United States,2005-11-22,2018-06-23,true,DB01001
6435372,United States,2002-08-20,2018-07-16,true,DB01001
7566445,United States,2009-07-28,2017-06-04,false,DB01001
8834849,United States,2014-09-16,2017-06-04,false,DB01001
7105152,United States,2006-09-12,2023-09-12,false,DB01001
8132712,United States,2012-03-13,2028-09-07,false,DB01001
6006745,United States,1999-12-28,2016-12-28,false,DB01001
7256310,United States,2007-08-14,2024-10-08,false,DB01001
8765153,United States,2014-07-01,2023-12-08,false,DB01001
5836299,United States,1998-11-17,2015-11-17,false,DB01001
6453795,United States,2002-09-24,2017-06-05,true,DB01001
8733341,United States,2014-05-27,2031-04-16,true,DB01001
9027967,United States,2015-05-12,2027-10-01,true,DB01001
7104470,United States,2006-09-12,2017-04-04,true,DB01001
7246615,United States,2007-07-24,2016-12-01,true,DB01001
7896264,United States,2011-03-01,2025-11-26,true,DB01001
7988001,United States,2011-08-02,2022-02-04,true,DB01001
7802568,United States,2010-09-28,2019-08-26,true,DB01001
6149054,United States,2000-11-21,2017-06-16,true,DB01001
6726124,United States,2004-04-27,2017-04-04,true,DB01001
7396341,United States,2008-07-08,2027-04-10,true,DB01001
6846413,United States,2005-01-25,2019-02-28,true,DB01001
6176442,United States,2001-01-23,2016-12-01,true,DB01001
7837235,United States,2010-11-23,2028-09-13,true,DB01001
5964416,United States,1999-10-12,2017-04-04,true,DB01001
7284474,United States,2007-10-23,2025-02-26,true,DB01001
6977042,United States,2005-12-20,2019-02-28,true,DB01001
6988496,United States,2006-01-24,2020-08-23,true,DB01001
6871646,United States,2005-03-29,2021-06-23,false,DB01001
8978966,United States,2015-03-17,2032-01-13,false,DB01001
6701917,United States,2004-03-09,2021-06-23,false,DB01001
7540282,United States,2009-06-02,2023-05-06,false,DB01001
6748947,United States,2004-06-15,2021-06-23,false,DB01001
8006690,United States,2011-08-30,2021-06-23,false,DB01001
6718972,United States,2004-04-13,2021-06-23,false,DB01001
9216260,United States,2015-12-22,2031-06-28,false,DB01001
8651103,United States,2014-02-18,2028-03-26,false,DB01001
9463289,United States,2016-10-11,2031-05-18,false,DB01001
9463288,United States,2016-10-11,2025-05-19,false,DB01001
9731087,United States,2017-08-15,2031-05-18,false,DB01001
9808587,United States,2017-11-07,2031-05-18,false,DB01001
9861771,United States,2018-01-09,2020-10-11,false,DB01001
10022510,United States,2018-07-17,2031-05-18,false,DB01001
10022509,United States,2018-07-17,2031-05-18,false,DB01001
10086156,United States,2018-10-02,2031-05-18,false,DB01001
10124131,United States,2018-11-13,2031-05-18,false,DB01001
9782550,United States,2017-10-10,2035-08-28,false,DB01001
9782551,United States,2017-10-10,2035-08-28,false,DB01001
10569034,United States,2016-08-16,2036-08-16,false,DB01001
10561808,United States,2012-01-01,2032-01-01,false,DB01001
5708011,United States,1998-01-13,2014-10-13,false,DB01002
5378475,United States,1995-01-03,2012-01-03,false,DB01004
9486530,United States,2016-11-08,2034-09-02,false,DB01004
4978672,United States,1990-12-18,2011-06-03,false,DB01006
8685980,United States,2014-04-01,2030-05-25,false,DB01006
9193732,United States,2015-11-24,2031-11-09,false,DB01006
8415355,United States,2013-04-09,2031-02-19,false,DB01006
8324225,United States,2012-12-04,2028-06-17,false,DB01006
9416136,United States,2016-08-16,2029-08-20,false,DB01006
8962630,United States,2015-02-24,2029-12-09,false,DB01006
9868739,United States,2018-01-16,2031-11-09,false,DB01006
5430057,United States,1995-07-04,2014-03-30,false,DB01008
2202879,Canada,2005-08-30,2015-10-23,false,DB01012
6031003,United States,2000-02-29,2016-12-14,false,DB01012
6211244,United States,2001-04-03,2015-10-23,false,DB01012
7829595,United States,2010-11-09,2026-09-22,false,DB01012
6011068,United States,2000-01-04,2018-03-08,false,DB01012
6313146,United States,2001-11-06,2016-12-14,false,DB01012
9375405,United States,2016-06-28,2026-09-22,false,DB01012
2333869,Canada,2009-01-06,2019-09-08,false,DB01013
2333427,Canada,2007-01-09,2019-06-17,false,DB01013
6126920,United States,2000-10-03,2016-03-01,false,DB01013
8460641,United States,2013-06-11,2028-11-05,false,DB01013
8962000,United States,2015-02-24,2025-08-31,false,DB01013
6730288,United States,2004-05-04,2019-09-08,false,DB01013
7029659,United States,2006-04-18,2019-09-08,false,DB01013
6106848,United States,2000-08-22,2017-09-22,false,DB01013
7700081,United States,2010-04-20,2022-01-03,false,DB01013
8066975,United States,2011-11-29,2019-06-17,false,DB01013
7316810,United States,2008-01-08,2019-06-17,false,DB01013
8066976,United States,2011-11-29,2019-06-17,false,DB01013
5990100,United States,1999-11-23,2018-03-24,false,DB01013
5972920,United States,1999-10-26,2018-02-12,false,DB01013
9855334,United States,2018-01-02,2035-03-11,false,DB01013
9956231,United States,2018-05-01,2030-08-31,false,DB01013
10064875,United States,2018-09-04,2030-08-31,false,DB01013
10588914,United States,2010-08-31,2030-08-31,false,DB01013
7452872,United States,2008-11-18,2027-02-24,true,DB01014
7625884,United States,2009-12-01,2027-02-24,true,DB01014
6197341,United States,2001-03-06,2018-03-13,false,DB01014
8497256,United States,2013-07-30,2031-06-23,false,DB01014
9192616,United States,2015-11-24,2026-08-02,false,DB01014
6303146,United States,2001-10-16,2020-01-14,true,DB01016
1330533,Canada,1994-07-05,2011-07-05,false,DB01017
5908838,United States,1999-06-01,2018-02-19,false,DB01017
7790705,United States,2010-09-07,2025-06-24,false,DB01017
7919483,United States,2011-04-05,2027-03-07,false,DB01017
8252776,United States,2012-08-28,2025-06-24,false,DB01017
8268804,United States,2012-09-18,2025-06-24,false,DB01017
8722650,United States,2014-05-13,2025-06-24,false,DB01017
9192615,United States,2015-11-24,2031-11-17,false,DB01017
7541347,United States,2009-06-02,2027-04-02,false,DB01017
7544373,United States,2009-06-09,2027-04-02,false,DB01017
9278105,United States,2016-03-08,2031-05-12,false,DB01017
9084802,United States,2015-07-21,2031-05-12,false,DB01017
7699609,United States,2010-04-20,2022-03-29,false,DB01017
6682348,United States,2004-01-27,2022-03-29,false,DB01017
10137200,United States,2018-11-27,2030-10-01,false,DB01017
8865139,United States,2014-10-21,2030-10-01,false,DB01017
10398641,United States,2019-09-03,2037-09-08,false,DB01017
9675700,United States,2017-06-13,2030-10-01,false,DB01017
8992896,United States,2015-03-31,2030-10-01,false,DB01017
10086080,United States,2018-10-02,2030-10-01,false,DB01017
10213512,United States,2019-02-26,2030-10-01,false,DB01017
10265404,United States,2019-04-23,2030-10-01,false,DB01017
8945516,United States,2015-02-03,2030-10-01,false,DB01017
10517882,United States,2019-12-31,2030-10-01,false,DB01017
5854290,United States,1998-12-29,2016-03-21,true,DB01018
6811794,United States,2004-11-02,2023-01-04,true,DB01018
6287599,United States,2001-09-11,2021-06-20,true,DB01018
2250906,Canada,2006-10-03,2017-04-10,false,DB01024
6025391,United States,2000-02-15,2017-04-10,false,DB01024
6172107,United States,2001-01-09,2017-04-10,false,DB01024
6306900,United States,2001-10-23,2018-02-27,false,DB01024
5362737,United States,1994-11-08,2011-11-08,false,DB01025
5456851,United States,1995-10-10,2014-04-07,false,DB01026
7179475,United States,2007-02-20,2018-12-04,false,DB01026
8232276,United States,2012-07-31,2020-11-24,false,DB01026
8735393,United States,2014-05-27,2018-12-04,false,DB01026
7553835,United States,2009-06-30,2018-10-19,false,DB01026
8026238,United States,2011-09-27,2018-10-19,false,DB01026
5270317,United States,1993-12-14,2011-09-30,false,DB01029
2177772,Canada,2007-04-10,2016-05-30,false,DB01029
2057913,Canada,1997-07-08,2011-03-20,false,DB01029
6342247,United States,2002-01-29,2015-12-07,true,DB01029
5994348,United States,1999-11-30,2015-12-07,true,DB01029
5674872,United States,1997-10-07,2015-04-07,false,DB01030
5004758,United States,1991-04-02,2010-05-28,false,DB01030
2103708,Canada,2004-04-27,2012-02-07,false,DB01030
2103707,Canada,2003-12-09,2012-02-07,false,DB01030
8158645,United States,2012-04-17,2024-12-10,false,DB01030
5656296,United States,1997-08-12,2014-08-12,false,DB01035
5382600,United States,1995-01-17,2012-03-25,false,DB01036
2311755,Canada,2010-03-23,2019-08-26,false,DB01036
1340223,Canada,1998-12-15,2015-12-15,false,DB01036
6630162,United States,2003-10-07,2020-05-11,true,DB01036
6770295,United States,2004-08-03,2020-02-26,true,DB01036
6911217,United States,2005-06-28,2020-05-11,true,DB01036
5648093,United States,1997-07-15,2014-07-15,false,DB01037
7150881,United States,2006-12-19,2018-06-12,false,DB01037
7070808,United States,2006-07-04,2018-05-10,false,DB01037
7638140,United States,2009-12-29,2018-05-10,false,DB01037
6423342,United States,2002-07-23,2016-03-01,false,DB01037
5145684,United States,1992-09-08,2011-01-25,false,DB01039
2487054,Canada,2008-03-18,2023-05-23,false,DB01039
2219475,Canada,2002-07-09,2017-12-11,false,DB01039
8124125,United States,2012-02-28,2024-10-01,false,DB01039
8481078,United States,2013-07-09,2024-10-01,false,DB01039
7658944,United States,2010-02-09,2024-12-09,false,DB01039
9173847,United States,2015-11-03,2024-10-01,false,DB01039
6277405,United States,2001-08-21,2018-01-09,false,DB01039
7037529,United States,2006-05-02,2018-01-09,false,DB01039
6074670,United States,2000-06-13,2018-01-09,false,DB01039
7041319,United States,2006-05-09,2018-01-09,false,DB01039
6652881,United States,2003-11-25,2018-01-09,false,DB01039
6589552,United States,2003-07-08,2018-01-09,false,DB01039
6696084,United States,2004-02-24,2021-09-11,false,DB01039
6375986,United States,2002-04-23,2020-09-21,false,DB01039
7320802,United States,2008-01-22,2023-02-21,false,DB01039
7276249,United States,2007-10-02,2023-02-21,false,DB01039
8026281,United States,2011-09-27,2025-04-22,false,DB01039
9314447,United States,2016-04-19,2033-05-31,false,DB01039
7863331,United States,2011-01-04,2020-08-08,false,DB01039
7101574,United States,2006-09-05,2020-08-20,false,DB01039
6235756,United States,2001-05-22,2013-03-01,false,DB01041
2505964,Canada,2009-07-28,2023-11-13,false,DB01041
2157288,Canada,2005-11-08,2014-02-24,false,DB01041
6045501,United States,2000-04-04,2018-08-28,false,DB01041
6315720,United States,2001-11-13,2020-10-23,false,DB01041
6561976,United States,2003-05-13,2018-08-28,false,DB01041
6561977,United States,2003-05-13,2020-10-23,false,DB01041
6755784,United States,2004-06-29,2020-10-23,false,DB01041
6869399,United States,2005-03-22,2020-10-23,false,DB01041
6908432,United States,2005-06-21,2018-08-28,false,DB01041
7141018,United States,2006-11-28,2020-10-23,false,DB01041
7435745,United States,2008-10-14,2017-11-03,false,DB01041
7874984,United States,2011-01-25,2018-08-28,false,DB01041
7959566,United States,2011-06-14,2020-10-23,false,DB01041
8204763,United States,2012-06-19,2018-08-28,false,DB01041
8315886,United States,2012-11-20,2020-10-23,false,DB01041
8626531,United States,2014-01-07,2020-10-23,false,DB01041
8589188,United States,2013-11-19,2018-08-28,false,DB01041
7230012,United States,2007-06-12,2023-12-09,false,DB01041
1341114,Canada,2000-10-10,2017-10-10,false,DB01042
8410077,United States,2013-04-02,2029-03-13,false,DB01042
9200088,United States,2015-12-01,2029-03-13,false,DB01042
9493582,United States,2016-11-15,2033-02-27,false,DB01042
10040872,United States,2018-08-07,2034-01-30,false,DB01042
2426492,Canada,2006-10-03,2023-05-08,false,DB01043
8173708,United States,2012-05-08,2026-05-22,true,DB01043
8283379,United States,2012-10-09,2026-05-22,true,DB01043
8362085,United States,2013-01-29,2026-05-22,true,DB01043
8039009,United States,2011-10-18,2029-09-24,true,DB01043
8329752,United States,2012-12-11,2026-05-22,true,DB01043
8598233,United States,2013-12-03,2026-05-22,true,DB01043
8168209,United States,2012-05-01,2026-05-22,true,DB01043
8338486,United States,2012-12-25,2025-11-22,false,DB01043
8058291,United States,2011-11-15,2029-12-05,false,DB01043
8580858,United States,2013-11-12,2025-11-22,false,DB01043
8338485,United States,2012-12-25,2025-11-22,false,DB01043
8293794,United States,2012-10-23,2025-11-22,false,DB01043
5061703,United States,1991-10-29,2015-10-11,true,DB01043
4980470,United States,1990-12-25,2009-12-15,false,DB01044
2307632,Canada,2007-05-22,2019-08-20,false,DB01044
1340316,Canada,1999-01-12,2016-01-12,false,DB01044
6333045,United States,2001-12-25,2020-02-20,true,DB01044
5880283,United States,1999-03-09,2016-06-05,true,DB01044
5317032,United States,1994-05-31,2011-05-31,false,DB01046
6414016,United States,2002-07-02,2020-09-05,false,DB01046
7064148,United States,2006-06-20,2022-08-30,false,DB01046
7795312,United States,2010-09-14,2024-09-17,false,DB01046
8071613,United States,2011-12-06,2020-09-05,false,DB01046
8748481,United States,2014-06-10,2025-09-01,false,DB01046
8088934,United States,2012-01-03,2021-05-18,false,DB01046
8114890,United States,2012-02-14,2020-09-05,false,DB01046
8026393,United States,2011-09-27,2027-10-25,false,DB01046
6583174,United States,2003-06-24,2020-10-16,false,DB01046
7417067,United States,2008-08-26,2020-10-16,false,DB01046
8338639,United States,2012-12-25,2027-01-23,false,DB01046
8097649,United States,2012-01-17,2020-10-16,false,DB01046
8779187,United States,2014-07-15,2027-01-23,false,DB01046
6982283,United States,2006-01-03,2022-12-04,false,DB01046
8097653,United States,2012-01-17,2022-11-14,false,DB01046
8389542,United States,2013-03-05,2022-11-14,false,DB01046
7220424,United States,2007-05-22,2023-01-07,false,DB01047
7794738,United States,2010-09-14,2022-09-11,false,DB01047
8232264,United States,2012-07-31,2023-03-09,false,DB01047
6765001,United States,2004-07-20,2021-12-21,false,DB01047
5089500,United States,1992-02-18,2009-12-26,false,DB01048
2289753,Canada,2007-01-23,2018-05-14,false,DB01048
1340589,Canada,1999-06-08,2016-06-08,false,DB01048
2216634,Canada,2004-07-20,2016-03-28,false,DB01048
9242986,United States,2016-01-26,2029-10-08,false,DB01048
5905082,United States,1999-05-18,2016-11-18,true,DB01048
6294540,United States,2001-09-25,2018-11-14,true,DB01048
6641843,United States,2003-11-04,2019-08-04,true,DB01048
6417191,United States,2002-07-09,2016-09-28,true,DB01048
8129385,United States,2012-03-06,2027-10-05,false,DB01048
5215755,United States,1993-06-01,2010-06-01,false,DB01050
6599531,United States,2003-07-29,2017-06-10,false,DB01050
6348216,United States,2002-02-19,2017-06-10,false,DB01050
6342530,United States,2002-01-29,2020-11-14,false,DB01050
6344479,United States,2002-02-05,2021-03-20,false,DB01050
8415337,United States,2013-04-09,2032-03-02,false,DB01050
6211246,United States,2001-04-03,2019-06-10,false,DB01050
8883849,United States,2014-11-11,2022-01-17,false,DB01050
9155718,United States,2015-10-13,2022-01-17,false,DB01050
8263647,United States,2012-09-11,2022-05-30,false,DB01050
7863287,United States,2011-01-04,2027-02-28,false,DB01050
6251426,United States,2001-06-26,2018-06-25,false,DB01050
6727286,United States,2004-04-27,2021-11-27,false,DB01050
8735452,United States,2014-05-27,2029-09-30,false,DB01050
9138404,United States,2015-09-22,2029-09-30,false,DB01050
9114068,United States,2015-08-25,2029-09-30,false,DB01050
8871810,United States,2014-10-28,2029-09-30,false,DB01050
9012508,United States,2015-04-21,2030-09-14,false,DB01050
9295639,United States,2016-03-29,2029-09-30,false,DB01050
8067451,United States,2011-11-29,2026-07-18,false,DB01050
8501228,United States,2013-08-06,2026-07-18,false,DB01050
8318202,United States,2012-11-27,2026-07-18,false,DB01050
8449910,United States,2013-05-28,2026-07-18,false,DB01050
8309127,United States,2012-11-13,2026-07-18,false,DB01050
8067033,United States,2011-11-29,2026-07-18,false,DB01050
9649284,United States,2017-05-16,2029-09-30,false,DB01050
9072710,United States,2015-07-07,2032-03-16,false,DB01050
9072661,United States,2015-07-07,2032-03-16,false,DB01050
