affected_organism,drugbank_id
Humans and other mammals,DB04825
Humans and other mammals,DB04827
Humans and other mammals,DB04828
Humans and other mammals,DB04829
Humans and other mammals,DB04830
Humans and other mammals,DB04831
Humans and other mammals,DB04832
Humans and other mammals,DB04833
Humans and other mammals,DB04834
Human Immunodeficiency Virus,DB04835
Humans and other mammals,DB04836
Humans and other mammals,DB04837
Humans and other mammals,DB04838
Humans and other mammals,DB04839
Humans and other mammals,DB04840
Humans and other mammals,DB04841
Humans and other mammals,DB04842
Humans and other mammals,DB04843
Humans and other mammals,DB04844
Humans and other mammals,DB04846
Humans and other mammals,DB04847
Humans and other mammals,DB04848
Humans and other mammals,DB04849
Gram-positive Bacteria,DB04850
Mycobacterium tuberculosis,DB04850
Humans and other mammals,DB04851
Humans and other mammals,DB04852
Humans and other mammals,DB04854
Humans and other mammals,DB04855
Humans and other mammals,DB04856
Humans and other mammals,DB04857
Humans and other mammals,DB04858
Humans and other mammals,DB04859
"Hepatitis C virus, RSV and other RNA/DNA viruses",DB04860
Humans and other mammals,DB04860
Humans and other mammals,DB04861
"Hepatitis C virus, RSV and other RNA/DNA viruses",DB04862
Humans and other mammals,DB04863
Humans and other mammals,DB04864
Humans and other mammals,DB04865
Protozoa,DB04866
Humans and other mammals,DB04866
Humans and other mammals,DB04867
Humans and other mammals,DB04868
Humans and other mammals,DB04869
Humans and other mammals,DB04870
Humans and other mammals,DB04871
Humans and other mammals,DB04872
Humans and other mammals,DB04873
Humans and other mammals,DB04874
Humans and other mammals,DB04875
Humans and other mammals,DB04876
Plasmodium,DB04877
Humans and other mammals,DB04878
Humans and other mammals,DB04879
Humans and other mammals,DB04880
Humans and other mammals,DB04881
Humans and other mammals,DB04882
Humans and other mammals,DB04883
Humans and other mammals,DB04884
Humans and other mammals,DB04885
Human Immunodeficiency Virus,DB04886
Human Immunodeficiency Virus,DB04887
Humans and other mammals,DB04888
Humans and other mammals,DB04889
Humans and other mammals,DB04890
Humans and other mammals,DB04891
Humans and other mammals,DB04892
Humans and other mammals,DB04893
Humans and other mammals,DB04894
Humans and other mammals,DB04895
Humans and other mammals,DB04896
Humans and other mammals,DB04897
Humans and other mammals,DB04898
Humans and other mammals,DB04899
Humans and other mammals,DB04900
Humans and other mammals,DB04901
Humans and other mammals,DB04903
Humans and other mammals,DB04904
Humans and other mammals,DB04905
Humans and other mammals,DB04907
Humans and other mammals,DB04908
Plasmodium,DB04909
Helminthic Microorganisms,DB04910
Gram-positive Bacteria,DB04911
Staphylococcus aureus,DB04911
Enterococcus faecalis,DB04911
Streptococcus pneumoniae,DB04911
Streptococcus pyogenes,DB04911
Humans and other mammals,DB04912
Humans and other mammals,DB04914
Humans and other mammals,DB04915
Humans and other mammals,DB04917
Enteric bacteria and other eubacteria,DB04918
Humans and other mammals,DB04919
Humans and other mammals,DB04920
Humans and other mammals,DB04921
Humans and other mammals,DB04923
Humans and other mammals,DB04924
Humans and other mammals,DB04925
Humans and other mammals,DB04926
Humans and other mammals,DB04928
Humans and other mammals,DB04929
Scabies (Sarcoptes scabei) and other insects,DB04930
Humans and other mammals,DB04931
Humans and other mammals,DB04932
Humans and other mammals,DB04933
Bacteria,DB04934
Humans and other mammals,DB04936
Humans and other mammals,DB04938
Humans and other mammals,DB04941
Humans and other mammals,DB04942
Humans and other mammals,DB04943
Humans and other mammals,DB04944
Humans and other mammals,DB04946
Humans and other mammals,DB04947
Humans and other mammals,DB04948
Humans and other mammals,DB04949
Humans and other mammals,DB04950
Humans and other mammals,DB04951
Gram-positive Bacteria,DB04952
Humans and other mammals,DB04953
Humans and other mammals,DB04954
Humans and other mammals,DB04955
Humans and other mammals,DB04956
Humans and other mammals,DB04957
Humans and other mammals,DB04958
Humans and other mammals,DB04959
Humans and other mammals,DB04960
Humans and other mammals,DB04961
Humans and other mammals,DB04962
Humans and other mammals,DB04963
Humans and other mammals,DB04964
Humans and other mammals,DB04967
Humans and other mammals,DB04968
Humans and other mammals,DB04969
Humans and other mammals,DB04970
Humans and other mammals,DB04971
Humans and other mammals,DB04972
Humans and other mammals,DB04973
Humans and other mammals,DB04975
Humans and other mammals,DB04976
Humans and other mammals,DB04977
Humans and other mammals,DB04978
Humans and other mammals,DB04979
Humans and other mammals,DB04980
Humans and other mammals,DB04981
Humans and other mammals,DB04982
Humans and other mammals,DB04983
Humans and other mammals,DB04985
Humans and other mammals,DB04986
Humans and other mammals,DB04987
Humans and other mammals,DB04988
Humans and other mammals,DB04989
Humans and other mammals,DB04991
Humans and other mammals,DB04996
Humans and other mammals,DB05013
Humans and other mammals,DB05014
Humans and other mammals,DB05015
Humans and other mammals,DB05016
Humans and other mammals,DB05018
Humans and other mammals,DB05039
Humans and other mammals,DB05046
Humans and other mammals,DB05056
Humans and other mammals,DB05084
Humans and other mammals,DB05095
Humans and other mammals,DB05109
Humans and other mammals,DB05121
Humans and other mammals,DB05129
Mycobacterium tuberculosis,DB05154
Humans and other mammals,DB05210
Humans and other mammals,DB05212
Humans and other mammals,DB05214
Humans and other mammals,DB05217
Humans and other mammals,DB05218
Humans and other mammals,DB05219
Humans and other mammals,DB05220
Bacteria,DB05222
Humans and other mammals,DB05223
Bacteria,DB05224
Humans and other mammals,DB05225
Humans and other mammals,DB05227
Human Immunodeficiency Virus,DB05228
Humans and other mammals,DB05229
Humans and other mammals,DB05230
Humans and other mammals,DB05232
Humans and other mammals,DB05233
Humans and other mammals,DB05234
Humans and other mammals,DB05235
Humans and other mammals,DB05236
Humans and other mammals,DB05237
Humans and other mammals,DB05239
Humans and other mammals,DB05241
Humans and other mammals,DB05242
Humans and other mammals,DB05243
Humans and other mammals,DB05244
Various gram-negative and gram-positive eubacteria,DB05245
Yeast and other fungi,DB05245
Candida albicans and other yeasts,DB05245
Pseudomonas aeruginosa,DB05245
Staphylococcus aureus,DB05245
Humans and other mammals,DB05246
Humans and other mammals,DB05252
Humans and other mammals,DB05253
Humans and other mammals,DB05254
Humans and other mammals,DB05255
Humans and other mammals,DB05258
Humans and other mammals,DB05259
Humans and other mammals,DB05260
Humans and other mammals,DB05262
Humans and other mammals,DB05266
Humans and other mammals,DB05271
Humans and other mammals,DB05294
Humans and other mammals,DB05305
Humans and other mammals,DB05306
Humans and other mammals,DB05308
Humans and other mammals,DB05311
Humans and other mammals,DB05316
Humans and other mammals,DB05332
Humans and other mammals,DB05381
"Hepatitis C virus, RSV and other RNA/DNA viruses",DB05472
"Hepatitis C virus, RSV and other RNA/DNA viruses",DB05475
Fungi,DB05479
Yeast and other fungi,DB05479
Humans and other mammals,DB05518
Hepatitis C Virus,DB05521
Humans and other mammals,DB05524
Humans and other mammals,DB05528
Human Immunodeficiency Virus,DB05532
Humans and other mammals,DB05532
Humans and other mammals,DB05541
Humans and other mammals,DB05578
Humans and other mammals,DB05630
Protozoa,DB05630
Humans and other mammals,DB05631
Humans and other mammals,DB05650
Humans and other mammals,DB05653
Gram-positive Bacteria,DB05659
Humans and other mammals,DB05662
Humans and other mammals,DB05671
Humans and other mammals,DB05675
Humans and other mammals,DB05676
Humans and other mammals,DB05679
Humans and other mammals,DB05685
Humans and other mammals,DB05687
Humans and other mammals,DB05688
Humans and other mammals,DB05705
Humans and other mammals,DB05708
Humans and other mammals,DB05710
Humans and other mammals,DB05712
Humans and other mammals,DB05713
Humans and other mammals,DB05718
Humans and other mammals,DB05719
Humans and other mammals,DB05722
Humans and other mammals,DB05730
Humans and other mammals,DB05732
Humans and other mammals,DB05758
Humans and other mammals,DB05773
Humans and other mammals,DB05794
Humans and other mammals,DB05812
Humans and other mammals,DB05829
Humans and other mammals,DB05885
Humans and other mammals,DB05889
Humans and other mammals,DB06016
Humans and other mammals,DB06043
Humans and other mammals,DB06045
Humans and other mammals,DB06073
Humans and other mammals,DB06081
Humans and other mammals,DB06144
Bacteria,DB06145
Streptococcus pyogenes,DB06145
Corynebacterium diphtheriae,DB06145
Haemophilus influenzae,DB06145
Streptococcus viridans,DB06145
Bacteria and protozoa,DB06145
Humans and other mammals,DB06148
Gram-positive Bacteria,DB06149
Humans and other mammals,DB06150
Humans and other mammals,DB06151
Humans and other mammals,DB06154
Humans and other mammals,DB06155
Humans and other mammals,DB06168
Humans and other mammals,DB06185
Humans and other mammals,DB06186
Humans and other mammals,DB06195
Humans and other mammals,DB06196
Humans and other mammals,DB06201
Humans and other mammals,DB06202
Humans and other mammals,DB06203
Humans and other mammals,DB06204
Humans and other mammals,DB06205
Humans and other mammals,DB06206
Humans and other mammals,DB06207
Humans and other mammals,DB06209
Humans and other mammals,DB06210
Acinetobacter,DB06211
Escherichia coli,DB06211
Klebsiella,DB06211
Proteus mirabilis,DB06211
Pseudomonas aeruginosa,DB06211
Streptococcus constellatus,DB06211
Various aerobic and anaerobic microorganisms,DB06211
Streptococcus pneumoniae,DB06211
Staphylococcus aureus,DB06211
Enterococcus faecalis,DB06211
Enterococcus faecium,DB06211
Enterobacter,DB06211
Haemophilus influenzae,DB06211
Moraxella catarrhalis,DB06211
Humans and other mammals,DB06212
Humans and other mammals,DB06213
Humans and other mammals,DB06215
Humans and other mammals,DB06216
Humans and other mammals,DB06217
Humans and other mammals,DB06218
Gram-positive Bacteria,DB06219
Staphylococcus aureus,DB06219
Streptococcus pyogenes,DB06219
Streptococcus agalactiae,DB06219
Streptococcus anginosus,DB06219
Staphylococcus intermedius,DB06219
Streptococcus constellatus,DB06219
Streptococcus dysgalactiae,DB06219
Enterococcus faecalis,DB06219
Humans and other mammals,DB06228
Humans and other mammals,DB06237
Humans and other mammals,DB06243
"Yeast, Molds, Trypanosomes",DB06243
Trypanosoma brucei gambiense,DB06243
Humans and other mammals,DB06255
Humans and other mammals,DB06258
Humans and other mammals,DB06261
Humans and other mammals,DB06262
Humans and other mammals,DB06263
Humans and other mammals,DB06266
Humans and other mammals,DB06267
Humans and other mammals,DB06268
Humans and other mammals,DB06271
Humans and other mammals,DB06273
Humans and other mammals,DB06274
Humans and other mammals,DB06282
Humans and other mammals,DB06283
Humans and other mammals,DB06285
Humans and other mammals,DB06287
Humans and other mammals,DB06288
Hepatitis C Virus,DB06290
Humans and other mammals,DB06292
Humans and other mammals,DB06317
Humans,DB06343
Humans and other mammals,DB06366
Humans and other mammals,DB06372
Humans and other mammals,DB06401
Staphylococcus aureus,DB06402
Streptococcus pyogenes,DB06402
Streptococcus agalactiae,DB06402
Streptococcus anginosus,DB06402
Enterococcus faecalis,DB06402
Humans and other mammals,DB06403
Humans and other mammals,DB06404
Humans and other mammals,DB06410
Humans and other mammals,DB06412
Humans and other mammals,DB06413
Humans and other mammals,DB06415
Bacteria,DB06419
Humans and other mammals,DB06429
Humans and other mammals,DB06433
Humans and other mammals,DB06439
Humans and other mammals,DB06441
Humans and other mammals,DB06442
Humans and other mammals,DB06446
Humans and other mammals,DB06480
Humans and other mammals,DB06511
Humans and other mammals,DB06512
Humans and other mammals,DB06554
Human Immunodeficiency Virus,DB06581
Humans and other mammals,DB06589
Gram-negative Bacteria,DB06590
Gram-positive Bacteria,DB06590
Staphylococcus aureus,DB06590
Streptococcus pneumoniae,DB06590
Humans and other mammals,DB06595
Humans and other mammals,DB06603
Humans and other mammals,DB06605
Humans,DB06607
Plasmodium,DB06608
Humans and other mammals,DB06612
Influenza A virus,DB06614
Influenza B virus,DB06614
Humans and other mammals,DB06616
Humans and other mammals,DB06623
Humans and other mammals,DB06626
"Aspergillis, Candida and other fungi",DB06636
Candida albicans and other yeasts,DB06636
Humans and other mammals,DB06637
Humans and other mammals,DB06643
Humans and other mammals,DB06650
Humans and other mammals,DB06654
Humans and other mammals,DB06655
Humans and other mammals,DB06663
Humans and other mammals,DB06674
Humans and other mammals,DB06678
Humans and other mammals,DB06681
Humans and other mammals,DB06684
Humans and other mammals,DB06688
Humans and other mammals,DB06689
Humans and other mammals,DB06692
Humans and other mammals,DB06693
Humans and other mammals,DB06695
Enteric bacteria and other eubacteria,DB06696
Staphylococcus aureus,DB06696
Acinetobacter,DB06696
Escherichia coli,DB06696
Plasmodium,DB06697
Humans and other mammals,DB06698
Humans and other mammals,DB06699
Humans and other mammals,DB06700
Humans and other mammals,DB06701
Humans and other mammals,DB06702
Humans and other mammals,DB06703
Humans and other mammals,DB06704
Humans and other mammals,DB06705
Humans and other mammals,DB06707
Plasmodium,DB06708
Humans and other mammals,DB06716
Humans and other mammals,DB06718
Humans and other mammals,DB06719
Humans and other mammals,DB06724
Humans and other mammals,DB06725
Humans and other mammals,DB06727
Gram negative and gram positive bacteria,DB06729
Humans and other mammals,DB06738
Humans and other mammals,DB06741
Humans and other mammals,DB06751
Humans and other mammals,DB06752
Humans and other mammals,DB06755
Humans and other mammals,DB06756
Humans and other mammals,DB06757
Human Cytomegalovirus,DB06759
Humans and other mammals,DB06760
Humans and other mammals,DB06764
Humans and other mammals,DB06767
Humans and other mammals,DB06768
Head lice,DB06770
Gram negative and gram positive bacteria,DB06771
Aerococcus viridans,DB06771
Corynebacterium sp. G,DB06771
Corynebacterium pseudodiphtheriticum,DB06771
Corynebacterium striatum,DB06771
Haemophilus influenzae,DB06771
Moraxella catarrhalis,DB06771
Moraxella lacunata,DB06771
Pseudomonas aeruginosa,DB06771
Staphylococcus aureus,DB06771
Staphylococcus epidermidis,DB06771
Staphylococcus hominis,DB06771
Staphylococcus lugdunensis,DB06771
Staphylococcus warneri,DB06771
Streptococcus mitis,DB06771
Streptococcus oralis,DB06771
Streptococcus pneumoniae,DB06771
Streptococcus salivarius,DB06771
Humans and other mammals,DB06772
Humans and other mammals,DB06773
Humans and other mammals,DB06774
Humans and other mammals,DB06775
Humans and other mammals,DB06781
Humans and other mammals,DB06784
Humans and other mammals,DB06785
Humans and other mammals,DB06786
Humans and other mammals,DB06788
Humans and other mammals,DB06789
Humans and other mammals,DB06792
Humans and other mammals,DB06793
Humans and other mammals,DB06794
Bacteria,DB06795
Gram negative and gram positive bacteria,DB06795
Pseudomonas aeruginosa,DB06795
Escherichia coli,DB06799
Enterococcus faecalis,DB06799
Enterococcus faecium,DB06799
Staphylococcus saprophyticus,DB06799
Humans and other mammals,DB06800
Helminthic Microorganisms,DB06803
Humans and other mammals,DB06809
Humans and other mammals,DB06811
Humans and other mammals,DB06813
Yeast and other fungi,DB06815
Human Immunodeficiency Virus,DB06817
"Dermatophytic fungi including Trichophyton, Microsporum and Epidermophyton",DB06820
Humans and other mammals,DB06823
Humans and other mammals,DB06824
Humans and other mammals,DB06826
Mycobacterium tuberculosis,DB06827
Gram negative and gram positive bacteria,DB07565
Humans and other mammals,DB07615
Humans and other mammals,DB08439
Bacteria,DB08604
"Fungi, yeast and protozoans",DB08604
Protozoa,DB08792
Humans and other mammals,DB08796
Humans and other mammals,DB08797
Enteric bacteria and other eubacteria,DB08798
Humans and other mammals,DB08799
Humans and other mammals,DB08800
Humans and other mammals,DB08801
Humans and other mammals,DB08802
Humans and other mammals,DB08804
Humans and other mammals,DB08806
Humans and other mammals,DB08807
Humans and other mammals,DB08808
Humans and other mammals,DB08810
Humans and other mammals,DB08811
Humans and other mammals,DB08814
Humans and other mammals,DB08815
Humans and other mammals,DB08816
Humans and other mammals,DB08818
Humans and other mammals,DB08819
Humans and other mammals,DB08820
Humans and other mammals,DB08822
Head lice,DB08823
Scabies (Sarcoptes scabei) and other insects,DB08823
Humans and other mammals,DB08824
Humans and other mammals,DB08826
Humans and other mammals,DB08827
Humans and other mammals,DB08828
Humans and other mammals,DB08830
Humans and other mammals,DB08831
Humans and other mammals,DB08833
Humans and other mammals,DB08834
Humans and other mammals,DB08835
Humans and other mammals,DB08836
Humans and other mammals,DB08837
Humans and other mammals,DB08838
Humans and other mammals,DB08840
Humans and other mammals,DB08842
Humans and other mammals,DB08844
Humans and other mammals,DB08845
Humans and other mammals,DB08846
Humans and other mammals,DB08847
Humans and other mammals,DB08848
Humans and other mammals,DB08860
Human Immunodeficiency Virus,DB08864
Humans and other mammals,DB08864
Humans and other mammals,DB08865
Humans and other mammals,DB08867
Humans and other mammals,DB08868
Humans and other mammals,DB08869
Humans and other mammals,DB08870
Humans and other mammals,DB08872
Hepatitis C Virus,DB08873
Gram-positive Bacteria,DB08874
Peptoclostridium difficile,DB08874
Humans and other mammals,DB08875
Humans and other mammals,DB08876
Humans and other mammals,DB08877
Humans and other mammals,DB08879
Humans and other mammals,DB08880
Humans and other mammals,DB08881
Humans and other mammals,DB08882
Humans and other mammals,DB08883
Humans and other mammals,DB08884
Humans and other mammals,DB08885
Humans and other mammals,DB08886
Humans and other mammals,DB08887
Humans and other mammals,DB08888
Humans and other mammals,DB08889
Humans and other mammals,DB08890
Humans and other mammals,DB08893
Humans and other mammals,DB08894
Humans and other mammals,DB08895
Humans and other mammals,DB08896
Humans and other mammals,DB08897
Humans and other mammals,DB08898
Humans and other mammals,DB08899
Humans and other mammals,DB08900
Humans and other mammals,DB08901
Gram-positive Bacteria,DB08902
Mycobacterium tuberculosis,DB08903
Humans,DB08904
Humans and other mammals,DB08906
Humans and other mammals,DB08907
Humans and other mammals,DB08908
Humans and other mammals,DB08909
Humans and other mammals,DB08910
Humans and other mammals,DB08911
Humans and other mammals,DB08912
Humans and other mammals,DB08913
Humans and other mammals,DB08915
Humans and other mammals,DB08916
Humans and other mammals,DB08917
Humans and other mammals,DB08918
Humans and other mammals,DB08924
Humans and other mammals,DB08925
Humans and other mammals,DB08927
Protozoa,DB08928
Human Immunodeficiency Virus,DB08930
Humans and other mammals,DB08930
Humans and other mammals,DB08931
Humans and other mammals,DB08932
Fungi,DB08933
Hepatitis C Virus,DB08934
Humans and other mammals,DB08935
Humans and other mammals,DB08936
Humans and other mammals,DB08937
Humans and other mammals,DB08938
Humans and other mammals,DB08942
Mycobacterium tuberculosis,DB08993
Humans and other mammals,DB08996
Humans and other mammals,DB09011
Humans and other mammals,DB09026
Hepatitis C Virus,DB09027
Humans and other mammals,DB09029
Humans and other mammals,DB09035
Humans and other mammals,DB09037
Humans and other mammals,DB09038
Humans and other mammals,DB09039
"Dermatophytic fungi including Trichophyton, Microsporum and Epidermophyton",DB09040
Yeast and other Trichophyton or Microsporum fungi,DB09040
Candida albicans and other yeasts,DB09040
"Dermatophytic fungi including Trichophyton, Microsporum and Epidermophyton",DB09041
Yeast and other Trichophyton or Microsporum fungi,DB09041
Staphylococcus,DB09042
Enterococcus,DB09042
Streptococcus,DB09042
Humans and other mammals,DB09043
Humans and other mammals,DB09045
Humans and other mammals,DB09046
Pseudomonas aeruginosa,DB09047
Gram-positive Bacteria,DB09047
Enteric bacteria and other eubacteria,DB09047
Humans and other mammals,DB09048
Humans and other mammals,DB09049
Humans and other mammals,DB09050
Humans and other mammals,DB09051
Humans and other mammals,DB09052
Humans and other mammals,DB09053
Humans and other mammals,DB09054
Escherichia coli,DB09060
Klebsiella,DB09060
Proteus mirabilis,DB09060
Enterobacter,DB09060
Pseudomonas aeruginosa,DB09060
Citrobacter,DB09060
Proteus vulgaris,DB09060
Providencia stuartii,DB09060
Humans and other mammals,DB09061
Humans and other mammals,DB09066
Humans and other mammals,DB09072
Humans and other mammals,DB09073
Humans and other mammals,DB09074
Humans and other mammals,DB09076
Humans and other mammals,DB09079
Humans and other mammals,DB09083
Humans and other mammals,DB09084
Humans and other mammals,DB09087
Humans and other mammals,DB09088
Humans and other mammals,DB09091
Humans and other mammals,DB09092
Human Immunodeficiency Virus,DB09092
Various viruses,DB09094
Humans and other mammals,DB09095
Propionibacterium acnes,DB09096
Humans and other mammals,DB09098
Humans and other mammals,DB09100
Hepatitis C Virus,DB09102
Humans and other mammals,DB09103
Humans and other mammals,DB09104
Humans and other mammals,DB09105
Humans and other mammals,DB09106
Humans and other mammals,DB09109
Humans and other mammals,DB09111
Humans and other mammals,DB09113
Humans and other mammals,DB09114
Humans and other mammals,DB09116
Humans and other mammals,DB09119
Humans and other mammals,DB09121
Humans and other mammals,DB09124
Humans and other mammals,DB09125
Humans and other mammals,DB09131
Humans and other mammals,DB09139
Humans and other mammals,DB09140
Humans and other mammals,DB09141
Humans and other mammals,DB09145
Humans and other mammals,DB09147
Humans and other mammals,DB09152
Humans and other mammals,DB09155
Humans and other mammals,DB09157
Humans and other mammals,DB09158
Humans and other mammals,DB09160
Humans and other mammals,DB09165
Humans and other mammals,DB09173
Hepatitis C Virus,DB09183
Humans and other mammals,DB09194
Humans and other mammals,DB09195
Humans and other mammals,DB09204
Humans and other mammals,DB09205
Humans and other mammals,DB09209
Humans and other mammals,DB09213
Humans and other mammals,DB09216
Humans and other mammals,DB09218
Humans and other mammals,DB09219
Humans and other mammals,DB09222
Humans and other mammals,DB09225
Humans and other mammals,DB09227
Humans and other mammals,DB09229
Humans and other mammals,DB09231
Humans and other mammals,DB09232
Humans and other mammals,DB09235
Humans,DB09237
Humans and other mammals,DB09238
Humans and other mammals,DB09241
Humans and other mammals,DB09242
Humans and other mammals,DB09243
Humans and other mammals,DB09244
Humans and other mammals,DB09248
Humans and other mammals,DB09249
Humans and other mammals,DB09254
Humans and other mammals,DB09255
Humans and other mammals,DB09256
Humans,DB09258
Humans and other mammals,DB09262
Humans and other mammals,DB09263
Humans and other mammals,DB09264
Humans and other mammals,DB09266
Humans and other mammals,DB09267
Humans and other mammals,DB09268
Humans and other mammals,DB09269
Humans and other mammals,DB09270
Humans and other mammals,DB09273
Plasmodium,DB09274
Humans and other mammals,DB09275
Humans and other mammals,DB09276
Humans and other mammals,DB09277
Humans and other mammals,DB09278
Humans and other mammals,DB09279
Humans and other mammals,DB09283
Humans and other mammals,DB09284
Humans and other mammals,DB09287
Humans and other mammals,DB09288
Humans,DB09289
Hepatitis C Virus,DB09297
HIV-1,DB09299
Herpes simplex virus,DB09299
Hepatitis B virus,DB09299
Humans and other mammals,DB09300
Humans and other mammals,DB09301
Humans and other mammals,DB09304
Humans and other mammals,DB09311
Humans and other mammals,DB09315
Humans and other mammals,DB09316
Humans and other mammals,DB09321
Staphylococcus aureus,DB09324
Staphylococcus epidermidis,DB09324
Staphylococcus saprophyticus,DB09324
Enterococcus faecalis,DB09324
Streptococcus pneumoniae,DB09324
Streptococcus pyogenes,DB09324
Streptococcus viridans,DB09324
Haemophilus influenzae,DB09324
Moraxella catarrhalis,DB09324
Escherichia coli,DB09324
Klebsiella,DB09324
Proteus mirabilis,DB09324
Proteus vulgaris,DB09324
Providencia stuartii,DB09324
Providencia rettgeri,DB09324
Morganella morganii,DB09324
Neisseria gonorrhoeae,DB09324
Clostridium,DB09324
Peptococcus,DB09324
Peptostreptococcus,DB09324
Bacteroides,DB09324
Bacteroides fragilis,DB09324
Humans and other mammals,DB09325
Streptococcus mutans,DB09325
Humans and other mammals,DB09327
Humans and other mammals,DB09329
Humans and other mammals,DB09331
Humans and other mammals,DB09333
Humans and other mammals,DB09336
Humans and other mammals,DB09337
Humans and other mammals,DB09343
Humans and other mammals,DB09347
Humans and other mammals,DB09348
Bacteria,DB09348
Fungi,DB09348
Various viruses,DB09348
Head lice,DB09350
Humans and other mammals,DB09351
Humans and other mammals,DB09353
Humans and other mammals,DB09372
Humans and other mammals,DB09379
Humans and other mammals,DB09395
Humans and other mammals,DB09398
Humans and other mammals,DB09419
Humans and other mammals,DB09479
Humans and other mammals,DB09484
Humans and other mammals,DB09490
Humans and other mammals,DB09498
Humans and other mammals,DB09499
Humans and other mammals,DB09502
Humans and other mammals,DB09511
Humans and other mammals,DB09516
Humans and other mammals,DB09534
Humans and other mammals,DB09535
Gram negative and gram positive bacteria,DB09537
Fungi,DB09537
Various viruses,DB09537
Humans and other mammals,DB09539
Humans and other mammals,DB09543
Humans and other mammals,DB09563
Humans and other mammals,DB09567
Humans and other mammals,DB09568
Humans and other mammals,DB09570
Humans and other mammals,DB10400
Humans and other mammals,DB10401
Humans and other mammals,DB10770
Humans,DB10771
Humans,DB10772
Humans and other mammals,DB10997
Humans and other mammals,DB11051
Humans and other mammals,DB11060
Humans and other mammals,DB11062
Humans and other mammals,DB11065
Humans and other mammals,DB11066
Humans and other mammals,DB11071
Humans and other mammals,DB11073
Humans and other mammals,DB11082
Humans and other mammals,DB11085
Humans and other mammals,DB11089
Humans and other mammals,DB11090
Humans and other mammals,DB11093
Humans and other mammals,DB11097
Humans and other mammals,DB11098
Humans and other mammals,DB11100
Humans and other mammals,DB11104
Humans and other mammals,DB11105
Humans and other mammals,DB11110
Humans and other mammals,DB11112
Humans and other mammals,DB11114
Humans and other mammals,DB11121
Humans and other mammals,DB11127
Humans and other mammals,DB11130
Humans and other mammals,DB11143
Staphylococcus aureus,DB11145
Escherichia coli,DB11145
Klebsiella pneumoniae,DB11145
Pseudomonas aeruginosa,DB11145
"Aspergillis, Candida and other fungi",DB11145
"Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica",DB11145
Pseudomonas cepacia ,DB11145
Pseudomonas fluorescens,DB11145
Penicillium notatum,DB11145
Humans and other mammals,DB11148
Humans,DB11150
Humans,DB11151
Humans and other mammals,DB11155
Humans,DB11156
Humans,DB11157
Humans and other mammals,DB11160
Humans,DB11164
Humans and other mammals,DB11171
Humans and other mammals,DB11180
Humans and other mammals,DB11185
Humans and other mammals,DB11200
Humans,DB11201
Humans and other mammals,DB11202
Humans and other mammals,DB11226
Humans and other mammals,DB11239
Humans and other mammals,DB11242
Humans and other mammals,DB11248
Humans and other mammals,DB11251
Humans and other mammals,DB11254
Humans and other mammals,DB11271
Humans and other mammals,DB11273
Humans and other mammals,DB11274
Humans and other mammals,DB11275
Humans and other mammals,DB11282
Humans and other mammals,DB11300
Humans and other mammals,DB11304
Humans and other mammals,DB11311
Humans and other mammals,DB11312
Humans and other mammals,DB11321
Humans and other mammals,DB11323
Humans and other mammals,DB11324
Humans and other mammals,DB11328
Humans,DB11332
Humans and other mammals,DB11338
Humans and other mammals,DB11348
Humans and other mammals,DB11358
Humans and other mammals,DB11362
Humans and other mammals,DB11364
Staphylococcus aureus,DB11367
Escherichia coli,DB11367
Salmonella typhi,DB11367
Proteus mirabilis,DB11367
Klebsiella pneumoniae,DB11367
Gram negative and gram positive bacteria,DB11367
Salmonella paratyphi,DB11367
Salmonella schottmuelleri,DB11367
"Microbes (bacteria, parasites)",DB11431
Humans,DB11482
Humans and other mammals,DB11563
Humans and other mammals,DB11571
Humans and other mammals,DB11572
Hepatitis C Virus,DB11574
SARS-CoV-2,DB11574
Hepatitis C Virus,DB11575
Humans and other mammals,DB11577
Humans and other mammals,DB11580
Humans and other mammals,DB11581
Humans and other mammals,DB11582
Gram negative and gram positive bacteria,DB11583
Fungi,DB11583
Humans and other mammals,DB11584
Humans and other mammals,DB11585
Hepatitis C Virus,DB11586
Humans,DB11587
Humans and other mammals,DB11588
Humans,DB11590
Humans and other mammals,DB11591
Humans and other mammals,DB11596
Humans and other mammals,DB11598
Humans and other mammals,DB11602
Humans and other mammals,DB11604
Hepatitis C Virus,DB11613
Humans,DB11619
Hepatitis B virus,DB11627
Humans and other mammals,DB11632
"Aspergillis, Candida and other fungi",DB11633
Humans and other mammals,DB11635
Humans and other mammals,DB11642
Humans and other mammals,DB11644
Humans and other mammals,DB11660
Humans and other mammals,DB11691
Humans and other mammals,DB11699
Humans and other mammals,DB11703
Humans and other mammals,DB11712
Humans and other mammals,DB11714
Humans and other mammals,DB11718
Humans and other mammals,DB11730
Humans and other mammals,DB11737
Escherichia coli,DB11753
Humans and other mammals,DB11767
Humans and other mammals,DB11776
Humans and other mammals,DB11791
Humans and other mammals,DB11793
Human Immunodeficiency Virus,DB11799
Humans and other mammals,DB11827
Humans and other mammals,DB11828
Humans and other mammals,DB11834
Humans and other mammals,DB11837
Humans and other mammals,DB11842
Human Immunodeficiency Virus,DB11854
Humans,DB11855
Humans and other mammals,DB11859
Humans and other mammals,DB11866
Humans and other mammals,DB11901
Humans and other mammals,DB11915
Humans and other mammals,DB11921
