manufacturer,generic,url,drugbank-id
Warner chilcott div warner lambert co,true,,DB00575
Watson laboratories inc,true,,DB00575
Shionogi pharma inc,false,,DB00575
Forest pharmaceuticals inc,false,,DB00576
Wyeth ayerst laboratories,false,,DB00576
Aurobindo pharma ltd,true,,DB00577
Dr reddys laboratories ltd,true,,DB00577
Matrix laboratories ltd,true,,DB00577
Mylan pharmaceuticals inc,true,,DB00577
Ranbaxy laboratories ltd,true,,DB00577
Roxane laboratories inc,true,,DB00577
Sandoz inc,true,,DB00577
Teva pharmaceuticals usa,true,,DB00577
Watson laboratories inc,true,,DB00577
Wockhardt ltd,true,,DB00577
Glaxosmithkline,false,,DB00577
Roerig div pfizer inc,false,,DB00578
Glaxosmithkline,false,,DB00578
Wyeth ayerst laboratories,false,,DB00579
Novartis pharmaceuticals corp,false,,DB00579
Gd searle llc,false,,DB00580
Inalco spa,true,,DB00581
Sanofi aventis us llc,false,,DB00581
Alra laboratories inc,false,,DB00581
Actavis mid atlantic llc,false,,DB00581
Solvay pharmaceuticals,false,,DB00581
Teva pharmaceuticals usa,false,,DB00581
Ani pharmaceuticals inc,true,,DB00581
Hi tech pharmacal co inc,true,,DB00581
Morton grove pharmaceuticals inc,true,,DB00581
Novex pharma,true,,DB00581
Paco pharmaceutical services inc,true,,DB00581
Pharmaceutical assoc inc div beach products,true,,DB00581
Roxane laboratories inc,true,,DB00581
Vintage pharmaceuticals inc,true,,DB00581
Vistapharm inc,true,,DB00581
Nostrum laboratories inc,false,,DB00581
Pfizer inc,false,http://www.pfizer.com/,DB00582
Matrix laboratories ltd,true,,DB00582
Sigma tau pharmaceuticals inc,false,,DB00583
Bedford laboratories div ben venue laboratories inc,true,,DB00583
Luitpold pharmaceuticals inc,true,,DB00583
Teva parenteral medicines inc,true,,DB00583
Hi tech pharmacal co inc,true,,DB00583
Lyne laboratories inc,true,,DB00583
Corepharma llc,true,,DB00583
Apotex inc,true,,DB00584
Apothecon inc div bristol myers squibb,true,,DB00584
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00584
Krka dd novo mesto,true,,DB00584
Lek pharmaceuticals d d,true,,DB00584
Mylan pharmaceuticals inc,true,,DB00584
Ranbaxy laboratories ltd,true,,DB00584
Sandoz inc,true,,DB00584
Taro pharmaceutical industries ltd,true,,DB00584
Teva pharmaceuticals usa inc,true,,DB00584
Watson laboratories inc,true,,DB00584
Wockhardt americas inc,true,,DB00584
Biovail laboratories international srl,false,,DB00584
Bedford laboratories div ben venue laboratories inc,true,,DB00584
Hikma farmaceutica (portugal) sa,true,,DB00584
Hospira inc,true,,DB00584
Teva parenteral medicines inc,true,,DB00584
Smithkline beecham corp dba glaxosmithkline,false,,DB00585
Apotex inc,true,,DB00585
Dr reddys laboratories ltd,true,,DB00585
Genpharm inc,true,,DB00585
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00585
Mylan pharmaceuticals inc,true,,DB00585
Sandoz inc,true,,DB00585
Teva pharmaceuticals usa inc,true,,DB00585
Watson laboratories inc,true,,DB00585
Braintree laboratories inc,false,,DB00585
Amneal pharmaceuticals,true,,DB00585
Wyeth consumer healthcare,false,,DB00585
Institut biochemique sa,false,,DB00586
Xanodyne pharmaceutics inc,false,,DB00586
Nautilus neurosciences inc,false,,DB00586
Novartis pharmaceuticals corp,false,,DB00586
Apotex inc,true,,DB00586
Mutual pharmaceutical co inc,true,,DB00586
Mylan pharmaceuticals inc,true,,DB00586
Sandoz inc,true,,DB00586
Teva pharmaceuticals usa inc,true,,DB00586
Watson laboratories inc,true,,DB00586
Nycomed us inc,false,,DB00586
Novartis consumer health inc,false,,DB00586
Akorn inc,true,,DB00586
Alcon inc,true,,DB00586
Apotex inc richmond hill,true,,DB00586
Bausch and lomb inc,true,,DB00586
Falcon pharmaceuticals ltd,true,,DB00586
Nexus pharmaceuticals inc,true,,DB00586
Mallinckrodt inc,false,,DB00586
Actavis elizabeth llc,true,,DB00586
Alphapharm party ltd,true,,DB00586
Carlsbad technology inc,true,,DB00586
Nostrum laboratories inc,true,,DB00586
Pliva inc,true,,DB00586
Roxane laboratories inc,true,,DB00586
Teva pharmaceuticals usa,true,,DB00586
Unique pharmaceutical laboratories,true,,DB00586
Biovail laboratories inc,true,,DB00586
Dexcel ltd,true,,DB00586
Glaxosmithkline,false,,DB00588
Glaxo group ltd dba glaxosmithkline,false,,DB00588
Altana inc,false,,DB00588
G and w laboratories inc,true,,DB00588
Kv pharmaceutical co,true,,DB00588
Perrigo new york inc,true,,DB00588
Tolmar inc,true,,DB00588
Nycomed us inc,false,,DB00588
Taro pharmaceutical industries ltd,true,,DB00588
Apotex inc richmond hill,true,,DB00588
Hi tech pharmacal co inc,true,,DB00588
Roxane laboratories inc,true,,DB00588
Pfizer inc,false,http://www.pfizer.com/,DB00590
Pfizer laboratories div pfizer inc,false,,DB00590
Actavis elizabeth llc,true,,DB00590
Apotex inc,true,,DB00590
Dava pharmaceuticals inc,true,,DB00590
Genpharm inc,true,,DB00590
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00590
Kv pharmaceutical co,true,,DB00590
Mylan pharmaceuticals inc,true,,DB00590
Pliva inc,true,,DB00590
Sandoz inc,true,,DB00590
Teva pharmaceuticals usa inc,true,,DB00590
Watson laboratories inc,true,,DB00590
Alpharma us pharmaceuticals division,false,,DB00591
E fougera div altana inc,true,,DB00591
G and w laboratories inc,true,,DB00591
Perrigo new york inc,true,,DB00591
Pharmaderm div altana inc,true,,DB00591
Pharmafair inc,true,,DB00591
Taro pharmaceuticals inc,true,,DB00591
Taro pharmaceuticals usa inc,true,,DB00591
Usl pharma inc,true,,DB00591
Allergan herbert div allergan inc,false,,DB00591
Savage laboratories inc div altana inc,false,,DB00591
Medicis pharmaceutical corp,false,,DB00591
Bausch and lomb inc,false,,DB00591
Hill dermaceuticals inc,false,,DB00591
Galderma laboratories lp,false,,DB00591
Bausch and lomb pharmaceuticals inc,true,,DB00591
Morton grove pharmaceuticals inc,true,,DB00591
Schering corp sub schering plough corp,false,,DB00592
Glaxosmithkline,false,,DB00592
Sanofi aventis us llc,false,,DB00592
Bluline laboratories inc,false,,DB00592
Alpharma us pharmaceuticals division,true,,DB00592
Lannett co inc,true,,DB00592
Luitpold pharmaceuticals inc,true,,DB00592
Solvay pharmaceuticals,false,,DB00592
Impax laboratories inc,true,,DB00592
Banner pharmacaps inc,true,,DB00593
Convenant pharma inc,true,,DB00593
Parke davis div warner lambert co,false,,DB00593
Mikart inc,true,,DB00593
Pharmaceutical assoc inc div beach products,true,,DB00593
Teva pharmaceuticals usa,true,,DB00593
Parke davis pharmaceutical research div warner lambert co,false,,DB00593
Par pharmaceutical inc,true,,DB00594
Sigmapharm laboratories llc,true,,DB00594
Paddock laboratories inc,false,,DB00594
Pfizer laboratories div pfizer inc,false,,DB00595
John j ferrante,false,,DB00595
Impax laboratories inc,true,,DB00595
Proter laboratory spa,true,,DB00595
Purepac pharmaceutical co,true,,DB00595
West ward pharmaceutical corp,true,,DB00595
Altana inc,true,,DB00596
G and w laboratories inc,true,,DB00596
Perrigo israel pharmaceuticals ltd,true,,DB00596
Taro pharmaceuticals usa inc,true,,DB00596
Ranbaxy laboratories inc,false,,DB00596
Actavis mid atlantic llc,true,,DB00596
Perrigo co,true,,DB00596
Bracco diagnostics inc,false,,DB00597
Apothecon inc div bristol myers squibb,true,,DB00598
Bedford laboratories div ben venue laboratories inc,true,,DB00598
Claris lifesciences ltd,true,,DB00598
Hospira inc,true,,DB00598
Taylor pharmaceuticals,true,,DB00598
Sagent strides llc,false,,DB00598
Schering corp sub schering plough corp,false,,DB00598
Prometheus laboratories inc,false,,DB00598
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00598
Mutual pharmaceutical co inc,true,,DB00598
Sandoz inc,true,,DB00598
Teva pharmaceuticals usa inc,true,,DB00598
Watson laboratories inc,true,,DB00598
Abbott laboratories hosp products div,false,,DB00599
Valeant pharmaceuticals international,false,,DB00600
Pharmacia and upjohn co,false,,DB00601
Merck and co inc,false,,DB00602
Sandoz canada inc,true,,DB00603
Teva parenteral medicines inc,true,,DB00603
Barr laboratories inc,true,,DB00603
Duramed pharmaceuticals inc sub barr laboratories inc,true,,DB00603
Usl pharma inc,true,,DB00603
Pharmacia and upjohn co,false,,DB00603
Ortho mcneil janssen pharmaceuticals inc,false,,DB00604
Janssen pharmaceutica products lp,false,,DB00604
Merck research laboratories div merck co inc,false,,DB00605
Epic pharma llc,true,,DB00605
Heritage pharmaceuticals inc,true,,DB00605
Mutual pharmaceutical co inc,true,,DB00605
Mylan pharmaceuticals inc,true,,DB00605
Sandoz inc,true,,DB00605
Teva pharmaceuticals usa inc,true,,DB00605
Watson laboratories inc,true,,DB00605
Eli lilly and co,false,,DB00606
Pharmacia and upjohn co,false,,DB00606
Wyeth ayerst laboratories,false,,DB00607
Apothecon inc div bristol myers squibb,true,,DB00607
Marsam pharmaceuticals llc,true,,DB00607
Sandoz inc,true,,DB00607
Glaxosmithkline,false,,DB00607
Baxter healthcare corp,false,,DB00607
Sanofi aventis us llc,false,,DB00608
Impax laboratories inc,true,,DB00608
Ipca laboratories ltd,true,,DB00608
Md pharmaceutical inc,true,,DB00608
Purepac pharmaceutical co,true,,DB00608
Teva pharmaceuticals usa inc,true,,DB00608
Watson laboratories inc,true,,DB00608
West ward pharmaceutical corp,true,,DB00608
Wyeth pharmaceuticals inc,false,,DB00609
Merck and co inc,false,,DB00610
Abraxis pharmaceutical products,true,,DB00610
App pharmaceuticals llc,true,,DB00610
Elkins sinn div ah robins co inc,true,,DB00610
Gd searle llc,true,,DB00610
Bedford laboratories div ben venue laboratories inc,true,,DB00611
Claris lifesciences ltd,true,,DB00611
Hikma farmaceutica (portugal) sa,true,,DB00611
Hikma farmaceutica sa,true,,DB00611
Hospira inc,true,,DB00611
Apothecon inc div bristol myers squibb,false,,DB00611
Mylan pharmaceuticals inc,true,,DB00611
Novex pharma,true,,DB00611
Roxane laboratories inc,true,,DB00611
Bristol myers squibb co pharmaceutical research institute,false,,DB00611
Aurobindo pharma ltd,true,,DB00612
Mutual pharmaceutical co inc,true,,DB00612
Mylan pharmaceuticals inc,true,,DB00612
Sandoz inc,true,,DB00612
Teva pharmaceuticals usa,true,,DB00612
Unichem pharmaceuticals (usa) inc,true,,DB00612
Duramed pharmaceuticals inc sub barr laboratories inc,false,,DB00612
Parke davis div warner lambert co,false,,DB00613
Shire development inc,false,,DB00614
Pharmacia and upjohn co,false,,DB00615
Abbott laboratories pharmaceutical products div,false,,DB00617
Lederle laboratories div american cyanamid co,false,,DB00618
Stiefel laboratories inc,false,,DB00618
Amneal pharmaceutical,true,,DB00618
Barr laboratories inc,true,,DB00618
Convenant pharma inc,true,,DB00618
Impax laboratories inc,true,,DB00618
Abbott laboratories pharmaceutical products div,true,,DB00618
Elkins sinn div ah robins co inc,true,,DB00618
John j ferrante,true,,DB00618
Heather drug co inc,true,,DB00618
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00618
Laboratorios atral sarl,true,,DB00618
Mm mast and co,true,,DB00618
Mutual pharmaceutical co inc,true,,DB00618
Mylan pharmaceuticals inc,true,,DB00618
Purepac pharmaceutical co,true,,DB00618
Private formulations inc,true,,DB00618
Roxane laboratories inc,true,,DB00618
Sandoz inc,true,,DB00618
Superpharm corp,true,,DB00618
Valeant pharmaceuticals international,true,,DB00618
Warner chilcott inc,true,,DB00618
Watson laboratories inc,true,,DB00618
West ward pharmaceutical corp,true,,DB00618
Wyeth ayerst laboratories,true,,DB00618
Alpharma us pharmaceuticals division,true,,DB00618
Proter laboratory spa,true,,DB00618
Novartis pharmaceuticals corp,false,,DB00619
Astellas pharma us inc,false,,DB00620
Bristol myers squibb co,false,,DB00620
Barr laboratories inc,true,,DB00620
Impax laboratories inc,true,,DB00620
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00620
Mylan pharmaceuticals inc,true,,DB00620
Purepac pharmaceutical co,true,,DB00620
Roxane laboratories inc,true,,DB00620
Sandoz inc,true,,DB00620
Teva pharmaceuticals usa inc,true,,DB00620
Watson laboratories inc,true,,DB00620
Abbott laboratories,false,,DB00620
Sanofi aventis us llc,false,,DB00620
Ivax pharmaceuticals inc,false,,DB00620
Apothecon inc div bristol myers squibb,false,,DB00620
Solvay pharmaceuticals,false,,DB00620
Actavis mid atlantic llc,true,,DB00620
Alpharma us pharmaceuticals division,true,,DB00620
Altana inc,true,,DB00620
Ambix laboratories div organics corp america,true,,DB00620
G and w laboratories inc,true,,DB00620
Morton grove pharmaceuticals inc,true,,DB00620
Perrigo new york inc,true,,DB00620
Pharmaderm div altana inc,true,,DB00620
Pharmafair inc,true,,DB00620
Taro pharmaceuticals inc,true,,DB00620
Taro pharmaceuticals usa inc,true,,DB00620
Topiderm inc,true,,DB00620
Vintage pharmaceuticals llc,true,,DB00620
Del ray laboratories inc,false,,DB00620
Savage laboratories inc div altana inc,false,,DB00620
Parnell pharmaceuticals inc,true,,DB00620
Sandoz canada inc,true,,DB00620
Allergan inc,false,,DB00620
Alcon inc,false,,DB00620
Bristol myers squibb co pharmaceutical research institute,false,,DB00620
Wockhardt eu operations (swiss) ag,true,,DB00620
Carolina medical products co,false,,DB00620
Lyne laboratories inc,true,,DB00620
Lupin atlantis holding sa switzerland,false,,DB00620
Ranbaxy laboratories inc,false,,DB00620
Akorn inc,true,,DB00620
Savient pharmaceuticals inc,false,,DB00621
Par pharmaceutical inc,true,,DB00621
Roxane laboratories inc,true,,DB00621
Sandoz inc,true,,DB00621
Upsher smith laboratories inc,true,,DB00621
Ekr therapeutics inc,false,,DB00622
Amneal pharmaceutical,true,,DB00622
Barr laboratories inc,true,,DB00622
Mylan pharmaceuticals inc,true,,DB00622
Teva pharmaceuticals usa inc,true,,DB00622
Watson laboratories inc,true,,DB00622
Bedford laboratories div ben venue laboratories inc,true,,DB00622
Bioniche pharma usa llc,true,,DB00622
Exela pharma sciences,true,,DB00622
Navinta llc,true,,DB00622
Pharmaforce inc,true,,DB00622
Sun pharma global inc,true,,DB00622
Wockhardt ltd,true,,DB00622
App pharmaceuticals llc,true,,DB00623
Bedford laboratories div ben venue laboratories inc,true,,DB00623
Claris lifesciences ltd,true,,DB00623
Hospira inc,true,,DB00623
Teva parenteral medicines inc,true,,DB00623
Bristol myers squibb co,false,,DB00623
Apothecon inc div bristol myers squibb,false,,DB00623
Pharmaceutical assoc inc div beach products,true,,DB00623
Teva pharmaceuticals usa,true,,DB00623
Lannett holdings inc,true,,DB00623
Mylan pharmaceuticals inc,true,,DB00623
Sandoz inc,true,,DB00623
Watson laboratories inc,true,,DB00623
Heather drug co inc,true,,DB00624
Valeant pharmaceuticals international,false,,DB00624
Schering corp sub schering plough corp,false,,DB00624
Novartis pharmaceuticals corp,false,,DB00624
Impax laboratories inc,true,,DB00624
Eli lilly and co,true,,DB00624
Purepac pharmaceutical co,true,,DB00624
Private formulations inc,true,,DB00624
Tablicaps inc,true,,DB00624
Usl pharma inc,true,,DB00624
Inwood laboratories inc sub forest laboratories inc,true,,DB00624
Kv pharmaceutical co,true,,DB00624
Lannett co inc,true,,DB00624
Parke davis div warner lambert co,true,,DB00624
Watson laboratories inc,true,,DB00624
West ward pharmaceutical corp,true,,DB00624
Alza corp,false,,DB00624
Unimed pharmaceuticals inc,false,,DB00624
Auxilium pharmaceuticals,false,,DB00624
Par pharmaceutical,true,,DB00624
Watson laboratories,true,,DB00624
Slate pharmaceuticals inc,false,,DB00624
Columbia laboratories inc,false,,DB00624
Pharmacia and upjohn co,false,,DB00624
Bedford laboratories div ben venue laboratories inc,true,,DB00624
Paddock laboratories inc,true,,DB00624
Sandoz canada inc,true,,DB00624
Synerx pharma llc,true,,DB00624
Endo pharmaceutical solutions inc,false,,DB00624
"Solvay Pharmaceuticals, Inc.",false,,DB00624
Bristol myers squibb co,false,,DB00625
Bristol myers squibb pharma co,false,,DB00625
X gen pharmaceuticals inc,false,,DB00626
App pharmaceuticals llc,true,,DB00626
Pfizer laboratories div pfizer inc,true,,DB00626
Pharmacia and upjohn co,true,,DB00626
Sagent pharmaceuticals inc,true,,DB00626
Altana inc,true,,DB00626
Eli lilly and co,true,,DB00626
Pharmaderm div altana inc,true,,DB00626
Pharmafair inc,true,,DB00626
Combe inc,true,,DB00626
Naska pharmacal co inc div rugby darby group cosmetics,true,,DB00626
Apothekernes laboratorium a/s,true,,DB00626
Paddock laboratories inc,true,,DB00626
Medpointe pharmaceuticals medpointe healthcare inc,false,,DB00627
Barr laboratories inc,true,,DB00627
Abbott laboratories,false,,DB00627
Everylife,true,,DB00627
Halsey drug co inc,true,,DB00627
Impax laboratories inc,true,,DB00627
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00627
Mk laboratories inc,true,,DB00627
Purepac pharmaceutical co,true,,DB00627
Sandoz inc,true,,DB00627
Tablicaps inc,true,,DB00627
Watson laboratories inc,true,,DB00627
West ward pharmaceutical corp,true,,DB00627
Wockhardt ltd,true,,DB00627
Upsher smith laboratories inc,false,,DB00627
Sanofi aventis us llc,false,,DB00627
Able laboratories inc,true,,DB00628
American therapeutics inc,true,,DB00628
Clonmel healthcare ltd,true,,DB00628
Gd searle llc,true,,DB00628
Mylan pharmaceuticals inc,true,,DB00628
Purepac pharmaceutical co,true,,DB00628
Quantum pharmics ltd,true,,DB00628
Sandoz inc,true,,DB00628
Usl pharma inc,true,,DB00628
Warner chilcott div warner lambert co,true,,DB00628
Watson laboratories inc,true,,DB00628
Lundbeck inc,false,,DB00628
Lederle laboratories div american cyanamid co,true,,DB00628
Ranbaxy laboratories ltd,true,,DB00628
Taro pharmaceuticals usa inc,true,,DB00628
Alra laboratories inc,false,,DB00628
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00629
Sandoz inc,true,,DB00629
Teva pharmaceuticals usa,true,,DB00629
Watson laboratories inc,true,,DB00629
Wyeth ayerst laboratories,false,,DB00629
Merck and co inc,false,,DB00630
Apotex inc,true,,DB00630
Aurobindo pharma ltd,true,,DB00630
Austarpharma llc,true,,DB00630
Barr laboratories inc,true,,DB00630
Cadista pharmaceuticals inc,true,,DB00630
Dr reddys laboratories ltd,true,,DB00630
Genpharm ulc,true,,DB00630
Mylan pharmaceuticals inc,true,,DB00630
Sandoz inc,true,,DB00630
Sun pharma global inc,true,,DB00630
Teva pharmaceuticals usa,true,,DB00630
Watson laboratories,true,,DB00630
Watson laboratories inc,true,,DB00630
Genzyme corp,false,,DB00631
Glaxosmithkline,false,,DB00632
Hospira inc,false,,DB00633
Sanofi aventis us llc,false,,DB00634
Altana inc,true,,DB00634
Perrigo co tennessee inc,true,,DB00634
Taro pharmaceuticals usa inc,true,,DB00634
Allergan pharmaceutical,false,,DB00634
Alcon laboratories inc,false,,DB00634
Schering corp sub schering plough corp,false,,DB00634
Pharmafair inc,false,,DB00634
Allergan,false,,DB00634
Miza pharmaceuticals usa inc,false,,DB00634
Akorn inc,false,,DB00634
Sola barnes hind,false,,DB00634
Novartis pharmaceuticals corp,false,,DB00634
Optopics laboratories corp,false,,DB00634
Alcon inc,true,,DB00634
Alcon universal ltd,true,,DB00634
Bausch and lomb pharmaceuticals inc,true,,DB00634
Bausch and lomb inc,false,,DB00634
Schering corp sub schering plough corp,false,,DB00635
Roxane laboratories inc,true,,DB00635
Wockhardt eu operations (swiss) ag,true,,DB00635
Muro pharmaceutical inc,false,,DB00635
Halsey drug co inc,false,,DB00635
Bayer pharmaceuticals corp,false,,DB00635
Pharmacia and upjohn co,false,,DB00635
Ferndale laboratories inc,false,,DB00635
Solvay pharmaceuticals,false,,DB00635
Parke davis div warner lambert co,false,,DB00635
Schwarz pharma inc,false,,DB00635
American therapeutics inc,true,,DB00635
Amneal pharmaceuticals ny llc,true,,DB00635
Cm bundy co,true,,DB00635
Cadista pharmaceuticals inc,true,,DB00635
Contract pharmacal corp,true,,DB00635
Duramed pharmaceuticals inc sub barr laboratories inc,true,,DB00635
Elkins sinn div ah robins co inc,true,,DB00635
Everylife,true,,DB00635
John j ferrante,true,,DB00635
Heather drug co inc,true,,DB00635
Impax laboratories inc,true,,DB00635
Inwood laboratories inc sub forest laboratories inc,true,,DB00635
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00635
Kv pharmaceutical co,true,,DB00635
Lannett co inc,true,,DB00635
Lederle laboratories div american cyanamid co,true,,DB00635
Marshall pharmacal corp,true,,DB00635
Mutual pharmaceutical co inc,true,,DB00635
Nylos trading co inc,true,,DB00635
Panray corp sub ormont drug and chemical co inc,true,,DB00635
L perrigo co,true,,DB00635
Pharmavite pharmaceuticals,true,,DB00635
Phoenix laboratories inc,true,,DB00635
Purepac pharmaceutical co,true,,DB00635
Private formulations inc,true,,DB00635
Rexall drug co,true,,DB00635
Sandoz inc,true,,DB00635
Scherer laboratories inc,true,,DB00635
Sperti drug products inc,true,,DB00635
Superpharm corp,true,,DB00635
Teva pharmaceuticals usa inc,true,,DB00635
Udl laboratories inc,true,,DB00635
Upsher smith laboratories inc,true,,DB00635
Valeant pharmaceuticals international,true,,DB00635
Vangard laboratories inc div midway medical co,true,,DB00635
Vintage pharmaceuticals inc,true,,DB00635
Vitarine pharmaceuticals inc,true,,DB00635
Watson laboratories inc,true,,DB00635
West ward pharmaceutical corp,true,,DB00635
Whiteworth towne paulsen inc,true,,DB00635
Wyeth ayerst laboratories,false,,DB00636
Banner pharmacaps inc,true,,DB00636
Sandoz inc,true,,DB00636
Teva pharmaceuticals usa inc,true,,DB00636
Usl pharma inc,true,,DB00636
Watson laboratories inc,true,,DB00636
Iso tex diagnostics inc,false,,DB00638
Roche palo alto llc,false,,DB00639
Bayer healthcare llc,false,,DB00639
Kv pharmaceutical co,false,,DB00639
Astellas pharma us inc,false,,DB00640
Akorn inc,true,,DB00640
App pharmaceuticals llc,true,,DB00640
Baxter healthcare corp,true,,DB00640
Bedford laboratories div ben venue laboratories inc,true,,DB00640
Gland pharma ltd,true,,DB00640
Luitpold pharmaceuticals inc,true,,DB00640
Strides arcolab ltd,true,,DB00640
Teva parenteral medicines inc,true,,DB00640
Wockhardt ltd,true,,DB00640
Synthon pharmaceuticals ltd,true,,DB00641
Accord healthcare inc,true,,DB00641
Aurobindo pharma ltd,true,,DB00641
Dr reddys laboratories inc,true,,DB00641
Dr reddys laboratories ltd,true,,DB00641
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00641
Lupin ltd,true,,DB00641
Matrix laboratories ltd,true,,DB00641
Perrigo r and d co,true,,DB00641
Ranbaxy laboratories ltd,true,,DB00641
Sandoz inc,true,,DB00641
Watson laboratories inc,true,,DB00641
Zydus pharmaceuticals usa inc,true,,DB00641
Merck research laboratories div merck co inc,false,,DB00641
Eli lilly and co,false,,DB00642
Teva pharmaceuticals usa,true,,DB00643
Mcneil pediatrics,false,,DB00643
Ferring pharmaceuticals inc,false,,DB00644
Baxter healthcare corp anesthesia critical care,false,,DB00644
Astrazeneca lp,false,,DB00645
Bayer pharmaceuticals corp,false,,DB00646
Bristol myers squibb co,false,,DB00646
Alpharma us pharmaceuticals division,false,,DB00646
Lederle laboratories div american cyanamid co,false,,DB00646
Actavis mid atlantic llc,true,,DB00646
Altana inc,true,,DB00646
Perrigo new york inc,true,,DB00646
Taro pharmaceuticals usa inc,true,,DB00646
Teva pharmaceuticals usa inc,true,,DB00646
Vintage pharmaceuticals llc,true,,DB00646
Westwood squibb pharmaceuticals inc,false,,DB00646
Bristol myers squibb,false,,DB00646
Barlan pharmacal co inc,false,,DB00646
Dava pharmaceuticals inc,false,,DB00646
Paddock laboratories inc,true,,DB00646
Coastal pharmaceuticals inc,true,,DB00646
Kv pharmaceutical co,true,,DB00646
Par pharmaceutical inc,true,,DB00646
Upsher smith laboratories inc,true,,DB00646
X gen pharmaceuticals inc,true,,DB00646
Warner chilcott co llc,false,,DB00646
Apothecon inc div bristol myers squibb,false,,DB00646
Glenmark generics inc usa,false,,DB00646
Bausch and lomb pharmaceuticals inc,true,,DB00646
E fougera div altana inc,true,,DB00646
Morton grove pharmaceuticals inc,true,,DB00646
Pharmaderm div altana inc,true,,DB00646
Pharmafair inc,true,,DB00646
Roxane laboratories inc,true,,DB00646
Vintage pharmaceuticals inc,true,,DB00646
Vistapharm inc,true,,DB00646
Wockhardt eu operations (swiss) ag,true,,DB00646
Savage laboratories inc div altana inc,false,,DB00646
Mutual pharmaceutical co inc,true,,DB00646
Quantum pharmics ltd,true,,DB00646
Sandoz inc,true,,DB00646
Usl pharma inc,true,,DB00646
Watson laboratories inc,true,,DB00646
Holland rantos co inc,false,,DB00646
Odyssey pharmaceuticals inc,true,,DB00646
Xanodyne pharmaceutics inc,false,,DB00647
Heritage pharmaceuticals inc,false,,DB00647
Mk laboratories inc,false,,DB00647
Halsey drug co inc,false,,DB00647
Alra laboratories inc,true,,DB00647
Impax laboratories inc,true,,DB00647
Ivax pharmaceuticals inc sub teva pharmaceuticals usa,true,,DB00647
Mutual pharmaceutical co inc,true,,DB00647
Mylan pharmaceuticals inc,true,,DB00647
Nexgen pharma inc,true,,DB00647
Par pharmaceutical inc,true,,DB00647
Purepac pharmaceutical co,true,,DB00647
Private formulations inc,true,,DB00647
Roxane laboratories inc,true,,DB00647
Sandoz inc,true,,DB00647
Teva pharmaceuticals usa inc,true,,DB00647
Valeant pharmaceuticals international,true,,DB00647
Vintage pharmaceuticals inc,true,,DB00647
Watson laboratories inc,true,,DB00647
West ward pharmaceutical corp,true,,DB00647
Whiteworth towne paulsen inc,true,,DB00647
Warner chilcott div warner lambert co,false,,DB00647
Aaipharma llc,false,,DB00647
Bristol myers squibb,false,,DB00648
Bristol myers squibb co,false,,DB00649
Aurobindo pharma ltd,true,,DB00649
Hetero drugs ltd,true,,DB00649
Matrix laboratories ltd,true,,DB00649
Mylan pharmaceuticals inc,true,,DB00649
Bristol myers squibb co pharmaceutical research institute,false,,DB00649
Cipla ltd,true,,DB00649
Hospira inc,true,,DB00650
Abic ltd,true,,DB00650
Abraxis pharmaceutical products,true,,DB00650
Bedford laboratories div ben venue laboratories inc,true,,DB00650
Elkins sinn div ah robins co inc,true,,DB00650
Pharmachemie bv,true,,DB00650
Pharmachemie usa inc,true,,DB00650
Teva parenteral medicines inc,true,,DB00650
App pharmaceuticals llc,false,,DB00650
Luitpold pharmaceuticals inc,false,,DB00650
Glaxosmithkline,false,,DB00650
Barr pharmaceuticals,true,,DB00650
Corepharma llc,true,,DB00650
Par pharmaceutical inc,true,,DB00650
Roxane laboratories inc,true,,DB00650
Sandoz inc,true,,DB00650
Xanodyne pharmaceutics inc,true,,DB00650
Spectrum pharmaceuticals inc,false,,DB00650
Teva pharmaceuticals usa inc,false,,DB00651
Savage laboratories inc div altana inc,false,,DB00651
Meda pharmaceuticals inc,false,,DB00651
Sanofi aventis us llc,false,,DB00652
Hospira inc,false,,DB00652
Abraxis pharmaceutical products,true,,DB00653
Hospira inc,true,,DB00653
Pharmacia and upjohn co,false,,DB00654
Wyeth ayerst laboratories,false,,DB00655
Watson laboratories inc,true,,DB00655
Parkedale pharmaceuticals inc,false,,DB00655
Labopharm inc,false,,DB00656
Apothecon inc div bristol myers squibb,false,,DB00656
Alvogen inc,true,,DB00656
American therapeutics inc,true,,DB00656
Apotex inc,true,,DB00656
Matrix laboratories ltd,true,,DB00656
Mutual pharmaceutical co inc,true,,DB00656
Mylan pharmaceuticals inc,true,,DB00656
Pliva inc,true,,DB00656
Quantum pharmics ltd,true,,DB00656
Sandoz inc,true,,DB00656
Teva pharmaceuticals usa inc,true,,DB00656
Usl pharma inc,true,,DB00656
Vintage pharmaceuticals llc,true,,DB00656
