ref-id,isbn,citation,parent_key
T156,,Washington N. (1961). Antacids and anti-reflux agents. CRC Press .,DB14005
T157,,Schueller R. and Romanowski P. (1999). Conditioning Agents for Hair and Skin. Marcel Dekker.,DB14005
T168,,Reilly R. (2013). The fundamental principles of compartmental pharmacokinetics illustrated by radiopharmaceuticals commonly used in nuclear medicine. ACPE.,DB14007
T167,,Zhou H. and Theil F. (2016). ADME amd translational pharmacokinetics/pharmacodynamics of therapeutic proteins. John Wiley & Sons.,DB14007
T231,,Randall E. Harris (2002). COX-2 Blockade in Cancer Prevention and Therapy. Humana Press.,DB14059
T232,,"Luka Milas, K. K Ang, C. Nieder (2003). Modification of Radiation Response: Cytokines, Growth Factors, and Other Biological Targets (Medical Radiology). Springer.",DB14059
T324,,"Sivapalasingam S., Steigbigel N. (2015). Mandell, Douglas and Bennett's Principles and practice of infectious diseases (8th ed.). Elsevier.",DB14126
T1,978-0-07-162442-8,"Goodman, Louis Sanford;Brunton, Laurence L.;Chabner, Bruce;Knollman, Bjorn (2011). The Pharmacological Basis of Therapeutics (12th ed.). McGraw-Hill Professional Publishing.",DB14146
T28,978-0-7020-3471-8,"45. (2012). In Rang and Dale's Pharmacology  (7th ed., pp. 553-557). Edinburgh: Elsevier/Churchill Livingstone.",DB14185
T36,978-0-07-17803-2,"Barrett KE, Barman SM, Boitano S, Brooks HL (2012). Ganong's Review of Medical Physiology (24th ed.). McGraw Hill.",DB14481
T797,,"Susan J. Dreyer MD, William Jeremy Beckworth MD (2011). Pain procedures in clinical practice: Commonly Used Medications in Procedures (3rd ed.). Elsevier.",DB14649
T116,978-1-25-958473-2,"Brunton LL, Hilal-Dandan R, Knollmann BC. eds (2018). Goodman & Gilman's: The Pharmacological Basis of Therapeutics (13th ed.). McGraw-Hill Education.",DB14879
T734,,Ankit Mangla; Moavia Ehsan; Smita Maruvada (2019). Sickle Cell Anemia. Stat Pearls.,DB14975
T734,,Ankit Mangla; Moavia Ehsan; Smita Maruvada (2019). Sickle Cell Anemia. Stat Pearls.,DB15271
T756,,Vijay Venugopal; Steven Pavlakis (2019). Duchenne Muscular Dystrophy. StatPearls Publishing.,DB15593
