smpdb_id,name,category,parent_key
SMP0002295,The Oncogenic Action of Fumarate,disease,DB01592
SMP0000006,Tyrosine Metabolism,metabolic,DB01592
SMP0000011,Inositol Metabolism,metabolic,DB01592
SMP0000012,Catecholamine Biosynthesis,metabolic,DB01592
SMP0000021,Taurine and Hypotaurine Metabolism,metabolic,DB01592
SMP0000024,Porphyrin Metabolism,metabolic,DB01592
SMP0000031,Pentose Phosphate Pathway,metabolic,DB01592
SMP0000043,Galactose Metabolism,metabolic,DB01592
SMP0000046,Pyrimidine Metabolism,metabolic,DB01592
SMP0000082,Simvastatin Action Pathway,drug_action,DB01592
SMP0000005,Pterine Biosynthesis,metabolic,DB01593
SMP0000007,beta-Alanine Metabolism,metabolic,DB01593
SMP0000017,Vitamin B6 Metabolism,metabolic,DB01593
SMP0000033,Methionine Metabolism,metabolic,DB01593
SMP0000067,Aspartate Metabolism,metabolic,DB01593
SMP0000074,Retinol Metabolism,metabolic,DB01593
SMP0000077,Piroxicam Action Pathway,drug_action,DB01593
SMP0000087,Rofecoxib Action Pathway,drug_action,DB01593
SMP0000093,Diclofenac Action Pathway,drug_action,DB01593
SMP0000094,Sulindac Action Pathway,drug_action,DB01593
SMP0000114,Nabumetone Action Pathway,drug_action,DB01593
SMP0000116,Valdecoxib Action Pathway,drug_action,DB01593
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,DB01593
SMP0000144,Adenosine Deaminase Deficiency,disease,DB01593
SMP0000145,Benazepril Action Pathway,drug_action,DB01593
SMP0000153,Quinapril Action Pathway,drug_action,DB01593
SMP0000154,Ramipril Action Pathway,drug_action,DB01593
SMP0000155,Rescinnamine Action Pathway,drug_action,DB01593
SMP0000159,Eprosartan Action Pathway,drug_action,DB01593
SMP0000161,Irbesartan Action Pathway,drug_action,DB01593
SMP0000162,Losartan Action Pathway,drug_action,DB01593
SMP0000165,Valsartan Action Pathway,drug_action,DB01593
SMP0000168,AICA-Ribosiduria,disease,DB01593
SMP0000169,Alkaptonuria,disease,DB01593
SMP0000172,beta-Ureidopropionase Deficiency,disease,DB01593
SMP0000175,Canavan Disease,disease,DB01593
SMP0000178,Dihydropyrimidinase Deficiency,disease,DB01593
SMP0000182,Galactosemia,disease,DB01593
SMP0000183,gamma-Glutamyltransferase Deficiency,disease,DB01593
SMP0000190,Hawkinsinuria,disease,DB01593
SMP0000705,Tiaprofenic Acid Action Pathway,drug_action,DB01600
SMP0061190,Phenindamine H1-Antihistamine Action,drug_action,DB01619
SMP0056662,Pheniramine H1-Antihistamine Action,drug_action,DB01620
SMP0000728,Lincomycin Action Pathway,drug_action,DB01627
SMP0000695,Etoricoxib Action Pathway,drug_action,DB01628
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB01632
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB01632
SMP0000385,Homocarnosinosis,disease,DB01632
SMP0000512,Xanthinuria Type I,disease,DB01632
SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,DB01632
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,DB01632
SMP0000537,Myoadenylate Deaminase Deficiency,disease,DB01632
SMP0000031,Pentose Phosphate Pathway,metabolic,DB01632
SMP0000046,Pyrimidine Metabolism,metabolic,DB01632
SMP0000050,Purine Metabolism,metabolic,DB01632
SMP0000072,Glutamate Metabolism,metabolic,DB01632
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB01632
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB01632
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB01632
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB01632
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB01632
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB01632
SMP0000519,Ribose-5-phosphate Isomerase Deficiency,disease,DB01632
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB01632
SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,DB01632
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,DB01632
SMP0000144,Adenosine Deaminase Deficiency,disease,DB01632
SMP0000168,AICA-Ribosiduria,disease,DB01632
SMP0000172,beta-Ureidopropionase Deficiency,disease,DB01632
SMP0000178,Dihydropyrimidinase Deficiency,disease,DB01632
SMP0000203,Molybdenum Cofactor Deficiency,disease,DB01632
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB01632
SMP0000243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,DB01632
SMP0000427,Azathioprine Action Pathway,drug_action,DB01632
SMP0000430,Thioguanine Action Pathway,drug_action,DB01632
SMP0000182,Galactosemia,disease,DB01638
SMP0000064,Fructose and Mannose Degradation,metabolic,DB01638
SMP0000043,Galactose Metabolism,metabolic,DB01638
SMP0000561,Fructosuria,disease,DB01638
SMP0000725,"Fructose Intolerance, Hereditary",disease,DB01638
SMP0000046,Pyrimidine Metabolism,metabolic,DB01643
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB01643
SMP0000172,beta-Ureidopropionase Deficiency,disease,DB01643
SMP0000178,Dihydropyrimidinase Deficiency,disease,DB01643
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB01643
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB01700
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB01700
SMP0000512,Xanthinuria Type I,disease,DB01700
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,DB01700
SMP0000537,Myoadenylate Deaminase Deficiency,disease,DB01700
SMP0000050,Purine Metabolism,metabolic,DB01700
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB01700
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB01700
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB01700
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB01700
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB01700
SMP0000144,Adenosine Deaminase Deficiency,disease,DB01700
SMP0000168,AICA-Ribosiduria,disease,DB01700
SMP0000203,Molybdenum Cofactor Deficiency,disease,DB01700
SMP0000427,Azathioprine Action Pathway,drug_action,DB01700
SMP0000430,Thioguanine Action Pathway,drug_action,DB01700
SMP0000513,Xanthinuria Type II,disease,DB01700
SMP0000006,Tyrosine Metabolism,metabolic,DB01702
SMP0000218,Tyrosinemia Type I,disease,DB01702
SMP0000429,Disulfiram Action Pathway,drug_action,DB01702
SMP0000169,Alkaptonuria,disease,DB01702
SMP0000190,Hawkinsinuria,disease,DB01702
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,DB01702
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,DB01702
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,DB01702
SMP0000128,Gluconeogenesis,metabolic,DB01709
SMP0000574,"Glycogenosis, Type IC",disease,DB01709
SMP0000581,"Glycogenosis, Type IA. Von Gierke Disease",disease,DB01709
SMP0000040,Glycolysis,metabolic,DB01709
SMP0000531,"Glycogenosis, Type VII. Tarui Disease",disease,DB01709
SMP0000560,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),disease,DB01709
SMP0000573,"Glycogenosis, Type IB",disease,DB01709
SMP0000374,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,disease,DB01709
SMP0000562,"Fructose-1,6-diphosphatase Deficiency",disease,DB01709
SMP0000563,Triosephosphate Isomerase,disease,DB01709
SMP0000572,Fanconi-Bickel Syndrome,disease,DB01709
SMP0000654,Warburg Effect,metabolic,DB01709
SMP0000011,Inositol Metabolism,metabolic,DB01729
SMP0000462,Inositol Phosphate Metabolism,metabolic,DB01729
SMP0000716,Thyroid Hormone Synthesis,metabolic,DB01758
SMP0000006,Tyrosine Metabolism,metabolic,DB01762
SMP0000073,Butyrate Metabolism,metabolic,DB01762
SMP0000137,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,disease,DB01762
SMP0000139,3-Methylglutaconic Aciduria Type I,disease,DB01762
SMP0000173,beta-Ketothiolase Deficiency,disease,DB01762
SMP0000218,Tyrosinemia Type I,disease,DB01762
SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,DB01762
SMP0000429,Disulfiram Action Pathway,drug_action,DB01762
SMP0000456,Fatty Acid Biosynthesis,metabolic,DB01762
SMP0000524,Isovaleric Acidemia,disease,DB01762
SMP0000008,Phenylalanine and Tyrosine Metabolism,metabolic,DB01762
SMP0000071,Ketone Body Metabolism,metabolic,DB01762
SMP0000138,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,disease,DB01762
SMP0000169,Alkaptonuria,disease,DB01762
SMP0000190,Hawkinsinuria,disease,DB01762
SMP0000200,Methylmalonic Aciduria,disease,DB01762
SMP0000369,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),disease,DB01762
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,DB01762
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,DB01762
SMP0000523,Isobutyryl-CoA Dehydrogenase Deficiency,disease,DB01762
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,DB01762
SMP0000032,"Valine, Leucine, and Isoleucine Degradation",metabolic,DB01762
SMP0000140,3-Methylglutaconic Aciduria Type III,disease,DB01762
SMP0000141,3-Methylglutaconic Aciduria Type IV,disease,DB01762
SMP0000199,Maple Syrup Urine Disease,disease,DB01762
SMP0000206,Phenylketonuria,disease,DB01762
SMP0000236,Propionic Acidemia,disease,DB01762
SMP0000237,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,disease,DB01762
SMP0000238,Isovaleric Aciduria,disease,DB01762
SMP0000384,Methylmalonate Semialdehyde Dehydrogenase Deficiency,disease,DB01762
SMP0000493,"Carnosinuria, Carnosinemia",disease,DB01783
SMP0000007,beta-Alanine Metabolism,metabolic,DB01783
SMP0000027,Pantothenate and CoA Biosynthesis,metabolic,DB01783
SMP0000351,GABA-Transaminase Deficiency,disease,DB01783
SMP0000492,Ureidopropionase Deficiency,disease,DB01783
SMP0000099,Lovastatin Action Pathway,drug_action,DB01785
SMP0000111,Cerivastatin Action Pathway,drug_action,DB01785
SMP0000209,Hypercholesterolemia,disease,DB01785
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,DB01785
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,DB01785
SMP0000510,Mevalonic Aciduria,disease,DB01785
SMP0000082,Simvastatin Action Pathway,drug_action,DB01785
SMP0000089,Pravastatin Action Pathway,drug_action,DB01785
SMP0000092,Rosuvastatin Action Pathway,drug_action,DB01785
SMP0000107,Zoledronate Action Pathway,drug_action,DB01785
SMP0000117,Pamidronate Action Pathway,drug_action,DB01785
SMP0000119,Fluvastatin Action Pathway,drug_action,DB01785
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,DB01785
SMP0000508,Cholesteryl Ester Storage Disease,disease,DB01785
SMP0000023,Steroid Biosynthesis,metabolic,DB01785
SMP0000079,Ibandronate Action Pathway,drug_action,DB01785
SMP0000095,Alendronate Action Pathway,drug_action,DB01785
SMP0000112,Risedronate Action Pathway,drug_action,DB01785
SMP0000131,Atorvastatin Action Pathway,drug_action,DB01785
SMP0000386,Desmosterolosis,disease,DB01785
SMP0000387,CHILD Syndrome,disease,DB01785
SMP0000509,Hyper-IgD Syndrome,disease,DB01785
SMP0000511,Wolman Disease,disease,DB01785
SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,DB01796
SMP0000063,Tryptophan Metabolism,metabolic,DB01796
SMP0000374,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,disease,DB01819
SMP0000562,"Fructose-1,6-diphosphatase Deficiency",disease,DB01819
SMP0000563,Triosephosphate Isomerase,disease,DB01819
SMP0000572,Fanconi-Bickel Syndrome,disease,DB01819
SMP0000654,Warburg Effect,metabolic,DB01819
SMP0000040,Glycolysis,metabolic,DB01819
SMP0000045,Amino Sugar Metabolism,metabolic,DB01819
SMP0000531,"Glycogenosis, Type VII. Tarui Disease",disease,DB01819
SMP0000534,"G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease",disease,DB01819
SMP0000559,Pyruvate Kinase Deficiency,disease,DB01819
SMP0000560,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),disease,DB01819
SMP0000573,"Glycogenosis, Type IB",disease,DB01819
SMP0000060,Pyruvate Metabolism,metabolic,DB01819
SMP0000128,Gluconeogenesis,metabolic,DB01819
SMP0000196,Leigh Syndrome,disease,DB01819
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,DB01819
SMP0000216,Sialuria or French Type Sialuria,disease,DB01819
SMP0000217,Sialuria or French Type Sialuria,disease,DB01819
SMP0000240,Salla Disease/Infantile Sialic Acid Storage Disease,disease,DB01819
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,DB01819
SMP0000390,Tay-Sachs Disease,disease,DB01819
SMP0000558,"Primary Hyperoxaluria II, PH2",disease,DB01819
SMP0000574,"Glycogenosis, Type IC",disease,DB01819
SMP0000581,"Glycogenosis, Type IA. Von Gierke Disease",disease,DB01819
SMP0000464,Vitamin K Metabolism,metabolic,DB01822
SMP0000627,Citalopram Metabolism Pathway,drug_metabolism,DB01828
SMP0000006,Tyrosine Metabolism,metabolic,DB01828
SMP0000218,Tyrosinemia Type I,disease,DB01828
SMP0000424,Citalopram Action Pathway,drug_action,DB01828
SMP0000429,Disulfiram Action Pathway,drug_action,DB01828
SMP0000169,Alkaptonuria,disease,DB01828
SMP0000190,Hawkinsinuria,disease,DB01828
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,DB01828
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,DB01828
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,DB01828
SMP0000559,Pyruvate Kinase Deficiency,disease,DB01839
SMP0000060,Pyruvate Metabolism,metabolic,DB01839
SMP0000196,Leigh Syndrome,disease,DB01839
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,DB01839
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,DB01839
SMP0000558,"Primary Hyperoxaluria II, PH2",disease,DB01839
SMP0000493,"Carnosinuria, Carnosinemia",disease,DB01849
SMP0000046,Pyrimidine Metabolism,metabolic,DB01849
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB01849
SMP0000007,beta-Alanine Metabolism,metabolic,DB01849
SMP0000172,beta-Ureidopropionase Deficiency,disease,DB01849
SMP0000178,Dihydropyrimidinase Deficiency,disease,DB01849
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB01849
SMP0000351,GABA-Transaminase Deficiency,disease,DB01849
SMP0000492,Ureidopropionase Deficiency,disease,DB01849
SMP0000043,Galactose Metabolism,metabolic,DB01861
SMP0000058,Starch and Sucrose Metabolism,metabolic,DB01861
SMP0000348,Globoid Cell Leukodystrophy,disease,DB01861
SMP0000444,Lactose Synthesis,metabolic,DB01861
SMP0000552,Glycogen Synthetase Deficiency,disease,DB01861
SMP0000553,"Glycogenosis, Type III. Cori Disease, Debrancher Glycogenosis",disease,DB01861
SMP0000182,Galactosemia,disease,DB01861
SMP0000347,Metachromatic Leukodystrophy (MLD),disease,DB01861
SMP0000495,Galactosemia II (GALK),disease,DB01861
SMP0000556,Mucopolysaccharidosis VI. Sly Syndrome,disease,DB01861
SMP0000557,Sucrase-Isomaltase Deficiency,disease,DB01861
SMP0000580,GLUT-1 Deficiency Syndrome,disease,DB01861
SMP0000010,Nucleotide Sugars Metabolism,metabolic,DB01861
SMP0000034,Sphingolipid Metabolism,metabolic,DB01861
SMP0000349,Gaucher Disease,disease,DB01861
SMP0000496,Galactosemia III,disease,DB01861
SMP0000525,Fabry Disease,disease,DB01861
SMP0000526,Krabbe Disease,disease,DB01861
SMP0000554,"Glycogenosis, Type IV. Amylopectinosis, Anderson Disease",disease,DB01861
SMP0000555,"Glycogenosis, Type VI. Hers Disease",disease,DB01861
SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,DB01861
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,DB01917
SMP0000033,Methionine Metabolism,metabolic,DB01917
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,DB01917
SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,DB01917
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB01917
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,DB01917
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB01917
SMP0000341,Hypermethioninemia,disease,DB01917
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,DB01917
SMP0000082,Simvastatin Action Pathway,drug_action,DB01942
SMP0000089,Pravastatin Action Pathway,drug_action,DB01942
SMP0000092,Rosuvastatin Action Pathway,drug_action,DB01942
SMP0000107,Zoledronate Action Pathway,drug_action,DB01942
SMP0000117,Pamidronate Action Pathway,drug_action,DB01942
SMP0000119,Fluvastatin Action Pathway,drug_action,DB01942
SMP0000319,Lysosomal Acid Lipase Deficiency (Wolman Disease),disease,DB01942
SMP0000487,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,disease,DB01942
SMP0000488,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),disease,DB01942
SMP0000508,Cholesteryl Ester Storage Disease,disease,DB01942
SMP0000543,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB01942
SMP0000053,Folate Metabolism,metabolic,DB01942
SMP0000063,Tryptophan Metabolism,metabolic,DB01942
SMP0000068,Androgen and Estrogen Metabolism,metabolic,DB01942
SMP0000099,Lovastatin Action Pathway,drug_action,DB01942
SMP0000111,Cerivastatin Action Pathway,drug_action,DB01942
SMP0000209,Hypercholesterolemia,disease,DB01942
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,DB01942
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,DB01942
SMP0000486,DOPA-Responsive Dystonia,disease,DB01942
SMP0000510,Mevalonic Aciduria,disease,DB01942
SMP0000565,Aromatase Deficiency,disease,DB01942
SMP0000005,Pterine Biosynthesis,metabolic,DB01942
SMP0000023,Steroid Biosynthesis,metabolic,DB01942
SMP0000079,Ibandronate Action Pathway,drug_action,DB01942
SMP0000095,Alendronate Action Pathway,drug_action,DB01942
SMP0000112,Risedronate Action Pathway,drug_action,DB01942
SMP0000131,Atorvastatin Action Pathway,drug_action,DB01942
SMP0000356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,DB01942
SMP0000386,Desmosterolosis,disease,DB01942
SMP0000316,Zellweger Syndrome,disease,DB01956
SMP0000021,Taurine and Hypotaurine Metabolism,metabolic,DB01956
SMP0000314,Congenital Bile Acid Synthesis Defect Type II,disease,DB01956
SMP0000720,27-Hydroxylase Deficiency,disease,DB01956
SMP0000035,Bile Acid Biosynthesis,metabolic,DB01956
SMP0000315,Cerebrotendinous Xanthomatosis (CTX),disease,DB01956
SMP0000317,Familial Hypercholanemia (FHCA),disease,DB01956
SMP0000318,Congenital Bile Acid Synthesis Defect Type III,disease,DB01956
SMP0000009,Ammonia Recycling,metabolic,DB01971
SMP0000044,Histidine Metabolism,metabolic,DB01971
SMP0000191,Histidinemia,disease,DB01971
SMP0000050,Purine Metabolism,metabolic,DB01972
SMP0000072,Glutamate Metabolism,metabolic,DB01972
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB01972
SMP0000248,Clarithromycin Action Pathway,drug_action,DB01972
SMP0000251,Roxithromycin Action Pathway,drug_action,DB01972
SMP0000254,Gentamicin Action Pathway,drug_action,DB01972
SMP0000293,Oxytetracycline Action Pathway,drug_action,DB01972
SMP0000294,Tetracycline Action Pathway,drug_action,DB01972
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,DB01972
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB01972
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB01972
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB01972
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB01972
SMP0000713,Arbekacin Action Pathway,drug_action,DB01972
SMP0000730,Troleandomycin Action Pathway,drug_action,DB01972
SMP0000731,Josamycin Action Pathway,drug_action,DB01972
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB01972
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB01972
SMP0000247,Azithromycin Action Pathway,drug_action,DB01972
SMP0000249,Clindamycin Action Pathway,drug_action,DB01972
SMP0000250,Erythromycin Action Pathway,drug_action,DB01972
SMP0000255,Kanamycin Action Pathway,drug_action,DB01972
SMP0000256,Neomycin Action Pathway,drug_action,DB01972
SMP0000257,Netilmicin Action Pathway,drug_action,DB01972
SMP0000259,Streptomycin Action Pathway,drug_action,DB01972
SMP0000262,Clomocycline Action Pathway,drug_action,DB01972
SMP0000385,Homocarnosinosis,disease,DB01972
SMP0000512,Xanthinuria Type I,disease,DB01972
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,DB01972
SMP0000537,Myoadenylate Deaminase Deficiency,disease,DB01972
SMP0000077,Piroxicam Action Pathway,drug_action,DB02056
SMP0000087,Rofecoxib Action Pathway,drug_action,DB02056
SMP0000093,Diclofenac Action Pathway,drug_action,DB02056
SMP0000094,Sulindac Action Pathway,drug_action,DB02056
SMP0000114,Nabumetone Action Pathway,drug_action,DB02056
SMP0000116,Valdecoxib Action Pathway,drug_action,DB02056
SMP0000692,Antipyrine Action Pathway,drug_action,DB02056
SMP0000697,Flurbiprofen Action Pathway,drug_action,DB02056
SMP0000702,Nepafenac Action Pathway,drug_action,DB02056
SMP0000084,Etodolac Action Pathway,drug_action,DB02056
SMP0000085,Ketoprofen Action Pathway,drug_action,DB02056
SMP0000086,Ibuprofen Action Pathway,drug_action,DB02056
SMP0000096,Celecoxib Action Pathway,drug_action,DB02056
SMP0000101,Suprofen Action Pathway,drug_action,DB02056
SMP0000104,Indomethacin Action Pathway,drug_action,DB02056
SMP0000289,Diflunisal Action Pathway,drug_action,DB02056
SMP0000353,Leukotriene C4 Synthesis Deficiency,disease,DB02056
SMP0000693,Antrafenine Action Pathway,drug_action,DB02056
SMP0000696,Fenoprofen Action Pathway,drug_action,DB02056
SMP0000698,Magnesium Salicylate Action Pathway,drug_action,DB02056
SMP0000700,Lornoxicam Action Pathway,drug_action,DB02056
SMP0000703,Trisalicylate-Choline Action Pathway,drug_action,DB02056
SMP0000704,Tolmetin Action Pathway,drug_action,DB02056
SMP0000705,Tiaprofenic Acid Action Pathway,drug_action,DB02056
SMP0000706,Tenoxicam Action Pathway,drug_action,DB02056
SMP0000709,Salicylic Acid Action Pathway,drug_action,DB02056
SMP0000075,Arachidonic Acid Metabolism,metabolic,DB02056
SMP0000083,Acetylsalicylic Acid Action Pathway,drug_action,DB02056
SMP0000098,Ketorolac Action Pathway,drug_action,DB02056
SMP0000102,Bromfenac Action Pathway,drug_action,DB02056
SMP0000063,Tryptophan Metabolism,metabolic,DB02070
SMP0000456,Fatty Acid Biosynthesis,metabolic,DB02074
SMP0000004,Glycine and Serine Metabolism,metabolic,DB02083
SMP0000123,Betaine Metabolism,metabolic,DB02083
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,DB02083
SMP0002313,Sarcosine Oncometabolite Pathway,disease,DB02083
SMP0000033,Methionine Metabolism,metabolic,DB02083
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,DB02083
SMP0000223,Non-Ketotic Hyperglycinemia,disease,DB02083
SMP0000244,Sarcosinemia,disease,DB02083
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,DB02083
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB02083
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,DB02083
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,DB02083
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB02083
SMP0000341,Hypermethioninemia,disease,DB02083
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,DB02083
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,DB02083
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,DB02083
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,DB02083
SMP0000046,Pyrimidine Metabolism,metabolic,DB02129
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB02129
SMP0000172,beta-Ureidopropionase Deficiency,disease,DB02129
SMP0000178,Dihydropyrimidinase Deficiency,disease,DB02129
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB02129
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,DB02134
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB02134
SMP0000512,Xanthinuria Type I,disease,DB02134
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,DB02134
SMP0000537,Myoadenylate Deaminase Deficiency,disease,DB02134
SMP0000050,Purine Metabolism,metabolic,DB02134
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,DB02134
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,DB02134
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,DB02134
SMP0000428,Mercaptopurine Action Pathway,drug_action,DB02134
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,DB02134
SMP0000144,Adenosine Deaminase Deficiency,disease,DB02134
SMP0000168,AICA-Ribosiduria,disease,DB02134
SMP0000203,Molybdenum Cofactor Deficiency,disease,DB02134
SMP0000427,Azathioprine Action Pathway,drug_action,DB02134
SMP0000430,Thioguanine Action Pathway,drug_action,DB02134
SMP0000513,Xanthinuria Type II,disease,DB02134
SMP0000017,Vitamin B6 Metabolism,metabolic,DB02142
SMP0000503,Hypophosphatasia,disease,DB02142
SMP0000456,Fatty Acid Biosynthesis,metabolic,DB02175
SMP0000739,Didanosine Action Pathway,drug_action,DB02189
SMP0000017,Vitamin B6 Metabolism,metabolic,DB02209
SMP0000503,Hypophosphatasia,disease,DB02209
SMP0000006,Tyrosine Metabolism,metabolic,DB02232
SMP0000218,Tyrosinemia Type I,disease,DB02232
SMP0000429,Disulfiram Action Pathway,drug_action,DB02232
SMP0000169,Alkaptonuria,disease,DB02232
SMP0000190,Hawkinsinuria,disease,DB02232
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,DB02232
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,DB02232
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,DB02232
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,DB02238
SMP0000033,Methionine Metabolism,metabolic,DB02238
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,DB02238
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB02238
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,DB02238
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB02238
SMP0000341,Hypermethioninemia,disease,DB02238
