drugbank-id,name,parent_key
DB02577,Mesoheme,SMP0000086
DB03435,Uridine-5'-Diphosphate,SMP0000086
DB03866,Prostaglandin G2,SMP0000086
DB04557,Arachidonic Acid,SMP0000086
DB00142,Glutamic acid,SMP0000096
DB00143,Glutathione,SMP0000096
DB00482,Celecoxib,SMP0000096
DB00917,Dinoprostone,SMP0000096
DB01373,Calcium,SMP0000096
DB01378,Magnesium cation,SMP0000096
DB01593,Zinc,SMP0000096
DB02056,Prostaglandin D2,SMP0000096
DB02577,Mesoheme,SMP0000096
DB03435,Uridine-5'-Diphosphate,SMP0000096
DB03866,Prostaglandin G2,SMP0000096
DB04557,Arachidonic Acid,SMP0000096
DB00142,Glutamic acid,SMP0000101
DB00143,Glutathione,SMP0000101
DB00870,Suprofen,SMP0000101
DB00917,Dinoprostone,SMP0000101
DB01373,Calcium,SMP0000101
DB01378,Magnesium cation,SMP0000101
DB01593,Zinc,SMP0000101
DB02056,Prostaglandin D2,SMP0000101
DB02577,Mesoheme,SMP0000101
DB03866,Prostaglandin G2,SMP0000101
DB04557,Arachidonic Acid,SMP0000101
DB00142,Glutamic acid,SMP0000104
DB00143,Glutathione,SMP0000104
DB00328,Indomethacin,SMP0000104
DB00917,Dinoprostone,SMP0000104
DB01373,Calcium,SMP0000104
DB01378,Magnesium cation,SMP0000104
DB01593,Zinc,SMP0000104
DB02056,Prostaglandin D2,SMP0000104
DB02577,Mesoheme,SMP0000104
DB03866,Prostaglandin G2,SMP0000104
DB04557,Arachidonic Acid,SMP0000104
DB00142,Glutamic acid,SMP0000289
DB00143,Glutathione,SMP0000289
DB00861,Diflunisal,SMP0000289
DB00917,Dinoprostone,SMP0000289
DB01373,Calcium,SMP0000289
DB01378,Magnesium cation,SMP0000289
DB01593,Zinc,SMP0000289
DB02056,Prostaglandin D2,SMP0000289
DB02577,Mesoheme,SMP0000289
DB03866,Prostaglandin G2,SMP0000289
DB04557,Arachidonic Acid,SMP0000289
DB00142,Glutamic acid,SMP0000077
DB00143,Glutathione,SMP0000077
DB00554,Piroxicam,SMP0000077
DB00917,Dinoprostone,SMP0000077
DB01373,Calcium,SMP0000077
DB01378,Magnesium cation,SMP0000077
DB01593,Zinc,SMP0000077
DB02056,Prostaglandin D2,SMP0000077
DB02577,Mesoheme,SMP0000077
DB03866,Prostaglandin G2,SMP0000077
DB04557,Arachidonic Acid,SMP0000077
DB00142,Glutamic acid,SMP0000087
DB00143,Glutathione,SMP0000087
DB00533,Rofecoxib,SMP0000087
DB00917,Dinoprostone,SMP0000087
DB01373,Calcium,SMP0000087
DB01378,Magnesium cation,SMP0000087
DB01593,Zinc,SMP0000087
DB02056,Prostaglandin D2,SMP0000087
DB02577,Mesoheme,SMP0000087
DB03866,Prostaglandin G2,SMP0000087
DB04557,Arachidonic Acid,SMP0000087
DB00142,Glutamic acid,SMP0000093
DB00143,Glutathione,SMP0000093
DB00586,Diclofenac,SMP0000093
DB00917,Dinoprostone,SMP0000093
DB01373,Calcium,SMP0000093
DB01378,Magnesium cation,SMP0000093
DB01593,Zinc,SMP0000093
DB02056,Prostaglandin D2,SMP0000093
DB02577,Mesoheme,SMP0000093
DB03866,Prostaglandin G2,SMP0000093
DB04557,Arachidonic Acid,SMP0000093
DB00142,Glutamic acid,SMP0000094
DB00143,Glutathione,SMP0000094
DB00605,Sulindac,SMP0000094
DB00917,Dinoprostone,SMP0000094
DB01373,Calcium,SMP0000094
DB01378,Magnesium cation,SMP0000094
DB01593,Zinc,SMP0000094
DB02056,Prostaglandin D2,SMP0000094
DB02577,Mesoheme,SMP0000094
DB03866,Prostaglandin G2,SMP0000094
DB04557,Arachidonic Acid,SMP0000094
DB00142,Glutamic acid,SMP0000114
DB00143,Glutathione,SMP0000114
DB00461,Nabumetone,SMP0000114
DB00917,Dinoprostone,SMP0000114
DB01373,Calcium,SMP0000114
DB01378,Magnesium cation,SMP0000114
DB01593,Zinc,SMP0000114
DB02056,Prostaglandin D2,SMP0000114
DB02577,Mesoheme,SMP0000114
DB03866,Prostaglandin G2,SMP0000114
DB04557,Arachidonic Acid,SMP0000114
DB00142,Glutamic acid,SMP0000116
DB00143,Glutathione,SMP0000116
DB00580,Valdecoxib,SMP0000116
DB00917,Dinoprostone,SMP0000116
DB01373,Calcium,SMP0000116
DB01378,Magnesium cation,SMP0000116
DB01593,Zinc,SMP0000116
DB02056,Prostaglandin D2,SMP0000116
DB02577,Mesoheme,SMP0000116
DB03866,Prostaglandin G2,SMP0000116
DB04557,Arachidonic Acid,SMP0000116
DB00142,Glutamic acid,SMP0000183
DB00143,Glutathione,SMP0000183
DB00145,Glycine,SMP0000183
DB00151,Cysteine,SMP0000183
DB00160,Alanine,SMP0000183
DB00171,ATP,SMP0000183
DB01593,Zinc,SMP0000183
DB03088,Pidolic acid,SMP0000183
DB03147,Flavin adenine dinucleotide,SMP0000183
DB03408,gamma-Glutamylcysteine,SMP0000183
DB04701,S-METHYL-GLUTATHIONE,SMP0000183
DB00142,Glutamic acid,SMP0000500
DB00143,Glutathione,SMP0000500
DB00145,Glycine,SMP0000500
DB00151,Cysteine,SMP0000500
DB00160,Alanine,SMP0000500
DB00171,ATP,SMP0000500
DB01593,Zinc,SMP0000500
DB03088,Pidolic acid,SMP0000500
DB03147,Flavin adenine dinucleotide,SMP0000500
DB03408,gamma-Glutamylcysteine,SMP0000500
DB04701,S-METHYL-GLUTATHIONE,SMP0000500
DB00142,Glutamic acid,SMP0000692
DB00143,Glutathione,SMP0000692
DB00917,Dinoprostone,SMP0000692
DB01373,Calcium,SMP0000692
DB01378,Magnesium cation,SMP0000692
DB01435,Antipyrine,SMP0000692
DB01593,Zinc,SMP0000692
DB02056,Prostaglandin D2,SMP0000692
DB02577,Mesoheme,SMP0000692
DB03866,Prostaglandin G2,SMP0000692
DB04557,Arachidonic Acid,SMP0000692
DB00142,Glutamic acid,SMP0000697
DB00143,Glutathione,SMP0000697
DB00712,Flurbiprofen,SMP0000697
DB00917,Dinoprostone,SMP0000697
DB01373,Calcium,SMP0000697
DB01378,Magnesium cation,SMP0000697
DB01593,Zinc,SMP0000697
DB02056,Prostaglandin D2,SMP0000697
DB02577,Mesoheme,SMP0000697
DB03866,Prostaglandin G2,SMP0000697
DB04557,Arachidonic Acid,SMP0000697
DB00142,Glutamic acid,SMP0000702
DB00143,Glutathione,SMP0000702
DB00917,Dinoprostone,SMP0000702
DB01373,Calcium,SMP0000702
DB01378,Magnesium cation,SMP0000702
DB01593,Zinc,SMP0000702
DB02056,Prostaglandin D2,SMP0000702
DB02577,Mesoheme,SMP0000702
DB03866,Prostaglandin G2,SMP0000702
DB04557,Arachidonic Acid,SMP0000702
DB06802,Nepafenac,SMP0000702
DB00142,Glutamic acid,SMP0000015
DB00143,Glutathione,SMP0000015
DB00145,Glycine,SMP0000015
DB00151,Cysteine,SMP0000015
DB00160,Alanine,SMP0000015
DB00171,ATP,SMP0000015
DB01593,Zinc,SMP0000015
DB03088,Pidolic acid,SMP0000015
DB03147,Flavin adenine dinucleotide,SMP0000015
DB03408,gamma-Glutamylcysteine,SMP0000015
DB04701,S-METHYL-GLUTATHIONE,SMP0000015
DB00142,Glutamic acid,SMP0000075
DB00143,Glutathione,SMP0000075
DB00917,Dinoprostone,SMP0000075
DB01373,Calcium,SMP0000075
DB01378,Magnesium cation,SMP0000075
DB01593,Zinc,SMP0000075
DB02056,Prostaglandin D2,SMP0000075
DB02577,Mesoheme,SMP0000075
DB03866,Prostaglandin G2,SMP0000075
DB04557,Arachidonic Acid,SMP0000075
DB00142,Glutamic acid,SMP0000083
DB00143,Glutathione,SMP0000083
DB00917,Dinoprostone,SMP0000083
DB00945,Acetylsalicylic acid,SMP0000083
DB01373,Calcium,SMP0000083
DB01378,Magnesium cation,SMP0000083
DB01593,Zinc,SMP0000083
DB02056,Prostaglandin D2,SMP0000083
DB02577,Mesoheme,SMP0000083
DB03866,Prostaglandin G2,SMP0000083
DB04557,Arachidonic Acid,SMP0000083
DB00142,Glutamic acid,SMP0000098
DB00143,Glutathione,SMP0000098
DB00465,Ketorolac,SMP0000098
DB00917,Dinoprostone,SMP0000098
DB01373,Calcium,SMP0000098
DB01378,Magnesium cation,SMP0000098
DB01593,Zinc,SMP0000098
DB02056,Prostaglandin D2,SMP0000098
DB02577,Mesoheme,SMP0000098
DB03866,Prostaglandin G2,SMP0000098
DB04557,Arachidonic Acid,SMP0000098
DB00142,Glutamic acid,SMP0000102
DB00143,Glutathione,SMP0000102
DB00917,Dinoprostone,SMP0000102
DB00963,Bromfenac,SMP0000102
DB01373,Calcium,SMP0000102
DB01378,Magnesium cation,SMP0000102
DB01593,Zinc,SMP0000102
DB02056,Prostaglandin D2,SMP0000102
DB02577,Mesoheme,SMP0000102
DB03866,Prostaglandin G2,SMP0000102
DB04557,Arachidonic Acid,SMP0000102
DB00142,Glutamic acid,SMP0000106
DB00143,Glutathione,SMP0000106
DB00814,Meloxicam,SMP0000106
DB00917,Dinoprostone,SMP0000106
DB01373,Calcium,SMP0000106
DB01378,Magnesium cation,SMP0000106
DB01593,Zinc,SMP0000106
DB02056,Prostaglandin D2,SMP0000106
DB02577,Mesoheme,SMP0000106
DB03866,Prostaglandin G2,SMP0000106
DB04557,Arachidonic Acid,SMP0000106
DB00142,Glutamic acid,SMP0000109
DB00143,Glutathione,SMP0000109
DB00784,Mefenamic acid,SMP0000109
DB00917,Dinoprostone,SMP0000109
DB01373,Calcium,SMP0000109
DB01378,Magnesium cation,SMP0000109
DB01593,Zinc,SMP0000109
DB02056,Prostaglandin D2,SMP0000109
DB02577,Mesoheme,SMP0000109
DB03866,Prostaglandin G2,SMP0000109
DB04557,Arachidonic Acid,SMP0000109
DB00142,Glutamic acid,SMP0000113
DB00143,Glutathione,SMP0000113
DB00917,Dinoprostone,SMP0000113
DB00991,Oxaprozin,SMP0000113
DB01373,Calcium,SMP0000113
DB01378,Magnesium cation,SMP0000113
DB01593,Zinc,SMP0000113
DB02056,Prostaglandin D2,SMP0000113
DB02577,Mesoheme,SMP0000113
DB03866,Prostaglandin G2,SMP0000113
DB04557,Arachidonic Acid,SMP0000113
DB00142,Glutamic acid,SMP0000120
DB00143,Glutathione,SMP0000120
DB00788,Naproxen,SMP0000120
DB00917,Dinoprostone,SMP0000120
DB01373,Calcium,SMP0000120
DB01378,Magnesium cation,SMP0000120
DB01593,Zinc,SMP0000120
DB02056,Prostaglandin D2,SMP0000120
DB02577,Mesoheme,SMP0000120
DB03866,Prostaglandin G2,SMP0000120
DB04557,Arachidonic Acid,SMP0000120
DB00142,Glutamic acid,SMP0000143
DB00143,Glutathione,SMP0000143
DB00145,Glycine,SMP0000143
DB00151,Cysteine,SMP0000143
DB00160,Alanine,SMP0000143
DB00171,ATP,SMP0000143
DB01593,Zinc,SMP0000143
DB03088,Pidolic acid,SMP0000143
DB03147,Flavin adenine dinucleotide,SMP0000143
DB03408,gamma-Glutamylcysteine,SMP0000143
DB04701,S-METHYL-GLUTATHIONE,SMP0000143
DB00142,Glutamic acid,SMP0000337
DB00143,Glutathione,SMP0000337
DB00145,Glycine,SMP0000337
DB00151,Cysteine,SMP0000337
DB00160,Alanine,SMP0000337
DB00171,ATP,SMP0000337
DB01593,Zinc,SMP0000337
DB03088,Pidolic acid,SMP0000337
DB03147,Flavin adenine dinucleotide,SMP0000337
DB03408,gamma-Glutamylcysteine,SMP0000337
DB04701,S-METHYL-GLUTATHIONE,SMP0000337
DB00143,Glutathione,SMP0000447
DB00157,NADH,SMP0000447
DB00531,Cyclophosphamide,SMP0000447
DB02577,Mesoheme,SMP0000447
DB02579,Acrylic Acid,SMP0000447
DB00143,Glutathione,SMP0000604
DB00157,NADH,SMP0000604
DB00531,Cyclophosphamide,SMP0000604
DB02577,Mesoheme,SMP0000604
DB02579,Acrylic Acid,SMP0000604
DB00143,Glutathione,SMP0000640
DB00157,NADH,SMP0000640
DB00171,ATP,SMP0000640
DB00316,Acetaminophen,SMP0000640
DB02577,Mesoheme,SMP0000640
DB03435,Uridine-5'-Diphosphate,SMP0000640
DB00118,Ademetionine,SMP0014304
DB00122,Choline,SMP0014304
DB00144,Phosphatidyl serine,SMP0014304
DB00171,ATP,SMP0014304
DB02431,Cytidine-5'-Triphosphate,SMP0014304
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",SMP0014304
DB03994,Ethanolamine,SMP0014304
DB04160,Pyrophosphoric acid,SMP0014304
DB00118,Ademetionine,SMP0014306
DB00122,Choline,SMP0014306
DB00144,Phosphatidyl serine,SMP0014306
DB00171,ATP,SMP0014306
DB02431,Cytidine-5'-Triphosphate,SMP0014306
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",SMP0014306
DB03994,Ethanolamine,SMP0014306
DB04160,Pyrophosphoric acid,SMP0014306
DB00118,Ademetionine,SMP0014310
DB00122,Choline,SMP0014310
DB00144,Phosphatidyl serine,SMP0014310
DB00171,ATP,SMP0014310
DB02431,Cytidine-5'-Triphosphate,SMP0014310
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",SMP0014310
DB03994,Ethanolamine,SMP0014310
DB04160,Pyrophosphoric acid,SMP0014310
DB00145,Glycine,SMP0000314
DB00157,NADH,SMP0000314
DB00171,ATP,SMP0000314
DB01592,Iron,SMP0000314
DB01956,Taurine,SMP0000314
DB02577,Mesoheme,SMP0000314
DB02659,Cholic Acid,SMP0000314
DB03147,Flavin adenine dinucleotide,SMP0000314
DB03796,Palmitic Acid,SMP0000314
DB04160,Pyrophosphoric acid,SMP0000314
DB04348,Taurocholic acid,SMP0000314
DB04540,Cholesterol,SMP0000314
DB06777,Chenodeoxycholic acid,SMP0000314
DB08833,Taurochenodeoxycholic acid,SMP0000314
DB00142,Glutamic acid,SMP0000501
DB00143,Glutathione,SMP0000501
DB00145,Glycine,SMP0000501
DB00151,Cysteine,SMP0000501
DB00160,Alanine,SMP0000501
DB00171,ATP,SMP0000501
DB01593,Zinc,SMP0000501
DB03088,Pidolic acid,SMP0000501
DB03147,Flavin adenine dinucleotide,SMP0000501
DB03408,gamma-Glutamylcysteine,SMP0000501
DB04701,S-METHYL-GLUTATHIONE,SMP0000501
DB00145,Glycine,SMP0000720
DB00157,NADH,SMP0000720
DB00171,ATP,SMP0000720
DB01592,Iron,SMP0000720
DB01956,Taurine,SMP0000720
DB02577,Mesoheme,SMP0000720
DB02659,Cholic Acid,SMP0000720
DB03147,Flavin adenine dinucleotide,SMP0000720
DB03796,Palmitic Acid,SMP0000720
DB04160,Pyrophosphoric acid,SMP0000720
DB04348,Taurocholic acid,SMP0000720
DB04540,Cholesterol,SMP0000720
DB06777,Chenodeoxycholic acid,SMP0000720
DB08833,Taurochenodeoxycholic acid,SMP0000720
DB00145,Glycine,SMP0000035
DB00157,NADH,SMP0000035
DB00171,ATP,SMP0000035
DB01592,Iron,SMP0000035
DB01956,Taurine,SMP0000035
DB02577,Mesoheme,SMP0000035
DB02659,Cholic Acid,SMP0000035
DB03147,Flavin adenine dinucleotide,SMP0000035
DB03796,Palmitic Acid,SMP0000035
DB04160,Pyrophosphoric acid,SMP0000035
DB04348,Taurocholic acid,SMP0000035
DB04540,Cholesterol,SMP0000035
DB06777,Chenodeoxycholic acid,SMP0000035
DB08833,Taurochenodeoxycholic acid,SMP0000035
DB00114,Pyridoxal phosphate,SMP0000524
DB00121,Biotin,SMP0000524
DB00139,Succinic acid,SMP0000524
DB00142,Glutamic acid,SMP0000524
DB00147,Pyridoxal,SMP0000524
DB00149,Leucine,SMP0000524
DB00157,NADH,SMP0000524
DB00161,Valine,SMP0000524
DB00167,Isoleucine,SMP0000524
DB00171,ATP,SMP0000524
DB01762,Acetoacetic Acid,SMP0000524
DB03147,Flavin adenine dinucleotide,SMP0000524
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000524
DB04074,alpha-Ketoisovalerate,SMP0000524
DB04183,Methylmalonic Acid,SMP0000524
DB00114,Pyridoxal phosphate,SMP0000017
DB00147,Pyridoxal,SMP0000017
DB00165,Pyridoxine,SMP0000017
DB01378,Magnesium cation,SMP0000017
DB01593,Zinc,SMP0000017
DB02142,Pyridoxamine-5'-Phosphate,SMP0000017
DB02209,Pyridoxine phosphate,SMP0000017
DB03147,Flavin adenine dinucleotide,SMP0000017
DB03247,Flavin mononucleotide,SMP0000017
DB00114,Pyridoxal phosphate,SMP0000503
DB00147,Pyridoxal,SMP0000503
DB00165,Pyridoxine,SMP0000503
DB01378,Magnesium cation,SMP0000503
DB01593,Zinc,SMP0000503
DB02142,Pyridoxamine-5'-Phosphate,SMP0000503
DB02209,Pyridoxine phosphate,SMP0000503
DB03147,Flavin adenine dinucleotide,SMP0000503
DB03247,Flavin mononucleotide,SMP0000503
DB00114,Pyridoxal phosphate,SMP0000521
DB00121,Biotin,SMP0000521
DB00139,Succinic acid,SMP0000521
DB00142,Glutamic acid,SMP0000521
DB00147,Pyridoxal,SMP0000521
DB00149,Leucine,SMP0000521
DB00157,NADH,SMP0000521
DB00161,Valine,SMP0000521
DB00167,Isoleucine,SMP0000521
DB00171,ATP,SMP0000521
DB01762,Acetoacetic Acid,SMP0000521
DB03147,Flavin adenine dinucleotide,SMP0000521
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000521
DB04074,alpha-Ketoisovalerate,SMP0000521
DB04183,Methylmalonic Acid,SMP0000521
DB00114,Pyridoxal phosphate,SMP0000522
DB00121,Biotin,SMP0000522
DB00139,Succinic acid,SMP0000522
DB00142,Glutamic acid,SMP0000522
DB00147,Pyridoxal,SMP0000522
DB00149,Leucine,SMP0000522
DB00157,NADH,SMP0000522
DB00161,Valine,SMP0000522
DB00167,Isoleucine,SMP0000522
DB00171,ATP,SMP0000522
DB01762,Acetoacetic Acid,SMP0000522
DB03147,Flavin adenine dinucleotide,SMP0000522
DB03229,2-Oxo-4-Methylpentanoic Acid,SMP0000522
DB04074,alpha-Ketoisovalerate,SMP0000522
DB04183,Methylmalonic Acid,SMP0000522
DB00114,Pyridoxal phosphate,SMP0000063
DB00118,Ademetionine,SMP0000063
DB00142,Glutamic acid,SMP0000063
DB00150,Tryptophan,SMP0000063
DB00157,NADH,SMP0000063
DB00160,Alanine,SMP0000063
DB00171,ATP,SMP0000063
DB00360,Sapropterin,SMP0000063
DB01065,Melatonin,SMP0000063
DB01592,Iron,SMP0000063
DB01796,Quinolinic Acid,SMP0000063
DB01942,Formic acid,SMP0000063
DB02070,L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid,SMP0000063
DB02577,Mesoheme,SMP0000063
DB02959,Oxitriptan,SMP0000063
DB03147,Flavin adenine dinucleotide,SMP0000063
DB03644,3-hydroxyanthranilic acid,SMP0000063
DB04160,Pyrophosphoric acid,SMP0000063
DB04275,N-acetylserotonin,SMP0000063
DB07950,Indoleacetic acid,SMP0000063
DB08653,2-(1H-INDOL-3-YL)ETHANAMINE,SMP0000063
DB00151,Cysteine,SMP0000080
DB01324,Polythiazide,SMP0000080
DB01345,Potassium cation,SMP0000080
DB03904,Urea,SMP0000080
DB00151,Cysteine,SMP0000088
DB00887,Bumetanide,SMP0000088
DB01345,Potassium cation,SMP0000088
DB03904,Urea,SMP0000088
DB00151,Cysteine,SMP0000091
DB01325,Quinethazone,SMP0000091
DB01345,Potassium cation,SMP0000091
DB03904,Urea,SMP0000091
DB00151,Cysteine,SMP0000110
DB00808,Indapamide,SMP0000110
DB01345,Potassium cation,SMP0000110
DB03904,Urea,SMP0000110
DB00151,Cysteine,SMP0000121
DB01021,Trichlormethiazide,SMP0000121
DB01345,Potassium cation,SMP0000121
DB03904,Urea,SMP0000121
DB00151,Cysteine,SMP0000134
DB00421,Spironolactone,SMP0000134
DB01345,Potassium cation,SMP0000134
DB03904,Urea,SMP0000134
DB00151,Cysteine,SMP0000135
DB00700,Eplerenone,SMP0000135
DB01345,Potassium cation,SMP0000135
DB03904,Urea,SMP0000135
DB00131,Adenosine phosphate,SMP0000027
DB00151,Cysteine,SMP0000027
DB00171,ATP,SMP0000027
DB00847,Cysteamine,SMP0000027
DB01373,Calcium,SMP0000027
DB01783,Pantothenic acid,SMP0000027
DB02431,Cytidine-5'-Triphosphate,SMP0000027
DB03247,Flavin mononucleotide,SMP0000027
DB04160,Pyrophosphoric acid,SMP0000027
DB00151,Cysteine,SMP0000078
DB00880,Chlorothiazide,SMP0000078
DB01345,Potassium cation,SMP0000078
DB03904,Urea,SMP0000078
DB00151,Cysteine,SMP0000090
DB00436,Bendroflumethiazide,SMP0000090
DB01345,Potassium cation,SMP0000090
DB03904,Urea,SMP0000090
DB00151,Cysteine,SMP0000097
DB00903,Etacrynic acid,SMP0000097
DB01345,Potassium cation,SMP0000097
DB03904,Urea,SMP0000097
DB00151,Cysteine,SMP0000103
DB00606,Cyclothiazide,SMP0000103
DB01345,Potassium cation,SMP0000103
DB03904,Urea,SMP0000103
DB00151,Cysteine,SMP0000108
DB00774,Hydroflumethiazide,SMP0000108
DB01345,Potassium cation,SMP0000108
DB03904,Urea,SMP0000108
DB00151,Cysteine,SMP0000122
DB00310,Chlorthalidone,SMP0000122
DB01345,Potassium cation,SMP0000122
DB03904,Urea,SMP0000122
DB00151,Cysteine,SMP0000133
DB00594,Amiloride,SMP0000133
DB01345,Potassium cation,SMP0000133
DB03904,Urea,SMP0000133
DB00151,Cysteine,SMP0000184
DB01345,Potassium cation,SMP0000184
DB03904,Urea,SMP0000184
DB00151,Cysteine,SMP0000193
DB01345,Potassium cation,SMP0000193
DB03904,Urea,SMP0000193
DB00114,Pyridoxal phosphate,SMP0000452
DB00121,Biotin,SMP0000452
DB00156,Threonine,SMP0000452
DB00157,NADH,SMP0000452
DB00171,ATP,SMP0000452
DB03147,Flavin adenine dinucleotide,SMP0000452
DB04553,2-Oxobutanoic Acid,SMP0000452
DB00157,NADH,SMP0000010
DB00171,ATP,SMP0000010
DB01378,Magnesium cation,SMP0000010
DB01592,Iron,SMP0000010
DB01593,Zinc,SMP0000010
DB01861,Uridine diphosphate glucose,SMP0000010
DB02317,Alpha-D-Galactose-1-Phosphate,SMP0000010
DB04160,Pyrophosphoric acid,SMP0000010
DB00157,NADH,SMP0000028
DB00201,Caffeine,SMP0000028
DB00277,Theophylline,SMP0000028
DB01412,Theobromine,SMP0000028
DB02577,Mesoheme,SMP0000028
DB03147,Flavin adenine dinucleotide,SMP0000028
DB03843,Formaldehyde,SMP0000028
DB00157,NADH,SMP0000064
DB00171,ATP,SMP0000064
DB01378,Magnesium cation,SMP0000064
DB01593,Zinc,SMP0000064
DB01638,Sorbitol,SMP0000064
DB02263,Glyceraldehyde-3-Phosphate,SMP0000064
DB02867,D-Mannose 1-Phosphate,SMP0000064
DB03283,beta-L-fucose,SMP0000064
DB04160,Pyrophosphoric acid,SMP0000064
DB04326,Dihydroxyacetone phosphate,SMP0000064
DB00157,NADH,SMP0000068
DB00624,Testosterone,SMP0000068
DB00655,Estrone,SMP0000068
DB00783,Estradiol,SMP0000068
DB01373,Calcium,SMP0000068
DB01536,Androstenedione,SMP0000068
DB01942,Formic acid,SMP0000068
DB02577,Mesoheme,SMP0000068
DB03435,Uridine-5'-Diphosphate,SMP0000068
DB04574,Estrone sulfate,SMP0000068
DB05804,Prasterone sulfate,SMP0000068
DB07447,5beta-dihydrotestosterone,SMP0000068
DB00157,NADH,SMP0000124
DB02263,Glyceraldehyde-3-Phosphate,SMP0000124
DB02515,3-Phosphoglycerol,SMP0000124
DB03147,Flavin adenine dinucleotide,SMP0000124
DB04326,Dihydroxyacetone phosphate,SMP0000124
DB00131,Adenosine phosphate,SMP0000181
DB00157,NADH,SMP0000181
DB00171,ATP,SMP0000181
DB00583,Levocarnitine,SMP0000181
DB01378,Magnesium cation,SMP0000181
DB03147,Flavin adenine dinucleotide,SMP0000181
DB03796,Palmitic Acid,SMP0000181
DB04160,Pyrophosphoric acid,SMP0000181
DB00131,Adenosine phosphate,SMP0000185
DB00157,NADH,SMP0000185
DB00171,ATP,SMP0000185
DB00583,Levocarnitine,SMP0000185
DB01378,Magnesium cation,SMP0000185
DB03147,Flavin adenine dinucleotide,SMP0000185
DB03796,Palmitic Acid,SMP0000185
DB04160,Pyrophosphoric acid,SMP0000185
DB00157,NADH,SMP0000187
DB00171,ATP,SMP0000187
DB02515,3-Phosphoglycerol,SMP0000187
DB03147,Flavin adenine dinucleotide,SMP0000187
DB03796,Palmitic Acid,SMP0000187
DB04326,Dihydroxyacetone phosphate,SMP0000187
DB00114,Pyridoxal phosphate,SMP0000222
DB00116,Tetrahydrofolic acid,SMP0000222
DB00118,Ademetionine,SMP0000222
DB00122,Choline,SMP0000222
DB00131,Adenosine phosphate,SMP0000222
DB00133,Serine,SMP0000222
DB00134,Methionine,SMP0000222
DB00145,Glycine,SMP0000222
DB00151,Cysteine,SMP0000222
DB00157,NADH,SMP0000222
DB00171,ATP,SMP0000222
DB00640,Adenosine,SMP0000222
DB01345,Potassium cation,SMP0000222
DB01378,Magnesium cation,SMP0000222
DB01593,Zinc,SMP0000222
DB01917,Putrescine,SMP0000222
DB02083,"N,N-dimethylglycine",SMP0000222
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,SMP0000222
DB03147,Flavin adenine dinucleotide,SMP0000222
DB03566,Spermidine,SMP0000222
DB04160,Pyrophosphoric acid,SMP0000222
DB04193,L-Homoserine,SMP0000222
DB04553,2-Oxobutanoic Acid,SMP0000222
DB00131,Adenosine phosphate,SMP0000235
DB00157,NADH,SMP0000235
DB00171,ATP,SMP0000235
DB00583,Levocarnitine,SMP0000235
DB01378,Magnesium cation,SMP0000235
DB03147,Flavin adenine dinucleotide,SMP0000235
DB03796,Palmitic Acid,SMP0000235
DB04160,Pyrophosphoric acid,SMP0000235
DB00145,Glycine,SMP0000316
DB00157,NADH,SMP0000316
DB00171,ATP,SMP0000316
DB01592,Iron,SMP0000316
DB01956,Taurine,SMP0000316
DB02577,Mesoheme,SMP0000316
DB02659,Cholic Acid,SMP0000316
DB03147,Flavin adenine dinucleotide,SMP0000316
DB03796,Palmitic Acid,SMP0000316
DB04160,Pyrophosphoric acid,SMP0000316
DB04348,Taurocholic acid,SMP0000316
DB04540,Cholesterol,SMP0000316
DB06777,Chenodeoxycholic acid,SMP0000316
DB08833,Taurochenodeoxycholic acid,SMP0000316
DB00157,NADH,SMP0000074
DB00162,Vitamin A,SMP0000074
DB00523,Alitretinoin,SMP0000074
DB00755,Tretinoin,SMP0000074
DB01592,Iron,SMP0000074
DB01593,Zinc,SMP0000074
DB02577,Mesoheme,SMP0000074
DB02699,4-Oxoretinol,SMP0000074
DB00157,NADH,SMP0000336
DB00162,Vitamin A,SMP0000336
DB00523,Alitretinoin,SMP0000336
DB00755,Tretinoin,SMP0000336
DB01592,Iron,SMP0000336
DB01593,Zinc,SMP0000336
DB02577,Mesoheme,SMP0000336
DB02699,4-Oxoretinol,SMP0000336
DB00169,Cholecalciferol,SMP0000099
DB00171,ATP,SMP0000099
DB00227,Lovastatin,SMP0000099
DB01378,Magnesium cation,SMP0000099
DB01592,Iron,SMP0000099
DB01785,Dimethylallyl Diphosphate,SMP0000099
DB01942,Formic acid,SMP0000099
DB02552,Geranyl Diphosphate,SMP0000099
DB02577,Mesoheme,SMP0000099
DB03147,Flavin adenine dinucleotide,SMP0000099
DB03796,Palmitic Acid,SMP0000099
DB04160,Pyrophosphoric acid,SMP0000099
DB04540,Cholesterol,SMP0000099
DB04714,ISOPENTENYL PYROPHOSPHATE,SMP0000099
DB07780,Farnesyl diphosphate,SMP0000099
DB00169,Cholecalciferol,SMP0000111
DB00171,ATP,SMP0000111
DB00439,Cerivastatin,SMP0000111
DB01378,Magnesium cation,SMP0000111
DB01592,Iron,SMP0000111
