category,mesh-id,parent_key
Piperidines,D010880,DB05137
Respiratory System Agents,D019141,DB05137
"Amino Acids, Peptides, and Proteins",D000602,DB05139
Antibodies,D000906,DB05139
Blood Proteins,D001798,DB05139
Globulins,D005916,DB05139
Immunoglobulins,D007136,DB05139
Immunoproteins,D007162,DB05139
Proteins,D011506,DB05139
Serum Globulins,D012712,DB05139
Carbohydrates,D002241,DB05141
Glycosides,D006027,DB05141
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB05141
Nucleotides,D009711,DB05141
Polynucleotides,D011119,DB05141
Acids,D000143,DB05143
"Acids, Noncarboxylic",D000148,DB05143
Anions,D000838,DB05143
Benzene Derivatives,D001555,DB05143
Benzylidene Compounds,D001597,DB05143
Electrolytes,D004573,DB05143
Ions,D007477,DB05143
Phosphate salts,D010710,DB05143
Phosphoric Acids,D010756,DB05143
Phosphorus Acids,D017976,DB05143
Phosphorus Compounds,D017553,DB05143
Polyphosphates,D011122,DB05143
Vaccines,D014612,DB05144
Cholinergic Agents,D018678,DB05152
Cholinergic Agonists,D018679,DB05152
Muscarinic Agonists,D018721,DB05152
Neurotransmitter Agents,D018377,DB05152
Sulfur Compounds,D013457,DB05152
Antituberculosis Agents,D000995,DB05154
Cytochrome P-450 CYP3A Substrates,,DB05154
Cytochrome P-450 CYP3A4 Substrates,,DB05154
Cytochrome P-450 CYP3A4 Substrates (strength unknown),,DB05154
Cytochrome P-450 Substrates,,DB05154
Imidazoles,D007093,DB05154
Nitro Compounds,D009574,DB05154
OAT3/SLC22A8 Inhibitors,,DB05154
"Amino Acids, Peptides, and Proteins",D000602,DB05155
Nerve Tissue Proteins,D009419,DB05155
Neuropeptides,D009479,DB05155
Peptides,D010455,DB05155
Proteins,D011506,DB05155
"Amino Acids, Peptides, and Proteins",D000602,DB05158
Peptides,D010455,DB05158
"Peptides, Cyclic",D010456,DB05158
"Amino Acids, Peptides, and Proteins",D000602,DB05160
Biological Factors,D001685,DB05160
Membrane Proteins,D008565,DB05160
Proteins,D011506,DB05160
"Toxins, Biological",D014118,DB05160
"Amino Acids, Peptides, and Proteins",D000602,DB05161
Enzyme Inhibitors,D004791,DB05161
Peptides,D010455,DB05161
Protease Inhibitors,D011480,DB05161
"Proteinase Inhibitory Proteins, Secretory",D053491,DB05161
Proteins,D011506,DB05161
Carbohydrates,D002241,DB05165
Glycosides,D006027,DB05165
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB05165
Nucleotides,D009711,DB05165
Polynucleotides,D011119,DB05165
Alkaloids,D000470,DB05168
Antineoplastic Agents,D000970,DB05168
Antineoplastic and Immunomodulating Agents,,DB05168
Biological Factors,D001685,DB05168
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05168
Indole Alkaloids,D026121,DB05168
Indoles,D007211,DB05168
"Pigments, Biological",D010860,DB05168
Pteridines,D011621,DB05168
Pterins,D011622,DB05168
Secologanin Tryptamine Alkaloids,D046948,DB05168
Vinca Alkaloids,D014748,DB05168
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05169
Protein Kinase Inhibitors,D047428,DB05169
Amyloid Precursor Protein Secretases,D053829,DB05171
Analgesics,D000700,DB05173
"Analgesics, Non-Narcotic",D018712,DB05173
Anti-Inflammatory Agents,D000893,DB05173
Antirheumatic Agents,D018501,DB05173
Central Nervous System Agents,D002491,DB05173
Enzyme Inhibitors,D004791,DB05173
Peripheral Nervous System Agents,D018373,DB05173
Sensory System Agents,D018689,DB05173
Sulfur Compounds,D013457,DB05173
Cholestanes,D002776,DB05185
Cholestenes,D002782,DB05185
Fused-Ring Compounds,D000072473,DB05185
Steroids,D013256,DB05185
Amines,D000588,DB05186
Cycloparaffins,D003516,DB05186
Diamines,D003959,DB05186
Polyamines,D011073,DB05186
"Acids, Acyclic",D000144,DB05187
Benzopyrans,D001578,DB05187
Chromones,D002867,DB05187
Fatty Acids,D005227,DB05187
"Fatty Acids, Volatile",D005232,DB05187
Flavonoids,D005419,DB05187
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05187
Ketones,D007659,DB05187
Lipids,D008055,DB05187
"PPAR alpha, agonists",,DB05187
"PPAR delta, agonists",,DB05187
Propiophenones,D011427,DB05187
Pyrans,D011714,DB05187
Amides,D000577,DB05188
"PPAR delta, antagonists & inhibitors",,DB05188
Sulfones,D013450,DB05188
Sulfur Compounds,D013457,DB05188
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05189
Pyrans,D011714,DB05189
"Acids, Carbocyclic",D000146,DB05191
Adenosine A2 Receptor Agonists,D058908,DB05191
Cyclohexanes,D003510,DB05191
Cycloparaffins,D003516,DB05191
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05191
Organophosphorus Compounds,D009943,DB05192
Anti-Ulcer Agents,D000897,DB05197
Benzopyrans,D001578,DB05197
Chromones,D002867,DB05197
Flavonoids,D005419,DB05197
Gastrointestinal Agents,D005765,DB05197
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05197
Ketones,D007659,DB05197
Propiophenones,D011427,DB05197
Pyrans,D011714,DB05197
Protein Kinase Inhibitors,D047428,DB05198
Sulfur Compounds,D013457,DB05198
Amino Acids,D000596,DB05199
"Amino Acids, Aromatic",D024322,DB05199
"Amino Acids, Cyclic",D000598,DB05199
"Amino Acids, Essential",D000601,DB05199
"Amino Acids, Peptides, and Proteins",D000602,DB05199
Benzene Derivatives,D001555,DB05199
"Tryptophan Hydroxylase, antagonists & inhibitors",,DB05199
Carbohydrates,D002241,DB05202
Glycosides,D006027,DB05202
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB05202
Nucleotides,D009711,DB05202
Oligonucleotides,D009841,DB05202
Pegylated agents,,DB05202
Polynucleotides,D011119,DB05202
"Amino Acids, Peptides, and Proteins",D000602,DB05209
Antibodies,D000906,DB05209
Blood Proteins,D001798,DB05209
Globulins,D005916,DB05209
Immunoglobulin Isotypes,D007132,DB05209
Immunoglobulins,D007136,DB05209
Immunoproteins,D007162,DB05209
Proteins,D011506,DB05209
Serum Globulins,D012712,DB05209
"Amino Acids, Peptides, and Proteins",D000602,DB05210
Benzopyrans,D001578,DB05210
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05210
Peptides,D010455,DB05210
Pyrans,D011714,DB05210
17-Ketosteroids,D015068,DB05212
Adrenal Cortex Hormones,D000305,DB05212
Androstanes,D000731,DB05212
Androstenes,D000736,DB05212
Androstenols,D000737,DB05212
Cytochrome P-450 CYP3A Substrates,,DB05212
Cytochrome P-450 CYP3A4 Substrates,,DB05212
Cytochrome P-450 Substrates,,DB05212
Fused-Ring Compounds,D000072473,DB05212
Gonadal Hormones,D042341,DB05212
Gonadal Steroid Hormones,D012739,DB05212
Hormones,D006728,DB05212
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB05212
Ketosteroids,D007664,DB05212
Steroids,D013256,DB05212
Amidines,D000578,DB05217
"Agents for Dermatitis, Excluding Corticosteroids",,DB05219
Anti-Inflammatory Agents,D000893,DB05219
Cytochrome P-450 CYP2B6 Inhibitors,D065686,DB05219
Cytochrome P-450 CYP2B6 Inhibitors (weak),,DB05219
Cytochrome P-450 CYP2C8 Inhibitors,D065687,DB05219
Cytochrome P-450 CYP2C8 Inhibitors (moderate),,DB05219
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB05219
Cytochrome P-450 CYP2C9 Inhibitors (moderate),,DB05219
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05219
Dermatologicals,D003879,DB05219
Phosphodiesterase 4 Inhibitors,D058988,DB05219
Phosphodiesterase Inhibitors,D010726,DB05219
Protein Kinase Inhibitors,D047428,DB05220
Antineoplastic Agents,D000970,DB05223
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05223
Histone Deacetylase Inhibitors,D056572,DB05223
Moderate Risk QTc-Prolonging Agents,,DB05223
QTc Prolonging Agents,,DB05223
Amines,D000588,DB05224
Polyamines,D011073,DB05224
Sulfur Compounds,D013457,DB05224
"Acids, Acyclic",D000144,DB05225
Fatty Acids,D005227,DB05225
"Fatty Acids, Volatile",D005232,DB05225
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05225
Lipids,D008055,DB05225
"Acids, Carbocyclic",D000146,DB05227
Amides,D000577,DB05227
Antidepressive Agents,D000928,DB05227
Benzene Derivatives,D001555,DB05227
Benzoates,D001565,DB05227
Central Nervous System Depressants,D002492,DB05227
Neurotransmitter Agents,D018377,DB05227
Oxazines,D010078,DB05227
Serotonin 5-HT2 Receptor Antagonists,D058830,DB05227
Serotonin Agents,D018490,DB05227
Serotonin Receptor Antagonists,D012702,DB05227
Anticoagulants,D000925,DB05229
Antiplatelet agents,D010975,DB05229
Autacoids,D012898,DB05229
Biological Factors,D001685,DB05229
Blood and Blood Forming Organs,,DB05229
Cardiovascular Agents,D002317,DB05229
Cryoprotective Agents,D003451,DB05229
Cytochrome P-450 CYP2C8 Substrates,,DB05229
Cytochrome P-450 Substrates,,DB05229
Eicosanoids,D015777,DB05229
Fatty Acids,D005227,DB05229
"Fatty Acids, Unsaturated",D005231,DB05229
Hematologic Agents,D006401,DB05229
Inflammation Mediators,D018836,DB05229
Lipids,D008055,DB05229
Platelet Aggregation Inhibitors Excl. Heparin,,DB05229
Prostaglandins,D011453,DB05229
Prostaglandins I,D044062,DB05229
Vasodilating Agents,D014665,DB05229
Anesthetics,D000777,DB05232
"Anesthetics, Local",D000779,DB05232
Biological Factors,D001685,DB05232
Cardiovascular Agents,D002317,DB05232
Central Nervous System Agents,D002491,DB05232
Central Nervous System Depressants,D002492,DB05232
"Compounds used in a research, industrial, or household setting",D020313,DB05232
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05232
Marine Toxins,D008387,DB05232
Membrane Transport Modulators,D049990,DB05232
Noxae,D009676,DB05232
Peripheral Nervous System Agents,D018373,DB05232
Poisons,D011042,DB05232
Quinazolines,D011799,DB05232
Sensory System Agents,D018689,DB05232
Sodium Channel Blockers,D026941,DB05232
Toxic Actions,D004786,DB05232
"Toxins, Biological",D014118,DB05232
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05234
Quinolines,D011804,DB05234
Antineoplastic Agents,D000970,DB05239
Antineoplastic and Immunomodulating Agents,,DB05239
Azetines,D001385,DB05239
Cytochrome P-450 CYP3A Substrates,,DB05239
Cytochrome P-450 CYP3A4 Substrates,,DB05239
Cytochrome P-450 CYP3A4 Substrates (strength unknown),,DB05239
Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index,,DB05239
Cytochrome P-450 Substrates,,DB05239
Drugs causing inadvertant photosensitivity,,DB05239
Kinase Inhibitor,,DB05239
"MAP Kinase Kinase 1, antagonists & inhibitors",,DB05239
OATP1B1/SLCO1B1 Substrates,,DB05239
OATP1B3 inhibitors,,DB05239
OATP1B3 substrates,,DB05239
P-glycoprotein substrates,,DB05239
P-glycoprotein substrates with narrow therapeutic index,,DB05239
Photosensitizing Agents,D017319,DB05239
Protein Kinase Inhibitors,D047428,DB05239
Amides,D000577,DB05241
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05241
"Phosphatidylinositol 3-Kinase, antagonists & inhibitors",,DB05241
Sulfones,D013450,DB05241
Sulfur Compounds,D013457,DB05241
Amides,D000577,DB05245
Amines,D000588,DB05245
Aniline Compounds,D000814,DB05245
Anti-Bacterial Agents,D000900,DB05245
Anti-Infective Agents,D000890,DB05245
"Anti-Infective Agents, Local",D000891,DB05245
Dermatologicals,D003879,DB05245
Genito Urinary System and Sex Hormones,,DB05245
Gynecological Antiinfectives and Antiseptics,,DB05245
Miscellaneous Local Anti-infectives,,DB05245
Sulfanilamides,D013424,DB05245
Sulfonamide Antibacterial,,DB05245
Sulfonamides,D013449,DB05245
Sulfones,D013450,DB05245
Sulfur Compounds,D013457,DB05245
Agents causing hyperkalemia,,DB05246
Anti-epileptic Agent,,DB05246
Antiarrhythmic agents,D000889,DB05246
Anticonvulsants,D000927,DB05246
Bradycardia-Causing Agents,,DB05246
Calcium Channel Blockers,D002121,DB05246
Central Nervous System Agents,D002491,DB05246
Central Nervous System Depressants,D002492,DB05246
Cytochrome P-450 CYP2C19 Inhibitors,D065689,DB05246
Cytochrome P-450 CYP2C19 inhibitors (strength unknown),,DB05246
Cytochrome P-450 CYP2C19 Substrates,,DB05246
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05246
Cytochrome P-450 Substrates,,DB05246
Decreased Central Nervous System Disorganized Electrical Activity,,DB05246
Imides,D007094,DB05246
Nervous System,D009420,DB05246
Potential QTc-Prolonging Agents,,DB05246
Pyrrolidines,D011759,DB05246
Pyrrolidinones,D011760,DB05246
QTc Prolonging Agents,,DB05246
Succinimide Derivatives,,DB05246
"Acids, Acyclic",D000144,DB05252
Agrochemicals,D016573,DB05252
"Compounds used in a research, industrial, or household setting",D020313,DB05252
Fatty Acids,D005227,DB05252
"Fatty Acids, Volatile",D005232,DB05252
Herbicides,D006540,DB05252
Lipids,D008055,DB05252
Pesticides,D010575,DB05252
Toxic Actions,D004786,DB05252
Fused-Ring Compounds,D000072473,DB05253
Norpregnanes,D009650,DB05253
Norsteroids,D009654,DB05253
Steroids,D013256,DB05253
Anticoagulants,D000925,DB05254
Blood and Blood Forming Organs,,DB05254
Cardiovascular Agents,D002317,DB05254
Endopeptidases,D010450,DB05254
Enzymes,D004798,DB05254
Enzymes and Coenzymes,D045762,DB05254
Fibrin Modulating Agents,D050299,DB05254
"Fibrinolysin, antagonists & inhibitors",,DB05254
Fibrinolytic Agents,D005343,DB05254
Hematologic Agents,D006401,DB05254
Hydrolases,D006867,DB05254
Peptide Hydrolases,D010447,DB05254
Serine Endopeptidases,D012697,DB05254
Serine Proteases,D057057,DB05254
"Acids, Carbocyclic",D000146,DB05255
Indenes,D007192,DB05255
"Amino Acids, Peptides, and Proteins",D000602,DB05258
Anti-Infective Agents,D000890,DB05258
Antiviral Agents,D000998,DB05258
Biological Factors,D001685,DB05258
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB05258
Cytochrome P-450 CYP1A2 Inhibitors (strength unknown),,DB05258
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05258
Cytokines,D016207,DB05258
Immunologic Factors,D007155,DB05258
Immunosuppressive Agents,D007166,DB05258
Intercellular Signaling Peptides and Proteins,D036341,DB05258
Interferon Type I,D007370,DB05258
Interferon-alpha,D016898,DB05258
Interferons,D007372,DB05258
Myelosuppressive Agents,,DB05258
Peptides,D010455,DB05258
Proteins,D011506,DB05258
"Adjuvants, Immunologic",D000276,DB05259
"Amino Acids, Peptides, and Proteins",D000602,DB05259
Antineoplastic and Immunomodulating Agents,,DB05259
Antirheumatic Agents,D018501,DB05259
Immunologic Factors,D007155,DB05259
Immunomodulatory Agents,,DB05259
Immunosuppressive Agents,D007166,DB05259
Membrane Proteins,D008565,DB05259
Peptides,D010455,DB05259
Proteins,D011506,DB05259
"T-Lymphocytes, Helper-Inducer, immunology",,DB05259
Vesicular Transport Proteins,D033921,DB05259
Antineoplastic Agents,D000970,DB05260
Bone Resorption Inhibition,,DB05260
Calcium Resorption Inhibitor,,DB05260
Calcium-Regulating Hormones and Agents,D000077264,DB05260
Elements,D004602,DB05260
Immunosuppressive Agents,D007166,DB05260
Metals,D008670,DB05260
"Metals, Heavy",D019216,DB05260
Enzyme Inhibitors,D004791,DB05262
Pyrazoles,D011720,DB05262
Pyrimidines,D011743,DB05262
Xanthine Oxidase Inhibitors,,DB05262
"Acids, Acyclic",D000144,DB05263
Cholestanes,D002776,DB05263
Fatty Acids,D005227,DB05263
"Fatty Acids, Volatile",D005232,DB05263
Fused-Ring Compounds,D000072473,DB05263
Lipids,D008055,DB05263
Steroids,D013256,DB05263
Anti-Infective Agents,D000890,DB05265
Anti-Ulcer Agents,D000897,DB05265
Anticarcinogenic Agents,D016588,DB05265
Antineoplastic Agents,D000970,DB05265
"Compounds used in a research, industrial, or household setting",D020313,DB05265
Diterpenes,D004224,DB05265
Enzyme Inhibitors,D004791,DB05265
Gastrointestinal Agents,D005765,DB05265
"Pepsin A, antagonists & inhibitors",,DB05265
Phenanthrenes,D010616,DB05265
Protease Inhibitors,D011480,DB05265
Protective Agents,D020011,DB05265
Terpenes,D013729,DB05265
Anti-Asthmatic Agents,D018927,DB05266
Antiplatelet agents,D010975,DB05266
Autonomic Agents,D001337,DB05266
Bronchodilator Agents,D001993,DB05266
Cardiovascular Agents,D002317,DB05266
Drugs for Obstructive Airway Diseases,,DB05266
Enzyme Inhibitors,D004791,DB05266
Hematologic Agents,D006401,DB05266
Leukotriene Antagonists,D020024,DB05266
Peripheral Nervous System Agents,D018373,DB05266
Phosphodiesterase 5 Inhibitors,D058986,DB05266
Phosphodiesterase Inhibitors,D010726,DB05266
Respiratory System Agents,D019141,DB05266
Vasodilating Agents,D014665,DB05266
Agents that produce hypertension,,DB05271
Anti-Parkinson Agents (Dopamine Agonist),,DB05271
Anti-Parkinson Drugs,D000978,DB05271
Antidepressive Agents,D000928,DB05271
Central Nervous System Depressants,D002492,DB05271
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB05271
Cytochrome P-450 CYP2D6 Inhibitors (strength unknown),,DB05271
Cytochrome P-450 CYP2D6 Substrates,,DB05271
Cytochrome P-450 CYP3A Substrates,,DB05271
Cytochrome P-450 CYP3A4 Substrates,,DB05271
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05271
Cytochrome P-450 Substrates,,DB05271
Dopamine Agents,D015259,DB05271
Dopamine Agonists,D018491,DB05271
Hypotensive Agents,,DB05271
Naphthalenes,D009281,DB05271
Nervous System,D009420,DB05271
Neurotransmitter Agents,D018377,DB05271
Nonergot-derivative Dopamine Receptor Agonists,,DB05271
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,D020230,DB05271
Serotonin 5-HT1 Receptor Agonists,D058825,DB05271
Serotonin Agents,D018490,DB05271
Serotonin Receptor Agonists,D017366,DB05271
Sulfur Compounds,D013457,DB05271
Analgesics,D000700,DB05273
"Analgesics, Non-Narcotic",D018712,DB05273
Central Nervous System Agents,D002491,DB05273
Pain Palliation (Bone Seeking Agents),,DB05273
Peripheral Nervous System Agents,D018373,DB05273
Radioactive Therapeutic Agent,,DB05273
Radioisotopes,D011868,DB05273
Radiopharmaceutical Activity,,DB05273
Sensory System Agents,D018689,DB05273
Therapeutic Radiopharmaceuticals,,DB05273
Various Pain Palliation Radiopharmaceuticals,,DB05273
"Amino Acids, Peptides, and Proteins",D000602,DB05276
Blood Proteins,D001798,DB05276
Globulins,D005916,DB05276
Human Immunoglobulin,,DB05276
"Immunization, Passive",D007116,DB05276
Immunoproteins,D007162,DB05276
Passively Acquired Immunity,,DB05276
Proteins,D011506,DB05276
Serum,D044967,DB05276
Serum Globulins,D012712,DB05276
Virus Neutralization,,DB05276
11-Hydroxycorticosteroids,D015062,DB05288
17-Hydroxycorticosteroids,D015065,DB05288
Angiogenesis Inhibitors,D020533,DB05288
Fused-Ring Compounds,D000072473,DB05288
Hormones,D006728,DB05288
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB05288
Hydroxycorticosteroids,D006889,DB05288
Pregnadienes,D011245,DB05288
Pregnanes,D011278,DB05288
Pregnenediones,D011282,DB05288
Pregnenes,D011283,DB05288
Steroids,D013256,DB05288
"Acids, Acyclic",D000144,DB05289
Benzene Derivatives,D001555,DB05289
Biphenyl Compounds,D001713,DB05289
Fatty Acids,D005227,DB05289
"Fatty Acids, Volatile",D005232,DB05289
Lipids,D008055,DB05289
Propionates,D011422,DB05289
Antineoplastic Agents,D000970,DB05294
Antineoplastic and Immunomodulating Agents,,DB05294
BCRP/ABCG2 Inhibitors,,DB05294
Cytochrome P-450 CYP3A Substrates,,DB05294
Cytochrome P-450 CYP3A4 Substrates,,DB05294
Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index,,DB05294
Cytochrome P-450 Substrates,,DB05294
Drugs causing inadvertant photosensitivity,,DB05294
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05294
Highest Risk QTc-Prolonging Agents,,DB05294
Kinase Inhibitor,,DB05294
Narrow Therapeutic Index Drugs,,DB05294
OCT2 Inhibitors,,DB05294
P-glycoprotein inhibitors,,DB05294
Photosensitizing Agents,D017319,DB05294
Protein Kinase Inhibitors,D047428,DB05294
QTc Prolonging Agents,,DB05294
Tyrosine Kinase Inhibitors,,DB05294
Bone Density Conservation Agents,D050071,DB05295
Fused-Ring Compounds,D000072473,DB05295
Secosteroids,D012632,DB05295
Steroids,D013256,DB05295
Vitamin D and Analogues,D004100,DB05295
Vitamins,D014815,DB05295
Vitamins (Fat Soluble),,DB05295
Biological Factors,D001685,DB05296
Dermatologicals,D003879,DB05296
"Heterocyclic Compounds, Fused-Ring",D000072471,DB05296
Photosensitizing Agents,D017319,DB05296
"Pigments, Biological",D010860,DB05296
Porphyrins,D011166,DB05296
Radiation-Sensitizing Agents,D011838,DB05296
Cyclodecanes,D043822,DB05297
Cycloparaffins,D003516,DB05297
Diterpenes,D004224,DB05297
Taxoids,D043823,DB05297
Terpenes,D013729,DB05297
Sulfur Compounds,D013457,DB05298
"Adjuvants, Immunologic",D000276,DB05299
"Amino Acids, Peptides, and Proteins",D000602,DB05299
Antigens,D000941,DB05299
Arthropod Proteins,D060829,DB05299
Biological Factors,D001685,DB05299
Haptens,D006241,DB05299
Immunologic Factors,D007155,DB05299
Metalloproteins,D008667,DB05299
Mollusca,D008974,DB05299
"Pigments, Biological",D010860,DB05299
Proteins,D011506,DB05299
"Acids, Carbocyclic",D000146,DB05303
Benzocycloheptenes,D001567,DB05303
Dibenzocycloheptenes,D003986,DB05303
Imidazoles,D007093,DB05303
Pharmaceutical Preparations,D004364,DB05303
Phenylpropionates,D010666,DB05303
"Amino Acids, Peptides, and Proteins",D000602,DB05304
Antibodies,D000906,DB05304
Blood Proteins,D001798,DB05304
Globulins,D005916,DB05304
Immunoglobulins,D007136,DB05304
Immunoproteins,D007162,DB05304
Proteins,D011506,DB05304
Serum Globulins,D012712,DB05304
"Amino Acids, Peptides, and Proteins",D000602,DB05305
Biological Factors,D001685,DB05305
Cytokines,D016207,DB05305
Intercellular Signaling Peptides and Proteins,D036341,DB05305
Interleukins,D007378,DB05305
Peptides,D010455,DB05305
Proteins,D011506,DB05305
Recombinant Proteins,D011994,DB05305
"Toxins, Biological",D014118,DB05305
Antianginal Agents,,DB05306
Vasodilating Agents,D014665,DB05306
"Amino Acids, Peptides, and Proteins",D000602,DB05311
Analgesics,D000700,DB05311
"Analgesics, Non-Narcotic",D018712,DB05311
Anti-Inflammatory Agents,D000893,DB05311
Antirheumatic Agents,D018501,DB05311
Blood and Blood Forming Organs,,DB05311
Central Nervous System Agents,D002491,DB05311
Drugs Used in Hereditary Angioedema,,DB05311
Kallikrein Inhibitors,,DB05311
"Kallikreins, antagonists & inhibitors",,DB05311
Peripheral Nervous System Agents,D018373,DB05311
Plasma Kallikrein Inhibitor,,DB05311
Sensory System Agents,D018689,DB05311
Anti-Dyskinesia Agents,D018726,DB05316
Anti-Parkinson Drugs,D000978,DB05316
Antidepressive Agents,D000928,DB05316
Antipsychotic Agents,D014150,DB05316
Antipsychotic Agents (Second Generation [Atypical]),,DB05316
Central Nervous System Agents,D002491,DB05316
Central Nervous System Depressants,D002492,DB05316
Nervous System,D009420,DB05316
Neurotoxic agents,,DB05316
Neurotransmitter Agents,D018377,DB05316
Psycholeptics,,DB05316
Psychotropic Drugs,D011619,DB05316
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,D020230,DB05316
Serotonin 5-HT2 Receptor Antagonists,D058830,DB05316
Serotonin Agents,D018490,DB05316
Serotonin Receptor Antagonists,D012702,DB05316
Tranquilizing Agents,D014149,DB05316
Azepines,D001381,DB05317
"Farnesyl-Diphosphate Farnesyltransferase, antagonists & inhibitors",,DB05317
"Amino Acids, Peptides, and Proteins",D000602,DB05319
Proteins,D011506,DB05319
Recombinant Proteins,D011994,DB05319
Alcohols,D000438,DB05321
"Compounds used in a research, industrial, or household setting",D020313,DB05321
Enzymes,D004798,DB05321
Enzymes and Coenzymes,D045762,DB05321
"Enzymes, Immobilized",D004800,DB05321
Ethylene Glycols,D005026,DB05321
Glycols,D006018,DB05321
Macromolecular Substances,D046911,DB05321
Oxidoreductases,D010088,DB05321
Pegylated agents,,DB05321
Polymers,D011108,DB05321
Biological Products,D001688,DB05322
Complex Mixtures,D045424,DB05322
Gene Transfer Techniques,D018014,DB05322
"Genes, p53",D016158,DB05322
Biological Products,D001688,DB05325
Complex Mixtures,D045424,DB05325
Vaccines,D014612,DB05325
"Aldehyde Reductase, antagonists & inhibitors",,DB05327
Enzyme Inhibitors,D004791,DB05327
Stereoisomerism,D013237,DB05327
Carboxylic Ester Hydrolases,D002265,DB05330
Enzymes,D004798,DB05330
Enzymes and Coenzymes,D045762,DB05330
Esterases,D004950,DB05330
Glycoside Hydrolases,D006026,DB05330
Hydrolases,D006867,DB05330
"Amino Acids, Peptides, and Proteins",D000602,DB05332
Biological Factors,D001685,DB05332
Blood and Blood Forming Organs,,DB05332
Carbohydrates,D002241,DB05332
Colony-Stimulating Factors,D003115,DB05332
Cytokines,D016207,DB05332
Glycoconjugates,D006001,DB05332
Glycoproteins,D006023,DB05332
Hematinics,D006397,DB05332
Hematopoietic Cell Growth Factors,D016298,DB05332
Hemostatics,D006490,DB05332
Increased Megakaryocyte Maturation,,DB05332
Increased Platelet Production,,DB05332
Intercellular Signaling Peptides and Proteins,D036341,DB05332
Membrane Proteins,D008565,DB05332
Peptides,D010455,DB05332
Proteins,D011506,DB05332
"Receptors, Cell Surface",D011956,DB05332
"Receptors, Immunologic",D011971,DB05332
"Receptors, Thrombopoietin, agonists",,DB05332
Recombinant Proteins,D011994,DB05332
Thrombopoietin Receptor Agonist,,DB05332
Thrombopoietin Receptor Agonists,,DB05332
"Amino Acids, Peptides, and Proteins",D000602,DB05336
Anthrax Protective Antigen-directed Antibody,,DB05336
Anthrax Protective Antigen-directed Antibody Interactions,,DB05336
Antibodies,D000906,DB05336
Antiinfectives for Systemic Use,,DB05336
Biological Products,D001688,DB05336
Blood,D001769,DB05336
Blood Proteins,D001798,DB05336
Body Fluids,D001826,DB05336
Complex Mixtures,D045424,DB05336
Fluids and Secretions,D005441,DB05336
Globulins,D005916,DB05336
Hemic and Immune Systems,D006424,DB05336
Immune Sera,D007106,DB05336
Immune Sera and Immunoglobulins,,DB05336
Immunoglobulins,D007136,DB05336
Immunoproteins,D007162,DB05336
Proteins,D011506,DB05336
Serum,D044967,DB05336
Serum Globulins,D012712,DB05336
Specific Immunoglobulins,,DB05336
"Acids, Acyclic",D000144,DB05343
Fatty Acids,D005227,DB05343
Lipids,D008055,DB05343
"Amino Acids, Peptides, and Proteins",D000602,DB05344
Biological Factors,D001685,DB05344
Intercellular Signaling Peptides and Proteins,D036341,DB05344
Nerve Growth Factors,D009414,DB05344
Nerve Tissue Proteins,D009419,DB05344
Peptides,D010455,DB05344
Proteins,D011506,DB05344
2-Pyridinylmethylsulfinylbenzimidazoles,D053799,DB05351
Acid Reducers,,DB05351
Alimentary Tract and Metabolism,,DB05351
Anti-Ulcer Agents,D000897,DB05351
Benzimidazoles,D001562,DB05351
Cytochrome P-450 CYP2C19 Inhibitors,D065689,DB05351
Cytochrome P-450 CYP2C19 Inhibitors (weak),,DB05351
Cytochrome P-450 CYP2C19 Substrates,,DB05351
Cytochrome P-450 CYP3A Substrates,,DB05351
Cytochrome P-450 CYP3A4 Substrates,,DB05351
Cytochrome P-450 Enzyme Inhibitors,D065607,DB05351
Cytochrome P-450 Substrates,,DB05351
Drugs for Acid Related Disorders,,DB05351
