name,url,parent_key
Sun Pharmaceutical Industries Ltd.,http://www.sunpharma.com,DB00669
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00669
Unimed Pharmaceuticals Inc.,,DB00669
Upsher Smith Laboratories,http://www.upsher-smith.com,DB00669
Warner Chilcott Co. Inc.,http://ir.wcrx.com,DB00669
Watson Pharmaceuticals,http://www.watson.com,DB00669
Wockhardt Ltd.,http://www.wockhardtin.com,DB00669
Zogenix Inc.,http://www.zogenix.com,DB00669
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00671
Dept Health Central Pharmacy,,DB00671
Dispensing Solutions,http://www.drxdispensing.com,DB00671
Lupin Pharmaceuticals Inc.,http://www.lupinpharmaceuticals.com,DB00671
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00671
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00671
Pharmaceutical Utilization Management Program VA Inc.,,DB00671
Pharmedix,http://www.pharmedixrx.com,DB00671
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00671
Redpharm Drug,,DB00671
Remedy Repack,http://www.remedyrepack.com,DB00671
Central Texas Community Health Centers,http://www.chcsct.com,DB00672
Direct Dispensing Inc.,,DB00672
Dispensing Solutions,http://www.drxdispensing.com,DB00672
H and H Laboratories,http://www.hhlabs.com,DB00672
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00672
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00672
Mylan,http://www.mylan.com,DB00672
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00672
PCA LLC,,DB00672
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00672
Pfizer Inc.,http://www.pfizer.com,DB00672
Pharmedix,http://www.pharmedixrx.com,DB00672
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00672
Pliva Inc.,http://www.pliva.com,DB00672
Prepackage Specialists,,DB00672
Prescript Pharmaceuticals,http://www.prescript.net,DB00672
Qualitest,http://www.worldoftest.com,DB00672
UDL Laboratories,http://www.udllabs.com,DB00672
Wyeth Pharmaceuticals,http://www.wyeth.com,DB00672
Merck & Co.,http://www.merck.com,DB00673
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00673
Alphapharm Party Ltd.,http://www.alphapharm.com.au,DB00674
Barr Pharmaceuticals,,DB00674
Cardinal Health,http://www.cardinal.com,DB00674
DispenseXpress Inc.,,DB00674
Doctor Reddys Laboratories Ltd.,http://www.drreddys.com,DB00674
Global Pharmaceuticals,http://www.globalphar.com,DB00674
Heartland Repack Services LLC,,DB00674
Impax Laboratories Inc.,http://www.impaxlabs.com,DB00674
Janssen-Ortho Inc.,http://www.janssen-ortho.com,DB00674
Kaiser Foundation Hospital,,DB00674
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00674
Mylan,http://www.mylan.com,DB00674
Ortho Mcneil Janssen Pharmaceutical Inc.,http://www.ortho-mcneil.com,DB00674
Ortho-McNeil-Janssen Pharmaceuticals Inc.,http://www.ortho-mcneil.com,DB00674
Patriot Pharmaceuticals,http://www.patriotpharmaceuticals.com,DB00674
Physician Partners Ltd.,http://www.pplpho.org,DB00674
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00674
Rebel Distributors Corp.,http://www.rebelrx.com,DB00674
Resource Optimization and Innovation LLC,,DB00674
Roxane Labs,http://www.roxane.com,DB00674
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00674
UDL Laboratories,http://www.udllabs.com,DB00674
Vangard Labs Inc.,,DB00674
Watson Pharmaceuticals,http://www.watson.com,DB00674
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00675
AQ Pharmaceuticals Inc.,http://www.aqpharmaceuticals.com,DB00675
AstraZeneca Inc.,http://www.astrazeneca.ca,DB00675
Barr Pharmaceuticals,,DB00675
Dispensing Solutions,http://www.drxdispensing.com,DB00675
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00675
Egis Pharmaceuticals Public Ltd. Co.,,DB00675
Imperial Chemical Industrial Ltd.,http://www.iic.co.th,DB00675
Innovative Manufacturing and Distribution Services Inc.,,DB00675
Ivax Pharmaceuticals,,DB00675
Kaiser Foundation Hospital,,DB00675
Mckesson Corp.,http://www.mckesson.com,DB00675
Medisca Inc.,http://www.medisca.com,DB00675
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00675
Mylan,http://www.mylan.com,DB00675
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00675
Pharmedix,http://www.pharmedixrx.com,DB00675
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00675
Ranbaxy Laboratories,http://www.ranbaxy.com,DB00675
Resource Optimization and Innovation LLC,,DB00675
Roxane Labs,http://www.roxane.com,DB00675
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00675
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00675
Wampole Laboratories,,DB00675
Watson Pharmaceuticals,http://www.watson.com,DB00675
J T Baker,http://www.jtbaker.com,DB00676
AQ Pharmaceuticals Inc.,http://www.aqpharmaceuticals.com,DB00678
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00678
Bristol-Myers Squibb Co.,http://www.bms.com,DB00678
Cardinal Health,http://www.cardinal.com,DB00678
Dispensing Solutions,http://www.drxdispensing.com,DB00678
Ipca Laboratories Ltd.,http://www.ipcalabs.com,DB00678
Kaiser Foundation Hospital,,DB00678
Lake Erie Medical and Surgical Supply,,DB00678
Merck & Co.,http://www.merck.com,DB00678
Mylan,http://www.mylan.com,DB00678
Neuman Distributors Inc.,,DB00678
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00678
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00678
Prepak Systems Inc.,http://www.prepaksys.com,DB00678
Remedy Repack,http://www.remedyrepack.com,DB00678
Roxane Labs,http://www.roxane.com,DB00678
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00678
Sandoz,http://www.sandoz.ca,DB00678
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00678
Stat Rx Usa,http://statrxusa.exporterus.com,DB00678
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00678
Torrent Pharmaceuticals,http://www.torrentpharma.com,DB00678
Vangard Labs Inc.,,DB00678
Advanced Pharmaceutical Services Inc.,,DB00679
Direct Dispensing Inc.,,DB00679
Dispensing Solutions,http://www.drxdispensing.com,DB00679
Heartland Repack Services LLC,,DB00679
Interpharm Pharmaceutical Products Inc.,,DB00679
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00679
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00679
Mutual Pharmaceutical Co.,,DB00679
Mylan,http://www.mylan.com,DB00679
Novartis AG,http://www.novartis.com,DB00679
Pharmaceutical Packaging Center,,DB00679
Pharmedix,http://www.pharmedixrx.com,DB00679
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00679
Professional Co.,,DB00679
Qualitest,http://www.worldoftest.com,DB00679
Remedy Repack,http://www.remedyrepack.com,DB00679
Roxane Labs,http://www.roxane.com,DB00679
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00679
Sandoz,http://www.sandoz.ca,DB00679
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00679
UDL Laboratories,http://www.udllabs.com,DB00679
United Research Laboratories Inc.,http://www.urlpharma.com,DB00679
Bristol-Myers Squibb Co.,http://www.bms.com,DB00680
Astellas Pharma Inc.,http://www.astellas.com,DB00681
Ben Venue Laboratories Inc.,http://www.benvenue.com,DB00681
Bristol-Myers Squibb Co.,http://www.bms.com,DB00681
Cardinal Health,http://www.cardinal.com,DB00681
DSM Corp.,http://www.dsm.com,DB00681
E.R. Squibb and Sons LLC,,DB00681
Enzon Inc.,http://www.enzon.com,DB00681
Gilead Sciences Inc.,http://www.gilead.com,DB00681
Medisca Inc.,http://www.medisca.com,DB00681
Oso Biopharmaceuticals Manufacturing LLC,,DB00681
Pharmacia Inc.,http://www.pharmaciaupjohn.com,DB00681
Sigma-Tau Pharmaceuticals Inc.,http://www.sigmatau.com,DB00681
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00681
Three Rivers Pharmaceuticals LLC,http://www.3riverspharma.com,DB00681
X-Gen Pharmaceuticals,http://www.x-gen.us,DB00681
Advanced Pharmaceutical Services Inc.,,DB00682
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00682
Apothecon,http://www.apothecon.nl,DB00682
AQ Pharmaceuticals Inc.,http://www.aqpharmaceuticals.com,DB00682
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00682
Atlantic Biologicals Corporation,http://www.atlanticbiologicals.com,DB00682
Barr Pharmaceuticals,,DB00682
Blenheim Pharmacal,http://www.bpipack.com,DB00682
Bristol-Myers Squibb Co.,http://www.bms.com,DB00682
Cadila Healthcare Ltd.,,DB00682
Cardinal Health,http://www.cardinal.com,DB00682
Caremark LLC,http://www.caremark.com,DB00682
Coastal Family Health Center Inc.,http://www.coastalfamilyhealth.org,DB00682
Dept Health Central Pharmacy,,DB00682
Direct Dispensing Inc.,,DB00682
Dispensing Solutions,http://www.drxdispensing.com,DB00682
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00682
Genpharm LP,,DB00682
Heartland Repack Services LLC,,DB00682
Ipca Laboratories Ltd.,http://www.ipcalabs.com,DB00682
Kaiser Foundation Hospital,,DB00682
Lake Erie Medical and Surgical Supply,,DB00682
Mallinckrodt Inc.,http://www.mallinckrodt.com,DB00682
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00682
Mylan,http://www.mylan.com,DB00682
Neuman Distributors Inc.,,DB00682
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00682
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00682
PCA LLC,,DB00682
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00682
Pharmaceutical Utilization Management Program VA Inc.,,DB00682
Pharmedix,http://www.pharmedixrx.com,DB00682
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00682
Pliva Inc.,http://www.pliva.com,DB00682
Prepackage Specialists,,DB00682
Prepak Systems Inc.,http://www.prepaksys.com,DB00682
Rebel Distributors Corp.,http://www.rebelrx.com,DB00682
Remedy Repack,http://www.remedyrepack.com,DB00682
Resource Optimization and Innovation LLC,,DB00682
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00682
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00682
Spectrum Pharmaceuticals,http://www.spectrumpharm.com,DB00682
St Mary's Medical Park Pharmacy,,DB00682
Stat Scripts LLC,http://www.stat-scripts.com,DB00682
Taro Pharmaceuticals USA,http://www.tarousa.com,DB00682
Tya Pharmaceuticals,,DB00682
Upsher Smith Laboratories,http://www.upsher-smith.com,DB00682
USL Pharma Inc.,,DB00682
Va Cmop Dallas,,DB00682
Vangard Labs Inc.,,DB00682
Zydus Pharmaceuticals,http://www.zydususa.com,DB00682
Akorn Inc.,http://www.akorn.com,DB00683
APP Pharmaceuticals,http://www.apppharma.com,DB00683
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00683
B&B Pharmaceuticals,http://www.bandbpharmaceuticals.com,DB00683
Baxter International Inc.,http://www.baxter.com,DB00683
Bedford Labs,http://www.bedfordlabs.com,DB00683
Ben Venue Laboratories Inc.,http://www.benvenue.com,DB00683
Cardinal Health,http://www.cardinal.com,DB00683
Cura Pharmaceutical Co. Inc.,http://www.curapharma.com,DB00683
Dispensing Solutions,http://www.drxdispensing.com,DB00683
Ebewe Pharma,http://www.ebewe.at,DB00683
Hi Tech Pharmacal Co. Inc.,http://www.hitechpharm.com,DB00683
Hospira Inc.,http://www.hospira.com,DB00683
Mikart Inc.,http://www.mikart.com,DB00683
Novex Pharma,,DB00683
Paddock Labs,http://www.paddocklabs.com,DB00683
Patheon Inc.,http://www.patheon.com,DB00683
Pharmedium,http://www.pharmedium.com,DB00683
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00683
Ranbaxy Laboratories,http://www.ranbaxy.com,DB00683
Roxane Labs,http://www.roxane.com,DB00683
Wockhardt Ltd.,http://www.wockhardtin.com,DB00683
Advanced Pharmaceutical Services Inc.,,DB00684
Akorn Inc.,http://www.akorn.com,DB00684
Alcon Laboratories,http://www.alcon.com,DB00684
Apotex Inc.,http://www.apotex.com,DB00684
APP Pharmaceuticals,http://www.apppharma.com,DB00684
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00684
Bausch & Lomb Inc.,http://www.bausch.com,DB00684
Bristol-Myers Squibb Co.,http://www.bms.com,DB00684
Cardinal Health,http://www.cardinal.com,DB00684
Clipper Distributing Co. LLC,http://www.phoenixpharm.com,DB00684
Darby Dental Supply Co. Inc.,http://www.darbydental.com,DB00684
Dispensing Solutions,http://www.drxdispensing.com,DB00684
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00684
E.R. Squibb and Sons LLC,,DB00684
Eye Care and Cure Corp.,http://www.eyecareandcure.com,DB00684
Falcon Pharmaceuticals Ltd.,http://www.falconpharma.com,DB00684
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00684
Hospira Inc.,http://www.hospira.com,DB00684
Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,DB00684
Keltman Pharmaceuticals Inc.,http://www.keltman.com,DB00684
Lake Erie Medical and Surgical Supply,,DB00684
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00684
Medical Ophthalmics,,DB00684
Medisca Inc.,http://www.medisca.com,DB00684
MWI Veterinary Supply Co.,http://www.mwivet.com,DB00684
Novartis AG,http://www.novartis.com,DB00684
Novex Pharma,,DB00684
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00684
Ocusoft,http://www.ocusoft.com,DB00684
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00684
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00684
Pharmedix,http://www.pharmedixrx.com,DB00684
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00684
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00684
Rebel Distributors Corp.,http://www.rebelrx.com,DB00684
Redpharm Drug,,DB00684
Rx Veterinary Products,,DB00684
Stat Rx Usa,http://statrxusa.exporterus.com,DB00684
Strides Arcolab Limited,http://www.stridesarco.com,DB00684
Taylor Pharmaceuticals,,DB00684
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00684
Vedco Inc.,http://www.vedco.com,DB00684
Wilson Ophthalmic Corp.,http://www.hilco.com,DB00684
X-Gen Pharmaceuticals,http://www.x-gen.us,DB00684
Pfizer Inc.,http://www.pfizer.com,DB00685
Alza Corp.,,DB00686
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00686
Ivax Pharmaceuticals,,DB00686
Janssen-Ortho Inc.,http://www.janssen-ortho.com,DB00686
McNeil Laboratories,,DB00686
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00686
Ortho Mcneil Janssen Pharmaceutical Inc.,http://www.ortho-mcneil.com,DB00686
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00686
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00687
Avkare Incorporated,,DB00687
Barr Pharmaceuticals,,DB00687
Bristol-Myers Squibb Co.,http://www.bms.com,DB00687
Cardinal Health,http://www.cardinal.com,DB00687
E.R. Squibb and Sons LLC,,DB00687
Global Pharmaceuticals,http://www.globalphar.com,DB00687
Heartland Repack Services LLC,,DB00687
Impax Laboratories Inc.,http://www.impaxlabs.com,DB00687
Kaiser Foundation Hospital,,DB00687
Medisca Inc.,http://www.medisca.com,DB00687
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00687
Resource Optimization and Innovation LLC,,DB00687
Vangard Labs Inc.,,DB00687
Accord Healthcare,http://www.accord-healthcare.com,DB00688
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00688
Apotex Inc.,http://www.apotex.com,DB00688
Cadila Healthcare Ltd.,,DB00688
Cardinal Health,http://www.cardinal.com,DB00688
Chunghwa Chemical Synthesis and Biotech Co. Ltd.,http://www.ccsb.com.tw,DB00688
Endo Pharmaceuticals Inc.,http://www.endo.com,DB00688
F Hoffmann La Roche Ltd.,http://www.roche.com,DB00688
F Hoffmann-La Roche Ltd.,http://www.roche.com,DB00688
Intas Pharmaceuticals Ltd.,http://www.intaspharma.com,DB00688
JHP Pharmaceuticals LLC,http://www.jhppharma.com,DB00688
Kaiser Foundation Hospital,,DB00688
Lake Erie Medical and Surgical Supply,,DB00688
Legacy Pharmaceuticals Packaging LLC,http://www.legacypackaging.com,DB00688
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00688
Mylan,http://www.mylan.com,DB00688
Poli Industria Chimica SPA,http://www.poli.it,DB00688
Rebel Distributors Corp.,http://www.rebelrx.com,DB00688
Roxane Labs,http://www.roxane.com,DB00688
Sandoz,http://www.sandoz.ca,DB00688
Syntex SA,http://www.syntexar.com,DB00688
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00688
UDL Laboratories,http://www.udllabs.com,DB00688
Zydus Pharmaceuticals,http://www.zydususa.com,DB00688
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00690
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00690
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00690
Corepharma LLC,http://www.corepharma.com,DB00690
Direct Dispensing Inc.,,DB00690
Dispensing Solutions,http://www.drxdispensing.com,DB00690
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00690
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00690
Hl Moore Drug Exchange,,DB00690
Kaiser Foundation Hospital,,DB00690
Lake Erie Medical and Surgical Supply,,DB00690
Legacy Pharmaceuticals Packaging LLC,http://www.legacypackaging.com,DB00690
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00690
Mylan,http://www.mylan.com,DB00690
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00690
Par Pharmaceuticals,http://www.parpharm.com,DB00690
PCA LLC,,DB00690
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00690
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00690
Prepackage Specialists,,DB00690
Prepak Systems Inc.,http://www.prepaksys.com,DB00690
Rebel Distributors Corp.,http://www.rebelrx.com,DB00690
Remedy Repack,http://www.remedyrepack.com,DB00690
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00690
UDL Laboratories,http://www.udllabs.com,DB00690
Valeant Ltd.,http://www.valeant.com,DB00690
West-Ward Pharmaceuticals,http://www.west-ward.com,DB00690
Apotex Inc.,http://www.apotex.com,DB00691
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00691
Cobalt Pharmaceuticals Inc.,http://www.cobaltpharma.com,DB00691
Glenmark Generics Ltd.,http://www.glenmark-generics.com,DB00691
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00691
Paddock Labs,http://www.paddocklabs.com,DB00691
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00691
Prepackage Specialists,,DB00691
Resource Optimization and Innovation LLC,,DB00691
Schwarz Pharma Inc.,,DB00691
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00691
Bedford Labs,http://www.bedfordlabs.com,DB00692
Ben Venue Laboratories Inc.,http://www.benvenue.com,DB00692
Novalar Pharmaceuticals Inc.,http://www.novalar.com,DB00692
Novartis AG,http://www.novartis.com,DB00692
Novocol Pharmaceutical Canada,http://www.novocol.com,DB00692
Accutome Inc.,http://www.accutome.com,DB00693
Akorn Inc.,http://www.akorn.com,DB00693
Alcon Laboratories,http://www.alcon.com,DB00693
Altaire Pharmaceuticals,http://www.otcdruggist.com/index.html,DB00693
Amend,,DB00693
Amphastar Pharmaceuticals,http://www.amphastar.com,DB00693
Bausch & Lomb Inc.,http://www.bausch.com,DB00693
Cardinal Health,http://www.cardinal.com,DB00693
Conta Care Ophthalmics and Diagnostics,,DB00693
Deca Pharmaceuticals LLC,http://www.decapharma.com,DB00693
Dispensing Solutions,http://www.drxdispensing.com,DB00693
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00693
Eye Care and Cure Corp.,http://www.eyecareandcure.com,DB00693
Eye Supply Usa Inc.,http://www.eyesupplyusa.com,DB00693
HUB Pharmaceuticals,http://www.hubpharmaceuticals.com,DB00693
Nomax Inc.,http://www.nomax.com,DB00693
Ocusoft,http://www.ocusoft.com,DB00693
OMJ Pharmaceuticals,,DB00693
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00693
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00693
Taylor Pharmaceuticals,,DB00693
Wilson Ophthalmic Corp.,http://www.hilco.com,DB00693
APP Pharmaceuticals,http://www.apppharma.com,DB00694
Bedford Labs,http://www.bedfordlabs.com,DB00694
Ben Venue Laboratories Inc.,http://www.benvenue.com,DB00694
Bigmar Bioren Pharmaceuticals Sa,,DB00694
Gilead Sciences Inc.,http://www.gilead.com,DB00694
Sicor Pharmaceuticals,,DB00694
Specia Alfort,,DB00694
Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,DB00694
Advanced Pharmaceutical Services Inc.,,DB00695
American Regent,http://www.americanregent.com,DB00695
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00695
Apotheca Inc.,,DB00695
APP Pharmaceuticals,http://www.apppharma.com,DB00695
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00695
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00695
C.O. Truxton Inc.,,DB00695
Cardinal Health,http://www.cardinal.com,DB00695
Central Texas Community Health Centers,http://www.chcsct.com,DB00695
Comprehensive Consultant Services Inc.,,DB00695
Coupler Enterprises Inc.,,DB00695
CVS Pharmacy,http://www.cvs.com,DB00695
DAVA Pharmaceuticals,http://www.davapharma.com,DB00695
Dept Health Central Pharmacy,,DB00695
DHHS Program Support Center Supply Service Center,,DB00695
Direct Dispensing Inc.,,DB00695
Dispensing Solutions,http://www.drxdispensing.com,DB00695
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00695
Excellium Pharmaceutical Inc.,http://www.excellium.com,DB00695
General Injectables and Vaccines Inc.,http://www.giv.com,DB00695
Goldline Laboratories Inc.,,DB00695
Group Health Cooperative,http://www.ghc.org,DB00695
H and H Laboratories,http://www.hhlabs.com,DB00695
Heartland Repack Services LLC,,DB00695
Hospira Inc.,http://www.hospira.com,DB00695
Intervet International,http://www.intervet.ca,DB00695
Ipca Laboratories Ltd.,http://www.ipcalabs.com,DB00695
Ivax Pharmaceuticals,,DB00695
Kaiser Foundation Hospital,,DB00695
Lake Erie Medical and Surgical Supply,,DB00695
Liberty Pharmaceuticals,,DB00695
Luitpold Pharmaceuticals Inc.,http://www.luitpold.com,DB00695
Macnary Ltd.,,DB00695
Major Pharmaceuticals,http://www.majorpharmaceuticals.com,DB00695
Mason Distributors,,DB00695
Mckesson Corp.,http://www.mckesson.com,DB00695
Medvantx Inc.,http://www.medvantx.com,DB00695
Merrell Pharmaceuticals Inc.,,DB00695
Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,DB00695
Mylan,http://www.mylan.com,DB00695
Neighborcare Repackaging Inc.,,DB00695
Neuman Distributors Inc.,,DB00695
Norwich Pharmaceuticals Inc.,http://www.norwichpharma.com,DB00695
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00695
Ohm Laboratories Inc.,http://www.ohmlabs.com,DB00695
Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,DB00695
Patheon Inc.,http://www.patheon.com,DB00695
PCA LLC,,DB00695
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00695
Pharmaceutical Utilization Management Program VA Inc.,,DB00695
Pharmedix,http://www.pharmedixrx.com,DB00695
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00695
Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,DB00695
Prepackage Specialists,,DB00695
Prepak Systems Inc.,http://www.prepaksys.com,DB00695
Qualitest,http://www.worldoftest.com,DB00695
Ranbaxy Laboratories,http://www.ranbaxy.com,DB00695
Rebel Distributors Corp.,http://www.rebelrx.com,DB00695
Redpharm Drug,,DB00695
Remedy Repack,http://www.remedyrepack.com,DB00695
Roxane Labs,http://www.roxane.com,DB00695
Sandhills Packaging Inc.,http://www.sandhillspackaging.com,DB00695
Sandoz,http://www.sandoz.ca,DB00695
Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,DB00695
Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,DB00695
Spectrum Pharmaceuticals,http://www.spectrumpharm.com,DB00695
Stat Scripts LLC,http://www.stat-scripts.com,DB00695
Talbert Medical Management Corp.,,DB00695
Taylor Pharmaceuticals,,DB00695
Tya Pharmaceuticals,,DB00695
UDL Laboratories,http://www.udllabs.com,DB00695
United Research Laboratories Inc.,http://www.urlpharma.com,DB00695
Va Cmop Dallas,,DB00695
Vangard Labs Inc.,,DB00695
Vatring Pharmaceuticals,,DB00695
Vedco Inc.,http://www.vedco.com,DB00695
Vintage Pharmaceuticals Inc.,,DB00695
Watson Pharmaceuticals,http://www.watson.com,DB00695
Wockhardt Ltd.,http://www.wockhardtin.com,DB00695
Cypress Pharmaceutical Inc.,http://www.cypressrx.com,DB00696
G & W Labs,http://www.gwlabs.com,DB00696
Harvest Pharmaceuticals Inc.,,DB00696
Kaiser Foundation Hospital,,DB00696
Mikart Inc.,http://www.mikart.com,DB00696
Novartis AG,http://www.novartis.com,DB00696
Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,DB00696
PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,DB00696
Physicians Total Care Inc.,http://www.physicianstotalcare.com,DB00696
Rosedale Therapeutics,http://www.rtherapeutics.com,DB00696
Sandoz,http://www.sandoz.ca,DB00696
Spectrum Pharmaceuticals,http://www.spectrumpharm.com,DB00696
West-Ward Pharmaceuticals,http://www.west-ward.com,DB00696
Acorda Therapeutics,http://www.acorda.com,DB00697
Aidarex Pharmacuticals LLC,http://www.aidarex.com,DB00697
Alphapharm Party Ltd.,http://www.alphapharm.com.au,DB00697
Altura Pharmaceuticals Inc.,http://www.alturapharma.com,DB00697
Amerisource Health Services Corp.,http://www.amerisourcebergen.com,DB00697
Amneal Pharmaceuticals,http://www.amneal.com,DB00697
Apotex Inc.,http://www.apotex.com,DB00697
A-S Medication Solutions LLC,http://orders.a-smeds.com,DB00697
Bryant Ranch Prepack,http://bryantranchprepack.com,DB00697
Caraco Pharmaceutical Labs,http://www.caraco.com,DB00697
Cardinal Health,http://www.cardinal.com,DB00697
Corepharma LLC,http://www.corepharma.com,DB00697
Deca Pharmaceuticals LLC,http://www.decapharma.com,DB00697
Dispensing Solutions,http://www.drxdispensing.com,DB00697
Diversified Healthcare Services Inc.,http://www.dhscorp.com,DB00697
Doctor Reddys Laboratories Ltd.,http://www.drreddys.com,DB00697
Elan Pharmaceuticals Inc.,http://www.elan.com,DB00697
Eon Labs,,DB00697
Genpharm LP,,DB00697
H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,DB00697
Heartland Repack Services LLC,,DB00697
Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,DB00697
Ivax Pharmaceuticals,,DB00697
Keltman Pharmaceuticals Inc.,http://www.keltman.com,DB00697
