Organisation Name,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,11/03/2016,"£1,283.16",RESIDENTIAL LONG TERM,V000988568
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,11/03/2016,£975.96,NURSING LONG TERM,V000988569
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988570
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988571
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988572
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,-£947.08,NURSING LONG TERM,V000988573
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,11/03/2016,"£1,070.68",RESIDENTIAL LONG TERM,V000988574
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988576
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,072.28",RESIDENTIAL LONG TERM,V000988577
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ST GEORGES NURSING HOME OLDHAM LTD,11/03/2016,"£3,662.40",NURSING LONG TERM,V000988578
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,181.88",RESIDENTIAL LONG TERM,V000988579
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,£998.68,RESIDENTIAL LONG TERM,V000988580
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988581
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,11/03/2016,£789.40,PERSONAL BUDGETS - MANAGED,V000988582
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,11/03/2016,"£1,082.48",RESIDENTIAL LONG TERM,V000988583
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FUTURE DIRECTIONS CIC,11/03/2016,£690.00,PERSONAL BUDGETS - MANAGED,V000988584
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,11/03/2016,£933.48,RESIDENTIAL LONG TERM,V000988585
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,11/03/2016,"£1,075.96",RESIDENTIAL LONG TERM,V000988587
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,11/03/2016,"-£1,275.00",NURSING LONG TERM,V000988588
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,TURNING POINT,11/03/2016,"£1,631.40",RESIDENTIAL LONG TERM,V000988590
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,£588.52,NURSING LONG TERM,V000988591
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,604.96",NURSING LONG TERM,V000988592
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988593
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,11/03/2016,£982.84,RESIDENTIAL LONG TERM,V000988594
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,11/03/2016,"£1,012.24",RESIDENTIAL LONG TERM,V000988595
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988597
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,11/03/2016,"£1,040.96",RESIDENTIAL LONG TERM,V000988599
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,11/03/2016,£760.00,PERSONAL BUDGETS - MANAGED,V000988600
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,11/03/2016,"£1,770.60",NURSING LONG TERM,V000988601
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,11/03/2016,"£1,029.80",RESIDENTIAL LONG TERM,V000988602
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,£704.96,NURSING LONG TERM,V000988607
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,11/03/2016,"£1,184.16",SELF - FUNDING DEFERRED PAYMENTS,V000988608
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,769.40",RESIDENTIAL LONG TERM,V000988609
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988610
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,11/03/2016,"£1,004.32",PERSONAL BUDGETS - MANAGED,V000988611
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,11/03/2016,£872.32,PERSONAL BUDGETS - MANAGED,V000988612
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,177.48",PERSONAL BUDGETS - MANAGED,V000988613
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,11/03/2016,£523.08,RESIDENTIAL LONG TERM,V000988620
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988621
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,11/03/2016,"£1,028.72",RESIDENTIAL LONG TERM,V000988622
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,604.96",NURSING LONG TERM,V000988623
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,457.80",NURSING LONG TERM,V000988624
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HANDSALE LTD,11/03/2016,"£1,626.00",NURSING LONG TERM,V000988625
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,"£1,808.00",PERSONAL BUDGETS - MANAGED,V000988626
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,11/03/2016,£839.32,RESIDENTIAL LONG TERM,V000988627
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HC ONE,11/03/2016,"£4,800.00",RESIDENTIAL LONG TERM,V000988628
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,107.76",RESIDENTIAL LONG TERM,V000988629
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£520.00,PERSONAL BUDGETS - MANAGED,V000988630
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,11/03/2016,"£1,464.00",PERSONAL BUDGETS - MANAGED,V000988631
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,226.92",RESIDENTIAL LONG TERM,V000988632
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988633
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,11/03/2016,"£1,856.56",PERSONAL BUDGETS - MANAGED,V000988634
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,11/03/2016,£988.68,RESIDENTIAL LONG TERM,V000988635
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,11/03/2016,"£1,058.60",RESIDENTIAL LONG TERM,V000988636
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988637
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,11/03/2016,"£3,267.68",RESIDENTIAL LONG TERM,V000988638
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988639
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,11/03/2016,£914.24,RESIDENTIAL LONG TERM,V000988640
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,11/03/2016,£756.16,RESIDENTIAL LONG TERM,V000988641
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,11/03/2016,"£1,800.00",RESIDENTIAL LONG TERM,V000988642
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,085.88",RESIDENTIAL LONG TERM,V000988643
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,11/03/2016,"£1,228.68",SELF - FUNDING DEFERRED PAYMENTS,V000988644
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988646
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988647
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988648
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988649
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988650
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988651
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,046.20",RESIDENTIAL LONG TERM,V000988652
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,11/03/2016,£702.00,PERSONAL BUDGETS - MANAGED,V000988653
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,11/03/2016,"£1,582.08",PERSONAL BUDGETS - MANAGED,V000988654
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,11/03/2016,"£1,039.32",RESIDENTIAL LONG TERM,V000988655
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,11/03/2016,"£2,373.36",NURSING LONG TERM,V000988656
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,11/03/2016,"£1,067.76",RESIDENTIAL LONG TERM,V000988657
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,11/03/2016,£875.08,RESIDENTIAL LONG TERM,V000988658
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,11/03/2016,"£3,101.00",RESIDENTIAL LONG TERM,V000988660
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,11/03/2016,£832.00,PERSONAL BUDGETS - MANAGED,V000988662
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,11/03/2016,£832.00,PERSONAL BUDGETS - MANAGED,V000988663
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,11/03/2016,£832.00,PERSONAL BUDGETS - MANAGED,V000988664
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,11/03/2016,£832.00,PERSONAL BUDGETS - MANAGED,V000988665
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,11/03/2016,£832.00,PERSONAL BUDGETS - MANAGED,V000988666
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,11/03/2016,"£1,037.20",RESIDENTIAL LONG TERM,V000988667
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,11/03/2016,"£1,400.00",PERSONAL BUDGETS - MANAGED,V000988668
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,THE JOSEPH COX CHARITY,11/03/2016,"£1,992.00",RESIDENTIAL LONG TERM,V000988669
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,11/03/2016,"£3,990.00",RESIDENTIAL LONG TERM,V000988671
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,11/03/2016,"£1,120.00",PERSONAL BUDGETS - MANAGED,V000988672
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,"£1,073.76",RESIDENTIAL LONG TERM,V000988674
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,11/03/2016,"£1,123.76",RESIDENTIAL LONG TERM,V000988675
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988676
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,11/03/2016,"£1,204.36",RESIDENTIAL LONG TERM,V000988677
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,11/03/2016,"£1,107.76",RESIDENTIAL LONG TERM,V000988678
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,11/03/2016,"£1,128.96",NURSING LONG TERM,V000988680
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE,11/03/2016,£731.72,NURSING LONG TERM,V000988681
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HORIZON  RESIDENTIAL HOMES LTD,11/03/2016,£966.92,RESIDENTIAL LONG TERM,V000988682
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,11/03/2016,"£1,060.48",NURSING LONG TERM,V000988684
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,11/03/2016,"£1,119.76",RESIDENTIAL LONG TERM,V000988686
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,11/03/2016,"£1,144.28",RESIDENTIAL LONG TERM,V000988688
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,11/03/2016,"£1,002.76",RESIDENTIAL LONG TERM,V000988689
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,11/03/2016,"£1,814.92",RESIDENTIAL LONG TERM,V000988690
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,11/03/2016,"£1,604.96",RESIDENTIAL LONG TERM,V000988691
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£780.00,PERSONAL BUDGETS - MANAGED,V000988694
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£780.00,PERSONAL BUDGETS - MANAGED,V000988695
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£557.14,PERSONAL BUDGETS - MANAGED,V000988696
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,11/03/2016,"£1,238.56",RESIDENTIAL LONG TERM,V000988697
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,£528.76,RESIDENTIAL LONG TERM,V000988699
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BOROUGH CARE,11/03/2016,£979.48,RESIDENTIAL LONG TERM,V000988700
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,11/03/2016,£520.00,PERSONAL BUDGETS - MANAGED,V000988701
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,£777.92,RESIDENTIAL LONG TERM,V000988702
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,EAGLE CARE HOMES LTD,11/03/2016,"£1,269.84",RESIDENTIAL LONG TERM,V000988703
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,11/03/2016,£747.00,PERSONAL BUDGETS - MANAGED,V000988704
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,11/03/2016,"£1,120.00",PERSONAL BUDGETS - MANAGED,V000988705
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,11/03/2016,"£1,056.60",RESIDENTIAL LONG TERM,V000988706
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988707
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,11/03/2016,"£2,780.00",RESIDENTIAL LONG TERM,V000988708
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,11/03/2016,"£1,238.00",PERSONAL BUDGETS - MANAGED,V000988709
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HANDSALE LTD,11/03/2016,"£1,968.68",NURSING LONG TERM,V000988712
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988713
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES,11/03/2016,"£1,094.32",RESIDENTIAL LONG TERM,V000988714
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,769.40",RESIDENTIAL LONG TERM,V000988715
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,11/03/2016,"£1,099.76",NURSING LONG TERM,V000988716
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988717
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,11/03/2016,£769.96,RESIDENTIAL LONG TERM,V000988718
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,£945.80,RESIDENTIAL LONG TERM,V000988719
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,11/03/2016,"£1,053.00",RESIDENTIAL LONG TERM,V000988720
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,11/03/2016,"£1,099.76",RESIDENTIAL LONG TERM,V000988721
ROCHDALE BOROUGH COUNCIL,11/03/2016,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,11/03/2016,"£1,680.00",RESIDENTIAL LONG TERM,V000988722
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,010.28",RESIDENTIAL LONG TERM,V000988724
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,"£1,276.60",RESIDENTIAL LONG TERM,V000988725
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,-£815.34,NURSING LONG TERM,V000988726
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988728
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,HURSTEAD HOUSE CARE HOME,11/03/2016,£990.64,RESIDENTIAL LONG TERM,V000988729
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,WHITWORTH CARE TRUST,11/03/2016,"£1,604.96",RESIDENTIAL LONG TERM,V000988730
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,11/03/2016,£824.20,RESIDENTIAL LONG TERM,V000988731
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,11/03/2016,"£1,264.20",RESIDENTIAL LONG TERM,V000988732
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,11/03/2016,"£1,505.40",RESIDENTIAL LONG TERM,V000988733
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,11/03/2016,"£3,482.40",RESIDENTIAL LONG TERM,V000988734
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,11/03/2016,"£3,482.40",RESIDENTIAL LONG TERM,V000988735
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,11/03/2016,"£1,183.64",NURSING LONG TERM,V000988736
ROCHDALE BOROUGH COUNCIL,11/03/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,11/03/2016,£924.44,RESIDENTIAL LONG TERM,V000988738
