Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Landowne Ltd,"7 Crossley Street, Halifax, HX1 1UG",64748007,"Fao Marjorie Binns, The Estate Office, Ashgrove House, Elland Road, Elland, HX5 9JB",9700,Offices and Premises,Listed Building
,"18/20 Victoria Road, Elland, HX5 0PU",56244714,,9200,Shop and Premises,Awaiting occupation
,"9 Market Street, Hebden Bridge, HX7 6EU",76360009,,5400,Shop and Premises,Flood Relief Application 2015/16
,"Second & Third Floors, 51 Crown Street, Halifax, HX1 1JB",64756737,,1825,Offices and Premises,Listed Building
,"42/44 Bridge End, Brighouse, HD6 3DS",29092708,,6000,Workshop And Premises,Empty Relief - Post 01/04/2008
,"4 Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",64832703,,2550,Shop and Premises,Rateable Value below threshold
Butterworth Properties Ltd,"Part Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",76420715,"The Paddock, Old Town Mill, Wadsworth, Hebden Bridge, HX7 8SW",1800,Warehouse And Premises,Rateable Value below threshold
,"29 Lees Buildings, Halifax Road, Hipperholme, Halifax             HX3 8EW",65624703,,4900,Shop and Premises,Empty Relief - Post 01/04/2008
Everything Everywhere Ltd,"Telecommunication Mast, Site Ref 7040, 1 Shannon Road, Brighouse            HD6 3LF",29668001,"C/O Bilfinger Gva, Po Box 6079, Wolverhampton, WV1 9RA",2800,Communication Station and Premises,Unoccupied Land
Hutchinson 3G Uk Ltd,"Telecommunication Mast, Site Ref H D 0010, Church Lane, Brighouse            HD6 1DL",29156712,"C/O G V A Grimley [Tm], P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",8400,Communication Station and Premises,Unoccupied Land
Pennine Housing 2000 Ltd,"7 Beech Grove, Lightcliffe, Halifax, HX3 8UU",64196007,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2300,Shop and Premises,Rateable Value below threshold
Hutchinson 3G Uk Ltd,"Telecommunication Mast, Site Ref H D 0017, Clough Lane, Rastrick             HD6 3QL",29184706,"C/O G V A Grimley [Tm], P.O Box 16097, 3 Brindley Place, Birmingham, B2 2UY",5100,Communication Station and Premises,Unoccupied Land
,"2 Bank Terrace, Luddenden, Halifax, HX2 6PJ",64140001,,1225,Shop and Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Cellar Store 1, Borough Market, Halifax, HX1 1DZ",64288770,"19 Albion Street, Halifax, HX1 1DU",149,Store And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Cellar Store 4, Borough Market, Halifax, HX1 1DZ",64288773,"19 Albion Street, Halifax, HX1 1DU",149,Store And Premises,Rateable Value below threshold
Calderdale Mbc Markets Manager,"Balcony Store 32, Borough Market, Halifax, HX1 1DZ",64288804,"19 Albion Street, Halifax, HX1 1DU",133,Store And Premises,Rateable Value below threshold
,"Basement Unit 18, Hebble End Mill, Hebble End, Hebden Bridge       HX7 6HJ",76256731,,430,Store And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 16, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352707,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1775,Garage And Premises,Listed Building
Binns & Sons (Greetland) Ltd,"4th Flr Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF",68444733,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",1525,Aerobics Studio And Premises,Rateable Value below threshold
Binns & Sons (Greetland) Ltd,"Pt 4th Flr Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF",68444742,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",2075,Warehouse And Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D175, Dean Clough, Halifax, HX3 5AX",64788805,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",10750,Office,Listed Building
,"Part 1ST Floor, Thornton Works, Fenton Road, Halifax             HX1 3PP",65072710,,3200,Workshop And Premises,Empty Relief - Post 01/04/2008
,"43 Hanson Lane, Halifax, HX1 5NX",65264720,,1275,Shop and Premises,Rateable Value below threshold
Halifax Property Services Ltd,"West Parade Ind Est, West Parade, Halifax, HX1 2TE",69360709,"Fagley Lane, Eccleshill, Bradford, BD2 3NT",2075,Workshop And Premises,Rateable Value below threshold
City Centre Restaurants (Uk) Ltd,"21 Crossley Street, Halifax, HX1 1UG",64748021,"5-7 Marshalsea Road Borough, London, SE1 1EP",12750,Offices and Premises,Listed Building
,"Carlton Works, The Boulevard, R/O 24 Savile Park Road, Halifax             HX1 2EN",68472709,,2175,Warehouse And Premises,Rateable Value below threshold
Hutchison 3G Uk Limited,"Spectrasite Transco, Mill Lane, Brighouse, HD6 1PA",29420719,"C/O Gva, C/O Business Rates (Tm), Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY",6900,Communication Station and Premises,Unoccupied Land
City Centre Restaurants (Uk) Ltd,"Above Waterhouse Street, Halifax, HX1 1UG",69304704,"5-7 Marshalsea Road Borough, London, SE1 1EP",1325,Store And Premises,Listed Building
,"Unit 6, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",76088872,,2000,Factory and Premises,Rateable Value below threshold
Pennine Housing 2000 Ltd,"122 Oak Avenue, Todmorden, OL14 5PD",78340122,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",2325,Post Office And Premises,Rateable Value below threshold
Asda Stores Ltd,"69a Huddersfield Road, Elland, HX5 9AA",56132763,"G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",10250,Workshop And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Part Ground & First Floors, Wilkin Royd Mills, Mill Lane, Brighouse           HD6 1PN",29648707,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1450,Store And Premises,Rateable Value below threshold
Towngate Plc,"Part Ground Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656736,"C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",4300,Store And Premises,Empty Relief - Post 01/04/2008
Royds Properties Ltd,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX",56196743,"Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",5500,Workshop And Premises,Empty Relief - Post 01/04/2008
Calder Brook Estates Ltd,"Unit 5, Ladyship Industrial Estate, Old Lane, Halifax              HX3 5QN",68132753,"C/O Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",1600,Store,Rateable Value below threshold
Calderdale Mbc Land & Property Services,"West Yorkshire Fire Service, Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276729,"Northgate House, Northgate, Halifax, HX1 1UN",3650,Workshop And Premises,Empty Relief - Post 01/04/2008
Benjamin Whiteley & Sons Ltd,"Former Messroom, Park Road Mills, Park Road, Elland               HX5 9HX",56192767,"Park Road Mills, Park Road, Elland, HX5 9HX",1025,Store,Rateable Value below threshold
,"Adj Central Ironworks, Gordon Street, Boothtown, Halifax              HX3 6NU",65188704,,1800,Workshop And Premises,Rateable Value below threshold
Calderdale Mbc Land & Property Services,"Former Music School, Wellesley Park, Gibbet Street, Halifax              HX2 0BA",65164854,"Building Consultancy, Westgate House, Westgate, Halifax, HX1 1PS",5900,Offices and Premises,Listed Building
Calderdale Mbc,"5 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252736,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",810,Shop and Premises,Listed Building
Wharfedale Finance Co Ltd,"Car Park, Water Lane, Halifax, HX3 9HG",69300702,"Wharfedale House, Smithies Lane, Birstall, WF17 9HR",2200,Car Park,Rateable Value below threshold
Due West Ltd,"Part Ground Floor, 14 Horton Street, Halifax, HX1 1PU",65388014,"C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF",730,Store And Premises,Rateable Value below threshold
Hutchinson Construction [Northern] Ltd,"Empire House, 11 Mulcture Hall Road, Halifax, HX1 1SP",65900704,"C/O Mr P Hutchinson, 5 Lydgate Park, Lightcliffe, Halifax, HX3 8TB",4000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Atmosphere Bars & Clubs Ltd (In Administration),"17 Alexandra Street, Halifax, HX1 1BS",64056017,"F.A.O.Craig  Florence, C/O Deloitte Llp, 1 City Square, Leeds, LS1 2AL",4150,Shop and Premises,Listed Building
,"135 Gibraltar Road, Halifax, HX1 3UH",65168135,,3400,Garage And Premises,Empty Relief - Post 01/04/2008
W H Greenwood (Holdings) Ltd,"Telecommunication Mast, Site Ref H X 0002, Square Road, Halifax              HX1 1QG",68708718,"9 Newlands Crescent, Halifax, HX3 7HU",7500,Communication Station and Premises,Unoccupied Land
Swanson Hewitt Ltd,"259 King Cross Road, Halifax, HX1 3JL",65516259,"2 Pether Hill, Stainland, Halifax, HX4 9GA",7800,Shop and Premises,Empty Relief - Post 01/04/2008
Ladyship Estates Ltd,"David Beck Stone Yard, Ladyship Mills, Old Lane, Halifax              HX3 5QN",68132743,"C/O John Crossley Carpets Ltd, Bankfield Works, Haley Hill, Halifax, HX3 6ED",2025,Land Used For Vehicle Training,Rateable Value below threshold
,"4 Savile Park Street, Halifax, HX1 3DX",68476004,,2500,Shop and Premises,Rateable Value below threshold
Max Bars Lp,"Abc Cinema, Commercial Street, Halifax, HX1 1BX",64660702,"Cavendish House, 18 Cavendish Square, London, W1G 0PJ",72000,Club and Premises,Listed Building
Dean Clough Ltd,"Office Suite E328, Dean Clough Mills, Halifax, HX3 5AX",64778818,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",6000,Office,Listed Building
,"The Pump House, Broad Hollin Farm, Hollins Lane, Ripponden           HX6 4LE",77102700,,1250,Store And Premises,Empty Property - RV < 15000
,"Office 10 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",65620707,,6000,Office,Listed Building
Blackshaw Holdings Ltd,"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF",68908712,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",3900,Stone Yard And Premises,Unoccupied Land
Calderdale Mbc Land & Property Services,"60 Rustic, Piece Hall, Halifax, HX1 1RE",68252720,"Northgate House, Northgate, Halifax, HX1 1UN",2600,Shop and Premises,Listed Building
The Original Wholesale Liquor Store Ltd (In Liquidation),"9-11 King Street, Brighouse, HD6 1NX",29372713,,28500,Shop And Premises,Empty Relief - Post 01/04/2008
,"9 Carlton Street, Halifax, HX1 2AL",64488709,,5300,Offices and Premises,Empty Relief - Post 01/04/2008
Halifax Chiropractic Centre Ltd,"First Floor, 20 Clare Road, Halifax, HX1 2HX",64584787,"20 Clare Road, Halifax, HX1 2HX",3800,Offices And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 304 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212743,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",187,Store And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 101 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212722,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",355,Store And Premises,Listed Building
,"Car Sales Site, Junction Of Trimmingham Lane, Burnley Road, Halifax              HX2 7JG",64444707,,1800,Car Sales Site and Premises,Empty Property - RV < 15000
Royal London Mutual Insurance Society Ltd,"Church St Filling Station, Church Street, Halifax, HX1 1QY",64572703,"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",3000,Store And Premises,Empty Relief - Post 01/04/2008
,"2 Park Row, Brighouse, HD6 1AB",29456704,,11500,Gymnasium And Premises,Awaiting occupation
Slater & Gordon (Uk) Llp,"1ST Floor Crossley Mill, Dean Clough Industrial Park, Halifax, HX3 5AX",64784707,"Landore Court, 51 Charles Street, Cardiff, CF10 2GD",34250,Offices and Premises,Awaiting occupation
The Administrators Of Unibrook Ltd,"62 Horton Street, Halifax, HX1 1QE",65388062,"Capa Audit & Property Advisors, Audit Department, Po Box 29416, Glasgow, G67 1XU",41500,Showroom And Premises,Company in Administration (Empty)
,"32 Pellon Lane, Halifax, HX1 5SP",68236032,,390,Store and Premises,Empty Property - RV < 15000
,"8,10 ,12 Crossley Street, Halifax, HX1 1UG",64748714,,36000,Offices and Premises,Listed Building
,"Offices 2,3,6,9,14&15, The Spire, Leeds Road, Lightcliffe          HX3 8NU",65620716,,12000,Offices And Premises,Listed Building
S Sheard & Sons Ltd,"Calder Street, West Vale, Halifax, HX4 8AQ",64480703,,9600,Workshop And Premises,Empty Relief - Post 01/04/2008
,"14 Square, Halifax, HX1 1RJ",68700014,,10000,Shop and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Land & Property Services,"66 Rustic, Piece Hall, Halifax, HX1 1RE",68252718,"Northgate House, Northgate, Halifax, HX1 1UN",1700,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"67 Rustic, Piece Hall, Halifax, HX1 1RE",68252778,"Northgate House, Northgate, Halifax, HX1 1UN",2500,Shop and Premises,Listed Building
,"Part Basement, 2 Wards End, Halifax, HX1 1DD",69264744,,1650,Store And Premises,Rateable Value below threshold
,"75 Southgate, Elland, HX5 0DQ",56224736,,3500,Offices and Premises,Empty Relief - Post 01/04/2008
,"Part 3rd Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge       HX7 5NR",76444706,,1925,Workshop And Premises,Listed Building
C F K Developments (Croft Myl) Llp,"Croftmyl, Gf Office A1, West Parade, Halifax              HX1 2EQ",69360756,"Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",1500,Offices And Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 16E, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628791,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",1250,Offices and Premises,Rateable Value below threshold
Whittingtons & Sylvester (Pension Fund),"Music 3, 7 Martin Street, Brighouse, HD6 1DA",29408718,"32 High Street, Brighouse, HD6 1DE",2025,Offices And Premises,Rateable Value below threshold
R E Dickie Ltd,"West End Works, Parkinson Lane, Halifax, HX1 3UB",68224730,"West End Works, Parkinson Lane, Halifax, HX1 3UW",15750,Workshop And Premises,Empty Relief - Post 01/04/2008
Gallyville Ltd,"11 Southgate House, Southgate, Halifax, HX1 1DE",68656011,"F.A.O. Mr Clifford D Wing, Parkside House, 41 Walsingham Road, Enfield, Middlesex, EN2 6EY",9800,Office and Premises,Empty Relief - Post 01/04/2008
Unitward Ltd,"Sedburgh Road, Halifax, HX3 9HB",68520710,"Atlas Works, Sedburgh Road, Halifax, West Yorkshire, HX3 9HB",8100,Land Used For Storage and Premises,Empty Relief - Post 01/04/2008
,"Office 3 First Floor, Linden Works, Linden Road, Hebden Bridge        HX7 7DP",76340721,,1225,Offices and Premises,Rateable Value below threshold
,"Arundel Street, Halifax, HX1 4LE",64084704,,2450,Warehouse And Premises,Rateable Value below threshold
,"2nd Floor, Arundel Street, Halifax, HX1 4LE",64084707,,1025,Store And Premises,Rateable Value below threshold
,"5 Crown Street, Hebden Bridge, HX7 8EH",76176005,,5400,Shop and Premises,Empty Relief - Post 01/04/2008
Valley Kitchens Ltd,"Unit 2, Burnley Road Garage, Mytholmroyd, Hebden Bridge       HX7 5AD",76088729,,5600,Showroom And Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"Unit 4C, Victoria Works Business Park, Calder Street, Brighouse            HD6 1LZ",29124711,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2050,Store And Premises,Empty Property - RV < 15000
,"Old Town Mill, Wadsworth, Hebden Bridge, HX7 8TE",76420718,,5500,Workshop And Premises,Listed Building
E.P.I.C Plc,"1ST & 2ND Floors, 19 Commercial Street, Brighouse, HD6 1AF",29196732,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",4450,Offices And Premises,Empty Relief - Post 01/04/2008
Millcraft Associates,"Unit 13 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256716,"Bridge Mill, St George's Square, Hebden Bridge, HX7 8ET",840,Workshop And Premises,Qualifying industrial hereditament
Ryden Llp,"2 Richmond House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088879,"7 Conference Square, Edinburgh, EH3 8AN",5000,Warehouse And Premises,Qualifying industrial hereditament
,"Unit 2 Riverside Works, Luddendenfoot, Halifax, HX2 6HU",64356702,,6400,"Warehouse, Offices and Premises",Qualifying industrial hereditament
Calderdale Mbc Markets Manager,"Market Stall 25-26, Market Hall, Borough Market, Halifax             HX1 1DZ",64288721,"19 Albion Street, Halifax, HX1 1DU",5000,Shop And Premises,Listed Building
,"Office 4, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",64480712,,1425,Office,Rateable Value below threshold
Bizspace Ltd,"Unit 11, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628826,"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",9600,Offices and Premises,Empty Relief - Post 01/04/2008
,"The Gateway, Lowfields Close, Lowfields Business Park, Elland               HX5 9DX",56174773,,57500,Offices and Premises,Awaiting occupation
,"Lever Street, Todmorden, OL14 5QF",78284701,,2325,Store And Premises,Rateable Value below threshold
,"A & B Installations, Lock Hill Mills, Holmes Road, Sowerby Bridge       HX6 3LD",77284745,,16250,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Office 15, 11 Owler Ings Road, Brighouse, HD6 1EJ",29452737,,1075,Offices and Premises,Empty Property - RV < 15000
Kino & Co,"Unit 5C, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344515,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",870,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unofficial Address, Unit 201 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124728,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2125,Offices And Premises,Rateable Value below threshold
,"Unit 10, 32 Huddersfield Road, Brighouse, HD6 1HA",29344842,,9800,Offices and Premises,Empty Relief - Post 01/04/2008
Towngate Plc,"Suites 4 & 6 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656756,"C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",5400,Offices And Premises,Awaiting occupation
C F K 052 Llp,"Office B15 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",69360736,"Unit 1, Rudgate Court, Walton, Wetherby, LS23 7BF",2650,Offices and Premises,Empty Relief - Post 01/04/2008
C F K 052 Llp,"Office B22 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",69360740,"Unit 1, Rudgate Court, Walton, Wetherby, LS23 7BF",3450,Offices and Premises,Empty Relief - Post 01/04/2008
,"Office 4 Unit 3, Farrar Mill Yard, Farrar Mill Lane, Halifax              HX3 9EU",65068714,,950,Offices And Premises,Rateable Value below threshold
London & Scottish Property Ltd,"1 Wellington Arcade, Briggate, Brighouse, HD6 1DN",29624001,,12000,Shop and Premises,Empty Relief - Post 01/04/2008
,"Part Ground Floor, Machpelah Works, Machpelah, Hebden Bridge       HX7 8AU",76356705,,1500,Workshop And Premises,Listed Building
Kino & Co,"Office H M 3.0, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344854,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1050,Offices and Premises,Rateable Value below threshold
,"10 Bull Green, Halifax, HX1 5AB",64436010,,7300,Shop and Premises,Empty Relief - Post 01/04/2008
Swinton Group Ltd,"Fieldhead House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288708,"Attn Andrew Mellor, Swinton House, 6 Great Marlborough Street, Manchester, M1 5SW",30500,Offices and Premises,Empty Relief - Post 01/04/2008
Thornber Chicks Ltd,"Unit 4B, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",76468727,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",3100,Workshop And Premises,Empty Relief - Post 01/04/2008
,"19 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",76088019,,1825,Shop and Premises,Flood Relief Application 2015/16
Finestreet Ltd,"21B Back Halifax Road, Todmorden, OL14 5AG",78192770,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",2275,Offices and Premises,Empty Property - RV < 15000
Singletrack Media Ltd,"23 Dale Street, Todmorden, OL14 5PX",78116023,"Barclays Bank Chambers, Market Street, Hebden Bridge, HX7 6AD",2250,Offices And Premises,Rateable Value below threshold
Blackshaw Holdings Ltd,"Office 2 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084865,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2025,Offices And Premises,Empty Property - RV < 15000
W Younger Developments Ltd,"Unit 6, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",29052751,"Po Box 25, Brighouse, HD6 1WR",11750,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"Ground Floor, Old Town Mill, Wadsworth, Hebden Bridge        HX7 8SW",76420729,,6000,Warehouse And Premises,Listed Building
Binns & Sons (Greetland) Ltd,"Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8NF",68444734,"The Woodlands, Rochdale Road, Greetland, Halifax, HX4 8PH",4300,Workshop And Premises,Empty Relief - Post 01/04/2008
Shaw Lodge Mills Ltd,"Level 2 The 1830 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526707,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",2250,Warehouse And Premises,Listed Building
,"23 Roils Head Road, Halifax, HX2 0NQ",68396023,,1975,Shop and Premises,Rateable Value below threshold
Shaw Lodge Mills Ltd,"The Engine House (A), Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526712,"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",2425,Vehicle Repair Workshop And Premises,Rateable Value below threshold
,"Land Adj. Hartsoil House, Highmoor Lane, Cleckheaton, BD19 6LL",79048704,,7900,Empty Garden Centre and Premises,Empty Relief - Post 01/04/2008
Dean Clough Ltd,"Part 4TH Floor F Mill, Dean Clough Mills, Halifax, HX3 5AX",64778797,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",128000,Offices and Premises,Listed Building
Warmco Space Heating Ltd,"Unit 301 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",56212741,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",177,Store And Premises,Rateable Value below threshold
,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276706,,1150,Offices and Premises,Listed Building
Westfield Properties,"Unit 1, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164729,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",2350,Workshop And Premises,Empty Property - RV < 15000
,"First Floor, 32 Fenton Road, Halifax, HX1 3PP",65072724,,1250,Store And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Unit 22 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056751,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",2000,Offices And Premises,Rateable Value below threshold
Calderdale Mbc,"Art Galleries, Piece Hall, Halifax, HX1 1RE",68252795,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",7600,Art Gallery And Premises,Listed Building
Ideal Boats Company Ltd,"Unit 21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",78076872,"Woodbottom Mill, Hollins Road, Todmorden, OL14 6PG",3200,Workshop And Premises,Flood Relief Application 2015/16
Marrtree Investments Limited,"Unit 23, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",29080777,"4a Greengate, Cadale Park, Harrogate, HG3 1GY",1325,Land Used For Storage and Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Storage Land At, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",77340703,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1725,Car Park,Empty Property - RV < 15000
Burnley Road Ltd,"Stubley Lane Works, Burnley Road, Todmorden, OL14 7EF",78076897,"P O Box 62, Todmorden, OL14 8WS",5000,Land Used For Storage And Premises,Unoccupied Land
Blackshaw Holdings Ltd,"Unit 27 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056750,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1975,Offices And Premises,Rateable Value below threshold
Birds Royd Property Co Ltd,"Office 3 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",29052747,"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",1700,Offices,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Office 3 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084822,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",1825,Office,Empty Property - RV < 15000
Kino & Co,"Office H M 2.10, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344881,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1200,Office,Rateable Value below threshold
Units To Let [Northern] Ltd,"Part 1ST & 2ND Floor, Unit 18 Mill House Works, Triangle, Sowerby Bridge       HX6 3LN",77352751,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",940,Store And Premises,Empty Property - RV < 15000
Calderdale Mbc,"Calder College Pt Grd Fl, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX",78076513,"Asset Management Cafm, 1st Floor, Northgate House, HX1 1UN",10750,College And Premises,Empty Relief - Post 01/04/2008
Industrials Uk Ltd Partnership,"White Lee Estates Office, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",76088829,"C/O Ryden Llp, 3rd Floor Carlton Tower, 34 St Paul's Street, Leeds, LS1 2QB",2075,Office,Empty Property - RV < 15000
Bramleys Estate Agents,"9 Russell Street, Halifax, HX1 1RL",68424009,"14 St Georges Square, Huddersfield, HD1 1JF",24500,Shop and Premises,Listed Building
Coal Pension Properties Ltd,"25 Woolshops, Halifax, HX1 1RU",69536025,"C/O Capita Property &, Infrastructure Ltd, 65 Gresham Street, London, EC2V 7NQ",41000,Shop and Premises,Listed Building
,"Battinson Road Mills, Battinson Road, Halifax, HX1 5PR",64176704,,35500,Warehouse And Premises,Empty Relief - Post 01/04/2008
Kino & Co,"Unit Hm 1.04, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SW",65344501,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1125,Store &  Premises,Empty Property - RV < 15000
,"S/0 14 Bottomley Street, Brighouse, HD6 4AR",29072700,,1850,Store And Premises,Rateable Value below threshold
Marshalls Mono Ltd,"Hall Ings, Southowram, Halifax, HX3 9RQ",65240700,"A Johnson - Group Prop Manager, Marshalls Plc, Landscape House, Premier Way, Lowfields Business Park, Elland, HX5 9HT",2425,Store And Premises,Rateable Value below threshold
,"Stod Fold Barn Bunkhouse, Stod Fold, Mixenden, Halifax             HX2 8XL",68854701,,560,Bunkhouse And Premises,Empty Property - RV < 15000
,"52 Market Street, Hebden Bridge, HX7 6AA",76360052,,4250,Restaurant and Premises,Flood Relief Application 2015/16
,"White Swan Hotel, Bridge Gate, Hebden Bridge, HX7 8EX",76060704,,15500,Public House and Premises,Flood Relief Application 2015/16
