Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,52.28,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,53.5,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,55.52,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,61.8,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,66.7,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,70.32,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,89.43,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,106.7,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,107.86,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,110.85,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,122.64,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,128.15,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,133.78,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,143.51,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,149.39,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,150.93,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,164.61,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,165.84,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,98.5,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,101.74,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,178.49,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,35.06,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,31.29,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,39.55,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,40.02,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,55.64,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,69.71,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,136.64,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,125.3,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,148.14,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,165.39,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,125.51,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,131.63,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,157.84,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,64.78,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,40.6,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,45.56,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,55.46,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,45.73,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,46.32,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,73.99,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,47.76,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,26.32,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,28.23,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,34.97,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,63.08,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,66.39,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,70.58,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,71.37,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,62.19,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,67.81,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,77.37,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,65.16,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,80.63,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,143.5,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,31.93,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,48.14,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,77.69,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,27.32,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,45.07,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,54.25,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,64.67,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,47.05,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,54.8,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,59.85,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,73.03,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,63.85,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,65.29,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,65.9,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,125,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,46.84,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,49.22,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,40.98,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,42.38,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,23.55,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,53.1,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,47.55,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,44.57,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,41.14,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,76.63,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,77.11,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,59.1,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,60.94,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,52.52,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,56.13,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,54.25,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,56.46,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,53.83,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,55.83,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,56.96,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,51.69,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,55.88,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,60.63,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,48.69,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,60.93,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,46.86,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,50.53,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 27/12/2017,AAS0285207,24.37,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,25.35,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,31.14,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,40.98,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 12/12/2017,AAS0285127,38.39,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,43.31,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,51.67,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,45.46,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 05/12/2017,AAS0284927,64.35,N,N,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 19/12/2017,AAS0285129,71.63,N,N,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Premises Insurance,2801,FUTURE PROPERTIES 1ST LIMITED,A0091296, 14/12/2017,AAS0284946,2723.33,N,N,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,G A CLARK (HARDWARE) LTD,A0000565, 20/12/2017,PCO0285032,9.2,N,N,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,CD14,G O`NEILL PLUMBING SERVICES LIMITED,A0091356, 07/12/2017,HMR0284705,2400,N,N,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 07/12/2017,DAL0284754,3.5,N,N,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 07/12/2017,DAL0284754,4.8,N,N,N,N/A
Pendle Borough Council,Planning & Building Control,,Fees Income : Non-VATable,9302,REDACTED - PERSONAL DATA,A0091366, 14/12/2017,PBC0284812,385,N,N,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GIBSONS GARDEN MACHINERY LTD,A0001201, 14/12/2017,PCO0284883,12.02,N,N,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GIBSONS GARDEN MACHINERY LTD,A0001201, 14/12/2017,PCO0284883,39.2,N,N,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM : Other Equipment,4003,GLASDON UK LIMITED,A0078667, 20/12/2017,OPS0284960,27.56,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 18/12/2017,AAS0285123,7,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 18/12/2017,AAS0285123,1412.13,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/12/2017,AAS0285121,7,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/12/2017,AAS0285122,7,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/12/2017,AAS0285121,1062.72,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 18/12/2017,AAS0285122,1326.69,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284836,65.38,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284865,93.25,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284869,122.25,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284871,197.35,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284858,145.84,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284862,137.67,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284830,706.15,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284876,28.65,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284831,114.76,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284879,155.69,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284877,87.76,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284837,81.42,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284857,127.75,N,N,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,PCO0284907,132,N,N,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 14/12/2017,PCO0284845,261.54,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284860,23.13,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284874,41.83,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284835,48.45,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284864,48.45,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284878,80.33,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284833,85.83,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284861,124.35,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284859,129.85,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284873,41.83,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284832,41.83,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284834,48.45,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284868,90.23,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284875,61.63,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284838,100,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284856,100,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 14/12/2017,OPS0284889,700,N,N,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 20/12/2017,OPS0284965,700,N,N,N,N/A
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 14/12/2017,PCO0284844,672,N,N,N,N/A
Pendle Borough Council,Financial Services,Support Services,District Audit Fees,7202,GRANT THORNTON UK LLP,A0084044, 20/12/2017,AAS0285108,10157.5,N,N,N,N/A
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,2,GREENVALE PRODUCTS LIMITED,A0043407, 07/12/2017,PCO0284738,6,N,N,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,HEALTH & SAFETY EXECUTIVE,A0042138, 07/12/2017,OPS0284768,1354.5,N,N,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 14/12/2017,PER0284931,148,N,N,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,REDACTED - PERSONAL DATA,A0091383, 20/12/2017,REG0285066,160,N,N,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Recruitment,1221,HEMMING GROUP LIMITED,A0042744, 07/12/2017,PER0284786,850,N,N,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Seminars etc All Costs,4601,HEMMING GROUP LIMITED,A0042744, 14/12/2017,MAN0284818,140,N,N,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Salaries,CD13,HILL DICKINSON LLP,A0080232, 07/12/2017,HMR0284706,817,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0083319, 18/12/2017,AAS0285124,45,N,N,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0083319, 18/12/2017,AAS0285124,2217,N,N,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090353, 07/12/2017,TRE0284794,225,N,N,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090353, 07/12/2017,TRE0284793,300,N,N,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090353, 07/12/2017,TRE0284795,825,N,N,N,N/A
