Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£1,707.19"
16/12/2013,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SUNRISE TEAM,"£4,496.47"
16/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£5,547.09"
16/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£2,454.02"
16/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
16/12/2013,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
16/12/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£4,780.35"
16/12/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,SCHOOL IMPROVEMENT TEAM,"£1,492.89"
16/12/2013,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£658.23
16/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,"£1,582.90"
16/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,£985.09
16/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£760.72
16/12/2013,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,£688.43
16/12/2013,HAYS SOCIAL CARE,Human Resources,LEARNING DIS & MENTAL HEALTH,SENIOR MANAGEMENT TEAM,"£1,648.87"
20/12/2013,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£2,320.00"
13/12/2013,HEALTH & SAFETY SOLUTIONS (NW) LTD,Health & Safety ,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£602.60
17/12/2013,HENRY ALTY LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£1,884.79"
12/12/2013,HEYWOOD BUSINESS GROUP,Financial Services,CORPORATE SERVICES,HEYWOOD TOWNSHIP FUNDS - EVENTS,"£7,800.00"
10/12/2013,HIRST CONSERVATION                   (S),Leisure Services,PROPERTY AND HIGHWAYS,TOWN HALL WORKS IDENTIFIED PAINT ANA 323,"£4,199.46"
06/12/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,051.05"
13/12/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,435.33"
20/12/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,206.34"
20/12/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,206.34"
16/12/2013,IAN FARMER ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,BOARSHAW - PLACE PLANNING,"£1,557.72"
16/12/2013,IAN FARMER ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,HOPWOOD - PLACE PLANNING,"£1,557.72"
16/12/2013,IAN FARMER ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,MIDDLETON PARISH - PLACE PLANNING,"£1,557.72"
16/12/2013,IAN FARMER ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"£1,557.72"
16/12/2013,IAN FARMER ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,"£1,557.72"
16/12/2013,INCLUSION HOUSING,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,£875.80
16/12/2013,INCLUSION HOUSING,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,£875.80
16/12/2013,INCLUSION HOUSING,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,£875.80
20/12/2013,INCLUSION HOUSING,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CONTRACTS,£875.80
06/12/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,007.24"
13/12/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,809.32"
20/12/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,717.97"
20/12/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,717.97"
17/12/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,197.21"
17/12/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,203.30"
17/12/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,044.96"
09/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"£21,124.12"
04/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£10,430.00"
09/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£201,494.10"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£18,708.84"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£2,566.62"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£2,560.73"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£2,299.26"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£24,442.44"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£9,333.98"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£1,598.30"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£12,388.44"
19/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£74,594.51"
20/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£60,716.94"
20/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£7,137.44"
04/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£3,416.74"
17/12/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST CUTHBERTS RC SECONDARY(BSF),"£931,309.91"
10/12/2013,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"£319,944.77"
02/12/2013,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£8,907.39"
11/12/2013,INSTITUTE OF PUBLIC FINANCE LIMITED,Financial Services,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,£796.00
11/12/2013,INSTITUTE OF PUBLIC FINANCE LIMITED,Financial Services,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£1,276.00"
04/12/2013,INTACT PROJECTS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,£520.00
02/12/2013,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,"£8,914.80"
02/12/2013,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£8,670.00"
06/12/2013,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,"£1,220.00"
12/12/2013,INTERNET PHARMACY LTD,Medical,PUBLIC HEALTH,SMOKING AND TOBACCO COMMISSIONING,"£1,340.84"
23/12/2013,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HEYWOOD CEMETERY IMPROVEMENTS,"£2,013.38"
02/12/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
12/12/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
18/12/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
19/12/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£729.00
12/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP CLAY LANE,"£37,403.54"
18/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP MIDDLETON MICRO ASPHALT,"£1,167.28"
18/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP PENNINE MICRO ASPHALT,"£6,485.19"
18/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP ROCHDALE MICRO ASPHALT,"£36,960.91"
18/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP MIDDLETON MICRO ASPHALT,"£10,078.95"
18/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP MIDDLETON MICRO ASPHALT,"£2,065.20"
12/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP FERNDALE AVENUE,"£22,684.88"
12/12/2013,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP MARSDEN CLOSE,"£17,513.30"
04/12/2013,J GREENWOOD (BUILDERS) LIMITED       (S),"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,TOWN HALL REROOFING WORKS- PH1 CLOCK TOW,"£79,997.35"
10/12/2013,J L SOCKETT PLUMBING & BUILDING,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,475.00"
18/12/2013,JADE TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£5,423.90"
18/12/2013,JADE TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£5,365.50"
17/12/2013,JAMES ALPE LIMITED,Vehicles,ECONOMY AND ENVIRONMENT,SMOKE FREE BOROUGH,"£1,355.94"
18/12/2013,JC APPLICATIONS DEVELOPMENT,Information Communication Technology,CORPORATE SERVICES,INSURANCE,"£3,266.00"
09/12/2013,JGM AGENCY,Facilities & Management Services,FINANCE AND PROCUREMENT,PR AND MARKETING,"£6,636.00"
06/12/2013,JOANNE PLATT ASSOCIATES LTD,Consultancy,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£10,920.00"
06/12/2013,JOANNE PLATT ASSOCIATES LTD,Consultancy,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£11,960.00"
03/12/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£874.00
03/12/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,178.00"
17/12/2013,JULIEW CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,750.00"
10/12/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,£793.00
13/12/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,£793.00
17/12/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,£793.00
19/12/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,£793.00
16/12/2013,K PENDLEBURY,Unclassifiable,EARLY HELP AND SCHOOLS,ST EDWARDS ROOF REPLACEMENT,"£19,647.22"
03/12/2013,K T LITHO PRINTERS LIMITED,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,£669.00
12/12/2013,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,WINTER SERVICE DEPOT,"£203,519.71"
19/12/2013,KAPOOR CHEMISTS LTD,Medical,PUBLIC HEALTH,INFECTIOUS DESEASES,"£1,245.00"
16/12/2013,KAPOOR CHEMISTS LTD,Medical,PUBLIC HEALTH,SMOKING AND TOBACCO COMMISSIONING,"£1,586.58"
06/12/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£2,400.00"
03/12/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,000.00"
03/12/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,714.20"
13/12/2013,KONE PLC                             (S),Facilities & Management Services,ECONOMY AND ENVIRONMENT,MUNICIPAL OFFICES,"£13,881.65"
09/12/2013,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"£1,039.50"
09/12/2013,KRONMAN WRIGHT LIMITED,Consultancy,CORPORATE SERVICES,LEGAL SERVICES,"£1,197.00"
09/12/2013,KRONMAN WRIGHT LIMITED,Consultancy,CORPORATE SERVICES,LEGAL SERVICES,"£1,323.00"
17/12/2013,LANCASHIRE CARE NHS FOUNDATION TRUST,Medical,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£2,169.00"
03/12/2013,LANDMARK GROUNDS MAINTENANCE SUPPLIES,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ARBORICULTURE,"£1,020.40"
09/12/2013,LANDSCAPE ENGINEERING LIMITED        (S),"Works - Construction, Repair & Maintenance",CORPORATE SERVICES,MIDDLETON LIBRARY REFURB,"£4,944.52"
13/12/2013,LAPSILLE LTD,Education,EARLY HELP AND SCHOOLS,SEND PATHFINDER,"£1,350.00"
06/12/2013,LEMON MCCARTHY & ASSOCIATES LTD,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,£700.00
23/12/2013,LEONARD CHESHIRE FOUNDATION WALES & WEST,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£925.65
01/12/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,108.33"
01/12/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,083.33"
01/12/2013,LINK4LIFE (CHARITY),Leisure Services,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"£292,216.66"
09/12/2013,LINK4LIFE (TRADING),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£1,900.00"
01/12/2013,LINK4LIFE (TRADING),Leisure Services,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"£8,591.67"
04/12/2013,LITTLEBOROUGH PRIVATE HIRE,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,883.00"
10/12/2013,LOCKHART CATERING EQUIPMENT,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£607.56
15/12/2013,M N PROPERTY CONSULTANTS,Consultancy,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£43,625.00"
06/12/2013,MACE LIMITED,Consultancy,FINANCE AND PROCUREMENT,SOCIAL FUND,"£2,800.00"
06/12/2013,MACE LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,"£2,000.00"
24/12/2013,MAHOOD BROTHERS,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,£659.00
16/12/2013,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,269.04"
16/12/2013,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,269.04"
16/12/2013,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,225.28"
19/12/2013,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,094.00"
20/12/2013,MANCHESTER DOGS HOME,Environmental Services,ECONOMY AND ENVIRONMENT,DOG WARDEN,"£1,662.88"
19/12/2013,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,ICES,"£17,915.05"
02/12/2013,MASSEY & HARRIS (ENGINEERING) LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£3,600.00"
03/12/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£570.49
04/12/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£1,413.69"
10/12/2013,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,520.00"
18/12/2013,MEADOWS CARE LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,520.00"
04/12/2013,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,CORPORATE SERVICES,PR AND MARKETING,"£1,154.25"
11/12/2013,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,CORPORATE SERVICES,PR AND MARKETING,"£1,127.25"
17/12/2013,MICK TAYLOR LIMITED          (S),Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,530.00"
01/12/2013,MIDDLETON TRAMPOLINING CLUB,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,599.08"
20/12/2013,MIDLAND SOFTWARE LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£16,648.92"
18/12/2013,MILLENNIUM TRANSLATIONS,Human Resources,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£660.00
06/12/2013,MILNROW CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£535.00
17/12/2013,MISCO,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,£854.00
20/12/2013,MISCO,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,£710.00
06/12/2013,REDACTED - PERSONAL DATA,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
16/12/2013,REDACTED - PERSONAL DATA,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
24/12/2013,REDACTED - PERSONAL DATA,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
01/12/2013,MOSAIC COMMUNITY CARE LTD,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,088.50"
10/12/2013,MOTT MACDONALD LIMITED,Human Resources,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£5,313.19"
18/12/2013,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,S215 WORKS CAPITAL,"£2,450.00"
18/12/2013,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,"£1,605.00"
24/12/2013,MR DAVID PARTINGTON,Unclassifiable,ECONOMY AND ENVIRONMENT,HOUSING STRATEGY,£600.00
02/12/2013,MR GARY P DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,995.00"
19/12/2013,MR GARY P DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,496.25"
04/12/2013,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,984.60"
04/12/2013,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,984.60"
04/12/2013,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,870.00"
23/12/2013,MR JOHN HUNTER,Unclassifiable,ECONOMY AND ENVIRONMENT,ENFORCEMENT,£720.00
17/12/2013,MR R A LEES,Unclassifiable,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£3,400.00"
06/12/2013,MR R A LEES,Unclassifiable,ECONOMY AND ENVIRONMENT,ARBORICULTURE,£600.00
17/12/2013,MULTICULTURAL ARTS AND MEDIA CENTRE,Leisure Services,CORPORATE SERVICES,COMMUNITIES & ENGAGEMENT PRIORITY FUND,"£2,000.00"
23/12/2013,NATHANIEL LICHFIELD & PARTNERS,Consultancy,ECONOMY AND ENVIRONMENT,DEVELOPMENT CONTROL MGT,"£2,000.00"
19/12/2013,NATIONAL CHILDRENS BUREAU ENTERPRISES LT,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ASSISTANT DIRECTOR EARLY HELP AND SCHOOL,"£10,800.00"
10/12/2013,NCDP LIMITED,Medical,EARLY HELP AND SCHOOLS,ICAN,£510.00
16/12/2013,NEIL SIMPSON & SON                   (S),"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£7,452.51"
16/12/2013,NEIL SIMPSON & SON                   (S),"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£8,100.00"
04/12/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,136.00"
04/12/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£7,954.00"
04/12/2013,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
17/12/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,"£1,654.03"
17/12/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£501.43
17/12/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£557.14
17/12/2013,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,£780.00
09/12/2013,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,547.28"
09/12/2013,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"£1,455.30"
16/12/2013,NEWBRIDGE HEALTHCARE LTD,Medical,PUBLIC HEALTH,SMOKING AND TOBACCO COMMISSIONING,£623.98
16/12/2013,NO GRAFFITI (MANCHESTER) LTD,Environmental Services,ECONOMY AND ENVIRONMENT,GRAFFITI TEAM,£600.00
03/12/2013,NORTH WEST PORTABLES,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,£592.00
20/12/2013,NORTHERN LIGHT FILMS,Facilities & Management Services,ECONOMY AND ENVIRONMENT,MIDDLETON TOWNSHIP HERITAGE INITIATIVE,"£3,150.00"
03/12/2013,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£14,700.00"
09/12/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,BLUE BADGES,"£1,311.00"
06/12/2013,NORTHGATEARINSO UK LTD,Facilities & Management Services,CORPORATE SERVICES,MANAGEMENT ADMIN,"£3,538.28"
13/12/2013,NPOWER LIMITED,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,"£164,724.50"
10/12/2013,NSL LIMITED,Consultancy,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£6,148.00"
10/12/2013,NSL LIMITED,Consultancy,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£35,463.11"
06/12/2013,NUGENT CARE SOCIETY,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,£750.00
