Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,Liable Person,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV�
,225.6,O,0,,6550035019,0,0,0,,0,,0,0,CA,470,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,28/02/2008,ADVERTISING RIGHT,IN FRONT OF WOOLWORTHS,PRINCES STREET,STOCKPORT,,SK1 1PL,ADVERTISING RIGHT AND PREMISES
,225.6,O,0,,8358002009,0,0,0,,0,,0,0,CA,470,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,28/02/2008,ADVERTISING RIGHT,ADJ TO DEBENHAMS,WELLINGTON ROAD NORTH,STOCKPORT,,SK4 4QH,ADVERTISING RIGHT AND PREMISES
,225.6,O,0,,6550059009,0,0,0,,0,,0,0,CA,470,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,28/02/2008,ADVERTISING RIGHT,IN FRONT OF MARKS & SPENCER,PRINCES STREET,STOCKPORT,,SK1 1RW,ADVERTISING RIGHT AND PREMISES
,225.6,O,0,,6550073019,0,0,0,,0,,0,0,CA,470,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,28/02/2008,ADVERTISING RIGHT,IN FRONT OF LEISURE TIME,PRINCES STREET,STOCKPORT,,SK1 1RW,ADVERTISING RIGHT AND PREMISES
,225.6,O,0,,6550011019,0,0,0,,0,,0,0,CA,470,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,28/02/2008,ADVERTISING RIGHT,IN FRONT OF BHS LTD,PRINCES STREET,STOCKPORT,,SK1 1SL,ADVERTISING RIGHT AND PREMISES
,225.6,O,0,,3456001009,0,0,0,,0,,0,0,CA,470,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,28/02/2008,ADVERTISING RIGHT,ADJ CAR PARK ENTRANCE,GREAT EGERTON STREET,STOCKPORT,,SK1 1AA,ADVERTISING RIGHT AND PREMISES
,384,O,0,,5593089009,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,01/02/2009,SITE NO 6,MERSEY SQUARE,STOCKPORT,,,SK1 1NU,ADVERTISING RIGHT
,384,O,0,,5593089029,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,01/02/2009,SITE NO 7,MERSEY SQUARE,STOCKPORT,,,SK1 1NU,ADVERTISING RIGHT
,384,O,0,,5593089039,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,01/02/2009,SITE NO 10,ADJ 192 BUS STOP,MERSEY SQUARE,STOCKPORT,,SK1 1NU,ADVERTISING RIGHT
,384,O,0,,3458000009,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,31/07/2008,FRONTING,PEEL CENTRE,GREAT PORTWOOD STREET,STOCKPORT,,SK1 2HH,ADVERTISING RIGHT
,384,O,0,,8359299019,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,01/10/2008,ADJ,STOCKPORT COLLEGE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK1 3UQ,ADVERTISING RIGHT
,384,O,0,,5593089019,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,01/02/2009,SITE NO 12,MERSEY SQUARE,STOCKPORT,,,SK1 1NU,ADVERTISING RIGHT
,288,O,0,,3153001029,0,0,0,,0,,0,0,CA,600,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,01/09/2008,OPPOSITE 1,FIVEWAYS PARADE,HAZEL GROVE,STOCKPORT,,SK7 6DT,ADVERTISING RIGHT AND PREMISES
,384,O,0,,7479001019,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,18/01/2010,AD RIGHT 7001/1,SAFEWAY SUPERMARKET,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2AN,ADVERTISING RIGHT
,384,O,0,,7479001029,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,18/01/2010,AD RIGHT 7002/1,SAFEWAY SUPERMARKET,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2AN,ADVERTISING RIGHT
,384,O,0,,7479001039,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,18/01/2010,AD RIGHT 7003/1,SAFEWAY SUPERMARKET,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2AN,ADVERTISING RIGHT
,1152,O,0,,7479001069,0,0,0,,0,,0,0,CA,2400,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,18/01/2010,AD RIGHT 6001/1,SAFEWAY SUPERMARKET,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2AN,ADVERTISING RIGHT
,228,O,0,,6550003059,0,0,0,,0,,0,0,CA,475,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,05/09/2012,SITE NO 13,PRINCES STREET,STOCKPORT,,,SK1 1SL,ADVERTISING RIGHT AND PREMISES
,384,O,0,,8359100019,0,0,0,,0,,0,0,CA,800,J C DECAUX UK LTD,ESTATES DEPARTMENT,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,18/12/2008,FRONTING,214 WELLINGTON ROAD SOUTH,STOCKPORT,,,SK2 6RS,ADVERTISING RIGHT
,19800,O,0,,715013029,0,536.25,0,,0,,0,0,IF3O,41250,J CARDWELL LTD,2A-2B MACKENZIE IND ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0SB,01/07/2004,2A-2B,MCKENZIE INDUSTRIAL ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,"WORKSHOP, OFFICE AND PREMISES"
,25200,O,0,,8420000239,0,682.5,0,,0,,0,0,IF3,52500,J D HUGHES FABRICATIONS LTD,PHOENIX WORKS,WHITEFIELD ROAD,BREDBURY,STOCKPORT,,SK6 2QR,01/01/2011,UNIT 6,PHOENIX WORKS,WHITEFIELD ROAD,BREDBURY,STOCKPORT,SK6 2QR,WORKSHOP AND PREMISES
,10680,O,0,,8420000199,0,289.25,0,,0,,0,0,IF3,22250,J D HUGHES FABRICATIONS LTD,PHOENIX WORKS,WHITEFIELD ROAD,BREDBURY,STOCKPORT,,SK6 2QR,01/01/2011,UNIT 1,PHOENIX WORKS,WHITEFIELD ROAD,BREDBURY,STOCKPORT,SK6 2QR,WORKSHOP AND PREMISES
,52800,O,0,,5098204269,0,1430,0,,0,,0,0,CL,110000,J D WETHERSPOON PLC,VENDOR NUMBER 700875,C/O RATING SUPPORT UNIT,BNP PARIBAS REAL ESTATE,9 COLMORE ROW,BIRMINGHAM,B3 2BJ,10/09/2010,THE WILFRED WOOD,UNIT 1 DALE HOUSE,204 LONDON ROAD,HAZEL GROVE,STOCKPORT,SK7 4DF,PUBLIC HOUSE
,53520,O,0,,7192013089,0,1449.5,0,,0,,0,0,CL,111500,J D WETHERSPOON PLC,VENDOR NUMBER 700875,C/O RATING SUPPORT UNIT,BNP PARIBAS REAL ESTATE,9 COLMORE ROW,BIRMINGHAM,B3 2BJ,01/04/2010,CALVERTS COURT,13 ST PETERSGATE,STOCKPORT,,,SK1 1EB,PUBLIC HOUSE AND PREMISES
,40320,O,0,,7376013009,0,1092,0,,0,,0,0,CL,84000,J D WETHERSPOON PLC,VENDOR NUMBER 700875,C/O RATING SUPPORT UNIT,BNP PARIBAS REAL ESTATE,9 COLMORE ROW,BIRMINGHAM,B3 2BJ,24/09/1998,THE KINGS HALL,13 STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5AF,PUBLIC HOUSE AND PREMISES
,1992,O,0,,6006015019,-1,0,1992,,0,,0,0,CW,4150,J E DEAN (HAZEL GROVE) LTD,,,,,,,01/04/1990,15 NAPIER STREET,HAZEL GROVE,STOCKPORT,,,SK7 4EW,STORE AND PREMISES
RETAIL,15480,O,0,,5674224019,0,419.25,0,,0,,0,0,CS,32250,J F TURNER & CO (CARPETS) LTD,,,,,,,21/09/2002,224 MOSS LANE,BRAMHALL,STOCKPORT,,,SK7 1BD,SHOP AND PREMISES
,3312,O,0,,790030009,-1,0,2815.23,,0,,0,0,EN1,6900,J FAIRBROTHER & J HUMPHREYS T/A BOWDEN H,,,,,,,28/02/2005,30 BOWDEN LANE,MARPLE,STOCKPORT,,,SK6 6ND,DAY NURSERY AND PREMISES
,2880,O,0,,8359309379,-1,0,2880,,0,,0,0,CO,6000,J HUMPHREY JONES & CO,SUITE 3C,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,29/09/1998,SUITE 3C,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,OFFICES AND PREMISES
,144,O,0,,8359301719,0,0,0,,0,,0,0,CP1,300,J HUMPHREY JONES & CO,SUITE 3C,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,29/06/2003,CAR SPACE 68,WELLINGTON ROAD SOUTH,STOCKPORT,,,SK2 6ND,CAR PARKING SPACE
,144,O,0,,8359309749,0,0,0,,0,,0,0,CP1,300,J HUMPHREY JONES & CO,SUITE 3C,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,01/04/2000,CAR SPACE 83,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,CAR PARKING SPACE
,7800,O,0,,6263002019,0,0,0,,0,,0,0,CO,16250,J J YATES & CO LTD,,,,,,,17/04/2012,2-6 OLDKNOW ROAD,MARPLE,STOCKPORT,,,SK6 7BX,OFFICES AND PREMISES
RETAIL,3360,O,0,,7973122009,-1,0,2800,,0,,0,0,CS,7000,J M HANTMAN LTD T/A HANTMAN EYECARE,,,,,,,14/10/2010,122 TURVES ROAD,CHEADLE HULME,CHEADLE,,,SK8 6AW,SHOP AND PREMISES
,13200,O,0,,8337000049,0,357.5,0,,0,,0,0,CW,27500,J P MCDOUGALL & CO LTD,ICI DULUX DECORATOR CENTRES,PO BOX 3870,SWINDON,,,SN4 4EP,01/04/2004,UNITS 1 & 2,BROOKSIDE INDUSTRIAL  ESTATE,WATERLOO ROAD,LOWER HILLGATE,STOCKPORT,SK1 3BX,WAREHOUSE AND PREMISES
,3840,O,0,,1701006019,-1,0,2560,,0,,0,0,CW,8000,J R FOY & SON LTD,PASSAGE NO 2,CHESTER STREET,CHESTERGATE,STOCKPORT,,SK3 0BR,16/09/2009,PASSAGE NO 2,CHESTER STREET,CHESTERGATE,STOCKPORT,,SK3 0BR,STORE AND PREMISES
,15000,O,0,,3172007059,0,406.25,0,,0,,0,0,CW,31250,J T GRIFFITHS & CO LIMITED,,,,,,,07/11/2013,UNITS 1C & 1D,HEAP RIDING BUSINESS PARK,FORD STREET,STOCKPORT,,SK3 0BT,WAREHOUSE AND PREMISES
,9720,O,0,,5686018009,0,263.25,0,,0,,0,0,IFO,20250,J T SAWYER & CO LTD,,,,,,,01/04/1990,18 MOTTRAM STREET,STOCKPORT,,,,SK1 3PA,"WORKS, OFFICE AND PREMISES"
,1512,O,0,,3370002539,0,0,0,,0,,0,0,CP1,3150,J TAL MANAGEMENT LLP,OAK HOUSE,2 GATLEY ROAD,CHEADLE,,,SK8 1PY,01/04/2012,CAR SPACES FOR NEUROLOGICAL,OAK HOUSE,2 GATLEY ROAD,CHEADLE,,SK8 1PY,CAR PARKING SPACES
RETAIL,9960,O,0,,6550024009,0,269.75,0,,0,,0,0,CS,20750,J TITTERTON LTD,,,,,,,03/06/1997,24 PRINCES STREET,STOCKPORT,,,,SK1 1SE,SHOP AND PREMISES
,35136,O,0,,3935033019,0,951.6,0,,0,,0,0,CL,73200,J W LEES & CO (BREWERS) LTD,GREEN GATE BREWERY,MIDDLETON,MANCHESTER,,,M24 2AX,13/05/2009,THE ELIZABETHAN,33,HEATON MOOR ROAD,STOCKPORT,,SK4 4NX,PUBLIC HOUSE AND PREMISES
RETAIL,21720,O,0,,13020009,0,588.25,0,,0,,0,0,CL,45250,J W LEES & CO (BREWERS) LTD,GREEN GATE BREWERY,MIDDLETON,MANCHESTER,,,M24 2AX,01/07/2012,THE NEW VICTORIAN,ACK LANE EAST,BRAMHALL,STOCKPORT,,SK7 2BY,PUBLIC HOUSE AND PREMISES
,4416,O,0,,2484010009,0,0,0,,0,,0,0,CS,9200,JACKSON,466 DIDSBURY ROAD,HEATON MERSEY,STOCKPORT,,,SK4 3BS,01/03/2003,8-10 DERBY WAY,MARPLE,STOCKPORT,,,SK6 7AH,SHOP AND PREMISES
,7320,V,0,,5208001169,0,198.25,0,,0,,0,0,CW,15250,JACKSON JACKSON & SONS LTD,JACKSON HOUSE,WHITWORTHS YARD,2 RED LANE,ROCHDALE,LANCASHIRE,OL12 9DB,19/03/2010,UNIT 16,BREDBURY INDUSTRIAL  PARK,LATHAM CLOSE,BREDBURY,STOCKPORT,SK6 2SD,WAREHOUSE AND PREMISES
RETAIL,4752,O,0,,8449001019,-1,0,1662.28,,0,,0,0,CS,9900,JACKSON O'MALLEY CRAFT BUTCHERS LTD,,,,,,,14/04/1999,1A WILMSLOW ROAD,HEALD GREEN,CHEADLE,,,SK8 1DW,SHOP AND PREMISES
,2880,O,0,,715010449,0,0,0,,0,,0,0,CP1,6000,JACOBS U.K. LTD,95 BOTHWELL STREET,GLASGOW,,,,G2 7HX,14/11/2011,CAR SPACES,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,CAR PARKING SPACES
,5760,O,0,,715010459,0,0,0,,0,,0,0,CP1,12000,JACOBS U.K. LTD,95 BOTHWELL STREET,GLASGOW,,,,G2 7HX,01/03/2012,"CAR SPACES (JACOBS ENGINEERING, 2ND FLOOR)",PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,CAR PARKING SPACES
,93600,O,0,,715010479,0,2535,0,,0,,0,0,CO,195000,JACOBS U.K. LTD,95 BOTHWELL STREET,GLASGOW,,,,G2 7HX,01/03/2012,2ND FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,OFFICES AND PREMISES
,960,V,986,MINRV,5594223239,0,26,0,,0,,0,0,IF3,2000,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/04/1993,UNIT 26L,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,1020,V,1047.63,MINRV,5594014029,0,27.63,0,,0,,0,0,IF3,2125,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,UNIT 14B,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP
,3504,V,3598.9,LB,5594020019,0,94.9,0,,0,,0,0,CW,7300,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,UNIT 20,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,297.6,V,305.66,MINRV,5594221229,0,8.06,0,,0,,0,0,CW3,620,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,B8 U3 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,684,V,702.53,MINRV,5594221289,0,18.53,0,,0,,0,0,CW,1425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,B7 U3 3RD FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,1584,V,1626.9,LB,5594223319,0,42.9,0,,0,,0,0,IF3,3300,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,UNIT 26H(B),VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,129.6,V,133.11,MINRV,5594240029,0,3.51,0,,0,,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 2, BLOCK 1",4TH FLOOR VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,129.6,V,133.11,MINRV,5594240039,0,3.51,0,,0,,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 3, BLOCK 1","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,129.6,V,133.11,MINRV,5594240049,0,3.51,0,,0,,0,0,CX,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 1","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIOS AND PREMISES
,129.6,V,133.11,MINRV,5594240059,0,3.51,0,,0,,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 5, BLOCK 1","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,194.4,V,199.67,MINRV,5594240099,0,5.27,0,,0,,0,0,IF3,405,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 3, BLOCK 2","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,204,V,209.53,MINRV,5594240109,0,5.53,0,,0,,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 2","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,204,V,209.53,MINRV,5594240129,0,5.53,0,,0,,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 1, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,129.6,V,133.11,MINRV,5594240159,0,3.51,0,,0,,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 5, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,139.2,V,142.97,MINRV,5594240179,0,3.77,0,,0,,0,0,CW,290,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 6, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,204,V,209.53,MINRV,5594240189,0,5.53,0,,0,,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 7, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,201.6,V,207.06,MINRV,5594240219,0,5.46,0,,0,,0,0,CX,420,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 1, BLOCK 4",4TH FLOOR VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO
,122.4,V,125.72,MINRV,5594240249,0,3.32,0,,0,,0,0,CW,255,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,132,V,135.58,MINRV,5594240259,0,3.58,0,,0,,0,0,CX,275,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 5, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO
,129.6,V,133.11,MINRV,5594240279,0,3.51,0,,0,,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 3, BLOCK 5, 4TH FLOOR",VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,129.6,V,133.11,MINRV,5594240309,0,3.51,0,,0,,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 5","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,192,V,197.2,MINRV,5594221189,0,5.2,0,,0,,0,0,IF3,400,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/09/2007,UNIT B6 U5,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP
,115.2,V,118.32,MINRV,5594240169,0,3.12,0,,0,,0,0,CW3,240,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/04/2007,"UNIT 4, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,194.4,V,199.67,MINRV,5594221199,0,5.27,0,,0,,0,0,IF3,405,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,31/12/2006,UNIT B6 U6,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP
,302.4,V,310.59,MINRV,5594221069,0,8.19,0,,0,,0,0,CW,630,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,21/06/2008,UNIT 25,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2JN,STORE
,204,V,209.53,MINRV,5594240199,0,5.53,0,,0,,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/11/2008,"UNIT 8, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
,180,V,184.88,MINRV,5594999249,0,4.88,0,,0,,0,0,CW,375,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,209B,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
,1068,V,1096.93,MINRV,5594999219,0,28.93,0,,0,,0,0,CW,2225,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,UNIT 209,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE &  PREMISES
,360,V,369.75,MINRV,5594024239,0,9.75,0,,0,,0,0,IF3,750,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,UNIT 203,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,492,V,505.33,MINRV,5594024209,0,13.33,0,,0,,0,0,CW,1025,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,UNIT 217,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
,816,V,838.1,MINRV,5594024119,0,22.1,0,,0,,0,0,IF3,1700,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,U 211 2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,2736,V,2810.1,LB,5594023779,0,74.1,0,,0,,0,0,IF3,5700,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,UNIT 225,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WORKSHOP AND PREMISES
,213.6,V,219.39,MINRV,5594024139,0,5.79,0,,0,,0,0,CO,445,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,01/11/2008,U 219  2ND FLOOR,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2JQ,OFFICES AND PREMISES
,194.4,V,199.67,MINRV,5594240089,0,5.27,0,,0,,0,0,CW3,405,JADORT LTD,95 KNUTSFORD ROAD,WILMSLOW,CHESHIRE,,,SK9 6JH,14/03/2009,"UNIT 2, BLOCK 2","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
