UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
806,Stockport Council,ENVIRONMENT : Services,Managed Workspace,Tender,Contract,01/09/2010,60,79,30/06/2017,Yes,30/06/2017,01/06/2016," £80,000.00 "," £526,666.67 ",Regus,SME,4868977,W2 2AQ ,Stockport- Corporate & Support Services
816,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Printing Equipment MFD Fleet,Quote,Contract,18/11/2013,24,48,17/11/2015,Yes,17/11/2017,17/11/2016," £274,000.00 "," £1,096,000.00 ",Xerox (UK) Ltd,Large,00330754,UB8 1HS,Stockport- Corporate & Support Services
830,Stockport Council,271800-Information Communication Technology : Telecommunications : Mobile,Mobile Telephony,Mini Competition (Internal),Contract,01/10/2013,36,36,30/09/2016,No,30/09/2016,01/08/2016," £220,000.00 "," £660,000.00 ",EE,Large,02382161,AL10 9BW,Stockport- Corporate & Support Services
862,Stockport Council,271600-Information Communication Technology : Software : Customised & Bespoke,Parking Payments by Phone ,Quote,Contract,02/07/2012,60,84,01/07/2017,No,01/07/2019,01/12/2016," £16,000.00 "," £112,000.00 ",Cobalt (Ringo) Telephone Technologies,Large,3151938,RG24 8NE,Stockport- Services to Place
882,Stockport Council,301200-Mail Services : Postage : ,Outbound Mail Services Revs and Bens ,Tender,Contract,16/12/2013,36,36,15/12/2016,No,15/12/2016,15/06/2016," £131,000.00 "," £393,000.00 ",DSI,SME,03823171,RM9 6BF,Stockport- Corporate & Support Services
904,Stockport Council,192213-Facilities & Management Services : Security : Manned Guarding,Security Guarding SSK ,OJEU,Contract,15/10/2014,24,36,14/10/2017,Yes,14/10/2017,01/06/2017," £555,000.00 "," £1,665,000.00 ",Manpower Direct (uk) Ltd,Large,4632279,RM10 7DF,Stockport- Services to Place
908,Stockport Council,151000-Consultancy : Business : ,Service Support for Business Incubator,Quote,Contract,01/09/2013,60,96,31/08/2018,No,31/08/2018,01/01/2018," £260,302.00 "," £2,082,416.00 ",Oxford Innovation Ltd,SME,2177191,OX1 1BY,Stockport- Corporate & Support Services
909,Stockport Council,271501-Information Communication Technology : Services : ,SIMS Top Up Support,OJEU,Contract,01/04/2013,24,48,31/03/2017,Yes,31/03/2017,01/08/2016," £29,988.00 "," £119,952.00 ",School ICT Services Ltd,SME,06884143,LS15 4TA,Stockport- Corporate & Support Services
942,Stockport Council,271800-Information Communication Technology : Telecommunications : Mobile,Stockport Market Wi-Fi,Quote,Contract,01/09/2014,12,24,31/08/2015,Yes,31/08/2016,01/08/2016," £44,680.00 "," £89,360.00 ",Pinacle Solutions UK Ltd,SME,05217374,LL17 OJD,Stockport- Corporate & Support Services
952,Stockport Council,Social Community Care Supplies & Services : Supplies : Non Fitted Equipment,Supply of Complex Aids for Daily Living ,OJEU,Contract,01/10/2015,30,54,31/03/2018,No,31/03/2020,30/04/2017," £600,000.00 "," £2,700,000.00 ",Rosscare,SME,469301,CH44 7HX,Stockport- Services to People
963,Stockport Council,271700-Information Communication Technology : Telecommunications : Fixed,Telephony Fixed Line & Call Costs ,Mini Competition (Internal),Contract,01/01/2012,36,48,31/12/2015,Yes,31/12/2016,01/06/2016," £128,000.00 "," £512,000.00 ",Virgin Media ,Large,02591237,RG27 9UP,Stockport- Corporate & Support Services
988,Stockport Council,271501-Information Communication Technology : Services : ,Voice Recording ,Quote,Contract,15/11/2015,12,12,14/11/2016,No,14/11/2016,01/08/2016," £8,283.00 "," £8,283.00 ",Liquid Voice ,SME,05014558,LS10 1NZ,Stockport- Corporate & Support Services
1006,Stockport Council,101100-Building Construction Materials : Electrical : ,"Electrical and Security components, related accessories and ancillary items ",Quote,Framework Agreement,11/11/2013,24,48,24/10/2017,Yes,24/10/2017,24/10/2016," £11,049.88 "," £44,199.51 ",Various - See below,Various - See below,Various - See below,Various - See below,Solutions SK
1006,Stockport Council,101100-Building Construction Materials : Electrical : ,"Electrical and Security components, related accessories and ancillary items ",,,11/11/2013,24,36,23/10/2017,Yes,23/10/2017,, DPS- dependent on demand , DPS- dependent on demand ,City Electrical Factors Ltd,Large,336408,EN6 5BS,Solutions SK
1006,Stockport Council,101100-Building Construction Materials : Electrical : ,"Electrical and Security components, related accessories and ancillary items ",,,11/11/2013,36,48,24/10/2017,Yes,24/10/2017,, DPS- dependent on demand , DPS- dependent on demand ,Rexel UK Ltd T/A Newey & Eyre ,Large,00216596,CV8 2SU     ,Solutions SK
1010,Stockport Council,241500-Horticultural : Tools & Equipment : ,"Highways and Horticultural Tools, Equipment and Road Signs",Tender,Contract,01/06/2014,24,24,31/05/2018,Yes,31/05/2018,01/08/2017," £273,073.30 "," £546,146.60 ",PF Cusack (Tool Supplies) Ltd,SME,2404505,BL5 3XU,Solutions SK
1104,Stockport Council,171010-Education : Adult & Further Education Services : ,Bikeability Cycle Training - Stockport ,Tender,Contract,20/04/2015,12,24,31/03/2017,Yes,31/03/2017,01/10/2016," £49,760.00 "," £99,520.00 ",Cycle Training Scheme (CTL),SME,07903754,NE6 1BU,Stockport- Corporate & Support Services
1118,Stockport Council,201100-Financial Services : Audit : ,External Audit ,Call Off (External),Contract,01/04/2012,60,60,31/03/2018,Yes,31/03/2018,10/07/2017," £168,000.00 "," £840,000.00 ",Grant Thornton UK LLP,Large,OC307742 ,NW1 2EP,Stockport- Corporate & Support Services
1119,Stockport Council,201800-Financial Services : Insurance : ,Insurance Claims Handling Service,OJEU,Contract,29/11/2012,36,60,28/11/2017,No,28/11/2017,09/02/2017," £114,760.00 "," £573,800.00 ",Gallagher Bassett,SME,08158284,B77 4DU,Stockport- Corporate & Support Services
1123,Stockport Council,201200-Financial Services : Banking : ,Bill Payment Services,OJEU,Contract,01/04/2013,36,58,31/03/2017,Yes,31/01/2018,01/10/2016," £125,000.00 "," £604,166.67 ",Co-operative Bank ,Large,00990937,M60 4EP,Stockport- Corporate & Support Services
1153,Stockport Council,SOCIAL CARE SERVICES : Adult,Mental Health Prevention Through Peer Support,Quote,Contract,01/04/2012,36,72,30/09/2015,Yes,31/03/2018,01/04/2017," £200,000.00 "," £1,200,000.00 ",Trafford Centre for Independent Living (TCIL),VCSE,5879337,SK1 3NP,Stockport- Services to People
1155,Stockport Council,152100-Consultancy : Strategic Planning : ,South East Manchester Multi Modal Strategy (A6 Development Consultation),Quote,Contract,11/07/2012,60,60,31/12/2017,No,31/12/2017,31/12/2016," £71,510.00 "," £357,550.00 ",WSP UK Ltd/CMS(CIRCA 2014),Large,1383511,WC2A1AF,Stockport- Services to Place
1160,Stockport Council,152100-Consultancy : Strategic Planning : ,Bridgefield (HCA),OJEU,Framework Agreement,02/04/2013,24,60,01/04/2018,No,01/04/2018,01/04/2017," £413,000.00 "," £2,065,000.00 ",Gardiner and Theobald LLP ,Large,6434650,B12JB,Stockport- Services to Place
1162,Stockport Council,182012-Environmental Services : Waste Management : Recycling,Compostable Liners,OJEU,Contract,01/04/2014,36,60,31/03/2019,No,31/03/2019,01/08/2016," £240,000.00 "," £1,200,000.00 ",BioBag,SME,4151564,PR133HP,Stockport- Services to Place
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,OJEU,Contract,01/04/2015,12,36,31/03/2016,Yes,31/03/2018,30/09/2017," £138,000.00 "," £414,000.00 ",Various - See below,Various - See below,Various - See below,Various - See below,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,1,24,31/03/2016,Yes,31/03/2017,," £8,162.00 ", DPS- dependent on demand ,Leisure for Autism,SME,1076305,WA3 2QL,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,1,24,31/03/2016,Yes,31/03/2017,," £10,409.00 ", DPS- dependent on demand ,Lisburne School,SME,N/a,SK2 5LB,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,1,24,31/03/2016,Yes,31/03/2017,," £15,000.00 ", DPS- dependent on demand ,Pure Innovations Ltd,SME,05241249,SK3 0RF,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,1,24,31/03/2016,Yes,31/03/2017,," £5,700.00 ", DPS- dependent on demand ,Seashell Trust,VCSE,"company: 04216714
charity: 1092655",SK8 6RQ,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,1,24,31/03/2016,Yes,31/03/2017,," £16,893.75 "," £172,000.00 ",Stockport CP Together Trust ,VCSE,209782,SK8 1JE,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,1,24,31/03/2016,Yes,31/03/2017,," £6,262.00 "," £172,000.00 ",More Play More Often Community Interest Company,VCSE, 09083995,SK3 9RQ,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,1,24,31/03/2016,Yes,31/03/2017,," £9,425.00 "," £172,000.00 ",Autistic Society of Greater Manchester,SME,04326334,M32 0HL,Stockport- Services to People
1177,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Support for Young Carers ,OJEU,Contract,01/04/2015,24,36,31/03/2018,Yes,31/03/2018,31/07/2017," £108,000.00 "," £324,000.00 ",Signpost Stockport,SME,4176004,SK4 3LD,Stockport- Services to People
1194,Stockport Council,320000-  ,Occupational and Speech Therapy,OJEU,Contract,01/10/2016,36,48,31/07/2019,No,31/07/2020,31/07/2017," £300,000.00 "," £1,200,000.00 ",Together Trust ,SME,301722,SK8 1JE ,Stockport- Services to People
1203,Stockport Council,320000-  ,Alliance for Positive Relationships,OJEU,Contract,01/08/2015,36,60,31/07/2018,No,31/07/2018,30/01/2018," £280,000.00 "," £1,400,000.00 ",Stockport Without Abuse Alliance,SME,3890735,SK1 3QP,Stockport- Services to People
1204,Stockport Council,320000-  ,Targeted Prevention Alliance,OJEU,Contract,01/08/2015,36,60,31/07/2018,No,31/07/2018,31/03/2018," £1,500,000.00 "," £7,500,000.00 ",Stockport Homes ,Large,4521257,SK1 1NZ,Stockport- Services to People
1205,Stockport Council,"321010-Social Community Care Supplies & Services - Adult : Advice, Advocacy & Counselling Services : ",Stockport Advocacy Services ,Tender,Contract,01/04/2015,36,60,31/03/2018,No,31/03/2018,31/03/2018," £200,000.00 "," £1,000,000.00 ",Stockport Advocacy Trust,SME,5274481,SK1 1EG,Stockport- Services to People
1207,Stockport Council,111200-Catering : Food & Beverages : ,Supply of Groceries Frozen and Chilled Food for SSK,OJEU,Contract,01/04/2015,24,48,31/03/2018,Yes,31/03/2019,01/09/2016," £545,000.00 "," £2,180,000.00 ",Hannah Foodservice,SME,4400237,WN8 9UB,Stockport- Services to People
1214,Stockport Council,SOCIAL CARE SERVICES : Adult,Mini comp supported living - 103.6 (Phase 4),Mini Competition (Internal),Contract,30/07/2015,36,48,29/07/2018,No,29/07/2019,30/04/2018," £287,542.00 "," £1,150,168.00 ",United Response,VCSE,265249,WN7 3XJ,Stockport- Services to People
1255,Stockport Council,321119-Social Community Care Supplies & Services - Children : Youth Services : Youth Offending Services,Restorative Services to the Youth Offending Service 2016/17,Tender,Contract,01/04/2016,36,36,31/03/2019,No,31/03/2019,31/03/2018," £39,896.00 "," £119,688.00 ",Remedi,SME,1063359,EC4R 2GA,Stockport- Services to People
1263,Stockport Council,271600-Information Communication Technology : Software : Customised & Bespoke,MIDLAND I TRENT,Tender,Contract,06/01/2010,84,84,05/01/2017,No,05/01/2017,01/08/2016," £75,000.00 "," £525,000.00 ",Midland HR&Payroll Solutions,SME,08099611,B79 9DZ,Stockport- Corporate & Support Services
1275,Stockport Council,351000-Street & Traffic Management : Parking : Car Parks,Redrock Car Park Management ,OJEU,Contract,01/11/2015,48,84,31/10/2019,No,31/10/2022,01/07/2019," £400,000.00 "," £2,800,000.00 ",National Car Parks Ltd (NCP),SME,253240,EC1N 8XA,Stockport- Services to Place
1283,Stockport Council,381200-Vehicle Management : Heavy Construction Equipment : Leasing,Specialist Vehicles and Plant,OJEU,Framework Agreement,04/02/2015,24,12,03/02/2018,Yes,03/02/2018,30/08/2016," £230,000.00 "," £230,000.00 ",Arnold Plant Hire Ltd ,SME,570639918,SK6 2SN,Solutions SK
1314,Stockport Council,SOCIAL CARE SERVICES : Adult,Stockport Council Wellbeing and Independence Network (WIN) Lot 1,OJEU,Contract,01/10/2015,36,60,30/09/2018,Yes,30/09/2019,30/03/2018," £300,000.00 "," £1,500,000.00 ",Age UK,SME,1139547,SK1 3AQ,Stockport- Services to People
1315,Stockport Council,SOCIAL CARE SERVICES : Adult,Stockport Council Wellbeing and Independence Network (WIN) Lot 2,OJEU,Contract,01/10/2015,36,60,30/09/2018,Yes,30/09/2019,30/03/2018," £300,000.00 "," £1,500,000.00 ",Pure Innovations,SME,5241249,SK3 0RF ,Stockport- Services to People
1316,Stockport Council,SOCIAL CARE SERVICES : Adult,Stockport Council Wellbeing and Independence Network (WIN) Lot 3,OJEU,Contract,01/10/2015,36,60,30/09/2018,Yes,30/09/2019,30/03/2018," £120,000.00 "," £600,000.00 ",Stockport Car Scheme,SME,1091546,SK4 3LD,Stockport- Services to People
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,Tender (OJEU),DPS,01/08/2015,24,48,31/07/2017,No,31/07/2019,01/01/2017," £4,000,000.00 "," £16,000,000.00 ",Various - See below,Various - See below,Various - See below,Various - See below,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Access Minibus Services,SME,Supplier does not have company number,M20 6QX,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Asapp Cars,SME,Supplier does not have company number,SK3 9EU,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Buckley / Culbert,SME,Supplier does not have company number,SK8 3EG,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Community Transport,SME,2118677,HX4 8AQ,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,DMC Travel,SME,Supplier does not have company number,M33 2WD,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Easy Go Community Transport,SME,3285361,SK7 5DA,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Gareth Hoskins,SME,Supplier does not have company number,SK5 8NN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Gary Beardsell,SME,Supplier does not have company number,M34 7LN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Ivor Nelson,SME,Supplier does not have company number,SK14 5RF,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,JCT Travel Limited,SME,9124502,M23 2SR,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Kenneth Lee Private Hire,SME,Supplier does not have company number,SK6 1PF,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , Nil ,Lime Travel,SME,Supplier does not have company number,SK4 4LN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," £880,061.58 ",Mcr Blackcabs Ltd,SME,8152458,M22 4NG,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," £177,467.50 ",Metro Taxis,SME,1238781,SK4 1ND,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Mr Sharma Kumar,SME,Supplier does not have company number,SK4 2AX,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," £91,383.72 ",P.K. Environmental,SME,Supplier does not have company number,BL8 1HZ,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,P Walker Taxis,SME,Supplier does not have company number,SK8 6AB,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Parklane Minibuses,SME,4671323,OL7 9QX,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,R & C Plant Taxis Ltd,SME,Supplier does not have company number,SK3 0SP,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Sheila Stansfield,SME,Supplier does not have company number,M20 6UU,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,SMBC Cab Owner,SME,Supplier does not have company number,SK8 6SD,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," £392,317.92 ",Stuart Dunkerley,SME,Supplier does not have company number,SK6 2EZ,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Taxi-Team,SME,7640627,SK2 7NR,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , Nil ,TC Travel Services Ltd,SME,5866052,M16 8HN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Trevor Bunter,SME,Supplier does not have company number,M34 7QA,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," £3,205,419.84 ",Westfield Minibuses,SME,Supplier does not have company number,SK1 2NE,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Youbus,SME,8588545,M32 0AH,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Jon Cocker Private Hire,SME,Supplier does not have company number,SK5 6BQ,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,CJ Taxis,SME,Supplier does not have company number,SK6 4DL,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,danistravels,SME,Supplier does not have company number,OL11 4HQ,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,24,48,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,A & G Duncan Travel,SME,Supplier does not have company number,SK3 8QJ,Stockport- Services to Place
1324,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,SIMS Annual Entiltement (including LA Charge and Additional Module Maintenance),Call Off (External),Contract,01/04/2015,48,84,31/03/2019,No,31/03/2019,31/10/2018," £125,176.50 "," £876,235.50 ",Capita Business Services Ltd,Large,02299747,SW1H 0XA,Stockport- Corporate & Support Services
1327,Stockport Council,191000-Facilities & Management Services : Advertising : ,Management & Promotion of Stockport Town Centre Managed Sites,Tender,Contract,12/02/2016,12,48,11/02/2017,Yes,11/02/2020,01/11/2016," £20,000.00 "," £80,000.00 ",PinPointer Ltd ,SME,5196344,M3 5EJ,Stockport- Corporate & Support Services
1333,Stockport Council,SOCIAL CARE SERVICES : Adult,Supported Living for Adults with a Learning Disability - Contract 103.5 (Phase 3),Mini Competition (Internal),Contract,13/04/2015,36,48,12/04/2018,No,12/04/2019,12/01/2018," £339,744.76 "," £1,358,979.04 ",Creative Support,VCSE,27440R,M1 2HF,Stockport- Services to People
1352,Stockport Council,SOCIAL CARE SERVICES : Adult,Supported Living Services for adults with an LD - 103.4 (Phase 2),Mini Competition (Internal),Contract,26/01/2015,36,48,25/01/2018,No,25/01/2019,01/09/2017," £364,853.00 "," £1,459,412.00 ",Choice Support,VCSE,298149,SK5 6DA,Stockport- Services to People
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,OJEU,Framework Agreement,01/11/2015,24,24,31/10/2017,No,31/10/2019,01/03/2017," £50,000.00 "," £100,000.00 ",Fire Protection Association Firesec NW Ltd             Oakleaf                               BB7,SME,3806681,GL56 ORH,Stockport- Services to Place
1367,Stockport Council,201800-Financial Services : Insurance : ,Insurance Advisory and Broking Service,Call Off (External),Contract,01/01/2016,36,60,31/12/2018,No,31/12/2020,01/08/2018," £14,000.00 "," £70,000.00 ",Arthur J Gallagher ,Large,08887139,M3 5AG,Stockport- Corporate & Support Services
1378,Stockport Council,SOCIAL CARE SERVICES : Adult,Supported Living Services for Contract 103.7 (Phase 5),Mini Competition (Internal),Contract,01/12/2015,36,48,30/11/2018,No,30/11/2019,01/09/2018," £214,766.76 "," £859,067.04 ",Home Focus,VCSE,2147139,M30 0DL,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,Tender,Framework Agreement,01/03/2016,36,36,28/02/2019,No,28/02/2019,01/03/2018," £600,000.00 "," £1,800,000.00 ",Various - See below,Various - See below,Various - See below,Various - See below,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Acorn Education,SME,"05019430
 
 ",BL2 1BX,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Agricultural and Rural CIC,SME,"07003228
 ",SK6 4BA ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,CVS Specialist Tutors,SME,"06153495
 ",SK10 4SZ ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Educ8 Liverpool,SME,"07552260
 ",LE3 1HR,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Groundwork MSSTT,SME,3233208,M17 1TU ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,In School Out Teaching,SME,Does not have one,SK4 5AB,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Next Level Learning,SME,"06277818
 ",M28 7DH,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Nisai Academy,SME,"05030261
 ",HA1 1XB ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Norman Mackie,SME,"03889154
 ",SK15 1EB ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", DPS- dependent on demand ,Professional Learning Systems,SME,"09607876
 ",M3 4EN ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,01/03/2016,36,48,28/02/2019,No,28/02/2020,," £43,000.00 ", nil ,Prestige College,SME,"08422831
 ",SK3 0EX,Stockport- Services to People
