Billing Year,Liability Start,Liability End,Company Name,Billing Year Balance,Liable Unit Balance,Property Address,Billing Address
2012,01-Apr-90,17-Jul-12,Jack Pearson (Turf Accountants) Ltd,-8.43,-8.43,"16 Victoria Road, Elland, HX5 0PU","44 Wood Street, Huddersfield, HD1 1EG"
2012,01-Jan-09,,K Skips Ltd,-0.45,-0.45,"Haulage Yard, Balkram Edge Farm, Mount Tabor, Halifax              HX2 0UB","Fao Mr M Kemp, Balkram Edge Farm, Mount Tabor, Halifax, HX2 0UB"
2012,01-Jun-11,24-Aug-12,Klassprint Ltd In Administration,-2.40,-2.40,"Klassprint Ltd, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU","Wilson Field, The Manor House, 260 Eccleshall Road South, Sheffield, S11 9PS"
2012,01-Apr-01,31-Aug-12,Lancashire Cotton Company Ltd,-135.14,-135.14,"Rise Lane, Todmorden, OL14 7AA","Mr Kevin Baulk, 293 Rise Lane, Todmorden, OL14 7AA"
2012,01-Feb-09,,Lepol Fire And Security Ltd,-0.38,-0.38,"Unit H M 25 Holmfield Mills, Holdsworth Road, Holmfield, Halifax              HX3 6SN",
2012,05-Aug-06,,Lorna Stewart Hair Ltd,-44.37,-44.37,"St Pauls Buildings, Langdale Street, Elland, HX5 0EX","F.A.O Lorna Stuart-Pearson, Unit 7, St Pauls Buildings, Langdale Street, Elland, HX4 0EX"
2012,11-May-09,,Matter Communications Ltd,-1.25,-1.25,"Office Suite D143, Dean Clough Mills, Halifax, HX3 5AX",
2012,22-Sep-11,31-Mar-13,Mbi Consulting Ltd,-14.37,-14.37,"Unit 9 No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG","Unit 4 First Floor, No 4 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG"
2012,01-Oct-08,30-Apr-12,McMorrow Murphy Ltd,-10.66,-10.66,"Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ","Office 16, 11 Owler Ings Road, Brighouse, HD6 1EJ"
2012,01-Nov-99,,Mill House Furniture Makers Ltd,-0.36,-0.36,"Unit 17, Mill House Works, Mill House Lane, Triangle            HX6 3LN","15 Savile Drive, Savile Park, Halifax, HX1 2EU"
2012,01-Apr-12,31-Mar-12,Millwood Vehicle Services Ltd,-56.00,-56.00,"Unit 2 Harley House Mill, Todmorden, OL14 5JE","Harley Mill, Harley Street, Todmorden, OL14 5JE"
2012,04-Jan-05,30-Jun-14,Mixenden Childrens Centre,-0.01,-0.01,"The Vicarage, 1 Sunny Bank Road, Mixenden, Halifax              HX2 8RX","F.A.O. Mrs C Guest, Ash Green Primary School, Mixenden Road, Mixenden, Halifax, HX2 8QD"
2012,01-Apr-05,,Mr Stuart Horsfall,-0.51,-0.51,"Unit 3A, Mitchell Street, Todmorden, OL14 7DW",
2012,19-Nov-05,,Nature Cameras Ltd,-0.91,-0.91,"3b Bonegate Road, Brighouse, HD6 1TQ","Fao Mr David Turner, 3b Bonegate Road, Brighouse, HD6 1TQ"
2012,01-Apr-09,31-Dec-12,Nutranet Ltd,-6.17,-6.17,"Unit 3A South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","27 Illingworth Close, Halifax, HX2 9JQ"
2012,01-Apr-04,,O.F.C Technical Services Ltd,-0.85,-0.85,"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",
2012,01-Nov-12,15-May-14,One Education Ltd,-43.98,0.00,"Office 1 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Universal Square, Devonshire Street North, Ardwick, Manchester, M12 6JH"
2012,01-Apr-90,,Paints & Lacquers Ltd,-0.41,-0.41,"12 West Parade, Halifax, HX1 2TA",
2012,06-Jan-03,23-Mar-13,Parfitts Bakery Ltd (In Liquidation),-145.48,-145.48,"7 Commercial Street, Brighouse, HD6 1AF","Dl Partnership Llp, Ground Floor, 90 New North Road, Huddersfield, HD1 5NE"
2012,02-Aug-04,,Pellon Private Hire Ltd,-228.77,301.43,"Unit 12c, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",
2012,01-Aug-08,,Pg Control Systems Ltd,-0.22,-0.22,"Unit 9C, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU","Unit 9c, Top Land Country Business Park, Cragg Road , Mytholmroyd, Hebden Bridge, HX7 5RW"
2012,01-Apr-03,,Premier Direct G.B Ltd,-120.83,-120.83,"Coronation Works, Foundry Street North, Halifax, HX3 6RE","Premier House, Foundry Street North, Halifax, HX3 6RE"
2012,01-Jan-10,31-Mar-14,Preptec Solutions Ltd,-1.57,-1.57,"Office 4, James Street Mills, South Lane, Elland               HX5 0HB","Office 4, James Street Mill, South Lane, Elland, HX5 0HB"
2012,14-Jan-12,08-Aug-12,Punch Partnerships,-6.24,-6.24,"Hebble House, Old Gate, Hebden Bridge, HX7 6EN","Utilities Team, Jubilee House, Second Avenue, Burton On Trent, DE14 2WF"
2012,01-Apr-90,,R & D Electrical Contractors(Yorkshire) Ltd,-0.21,-0.21,"Unit 5, Fordsall House, Huddersfield Road, Elland              HX5 9DW",
2012,01-Apr-90,,R H & G Travis & Sons Ltd,-74.37,-74.37,"1a Birds Royd Lane, Brighouse, HD6 1LQ",
2012,01-Dec-07,31-Jul-12,R S Developments Brickworks Ltd,-763.95,-763.95,"Office H M 2.1, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","6 Le Mar View, Southowram, Halifax, HX3 9NW"
2012,05-Mar-12,10-Jun-12,R S Investments Yorkshire Ltd,-66.90,-66.90,"Suite 1 Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH"
2012,05-Mar-12,10-Jun-12,R S Investments Yorkshire Ltd,-293.30,-293.30,"Suite 2 Unit 4A, Lrp Business Park, Halifax Road, Hipperholme          HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH"
2012,15-Dec-11,03-May-12,R S Investments Yorkshire Ltd,-489.24,-489.24,"Unit 1 Lrp Business Park, Halifax Road, Hipperholme, Halifax              HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH"
2012,01-Apr-90,,Richard Kaye,-81.94,-81.94,"Garage 2, Raglan Street, Todmorden, OL14 5HF","3 Durn Street, Todmorden, OL14 8PW"
2012,01-Apr-07,04-Oct-12,Romida Sports Ltd (In Administration),-214.73,-214.73,"Unit 3 West Vale Buildings, Wakefield Road, Brighouse, HD6 1QD","Bdo Llp, 10 South Parade, Leeds, West Yorkshire, LS1 5QS"
2012,27-Feb-10,27-Mar-13,S & A Health Ltd,-11.84,-11.84,"93 Turner Avenue South, Illingworth, Halifax, HX2 8EF","30 Keighley Road, Bingley, BD16 2EZ"
2012,01-Apr-90,30-Apr-14,S Horsfall (Plumbers) Ltd,-36.00,-36.00,"2 Dale Street, Todmorden, OL14 5PX","Liddington, Peel Cottage Road, Todmorden, OL14 7QJ"
2012,01-Jun-00,,Scoffers (Yorkshire) Ltd,-0.07,-0.07,"Unit 12, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",
2012,12-Aug-10,,Severhills Clay Pigeon Shooting Club,-69.00,-69.00,"Clay Pigeon Shooting Club, Severhills Farm, Foxen Lane, Mill Bank            HX6 4ND","Fao The Treasurer, Severhills Farm, Foxen Lane, Mill Bank, Sowerby Bridge, HX6 4ND"
2012,01-Apr-06,,St Malachys Credit Union Ltd,-0.22,-0.22,"26a Illingworth Road, Illingworth, Halifax, HX2 9EN","F.A.O. Mr Stuart Stott, 26a Illingworth Road, Illingworth, HX2 9EN"
2012,28-May-11,,Stuart Angus Consulting Ltd,-159.75,-159.75,"Office 8, James Street Mills, South Lane, Elland               HX5 0HB","Suite 8 Heritage Exchange, South Lane, Elland, Halifax, HX5 0HB"
2012,25-Apr-07,30-Jul-08,T Mobile Uk Ltd,-1260.00,-6436.36,"T Mobile  (53337), Toothill Lane, Brighouse, HD6 3SF","Rating Validation, Gva Grimley Pma 321, P O Box 16097, 3 Brindley Place, Birmingham, B2 2JB"
2012,28-Jan-10,,The Bradshaw Pub Co Ltd,-1.03,-1.03,"Golden Fleece Inn, 1 Bradshaw Lane, Bradshaw, Halifax             HX2 9UZ","Fao Keith A Vear, 29 Whitley Drive, Holmfield, Halifax, HX2 9SJ"
2012,01-Oct-08,31-May-12,The Brass Monkey Brewery Co Ltd,-995.97,-995.97,"Units 24-26, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS","Units 24/26, Asquith Bottom Mills, Ridge Street, Sowerby Bridge, HX6 3BS"
2012,01-Jul-95,14-Oct-13,Tote Bookmakers Ltd,-545.55,-545.55,"5 Canal Street, Brighouse, HD6 1NR","Westgate House, Chapel Lane, Wigan, WN3 4HS"
2012,01-Apr-90,07-Jun-12,V T L [Europe] Ltd,-1612.07,-3645.24,"Cooper House Works, Luddendenfoot, Halifax, HX2 6EL","St Thomas Road, Huddersfield, HD1 3LG"
2012,01-Jun-04,,Walker Boats Ltd,-0.96,-0.96,"Unit 2A Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5EY","F.A.O. Mr Frank Walker, 33 Half House Lane, Hove Edge, Brighouse, HD6 2PH"
2012,01-Apr-05,,Weir Scaffolding Ltd,-75.45,-75.45,"Unit 12A & 12C, Holme End Works, Holme End, Hebden Bridge        HX7 8NX","C/O David Jones, 10 Calder Terrace, Mytholmroyd, Hebden Bridge, HX7 5AA"
2012,01-Apr-05,,West Lane Garage Ltd,-0.51,-0.51,"West Lane Garage, Hall Ings, West Lane, Southowram           HX3 9RG","F.A.O. Mr Steven Gledhill, West Lane Garage, Hall Ings, West Lane, Southowram, HX3 9RG"
2012,01-Apr-90,,Wickes Building Supplies Ltd,-2326.64,58889.36,"Wade Street, Halifax, HX1 1SN","Attn Mrs C J Smith [Ests Dept], Travis Perkins, Lodge Way House, Harleston Road, Northampton, NN5 7UG"
2012,01-Aug-12,31-Jul-12,Zych Ceramics Ltd,-184.23,-184.23,"Office 3.8, 1ST Floor, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","The Old Town Hall, Thornton Square, Brighouse, HD6 1EB"
2013,01-Jan-14,,A & B Installations Ltd,-945.52,618.48,"Lock Hill Mills, Holmes Road, Sowerby Bridge, HX6 3LD","2 & 3 Langfield Business Park, Norland Road, Sowerby Bridge, HX6 4BD"
2013,30-Jul-13,16-Dec-13,A - Z Motor Factors Ltd,-1100.80,-1100.80,"Hope Street, Halifax, HX1 5DW","269-271 Queens Road, Halifax, HX1 4NS"
2013,01-Jun-03,,Airwave Solutions Ltd,-0.01,1979.99,"Telecommunications Mast, Site Ref Wyo 081A, Hanson Lane, Halifax              HX1 4SD","C/O Gva, C/O Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
2013,07-Jul-13,,Alco Valves Ltd,-2680.00,8525.00,"Unit 2, The Sidings Industrial Park, Birds Royd Lane, Brighouse            HD6 1LQ","Mission Works, Birds Royd Lane, Brighouse, HD6 1LQ"
2013,01-Mar-11,31-Mar-12,Aquamat Ltd,-1894.20,-3739.20,"2ND Flr Unit 1, Wellington Mills, Quebec Street, Elland               HX5 9AS","Unit B4 Phoenix Trading Est, London Road, Thrupp, Stroud, Gloucestshire, GL5 2BX"
2013,26-Feb-10,14-May-13,Atmosphere Bars & Clubs Ltd (In Administration),-1744.37,-1744.37,"Abc Cinema, Commercial Street, Halifax, HX1 1BX","F.A.O.Craig  Florence, C/O Deloitte Llp, 1 City Square, Leeds, LS1 2AL"
2013,01-Apr-09,31-Jul-13,Auto Furniture [ Csp ] Ltd,-25.00,-25.00,"Level 1 Warehouse, Cromwell House, Elland Road, Brighouse            HD6 2RG","Level 1 Warehouse, Cromwell House, Elland Road, Brighouse, HD6 2RG"
2013,25-Feb-12,,Avocet Hardware (Uk) Limited,-3773.97,45390.03,"Brookfoot Mills, Elland Road, Brighouse, HD6 2RW","Fao Matthew Bowers, Brookfoot Mills, Elland Road, Brighouse, HD6 2RW"
2013,04-Apr-08,,B & Q Plc,-0.01,206057.99,"7 Shroggs Road, Halifax, HX1 5HZ","C/O G L Hearn Management Ltd, P.O Box 1610, Southampton, SO15 3WX"
2013,17-Oct-12,30-Apr-14,Binns & Sons (Greetland) Ltd,-168.95,-168.95,"Unit 2 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE","Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF"
2013,01-Mar-09,28-Oct-12,Bizspace Ltd,-180.01,-180.01,"Unit 16I & Unit 16J, Calderdale Business Park, Club Lane, Halifax              HX2 8DB","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
2013,01-Jul-13,31-Dec-13,Bizspace Ltd,-603.91,-603.91,"Unit 16K, Calderdale Buslness Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
2013,02-May-13,01-May-13,Bizspace Ltd,-2088.82,-2088.82,"Unit 2, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
2013,13-Aug-13,31-Dec-13,Blackshaw Holdings Ltd,-224.07,-224.07,"Swales Moor Yard, Swales Moor Road, Halifax, HX3 6UF","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA"
2013,01-Feb-14,31-Jan-14,Brogan Business Parks Ltd,-0.17,-0.17,"Unit W3, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW"
2013,25-Mar-03,,Budget Insurance Services Ltd,-367.95,212.86,"11 Bethel Street, Brighouse, HD6 1JR","F.A.O Susan Prideaux, Purchase Ledger Dept, Swinton Group Ltd, 6 Great Marlborough Street, Manchester, M1 5SW"
2013,01-Apr-10,,C J Morton & Co Ltd,-0.10,-864.10,"Pendleton Mills, James Street, Elland, HX5 0HB","F.A.O. Stephen Walker, Morton Meadow Logistics Ltd, Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW"
2013,05-May-11,27-Oct-13,C N Trading Ltd,-747.49,-747.49,"UNIT1 Perseverance Mill, Halifax Road, Todmorden, OL14 6EG","Calderside Nurseries, Oakville Road, Hebden Bridge, HX7 6NG"
2013,16-Jul-11,,Cafe Dino's Ltd,-150.00,-120.70,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS"
2013,25-Dec-09,31-Mar-14,Calderdale Mbc Economy & Environment,-682.95,-682.95,"18/20 Square, Halifax, HX1 1RJ","Fao Gillian West, Housing Options Manager, Doorways, 18/20 The Square, Halifax, HX1 1RJ"
2013,30-Sep-12,03-Nov-13,Coal Pension Properties Ltd,-6312.00,-6312.00,"4 Woolshops, Halifax, HX1 1RU","C/O Capita Property &, Infrastructure Ltd, 65 Gresham Street, London, EC2V 7NQ"
2013,01-Apr-13,,Conroy Brook (Developments) Ltd,-0.55,8610.08,"5 Villa Gardens, Shelf, Halifax, HX3 7JW","Burdwell Works, 172 New Mill Road, Brockholes, Huddersfield, HD9 7AZ"
2013,16-Oct-12,27-Feb-14,Due West Ltd,-1197.50,-1197.50,"38 Southgate, Halifax, HX1 1DL","C/O O & C Management Services Ltd, 9 Harrison Road, Halifax, HX1 2AF"
2013,01-Sep-12,,Epost Delivery Ltd,-378.99,-378.99,"Unit 7 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","1 Saxon Hall, 16 Palace Court, London, W2 4JA"
2013,22-Aug-12,28-Sep-13,Fat Cat Associates Ltd,-0.70,-0.70,"85 Stainland Road, Greetland, Halifax, HX4 8BD","89 Stainland Road, Greetland, Halifax, HX4 8BD"
2013,01-Jun-13,,Fat Cat Associates Ltd,-1.00,-1.00,"Ground Floor, 89 Stainland Road, Greetland, Halifax              HX4 8BD","89 Stainland Road, Greetland, Halifax, HX4 8BD"
2013,01-Apr-90,05-Dec-13,Fred Wade Ltd (In Liquidation),-146.14,-146.14,"14 Rawson Street, Halifax, HX1 1NH","C/O Lee & Company, Crown House, Armley Road, Leeds, LS12 2EJ"
2013,01-Apr-95,,Halifax Plc,-391.00,1173.00,"30 Powell Street, Halifax, HX1 1LN","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS"
2013,01-Jan-12,12-Mar-14,Halifax Property Services Ltd,-410.67,-2028.17,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT"
2013,31-Jul-07,,Hammerstones Construction Ltd (Company Dissolved),-60.00,4800.00,"Unit 1 Mount Works, Dewsbury Road, Elland, HX5 9BG","Mount Works, Dewsbury Road, Elland, HX5 9AR"
2013,01-Sep-04,25-Apr-13,Hebble Rugs Ltd,-91.06,-91.06,"Unit 1A Lower Ground Floor, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","C/O Avena Carpets Mr Jnp Crossley, Bankfield Mill, Haley Hill, Halifax, HX1 6ED"
2013,05-May-09,07-Nov-13,Id Ess (Retail) Ltd,-341.69,-341.69,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",
2013,06-Jun-07,,Ideal Boats Company Ltd,-332.24,-619.91,"Woodbottom Mill, Todmorden, OL14 6PG","21 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA"
2013,01-Feb-13,27-Feb-14,Interface Europe Ltd,-1361.38,-1361.38,"Shelf Mills (Vacant), Wade House Road, Shelf, Halifax              HX3 7PA","Financial Director, Shelf Mills, Shelf, Halifax, HX3 7PA"
2013,16-Nov-11,,Interserve Working Futures Ltd,-824.25,6548.24,"Part 1ST & 2ND Floors, Westgate House, Market Street, Halifax              HX1 1PD","Warwick House, Wade Lane, Leeds, LS2 8NL"
2013,16-Jul-13,15-Jul-13,John Crossley & Sons Ltd,-1226.41,-1226.41,"Unit B1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN","Fao Rupert Wj Crossley, Bankfield Works, Haley Hill, Halifax, HX3 6ED"
2013,21-Aug-10,01-Jan-14,K Engineering Nationwide Ltd,-239.39,-239.39,"Unit 9, Eastfield Mills, Belmont Street, Halifax             HX3 6AT","7 Thornes Moor Close, Wakefield, WF2 8QA"
2013,07-Dec-12,,Keswickton Securities Ltd,-24.82,1191.18,"Unit 2 Brow Mills Ind Estate, Brighouse Road, Hipperholme, Halifax              HX3 8EF","Unit 12, Brow Mills Industrial Estate, Brighouse Road, Hipperholme, HX3 8DD"
2013,01-Mar-11,30-Apr-13,Ksh (Halifax) Ltd,-647.00,-647.00,"Unit 4 Mount Works, Dewsbury Road, Elland, HX5 9BG","Unit 3 Mount Works, Dewsbury Road, Elland, HX5 9BG"
2013,01-Jul-01,,Ladbrokes Betting & Gaming Ltd,-0.01,529.99,"Workshop, Sod House Green, Halifax, HX3 6QR","R/O 17 Wood Street, Stratford-Upon-Avon, CV37 6JF"
2013,26-Jun-01,,Ladbrokes Betting & Gaming Ltd,-0.01,1629.99,"364 Ovenden Road, Halifax, HX3 5TJ","R/O 17 Wood Street, Stratford-Upon-Avon, CV37 6JF"
2013,01-Apr-90,,Ladbrokes Betting & Gaming Ltd,-0.01,3714.99,"20 Old Market, Halifax, HX1 1TN","R/O 17 Wood Street, Stratford-Upon-Avon, CV37 6JF"
2013,01-Apr-12,,Lloyds Bank Plc,-0.02,833.98,"Alliance & Leicester, Off Springs Garage, Halifax Road, Todmorden           OL14 5TS","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS"
2013,01-Jun-09,,Mackrill Financial Management Ltd,-3123.00,0.00,"Unit 26 Ripponden Bsn Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",
2013,06-Dec-11,15-Jul-13,Manningstead Ltd,-879.53,-879.53,"12 Central Hall, Coronation Street, Elland, HX5 0DF","C/O Brent Turner, The Hayloft, Hullen Edge Farm, Goose Nest Lane, Norland, Halifax, HX6 3QW"
2013,30-Dec-97,,Marks & Spencer Plc,-0.04,64709.96,"29 Woolshops, Halifax, HX1 1RU","Attn Karen Riley, Business Rates, Alexandra Court, 200-220 The Quays, Salford, M50 3WY"
2013,01-Apr-13,,Marrtree Investments Limited,-336.00,489.00,"327a Queens Road, Halifax, HX1 4PY","The Old Office, The Square, Farnley, Otley, LS21 2QG"
2013,01-Feb-09,,Milton (Halifax) Ltd,-77.80,1794.20,"Milton Shed (Empty), Gibbet Street, Halifax, HX1 5BA","C/O R Gledhill Ltd, Pingle Mill, Delph, Near Oldham, OL3 5EX"
2013,01-Feb-09,,Milton (Halifax) Ltd,-0.50,1969.50,"Milton Shed, Gibbet Street, Halifax, HX1 5BA","C/O R Gledhill Ltd, Pingle Mill, Delph, Near Oldham, OL3 5EX"
2013,01-Apr-11,,Mobile Broadband Network Ltd,-0.01,1979.99,"Telecommunication Mast, Site Ref H X 0005, Commercial Street, Halifax              HX1 1AD","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
2013,01-Apr-11,,Mobile Broadband Network Ltd,-0.01,1979.99,"Telecommunication Mast, Site Ref H X 0040, Queens Road, Halifax              HX1 3XY","C/O Gva Business Rates Tm, Po Box 16097, 3 Brindley Place, Birmingham, B2 2UY"
2013,01-Nov-08,,Moreton Deakin Associates,-54.71,189.29,"The Turrett, Valley Road, Hebden Bridge, HX7 7BZ",
2013,23-Dec-05,,Nestle Uk Ltd,-7065.00,130787.00,"Bailey Hall Road, Halifax, HX3 9HT","Fao Viv Guinan, Nestle Rowntree Division, Albion Mills, Halifax, HX3 9XT"
2013,01-Dec-13,31-Dec-13,Orean Personal Care Ltd,-1314.51,-1314.51,"Units 14-20, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","Unit E1, Stubs Beck Lane, West 26 Ind Estate, Cleckheaton, BD19 4TT"
2013,01-Oct-11,28-Feb-14,P G Freight Ltd,-30.67,-30.67,"Unit 3, 535 Bradford Road, Bailiff Bridge, Brighouse            HD6 4DL","C/O Wilkinson And Partners, Fairfax House, 6A Mill Field Road, Cottingley, BD16 1PY"
2013,16-Mar-13,31-Oct-13,Preston Derwent Estates Ltd,-103.65,-103.65,"Office Block(First Floor), North Dean Business Park, Stainland Road, Greetland           HX4 8LR","C/O K Duffy, 19 Silverdale Drive, Lees, Oldham, OL4 3DX"
2013,27-Oct-12,15-Jul-13,Punch Taverns Plc,-499.90,-499.90,"Branch House, Saddleworth Road, Barkisland, Halifax              HX4 8NU","Business Rates, Jubilee House, Second Avenue, Burton On Trent, Staffordshire, DE14 2WF"
2013,01-May-08,,Royds Properties Ltd,-252.00,543.00,"First Floor Unit 9, Wellington Mills, Quebec Street, Elland               HX5 9BX","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH"
2013,01-Apr-90,23-Oct-13,Specsavers Optical Superstores Ltd,-2691.20,-2691.20,"26 Cheapside, Halifax, HX1 1TQ","r2g Ltd, Unit 8, Thame Park Business Centre, Wenman Road, Thame, Oxon, OX9 3XA"
2013,05-May-01,19-Aug-13,Staples Uk Retail Ltd,-8473.00,-8473.00,"Unit 3 Halifax Retail Park, Pellon Lane, Halifax, HX1 5DF",
2013,01-Aug-11,30-Jan-13,Stonegate Pub Company,-1224.00,-1224.00,"5 Ferguson Street, Halifax, HX1 2EE","Porter Tun House, 500 Capability Green, Luton, LU1 3LS"
2013,25-Oct-12,04-Apr-13,Strafford Properties Ltd,-468.94,-468.94,"23 Bull Green, Halifax, HX1 2RZ","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
2013,25-Apr-08,28-Nov-13,Structured Technologies Services Ltd [In Administration],-481.23,-481.23,"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX","C/O Castle Acres, Everard Way, Narborough, Leicester, LE19 1BY"
2013,01-Sep-97,,Sweet & Maxwell Ltd,-17898.00,10299.00,"The Hatcheries, Hall Bank Lane, Mytholmroyd, Hebden Bridge       HX7 5HQ","Thomson Reuters, C/O Cushman & Wakefield, 9 Colmore Row, Birmingham, B3 2BJ"
2013,25-Apr-07,30-Jul-08,T Mobile Uk Ltd,-1293.60,-6436.36,"T Mobile  (53337), Toothill Lane, Brighouse, HD6 3SF","Rating Validation, Gva Grimley Pma 321, P O Box 16097, 3 Brindley Place, Birmingham, B2 2JB"
2013,01-Mar-13,12-Jan-14,Thornber Chicks Ltd,-9.25,-9.25,"Unit 4D, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN"
2013,01-Jan-13,31-Aug-13,Thornber Chicks Ltd,-239.54,-239.54,"Unit 1B, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN"
2013,01-May-10,03-Mar-14,Triplesix Ltd,-166.67,-166.67,"Unit 6C & 6D, Topland Country Business Pk, Cragg Road, Mytholmroyd","Unit 2 B Orchard Business Pk, Scout Road, Mytholmroyd, Hebden Bridge, HX7 5HZ"
2013,29-Jan-13,,Troy Chemical Company B V,-12.67,1531.33,"Suites 3 & 5, 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","Suites 3 & 5 Second Floor, Parkview House, Woodvale Road, Brighouse, HD6 4AB"
2013,11-May-11,28-Feb-14,Trustees Of B Holmes Discretionary Settlement,-620.04,-620.04,"Part 7th Floor, 60 Crown Street, Halifax, HX1 1HY","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
2013,10-Aug-12,28-Jul-14,Trustees Of L.B Of Southwark Pension Fund,-1.00,-8471.33,"Unit H3 Premier Way, Lowfields Business Park, Elland, HX5 9HF","C/O Cushman & Wakefield Llp, Po Box 14730, 9 Colmore Row, Birmingham, B3 2JT"
2013,07-Dec-10,,Trustees Of Whiteleys Engineering,-183.00,324.00,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
2013,19-Jun-13,31-Dec-13,Trustees Of Whiteleys Engineering,-406.48,-406.48,"Unit 3, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS"
2013,29-Nov-04,,Wilkinson Hardware Stores Ltd,-0.01,49643.99,"Briggate, Brighouse, HD6 1EF","Colliers International Propty, Advisers Uk Llp, Rate Account Management, 50 George Street, London, W1U 7GA"
2013,28-Dec-98,,Wilkinson Hardware Stores Ltd,-0.01,62963.99,"2 Southgate, Halifax, HX1 1DR","Colliers International Propty, Advisers Uk Llp, Rate Account Management, 50 George Street, London, W1U 7GA"
2014,01-Jul-06,,Age Uk,-867.60,-867.60,"10 Halifax Road, Todmorden, OL14 5AD","Property Department, Tavis House, 1-6 Tavistock Square, London, WC1H 9NA"
2014,15-Aug-11,27-Apr-14,Ashfield Veterinary Limited,-1666.49,-1666.49,"Heath House Surgery, Free School Lane, Halifax, HX1 2PS","Heath House Surgery, Free School Lane, Halifax, HX1 2PS"
2014,01-Apr-90,24-Jun-14,Avco Trust Ltd,-306.66,-306.66,"First Floor, 18 Silver Street, Halifax, HX1 1HS","Citibank Na, C/O Cbre Fao Ap Rates Team, Cornwall Court 4th Floor, 19 Cornwall Street, Birmingham, B3 2DT"
2014,01-Apr-14,07-Sep-14,B W Sipp Trustees Limited,-669.56,-669.56,"Bay 1, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE","C/O Throstle Nest, Warley Wood Lane, Luddendenfoot, Halifax, HX2 6BW"
