Publisher Label,Publisher URI,Organisationname,OrganisationCode,Effectivedate,ContractReferencenumber,OpenContractingID,TitleoftheAgreement,Contracttype,Serviceresponsible,ServiceCategorylabel,ServicecategoryURI,Descriptionofgoodsandservices,Procurementclassification,CPVlabel,CPVcode,Proclasslabel,Proclasscode,Contractstartdate,Enddate,Reviewdate,Lastextensiondate,Contractvalue,Fixedorestimatedcost,IrrecoverableVAT,SupplierName,Supplierregisteredcompanynumber,Supplierregisteredcharitynumber,OthersupplierID,SMEsupplier,VCSEsupplier,VCSEsuppliertype,Nominatedcontactpointname,Nominatedcontactpointemail,NominatedcontactpointURL
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC15996,,HXH - Fees re Sale,,Major Projects & Estates,,,HXH - Fees re Sale,,,,,,02/09/2016,,,,6000,,,Bevan Brittan,B00584,,,,,,,steve.richardson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16013,,Abbey Barn North Site - Consultancy Fees,,Major Projects & Estates,,,Abbey Barn North Site - Consultancy Fees,,,,,,05/09/2016,,,,5000,,,Mayer Brown Ltd,M00382,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16014,,HXH Coachway Park & Ride - Consultancy Fees,,Major Projects & Estates,,,HXH Coachway Park & Ride - Consultancy Fees,,,,,,05/09/2016,,,,20000,,,Holman Project Management,H00398,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16018,,To cover various training courses by Maximum,,Human Resources ICT/CSC & Shared Support Services,,,To cover various training courses by Maximum,,,,,,06/09/2016,,,,7000,,,Maximum Performance,M00503,,,,,,,jo.whiteley@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16019,,"Sword House, Totteridge Road, HW - Acquisition",,Major Projects & Estates,,,"Sword House, Totteridge Road, HW - Acquisition",,,,,,06/09/2016,,,,50000,,,Lambert Smith Hampton Group Ltd,L00353,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16027,,Assessment of Little Marlow Sewage Treatment,,Planning & Sustainability,,,Assessment of Little Marlow Sewage Treatment,,,,,,06/09/2016,,,,9872.19,,,Amec Foster Wheeler,A00607,,,,,,,ian.manktelow@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16031,,Footpath repairs in Stokenchurch and Wooburn,,Community,,,Footpath repairs in Stokenchurch and Wooburn,,,,,,07/09/2016,,,,8524,,,John Lee Constructions,J00151,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16032,,Partner Contribution to BSCB for 2016-17,,Community,,,Partner Contribution to BSCB for 2016-17,,,,,,07/09/2016,,,,10633,,,Bucks County Council,B00048,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16036,,BTVLEP: 2015/16,,Democratic Legal & Policy,,,BTVLEP: 2015/16,,,,,,07/09/2016,,,,7069,,,Bucks County Council,B00048,,,,,,,jacqueline.ford@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16037,,BTVLEP Contributions for 2016/17,,Democratic Legal & Policy,,,BTVLEP Contributions for 2016/17,,,,,,07/09/2016,,,,6349,,,Bucks County Council,B00048,,,,,,,jacqueline.ford@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16041,,Handy Cross Hub,,Major Projects & Estates,,,Handy Cross Hub,,,,,,07/09/2016,,,,5500,,,Richard Markland Architects,M00394,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16047,,Car Park Resurfacing at West St. Duke St. & R,,Environment,,,Car Park Resurfacing at West St. Duke St. & R,,,,,,08/09/2016,,,,49000,,,John Lee Constructions,J00151,,,,,,,caroline.hughes@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16060,,"11 Duke Street, HW - Landlord contributions",,Major Projects & Estates,,,"11 Duke Street, HW - Landlord contributions",,,,,,12/09/2016,,,,10000,,,One Can Trust Ltd,O00144,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16065,,Wycombe Air Park - Plot 3 - Lease,,Major Projects & Estates,,,Wycombe Air Park - Plot 3 - Lease,,,,,,12/09/2016,,,,7500,,,Bevan Brittan,B00584,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16066,,Railway Place - Architects Fees,,Major Projects & Estates,,,Railway Place - Architects Fees,,,,,,12/09/2016,,,,10000,,,Napier Clarke Architects,N00229,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16074,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,14/09/2016,,,,5770,,,Bespoke Major Projects & Estates Group,B00649,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16075,,Dev Man Applications & Advice,,Planning & Sustainability,,,Dev Man Applications & Advice,,,,,,14/09/2016,,,,11577,,,Philippa Jarvis Planning & Sustainability Consultancy Ltd,P00329,,,,,,,alastair.nicholson@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16081,,076-01912 Project,,Human Resources ICT/CSC & Shared Support Services,,,076-01912 Project,,,,,,14/09/2016,,,,92943.31,,,Civica Services Ltd,C00537,,,,,,,john.mcmillan@wycombe,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16082,,oracle 12c upgrade wkend rate,,Human Resources ICT/CSC & Shared Support Services,,,oracle 12c upgrade wkend rate,,,,,,14/09/2016,,,,5050,,,Idox Software Ltd,I00130,,,,,,,mary.hayward-ord@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16085,,Connections outreach service,,Environment,,,Connections outreach service,,,,,,15/09/2016,,,,18569.25,,,Connection Floating Support,C00799,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16086,,B & At 5 Amersham Hill,,Environment,,,B & At 5 Amersham Hill,,,,,,15/09/2016,,,,10000,,,The Coin Group Ltd,C00850,,,,,,,brian.daly@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16094,,Management Fee 2016/17 Third Quarter Year Fou,,Community,,,Management Fee 2016/17 Third Quarter Year Fou,,,,,,15/09/2016,,,,30500,,,Chiltern Rangers Cic,C00803,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16095,,Sports Development Service,,Community,,,Sports Development Service,,,,,,15/09/2016,,,,23500,,,Adventure Learning Foundation,A00584,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16098,,PostageCreditBought26AUG2016,,Human Resources ICT/CSC & Shared Support Services,,,PostageCreditBought26AUG2016,,,,,,16/09/2016,,,,5000,,,Neopost Neofunds,N00093,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16102,,I2 security - Video Entry System,,Human Resources ICT/CSC & Shared Support Services,,,I2 security - Video Entry System,,,,,,19/09/2016,,,,5692,,,I2 Security Ltd,I00194,,,,,,,marcus.allen@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16142,,Light Box concept and external lighting strat,,Major Projects & Estates,,,Light Box concept and external lighting strat,,,,,,23/09/2016,,,,5000,,,Haskoll Limited,H00399,,,,,,,robert.daniels@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16151,,Provide H&S Service to WDC 2016-2017,,Human Resources ICT/CSC & Shared Support Services,,,Provide H&S Service to WDC 2016-2017,,,,,,26/09/2016,,,,23000,,,Bucks County Council,B00048,,,,,,,paul.spencer@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16152,,Wycombe District Athletics Complex Lease,,Community,,,Wycombe District Athletics Complex Lease,,,,,,26/09/2016,,,,8000,,,The Little Marlow Trust,L00336,,,,,,,sarah.randall@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16170,,Widmer End Trafic Calming,,Planning & Sustainability,,,Widmer End Trafic Calming,,,,,,27/09/2016,,,,6048.6,,,Swarco Traffic Ltd,S00744,,,,,,,john.callaghan@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16180,,Capita Remote Benefits processing.,,Finance & Commercial,,,Capita Remote Benefits processing.,,,,,,27/09/2016,,,,7000,,,Capita Business Services Ltd,C00481,,,,,,,andy.green@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16188,,"4-5 Church Street - redesign of staircase,",,Major Projects & Estates,,,"4-5 Church Street - redesign of staircase,",,,,,,28/09/2016,,,,7521.8,,,Mr Gates Fabrication Specialists Ltd,G00280,,,,,,,charles.brocklehurst@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16192,,Music system installation Easton St,,Environment,,,Music system installation Easton St,,,,,,29/09/2016,,,,13119.86,,,Pel Services Ltd,P00466,,,,,,,robin.evans@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16196,,STP Charges & Sinking Fund,,Community,,,STP Charges & Sinking Fund,,,,,,30/09/2016,,,,20000,,,John Hampden Grammar School,J00127,,,,,,,elaine.jewell@wycombe.gov.uk,
Wycombe District Council,http://opendatacommunities.org/doc/district-council/wycombe,http://opendatacommunities.org/id/district-council/wycombe,Wycombe,Nov-16,WDC16203,,B & B,,Environment,,,B & B,,,,,,30/09/2016,,,,10000,,,Buckingham Hotel,B00681,,,,,,,brian.daly@wycombe.gov.uk,
