Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
,-23.09,-136.31,2000,"Adjacent Coliseum, Fountain Street, Halifax, HX1 2AB",,11/01/00,03/31/02
,-0.71,-0.71,2017,"44 Meadow Lane, Wheatley, Halifax, HX3 5JR",,03/03/02,
,-5.37,-5.37,2004,"Wheatsheaf Hotel, 42 Mount Pellon, Pellon, Halifax             HX2 0EE",,03/27/98,03/30/05
Brewster Ltd [In Liquidation],-1300.32,-1300.32,2002,"Union Cross Hotel, 12 Old Market, Halifax, HX1 1TN","C/O Neville Russell, Airedale House, 77 Albion Street, Leeds, LS1 5HT",11/01/97,02/02/98
,-2779.57,-12849.03,2010,"The Surgery, 117 Oxford Lane, Siddal, Halifax             HX3 9DG",,04/12/90,
,-2814.5,-12849.03,2011,"The Surgery, 117 Oxford Lane, Siddal, Halifax             HX3 9DG",,04/12/90,
,-70.8,-70.8,2003,"98a Oxford Lane, Siddal, Halifax, HX3 9BJ",,10/02/01,08/09/03
,-154,-154,2002,"21/23 Park Drive, Rochdale Road, Halifax, HX2 7NP",,04/01/90,12/01/91
B B M (Electronic Office)Ltd[In Liquidation],-56.2,-56.2,2002,"Whitehall Chambers, Halifax Road, Hipperholme, Halifax             HX3 8EN","C/O Grant Thornton, [B2688/MEGS/JW/NMH], St Johns Centre, 110 Albion St, Leeds, LS28LA",04/01/90,08/10/93
Saville Machine Tools Ltd,-26.21,-26.21,2002,"Hope Street, Halifax, HX1 5DW","C/O Messrs Coopers & Lybrand, 1 East Parade, Sheffield, S1 2ET",04/01/90,08/06/93
Central Garage (Mirfield)Ltd,-2888.07,-2888.07,2003,"Hanson Lane Garage, 1 Hope Street, Halifax, HX1 5DW",No Forwarding Address,04/01/90,12/04/03
Sally Salon Services Ltd,-145.2,1461.29,2016,"Unit 7, Margram Business Centre, Horne Street, Halifax             HX1 5UA","C/O Rate Account Management, C/O Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",03/21/99,
,-208.52,-208.52,2002,"163 King Cross Road, Halifax, HX1 3LN",,04/01/90,03/15/95
,-29.31,-29.31,2002,"58 Rochdale Road, Greetland, Halifax, HX4 8AX",,04/01/92,04/11/99
Lambert Roper & Horsfield Ltd,-4810.01,-4810.01,2016,"The Old Woolcombers Mill, 14 Union Street South, Halifax, HX1 2LE","The Old Woolcombers Mill, 12/14 Union Street South, Halifax, HX1 2LE",09/14/91,12/31/16
B.K Ventures Ltd,-1599.92,-1599.92,2001,"Old Cock Hotel, Halifax, HX1 1DS","The Coiners, 16 Silver Street, Halifax, HX1 1HS",04/02/01,10/28/01
,-219.12,-219.12,2002,"Unit 6, 25 Square Road, Halifax, HX1 1QG",,12/31/99,11/27/01
,-110.6,-490.4,2006,"55 Stainland Road, Greetland, Halifax, HX4 8BD",,04/01/90,03/31/06
,-1.42,-1.42,2017,"59 Stainland Road, Greetland, Halifax, HX4 8BD",,04/01/90,
,-702.12,-702.12,2004,"42 The Colonnade, Piece Hall, Halifax, HX1 1RE",,09/30/02,06/23/04
Calderdale Smartmove Ltd,-100.18,-100.18,2016,"9 Portland Place, Halifax, HX1 2JQ","15 Harrison Road, Halifax, HX1 2AF",10/01/01,05/08/16
,-143.6,-143.6,2004,"58 Market Street, Hebden Bridge, HX7 6AA",,11/01/02,09/30/04
Mitaz Ltd,-50.18,-50.18,2003,"13 New Road, Hebden Bridge, HX7 8AD","C/O Mr D Boud, 2 Damems Lane, Keighley, BD22 7AP",06/01/01,04/30/03
,-92.62,-92.62,2004,"Second Floor, Old Town Mill, Wadsworth, Hebden Bridge       HX7 8SP",,06/01/00,09/30/04
,-20.91,-20.91,2008,"Unit 8, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,11/01/99,01/31/09
,-93.19,-93.19,2002,"224 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,02/04/93,02/04/93
,-2.22,-2.22,2002,"Walnut Street, Halifax, HX1 5JB",,04/01/96,09/30/97
,-1267.71,-699.64,2007,"Horse & Jockey Inn, 301 Warley Road, Halifax, HX2 0AD",,12/15/93,04/24/08
Autec Electronics Ltd [In Liquidation],-312.14,-312.14,2002,"Portland House, West Vale, Halifax, HX4 8NY","C/O Jacksons Joliffe Cork, 33 George Street, Wakefield, WF1 1LX",04/01/90,08/21/96
Paints & Lacquers Ltd,-0.41,-0.41,2017,"12 West Parade, Halifax, HX1 2TA",,04/01/90,
,-2431.92,-5915.41,2006,"Albert Hotel, 3 Albert Street, Hebden Bridge, HX7 8AH",,11/10/99,10/17/06
,-65.68,-65.68,2005,"16a Bridge Gate, Hebden Bridge, HX7 8EX",,04/01/99,06/30/05
G Dunkley & Son [H.B] Ltd [In Liquidation],-19.09,-19.09,2002,"3 Carlton House, Crown Street, Hebden Bridge, HX7 8ES","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NS",10/01/93,07/15/97
,-0.9,-0.9,2017,"Stones Cricket Club, Ripponden Old Lane, Ripponden, Sowerby Bridge      HX6 4LQ",,04/01/90,
,-4.45,-4.45,2002,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",,04/01/97,05/03/99
,-67.9,-67.9,2006,"2nd Floor, Barclays Bank Chambers, 21 Town Hall Street, Sowerby Bridge      HX6 2EA",,10/01/93,12/15/06
,-26,-26,2016,"Unit 9, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",,04/01/02,12/31/16
Repack Services Ltd,-662.84,-662.84,2005,"Unit 2 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",02/20/99,10/08/05
,-225.97,-225.97,2005,"Dental Surgery, 92 Wharf Street, Sowerby Bridge, HX6 2AF",,04/01/90,11/01/05
,-1.77,-1.77,2017,"Unit 6, Nanholme Workshops, Halifax Road, Todmorden           OL14 6DA",,07/01/99,
,-35.73,-35.73,2004,"Thornlea East, Holme House Road, Todmorden, OL14 8LD",,04/01/00,12/17/04
Joint Admin Receivers Of Lois Fabric Printing Co Ltd,-7.11,-7.11,2002,"Caldervale Mill, Pudsey Road, Todmorden, OL14 8NJ","C/O Coopers & Lybrand, Abacus Court, 6 Minshull Street, Manchester, M1 3ED",09/03/94,09/09/94
A C S Products Ltd,-334.32,-334.32,2002,"Units 5 & 7, Penair Works, Mill Fold, Ripponden           HX6 4DJ","Units 5 & 7, Mill Fold, Ripponden, HX6 4DJ",06/30/98,11/30/99
A Kinghorn & Co Ltd-In Receivership,-2184.48,-2184.48,2002,"Hammer Mill, Stackhills Road, Todmorden, OL14 5QW","C/O Messrs Grant Thornton, Heron House, Albert Square, Manchester, M2 5HD",04/01/90,01/06/93
,-223.24,-223.24,2017,"23 Ovenden Road, Halifax, HX3 5PN",,12/20/02,
Dixons Retail Plc,-12668.32,139403,2016,"Charlestown Road, Halifax, HX3 6AB","C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",11/29/02,
Continental Books,-40.75,-40.75,2003,"51 Crown Street, Halifax, HX1 1JB","F.A.O. Mr Phillip Rhodes, 51 Crown Street, Halifax, HX1 1JB",07/06/03,01/31/04
,-6.66,-6.66,2006,"Hole In The Wall Inn, Hebden Bridge, HX7 7DD",,08/18/03,04/12/07
Haley Bros [ Builders] Ltd [In Liquidation],-9.64,-9.64,2008,"Suite 4, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD","C/O X.L Business Solutions, 1st Floor, 2-4 West Street, Cleckheaton, BD19 5AJ",04/28/03,12/10/08
,-49.51,-49.51,2008,"Office Suite D254, Dean Clough Office Park, Halifax, HX3 5AX",,06/01/04,07/01/08
,-222,-453.41,2003,"2 Langdale Street, Elland, HX5 0JL",,04/01/03,03/31/03
,-228,-453.41,2004,"2 Langdale Street, Elland, HX5 0JL",,04/01/03,03/31/03
,-66,-66,2004,"2ND & 3RD Floors, Blue Note, Bridge Street, Todmorden           OL14 5AQ",,07/01/04,06/30/04
Bar Refreshments [Uk] Ltd,-877.8,-1799.3,2008,"Martins Mill, Pellon Lane, Halifax, HX1 5QJ",No Forwarding Address,01/01/04,03/31/08
,-41.6,-41.6,2005,"5 Clare Road, Halifax, HX1 2HX",,04/01/04,03/31/05
,-16.67,-16.67,2008,"4 South Parade, Stainland, Halifax, HX4 9HW",,03/22/04,06/05/08
Walker Boats Ltd,-0.96,-0.96,2017,"Unit 2B Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR","F.A.O. Mr Frank Walker, 33 Half House Lane, Hove Edge, Brighouse, HD6 2PH",06/01/04,
,-51.09,-51.09,2007,"Unit 2D Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5EY",,08/01/04,07/01/07
,-50.38,-76.72,2011,"219 King Cross Road, Halifax, HX1 3JL",,03/01/05,03/13/11
,-27.86,-27.86,2009,"44 Clough Lane, Mixenden, Halifax, HX2 8SN",,04/01/05,06/29/09
,-104.05,-104.05,2005,"Branch House, Saddleworth Road, Barkisland, Halifax              HX4 8NU",,09/23/05,03/19/06
Grantham House Properties Ltd,-79.51,-79.51,2017,"Unit 5, Grantham House, Grantham Road, Halifax             HX3 6PL","C/O James Garside & Son Ltd, Grantham Works, Grantham Road, Halifax, HX3 6PL",04/01/05,03/31/17
Starway Motorcycles Ltd [In Administration],-91.88,-91.88,2006,"Unit 6 & 7, 370 Bradford Road, Brighouse, HD6 4DJ","C/O Milner Boardman & Partners, Century House, Ashley Road, Hale, WA15 9TG",05/01/05,02/14/07
,-10,-10,2006,"65 Rustic, Piece Hall, Halifax, HX1 1RE",,05/11/05,06/30/06
,-0.02,-0.02,2017,"Lower Brockholes Farm, Lane Head Lane, Ogden, Halifax              HX2 8XQ",,11/15/04,
,-50.75,-50.75,2017,"Woodside Mills, Halifax Road, Elland, HX5 0SH",,07/01/05,
,-169.96,-169.96,2005,"Office 7, 162A Haugh Shaw Road, Halifax, HX1 3BG",,01/01/05,12/01/05
Repack Services Ltd,-4.73,-4.73,2005,"Unit 22 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BS","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",04/01/04,10/08/05
K Hamnett [Machinery Removers],-242.02,-242.02,2007,"Philmar House, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, Halifax, HX2 0AR",04/01/04,06/17/07
V E S (Halifax) Ltd,-20.96,-20.96,2008,"Listers Road, Halifax, HX3 6AG","The Old Tannery, 224 Spen Lane, Gomersal, Cleckheaton, BD19 4PJ",05/03/06,05/05/08
,-90,-90,2010,"15 Hill Crest, Burnley Road, Sowerby Bridge, HX6 2TJ",,10/01/05,06/30/09
1st 4 Training Ltd,-30.55,-30.55,2006,"Unit 15B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","12 Prospect Court, Norton Tower, Halifax, HX2 0NR",07/14/05,02/14/07
,-20,-50,2006,"196 Rochdale Road, Todmorden, OL14 7NA",,12/19/05,03/31/08
,-5715.41,-73106.88,2012,"Stainland Rd Medical Centre, 70 Stainland Road, Greetland, Halifax              HX4 8BD",,01/24/06,
Admiral Taverns Ltd,-8.6,-8.6,2006,"Big D's, 355 Halifax Road, Todmorden, OL14 5SR","Purchase Ledger Dept, Suite H3, Steam Mill Business Centre, Steam Mill Street, Chester, CH3 5AN",09/07/06,03/30/07
Osprey Land & Homes Ltd,-10.68,-10.68,2006,"Health Centre, Thrush Hill Road, Mytholmroyd, Hebden Bridge       HX7 5AQ","2 Park Farm Courtyard, High Easthorpe, Malton, North Yorkshire, YO17 6QX",10/12/06,10/31/06
,-66.32,-66.32,2010,"27 Borough Market, Halifax, HX1 1DY",,10/02/06,03/31/11
,-0.15,-0.15,2017,"Union Street South, Halifax, HX1 2LF",,09/01/06,
,-1088.12,-1088.12,2010,"2 Swine Market, Halifax, HX1 5DT",,12/11/06,08/31/10
,-25.28,-25.28,2007,"Heart Gallery Arts Centre, 4 Market Street, Hebden Bridge, HX7 6AA",,10/01/06,09/30/07
,-0.2,-0.2,2017,"5 St Johns Lane, Halifax, HX1 2JD",,12/05/06,
Pennine Housing 2000 Ltd,-2304,-5998.65,2015,"3E Heywoods Industrial Park, Birds Royd Lane, Brighouse, HD6 1LQ","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",08/24/06,08/07/13
,-1.18,-1.18,2017,"Unit 1 1ST Floor, Number 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG",,06/21/05,
,-163.59,-766.35,2007,"11/13 Lilly Street, Sowerby Bridge, HX6 3DG",,07/01/07,01/04/08
C.C.L Group Ltd [In Administration],-346.5,-899.1,2008,"Armytage Road, Brighouse, HD6 1QF","C/O Price Waterhouse Coopers, Hill House, Richmond Hill, Bournemouth, BH2 6HR",07/06/07,02/02/10
Hebden Bridge Group Practice,-28204.75,-77444.65,2016,"Grange Dene Medical Centre, Grange Dene, Burnley Road, Mytholmroyd          HX7 5LF","Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BZ",04/01/05,
,-27.09,-27.09,2007,"39/41 Thornhill Road, Brighouse, HD6 3AX",,01/05/07,03/12/08
,-166.5,-966.7,2012,"Balcony Store 30, Borough Market, Halifax, HX1 1DZ",,04/01/07,03/31/10
The Bradford T.P.S,-637.76,-637.76,2010,"Bradford T P S, Halifax Road, Shelf, Halifax              HX3 7JT","C/O Halifax V W, Halifax Road, Shelf, Halifax, HX3 7JT",08/01/07,05/31/10
,-118,-118,2017,"White Cottage, Cooper Bridge Road, Mirfield, WF14 0BS",,04/01/07,
,-100.56,-100.56,2011,"Bradford Road, Brighouse, HD6 1RY",,05/21/07,01/31/12
R & A Parcels (Hx) Ltd [Dissolved],-91.28,-91.28,2009,"Unit G6, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Ceased To Trade , No Assets., Dissolved",01/03/08,09/15/09
,-589,-589,2008,"Unit 7, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",,03/17/08,03/16/08
,-394.64,-394.64,2009,"23 Boothtown Road, Halifax, HX3 6EU",,06/29/07,04/20/10
,-77.06,-77.06,2008,"Unit 11 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",,03/01/08,10/04/08
Heritage Cashmere Ltd [In Administration],-29.72,-299.25,2007,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","C/O Armstrong Watson, Central House, 47 St Pauls Street, Leeds, LS1 2TE",02/12/08,05/28/09
Heritage Cashmere Ltd [In Administration],-38.53,-299.25,2009,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","C/O Armstrong Watson, Central House, 47 St Pauls Street, Leeds, LS1 2TE",02/12/08,05/28/09
Design & Display Ltd,-1330.43,-1330.43,2009,"Unit K1 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA","C/O Vcep Investments Llp, Jubilee Way, Grange Moor, Wakefield, WF4 4TD",04/23/08,08/03/08
B & Q Plc,-96400,-319259.62,2014,"7 Shroggs Road, Halifax, HX1 5HZ","C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",04/04/08,
,-110,-110,2008,"Unit J, Atlas Mill Road, Brighouse, HD6 1ES",,01/04/08,11/30/08
,-0.72,-0.72,2017,"71A Langdale Street, Elland, HX5 0JE",,07/16/08,
,-13.44,-13.44,2008,"Container No. 6, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF",,04/01/08,01/31/09
Csc Computer Sciences  Ltd,-117.12,-117.12,2011,"Unit SM4 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","Royal Pavilion, Tower 3 Lower Ground Floor, Wellesley Road, Aldershot, Hants, GU11 1PZ",10/01/08,01/31/12
,-510.97,-900.19,2011,"Market Stall 5,6-8, Borough Market, Halifax, HX1 1DZ",,12/01/08,11/09/12
,-0.21,-0.21,2017,"63 Bradford Road, Brighouse, HD6 1RS",,12/21/08,
,-31.03,-31.03,2008,"114 Commercial Street, Brighouse, HD6 1AQ",,03/20/09,09/30/12
,-194.95,-194.95,2010,"26 Halifax Road, Todmorden, OL14 5QG",,04/01/09,03/31/10
Id Ess (Retail) Ltd,-341.69,-341.69,2013,"Office Suite D151, Dean Clough Mills, Halifax, HX3 5AX",,05/05/09,11/07/13
,-5.51,-5.51,2010,"38 Gooder Lane, Brighouse, HD6 1HT",,05/06/09,07/12/10
,-3.63,-3.63,2014,"10 Silver Street, Halifax, HX1 1HS",,10/03/13,06/09/14
,-0.57,-0.57,2017,"95 Gibbet Street, Halifax, HX1 5BP",,09/01/08,
,-64.15,-64.15,2009,"Unit 1A South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,05/01/09,01/31/10
,-15.15,-15.15,2012,"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,04/01/09,10/31/13
,-654.3,-654.3,2014,"Unit 4 Windsor Business Park, Hanson Lane, Halifax, HX1 4SD",,10/20/09,04/30/13
,-0.85,-0.85,2017,"44 Clough Lane, Mixenden, Halifax, HX2 8SW",,02/01/10,
,-173.55,-173.55,2012,"Unit 1A Moorlea Garage, Albert Road, Halifax, HX2 0DF",,02/01/10,07/28/12
,-132.64,-132.64,2010,"Unit 3 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,08/14/09,03/31/14
,-0.15,-0.15,2017,"Unit 7, Washer Lane Works, Washer Lane, Halifax              HX2 7DX",,04/01/10,
Converga Ltd,-652.81,-652.81,2010,"Unit 5A Part First Floor, Springvale Works, Elland Road, Brighouse            HD6 2RN","Headrow House, 19 Old Leeds Road, Huddersfield, HD1 1SG",04/01/10,03/31/10
,-126.9,-126.9,2010,"Market Stall 124/131, Market Hall, Borough Market, Halifax             HX1 1DZ",,04/01/10,11/21/10
,-65,-65,2010,"19 Burnley Road, Todmorden, OL14 7BU",,08/01/10,02/02/11
,-420.67,-420.67,2017,"Springwood Mill, Pudsey Road, Todmorden, OL14 8NJ",,02/01/11,
Brogan Business Parks Ltd,-43.41,-43.41,2011,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",11/19/10,10/20/11
Klassprint Ltd In Administration,-2.4,-2.4,2012,"Klassprint Ltd, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU","Wilson Field, The Manor House, 260 Eccleshall Road South, Sheffield, S11 9PS",06/01/11,08/24/12
Frank Marshall Estates Ltd,-1741.2,-1754.69,2012,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",03/30/12,03/29/12
Castledene Yorkshire Ltd,-50.91,-50.91,2011,"219 King Cross Road, Halifax, HX1 3JL","Suite 1, Easington Business Centre, Seaside Lane, Easington, SR8 3LJ",03/14/11,02/29/12
Stuart Angus Consulting Ltd,-159.75,-159.75,2012,"Office 8, James Street Mills, South Lane, Elland               HX5 0HB","Suite 8 Heritage Exchange, South Lane, Elland, Halifax, HX5 0HB",05/28/11,03/31/14
Colltex Ltd,-1353.34,-1353.34,2014,"UNIT19 Woodman Works, South Lane, Elland, HX5 0PA","114 Colne Valley Business Park, Linthwaite, Huddersfield, HD7 5QG",11/09/13,06/30/14
,-8.9,-8.9,2014,"1 Cliffe Road, Brighouse, HD6 1HE",,04/25/14,02/20/15
,-3.25,-3.25,2015,"5,7 & 9 Water Street, Todmorden, OL14 5AB",,12/01/12,07/17/15
,-332.54,-665.08,2010,"4 Cheapside, Halifax, HX1 1TQ",,07/31/09,08/01/10
Greenwoods Menswear Ltd,-156.5,-156.5,2009,"The Moquette Shed, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","2nd Floor, Bradford Business Park, 5 Kingsgate, Bradford, BD1 4SJ",04/01/09,04/02/10
The Sipp Broker Ltd,-1655.8,-1655.8,2010,"1 St Johns Lane, Halifax, HX1 2JD","54 West End Drive, Cleckheaton, BD19 6JD",08/17/09,03/31/11
Calder Valley Steiner Education Ltd,-48.12,-48.12,2017,"St John's Centre, Church Bank Lane, Cragg Vale, Hebden Bridge        HX7 5TF",,09/06/10,
Stercap Ltd,-395.4,-395.4,2011,"Units 2/3, Vine Industrial Estate, Elland Road, Brighouse            HD6 2QS","F A O Mr Colin Wormald, Unit 1, Dominion Works, Denholmegate Road, Hipperholme, Halifax, HX3 8JG",01/01/11,06/30/11
Dondolare Ltd,-0.85,-0.85,2017,"226 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",,12/02/09,
Dreem Kitchens Ltd (In Administration),-32.56,-32.56,2011,"Unit 2 Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PE","Kellie Bell, C/O Begbies Traynor, 340 Deansgate, Manchester, M3 4LY",01/01/10,09/02/11
Halifax Property Services Ltd,-1190.8,-4765.75,2012,"Part 1st Floor, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",04/01/11,06/08/14
Halifax Property Services Ltd,-1224.6,-4765.75,2013,"Part 1st Floor, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",04/01/11,06/08/14
,-85.24,-85.24,2014,"25a Union Street, Halifax, HX1 1PR",,01/01/11,11/04/14
,-0.15,-0.15,2017,"28 Spring Hall Place, Halifax, HX1 4TF",,03/01/10,
Frank Marshall Estates Ltd,-1039.63,-1039.63,2012,"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",06/01/11,09/30/12
,-182.9,-304.6,2014,"23A Ovenden Road, Halifax, HX3 5PN",,08/23/10,09/30/13
,-10,-10,2017,"The Loft, First Floor, Lever Street, Todmorden           OL14 5QF",,05/01/11,
,-14.29,-14.29,2013,"Unit 2b Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,02/01/12,08/31/13
The Carphone Warehouse Ltd,-1435,15807,2016,"18B Woolshops, Halifax, HX1 1RU","Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",10/29/10,
Bizspace Ltd,-657,-657,2012,"Unit 1C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",12/01/11,04/30/12
Property Projections Ltd,-38,-114,2016,"Unit 12A Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ","Unit 12a Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse, HD6 4JJ",11/07/11,
,-416.91,-416.91,2016,"Dirty Dicks Ale House, 1 Clare Road, Halifax, HX1 2HX",,04/27/11,11/13/16
Administrators Of James H Sutcliffe Ltd,-65.66,-65.66,2011,"S/0 752 Burnley Road, Todmorden, OL14 8LF","Co Bdo Llp, 3 Hardman Street, Manchester, M3 3AT",09/10/11,10/09/11
,-15.5,-15.5,2011,"The Club, 1 Greenhead Lane, Brighouse, HD6 3PS",,12/01/11,03/04/12
,-686.36,-686.36,2016,"Units 18A & 18B, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",,12/01/12,12/01/16
The Dean Clough Foundation,-159.13,-159.13,2016,"Office Suite D32, Dean Clough Mills, Halifax, HX3 5AX","Attn Ruth Robinson, Office Suite D182, Dean Clough, Halifax, HX3 5AX",03/01/13,12/31/16
,-5.02,-5.02,2013,"22 Silver Street, Halifax, HX1 1HS",,03/01/13,03/01/14
Edgar Dickinson Properties Ltd,-383.75,-383.75,2015,"Unit 76 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD","Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR",04/13/13,11/29/15
Troy Chemical Company B V,-12.67,-1281.65,2013,"Suites 3 & 5, 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","Uiverlaan12e, 3145 Xn, Maassluis, The Netherlands",01/29/13,12/04/15
,-167.3,-167.3,2017,"10 Croft Mill Apartments, Croft Mill Yard, Hebden Bridge, HX7 8AB",,04/01/13,
Calderdale Mbc Neighbourhood And Community Engagement Team,-1224,-2458.2,2015,"Hebden Royd Town Council, 1ST & 2ND Flr The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Fao Andrew Pitts, Westgate House, Westgate, Halifax, HX1 1PS",08/20/12,03/31/15
,-91.74,-91.74,2016,"196 King Cross Road, Halifax, HX1 3JP",,12/03/13,
,-50,-3418,2012,"Unit 3B, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA",,10/05/12,
,-355.89,-355.89,2013,"Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",,08/03/13,05/31/14
Mosonic Ltd,-605.85,-605.85,2012,"Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ","Cliftby Works, Sandbeds Road, Pellon, HX2 0QQ",07/01/12,11/14/12
,-64,-64,2017,"72 Ovenden Road, Halifax, HX3 5PN",,08/12/14,
The Dean Clough Foundation,-271.47,-271.47,2017,"Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX","Attn Ruth Robinson, Office Suite D182, Dean Clough, Halifax, HX3 5AX",02/09/14,
G Property,-646.94,-987.79,2014,"1 Church Lane, Brighouse, HD6 1AT","25 Park Square West, Leeds, LS1 2PW",08/10/14,08/09/14
,-7.08,-7.08,2015,"5 Crown Street, Hebden Bridge, HX7 8EH",,01/22/16,
Sainsbury's Bank Plc,-638,7051,2016,"Atm Site, Sainsbury's Supermarket, Wade Street, Halifax              HX1 1SB","C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Brimingham, B2 5LS",04/01/10,
Nobilia [G.B] Ltd,-1478,-1478,2016,"Unit 2 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG","Unit 1 Sandown House, Caldene Business Park, Burnley Road, Mytholmroyd, HX7 5QJ",11/01/14,08/31/15
Setbray Properties Ltd,-164.34,-164.34,2016,"Unit 6, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ","Suites 1&4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",11/01/15,05/31/16
Robert Kitson,-161.24,-161.24,2016,"11/13 Stainland Road, Greetland, Halifax, HX4 8AD","6 Hullen Edge Road, Elland, HX5 0QY",10/16/15,03/12/17
,-526.5,-526.5,2017,"Thornton Breakers Scrapyard, Holdsworth Road, Halifax, HX3 6SN",,08/21/15,
Royal London Mutual Insurance Society Ltd,-125,-125,2015,"Unit A, Church Street Garage, Church Street, Halifax             HX1 1QY","C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",03/01/14,05/10/15
Drew Forsyth & Co,-215.97,-215.97,2015,"Unit 2A Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,01/01/15,07/31/15
,-337.69,-337.69,2016,"208 King Cross Road, Halifax, HX1 3JP",,03/01/16,02/28/17
,-650,874.06,2016,"10 Albion Street, Halifax, HX1 1DU",,03/25/15,04/30/16
Kino & Co,-97.58,-97.58,2015,"Unit HM30 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",04/01/15,04/30/16
Thai Halifax Limited,-181,0,2017,"37/39 Broad Street, Halifax, HX1 1YA",,05/08/15,
Brisue Ltd,-48.85,-160.29,2014,"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ","Registered Office, 98 Rochdale Road, Todmorden, OL14 7LP",09/01/14,02/28/15
