Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N)
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/04/2017,AAS0279610,38.91,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 11/04/2017,AAS0279609,34.06,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 18/04/2017,AAS0279608,43.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,3202,FUELMATE LTD,A0090265, 04/04/2017,AAS0279610,59.39,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,G4S CASH SOLUTIONS (UK) LIMITED,A0002616, 20/04/2017,AAS0279528,134.61,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 12/04/2017,DAL0279369,3.33,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Seminars etc All Costs,4601,REDACTED - PERSONAL DATA,A0002785, 12/04/2017,DAL0279369,25.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,2203,GAZPROM ENERGY,A0090838, 20/04/2017,AAS0279530,46.39,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,GEORGE BOOCOCK DECORATORS LTD,A0000427, 12/04/2017,EST0279364,576,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,GGP SYSTEMS LIMITED,A0042243, 20/04/2017,OPS0279442,1722.99,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,GLASDON UK LIMITED,A0078667, 20/04/2017,OPS0279556,13.26,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,GLASDON UK LIMITED,A0078667, 20/04/2017,OPS0279557,20.55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,GLASDON UK LIMITED,A0078667, 20/04/2017,OPS0279392,32.08,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,GLASDON UK LIMITED,A0078667, 20/04/2017,OPS0279392,249.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 20/04/2017,AAS0279605,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,4401,GLOBAL PAYMENTS,A0072461, 20/04/2017,AAS0279605,1000.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 20/04/2017,AAS0279606,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 20/04/2017,AAS0279607,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 20/04/2017,AAS0279607,954.34,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,4421,GLOBAL PAYMENTS,A0072461, 20/04/2017,AAS0279606,1458.03,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/04/2017,OPS4005598,-214.73,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 20/04/2017,OPS0279431,429.46,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,GOING DUTCH FLORIST,A0001216, 27/04/2017,DAL0279736,38.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,303,GOLDSHAWBOOTH PARISH COUNCIL,A0080533, 27/04/2017,AAS0279763,5431,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,GRADKO INTERNATIONAL LTD,A0025806, 27/04/2017,ENV0279740,4.5,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,GRADKO INTERNATIONAL LTD,A0025806, 27/04/2017,ENV0279740,192.5,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,GRADKO INTERNATIONAL LTD,A0025806, 06/04/2017,ENV0279208,192.65,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Reference Books Acts,4304,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 06/04/2017,DAL0279256,118.45,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Reference Books Acts,4304,HAMMICKS LEGAL INFORMATION SERVICES,A0045271, 06/04/2017,DAL0279256,118.55,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,HEALTH & SAFETY EXECUTIVE,A0042138, 20/04/2017,OPS0279423,5037.45,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH ASSURED LIMITED,A0091143, 27/04/2017,PER0279737,1842.5,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 27/04/2017,EST0279702,50,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 06/04/2017,PER0279295,50,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 27/04/2017,EST0279702,496,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Other Expenses,4705,HELEN GREEN,A0090968, 27/04/2017,DAL0279581,50,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,303,HIGHAM WITH WEST CLOSE BOOTH PC,A0090493, 27/04/2017,AAS0279764,13930.14,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090353, 20/04/2017,TRE0279516,450,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090353, 12/04/2017,TRE0279433,825,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 12/04/2017,TRE0279432,45,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 12/04/2017,TRE0279432,1263,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,HM REVENUE & CUSTOMS,A0067741, 11/04/2017,AAS0279544,121500,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,ICCM,A0050090, 06/04/2017,PCO0279239,445,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,J H BLAKEY & SONS (SECURITY) LTD,A0000211, 20/04/2017,COR0279456,178.92,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 06/04/2017,HED0279280,-53.38,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 06/04/2017,HED0279280,53.38,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 06/04/2017,HED0279123,140,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 06/04/2017,HED0279123,100,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 06/04/2017,HED0279123,160,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,JBW GROUP LIMITED,A0088708, 06/04/2017,TRE0279130,440,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JETCAM CLEANSING COLNE LTD,A0088807, 20/04/2017,HED0279514,110,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JETCAM CLEANSING COLNE LTD,A0088807, 20/04/2017,HED0279514,235,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,JEWSON LIMITED,A0001323, 20/04/2017,PCO0279360,4.72,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,JEWSON LIMITED,A0001323, 20/04/2017,PCO0279360,7.94,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,JEWSON LIMITED,A0001323, 20/04/2017,PCO0279360,9.04,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,JEWSON LIMITED,A0001323, 20/04/2017,OPS0279448,107.64,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 06/04/2017,OPS0279223,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 06/04/2017,OPS0279224,90,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 20/04/2017,OPS0279444,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 20/04/2017,OPS0279568,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 06/04/2017,OPS0279222,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 20/04/2017,OPS0279443,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 20/04/2017,OPS0279445,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 20/04/2017,OPS0279447,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 06/04/2017,OPS0279219,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 06/04/2017,OPS0279225,45,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 06/04/2017,OPS0279227,45,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,JOHNSONS TEXICARE LTD,A0002665, 06/04/2017,ENV0279215,82.8,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,4305,JOHNSTON PUBLISHING LIMITED,A0059640, 12/04/2017,AAS0279597,47.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,4305,JOHNSTON PUBLISHING LIMITED,A0059640, 12/04/2017,AAS0279598,47.84,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Newspapers & Periodicals,4305,JOHNSTON PUBLISHING LIMITED,A0059640, 12/04/2017,AAS0279599,47.84,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 12/04/2017,DAL0279316,162,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 12/04/2017,DAL0279313,216,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 12/04/2017,DAL0279315,216,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 20/04/2017,DAL0279502,270,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 12/04/2017,DAL0279317,297,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Long Service Awards,1235,REDACTED - PERSONAL DATA,A0076824, 12/04/2017,PER0279385,415,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,K RAYMENT WINDOW CLEANING SERVICE,A0091121, 20/04/2017,PCO0279551,25,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,303,KELBROOK & SOUGH PARISH COUNCIL,A0081332, 27/04/2017,AAS0279765,15000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Redundancy Payments,1233,REDACTED - PERSONAL DATA,A0041888, 03/04/2017,AAS0279327,15864.34,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 12/04/2017,HED0279411,110,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,KEYPLUS SECURITY LIMITED,A0062723, 06/04/2017,OPS0279266,1225,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,4004,KILLGERM CHEMICALS LTD,A0001624, 12/04/2017,ENV0279409,112.75,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Long Service Awards,1235,REDACTED - PERSONAL DATA,A0076811, 12/04/2017,PER0279387,201,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,4003,KINGS WASHING MACHINE RENTALS,A0079878, 20/04/2017,HMR0279509,55,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,4706,L G FUTURES LIMITED,A0056113, 06/04/2017,AAS0279181,4340,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD03,L SMITHSON LTD,A0062664, 20/04/2017,HED0279468,3420,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,4401,LANCASHIRE BROADCASTING CO LTD,A0064934, 12/04/2017,DAL0279351,250,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LANCASHIRE COUNTY COUNCIL,A0001690, 12/04/2017,HED0279414,153.19,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LANCASHIRE COUNTY COUNCIL,A0001690, 12/04/2017,HED0279415,175.19,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,Other Expenses,4705,LANCASHIRE COUNTY COUNCIL,A0001690, 06/04/2017,PBC0279307,6800,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,LANCASHIRE COUNTY COUNCIL,A0001690, 20/04/2017,HMR0279458,905,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,LANCASHIRE COUNTY COUNCIL,A0001690, 06/04/2017,HMR0279106,2604,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,LANCASHIRE EVIRONMENTAL FUND,A0091140, 06/04/2017,HED0279283,2022,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,LANCASHIRE MARKETING SOLUTIONS,A0091141, 12/04/2017,COR0279314,170,N,N/A,N,N/A
Pendle Borough Council,Financial Services,,Precept Parish & T Council,303,LANESHAWBRIDGE PARISH COUNCIL,A0062284, 27/04/2017,AAS0279766,21440,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LBS WORLDWIDE LIMITED,A0001673, 06/04/2017,PCO0279115,42.96,N,N/A,N,N/A
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LBS WORLDWIDE LIMITED,A0001673, 06/04/2017,PCO0279115,300,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,Recruitment,1221,LIBERATA UK LTD,A0051618, 27/04/2017,EST0279704,240,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Pensions Increase Act Payments,1234,LIBERATA UK LTD,A0051618, 27/04/2017,AAS0279790,9608.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279541,1748.48,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 27/04/2017,AAS0279790,1578.68,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 27/04/2017,AAS0279722,1628,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 27/04/2017,AAS0279723,1433.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 27/04/2017,AAS0279724,2192.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,117055.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,35270.44,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,10672.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,34499.29,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,24031.42,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,84683.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,49609.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 13/04/2017,AAS0279540,80878.09,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,Lease costs:Computer (Orchard),8204,LIBERATA UK LTD,A0051618, 27/04/2017,AAS0279790,6051.86,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,LIBERATA UK LTD,A0051618, 27/04/2017,AAS0279720,20000,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Other Expenses,4705,LIBRA TEXTILES LTD,A0062627, 12/04/2017,REG0279363,4054.14,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279161,39.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279154,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279161,150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279157,15,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279157,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279155,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279170,95,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279162,9.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279158,15,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279160,39.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279172,39.5,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279158,75,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279160,150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279172,150,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279162,240,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD03,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279128,2200,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD03,LIVESEY BUILDING MAINTENANCE CONTRACTORS,A0066865, 06/04/2017,HED0279128,2650,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Support Services,Bank Charges,7201,LLOYDS BANKING GROUP,A0072462, 18/04/2017,AAS0279603,370.78,N,N/A,N,N/A
Pendle Borough Council,Directorate,Supplies and Services,Seminars etc All Costs,4601,LOCAL GOVERNMENT ASSOCIATION,A0001752, 12/04/2017,MAN0279331,8903.88,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Publicity & advertisement,4704,LOOP PUBLISHING LTD,A0047429, 06/04/2017,DAL0279277,300,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,M L PLUMBING & BUILDING,A0078739, 06/04/2017,HMR0279107,3780,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,1004,M65 RECRUITMENT,A0090760, 20/04/2017,OPS0279441,66.71,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 27/04/2017,HED0279673,845.25,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 06/04/2017,HED0279302,2047.78,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 06/04/2017,HED0279303,2200.8,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,MARCHBRIDGE BUILDERS LIMITED,A0087284, 06/04/2017,HED0279304,2613.61,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Paid in the Year,PD03,MARCHBRIDGE BUILDERS LIMITED,A0087284, 06/04/2017,HED0279284,5000,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,MARKETING LANCASHIRE,A0045273, 12/04/2017,REG0279362,190,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Newspapers & Periodicals,4305,MARTINS,A0074550, 06/04/2017,HED0279282,24.55,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0091153, 27/04/2017,HED0279689,19.74,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,,Other Income : Non-VATable,9303,REDACTED - PERSONAL DATA,A0046960, 12/04/2017,HED0279440,16.62,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Consultants Fees,4401,REDACTED - PERSONAL DATA,A0090438, 06/04/2017,COR0279253,9400,N,N/A,N,N/A
