Organisation Name,Dept,Service Cat Label,Expenditure CIPFA Sub Group Label,Purpose Of Spend,Supplier,Supplier Reference,Pay Date,Transaction Number,Net Amount,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822,08/01/2015,OPS0258048,70,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822,08/01/2015,OPS0258048,140,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258052,1259.29,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258052,1646.77,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS0258052,365.06,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,ENGINEERING & FOUNDRY SUPPLIES,A0001002,08/01/2015,OPS0258054,152,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112,08/01/2015,OPS0258055,12,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4004,EFM Materials,CONTAINER CARE SOLUTIONS,A0061112,08/01/2015,OPS0258055,50,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3401,Tprt : Pooled Transport,WEST WALLASEY CAR HIRE LIMITED,A0087005,08/01/2015,OPS0258056,232,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,FREIGHT TRANSPORT ASSOCIATION,A0001124,08/01/2015,OPS0258057,29,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,PMC POLYTHENE LTD,A0043215,08/01/2015,OPS0258060,300,N,N/A,N,N/A
Pendle Borough Council,Operational Services,,PJ01,Stock : Purchases,PMC POLYTHENE LTD,A0043215,08/01/2015,OPS0258060,1200,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4705,Other Expenses,LIMPET LABELS UK LIMITED,A0067671,08/01/2015,OPS0258061,553.76,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,08/01/2015,OPS0258124,31.23,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263,08/01/2015,OPS0258126,91.13,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263,08/01/2015,OPS0258126,101.85,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Transport Related Expense,3105,Tprt : Repairs : General,PROBRUSH T/A NORTHERN MUNICIPAL SPARES LTD,A0068263,08/01/2015,OPS0258126,474.08,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,SAANRO INTERNATIONAL LTD,A0021480,08/01/2015,OPS0258127,514,N,N/A,N,N/A
Pendle Borough Council,Operational Services,Agency Staff,1004,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080,08/01/2015,OPS4004438,-21.32,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4301,Printing & Stationery,COPIFAX,A0000569,08/01/2015,PBC0258157,25.32,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Supplies and Services,4401,Consultants Fees,DLP PLANNING LTD,A0061134,08/01/2015,PBC0258158,1680,N,N/A,N,N/A
Pendle Borough Council,Planning & Building Control,Capital Costs,CD14,Capital : Payments,HERITAGE TRUST FOR THE NORTH WEST,A0002183,08/01/2015,PBC0258179,72253.06,Y,508300,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1235,Long Service Awards,Redacted - Personal Data,A0076796,08/01/2015,PER0258107,415,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530,08/01/2015,PER0258108,2564.78,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530,08/01/2015,PER0258108,2625.24,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,Redacted - Personal Data,A0090151,08/01/2015,PER0258114,204.84,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530,08/01/2015,PER0258116,2948.26,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530,08/01/2015,PER0258116,2980.92,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933,08/01/2015,PER0258118,45,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933,08/01/2015,PER0258118,145,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Indirect Employee Expenses,1236,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933,08/01/2015,PER0258118,400,N,N/A,N,N/A
Pendle Borough Council,Human Resources,Transport Related Expense,3806,Car Allows : Offs : Lease Exps,LEX AUTOLEASE LIMITED,A0066530,08/01/2015,PER4004441,-204.84,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,HERITAGE CARDS & SOUVENIRS LTD,A0077997,08/01/2015,REG0258144,176.1,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,HERITAGE CARDS & SOUVENIRS LTD,A0077997,08/01/2015,REG0258146,67.5,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4004,EFM Materials,HERITAGE CARDS & SOUVENIRS LTD,A0077997,08/01/2015,REG0258148,29.4,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,LITTLE BLOSSOMS OF BARROWFORD LTD,A0090153,08/01/2015,REG0258152,443.82,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Capital Costs,CD14,Capital : Payments,HARRY GARLICK THE TV CENTRE LT,A0001233,08/01/2015,REG0258153,594,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,STANWORTH ENGINEERS LTD,A0089992,08/01/2015,REG0258154,650,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,STANWORTH ENGINEERS LTD,A0089992,08/01/2015,REG0258155,650,N,N/A,N,N/A
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,4739,Grants/Contributions,JOHNSTON PUBLISHING LIMITED,A0059640,08/01/2015,REG0258156,348.6,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708,08/01/2015,TRE0258098,55,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708,08/01/2015,TRE0258099,110,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,Supplies and Services,4401,Consultants Fees,JBW GROUP LTD,A0088708,08/01/2015,TRE0258101,55,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,9302,Fees Income : Non-VATable,WILKIN CHAPMAN LLP,A0084376,08/01/2015,TRE0258106,-2326.15,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,9302,Fees Income : Non-VATable,WILKIN CHAPMAN LLP,A0084376,08/01/2015,TRE0258106,4,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,9302,Fees Income : Non-VATable,WILKIN CHAPMAN LLP,A0084376,08/01/2015,TRE0258106,227,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,9302,Fees Income : Non-VATable,WILKIN CHAPMAN LLP,A0084376,08/01/2015,TRE0258106,441.25,N,N/A,N,N/A
Pendle Borough Council,Revenues Services,,9302,Fees Income : Non-VATable,WILKIN CHAPMAN LLP,A0084376,08/01/2015,TRE0258106,1653.9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Costs,CD14,Capital : Payments,PEARL (BRIERFIELD MILL) LIMITED,A0081552,12/01/2015,AAS0258386,10000,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,176.37,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,183.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,181.72,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,185.87,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,139.83,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,150.23,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,154.1,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,62.14,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,204.59,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,40.43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,54.03,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,40.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,166.51,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,145.2,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,182.95,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,63.58,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,47.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,43,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,58.33,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,36.67,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,66.63,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,92.82,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,57.18,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,47.4,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,38.97,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,59.04,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,33.13,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Transport Related Expense,3202,Diesel Oil,ARVAL LTD (ALLSTAR FUEL SERVICES),A0062668,14/01/2015,AAS0258372,51.54,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9.46,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,17.11,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,41.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,13.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9.75,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,11.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9.05,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9.02,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,19.78,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9.6,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4508,Mobile Phones,O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,7,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),O2 (UK) LIMITED,A0053660,15/01/2015,AAS0258336,9,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4301,Printing & Stationery,HBINFO LTD,A0066405,15/01/2015,AAS0258337,250,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4601,Seminars etc All Costs,CHORLEY BOROUGH COUNCIL,A0027427,15/01/2015,AAS0258339,130,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040,15/01/2015,AAS0258340,42.98,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Supplies and Services,4706,Subscriptions & Donations,VODAFONE LIMITED,A0076999,15/01/2015,AAS0258341,2519.74,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Indirect Employee Expenses,1234,Pensions Increase Act Payments,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258388,9350,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258388,1160.28,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Capital Financing Costs,8204,Lease costs:Computer (Orchard),LIBERATA UK LTD,A0051618,15/01/2015,AAS0258388,7566.19,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Premises Related Expense,2301,Rents,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258389,1707.26,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258390,10672.5,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258390,32416.08,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258390,24207.22,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258390,85302.73,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258390,49680.77,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258390,81469.76,N,N/A,N,N/A
Pendle Borough Council,Financial Services,Agency Costs,5301,Liberata,LIBERATA UK LTD,A0051618,15/01/2015,AAS0258390,119058.19,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Capital Costs,CD14,Capital : Payments,TECHNOLOGY SOLUTIONS LIMITED,A0071913,15/01/2015,COR0258332,1875,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,E.ON UK PLC,A0044040,15/01/2015,COR0258343,329.02,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,ZEN INTERNET,A0056321,15/01/2015,COR0258344,15.31,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,OFFICE OF COMMUNICATIONS,A0043419,15/01/2015,COR0258345,100,N,N/A,N,N/A
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,4705,Other Expenses,BT REDCARE,A0043418,15/01/2015,COR0258346,13452.53,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4001,EFM : Photocopiers,AZZURRI COMMUNICATIONS LIMITED,A0012512,15/01/2015,DAL0258187,28.56,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,PENDLE LEISURE LTD,A0012961,15/01/2015,DAL0258254,79.33,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4614,Mayoral Expenses,GOING DUTCH FLORIST,A0001216,15/01/2015,DAL0258259,37.5,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4611,Hospitality,PEROS LTD,A0026047,15/01/2015,DAL0258284,95,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126,15/01/2015,DAL0258287,14,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,PLYMOL (UK) LIMITED,A0002126,15/01/2015,DAL0258287,220,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4705,Other Expenses,COUNTRYWIDE COURIERS,A0042116,15/01/2015,DAL0258298,261.8,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4401,Consultants Fees,C & C PROCESS SERVERS,A0074728,15/01/2015,DAL0258305,75,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4601,Seminars etc All Costs,MBL SEMINARS LTD,A0059765,15/01/2015,DAL0258320,100,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4403,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967,15/01/2015,DAL0258322,100,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4403,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967,15/01/2015,DAL0258325,70,N,N/A,N,N/A
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,4403,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967,15/01/2015,DAL0258326,50,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,GRADKO INTERNATIONAL LTD,A0025806,15/01/2015,ENV0258241,27.9,N,N/A,N,N/A
Pendle Borough Council,Environmental Health Services,Supplies and Services,4705,Other Expenses,JOHNSONS TEXICARE LTD,A0002665,15/01/2015,ENV0258247,71.6,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,PENNINE FIRE & SAFETY LTD,A0040931,15/01/2015,EST0258262,83,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIGHTNING CONSULTANTS (UK) LIMITED,A0089984,15/01/2015,EST0258263,2150,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,LIGHTNING CONSULTANTS (UK) LIMITED,A0089984,15/01/2015,EST0258264,985,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARROWFORD SAFE & LOCK SERV LT,A0000458,15/01/2015,EST0258265,30,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2001,Bldgs : R & M : Day To Day,BARROWFORD SAFE & LOCK SERV LT,A0000458,15/01/2015,EST0258266,45,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,BARROWFORD SAFE & LOCK SERV LT,A0000458,15/01/2015,EST0258267,720.2,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4705,Other Expenses,FIRST SIGNS LIMITED,A0001121,15/01/2015,EST0258270,37,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,SWALEC,A0068663,15/01/2015,EST0258271,155.09,N,N/A,N,N/A
Pendle Borough Council,Property Services,Premises Related Expense,2203,Electricity,E.ON UK PLC,A0044040,15/01/2015,EST0258272,202.52,N,N/A,N,N/A
Pendle Borough Council,Property Services,Indirect Employee Expenses,1261,Staff Refreshments,VENDA VALET (MACHINES) LTD,A0009649,15/01/2015,EST0258285,216.67,N,N/A,N,N/A
Pendle Borough Council,Property Services,Supplies and Services,4704,Publicity & advertisement,LOOP PUBLISHING LTD,A0047429,15/01/2015,EST0258288,150,N,N/A,N,N/A
Pendle Borough Council,Property Services,Capital Costs,CD14,Capital : Payments,BROXAP LTD,A0000236,15/01/2015,EST0258293,438.9,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4305,Newspapers & Periodicals,MARTINS,A0074550,15/01/2015,HED0258236,18,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4419,LCC Levy (Admins Costs),CHIPSIDE LTD,A0068587,15/01/2015,HED0258237,46.1,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,4004,EFM Materials,BARROWFORD PARISH COUNCIL,A0000239,15/01/2015,HED0258238,200,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822,15/01/2015,HED0258239,367.2,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,5102,Lancashire C C,NSL LIMITED,A0059256,15/01/2015,HED0258240,1440.58,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,RUSSELL HOLDEN,A0075067,15/01/2015,HED0258276,240,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,2101,Grounds : R & M : Day to Day : Routine,RUSSELL HOLDEN,A0075067,15/01/2015,HED0258276,299,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770,15/01/2015,HED0258278,720,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770,15/01/2015,HED0258279,1336,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770,15/01/2015,HED0258281,1512,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770,15/01/2015,HED0258353,180,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Capital Costs,CD14,Capital : Payments,CPC PROP & GARDENING SERV LTD,A0011770,15/01/2015,HED0258354,2405.8,N,N/A,N,N/A
Pendle Borough Council,Engineering & Special Projects,Agency Costs,5102,Lancashire C C,LANCASHIRE COUNTY COUNCIL,A0001690,15/01/2015,HED0258355,1857.57,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,2601,Premises Cleaning,PETER ROACH,A0051553,15/01/2015,HMR0258242,40,N,N/A,N,N/A
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,4003,EFM : Other Equipment,KINGS WASHING MACHINE RENTALS,A0079878,15/01/2015,HMR0258243,120,N,N/A,N,N/A
