UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Fostering Outcomes,SME,5956931,BR7 5BN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",TACT,Large,101896,SE13 6TJ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Together Trust,SME,301722,SK8 1JE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",The Fostering Organisation t/a The Fostering Team,SME,Supplier does not have company number,SK7 5ER,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",CanWe Solutions,SME,BB1 9LL,BB1 9LL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Foster Careline,SME,6703132,L2 7QL,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Classic Foster Care,SME,7065128,OL10 1DP,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Fostering People Ltd,SME,4241833,NG2 5GJ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Excel Fostering Agency Ltd,SME,6847044,FY8 1HW,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Barnardos,SME,61625,L25 2UD,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Families@FamilyCare Ltd,SME,5855509,PR5 6QE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Acorn House Fostering Services Ltd,SME,280852,OL9 9XA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Able Care Services (Northern) Ltd,SME,7490736,NR14 8TZ,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Safehouses North Ltd,SME,05422189,OL3 5SN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Park Foster Care,SME,04861395,CW5 6PF,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Perpetual Care,SME,5304989,BL1 4QR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Community Foster Care,SME,1084124,GL19 3NY,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ210,831.00 "," œ632,493.00 ",Three Circles Fostering,SME,7846546,SK9 2TB,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Welcome Foster Care,SME,6350870,E15 4EA,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Foster Cares Ltd,SME,"05038789
 ",SR8 2RR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Fostering Matters,SME,5083103,GL1 2LR,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ154,371.00 "," œ463,113.00 ",By the Bridge North West,SME,4050928,ME9 8JE,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Fusion Fostering Ltd,SME,7819299,TA3 6BY,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ204,743.00 "," œ614,229.00 ",Lorimer Foster Services,SME,4967352,M33 5ND,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",UK Fostering,SME,5029887,DA1 2EN,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,05/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ35,000,000.00 "," œ105,000,000.00 ",Young Foundations Ltd,SME,"05029887
 ",LL16 4LU,Stockport- Services to People
671,Stockport Council,321117-Social Community Care Supplies & Services - Children : Residential Services : Residential Care,North West Foster Care Framework 2014,,,01/04/2014,60,60,31/03/2018,Yes,31/03/2018,," œ62,000,000.00 "," œ186,000,000.00 ",Prospects for young people,SME,"

02927657",LL13 9UG,Stockport- Services to People
726,Stockport Council,171113-Education : Library Books : ,Supply & Servicing of materials to Public Library Authorities Lot 7 Government Info,OJEU Tender,Framework Agreement,01/04/2013,36,74,31/05/2018,Yes,31/05/2019,29/08/2017," œ84,000.00 "," œ518,000.00 ",Dandy Booksellers,SME,4846829,NW6 7UP,Stockport- Corporate & Support Services
758,Stockport Council,201800-Financial Services : Insurance : ,Insurance - All Risk,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ43,035.00 "," œ215,175.00 ",Zurich Municipal Insurance,Large,13460,PO15 7JY,Stockport- Corporate & Support Services
759,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Contractors All Risk,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ11,471.67 "," œ57,358.33 ",Zurich Municipal Insurance,Large,13460,PO15 7JZ,Stockport- Corporate & Support Services
760,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Directors and Officers,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ8,126.67 "," œ40,633.33 ",Risk Management Partners,Large,02989025,EC4N 8AW,Stockport- Corporate & Support Services
761,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Engineering Inspection ,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ72,473.33 "," œ362,366.67 ",Zurich Municipal Insurance,Large,13460,PO15 7JZ,Stockport- Corporate & Support Services
762,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Fidelity Guarantee,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ43,638.33 "," œ218,191.67 ",Zurich Municipal Insurance,Large,13460,PO15 7JZ,Stockport- Corporate & Support Services
763,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Liability ,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ461,010.00 "," œ2,305,050.00 ",Risk Management Partners,Large,02989025,EC4N 8AW,Stockport- Corporate & Support Services
764,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Motor Fleet,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ840,738.33 "," œ4,203,691.67 ",Risk Management Partners,Large,02989025,EC4N 8AW,Stockport- Corporate & Support Services
765,Stockport Council,201800-Financial Services : Insurance : ,Insurance - Personal Accident / Travel,OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ29,885.00 "," œ149,425.00 ",ACE,Large,3410547,OL4 3JY,Stockport- Corporate & Support Services
766,Stockport Council,201800-Financial Services : Insurance : ,"Insurance - Property, Property Owners and Business Interruptions",OJEU Tender,Contract,29/11/2012,36,60,28/11/2017,Yes,28/11/2017,28/11/2017," œ687,793.33 "," œ3,438,966.67 ",Zurich Municipal Insurance,Large,13460,PO15 7JZ,Stockport- Corporate & Support Services
798,Stockport Council,201800-Financial Services : Insurance : ,Leaseholders Property Insurance ,OJEU Tender,Contract,01/04/2014,36,60,31/03/2018,No,31/03/2019,31/03/2018," œ50,000.00 "," œ250,000.00 ",legal & General Insurance C/O Arthur J Gallagher Housing Ltd,Large,01417162,G2 7AT,Stockport- Corporate & Support Services
806,Stockport Council,ENVIRONMENT : Services,Managed Workspace,Tender,Contract,01/09/2010,60,79,30/06/2017,Yes,30/06/2017,01/06/2016," œ80,000.00 "," œ526,666.67 ",Regus,SME,4868977,W2 2AQ ,Stockport- Corporate & Support Services
816,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Printing Equipment MFD Fleet,OJEU Tender,Contract,18/11/2013,24,48,17/11/2015,Yes,17/11/2017,17/11/2016," œ274,000.00 "," œ1,096,000.00 ",Xerox (UK) Ltd,Large,00330754,BN13 1QG,Stockport- Corporate & Support Services
830,Stockport Council,271800-Information Communication Technology : Telecommunications : Mobile,Mobile Telephony,Mini Competition (Internal),Contract,01/10/2013,36,36,30/09/2016,No,30/09/2016,01/08/2016," œ220,000.00 "," œ660,000.00 ",EE,Large,02382161,AL10 9BW,Stockport- Corporate & Support Services
862,Stockport Council,271600-Information Communication Technology : Software : Customised & Bespoke,Parking Payments by Phone ,Tender,Contract,02/07/2012,60,84,01/07/2017,No,01/07/2019,01/12/2016," œ16,000.00 "," œ112,000.00 ",Cobalt (Ringo) Telephone Technologies,Large,3151938,RG24 8NE,Stockport- Services to Place
904,Stockport Council,192213-Facilities & Management Services : Security : Manned Guarding,Security Guarding SSK ,OJEU Tender,Contract,15/10/2014,24,36,14/10/2017,Yes,14/10/2017,01/06/2017," œ555,000.00 "," œ1,665,000.00 ",Manpower Direct (uk) Ltd,Large,4632279,RM10 7DF,Stockport- Services to Place
908,Stockport Council,151000-Consultancy : Business : ,Service Support for Business Incubator,OJEU Tender,Contract,01/09/2013,60,96,31/08/2018,No,31/08/2018,01/01/2018," œ260,302.00 "," œ2,082,416.00 ",Oxford Innovation Ltd,SME,2177191,OX1 1BY,Stockport- Corporate & Support Services
909,Stockport Council,271501-Information Communication Technology : Services : ,SIMS Top Up Support,Tender,Contract,01/04/2013,24,48,31/03/2017,Yes,31/03/2017,01/08/2016," œ29,988.00 "," œ119,952.00 ",School ICT Services Ltd,SME,06884143,LS15 4TA,Stockport- Corporate & Support Services
942,Stockport Council,271800-Information Communication Technology : Telecommunications : Mobile,Stockport Market Wi-Fi,Tender,Contract,01/09/2014,12,24,31/08/2015,Yes,31/08/2016,01/08/2016," œ44,680.00 "," œ89,360.00 ",Pinacle Solutions UK Ltd,SME,05217374,LL17 OJD,Stockport- Corporate & Support Services
952,Stockport Council,Social Community Care Supplies & Services : Supplies : Non Fitted Equipment,Supply of Complex Aids for Daily Living ,OJEU Tender,Contract,01/10/2015,30,54,31/03/2018,No,31/03/2020,30/04/2017," œ600,000.00 "," œ2,700,000.00 ",Rosscare,SME,469301,CH44 7HX,Stockport- Services to People
963,Stockport Council,271700-Information Communication Technology : Telecommunications : Fixed,Telephony Fixed Line & Call Costs ,Mini Competition (Internal),Contract,01/01/2012,36,48,31/12/2015,Yes,31/12/2016,01/06/2016," œ128,000.00 "," œ512,000.00 ",Virgin Media ,Large,02591237,ML4 3AL,Stockport- Corporate & Support Services
988,Stockport Council,271501-Information Communication Technology : Services : ,Voice Recording ,Quote,Contract,15/11/2015,12,12,14/11/2016,No,14/11/2016,01/08/2016," œ8,283.00 "," œ8,283.00 ",Liquid Voice ,SME,05014558,LS10 1NZ,Stockport- Corporate & Support Services
1118,Stockport Council,201100-Financial Services : Audit : ,External Audit ,Call Off (External),Contract,01/04/2012,60,60,31/03/2018,Yes,31/03/2018,10/08/2017," œ168,000.00 "," œ840,000.00 ",Grant Thornton UK LLP,Large,OC307742 ,NN4 7YE,Stockport- Corporate & Support Services
1119,Stockport Council,201800-Financial Services : Insurance : ,Insurance Claims Handling Service,OJEU Tender,Contract,29/11/2012,60,60,28/11/2017,No,28/11/2017,28/11/2017," œ114,760.00 "," œ573,800.00 ",Gallagher Bassett,SME,08158284,LS27 7LE,Stockport- Corporate & Support Services
1153,Stockport Council,SOCIAL CARE SERVICES : Adult,Mental Health Prevention Through Peer Support,Quote,Contract,01/04/2012,36,72,31/03/2018,Yes,31/03/2018,01/08/2017," œ200,000.00 "," œ1,200,000.00 ",Trafford Centre for Independent Living (TCIL),VCSE,5879337,SK1 3NP,Stockport- Services to People
1155,Stockport Council,152100-Consultancy : Strategic Planning : ,South East Manchester Multi Modal Strategy (A6 Development Consultation),Quote,Contract,11/07/2012,60,60,31/12/2017,No,31/12/2017,31/12/2016," œ71,510.00 "," œ357,550.00 ",WSP UK Ltd/CMS(CIRCA 2014),Large,1383511,RG21 4HJ,Stockport- Services to Place
1160,Stockport Council,152100-Consultancy : Strategic Planning : ,Bridgefield (HCA),OJEU Tender,Framework Agreement,02/04/2013,24,60,01/04/2018,No,01/04/2018,01/04/2017," œ413,000.00 "," œ2,065,000.00 ",Gardiner and Theobald LLP ,Large,6434650,B12JB,Stockport- Services to Place
1162,Stockport Council,182012-Environmental Services : Waste Management : Recycling,Compostable Liners,OJEU Tender,Contract,01/04/2014,36,60,31/03/2019,No,31/03/2019,01/08/2016," œ240,000.00 "," œ1,200,000.00 ",BioBag,SME,4151564,PR26 7PF,Stockport- Services to Place
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,OJEU Tender,Contract,01/04/2015,12,36,31/03/2018,Yes,31/03/2018,30/09/2017," œ138,000.00 "," œ414,000.00 ",Various - See Below,Various,Various- See supplier Tab,Various- See supplier Tab,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,60,60,31/03/2018,Yes,31/03/2018,," œ8,162.00 "," œ24,486.00 ",Leisure for Autism,SME,1076305,WA3 2QL,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,60,60,31/03/2018,Yes,31/03/2018,," œ10,409.00 "," œ31,227.00 ",Lisburne School,SME,N/a,SK2 5LB,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,60,60,31/03/2018,Yes,31/03/2018,," œ15,000.00 "," œ45,000.00 ",Pure Innovations Ltd,SME,05241249,SK3 0RF,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,60,60,31/03/2018,Yes,31/03/2018,," œ5,700.00 "," œ17,100.00 ",Seashell Trust,VCSE,"company: 04216714
charity: 1092655",SK8 6RQ,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,60,60,31/03/2018,Yes,31/03/2018,," œ16,893.75 "," œ50,681.25 ",Stockport CP Together Trust ,VCSE,209782,SK8 1JE,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,60,60,31/03/2018,Yes,31/03/2018,," œ6,262.00 "," œ18,786.00 ",More Play More Often Community Interest Company,VCSE, 09083995,SK3 9RQ,Stockport- Services to People
1175,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Aiming High 2015 Grant ,,,01/04/2015,60,60,31/03/2018,Yes,31/03/2018,," œ9,425.00 "," œ28,275.00 ",Autistic Society of Greater Manchester,SME,04326334,M32 0HL,Stockport- Services to People
1177,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Support for Young Carers ,OJEU Tender,Contract,01/04/2015,24,36,31/03/2018,Yes,31/03/2018,31/03/2018," œ108,000.00 "," œ324,000.00 ",Signpost Stockport,SME,4176004,SK4 3LD,Stockport- Services to People
1194,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Occupational and Speech Therapy,OJEU Tender,Contract,01/10/2016,36,48,31/07/2019,No,31/07/2020,30/11/2017," œ300,000.00 "," œ1,200,000.00 ",Together Trust ,SME,301722,SK8 1JE ,Stockport- Services to People
1203,Stockport Council,329899-Social Community Care Supplies & Services - Adult : Not Elsewhere Classified : ,Alliance for Positive Relationships,OJEU Tender,Contract,01/08/2015,36,60,31/07/2018,No,31/07/2020,30/01/2018," œ280,000.00 "," œ1,400,000.00 ",Stockport Without Abuse Alliance,SME,3890735,SK1 3QP,Stockport- Services to People
1204,Stockport Council,329899-Social Community Care Supplies & Services - Adult : Not Elsewhere Classified : ,Targeted Prevention Alliance,OJEU Tender,Contract,01/08/2015,36,60,31/07/2018,No,31/07/2020,31/12/2017," œ1,500,000.00 "," œ7,500,000.00 ",Stockport Homes ,Large,4521257,SK1 1NZ,Stockport- Services to People
1205,Stockport Council,"321010-Social Community Care Supplies & Services - Adult : Advice, Advocacy & Counselling Services : ",Stockport Advocacy Services ,Tender,Contract,01/04/2015,36,60,31/03/2018,No,31/03/2020,31/03/2018," œ200,000.00 "," œ1,000,000.00 ",Stockport Advocacy Trust,SME,5274481,SK1 3DL,Stockport- Services to People
1207,Stockport Council,111200-Catering : Food & Beverages : ,Supply of Groceries Frozen and Chilled Food for SSK,OJEU Tender,Contract,01/04/2015,24,48,31/03/2018,Yes,31/03/2019,01/10/2017," œ545,000.00 "," œ2,180,000.00 ",Hannah Foodservice,SME,4400237,WN8 9UB,Stockport- Services to People
1214,Stockport Council,SOCIAL CARE SERVICES : Adult,Mini comp supported living (103.6 -Phase 4),Mini Competition (Internal),Contract,30/07/2015,36,48,29/07/2018,No,29/07/2019,30/04/2018," œ287,542.00 "," œ1,150,168.00 ",United Response,VCSE,265249,WN7 3XJ,Stockport- Services to People
1255,Stockport Council,321119-Social Community Care Supplies & Services - Children : Youth Services : Youth Offending Services,Restorative Services to the Youth Offending Service 2016/17,Tender,Contract,01/04/2016,36,36,31/03/2019,No,31/03/2019,31/03/2018," œ39,896.00 "," œ119,688.00 ",Remedi,SME,1063359,S1 4FW,Stockport- Services to People
1263,Stockport Council,271600-Information Communication Technology : Software : Customised & Bespoke,Midland iTrent,OJEU Tender,Contract,06/01/2010,84,120,31/03/2020,No,31/03/2020,01/03/2019," œ75,000.00 "," œ750,000.00 ",Midland HR&Payroll Solutions,SME,08099611,B79 9DZ,Stockport- Corporate & Support Services
1275,Stockport Council,351000-Street & Traffic Management : Parking : Car Parks,Redrock Car Park Management ,OJEU Tender,Contract,01/11/2015,48,84,31/10/2019,No,31/10/2022,01/07/2019," œ400,000.00 "," œ2,800,000.00 ",National Car Parks Ltd (NCP),SME,253240,EC1N 8XE,Stockport- Services to Place
1314,Stockport Council,SOCIAL CARE SERVICES : Adult,Stockport Council Wellbeing and Independence Network (WIN) Lot 1,OJEU Tender,Contract,01/10/2015,36,60,30/09/2018,Yes,30/09/2020,30/03/2018," œ300,000.00 "," œ1,500,000.00 ",Age UK,SME,1139547,SK1 3AQ,Stockport- Services to People
1315,Stockport Council,SOCIAL CARE SERVICES : Adult,Stockport Council Wellbeing and Independence Network (WIN) Lot 2,OJEU Tender,Contract,01/10/2015,36,60,30/09/2018,Yes,30/09/2020,30/03/2018," œ300,000.00 "," œ1,500,000.00 ",Pure Innovations,SME,5241249,SK3 0RF,Stockport- Services to People
1316,Stockport Council,SOCIAL CARE SERVICES : Adult,Stockport Council Wellbeing and Independence Network (WIN) Lot 3,OJEU Tender,Contract,01/10/2015,36,60,30/09/2018,Yes,30/09/2020,30/03/2018," œ120,000.00 "," œ600,000.00 ",Stockport Car Scheme,SME,1091546,SK4 3LD,Stockport- Services to People
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,OJEU Tender,DPS (Dynamic Purchasing System),01/08/2015,48,48,31/07/2019,No,31/07/2019,01/01/2018," œ4,000,000.00 "," œ16,000,000.00 ",Various - See Below,Various,Various- See supplier Tab,Various- See supplier Tab,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Access Minibus Services,SME,Supplier does not have company number,M20 6QX,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Asapp Cars,SME,Supplier does not have company number,SK3 9EU,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Buckley / Culbert,SME,Supplier does not have company number,SK8 3EG,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Community Transport,SME,2118677,HX4 8AQ,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,DMC Travel,SME,Supplier does not have company number,M33 2WD,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Easy Go Community Transport,SME,3285361,SK7 5DA,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Gareth Hoskins,SME,Supplier does not have company number,SK5 8NN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Gary Beardsell,SME,Supplier does not have company number,M34 7LN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Ivor Nelson,SME,Supplier does not have company number,SK14 5RF,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,JCT Travel Limited,SME,9124502,M23 2SR,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , DPS- dependent on demand ,Kenneth Lee Private Hire,SME,Supplier does not have company number,SK6 1HP,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , Nil ,Lime Travel,SME,Supplier does not have company number,SK4 4LN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," œ880,061.58 ",Mcr Blackcabs Ltd,SME,8152458,M22 4NG,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," œ177,467.50 ",Metro Taxis,SME,1238781,SK1 1UD,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,Mr Sharma Kumar,SME,Supplier does not have company number,SK4 2AX,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand ," œ91,383.72 ",P.K. Environmental,SME,Supplier does not have company number,BL8 1HZ,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,,,01/08/2015,60,60,31/07/2017,No,31/07/2019,, DPS- dependent on demand , nil ,P Walker Taxis,SME,Supplier does not have company number,SK8 6AB,Stockport- Services to Place
