Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1617/11002,Energy-Electricy,11002,11/01/2018,inv0043248,37.24,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Premises,1619/11002,Energy-Electricy,11002,11/01/2018,inv0043247,3.80,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Council Property,1607,Resources and Enabling,Premises,1661/11002,Energy-Electricy,11002,11/01/2018,inv0043203,1286.58,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043234,757.55,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043230,770.78,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043233,780.59,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043229,281.22,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043228,281.11,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043227,272.13,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043232,789.83,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043226,282.23,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043225,282.10,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043224,273.07,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043231,800.37,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043223,292.35,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1914/11002,Energy-Electricy,11002,11/01/2018,inv0043222,264.92,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1922/11002,Energy-Electricy,11002,11/01/2018,inv0043236,25.97,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1923/11002,Energy-Electricy,11002,11/01/2018,inv0043235,358.31,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1924/11002,Energy-Electricy,11002,11/01/2018,inv0043253,144.06,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/11002,Energy-Electricy,11002,11/01/2018,inv0043221,965.69,Control Holding and SU Accnts,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/11002,Energy-Electricy,11002,11/01/2018,inv0043204,761.37,Control Holding and SU Accnts,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Resources and Enabling,Premises,3002/11002,Energy-Electricy,11002,11/01/2018,inv0043255,275.74,Partnerships and Agencies,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Resources and Enabling,Premises,3003/11002,Energy-Electricy,11002,11/01/2018,inv0043255,91.92,Partnerships and Agencies,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2246/35201,Telephone Rental & Calls,35201,11/01/2018,inv0043117,3498.15,Control Holding and SU Accnts,NYnet Ltd,18160
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35101,Computer Expenses,35101,11/01/2018,inv0043197,806.25,Partnerships and Agencies,NYnet Ltd,18160
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35104,Software Charges,35104,11/01/2018,inv0043197,268.75,Partnerships and Agencies,NYnet Ltd,18160
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Supplies and Services,1346/30104,Equipment- Rental,30104,18/01/2018,inv0043430,245.94,General Fund,OCS Group UK Ltd,17271
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Supplies and Services,1614/30104,Equipment- Rental,30104,18/01/2018,inv0043430,8.31,General Fund,OCS Group UK Ltd,17271
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Supplies and Services,1914/30104,Equipment- Rental,30104,18/01/2018,inv0043430,12.48,General Fund,OCS Group UK Ltd,17271
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Supplies and Services,1923/30104,Equipment- Rental,30104,18/01/2018,inv0043430,8.31,General Fund,OCS Group UK Ltd,17271
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2201/30104,Equipment- Rental,30104,18/01/2018,inv0043430,4.17,Control Holding and SU Accnts,OCS Group UK Ltd,17271
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2211/30104,Equipment- Rental,30104,18/01/2018,inv0043430,144.27,Control Holding and SU Accnts,OCS Group UK Ltd,17271
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Supplies and Services,1614/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043269,66.33,General Fund,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Supplies and Services,1614/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043269,5.00,General Fund,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Supplies and Services,1614/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043434,43.81,General Fund,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Supplies and Services,1614/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043434,86.56,General Fund,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Resources and Enabling,Supplies and Services,1614/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043434,43.45,General Fund,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043434,6.00,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043434,8.94,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043300,4.56,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043434,5.00,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043302,55.55,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043269,28.51,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/30102,Equipment-Purchases/Renewals,30102,18/01/2018,inv0043434,14.58,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/35105,Computer Equipment,35105,18/01/2018,inv0043300,38.09,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/35105,Computer Equipment,35105,18/01/2018,inv0043300,898.30,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2241/30201,Furn/Off.Equip-Purch/Renewal,30201,18/01/2018,inv0043300,16.94,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2241/30201,Furn/Off.Equip-Purch/Renewal,30201,18/01/2018,inv0043300,149.38,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Support Service Service Unit,2301,Resources and Enabling,Supplies and Services,2814/33002,Printing & Stationery,33002,18/01/2018,inv0043434,40.12,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Support Service Service Unit,2301,Resources and Enabling,Supplies and Services,2814/33002,Printing & Stationery,33002,18/01/2018,inv0043434,45.82,Control Holding and SU Accnts,PCM Technology Solutions UK LTD,32665
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR108,Transport Parts & Materials,20202,04/01/2018,inv0042976,84.15,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR110,Transport Parts & Materials,20202,04/01/2018,inv0042977,87.00,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR113,Transport Parts & Materials,20202,04/01/2018,inv0043032,261.00,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202,Transport Parts & Materials,20202,04/01/2018,inv0043033,96.00,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY204,Transport Parts & Materials,20202,04/01/2018,inv0042977,344.24,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY204,Transport Parts & Materials,20202,04/01/2018,inv0042977,87.00,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20202/VR100,Transport Parts & Materials,20202,25/01/2018,inv0043438,19.82,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20202/VY203,Transport Parts & Materials,20202,25/01/2018,inv0043439,607.60,Control Holding and SU Accnts,Pelican Engineering Ltd t/as Knottingley Trucks,17372
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Management Team,Supplies and Services,2864/34107,Hired Services - General,34107,18/01/2018,inv0043288,2051.94,Control Holding and SU Accnts,Penrose Associates,26868
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Waste Collection,1309,Customer Service,Supplies and Services,1375/34107,Hired Services - General,34107,18/01/2018,inv0043431,538.33,General Fund,PHS Group PLC,23205
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Customer Service,Supplies and Services,2261/33002,Printing & Stationery,33002,11/01/2018,inv0043075,659.85,Control Holding and SU Accnts,Pitney Bowes Ltd,17426
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Customer Service,Supplies and Services,2261/30202,Furn/Off. Equip-Repairs & Maintenance,30202,18/01/2018,inv0043447,636.00,Control Holding and SU Accnts,Postage by Phone-Pitney Bowes Ltd,17427
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Customer Service,Supplies and Services,2261/35302,Postage Imprest,35302,18/01/2018,inv0043316,11.00,Control Holding and SU Accnts,Postage by Phone-Pitney Bowes Ltd,17427
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Customer Service,Supplies and Services,2261/35302,Postage Imprest,35302,18/01/2018,inv0043316,8000.00,Control Holding and SU Accnts,Postage by Phone-Pitney Bowes Ltd,17427
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Delivery & Front Line Services,Supplies and Services,1614/34110,Security Services,34110,11/01/2018,inv0043088,986.16,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Delivery & Front Line Services,Supplies and Services,1614/34110,Security Services,34110,11/01/2018,inv0043089,986.16,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Delivery & Front Line Services,Supplies and Services,1614/34110,Security Services,34110,18/01/2018,inv0043317,986.16,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Delivery & Front Line Services,Supplies and Services,1614/34110,Security Services,34110,18/01/2018,inv0043417,986.16,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Delivery & Front Line Services,Supplies and Services,1614/34110,Security Services,34110,25/01/2018,inv0043503,986.16,General Fund,R P L Safety Consultancy,17974
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/19001,Insurance Alloc. To Premises,19001,25/01/2018,inv0043501,4995.00,Control Holding and SU Accnts,R Yates & Sons Ltd,17522
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Resources and Enabling,Supplies and Services,2020/34107,Hired Services - General,34107,18/01/2018,inv0043396,600.00,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2221/35104,Software Charges,35104,18/01/2018,inv0043106,1080.00,Control Holding and SU Accnts,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35104,Software Charges,35104,18/01/2018,inv0043318,120.00,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35104,Software Charges,35104,18/01/2018,inv0043318,40.00,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3002/35104,Software Charges,35104,25/01/2018,inv0043505,681.00,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Supplies and Services,3003/35104,Software Charges,35104,25/01/2018,inv0043505,227.00,Partnerships and Agencies,Razorblue Ltd,18068
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2222/35104,Software Charges,35104,11/01/2018,inv0043122,1890.00,Control Holding and SU Accnts,Real Asset Management PLC,18079
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Culture and Heritage,1201,Specialist Services,Supplies and Services,1102/37101,Grants General,37101,04/01/2018,inv0042999,1200.00,General Fund,Rural Arts,17446
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Resources and Enabling,Transport Related Expenses,2403/20201,Repairs By Outside Garages,20201,11/01/2018,inv0043113,498.76,Control Holding and SU Accnts,Ryedale Garages (1946) Limited,32811
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Community Safety Crime Redctn,1302,Customer Service,Supplies and Services,1302/36301,Trav/Subsist Staff-Exc.Confs,36301,04/01/2018,inv0042997,1913.00,General Fund,Ryedale Special Families,17566
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,11/01/2018,inv0043085,967.23,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,11/01/2018,inv0043085,1450.85,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Private Sector Housing Renewal,1609,Delivery & Front Line Services,Supplies and Services,1681/34107,Hired Services - General,34107,18/01/2018,inv0043307,25835.50,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,Housing Services,5601,Delivery & Front Line Services,Supplies and Services,5676/37206,Grants -Disabled Fac. 96 Act,37206,18/01/2018,inv0043311,207623.59,Capital,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,25/01/2018,inv0043555,707.24,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,25/01/2018,inv0043555,1060.85,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1023/34110,Security Services,34110,11/01/2018,inv0043062,23.00,General Fund,Security Plus + Limited,21090
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1024/34110,Security Services,34110,11/01/2018,inv0043062,12.37,General Fund,Security Plus + Limited,21090
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Customer Service,Supplies and Services,1501/34110,Security Services,34110,11/01/2018,inv0043062,430.50,General Fund,Security Plus + Limited,21090
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Customer Service,Supplies and Services,1614/34110,Security Services,34110,11/01/2018,inv0043062,47.16,General Fund,Security Plus + Limited,21090
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Customer Service,Supplies and Services,1501/34110,Security Services,34110,18/01/2018,inv0043399,166.05,General Fund,Security Plus + Limited,21090
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Highways and Transprt Services,1A5,Parking Services,1501,Customer Service,Supplies and Services,1501/34110,Security Services,34110,18/01/2018,inv0043410,250.71,General Fund,Security Plus + Limited,21090
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Welfare Services,1608,Delivery & Front Line Services,Supplies and Services,1671/30102,Equipment-Purchases/Renewals,30102,25/01/2018,inv0043494,2673.00,General Fund,Selby District Council,17467
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Elections,1104,Resources and Enabling,Supplies and Services,1032/30201,Furn/Off.Equip-Purch/Renewal,30201,11/01/2018,inv0043069,1274.00,General Fund,SPIGRAPH UK Limited,32749
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Resources and Enabling,Supplies and Services,1124/37310,Grants - RDC Leisure Facilities,37310,11/01/2018,inv0043116,15148.50,General Fund,Sports & Leisure Management Ltd,25097
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Resources and Enabling,Supplies and Services,1123/37310,Grants - RDC Leisure Facilities,37310,18/01/2018,inv0043299,15148.50,General Fund,Sports & Leisure Management Ltd,25097
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2456/20202,Transport Parts & Materials,20202,25/01/2018,inv0043409,390.00,Control Holding and SU Accnts,Stoneacre,18062
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2456/20202/VV627,Transport Parts & Materials,20202,25/01/2018,inv0043279,13.90,Control Holding and SU Accnts,Stoneacre,18062
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2456/20202/VV627,Transport Parts & Materials,20202,25/01/2018,inv0043279,17.90,Control Holding and SU Accnts,Stoneacre,18062
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2456/20202/VV627,Transport Parts & Materials,20202,25/01/2018,inv0043279,30.78,Control Holding and SU Accnts,Stoneacre,18062
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Premises,3002/12001,Rents (Premises Only),12001,11/01/2018,inv0043206,131.25,Partnerships and Agencies,SVG Properties LLP,19798
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Premises,3002/12001,Rents (Premises Only),12001,11/01/2018,inv0043206,3703.13,Partnerships and Agencies,SVG Properties LLP,19798
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Hosted Partnerships,3A1,Building Control Partnership,3101,Corporate Management,Premises,3003/12001,Rents (Premises Only),12001,11/01/2018,inv0043206,43.75,Partnerships and Agencies,SVG Properties LLP,19798
