Election year,Area Code,Constituency,Candidate name,Party,Description,Candidate Votes,Candidate rank,Percentage of vote,Total constituency votes,Winning party,Majority,Electorate,%Turnout
2005,11,Barking,T. Wickenden,LibDem,Liberal Democrat,3211,4,11.1,,,,,
2005,11,Barking,T.J. Jones,UKIP,UK Independence Party,803,5,2.8,,,,,
2005,11,Barking,L.N. Cleeland,Green,Green Party,618,6,2.1,,,,,
2005,11,Barking,D.R. Panton,IND,Independent,530,7,1.8,,,,,
2005,11,Barking,M.A. Saxby,WRP,Workers' Revolutionary Party,59,8,0.2,,,,,
2005,21,Battersea,J.M. Linton,Lab,Labour,16569,1,40.4,41049,Lab,163,69548,59.0
2005,21,Battersea,D.J. Schofield,Cons,Conservative,16406,2,40.0,,,,,
2005,21,Battersea,Miss N.M. Bhatti,LibDem,Liberal Democrat,6006,3,14.6,,,,,
2005,21,Battersea,W.H. Charlton,Green,Green Party,1735,4,4.2,,,,,
2005,21,Battersea,T.F. Jones,UKIP,UK Independence Party,333,5,0.8,,,,,
2005,23,Beckenham,Mrs. J.A.H. Lait,Cons,Conservative,22183,1,45.5,48784,Cons,8401,74706,65.5
2005,23,Beckenham,L.K. Curran,Lab,Labour,13782,2,28.3,,,,,
2005,23,Beckenham,J.W. Foulger,LibDem,Liberal Democrat,10682,3,21.9,,,,,
2005,23,Beckenham,J.D.C. Cartwright,UKIP,UK Independence Party,1301,4,2.7,,,,,
2005,23,Beckenham,R.A. Reed,IND C,Independent Conservative,836,5,1.7,,,,,
2005,26,Bethnal Green and Bow,G. Galloway,Res,Respect – The Unity Coalition,15801,1,35.9,44007,Res,823,82599,53.3
2005,26,Bethnal Green and Bow,Miss O.T. King,Lab,Labour,14978,2,34.0,,,,,
2005,26,Bethnal Green and Bow,S.B. Faruk,Cons,Conservative,6244,3,14.2,,,,,
2005,26,Bethnal Green and Bow,S.N.I. Dulu,LibDem,Liberal Democrat,4928,4,11.2,,,,,
2005,26,Bethnal Green and Bow,J.P.W. Foster,Green,Green Party,1950,5,4.4,,,,,
2005,26,Bethnal Green and Bow,E. Etefia,IND,Independent,68,6,0.2,,,,,
2005,26,Bethnal Green and Bow,Miss C. Pugh,CL,Communist League,38,7,0.1,,,,,
2005,29,Bexleyheath and Crayford,D.A. Evennett,Cons,Conservative,19722,1,46.3,42580,Cons,4551,65023,65.5
2005,29,Bexleyheath and Crayford,C.N. Beard,Lab,Labour,15171,2,35.6,,,,,
2005,29,Bexleyheath and Crayford,D. Raval,LibDem,Liberal Democrat,5144,3,12.1,,,,,
2005,29,Bexleyheath and Crayford,J.W. Dunford,UKIP,UK Independence Party,1302,4,3.1,,,,,
2005,29,Bexleyheath and Crayford,J. Lee,BNP,British National Party,1241,5,2.9,,,,,
2005,64,Brent East,Miss S.L. Teather,LibDem,Liberal Democrat,14764,1,47.5,31068,LibDem,2712,56227,55.3
2005,64,Brent East,Mrs. Y. Qureshi,Lab,Labour,12052,2,38.8,,,,,
2005,64,Brent East,K.A.A. Kwarteng,Cons,Conservative,3193,3,10.3,,,,,
2005,64,Brent East,S. Ali,Green,Green Party,905,4,2.9,,,,,
2005,64,Brent East,Mrs. M.A. Weininger,IND,Independent,115,5,0.4,,,,,
2005,64,Brent East,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,39,6,0.1,,,,,
2005,65,Brent North,B.S. Gardiner,Lab,Labour,17420,1,48.8,35682,Lab,5641,60148,59.3
2005,65,Brent North,R.J. Blackman,Cons,Conservative,11779,2,33.0,,,,,
2005,65,Brent North,H.M. Hughes,LibDem,Liberal Democrat,5672,3,15.9,,,,,
2005,65,Brent North,B. Ahmad,PPP,Peace and Progress Party,685,4,1.9,,,,,
2005,65,Brent North,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,126,5,0.4,,,,,
2005,66,Brent South,Miss D.P. Butler,Lab,Labour,17501,1,58.8,29764,Lab,11326,56508,52.7
2005,66,Brent South,J.B. Allie,LibDem,Liberal Democrat,6175,2,20.7,,,,,
2005,66,Brent South,R.S. Saha,Cons,Conservative,4485,3,15.1,,,,,
2005,66,Brent South,R.N.C. Langley,Green,Green Party,957,4,3.2,,,,,
2005,66,Brent South,S.A.L. Wallace,IND,Independent,297,5,1.0,,,,,
2005,66,Brent South,R.R. Fernandez,IND,Independent,288,6,1.0,,,,,
2005,66,Brent South,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,61,7,0.2,,,,,
2005,67,Brentford and Isleworth,Mrs. A.L. Keen,Lab,Labour,18329,1,39.9,45987,Lab,4411,88236,52.2
2005,67,Brentford and Isleworth,A.B. Northcote,Cons,Conservative,13918,2,30.3,,,,,
2005,67,Brentford and Isleworth,A.S. Dakers,LibDem,Liberal Democrat,10447,3,22.7,,,,,
2005,67,Brentford and Isleworth,J.G. Hunt,Green,Green Party,1652,4,3.6,,,,,
2005,67,Brentford and Isleworth,P. Andrews,IND,Independent,1118,5,2.4,,,,,
2005,67,Brentford and Isleworth,M.R. Stoneman,NF,National Front,523,6,1.1,,,,,
2005,77,Bromley and Chislehurst,Rt. Hon. M.E. Forth,Cons,Conservative,23583,1,51.1,46137,Cons,13342,71137,64.9
2005,77,Bromley and Chislehurst,Miss R.J. Reeves,Lab,Labour,10241,2,22.2,,,,,
2005,77,Bromley and Chislehurst,P.R. Brooks,LibDem,Liberal Democrat,9368,3,20.3,,,,,
2005,77,Bromley and Chislehurst,D.N. Hooper,UKIP,UK Independence Party,1475,4,3.2,,,,,
2005,77,Bromley and Chislehurst,Mrs. A.C. Garrett,Green,Green Party,1470,5,3.2,,,,,
2005,88,Camberwell and Peckham,Rt. Hon. Miss H.R. Harman,Lab,Labour,18933,1,65.3,28991,Lab,13483,57079,50.8
2005,88,Camberwell and Peckham,R.J. Porter,LibDem,Liberal Democrat,5450,2,18.8,,,,,
2005,88,Camberwell and Peckham,Miss J.K. Lee,Cons,Conservative,2841,3,9.8,,,,,
2005,88,Camberwell and Peckham,P.M. Ingram,Green,Green Party,1172,4,4.0,,,,,
2005,88,Camberwell and Peckham,D. Penhallow,UKIP,UK Independence Party,350,5,1.2,,,,,
2005,88,Camberwell and Peckham,Mrs. M.M. Sharkey,S Lab,Socialist Labour Party,132,6,0.5,,,,,
2005,88,Camberwell and Peckham,S.M. Kulkarni,WRP,Workers' Revolutionary Party,113,7,0.4,,,,,
2005,93,Carshalton and Wallington,T.A. Brake,LibDem,Liberal Democrat,17357,1,40.3,43061,LibDem,1068,67243,64.0
2005,93,Carshalton and Wallington,K. Andrew,Cons,Conservative,16289,2,37.8,,,,,
2005,93,Carshalton and Wallington,A.C. Theobald,Lab,Labour,7396,3,17.2,,,,,
2005,93,Carshalton and Wallington,F.R. Day,UKIP,UK Independence Party,1111,4,2.6,,,,,
2005,93,Carshalton and Wallington,R.W. Steel,Green,Green Party,908,5,2.1,,,,,
2005,103,Chingford and Woodford Green,Rt. Hon. G.I. Duncan Smith,Cons,Conservative,20555,1,53.2,38648,Cons,10641,61386,63.0
2005,103,Chingford and Woodford Green,S.J. Wright,Lab,Labour,9914,2,25.7,,,,,
2005,103,Chingford and Woodford Green,J.D. Beanse,LibDem,Liberal Democrat,6832,3,17.7,,,,,
2005,103,Chingford and Woodford Green,M.J. McGough,UKIP,UK Independence Party,1078,4,2.8,,,,,
2005,103,Chingford and Woodford Green,B.J. White,IND,Independent,269,5,0.7,,,,,
2005,104,Chipping Barnet,Miss T.A. Villiers,Cons,Conservative,19744,1,46.6,42381,Cons,5960,66222,64.0
2005,104,Chipping Barnet,Mrs. P.A. Coakley-Webb,Lab,Labour,13784,2,32.5,,,,,
2005,104,Chipping Barnet,S.J. Hooker,LibDem,Liberal Democrat,6671,3,15.7,,,,,
2005,104,Chipping Barnet,Miss A.M. Poppy,Green,Green Party,1199,4,2.8,,,,,
2005,104,Chipping Barnet,V. Kaye,UKIP,UK Independence Party,924,5,2.2,,,,,
2005,104,Chipping Barnet,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,59,6,0.1,,,,,
2005,107,Cities of London and Westminster,M.C. Field,Cons,Conservative,17260,1,47.3,36487,Cons,8095,71935,50.7
2005,107,Cities of London and Westminster,H.W. Lloyd,Lab,Labour,9165,2,25.1,,,,,
2005,107,Cities of London and Westminster,Miss M-L.E. Rossi,LibDem,Liberal Democrat,7306,3,20.0,,,,,
2005,107,Cities of London and Westminster,T.J.L. Smith,Green,Green Party,1544,4,4.2,,,,,
2005,107,Cities of London and Westminster,C.R. Merton,UKIP,UK Independence Party,399,5,1.1,,,,,
2005,107,Cities of London and Westminster,B.W. Haw,IND,Independent,298,6,0.8,,,,,
2005,107,Cities of London and Westminster,Mrs. J. McLachlan,CPA,Christian Peoples Alliance,246,7,0.7,,,,,
2005,107,Cities of London and Westminster,D. Harris,VP,Veritas Party,218,8,0.6,,,,,
2005,107,Cities of London and Westminster,C.J-C. Cass-Horne,IND Lab,Independent Labour,51,9,0.1,,,,,
2005,124,Croydon Central,A.J. Pelling,Cons,Conservative,19974,1,40.8,48957,Cons,75,81149,60.3
2005,124,Croydon Central,G.R. Davies,Lab,Labour,19899,2,40.6,,,,,
2005,124,Croydon Central,J.A. Hargreaves,LibDem,Liberal Democrat,6384,3,13.0,,,,,
2005,124,Croydon Central,I.D. Edwards,UKIP,UK Independence Party,1066,4,2.2,,,,,
2005,124,Croydon Central,Mrs. B.C. Golberg,Green,Green Party,1036,5,2.1,,,,,
2005,124,Croydon Central,Mrs. M. Bowness,VP,Veritas Party,304,6,0.6,,,,,
2005,124,Croydon Central,J.S. Cartwright,MRLP,Monster Raving Loony Party,193,7,0.4,,,,,
2005,124,Croydon Central,Mrs. J.A. Stears,IND,Independent,101,8,0.2,,,,,
2005,125,Croydon North,M.H. Wicks,Lab,Labour,23555,1,53.7,43877,Lab,13888,83629,52.5
2005,125,Croydon North,T.M. Ahmad,Cons,Conservative,9667,2,22.0,,,,,
2005,125,Croydon North,A.J. Gee-Turner,LibDem,Liberal Democrat,7590,3,17.3,,,,,
2005,125,Croydon North,S. Khan,Green,Green Party,1248,4,2.8,,,,,
2005,125,Croydon North,C.H. Pearce,UKIP,UK Independence Party,770,5,1.8,,,,,
2005,125,Croydon North,P.C. Gibson,IND,Independent,394,6,0.9,,,,,
2005,125,Croydon North,W.T. McKenzie,VP,Veritas Party,324,7,0.7,,,,,
2005,125,Croydon North,F. Rasheed,IND,Independent,197,8,0.4,,,,,
2005,125,Croydon North,Miss M.T. Chambers,IND,Independent,132,9,0.3,,,,,
2005,126,Croydon South,R.G.J. Ottaway,Cons,Conservative,25320,1,51.8,48897,Cons,13528,75812,64.5
2005,126,Croydon South,P.J. Smith,Lab,Labour,11792,2,24.1,,,,,
2005,126,Croydon South,Mrs. S.J. Lawman,LibDem,Liberal Democrat,10049,3,20.6,,,,,
2005,126,Croydon South,J.R. Feisenberger,UKIP,UK Independence Party,1054,4,2.2,,,,,
2005,126,Croydon South,G.T. Dare,VP,Veritas Party,497,5,1.0,,,,,
2005,126,Croydon South,M.R.L. Samuel,IND,Independent,185,6,0.4,,,,,
2005,127,Dagenham,J. Cruddas,Lab,Labour,15446,1,50.1,30841,Lab,7605,60141,51.3
2005,127,Dagenham,M.J. White,Cons,Conservative,7841,2,25.4,,,,,
2005,127,Dagenham,B.J. Kempton,LibDem,Liberal Democrat,3106,3,10.1,,,,,
2005,127,Dagenham,L. Rustem,BNP,British National Party,2870,4,9.3,,,,,
2005,127,Dagenham,G.J. Batten,UKIP,UK Independence Party,1578,5,5.1,,,,,
2005,142,Dulwich and West Norwood,Rt. Hon. Miss T. Jowell,Lab,Labour,19059,1,45.4,41989,Lab,8807,73710,57.0
2005,142,Dulwich and West Norwood,J.S. Mitchell,LibDem,Liberal Democrat,10252,2,24.4,,,,,
2005,142,Dulwich and West Norwood,M.E.K. Humphries,Cons,Conservative,9200,3,21.9,,,,,
2005,142,Dulwich and West Norwood,Miss J.H. Jones,Green,Green Party,2741,4,6.5,,,,,
2005,142,Dulwich and West Norwood,R.S. Atkinson,UKIP,UK Independence Party,290,5,0.7,,,,,
2005,142,Dulwich and West Norwood,D.C.N. Heather,VP,Veritas Party,241,6,0.6,,,,,
2005,142,Dulwich and West Norwood,Mrs. A.M. Rose,S Lab,Socialist Labour Party,149,7,0.4,,,,,
2005,142,Dulwich and West Norwood,Mrs. J. Weleminsky,IND,Independent,57,8,0.1,,,,,
2005,144,Ealing North,S.P. Pound,Lab,Labour,20956,1,45.1,46507,Lab,7059,77787,59.8
2005,144,Ealing North,R.C. Curtis,Cons,Conservative,13897,2,29.9,,,,,
2005,144,Ealing North,F.R.A. Fruzza,LibDem,Liberal Democrat,9148,3,19.7,,,,,
2005,144,Ealing North,A.G. Outten,Green,Green Party,1319,4,2.8,,,,,
2005,144,Ealing North,R.A.D. Lambert,UKIP,UK Independence Party,692,5,1.5,,,,,
2005,144,Ealing North,D. Malindine,VP,Veritas Party,495,6,1.1,,,,,
2005,143,"Ealing, Acton and Shepherd's Bush",A.F. Slaughter,Lab,Labour,16579,1,41.8,39623,Lab,5520,72479,54.7
2005,143,"Ealing, Acton and Shepherd's Bush",J.H. Gough,Cons,Conservative,11059,2,27.9,,,,,
2005,143,"Ealing, Acton and Shepherd's Bush",G. Malcolm,LibDem,Liberal Democrat,9986,3,25.2,,,,,
2005,143,"Ealing, Acton and Shepherd's Bush",G.P. Burgess,Green,Green Party,1999,4,5.0,,,,,
2005,145,"Ealing, Southall",P.S. Khabra,Lab,Labour,22937,1,48.8,47045,Lab,11440,83246,56.5
2005,145,"Ealing, Southall",N. Bakhai,LibDem,Liberal Democrat,11497,2,24.4,,,,,
2005,145,"Ealing, Southall",M.D.Y. Nicholson,Cons,Conservative,10147,3,21.6,,,,,
2005,145,"Ealing, Southall",Mrs. S.J. Edwards,Green,Green Party,2175,4,4.6,,,,,
2005,145,"Ealing, Southall",Mrs. M. Bilku,WRP,Workers' Revolutionary Party,289,5,0.6,,,,,
2005,148,East Ham,S.C. Timms,Lab,Labour,21326,1,53.9,39569,Lab,13155,78110,50.7
2005,148,East Ham,A.K. Mian,Res,Respect – The Unity Coalition,8171,2,20.7,,,,,
2005,148,East Ham,Miss S.L. Macken,Cons,Conservative,5196,3,13.1,,,,,
2005,148,East Ham,Mrs. A.M. Haigh,LibDem,Liberal Democrat,4296,4,10.9,,,,,
2005,148,East Ham,D.J. Bamber,CPA,Christian Peoples Alliance,580,5,1.5,,,,,
2005,157,Edmonton,A.M. Love,Lab/Co-op,Labour Co-operative,18456,1,53.2,34703,Lab/Co-op,8075,59050,58.8
2005,157,Edmonton,L.D. Zetter,Cons,Conservative,10381,2,29.9,,,,,
2005,157,Edmonton,I.J. Kilbane-Dawe,LibDem,Liberal Democrat,4162,3,12.0,,,,,
2005,157,Edmonton,Mrs. N.R. Armstrong,Green,Green Party,889,4,2.6,,,,,
2005,157,Edmonton,Miss G.W. Rolph,UKIP,UK Independence Party,815,5,2.3,,,,,
2005,160,Eltham,C.S. Efford,Lab,Labour,15381,1,43.6,35305,Lab,3276,56797,62.2
2005,160,Eltham,S. Drury,Cons,Conservative,12105,2,34.3,,,,,
2005,160,Eltham,I.J. Gerrard,LibDem,Liberal Democrat,5669,3,16.1,,,,,
2005,160,Eltham,J.C. Elms,UKIP,UK Independence Party,1024,4,2.9,,,,,
2005,160,Eltham,B.J. Roberts,BNP,British National Party,979,5,2.8,,,,,
2005,160,Eltham,A.J. Graham,IND C,Independent Conservative,147,6,0.4,,,,,
2005,161,Enfield North,Mrs. J.M. Ryan,Lab,Labour,18055,1,44.3,40749,Lab,1920,66612,61.2
2005,161,Enfield North,G.N. de Bois,Cons,Conservative,16135,2,39.6,,,,,
2005,161,Enfield North,S.W. Radford,LibDem,Liberal Democrat,4642,3,11.4,,,,,
2005,161,Enfield North,T.C. Farr,BNP,British National Party,1004,4,2.5,,,,,
2005,161,Enfield North,G.A. Robbens,UKIP,UK Independence Party,750,5,1.8,,,,,
2005,161,Enfield North,P.A. Burns,IND,Independent,163,6,0.4,,,,,
2005,162,"Enfield, Southgate",D.J.B. Burrowes,Cons,Conservative,18830,1,44.6,42210,Cons,1747,63720,66.2
2005,162,"Enfield, Southgate",S. Twigg,Lab,Labour,17083,2,40.5,,,,,
2005,162,"Enfield, Southgate",Z. Kakoulakis,LibDem,Liberal Democrat,4724,3,11.2,,,,,
2005,162,"Enfield, Southgate",T. Doughty,Green,Green Party,1083,4,2.6,,,,,
2005,162,"Enfield, Southgate",B.J. Hall,UKIP,UK Independence Party,490,5,1.2,,,,,
2005,166,Erith and Thamesmead,J.E. Austin,Lab,Labour,20483,1,54.4,37651,Lab,11500,72058,52.3
2005,166,Erith and Thamesmead,C.R. Bromby,Cons,Conservative,8983,2,23.9,,,,,
2005,166,Erith and Thamesmead,S.T. Toole,LibDem,Liberal Democrat,5088,3,13.5,,,,,
2005,166,Erith and Thamesmead,B. Ravenscroft,BNP,British National Party,1620,4,4.3,,,,,
2005,166,Erith and Thamesmead,B.R. Thomas,UKIP,UK Independence Party,1477,5,3.9,,,,,
2005,172,Feltham and Heston,D.A. Keen,Lab/Co-op,Labour Co-operative,17741,1,47.6,37282,Lab/Co-op,6820,76531,48.7
2005,172,Feltham and Heston,R.M. Bowen,Cons,Conservative,10921,2,29.3,,,,,
2005,172,Feltham and Heston,Mrs. S.K. Khalsa,LibDem,Liberal Democrat,6177,3,16.6,,,,,
2005,172,Feltham and Heston,G. Kemp,NF,National Front,975,4,2.6,,,,,
2005,172,Feltham and Heston,Mrs. G.E.A. Anstis,Green,Green Party,815,5,2.2,,,,,
2005,172,Feltham and Heston,L.S. Mullett,UKIP,UK Independence Party,612,6,1.6,,,,,
2005,172,Feltham and Heston,W.W. Prachar,IND,Independent,41,7,0.1,,,,,
2005,173,Finchley and Golders Green,R.J. Vis,Lab,Labour,17487,1,40.5,43214,Lab,741,70000,61.7
2005,173,Finchley and Golders Green,K.A. Mennear,Cons,Conservative,16746,2,38.8,,,,,
2005,173,Finchley and Golders Green,Lady Garden,LibDem,Liberal Democrat,7282,3,16.9,,,,,
2005,173,Finchley and Golders Green,N.T. Lynch,Green,Green Party,1136,4,2.6,,,,,
2005,173,Finchley and Golders Green,J.C. Jacobs,UKIP,UK Independence Party,453,5,1.0,,,,,
2005,173,Finchley and Golders Green,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,110,6,0.3,,,,,
2005,187,Greenwich and Woolwich,Rt. Hon. W.R.N. Raynsford,Lab,Labour,17527,1,49.2,35615,Lab,10146,63631,56.0
2005,187,Greenwich and Woolwich,C.D.G. Le Breton,LibDem,Liberal Democrat,7381,2,20.7,,,,,
2005,187,Greenwich and Woolwich,A.J. Craig,Cons,Conservative,7142,3,20.1,,,,,
2005,187,Greenwich and Woolwich,D.T. Sharman,Green,Green Party,1579,4,4.4,,,,,
2005,187,Greenwich and Woolwich,G. Bushell,ED,English Democrats Party,1216,5,3.4,,,,,
2005,187,Greenwich and Woolwich,S.J. Gain,UKIP,UK Independence Party,709,6,2.0,,,,,
2005,187,Greenwich and Woolwich,Dr. P.T. Nagalingam,IND,Independent,61,7,0.2,,,,,
2005,189,Hackney North and Stoke Newington,Miss D.J. Abbott,Lab,Labour,14268,1,48.6,29380,Lab,7427,59274,49.6
2005,189,Hackney North and Stoke Newington,J.C. Blanchard,LibDem,Liberal Democrat,6841,2,23.3,,,,,
2005,189,Hackney North and Stoke Newington,E. Hurer,Cons,Conservative,4218,3,14.4,,,,,
2005,189,Hackney North and Stoke Newington,Miss M.A. Borris,Green,Green Party,2907,4,9.9,,,,,
2005,189,Hackney North and Stoke Newington,D.B. Vail,IND,Independent,602,5,2.0,,,,,
2005,189,Hackney North and Stoke Newington,N. Sen,S Lab,Socialist Labour Party,296,6,1.0,,,,,
2005,189,Hackney North and Stoke Newington,N.G.A. Barrow,MRLP,Monster Raving Loony Party,248,7,0.8,,,,,
2005,190,Hackney South and Shoreditch,Miss M. Hillier,Lab/Co-op,Labour Co-operative,17048,1,52.9,32237,Lab/Co-op,10204,64826,49.7
2005,190,Hackney South and Shoreditch,H.G. Baylis,LibDem,Liberal Democrat,6844,2,21.2,,,,,
2005,190,Hackney South and Shoreditch,J. Moss,Cons,Conservative,4524,3,14.0,,,,,
2005,190,Hackney South and Shoreditch,I. dan Iyan,Green,Green Party,1779,4,5.5,,,,,
2005,190,Hackney South and Shoreditch,D. Ryan,Res,Respect – The Unity Coalition,1437,5,4.5,,,,,
2005,190,Hackney South and Shoreditch,B. Rae,LIB,Liberal,313,6,1.0,,,,,
2005,190,Hackney South and Shoreditch,M. Goldman,COMB,Communist Party of Britain,200,7,0.6,,,,,
2005,190,Hackney South and Shoreditch,J. Leff,WRP,Workers' Revolutionary Party,92,8,0.3,,,,,
2005,195,Hammersmith and Fulham,G.W. Hands,Cons,Conservative,22407,1,45.4,49327,Cons,5029,78615,62.7
2005,195,Hammersmith and Fulham,Miss M.L. Smallman,Lab,Labour,17378,2,35.2,,,,,
2005,195,Hammersmith and Fulham,A.J. Bullion,LibDem,Liberal Democrat,7116,3,14.4,,,,,
2005,195,Hammersmith and Fulham,Miss F. Harrold,Green,Green Party,1933,4,3.9,,,,,
2005,195,Hammersmith and Fulham,G.M.A. Fisher,UKIP,UK Independence Party,493,5,1.0,,,,,
2005,196,Hampstead and Highgate,Mrs. G.M. Jackson,Lab,Labour,14615,1,38.3,38173,Lab,3729,68737,55.5
2005,196,Hampstead and Highgate,P.A. Wauchope,Cons,Conservative,10886,2,28.5,,,,,
2005,196,Hampstead and Highgate,E.T. Fordham,LibDem,Liberal Democrat,10293,3,27.0,,,,,
2005,196,Hampstead and Highgate,Miss S.R. Berry,Green,Green Party,2013,4,5.3,,,,,
2005,196,Hampstead and Highgate,M. Nielsen,UKIP,UK Independence Party,275,5,0.7,,,,,
2005,196,Hampstead and Highgate,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,91,6,0.2,,,,,
2005,200,Harrow East,A.J. McNulty,Lab,Labour,23445,1,46.1,50823,Lab,4730,83904,60.6
2005,200,Harrow East,D.J. Ashton,Cons,Conservative,18715,2,36.8,,,,,
2005,200,Harrow East,Mrs. P.K. Nandra,LibDem,Liberal Democrat,7747,3,15.2,,,,,
2005,200,Harrow East,P.D. Cronin,UKIP,UK Independence Party,916,4,1.8,,,,,
2005,201,Harrow West,G.R. Thomas,Lab/Co-op,Labour Co-operative,20298,1,42.5,47759,Lab/Co-op,2028,74133,64.4
2005,201,Harrow West,M.W. Freer,Cons,Conservative,18270,2,38.3,,,,,
2005,201,Harrow West,C.D. Noyce,LibDem,Liberal Democrat,8188,3,17.1,,,,,
2005,201,Harrow West,Mrs. J. Cronin,UKIP,UK Independence Party,576,4,1.2,,,,,
2005,201,Harrow West,B.J. Daver,IND,Independent,427,5,0.9,,,,,
2005,206,Hayes and Harlington,J.M. McDonnell,Lab,Labour,19009,1,58.7,32389,Lab,10847,57449,56.4
2005,206,Hayes and Harlington,R.G. Worrall,Cons,Conservative,8162,2,25.2,,,,,
2005,206,Hayes and Harlington,J.T.A. Ball,LibDem,Liberal Democrat,3174,3,9.8,,,,,
2005,206,Hayes and Harlington,T.L. Hazel,BNP,British National Party,830,4,2.6,,,,,
2005,206,Hayes and Harlington,M.A. Haley,UKIP,UK Independence Party,552,5,1.7,,,,,
2005,206,Hayes and Harlington,B.A. Outten,Green,Green Party,442,6,1.4,,,,,
2005,206,Hayes and Harlington,P.F. Goddard,IND,Independent,220,7,0.7,,,,,
2005,210,Hendon,A.H. Dismore,Lab,Labour,18596,1,44.4,41839,Lab,2699,71924,58.2
2005,210,Hendon,R.G. Evans,Cons,Conservative,15897,2,38.0,,,,,
2005,210,Hendon,Mrs. N. Boethe,LibDem,Liberal Democrat,5831,3,13.9,,,,,
2005,210,Hendon,D.G. Williams,Green,Green Party,754,4,1.8,,,,,
2005,210,Hendon,M. Smallman,UKIP,UK Independence Party,637,5,1.5,,,,,
2005,210,Hendon,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,68,6,0.2,,,,,
2005,210,Hendon,M.M. Stewart,PDP,Progressive Democratic Party,56,7,0.1,,,,,
2005,219,Holborn and St. Pancras,Rt. Hon. F.G. Dobson,Lab,Labour,14857,1,43.2,34359,Lab,4787,68327,50.3
2005,219,Holborn and St. Pancras,Mrs J.E. Fraser,LibDem,Liberal Democrat,10070,2,29.3,,,,,
2005,219,Holborn and St. Pancras,Miss M.C. James,Cons,Conservative,6482,3,18.9,,,,,
2005,219,Holborn and St. Pancras,A.J. Oliver,Green,Green Party,2798,4,8.1,,,,,
2005,219,Holborn and St. Pancras,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,152,5,0.4,,,,,
2005,220,Hornchurch,J.P. Brokenshire,Cons,Conservative,16355,1,42.8,38170,Cons,480,59741,63.9
2005,220,Hornchurch,J.R. Cryer,Lab,Labour,15875,2,41.6,,,,,
2005,220,Hornchurch,N.J. Green,LibDem,Liberal Democrat,2894,3,7.6,,,,,
2005,220,Hornchurch,I. Moore,BNP,British National Party,1314,4,3.4,,,,,
2005,220,Hornchurch,L.J. Webb,UKIP,UK Independence Party,1033,5,2.7,,,,,
2005,220,Hornchurch,M.P. Brown,RA,Residents Association,395,6,1.0,,,,,
2005,220,Hornchurch,G.K. Williamson,TW,Third Way,304,7,0.8,,,,,
2005,221,Hornsey and Wood Green,Mrs. L.C. Featherstone,LibDem,Liberal Democrat,20512,1,43.3,47330,LibDem,2395,76630,61.8
2005,221,Hornsey and Wood Green,Mrs. B.M. Roche,Lab,Labour,18117,2,38.3,,,,,
2005,221,Hornsey and Wood Green,P.J. Forrest,Cons,Conservative,6014,3,12.7,,,,,
2005,221,Hornsey and Wood Green,Miss J.E. Forbes,Green,Green Party,2377,4,5.0,,,,,
2005,221,Hornsey and Wood Green,R.A. Freshwater,UKIP,UK Independence Party,310,5,0.7,,,,,
2005,228,Ilford North,L. Scott,Cons,Conservative,18781,1,43.7,43000,Cons,1653,70721,60.8
2005,228,Ilford North,Mrs. L.A. Perham,Lab,Labour,17128,2,39.8,,,,,
2005,228,Ilford North,M.A. Gayler,LibDem,Liberal Democrat,5896,3,13.7,,,,,
2005,228,Ilford North,A.G. Cross,UKIP,UK Independence Party,902,4,2.1,,,,,
2005,228,Ilford North,M. Levin,IND,Independent,293,5,0.7,,,,,
2005,229,Ilford South,M.J. Gapes,Lab/Co-op,Labour Co-operative,20856,1,48.9,42693,Lab/Co-op,9228,79646,53.6
2005,229,Ilford South,S.J. Metcalfe,Cons,Conservative,11628,2,27.2,,,,,
2005,229,Ilford South,M.E. Lake,LibDem,Liberal Democrat,8761,3,20.5,,,,,
2005,229,Ilford South,K. Rana,IND,Independent,763,4,1.8,,,,,
2005,229,Ilford South,C.H. Taylor,UKIP,UK Independence Party,685,5,1.6,,,,,
2005,232,Islington North,J.B. Corbyn,Lab,Labour,16118,1,51.2,31494,Lab,6716,58428,53.9
2005,232,Islington North,Miss L.C. Willoughby,LibDem,Liberal Democrat,9402,2,29.9,,,,,
2005,232,Islington North,Miss N.E. Talbot,Cons,Conservative,3740,3,11.9,,,,,
2005,232,Islington North,J.R. Nott,Green,Green Party,2234,4,7.1,,,,,
2005,233,Islington South and Finsbury,Miss E.A. Thornberry,Lab,Labour,12345,1,39.9,30961,Lab,484,57748,53.6
2005,233,Islington South and Finsbury,Mrs. B.C. Fox,LibDem,Liberal Democrat,11861,2,38.3,,,,,
2005,233,Islington South and Finsbury,Miss M.L. McLean,Cons,Conservative,4594,3,14.8,,,,,
2005,233,Islington South and Finsbury,J.W. Humphreys,Green,Green Party,1471,4,4.8,,,,,
2005,233,Islington South and Finsbury,Miss P.T. Theophanides,UKIP,UK Independence Party,470,5,1.5,,,,,
