Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
21/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,089.32"
21/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,649.50"
29/07/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,515.50"
01/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,458.33"
01/08/2013,SKYLIGHT CIRCUS ARTS,Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£852.50
01/08/2013,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£7,425.00"
01/08/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,108.33"
01/08/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,083.33"
01/08/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,425.00"
01/08/2013,CORE ASSETS CHILDRENS SERVICES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£970.33
01/08/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£3,341.67"
21/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£726.72
29/07/2013,CHEVRON LIMITED,Vehicles,EARLY HELP AND SCHOOLS,BRIDGEFOLD LODGE,"£2,294.64"
01/08/2013,SHINING STARS SWIMMING SCHEME,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£4,037.50"
01/08/2013,RAINBOW SCENT,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,500.00"
01/08/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£3,186.67"
01/08/2013,MIDDLETON TRAMPOLINING CLUB,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,599.08"
20/08/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,BELFIELD,"£8,432.51"
20/08/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,CASTLETON,"£9,462.64"
20/08/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,GREENBANK,"£16,187.05"
20/08/2013,ABM (LANCASHIRE) LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,HEYBROOK,"£8,281.06"
21/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£8,202.10"
21/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£8,202.10"
21/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£8,202.10"
21/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£9,729.13"
21/08/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£9,854.11"
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,£875.00
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£1,925.00"
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£2,100.00"
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£2,100.00"
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£2,800.00"
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£2,625.00"
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£3,325.00"
21/08/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£1,925.00"
06/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SEN EARLY YEARS,"£4,431.61"
19/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SEN EARLY YEARS,"£4,357.96"
13/08/2013,POSITIVE STEPS OLDHAM - KICKSTART,Financial Services,EARLY HELP AND SCHOOLS,YOUNG PEOPLES SUPPORT & GUIDANCE SERVICE,"£52,500.00"
13/08/2013,POSITIVE STEPS OLDHAM - KICKSTART,Financial Services,EARLY HELP AND SCHOOLS,YOUNG PEOPLES SUPPORT & GUIDANCE SERVICE,"£52,014.00"
05/08/2013,YMCA,Leisure Services,EARLY HELP AND SCHOOLS,RCT FUNDING TYS,"£2,499.00"
27/08/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FAMILY LITERACY PROJECT,£575.00
27/08/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FAMILY LITERACY PROJECT,£835.00
01/08/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"£19,884.67"
07/08/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"£543,452.62"
08/08/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"£2,311.09"
08/08/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"£2,311.09"
30/07/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI VARIATIONS,"£6,378.80"
05/08/2013,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"£316,481.18"
29/07/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,CROSSROADS,£513.00
29/07/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,CROSSROADS,£648.00
31/07/2013,LAPSILLE LTD,Education,EARLY HELP AND SCHOOLS,SEND PATHFINDER,"£1,800.00"
30/07/2013,COTS AND TOTS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£845.00
30/07/2013,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,£715.00
21/08/2013,HEALTH & SAFETY SOLUTIONS (NW) LTD,Health & Safety ,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£587.60
29/07/2013,SPARTH COMMUNITY CENTRE,Financial Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£520.00
30/07/2013,HEALTH & SAFETY SOLUTIONS (NW) LTD,Health & Safety ,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£584.60
13/08/2013,CHILD ACTION NORTHWEST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,"£10,000.00"
20/08/2013,TRAIN TO EQUIP SUE RASTALL LTD,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,"£5,384.50"
02/08/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,ROCHDALE NORTH - EXT FUNDED PROJECTS,£825.00
01/08/2013,CHARTERHOUSE HOLDINGS PLC,Clothing,EARLY HELP AND SCHOOLS,CLC RUNNING COSTS,"£1,117.85"
30/07/2013,SOFTWARE BOX LIMITED,Information Communication Technology,EARLY HELP AND SCHOOLS,CLC RUNNING COSTS,"£1,288.66"
06/08/2013,MOTT MACDONALD LIMITED,Human Resources,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£13,876.54"
28/08/2013,ERNST & YOUNG LLP,Financial Services,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),£901.60
28/08/2013,ERNST & YOUNG LLP,Financial Services,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£2,246.63"
14/08/2013,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,FEASIBILITY SURVEYS AND OPTION APPRAISAL,"£39,024.13"
21/08/2013,JACKSON JACKSON & SONS LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,FEASIBILITY SURVEYS AND OPTION APPRAISAL,"£55,576.83"
23/08/2013,REDDISH VALE INSULATIONS LIMITED,Environmental Services,EARLY HELP AND SCHOOLS,ASBESTOS REMOVAL PROGRAMME,"£4,800.00"
29/08/2013,BGS LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BUILDINGS PROGRAMME/URGENT H&S CONTINGEN,"£1,950.00"
29/08/2013,WINTERBURNS OF ROCHDALE,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BUILDINGS PROGRAMME/URGENT H&S CONTINGEN,"£15,784.35"
20/08/2013,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,ALKRINGTON HTG AND WATER TANK REPLACEMNT,"£182,208.10"
08/08/2013,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,ALL SOULS HEATING CONTROL SYSTEM,"£38,888.16"
22/08/2013,REDACTED PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,ELMWOOD ROOF REPLACEMENT,"£28,344.20"
14/08/2013,H BELL & SONS (ROCHDALE) LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,GREENBANK FIRE SAFETY IMPRMTS,"£17,254.76"
12/08/2013,F S MOULT & SON,Building Construction Materials,EARLY HELP AND SCHOOLS,MOORHOUSE ROOF REPLACEMENT,"£40,254.35"
20/08/2013,PRIME ROOFING (ROCHDALE) LIMITED     (S),Building Construction Materials,EARLY HELP AND SCHOOLS,MOORHOUSE ROOF REPLACEMENT,"£31,832.05"
22/08/2013,D M WINDOWS AND DOORS LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,ST MARY'S CE WINDOW REPLACEMENT,"£10,202.87"
01/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£11,757.49"
01/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£7,164.04"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£7,980.21"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£4,566.26"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£17,921.60"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£13,217.45"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£8,351.18"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£1,838.12"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£16,345.59"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,£630.16
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£26,329.35"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£2,520.69"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£13,758.99"
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,£635.73
21/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£72,732.96"
01/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£3,416.74"
01/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£122,206.58"
02/08/2013,S T HEATINGS SERVICES LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,£800.00
07/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£126,092.53"
07/08/2013,S T HEATINGS SERVICES LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,£800.00
01/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF OTHER CONTRIBUTIONS,"£38,134.58"
07/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF OTHER CONTRIBUTIONS,"£60,000.00"
07/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,MIDDLETON TECHNOLOGY COLLEGE BSF,"£175,649.00"
01/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLY FAMILY COLLEGE (BSF),"£190,509.50"
13/08/2013,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BROWNHILL SECONDARY SPECIAL (BSF),"£45,549.00"
16/08/2013,J C MILLS & SON LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,LITTLE HEATON PCP,£859.91
20/08/2013,JACKSON JACKSON & SONS LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,DEEPLISH PCP,"£43,903.85"
13/08/2013,PRISM UK MEDICAL LIMITED,Medical,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£1,143.99"
14/08/2013,PRISM UK MEDICAL LIMITED,Medical,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£1,136.65"
26/07/2013,JAMES LECKEY DESIGN LIMITED,Facilities & Management Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£1,753.00"
06/08/2013,CIVICA UK LIMITED,Information Communication Technology,FINANCE AND PROCUREMENT,COUNCIL TAX LIABILITY AND RECOVERY,"£10,582.00"
12/08/2013,DWF LLP LEEDS,Legal Services,FINANCE AND PROCUREMENT,COUNCIL TAX LIABILITY AND RECOVERY,"£1,556.60"
02/08/2013,PARAGON GROUP UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£2,335.20"
05/08/2013,HOUGHTON WASTE PAPER LTD,Environmental Services,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,£770.00
08/08/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£2,532.56"
08/08/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£2,049.10"
08/08/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£3,500.13"
09/08/2013,BREEZE LIMITED,Information Communication Technology,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£7,500.00"
19/08/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£2,658.02"
21/08/2013,MAG:NET SOLUTIONS LTD,Information Communication Technology,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£1,400.00"
27/08/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£2,508.63"
29/07/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,£750.00
29/07/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£2,280.30"
02/08/2013,TOTAL PHYSIOTHERAPY LIMITED,Medical,FINANCE AND PROCUREMENT,BLUE BADGES,"£1,080.00"
29/07/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,BLUE BADGES,"£1,676.40"
14/08/2013,PRINT SEARCH CHESTER LTD,Facilities & Management Services,FINANCE AND PROCUREMENT,ASSESSMENTS,"£1,403.00"
06/08/2013,SECTOR TREASURY SERVICES LTD,Financial Services,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£3,809.50"
08/08/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,"£4,850.00"
01/08/2013,LINK4LIFE (TRADING),Leisure Services,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"£8,591.67"
01/08/2013,LINK4LIFE (CHARITY),Leisure Services,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"£292,216.66"
28/08/2013,LINK4LIFE (CHARITY),Leisure Services,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"£44,925.00"
07/08/2013,BELGRAVE COMMUNICATIONS LTD,Facilities & Management Services,FINANCE AND PROCUREMENT,LEADERSHIP TEAM,"£16,235.79"
23/08/2013,ASS OF DIRECTORS OF CHILDREN`S SERVICES LTD,Information Communication Technology,FINANCE AND PROCUREMENT,LEADERSHIP TEAM,£780.00
28/08/2013,NORTH WEST EMPLOYERS,Transport,FINANCE AND PROCUREMENT,LEADERSHIP TEAM,£782.38
30/07/2013,NORTH WEST EMPLOYERS,Transport,FINANCE AND PROCUREMENT,LEADERSHIP TEAM,£975.00
28/08/2013,STOREYS EDWARD SYMMONS LTD,"Works - Construction, Repair & Maintenance",FINANCE AND PROCUREMENT,MUSEUM GENERAL,"£4,549.81"
28/08/2013,STOREYS EDWARD SYMMONS LTD,"Works - Construction, Repair & Maintenance",FINANCE AND PROCUREMENT,MUSEUM GENERAL,"£11,515.00"
29/07/2013,LINK4LIFE (CHARITY),Leisure Services,FINANCE AND PROCUREMENT,LOCAL STUDIES LIBRARY,£635.00
05/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,CHILDREN 5 TO 19 COMMISSIONING,"£105,777.00"
05/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,MENTAL HEALTH & WELL BEING,"£29,996.00"
05/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,OBESITY COMMISSIONING,"£28,112.00"
05/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,OTHER PUBLIC HEALTH COMMISSIONING,"£30,349.00"
05/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£65,241.00"
05/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PUBLIC HEALTH,SMOKING AND TOBACCO COMMISSIONING,"£15,733.00"
22/08/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£572.04
22/08/2013,LITTLEBOROUGH GROUP PRACTICE,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£811.91
22/08/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£906.80
22/08/2013,DRUGMART PHARMACY,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£683.96
22/08/2013,LLOYDS PHARMACY LTD,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£685.98
30/07/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,184.94"
30/07/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,291.65"
30/07/2013,WELLFIELD SURGERY,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,327.95"
30/07/2013,WELLFIELD SURGERY,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£750.00
30/07/2013,LONGFORD STREET GROUP PRACTICE,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£875.00
30/07/2013,LITTLEBOROUGH GROUP PRACTICE,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,731.88"
30/07/2013,LITTLEBOROUGH GROUP PRACTICE,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£939.78
30/07/2013,DURNFORD MEDICAL CENTRE,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,307.52"
30/07/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£535.00
30/07/2013,DRUGMART PHARMACY,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,212.94"
30/07/2013,STRAND PHARMACY,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£610.00
30/07/2013,PEARL PHARMACY,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£594.08
30/07/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£566.75
30/07/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,030.00"
30/07/2013,BOARSHAW PHARMACY LTD,Unclassifiable,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£2,090.00"
30/07/2013,BOOTS OPTICIANS,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,664.41"
30/07/2013,LLOYDS PHARMACY LTD,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"£1,401.56"
30/07/2013,LLOYDS PHARMACY LTD,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£895.70
30/07/2013,LLOYDS PHARMACY LTD,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£595.00
30/07/2013,KAPOOR CHEMISTS LTD,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,£815.00
21/08/2013,REACH TRAINING,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,£550.00
02/08/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,PUBLIC HEALTH,OBESITY COMMISSIONING,"£140,043.00"
05/08/2013,EJS MARKETING,Facilities & Management Services,PUBLIC HEALTH,PUBLIC HEALTH STAFF,"£2,975.00"
13/08/2013,NHS GREATER MANCHESTER CSU,Medical,PUBLIC HEALTH,PUBLIC HEALTH STAFF,"£7,017.67"
30/07/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,PUBLIC HEALTH STAFF,£500.00
07/08/2013,BURRBAXTER PRINT LTD,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,"£1,170.80"
13/08/2013,PREMIERBESWICK,Stationery,CORPORATE SERVICES,PRODUCTION,£724.04
13/08/2013,K T LITHO PRINTERS LIMITED,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,£664.00
30/07/2013,HILLSIDE PRINTING SERVICES LIMITED,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,£528.00
02/08/2013,BEVA INVESTMENTS LIMITED,Facilities & Management Services,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,£550.68
02/08/2013,BEVA INVESTMENTS LIMITED,Facilities & Management Services,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,"£2,101.98"
09/08/2013,OMNIPLEX GROUP LTD,Human Resources,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,"£1,070.00"
20/08/2013,BEVA INVESTMENTS LIMITED,Facilities & Management Services,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,£576.82
27/08/2013,NORTH WEST EMPLOYERS,Transport,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,"£20,630.00"
20/08/2013,TURN KEY WORKS LTD,Facilities & Management Services,CORPORATE SERVICES,MANAGEMENT,"£1,054.56"
02/08/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£774.40
02/08/2013,BARKATH LIMITED,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,412.40"
02/08/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£580.80
02/08/2013,CTRL M/C & M/C CHILDRENS UNI HOSP NHS TR,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£534.30
05/08/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,731.40"
19/08/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£520.00
20/08/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,£840.00
