Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
05/09/2013,ROYAL MAIL GROUP PLC,Mail Services�,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"�2,824.63"
13/09/2013,ROYAL MAIL GROUP PLC,Mail Services�,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"�2,804.82"
18/09/2013,MERITEC LIMITED,"Works - Construction, Repair & Maintenance",FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"�5,904.19"
19/09/2013,ROYAL MAIL GROUP PLC,Mail Services�,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"�3,067.17"
03/09/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,BLUE BADGES,"�1,436.29"
03/09/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,BLUE BADGES,�560.11
11/09/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE AND PROCUREMENT,BLUE BADGES,"�1,906.40"
24/09/2013,TOTAL PHYSIOTHERAPY LIMITED,Medical,FINANCE AND PROCUREMENT,BLUE BADGES,"�1,140.00"
19/09/2013,GRANT THORNTON UK LLP,Financial Services,FINANCE AND PROCUREMENT,CENTRAL FINANCE  SYSTEMS AND ADMIN,"�45,090.00"
01/09/2013,LINK4LIFE (TRADING),Leisure Services,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"�8,591.67"
01/09/2013,LINK4LIFE (CHARITY),Leisure Services,FINANCE AND PROCUREMENT,CONTRACT FEE LEISURE TRUST,"�292,216.66"
13/09/2013,GATENBY SANDERSON,Human Resources,FINANCE AND PROCUREMENT,LEADERSHIP TEAM,"�17,984.40"
11/09/2013,CTRL M/C & M/C CHILDRENS UNI HOSP NHS TR,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,"�29,901.00"
25/09/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,�735.48
25/09/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,SEXUAL HEALTH COMMISSIONING,�605.64
10/09/2013,REDACTED PERSONAL DATA,Unclassifiable,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,�688.00
10/09/2013,REACH TRAINING,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,�540.00
12/09/2013,HALL AITKEN ASSOCIATES LIMITED,"Works - Construction, Repair & Maintenance",PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,"�5,000.00"
09/09/2013,IPS INFECTION PREVENTION SOCIETY,Medical,PUBLIC HEALTH,PUBLIC HEALTH,�520.00
03/09/2013,BRITISH DENTAL HEALTH FOUNDATION,Financial Services,PUBLIC HEALTH,PUBLIC HEALTH STAFF,�673.05
06/09/2013,REDACTED PERSONAL DATA,Medical,PUBLIC HEALTH,PUBLIC HEALTH STAFF,�840.00
11/09/2013,ASSOCIATION OF DIRECTORS OF PUBLIC HEALTH,Social Community Care Supplies & Services,PUBLIC HEALTH,PUBLIC HEALTH STAFF,"�2,000.00"
12/09/2013,NHS GREATER MANCHESTER CSU,Medical,PUBLIC HEALTH,PUBLIC HEALTH STAFF,"�7,017.67"
16/09/2013,NHS GREATER MANCHESTER CSU,Medical,PUBLIC HEALTH,PUBLIC HEALTH STAFF,"�7,017.67"
12/09/2013,K T LITHO PRINTERS LIMITED,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,�776.00
04/09/2013,CHESHIRE& WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,Medical,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,"�1,075.00"
17/09/2013,BEVA INVESTMENTS LIMITED,Facilities & Management Services,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,�570.62
18/09/2013,BEVA INVESTMENTS LIMITED,Facilities & Management Services,CORPORATE SERVICES,WORKFORCE DEVELOPMENT,�752.52
02/09/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,�880.00
02/09/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,�720.00
10/09/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"�1,354.16"
17/09/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,�996.60
17/09/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,�605.40
25/09/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,�560.00
25/09/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,�520.00
25/09/2013,JOHNSTON BROS,Cemetery & Crematorium,CORPORATE SERVICES,CORONERS SERVICE GENERAL,�880.00
05/09/2013,BADENOCH & CLARK,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,"�1,900.00"
05/09/2013,BADENOCH & CLARK,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,"�1,900.00"
05/09/2013,BADENOCH & CLARK,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,"�1,575.00"
09/09/2013,BADENOCH & CLARK,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,�650.00
10/09/2013,PRACTICAL LAW COMPANY,Legal Services,CORPORATE SERVICES,LEGAL SERVICES,"�7,403.00"
12/09/2013,BADENOCH & CLARK,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,"�1,650.00"
12/09/2013,BADENOCH & CLARK,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,"�1,525.00"
13/09/2013,BADENOCH & CLARK,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,"�1,550.00"
18/09/2013,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Medical,CORPORATE SERVICES,COURSES SCHOOL SAFETY,"�1,295.00"
25/09/2013,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Medical,CORPORATE SERVICES,COURSES SCHOOL SAFETY,�740.00
05/09/2013,THE LANCASHIRE VETERANS ASSOCIATION,Financial Services,CORPORATE SERVICES,ARMED FORCES EVENTS,"�1,787.52"
05/09/2013,THE LANCASHIRE VETERANS ASSOCIATION,Financial Services,CORPORATE SERVICES,ARMED FORCES EVENTS,�709.00
17/09/2013,EMPLOYEE ADVISORY RESOURCE LTD,Human Resources,CORPORATE SERVICES,MANAGEMENT ADMIN,"�3,250.00"
19/09/2013,EMPLOYEE ADVISORY RESOURCE LTD,Human Resources,CORPORATE SERVICES,MANAGEMENT ADMIN,"�3,250.00"
03/09/2013,ULVERSCROFT LARGE PRINT BOOKS LTD,Education,CORPORATE SERVICES,BIBS UNIT,�509.20
03/09/2013,ULVERSCROFT LARGE PRINT BOOKS LTD,Education,CORPORATE SERVICES,BIBS UNIT,�510.80
09/09/2013,T HAYNES CHORLEY & CO,Facilities & Management Services,CORPORATE SERVICES,BIBS UNIT,"�1,196.90"
17/09/2013,BERTRAM TRADING LIMITED,Education,CORPORATE SERVICES,BIBS UNIT,�734.70
17/09/2013,BERTRAM TRADING LIMITED,Education,CORPORATE SERVICES,BIBS UNIT,�546.38
17/09/2013,BERTRAM TRADING LIMITED,Education,CORPORATE SERVICES,BIBS UNIT,"�1,153.05"
10/09/2013,AVANQUEST SOLUTIONS UK LIMITED,Information Communication Technology,CORPORATE SERVICES,EDRMS TEAM,"�1,200.00"
26/09/2013,SAFE RECORDS MANAGEMENT LTD,Facilities & Management Services,CORPORATE SERVICES,EDRMS TEAM,"�2,743.95"
09/09/2013,SCOPED SOLUTIONS LIMITED,Information Communication Technology,CORPORATE SERVICES,CUSTOMER SERVICES SYSTEMS,"�3,600.00"
25/09/2013,S KERSHAW & SONS,"Works - Construction, Repair & Maintenance",CORPORATE SERVICES,WARDLE LIBRARY,"�3,187.50"
03/09/2013,EDF ENERGY 1 LIMITED,Utilities,CORPORATE SERVICES,WHEATSHEAF LIBRARY,"�2,071.67"
03/09/2013,EDF ENERGY 1 LIMITED,Utilities,CORPORATE SERVICES,WHEATSHEAF LIBRARY,"�2,702.39"
19/09/2013,EDF ENERGY 1 LIMITED,Utilities,CORPORATE SERVICES,WHEATSHEAF LIBRARY,"�1,132.16"
06/09/2013,REDACTED PERSONAL DATA,Facilities & Management Services,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,�720.00
10/09/2013,REDACTED PERSONAL DATA,Education,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,"�2,520.00"
16/09/2013,REDACTED PERSONAL DATA,Financial Services,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,"�1,695.00"
19/09/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,"�3,300.00"
25/09/2013,SPIRAL DANCE LIMITED,Leisure Services,CORPORATE SERVICES,LITERARY & IDEAS FESTIVAL,"�1,000.00"
25/09/2013,SPIRAL DANCE LIMITED,Leisure Services,CORPORATE SERVICES,LITERARY & IDEAS FESTIVAL,"�1,000.00"
01/09/2013,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,CORPORATE SERVICES,ADVICE TEAM,"�28,167.00"
09/09/2013,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,CORPORATE SERVICES,MEMBERS SMALL CAPITAL GRANTS,�750.00
16/09/2013,SUPPLIES TEAM LIMITED,Stationery,CORPORATE SERVICES,ICT PRINTING SERVICES,�573.60
16/09/2013,XEROX (UK) LIMITED,Information Communication Technology,CORPORATE SERVICES,ICT PRINTING SERVICES,"�1,646.21"
16/09/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT MANAGEMENT,"�1,500.00"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�2,442.50"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�2,442.50"
05/09/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�1,275.76"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�2,385.00"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,�980.00
05/09/2013,CABLE & WIRELESS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�1,033.52"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�1,598.25"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�25,939.59"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,�900.00
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�2,195.56"
09/09/2013,DESIGNJET SOLUTIONS LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�1,445.00"
09/09/2013,MIDLAND SOFTWARE LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�14,244.92"
09/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�6,860.00"
09/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,�533.00
09/09/2013,BIFFA WASTE SERVICES LIMITED,Environmental Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,�500.09
12/09/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�16,655.46"
16/09/2013,BLUE & RED LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,�802.32
18/09/2013,A-TEC DESIGN OFFICE SOLUTIONS LIMITED,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�1,100.66"
18/09/2013,MOBYSOFT LTD,Unclassifiable,CORPORATE SERVICES,THIRD PARTY CONTRACTS,�961.52
18/09/2013,BRITISH TELECOMMUNICATIONS PLC,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�11,951.11"
18/09/2013,SMARTLOGIC SEMAPHONE LIMITED,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�6,091.20"
18/09/2013,IDOX SOFTWARE LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�16,548.40"
26/09/2013,CF CORPORATE FINANCE LTD,Financial Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"�1,100.66"
26/09/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�5,933.96"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,EDIT GENERAL,"�31,550.00"
09/09/2013,MISCO,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�11,894.92"
16/09/2013,ROCHDALE BUSINESS VENTURES,Financial Services,CORPORATE SERVICES,ICT OVERHEADS,"�2,478.25"
16/09/2013,BACK CARE SOLUTIONS LIMITED,Health & Safety�,CORPORATE SERVICES,ICT OVERHEADS,�692.00
16/09/2013,ROCHDALE BUSINESS VENTURES,Financial Services,CORPORATE SERVICES,ICT OVERHEADS,"�2,478.25"
25/09/2013,CHUBB ELECTRONIC SECURITY SYSTEMS LTD,Facilities & Management Services,CORPORATE SERVICES,CASTLETON COMMUNITY CENTRE,�846.38
10/09/2013,HUGE MEDIA,Facilities & Management Services,CORPORATE SERVICES,MARKETING,"�2,500.00"
12/09/2013,JGM AGENCY,Facilities & Management Services,CORPORATE SERVICES,MARKETING,"�4,452.00"
18/09/2013,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,CORPORATE SERVICES,MARKETING,"�1,100.25"
18/09/2013,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,CORPORATE SERVICES,MARKETING,"�1,012.50"
18/09/2013,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,CORPORATE SERVICES,MARKETING,"�1,039.50"
19/09/2013,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,CORPORATE SERVICES,MARKETING,"�1,127.25"
10/09/2013,NORTH AREA PARTNERSHIP,Financial Services,CORPORATE SERVICES,NORTH AREA PARTNERSHIP,"�6,000.00"
18/09/2013,SOLON SECURITY LIMITED,Facilities & Management Services,CORPORATE SERVICES,ASB & CONFIDENCE,�714.20
03/09/2013,VICTIM SUPPORT & WITNESS SERVICE,Social Community Care Supplies & Services,CORPORATE SERVICES,C & D COMMISSIONED,"�13,950.55"
03/09/2013,VICTIM SUPPORT & WITNESS SERVICE,Social Community Care Supplies & Services,CORPORATE SERVICES,C & D COMMISSIONED,"�5,918.91"
05/09/2013,ROCHDALE MEDIATION SERVICE,Unclassifiable,CORPORATE SERVICES,C & D COMMISSIONED,"�5,000.00"
15/09/2013,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,C & D COMMISSIONED,"�10,714.30"
02/09/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"�99,010.42"
06/09/2013,GROUNDWORK LANDSCAPES LIMITED,Horticultural,CORPORATE SERVICES,MIDDLETON & MUGA,"�1,290.00"
12/09/2013,VISUALMETRICS,Information Communication Technology,CORPORATE SERVICES,CAF DEMONSTRATOR,"�1,790.00"
05/09/2013,IDOX SOFTWARE LTD,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,�950.00
09/09/2013,NETWORKS FIRST LTD,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�1,645.00"
12/09/2013,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�1,900.00"
16/09/2013,VIGLEN LIMITED,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�14,601.50"
16/09/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�13,936.00"
16/09/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�32,370.00"
16/09/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�1,747.20"
18/09/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�17,380.50"
18/09/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�1,976.00"
26/09/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"�6,932.90"
05/09/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,DESKTOP INFRASTRUCTURE,"�5,460.00"
04/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�1,959.75"
09/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�2,110.50"
10/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�2,110.50"
12/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�1,658.25"
13/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�1,842.50"
13/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�1,206.00"
13/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�1,356.75"
19/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�1,959.75"
26/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"�2,110.50"
24/09/2013,SUPRA UK LIMITED,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"�13,488.56"
25/09/2013,PRIESTLEYS & SMITHIES (ROCHDALE) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HIA,"�1,128.20"
12/09/2013,TYNETEC LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HOUSING IMPROVEMENT GRANTS,�649.90
10/09/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,�568.06
23/09/2013,JAMES HARTLEY (SCRAP METALS) LIMITED,Environmental Services,PHYSICAL DIS & OLDER PEOPLE,ICES,�560.00
26/09/2013,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,ICES,"�17,915.05"
02/09/2013,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�9,847.94"
02/09/2013,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�5,276.17"
02/09/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�7,493.95"
02/09/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�3,224.66"
02/09/2013,COMFORT CALL,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�13,406.53"
02/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�9,804.70"
02/09/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�1,567.16"
02/09/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�8,295.39"
02/09/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,393.17"
02/09/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�6,442.61"
02/09/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,716.75"
02/09/2013,BRITANNIA CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�3,461.15"
02/09/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�6,031.13"
02/09/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�3,959.01"
02/09/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�1,652.22"
02/09/2013,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�10,288.85"
05/09/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�36,426.84"
06/09/2013,REDACTED PERSONAL DATA,Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,084.00"
10/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�9,289.08"
10/09/2013,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�10,081.59"
10/09/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�7,707.10"
10/09/2013,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�5,327.73"
10/09/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�3,259.57"
10/09/2013,COMFORT CALL,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�13,148.31"
10/09/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�1,480.48"
10/09/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�8,288.69"
10/09/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,402.91"
10/09/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�5,873.19"
10/09/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,517.40"
10/09/2013,BRITANNIA CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�3,456.89"
10/09/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�6,193.94"
10/09/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�3,913.90"
10/09/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�1,845.27"
10/09/2013,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�10,738.70"
13/09/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�9,460.61"
13/09/2013,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�9,992.27"
13/09/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�7,352.66"
13/09/2013,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�4,961.32"
13/09/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,978.42"
13/09/2013,COMFORT CALL,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�12,662.94"
13/09/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�1,404.56"
13/09/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�7,915.38"
13/09/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,204.38"
13/09/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�4,838.71"
13/09/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,676.76"
13/09/2013,BRITANNIA CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�2,349.52"
13/09/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�5,839.30"
13/09/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�6,463.96"
13/09/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"�1,919.57"
